time,Portland,pts.away,score,pts.home,Dallas
10:43.0,,,20-29,,Defensive rebound by A. Aminu
10:36.0,,,20-31,2,R. Felton makes 2-pt shot from 8 ft
10:19.0,M. Leonard misses 2-pt shot from 6 ft,,20-31,,
10:18.0,,,20-31,,Defensive rebound by A. Stoudemire
10:06.0,,,20-31,,D. Nowitzki misses 2-pt shot from 16 ft
10:05.0,Defensive rebound by M. Leonard,,20-31,,
9:59.0,,,20-31,,Personal block foul by A. Stoudemire (drawn by D. Lillard)
9:59.0,T. Frazier enters the game for D. Lillard,,20-31,,
9:49.0,A. Gee misses 3-pt shot from 24 ft,,20-31,,
9:48.0,,,20-31,,Defensive rebound by R. Felton
9:39.0,,,20-31,,A. Stoudemire misses 2-pt shot at rim
9:38.0,Defensive rebound by M. Leonard,,20-31,,
9:34.0,S. Blake makes 2-pt shot from 22 ft (assist by T. Frazier),2,22-31,,
9:21.0,,,22-31,,A. Aminu misses 2-pt shot from 4 ft
9:20.0,Defensive rebound by S. Blake,,22-31,,
9:16.0,A. Gee makes 2-pt shot at rim (assist by S. Blake),2,24-31,,
9:15.0,,,24-31,,Dallas full timeout
9:02.0,,,24-33,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by A. Stoudemire)
8:48.0,S. Blake makes 3-pt shot from 24 ft (assist by T. Frazier),3,27-33,,
8:37.0,Personal foul by S. Blake (drawn by J. Barea),,27-33,,
8:24.0,,,27-35,2,A. Stoudemire makes 2-pt shot from 1 ft
8:07.0,R. Lopez misses 2-pt shot from 14 ft,,27-35,,
8:06.0,,,27-35,,Defensive rebound by D. Nowitzki
7:56.0,,,27-35,,A. Stoudemire misses 2-pt shot from 10 ft
7:55.0,Defensive rebound by A. Gee,,27-35,,
7:45.0,M. Leonard misses 3-pt shot from 23 ft,,27-35,,
7:44.0,,,27-35,,Defensive rebound by A. Aminu
7:26.0,,,27-35,,Shooting foul by M. Leonard (drawn by D. Nowitzki)
7:26.0,,,27-36,1,D. Nowitzki makes free throw 1 of 2
7:26.0,,,27-36,,T. Chandler enters the game for A. Stoudemire
7:26.0,,,27-37,1,D. Nowitzki makes free throw 2 of 2
7:09.0,Turnover by R. Lopez (lost ball; steal by D. Nowitzki),,27-37,,
7:00.0,,,27-37,,D. Nowitzki misses 3-pt shot from 23 ft
7:00.0,,,27-37,,Offensive rebound by T. Chandler
7:00.0,Loose ball foul by M. Leonard (drawn by T. Chandler),,27-37,,
7:00.0,,,27-37,,C. Villanueva enters the game for D. Nowitzki
6:54.0,,,27-39,2,R. Felton makes 2-pt shot from 17 ft
6:40.0,T. Frazier makes 2-pt shot at rim (assist by S. Blake),2,29-39,,
6:27.0,,,29-39,,J. Barea misses 2-pt shot from 11 ft
6:26.0,Defensive rebound by M. Leonard,,29-39,,
6:15.0,S. Blake misses 3-pt shot from 24 ft,,29-39,,
6:14.0,,,29-39,,Defensive rebound by T. Chandler
6:09.0,Shooting block foul by T. Frazier (drawn by R. Felton),,29-39,,
6:09.0,,,29-39,,R. Felton misses free throw 1 of 2
6:09.0,,,29-39,,Offensive rebound by Team
6:09.0,,,29-39,,M. Ellis enters the game for J. Barea
6:09.0,A. Crabbe enters the game for A. Gee,,29-39,,
6:09.0,,,29-40,1,R. Felton makes free throw 2 of 2
5:52.0,R. Lopez makes 2-pt shot at rim (assist by T. Frazier),2,31-40,,
5:39.0,,,31-43,3,C. Villanueva makes 3-pt shot from 24 ft (assist by R. Felton)
5:39.0,Portland full timeout,,31-43,,
5:39.0,,,31-43,,R. Rondo enters the game for R. Felton
5:39.0,J. Freeland enters the game for R. Lopez,,31-43,,
5:39.0,L. Aldridge enters the game for M. Leonard,,31-43,,
5:23.0,S. Blake makes 3-pt shot from 24 ft (assist by T. Frazier),3,34-43,,
5:08.0,,,34-43,,M. Ellis misses 2-pt shot from 8 ft
5:06.0,,,34-43,,Offensive rebound by T. Chandler
5:06.0,,,34-45,2,T. Chandler makes 2-pt shot at rim
4:58.0,,,34-45,,Violation by C. Villanueva (kicked ball)
4:51.0,A. Crabbe misses 2-pt shot from 16 ft,,34-45,,
4:50.0,Offensive rebound by A. Crabbe,,34-45,,
4:40.0,T. Frazier makes 2-pt shot from 1 ft,2,36-45,,
4:24.0,,,36-47,2,T. Chandler makes 2-pt shot from 2 ft (assist by R. Rondo)
4:24.0,,,36-47,,Shooting foul by T. Frazier (drawn by T. Chandler)
4:24.0,,,36-48,1,T. Chandler makes free throw 1 of 1
4:11.0,L. Aldridge makes 2-pt shot from 22 ft (assist by T. Frazier),2,38-48,,
4:00.0,,,38-48,,Turnover by R. Rondo (bad pass; steal by A. Crabbe)
3:55.0,A. Crabbe makes 2-pt shot at rim (assist by S. Blake),2,40-48,,
3:40.0,,,40-50,2,M. Ellis makes 2-pt shot from 1 ft
3:21.0,L. Aldridge misses 2-pt shot from 12 ft,,40-50,,
3:20.0,,,40-50,,Defensive rebound by C. Villanueva
3:10.0,,,40-53,3,C. Villanueva makes 3-pt shot from 25 ft (assist by A. Aminu)
2:48.0,L. Aldridge misses 2-pt shot from 1 ft,,40-53,,
2:46.0,Offensive rebound by L. Aldridge,,40-53,,
2:46.0,L. Aldridge makes 2-pt shot from 1 ft,2,42-53,,
2:36.0,,,42-53,,Turnover by R. Rondo (bad pass; steal by J. Freeland)
2:32.0,A. Crabbe makes 2-pt shot at rim (assist by T. Frazier),2,44-53,,
2:31.0,,,44-53,,Dallas full timeout
2:31.0,Official timeout,,44-53,,
2:31.0,D. Lillard enters the game for S. Blake,,44-53,,
2:17.0,,,44-55,2,M. Ellis makes 2-pt shot from 17 ft
2:06.0,,,44-55,,Personal foul by M. Ellis (drawn by T. Frazier)
1:58.0,L. Aldridge makes 3-pt shot from 22 ft (assist by T. Frazier),3,47-55,,
1:48.0,,,47-55,,Turnover by C. Villanueva (lost ball; steal by L. Aldridge)
1:38.0,J. Freeland misses 2-pt shot from 5 ft,,47-55,,
1:37.0,Offensive rebound by L. Aldridge,,47-55,,
1:37.0,L. Aldridge makes 2-pt shot at rim,2,49-55,,
1:20.0,,,49-55,,M. Ellis misses 2-pt shot from 18 ft
1:19.0,Defensive rebound by L. Aldridge,,49-55,,
1:12.0,T. Frazier makes 2-pt shot at rim,2,51-55,,
0:53.0,,,51-55,,R. Rondo misses 2-pt shot from 7 ft
0:52.0,Defensive rebound by T. Frazier,,51-55,,
0:48.0,Turnover by T. Frazier (lost ball; steal by T. Chandler),,51-55,,
0:44.0,Personal foul by A. Crabbe (drawn by T. Chandler),,51-55,,
0:44.0,,,51-55,,D. Nowitzki enters the game for C. Villanueva
0:44.0,,,51-55,,T. Chandler misses free throw 1 of 2
0:44.0,,,51-55,,Offensive rebound by Team
0:44.0,,,51-55,,J. Barea enters the game for M. Ellis
0:44.0,,,51-56,1,T. Chandler makes free throw 2 of 2
0:28.0,A. Crabbe misses 3-pt shot from 24 ft,,51-56,,
0:27.0,,,51-56,,Defensive rebound by R. Rondo
0:04.0,,,51-56,,D. Nowitzki misses 3-pt shot from 24 ft
0:03.0,,,51-56,,Offensive rebound by Team
0:03.0,,,51-56,,Turnover by Team (shot clock)
0:03.0,Portland full timeout,,51-56,,
0:03.0,,,51-56,,R. Jefferson enters the game for D. Nowitzki
0:03.0,S. Blake enters the game for J. Freeland,,51-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by T. Frazier (bad pass),,51-56,,
11:25.0,,,51-56,,T. Chandler misses 2-pt shot from 3 ft
11:24.0,Defensive rebound by A. Crabbe,,51-56,,
11:17.0,D. Lillard misses 2-pt shot from 18 ft,,51-56,,
11:16.0,,,51-56,,Defensive rebound by T. Chandler
11:07.0,,,51-56,,M. Ellis misses 2-pt shot from 1 ft (block by L. Aldridge)
11:05.0,Defensive rebound by R. Lopez,,51-56,,
11:01.0,Turnover by D. Lillard (step out of bounds),,51-56,,
10:55.0,,,51-59,3,R. Jefferson makes 3-pt shot from 24 ft (assist by M. Ellis)
10:33.0,A. Crabbe misses 3-pt shot from 24 ft,,51-59,,
10:32.0,,,51-59,,Defensive rebound by M. Ellis
10:21.0,,,51-59,,D. Nowitzki misses 2-pt shot from 20 ft
10:20.0,Defensive rebound by A. Crabbe,,51-59,,
10:09.0,T. Frazier misses 3-pt shot from 24 ft,,51-59,,
10:08.0,,,51-59,,Defensive rebound by T. Chandler
10:01.0,,,51-61,2,R. Rondo makes 2-pt shot from 2 ft
9:42.0,L. Aldridge misses 2-pt shot from 11 ft,,51-61,,
9:41.0,,,51-61,,Defensive rebound by T. Chandler
9:31.0,,,51-64,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by R. Rondo)
9:16.0,Turnover by D. Lillard (bad pass; steal by M. Ellis),,51-64,,
9:12.0,,,51-66,2,M. Ellis makes 2-pt shot at rim
9:12.0,Portland full timeout,,51-66,,
8:56.0,L. Aldridge misses 3-pt shot from 23 ft,,51-66,,
8:56.0,,,51-66,,Defensive rebound by D. Nowitzki
8:50.0,,,51-69,3,R. Jefferson makes 3-pt shot from 24 ft (assist by R. Rondo)
8:39.0,Turnover by T. Frazier (lost ball; steal by M. Ellis),,51-69,,
8:33.0,,,51-71,2,R. Rondo makes 2-pt shot from 1 ft
8:11.0,A. Crabbe makes 2-pt shot from 1 ft,2,53-71,,
8:11.0,Shooting foul by R. Jefferson (drawn by A. Crabbe),,53-71,,
8:11.0,A. Gee enters the game for T. Frazier,,53-71,,
8:11.0,A. Crabbe misses free throw 1 of 1,,53-71,,
8:10.0,,,53-71,,Defensive rebound by D. Nowitzki
7:53.0,,,53-73,2,M. Ellis makes 2-pt shot from 8 ft
7:37.0,D. Lillard misses 3-pt shot from 25 ft,,53-73,,
7:36.0,,,53-73,,Defensive rebound by M. Ellis
7:30.0,Personal block foul by D. Lillard (drawn by R. Rondo),,53-73,,
7:18.0,,,53-73,,Turnover by M. Ellis (traveling)
7:05.0,A. Crabbe makes 2-pt shot at rim (assist by D. Lillard),2,55-73,,
6:55.0,,,55-73,,Turnover by R. Rondo (bad pass; steal by A. Crabbe)
6:49.0,D. Lillard makes 3-pt shot from 24 ft (assist by A. Crabbe),3,58-73,,
6:49.0,,,58-73,,Dallas full timeout
6:39.0,,,58-73,,Shooting foul by A. Crabbe (drawn by T. Chandler)
6:39.0,,,58-74,1,T. Chandler makes free throw 1 of 2
6:39.0,,,58-75,1,T. Chandler makes free throw 2 of 2
6:24.0,,,58-75,,Violation by R. Rondo (kicked ball)
6:24.0,,,58-75,,A. Aminu enters the game for D. Nowitzki
6:16.0,A. Gee misses 2-pt shot from 1 ft (block by T. Chandler),,58-75,,
6:14.0,Offensive rebound by A. Gee,,58-75,,
6:13.0,A. Gee makes 2-pt shot at rim,2,60-75,,
6:01.0,,,60-78,3,A. Aminu makes 3-pt shot from 22 ft (assist by R. Rondo)
6:01.0,,,60-78,,Loose ball foul by T. Chandler (drawn by R. Lopez)
5:42.0,A. Gee misses 3-pt shot from 24 ft,,60-78,,
5:41.0,,,60-78,,Defensive rebound by M. Ellis
5:35.0,,,60-78,,Shooting foul by A. Crabbe (drawn by M. Ellis)
5:35.0,,,60-78,,M. Ellis misses free throw 1 of 2
5:35.0,,,60-78,,Offensive rebound by Team
5:35.0,S. Blake enters the game for A. Crabbe,,60-78,,
5:35.0,,,60-79,1,M. Ellis makes free throw 2 of 2
5:14.0,L. Aldridge misses 2-pt shot from 16 ft,,60-79,,
5:13.0,,,60-79,,Defensive rebound by A. Aminu
4:58.0,,,60-79,,Shooting foul by R. Lopez (drawn by T. Chandler)
4:58.0,,,60-80,1,T. Chandler makes free throw 1 of 2
4:58.0,,,60-81,1,T. Chandler makes free throw 2 of 2
4:50.0,Turnover by D. Lillard (lost ball),,60-81,,
4:50.0,M. Leonard enters the game for R. Lopez,,60-81,,
4:38.0,,,60-81,,T. Chandler misses 2-pt shot from 16 ft
4:37.0,Defensive rebound by D. Lillard,,60-81,,
4:32.0,A. Gee misses 2-pt shot from 2 ft,,60-81,,
4:30.0,,,60-81,,Defensive rebound by T. Chandler
4:30.0,Loose ball foul by A. Gee (drawn by T. Chandler),,60-81,,
4:30.0,,,60-81,,T. Chandler misses free throw 1 of 2
4:30.0,,,60-81,,Offensive rebound by Team
4:30.0,,,60-82,1,T. Chandler makes free throw 2 of 2
4:14.0,Shooting foul by A. Aminu (drawn by L. Aldridge),,60-82,,
4:14.0,L. Aldridge makes free throw 1 of 2,1,61-82,,
4:14.0,L. Aldridge makes free throw 2 of 2,1,62-82,,
4:02.0,,,62-82,,M. Ellis misses 2-pt shot from 18 ft
4:00.0,Defensive rebound by M. Leonard,,62-82,,
3:52.0,A. Gee misses 2-pt shot from 19 ft,,62-82,,
3:51.0,,,62-82,,Defensive rebound by T. Chandler
3:43.0,,,62-84,2,R. Rondo makes 2-pt shot at rim (assist by A. Aminu)
3:32.0,D. Lillard makes 2-pt shot from 1 ft,2,64-84,,
3:12.0,Personal foul by A. Gee (drawn by R. Rondo),,64-84,,
3:12.0,,,64-84,,R. Rondo misses free throw 1 of 2
3:12.0,,,64-84,,Offensive rebound by Team
3:12.0,,,64-84,,D. Nowitzki enters the game for R. Jefferson
3:12.0,,,64-85,1,R. Rondo makes free throw 2 of 2
3:03.0,Turnover by S. Blake (bad pass; steal by R. Rondo),,64-85,,
2:59.0,,,64-85,,R. Rondo misses 2-pt shot from 1 ft (block by M. Leonard)
2:59.0,,,64-85,,Offensive rebound by Team
2:59.0,,,64-85,,A. Stoudemire enters the game for T. Chandler
2:47.0,,,64-85,,A. Aminu misses 3-pt shot from 23 ft
2:46.0,Defensive rebound by L. Aldridge,,64-85,,
2:33.0,L. Aldridge misses 2-pt shot from 17 ft,,64-85,,
2:31.0,Offensive rebound by D. Lillard,,64-85,,
2:31.0,D. Lillard misses 2-pt shot from 2 ft,,64-85,,
2:30.0,Offensive rebound by M. Leonard,,64-85,,
2:29.0,M. Leonard makes 2-pt shot from 4 ft,2,66-85,,
2:20.0,,,66-85,,Shooting foul by M. Leonard (drawn by A. Stoudemire)
2:20.0,,,66-85,,A. Stoudemire misses free throw 1 of 2
2:20.0,,,66-85,,Offensive rebound by Team
2:20.0,,,66-85,,R. Felton enters the game for R. Rondo
2:20.0,,,66-86,1,A. Stoudemire makes free throw 2 of 2
2:03.0,A. Gee makes 2-pt shot from 1 ft,2,68-86,,
1:48.0,,,68-88,2,D. Nowitzki makes 2-pt shot from 1 ft (assist by M. Ellis)
1:35.0,D. Lillard misses 2-pt shot from 20 ft,,68-88,,
1:34.0,,,68-88,,Defensive rebound by M. Ellis
1:19.0,,,68-88,,R. Felton misses 3-pt shot from 24 ft
1:18.0,Defensive rebound by M. Leonard,,68-88,,
1:08.0,L. Aldridge misses 2-pt shot from 5 ft,,68-88,,
1:07.0,,,68-88,,Defensive rebound by A. Aminu
0:49.0,,,68-88,,A. Stoudemire misses 2-pt shot from 17 ft
0:48.0,Defensive rebound by S. Blake,,68-88,,
0:42.0,,,68-88,,Personal foul by R. Felton (drawn by D. Lillard)
0:42.0,,,68-88,,R. Jefferson enters the game for D. Nowitzki
0:34.0,Shooting foul by A. Stoudemire (drawn by D. Lillard),,68-88,,
0:34.0,D. Lillard makes free throw 1 of 2,1,69-88,,
0:34.0,,,69-88,,D. Nowitzki enters the game for A. Aminu
0:34.0,D. Lillard makes free throw 2 of 2,1,70-88,,
0:21.0,,,70-88,,D. Nowitzki misses 2-pt shot from 14 ft
0:20.0,Defensive rebound by A. Gee,,70-88,,
0:05.0,L. Aldridge makes 2-pt shot from 21 ft (assist by S. Blake),2,72-88,,
0:01.0,,,72-91,3,R. Felton makes 3-pt shot from 28 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,72-93,2,A. Aminu makes 2-pt shot from 1 ft (assist by R. Felton)
11:26.0,Turnover by T. Frazier (lost ball),,72-93,,
11:09.0,,,72-93,,R. Felton misses 2-pt shot from 11 ft
11:07.0,,,72-93,,Offensive rebound by A. Stoudemire
11:07.0,,,72-93,,A. Stoudemire misses 2-pt shot from 1 ft
11:06.0,Defensive rebound by A. Gee,,72-93,,
11:03.0,Turnover by S. Blake (lost ball; steal by R. Felton),,72-93,,
10:59.0,,,72-93,,Turnover by A. Aminu (lost ball)
10:39.0,,,72-93,,Violation by A. Aminu (def goaltending)
10:39.0,J. Freeland makes 2-pt shot from 7 ft,2,74-93,,
10:16.0,,,74-93,,R. Felton misses 3-pt shot from 25 ft
10:15.0,Defensive rebound by A. Gee,,74-93,,
10:02.0,T. Frazier makes 3-pt shot from 24 ft (assist by S. Blake),3,77-93,,
9:54.0,Personal foul by T. Frazier (drawn by D. Nowitzki),,77-93,,
9:54.0,A. Crabbe enters the game for A. Gee,,77-93,,
9:51.0,,,77-93,,Offensive foul by D. Nowitzki
9:51.0,,,77-93,,Turnover by D. Nowitzki (offensive foul)
9:33.0,A. Crabbe misses 2-pt shot from 14 ft,,77-93,,
9:32.0,,,77-93,,Defensive rebound by A. Stoudemire
9:13.0,,,77-93,,J. Barea misses 3-pt shot from 24 ft
9:11.0,Defensive rebound by S. Blake,,77-93,,
9:02.0,A. Crabbe misses 2-pt shot from 6 ft,,77-93,,
9:01.0,,,77-93,,Defensive rebound by A. Aminu
8:45.0,,,77-95,2,A. Stoudemire makes 2-pt shot from 1 ft
8:32.0,M. Leonard makes 2-pt shot from 20 ft,2,79-95,,
8:15.0,,,79-98,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by R. Felton)
8:03.0,S. Blake makes 3-pt shot from 24 ft,3,82-98,,
7:40.0,,,82-98,,A. Stoudemire misses 2-pt shot from 1 ft
7:39.0,Defensive rebound by J. Freeland,,82-98,,
7:31.0,A. Crabbe misses 3-pt shot from 24 ft,,82-98,,
7:30.0,,,82-98,,Defensive rebound by R. Felton
7:23.0,,,82-98,,A. Stoudemire misses 2-pt shot from 4 ft (block by J. Freeland)
7:22.0,,,82-98,,Offensive rebound by A. Aminu
7:16.0,,,82-98,,D. Nowitzki misses 3-pt shot from 23 ft
7:16.0,,,82-98,,Offensive rebound by A. Stoudemire
7:13.0,,,82-100,2,A. Stoudemire makes 2-pt shot from 4 ft
7:12.0,Portland full timeout,,82-100,,
7:12.0,,,82-100,,C. Villanueva enters the game for D. Nowitzki
6:58.0,Turnover by M. Leonard (lost ball),,82-100,,
6:46.0,,,82-100,,A. Stoudemire misses 2-pt shot from 9 ft
6:45.0,Defensive rebound by M. Leonard,,82-100,,
