time,Memphis,pts.away,score,pts.home,Portland
1:30.0,,,19-19,,A. Afflalo misses 2-pt shot from 2 ft
1:29.0,Defensive rebound by M. Gasol,,19-19,,
1:20.0,B. Udrih misses 2-pt shot from 16 ft,,19-19,,
1:19.0,,,19-19,,Defensive rebound by S. Blake
1:09.0,,,19-19,,D. Wright misses 3-pt shot from 23 ft
1:08.0,Defensive rebound by J. Green,,19-19,,
0:51.0,J. Green misses 2-pt shot from 19 ft,,19-19,,
0:49.0,,,19-19,,Defensive rebound by C. Kaman
0:33.0,,,19-19,,W. Matthews misses 3-pt shot from 26 ft
0:32.0,,,19-19,,Offensive rebound by C. Kaman
0:30.0,,,19-19,,C. Kaman misses 2-pt shot from 5 ft
0:29.0,Defensive rebound by K. Koufos,,19-19,,
0:08.0,M. Gasol misses 2-pt shot from 12 ft,,19-19,,
0:07.0,,,19-19,,Defensive rebound by W. Matthews
0:00.0,,,19-21,2,C. Kaman makes 2-pt shot from 1 ft (assist by W. Matthews)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Turnover by B. Udrih (bad pass; steal by A. Afflalo),,19-21,,
11:37.0,,,19-21,,Turnover by S. Blake (bad pass; steal by N. Calathes)
11:15.0,J. Leuer misses 2-pt shot from 11 ft,,19-21,,
11:13.0,,,19-21,,Defensive rebound by D. Wright
10:56.0,,,19-23,2,C. Kaman makes 2-pt shot from 12 ft (assist by D. Wright)
10:43.0,Offensive charge foul by T. Allen,,19-23,,
10:43.0,Turnover by T. Allen (offensive foul),,19-23,,
10:27.0,Def 3 sec tech foul by J. Leuer,,19-23,,
10:27.0,,,19-24,1,S. Blake makes technical free throw
10:21.0,,,19-26,2,D. Wright makes 2-pt shot from 2 ft (assist by C. Kaman)
10:11.0,B. Udrih misses 2-pt shot from 10 ft,,19-26,,
10:10.0,Offensive rebound by T. Allen,,19-26,,
10:09.0,T. Allen misses 2-pt shot at rim,,19-26,,
10:08.0,,,19-26,,Defensive rebound by C. Kaman
10:04.0,,,19-26,,Turnover by W. Matthews (bad pass; steal by N. Calathes)
10:01.0,B. Udrih makes 2-pt shot from 2 ft,2,21-26,,
9:42.0,,,21-26,,Turnover by D. Wright (bad pass; steal by N. Calathes)
9:42.0,,,21-26,,Personal foul by W. Matthews (drawn by N. Calathes)
9:28.0,N. Calathes misses 2-pt shot from 8 ft,,21-26,,
9:26.0,,,21-26,,Defensive rebound by S. Blake
9:09.0,,,21-28,2,D. Wright makes 2-pt shot from 9 ft (assist by S. Blake)
8:44.0,K. Koufos misses 2-pt shot from 1 ft (block by C. Kaman),,21-28,,
8:43.0,Offensive rebound by T. Allen,,21-28,,
8:43.0,Turnover by Team (shot clock),,21-28,,
8:43.0,Official timeout,,21-28,,
8:43.0,,,21-28,,N. Batum enters the game for W. Matthews
8:29.0,,,21-28,,S. Blake misses 2-pt shot from 20 ft
8:28.0,Defensive rebound by K. Koufos,,21-28,,
8:12.0,N. Calathes misses 2-pt shot from 7 ft,,21-28,,
8:11.0,,,21-28,,Defensive rebound by D. Wright
7:52.0,,,21-28,,C. Kaman misses 2-pt shot from 6 ft
7:50.0,Defensive rebound by K. Koufos,,21-28,,
7:43.0,K. Koufos misses 2-pt shot from 15 ft,,21-28,,
7:42.0,,,21-28,,Defensive rebound by D. Wright
7:28.0,,,21-28,,Shooting foul by K. Koufos (drawn by C. Kaman)
7:28.0,,,21-29,1,C. Kaman makes free throw 1 of 2
7:28.0,,,21-29,,D. Lillard enters the game for S. Blake
7:28.0,Z. Randolph enters the game for J. Leuer,,21-29,,
7:28.0,,,21-30,1,C. Kaman makes free throw 2 of 2
7:12.0,Z. Randolph misses 2-pt shot from 16 ft,,21-30,,
7:11.0,,,21-30,,Defensive rebound by D. Lillard
7:04.0,,,21-32,2,D. Wright makes 2-pt shot from 1 ft
6:57.0,Memphis full timeout,,21-32,,
6:57.0,,,21-32,,R. Lopez enters the game for C. Kaman
6:57.0,,,21-32,,W. Matthews enters the game for A. Afflalo
6:46.0,Z. Randolph makes 2-pt shot from 5 ft,2,23-32,,
6:29.0,,,23-32,,Turnover by N. Batum (bad pass; steal by K. Koufos)
6:25.0,,,23-32,,Violation by N. Batum (def goaltending)
6:25.0,N. Calathes makes 2-pt shot from 3 ft,2,25-32,,
6:12.0,Personal foul by Z. Randolph (drawn by R. Lopez),,25-32,,
6:03.0,,,25-32,,N. Batum misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by N. Calathes,,25-32,,
5:53.0,Z. Randolph misses 2-pt shot from 7 ft,,25-32,,
5:52.0,,,25-32,,Defensive rebound by N. Batum
5:52.0,C. Lee enters the game for B. Udrih,,25-32,,
5:28.0,,,25-32,,Turnover by R. Lopez (lost ball; steal by Z. Randolph)
5:11.0,C. Lee makes 3-pt shot from 26 ft (assist by Z. Randolph),3,28-32,,
4:50.0,,,28-32,,D. Wright misses 3-pt shot from 26 ft
4:49.0,Defensive rebound by K. Koufos,,28-32,,
4:42.0,Turnover by N. Calathes (bad pass; steal by D. Wright),,28-32,,
4:42.0,Personal foul by K. Koufos (drawn by D. Wright),,28-32,,
4:42.0,,,28-32,,M. Leonard enters the game for D. Wright
4:42.0,M. Gasol enters the game for K. Koufos,,28-32,,
4:42.0,M. Conley enters the game for N. Calathes,,28-32,,
4:17.0,,,28-32,,Turnover by D. Lillard (lost ball; steal by T. Allen)
4:14.0,T. Allen makes 2-pt shot from 1 ft,2,30-32,,
4:14.0,,,30-32,,Portland full timeout
4:00.0,,,30-32,,D. Lillard misses 3-pt shot from 28 ft
3:59.0,Defensive rebound by M. Conley,,30-32,,
3:43.0,M. Conley makes 2-pt shot from 2 ft,2,32-32,,
3:26.0,,,32-32,,W. Matthews misses 3-pt shot from 25 ft
3:25.0,,,32-32,,Offensive rebound by Team
3:25.0,Loose ball foul by M. Gasol (drawn by R. Lopez),,32-32,,
3:25.0,,,32-32,,A. Afflalo enters the game for W. Matthews
3:18.0,,,32-32,,D. Lillard misses 2-pt shot from 5 ft
3:17.0,Defensive rebound by Z. Randolph,,32-32,,
3:07.0,M. Conley misses 2-pt shot from 14 ft,,32-32,,
3:04.0,,,32-32,,Defensive rebound by A. Afflalo
2:58.0,,,32-32,,Turnover by A. Afflalo (bad pass; steal by M. Conley)
2:54.0,M. Conley makes 2-pt shot from 1 ft,2,34-32,,
2:39.0,,,34-32,,M. Leonard misses 2-pt shot from 15 ft
2:38.0,Defensive rebound by M. Gasol,,34-32,,
2:24.0,Z. Randolph misses 2-pt shot from 5 ft,,34-32,,
2:22.0,,,34-32,,Defensive rebound by A. Afflalo
2:14.0,Personal foul by M. Conley (drawn by A. Afflalo),,34-32,,
2:14.0,,,34-32,,A. Afflalo misses free throw 1 of 2
2:14.0,,,34-32,,Offensive rebound by Team
2:14.0,J. Green enters the game for T. Allen,,34-32,,
2:14.0,,,34-33,1,A. Afflalo makes free throw 2 of 2
2:04.0,J. Green makes 2-pt shot from 2 ft,2,36-33,,
1:43.0,,,36-33,,R. Lopez misses 2-pt shot from 4 ft
1:42.0,Defensive rebound by M. Gasol,,36-33,,
1:32.0,Turnover by Z. Randolph (bad pass; steal by R. Lopez),,36-33,,
1:27.0,,,36-35,2,N. Batum makes 2-pt shot at rim (assist by D. Lillard)
1:01.0,M. Gasol misses 2-pt shot from 18 ft,,36-35,,
1:00.0,Offensive rebound by Z. Randolph,,36-35,,
1:00.0,Z. Randolph makes 2-pt shot from 6 ft,2,38-35,,
0:49.0,,,38-38,3,M. Leonard makes 3-pt shot from 25 ft (assist by N. Batum)
0:31.0,Z. Randolph misses 2-pt shot from 5 ft,,38-38,,
0:29.0,,,38-38,,Defensive rebound by N. Batum
0:29.0,T. Allen enters the game for M. Conley,,38-38,,
0:18.0,,,38-38,,Turnover by D. Lillard (bad pass; steal by C. Lee)
0:13.0,Memphis full timeout,,38-38,,
0:13.0,M. Conley enters the game for T. Allen,,38-38,,
0:13.0,,,38-38,,C. Kaman enters the game for M. Leonard
0:01.0,Z. Randolph misses 3-pt shot from 23 ft,,38-38,,
0:00.0,,,38-38,,Defensive rebound by A. Afflalo
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,J. Green makes 2-pt shot from 2 ft,2,40-38,,
11:22.0,,,40-38,,Shooting foul by C. Lee (drawn by W. Matthews)
11:22.0,,,40-39,1,W. Matthews makes free throw 1 of 2
11:22.0,,,40-40,1,W. Matthews makes free throw 2 of 2
11:04.0,M. Gasol makes 2-pt shot from 4 ft,2,42-40,,
10:43.0,,,42-42,2,R. Lopez makes 2-pt shot from 1 ft (assist by D. Lillard)
10:24.0,J. Green makes 2-pt shot from 1 ft (assist by M. Gasol),2,44-42,,
10:14.0,,,44-42,,N. Batum misses 3-pt shot from 26 ft
10:13.0,Defensive rebound by Z. Randolph,,44-42,,
10:06.0,M. Conley misses 2-pt shot from 2 ft,,44-42,,
10:06.0,Offensive rebound by Team,,44-42,,
10:06.0,,,44-42,,Loose ball foul by M. Leonard (drawn by M. Gasol)
9:55.0,,,44-42,,Shooting block foul by M. Leonard (drawn by M. Gasol)
9:55.0,M. Gasol makes free throw 1 of 2,1,45-42,,
9:55.0,,,45-42,,C. Kaman enters the game for M. Leonard
9:55.0,M. Gasol makes free throw 2 of 2,1,46-42,,
9:31.0,,,46-44,2,R. Lopez makes 2-pt shot from 2 ft (assist by C. Kaman)
9:09.0,C. Lee makes 3-pt shot from 25 ft (assist by Z. Randolph),3,49-44,,
8:48.0,,,49-46,2,D. Lillard makes 2-pt shot from 16 ft
8:28.0,J. Green makes 2-pt shot from 1 ft (assist by M. Gasol),2,51-46,,
8:21.0,,,51-49,3,D. Lillard makes 3-pt shot from 25 ft (assist by N. Batum)
8:21.0,,,51-49,,Shooting foul by M. Conley (drawn by D. Lillard)
8:21.0,,,51-50,1,D. Lillard makes free throw 1 of 1
8:03.0,C. Lee makes 2-pt shot from 19 ft (assist by Z. Randolph),2,53-50,,
7:51.0,,,53-50,,D. Lillard misses 2-pt shot from 19 ft
7:50.0,,,53-50,,Offensive rebound by R. Lopez
7:50.0,,,53-52,2,R. Lopez makes 2-pt shot at rim
7:42.0,Technical foul by Team,,53-52,,
7:42.0,,,53-53,1,D. Lillard makes technical free throw
7:35.0,M. Conley makes 3-pt shot from 26 ft (assist by M. Gasol),3,56-53,,
7:17.0,,,56-53,,D. Lillard misses 3-pt shot from 23 ft (block by M. Gasol)
7:17.0,Defensive rebound by Team,,56-53,,
7:09.0,M. Conley misses 2-pt shot from 2 ft (block by R. Lopez),,56-53,,
7:08.0,,,56-53,,Defensive rebound by N. Batum
7:02.0,,,56-55,2,D. Lillard makes 2-pt shot from 2 ft (assist by N. Batum)
6:34.0,M. Gasol makes 2-pt shot from 19 ft (assist by M. Conley),2,58-55,,
6:17.0,,,58-57,2,N. Batum makes 2-pt shot from 14 ft (assist by D. Lillard)
5:56.0,M. Conley misses 2-pt shot from 4 ft,,58-57,,
5:55.0,,,58-57,,Defensive rebound by C. Kaman
5:35.0,,,58-57,,Turnover by D. Lillard (lost ball; steal by M. Conley)
5:17.0,Turnover by Z. Randolph (bad pass; steal by W. Matthews),,58-57,,
5:13.0,,,58-59,2,D. Lillard makes 2-pt shot from 1 ft (assist by W. Matthews)
5:13.0,Memphis full timeout,,58-59,,
5:13.0,,,58-59,,A. Afflalo enters the game for W. Matthews
5:13.0,B. Udrih enters the game for M. Conley,,58-59,,
4:59.0,C. Lee misses 2-pt shot from 10 ft,,58-59,,
4:57.0,,,58-59,,Defensive rebound by N. Batum
4:43.0,,,58-62,3,D. Lillard makes 3-pt shot from 26 ft
4:23.0,Z. Randolph misses 2-pt shot from 16 ft,,58-62,,
4:22.0,,,58-62,,Defensive rebound by C. Kaman
3:59.0,,,58-65,3,N. Batum makes 3-pt shot from 25 ft (assist by R. Lopez)
3:42.0,Z. Randolph misses 2-pt shot from 2 ft,,58-65,,
3:41.0,,,58-65,,Defensive rebound by C. Kaman
3:34.0,,,58-65,,Turnover by A. Afflalo (step out of bounds)
3:17.0,C. Lee makes 2-pt shot from 6 ft,2,60-65,,
3:03.0,,,60-65,,Turnover by C. Kaman (lost ball; steal by Z. Randolph)
3:03.0,,,60-65,,Personal foul by C. Kaman (drawn by Z. Randolph)
3:03.0,,,60-65,,S. Blake enters the game for D. Lillard
2:47.0,M. Gasol misses 2-pt shot from 9 ft,,60-65,,
2:46.0,,,60-65,,Defensive rebound by C. Kaman
2:29.0,,,60-65,,N. Batum misses 3-pt shot from 25 ft
2:27.0,,,60-65,,Offensive rebound by R. Lopez
2:27.0,,,60-65,,R. Lopez misses 2-pt shot at rim
2:26.0,,,60-65,,Offensive rebound by R. Lopez
2:23.0,,,60-65,,Portland full timeout
2:23.0,T. Allen enters the game for J. Green,,60-65,,
2:23.0,,,60-65,,W. Matthews enters the game for N. Batum
2:11.0,,,60-65,,R. Lopez misses 2-pt shot from 6 ft
2:09.0,Defensive rebound by Z. Randolph,,60-65,,
1:50.0,B. Udrih misses 2-pt shot from 7 ft,,60-65,,
1:49.0,,,60-65,,Defensive rebound by S. Blake
1:33.0,,,60-68,3,S. Blake makes 3-pt shot from 25 ft (assist by C. Kaman)
1:14.0,Z. Randolph misses 2-pt shot from 3 ft,,60-68,,
1:13.0,,,60-68,,Defensive rebound by C. Kaman
1:00.0,,,60-71,3,A. Afflalo makes 3-pt shot from 24 ft (assist by W. Matthews)
0:48.0,B. Udrih makes 2-pt shot from 15 ft (assist by C. Lee),2,62-71,,
0:33.0,,,62-74,3,S. Blake makes 3-pt shot from 26 ft
0:22.0,B. Udrih makes 2-pt shot from 16 ft,2,64-74,,
0:00.0,,,64-77,3,S. Blake makes 3-pt shot from 25 ft (assist by A. Afflalo)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,64-77,,W. Matthews misses 3-pt shot from 23 ft
11:48.0,Defensive rebound by T. Allen,,64-77,,
11:34.0,Z. Randolph makes 2-pt shot from 1 ft (assist by B. Udrih),2,66-77,,
11:21.0,,,66-77,,Shooting foul by T. Allen (drawn by A. Afflalo)
11:21.0,,,66-78,1,A. Afflalo makes free throw 1 of 2
11:21.0,,,66-79,1,A. Afflalo makes free throw 2 of 2
11:09.0,Shooting foul by C. Kaman (drawn by Z. Randolph),,66-79,,
11:09.0,Z. Randolph misses free throw 1 of 2,,66-79,,
11:09.0,Offensive rebound by Team,,66-79,,
11:09.0,Z. Randolph makes free throw 2 of 2,1,67-79,,
10:56.0,N. Calathes enters the game for C. Lee,,67-79,,
10:49.0,,,67-79,,C. Kaman misses 2-pt shot from 15 ft
10:48.0,Defensive rebound by Z. Randolph,,67-79,,
10:36.0,Z. Randolph makes 2-pt shot from 15 ft,2,69-79,,
10:26.0,Personal foul by N. Calathes (drawn by W. Matthews),,69-79,,
10:17.0,,,69-79,,D. Wright misses 2-pt shot from 20 ft
10:17.0,,,69-79,,Offensive rebound by Team
10:04.0,,,69-82,3,S. Blake makes 3-pt shot from 24 ft (assist by A. Afflalo)
9:44.0,,,69-82,,Personal foul by W. Matthews (drawn by N. Calathes)
9:44.0,M. Conley enters the game for B. Udrih,,69-82,,
9:37.0,T. Allen misses 2-pt shot from 1 ft,,69-82,,
9:37.0,Offensive rebound by Team,,69-82,,
9:37.0,,,69-82,,Personal foul by D. Wright (drawn by K. Koufos)
9:37.0,,,69-82,,D. Lillard enters the game for W. Matthews
9:23.0,N. Calathes misses 3-pt shot from 25 ft,,69-82,,
9:22.0,Offensive rebound by M. Conley,,69-82,,
9:10.0,Z. Randolph makes 2-pt shot from 1 ft,2,71-82,,
9:10.0,Shooting foul by C. Kaman (drawn by Z. Randolph),,71-82,,
9:10.0,Z. Randolph misses free throw 1 of 1,,71-82,,
9:09.0,,,71-82,,Defensive rebound by D. Wright
8:58.0,,,71-82,,C. Kaman misses 2-pt shot from 17 ft
8:57.0,Defensive rebound by N. Calathes,,71-82,,
8:51.0,,,71-82,,Personal foul by S. Blake (drawn by M. Conley)
8:51.0,Official timeout,,71-82,,
8:51.0,,,71-82,,R. Lopez enters the game for C. Kaman
8:51.0,M. Conley makes free throw 1 of 2,1,72-82,,
8:51.0,M. Conley makes free throw 2 of 2,1,73-82,,
8:32.0,,,73-82,,D. Wright misses 2-pt shot from 1 ft
8:31.0,Defensive rebound by T. Allen,,73-82,,
8:21.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Conley),2,75-82,,
8:10.0,,,75-82,,Turnover by S. Blake (bad pass)
8:10.0,,,75-82,,W. Matthews enters the game for S. Blake
8:10.0,,,75-82,,N. Batum enters the game for A. Afflalo
8:01.0,M. Conley misses 2-pt shot from 2 ft (block by R. Lopez),,75-82,,
7:59.0,,,75-82,,Defensive rebound by D. Lillard
7:53.0,,,75-82,,Shooting foul by K. Koufos (drawn by D. Wright)
7:53.0,,,75-84,2,D. Wright makes 2-pt shot from 18 ft (assist by N. Batum)
7:53.0,,,75-85,1,D. Wright makes free throw 1 of 1
7:40.0,T. Allen misses 3-pt shot from 23 ft,,75-85,,
7:39.0,,,75-85,,Defensive rebound by D. Wright
7:31.0,,,75-85,,Turnover by D. Lillard (lost ball; steal by N. Calathes)
7:22.0,M. Conley misses 2-pt shot from 15 ft,,75-85,,
7:20.0,Offensive rebound by K. Koufos,,75-85,,
7:20.0,K. Koufos makes 2-pt shot at rim,2,77-85,,
7:00.0,,,77-85,,Turnover by N. Batum (bad pass; steal by T. Allen)
6:56.0,M. Conley makes 2-pt shot from 1 ft,2,79-85,,
6:56.0,,,79-85,,Portland full timeout
6:56.0,M. Gasol enters the game for Z. Randolph,,79-85,,
6:37.0,,,79-85,,W. Matthews misses 2-pt shot from 2 ft
6:36.0,Defensive rebound by K. Koufos,,79-85,,
6:28.0,K. Koufos makes 2-pt shot from 7 ft (assist by M. Conley),2,81-85,,
6:04.0,,,81-85,,D. Lillard misses 2-pt shot from 18 ft
6:03.0,Defensive rebound by M. Conley,,81-85,,
5:45.0,M. Gasol makes 2-pt shot from 19 ft (assist by M. Conley),2,83-85,,
5:20.0,,,83-85,,D. Wright misses 2-pt shot from 5 ft
5:19.0,,,83-85,,Offensive rebound by R. Lopez
5:19.0,,,83-85,,R. Lopez misses 2-pt shot from 1 ft
5:18.0,Defensive rebound by M. Gasol,,83-85,,
5:12.0,K. Koufos misses 2-pt shot at rim (block by N. Batum),,83-85,,
5:10.0,,,83-85,,Defensive rebound by D. Lillard
5:07.0,Personal foul by M. Conley (drawn by D. Lillard),,83-85,,
5:07.0,,,83-85,,D. Lillard misses free throw 1 of 2
5:07.0,,,83-85,,Offensive rebound by Team
5:07.0,,,83-85,,C. Kaman enters the game for D. Wright
5:07.0,,,83-85,,D. Lillard misses free throw 2 of 2
5:06.0,Defensive rebound by T. Allen,,83-85,,
4:48.0,M. Gasol makes 2-pt shot from 11 ft (assist by M. Conley),2,85-85,,
4:25.0,,,85-85,,C. Kaman misses 2-pt shot from 8 ft (block by M. Gasol)
4:25.0,,,85-85,,Offensive rebound by Team
4:21.0,,,85-85,,N. Batum misses 2-pt shot from 20 ft
4:20.0,Defensive rebound by M. Conley,,85-85,,
4:14.0,T. Allen makes 2-pt shot at rim (assist by M. Conley),2,87-85,,
3:52.0,Personal foul by N. Calathes (drawn by W. Matthews),,87-85,,
3:52.0,,,87-86,1,W. Matthews makes free throw 1 of 2
3:52.0,,,87-86,,M. Leonard enters the game for C. Kaman
3:52.0,Z. Randolph enters the game for K. Koufos,,87-86,,
3:52.0,,,87-87,1,W. Matthews makes free throw 2 of 2
3:36.0,M. Conley misses 2-pt shot from 6 ft,,87-87,,
3:34.0,Offensive rebound by M. Conley,,87-87,,
3:34.0,M. Conley misses 2-pt shot at rim,,87-87,,
3:33.0,,,87-87,,Defensive rebound by R. Lopez
3:28.0,C. Lee enters the game for N. Calathes,,87-87,,
3:25.0,,,87-87,,D. Lillard misses 3-pt shot from 28 ft
3:24.0,Defensive rebound by C. Lee,,87-87,,
3:08.0,M. Gasol makes 2-pt shot from 11 ft,2,89-87,,
2:56.0,,,89-90,3,N. Batum makes 3-pt shot from 23 ft (assist by D. Lillard)
2:38.0,M. Gasol misses 2-pt shot from 21 ft,,89-90,,
2:37.0,Offensive rebound by Z. Randolph,,89-90,,
2:27.0,C. Lee makes 2-pt shot from 2 ft,2,91-90,,
2:27.0,Shooting foul by M. Leonard (drawn by C. Lee),,91-90,,
2:27.0,Memphis full timeout,,91-90,,
2:27.0,C. Lee makes free throw 1 of 1,1,92-90,,
2:04.0,,,92-90,,W. Matthews misses 3-pt shot from 28 ft
2:03.0,Defensive rebound by Z. Randolph,,92-90,,
1:41.0,Z. Randolph misses 2-pt shot from 6 ft,,92-90,,
1:39.0,,,92-90,,Defensive rebound by N. Batum
1:28.0,,,92-90,,D. Lillard misses 2-pt shot from 21 ft
1:27.0,Defensive rebound by T. Allen,,92-90,,
1:03.0,M. Gasol misses 2-pt shot from 14 ft,,92-90,,
1:01.0,,,92-90,,Defensive rebound by N. Batum
0:44.0,,,92-90,,D. Lillard misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by Team,,92-90,,
0:44.0,J. Green enters the game for T. Allen,,92-90,,
0:44.0,,,92-90,,C. Kaman enters the game for M. Leonard
0:30.0,M. Gasol makes 2-pt shot from 12 ft (assist by M. Conley),2,94-90,,
0:30.0,,,94-90,,Portland full timeout
0:30.0,,,94-90,,S. Blake enters the game for R. Lopez
0:30.0,,,94-90,,A. Afflalo enters the game for C. Kaman
0:30.0,T. Allen enters the game for Z. Randolph,,94-90,,
0:23.0,,,94-90,,S. Blake misses 2-pt shot from 13 ft (block by M. Conley)
0:21.0,Defensive rebound by C. Lee,,94-90,,
0:20.0,,,94-90,,Personal foul by D. Lillard (drawn by C. Lee)
0:20.0,C. Lee makes free throw 1 of 2,1,95-90,,
0:20.0,,,95-90,,R. Lopez enters the game for S. Blake
0:20.0,,,95-90,,C. Kaman enters the game for A. Afflalo
0:20.0,C. Lee makes free throw 2 of 2,1,96-90,,
0:20.0,,,96-90,,Portland full timeout
0:20.0,,,96-90,,A. Afflalo enters the game for C. Kaman
0:14.0,,,96-90,,D. Lillard misses 3-pt shot from 26 ft
0:13.0,,,96-90,,Offensive rebound by R. Lopez
