time,New York,pts.away,score,pts.home,LA Clippers
7:51.0,,,6-15,,Defensive rebound by M. Barnes
7:43.0,,,6-17,2,J. Redick makes 2-pt shot from 19 ft (assist by C. Paul)
7:23.0,C. Anthony misses 2-pt shot from 15 ft,,6-17,,
7:21.0,Offensive rebound by J. Smith,,6-17,,
7:16.0,T. Hardaway misses 3-pt shot from 26 ft,,6-17,,
7:15.0,Offensive rebound by C. Anthony,,6-17,,
7:08.0,C. Anthony misses 2-pt shot from 2 ft,,6-17,,
7:06.0,Offensive rebound by J. Smith,,6-17,,
7:04.0,C. Anthony makes 2-pt shot from 1 ft (assist by J. Smith),2,8-17,,
7:04.0,Violation by Team (jump ball),,8-17,,
6:49.0,,,8-17,,J. Redick misses 3-pt shot from 23 ft
6:48.0,Defensive rebound by C. Aldrich,,8-17,,
6:26.0,Shooting foul by D. Jordan (drawn by J. Smith),,8-17,,
6:26.0,J. Smith misses free throw 1 of 2,,8-17,,
6:26.0,Offensive rebound by Team,,8-17,,
6:26.0,P. Prigioni enters the game for T. Hardaway,,8-17,,
6:26.0,J. Smith makes free throw 2 of 2,1,9-17,,
6:14.0,,,9-17,,C. Paul misses 2-pt shot from 19 ft
6:12.0,Defensive rebound by J. Smith,,9-17,,
6:01.0,J. Calderon makes 2-pt shot from 2 ft (assist by C. Aldrich),2,11-17,,
5:47.0,Violation by C. Aldrich (def goaltending),,11-17,,
5:47.0,,,11-19,2,D. Jordan makes 2-pt shot from 3 ft (assist by C. Paul)
5:25.0,C. Anthony misses 2-pt shot from 6 ft (block by M. Barnes),,11-19,,
5:24.0,,,11-19,,Defensive rebound by B. Griffin
5:24.0,Personal foul by J. Calderon (drawn by B. Griffin),,11-19,,
5:24.0,,,11-19,,LA Clippers full timeout
5:24.0,A. Bargnani enters the game for J. Smith,,11-19,,
5:05.0,,,11-21,2,B. Griffin makes 2-pt shot from 17 ft
4:52.0,J. Calderon misses 2-pt shot from 16 ft,,11-21,,
4:51.0,Offensive rebound by A. Bargnani,,11-21,,
4:42.0,A. Bargnani misses 2-pt shot from 3 ft,,11-21,,
4:40.0,,,11-21,,Defensive rebound by B. Griffin
4:25.0,,,11-21,,B. Griffin misses 2-pt shot from 20 ft
4:24.0,Defensive rebound by J. Calderon,,11-21,,
4:10.0,A. Bargnani makes 2-pt shot from 17 ft (assist by C. Aldrich),2,13-21,,
3:59.0,,,13-24,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
3:50.0,,,13-24,,Personal foul by D. Jordan (drawn by C. Anthony)
3:50.0,,,13-24,,S. Hawes enters the game for D. Jordan
3:50.0,J. Smith enters the game for C. Aldrich,,13-24,,
3:39.0,C. Anthony misses 2-pt shot from 13 ft,,13-24,,
3:38.0,,,13-24,,Defensive rebound by S. Hawes
3:31.0,Personal foul by J. Smith (drawn by B. Griffin),,13-24,,
3:22.0,,,13-24,,Turnover by C. Paul (lost ball)
3:09.0,C. Anthony misses 2-pt shot from 12 ft,,13-24,,
3:07.0,,,13-24,,Defensive rebound by J. Redick
2:52.0,,,13-24,,J. Redick misses 2-pt shot from 1 ft
2:50.0,Defensive rebound by P. Prigioni,,13-24,,
2:40.0,J. Smith makes 2-pt shot from 19 ft (assist by J. Calderon),2,15-24,,
2:28.0,,,15-24,,M. Barnes misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by J. Smith,,15-24,,
2:19.0,,,15-24,,Violation by S. Hawes (kicked ball)
2:19.0,New York full timeout,,15-24,,
2:19.0,,,15-24,,J. Crawford enters the game for J. Redick
2:12.0,P. Prigioni makes 2-pt shot from 7 ft (assist by J. Smith),2,17-24,,
1:57.0,,,17-24,,Turnover by C. Paul (step out of bounds)
1:57.0,S. Larkin enters the game for J. Calderon,,17-24,,
1:57.0,J. Smith enters the game for C. Anthony,,17-24,,
1:43.0,A. Bargnani makes 2-pt shot from 7 ft,2,19-24,,
1:31.0,Personal foul by S. Larkin (drawn by C. Paul),,19-24,,
1:31.0,,,19-24,,J. Farmar enters the game for M. Barnes
1:31.0,,,19-24,,G. Davis enters the game for B. Griffin
1:31.0,,,19-24,,R. Bullock enters the game for C. Paul
1:22.0,,,19-24,,J. Crawford misses 2-pt shot from 13 ft
1:20.0,Defensive rebound by J. Smith,,19-24,,
1:06.0,S. Larkin makes 2-pt shot from 1 ft (assist by J. Smith),2,21-24,,
0:54.0,Personal foul by S. Larkin (drawn by J. Crawford),,21-24,,
0:54.0,,,21-25,1,J. Crawford makes free throw 1 of 2
0:54.0,,,21-26,1,J. Crawford makes free throw 2 of 2
0:39.0,A. Bargnani misses 2-pt shot from 21 ft,,21-26,,
0:37.0,,,21-26,,Defensive rebound by R. Bullock
0:34.0,,,21-26,,Turnover by R. Bullock (bad pass; steal by P. Prigioni)
0:28.0,J. Smith misses 3-pt shot from 27 ft,,21-26,,
0:25.0,Offensive rebound by S. Larkin,,21-26,,
0:25.0,S. Larkin misses 2-pt shot at rim,,21-26,,
0:22.0,,,21-26,,Defensive rebound by R. Bullock
0:03.0,,,21-26,,R. Bullock misses 3-pt shot from 24 ft
0:02.0,,,21-26,,Offensive rebound by G. Davis
0:01.0,,,21-29,3,J. Farmar makes 3-pt shot from 25 ft (assist by G. Davis)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Q. Acy makes 2-pt shot from 22 ft,2,23-29,,
11:29.0,,,23-29,,Turnover by J. Crawford (lost ball; steal by S. Larkin)
11:24.0,S. Larkin makes 2-pt shot from 1 ft,2,25-29,,
11:02.0,,,25-29,,J. Farmar misses 3-pt shot from 25 ft
11:00.0,Defensive rebound by P. Prigioni,,25-29,,
10:42.0,P. Prigioni misses 3-pt shot from 26 ft,,25-29,,
10:41.0,,,25-29,,Defensive rebound by R. Bullock
10:18.0,,,25-29,,R. Bullock misses 2-pt shot from 21 ft
10:15.0,Defensive rebound by S. Larkin,,25-29,,
10:04.0,J. Smith misses 2-pt shot from 17 ft,,25-29,,
10:03.0,,,25-29,,Defensive rebound by R. Bullock
9:54.0,Shooting block foul by J. Smith (drawn by G. Davis),,25-29,,
9:54.0,,,25-30,1,G. Davis makes free throw 1 of 2
9:54.0,,,25-31,1,G. Davis makes free throw 2 of 2
9:40.0,P. Prigioni misses 3-pt shot from 26 ft,,25-31,,
9:38.0,,,25-31,,Defensive rebound by G. Davis
9:26.0,,,25-31,,S. Hawes misses 2-pt shot from 2 ft
9:24.0,Defensive rebound by C. Aldrich,,25-31,,
9:07.0,C. Aldrich makes 2-pt shot from 7 ft (assist by S. Larkin),2,27-31,,
8:48.0,,,27-31,,Turnover by J. Crawford (lost ball; steal by S. Larkin)
8:48.0,,,27-31,,Personal foul by J. Crawford (drawn by S. Larkin)
8:48.0,Official timeout,,27-31,,
8:48.0,T. Hardaway enters the game for J. Smith,,27-31,,
8:26.0,C. Aldrich misses 2-pt shot from 2 ft (block by J. Farmar),,27-31,,
8:24.0,,,27-31,,Defensive rebound by G. Davis
8:18.0,,,27-33,2,S. Hawes makes 2-pt shot from 2 ft (assist by R. Bullock)
8:03.0,T. Hardaway misses 3-pt shot from 25 ft,,27-33,,
8:02.0,,,27-33,,Defensive rebound by S. Hawes
8:02.0,,,27-33,,Turnover by S. Hawes (lost ball)
8:02.0,,,27-33,,J. Redick enters the game for R. Bullock
7:59.0,S. Larkin misses 2-pt shot from 17 ft,,27-33,,
7:56.0,,,27-33,,Defensive rebound by S. Hawes
7:37.0,,,27-33,,G. Davis misses 2-pt shot from 2 ft
7:34.0,,,27-33,,Offensive rebound by Team
7:34.0,,,27-33,,D. Jordan enters the game for G. Davis
7:22.0,,,27-33,,J. Crawford misses 3-pt shot from 23 ft
7:20.0,Defensive rebound by S. Larkin,,27-33,,
7:08.0,T. Hardaway misses 2-pt shot from 1 ft,,27-33,,
7:07.0,,,27-33,,Defensive rebound by D. Jordan
6:57.0,,,27-36,3,J. Farmar makes 3-pt shot from 24 ft (assist by J. Crawford)
6:48.0,New York full timeout,,27-36,,
6:48.0,,,27-36,,B. Griffin enters the game for S. Hawes
6:48.0,,,27-36,,M. Barnes enters the game for J. Crawford
6:48.0,J. Calderon enters the game for S. Larkin,,27-36,,
6:48.0,C. Anthony enters the game for Q. Acy,,27-36,,
6:48.0,A. Bargnani enters the game for P. Prigioni,,27-36,,
6:36.0,C. Aldrich makes 2-pt shot at rim (assist by C. Anthony),2,29-36,,
6:24.0,,,29-38,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
6:10.0,T. Hardaway makes 3-pt shot from 24 ft (assist by C. Aldrich),3,32-38,,
5:57.0,,,32-38,,B. Griffin misses 2-pt shot from 20 ft
5:56.0,,,32-38,,Offensive rebound by M. Barnes
5:51.0,,,32-38,,B. Griffin misses 2-pt shot from 17 ft
5:48.0,Defensive rebound by C. Anthony,,32-38,,
5:38.0,C. Aldrich makes 2-pt shot from 3 ft (assist by J. Calderon),2,34-38,,
5:20.0,,,34-41,3,J. Redick makes 3-pt shot from 25 ft (assist by J. Farmar)
5:06.0,T. Hardaway misses 3-pt shot from 25 ft,,34-41,,
5:05.0,,,34-41,,Defensive rebound by Team
5:05.0,,,34-41,,C. Paul enters the game for J. Farmar
4:53.0,,,34-41,,J. Redick misses 2-pt shot from 20 ft
4:52.0,,,34-41,,Offensive rebound by D. Jordan
4:51.0,,,34-41,,Shooting foul by C. Aldrich (drawn by D. Jordan)
4:51.0,,,34-41,,D. Jordan misses free throw 1 of 2
4:51.0,,,34-41,,Offensive rebound by Team
4:51.0,,,34-42,1,D. Jordan makes free throw 2 of 2
4:36.0,A. Bargnani misses 2-pt shot from 13 ft,,34-42,,
4:35.0,,,34-42,,Defensive rebound by B. Griffin
4:27.0,,,34-42,,C. Paul misses 2-pt shot from 16 ft
4:27.0,Defensive rebound by Team,,34-42,,
4:14.0,,,34-42,,Personal foul by M. Barnes (drawn by A. Bargnani)
4:14.0,,,34-42,,Technical foul by M. Barnes (drawn by A. Bargnani)
4:14.0,C. Anthony misses technical free throw,,34-42,,
4:14.0,Offensive rebound by Team,,34-42,,
4:00.0,T. Hardaway misses 3-pt shot from 26 ft,,34-42,,
3:59.0,,,34-42,,Defensive rebound by J. Redick
3:54.0,Personal foul by C. Aldrich (drawn by B. Griffin),,34-42,,
3:54.0,J. Smith enters the game for C. Aldrich,,34-42,,
3:45.0,,,34-44,2,B. Griffin makes 2-pt shot from 8 ft
3:34.0,C. Anthony misses 2-pt shot from 17 ft,,34-44,,
3:32.0,,,34-44,,Defensive rebound by D. Jordan
3:26.0,,,34-44,,Shooting foul by A. Bargnani (drawn by J. Redick)
3:26.0,,,34-45,1,J. Redick makes free throw 1 of 3
3:26.0,,,34-45,,J. Redick misses free throw 2 of 3
3:26.0,,,34-45,,Offensive rebound by Team
3:26.0,,,34-46,1,J. Redick makes free throw 3 of 3
3:09.0,J. Smith misses 2-pt shot from 19 ft,,34-46,,
3:08.0,,,34-46,,Defensive rebound by B. Griffin
2:44.0,,,34-46,,M. Barnes misses 3-pt shot from 23 ft
2:44.0,,,34-46,,Offensive rebound by Team
2:44.0,Loose ball foul by J. Smith (drawn by D. Jordan),,34-46,,
2:44.0,,,34-46,,LA Clippers full timeout
2:44.0,,,34-46,,D. Jordan misses free throw 1 of 2
2:44.0,,,34-46,,Offensive rebound by Team
2:44.0,,,34-46,,D. Jordan misses free throw 2 of 2
2:42.0,Defensive rebound by J. Smith,,34-46,,
2:27.0,C. Anthony makes 2-pt shot from 2 ft,2,36-46,,
2:07.0,,,36-46,,B. Griffin misses 2-pt shot from 13 ft
2:07.0,,,36-46,,Offensive rebound by Team
2:07.0,Loose ball foul by J. Smith (drawn by D. Jordan),,36-46,,
2:07.0,,,36-47,1,D. Jordan makes free throw 1 of 2
2:07.0,,,36-47,,D. Jordan misses free throw 2 of 2
2:05.0,Defensive rebound by A. Bargnani,,36-47,,
1:47.0,C. Anthony makes 2-pt shot from 16 ft (assist by J. Smith),2,38-47,,
1:26.0,,,38-47,,M. Barnes misses 2-pt shot from 1 ft (block by T. Hardaway)
1:26.0,,,38-47,,Offensive rebound by Team
1:26.0,Q. Acy enters the game for J. Smith,,38-47,,
1:26.0,,,38-47,,S. Hawes enters the game for D. Jordan
1:19.0,,,38-47,,C. Paul misses 2-pt shot from 10 ft
1:17.0,Defensive rebound by Team,,38-47,,
0:58.0,A. Bargnani misses 2-pt shot from 6 ft,,38-47,,
0:56.0,,,38-47,,Defensive rebound by B. Griffin
0:38.0,,,38-50,3,M. Barnes makes 3-pt shot from 25 ft (assist by B. Griffin)
0:27.0,,,38-50,,Personal foul by M. Barnes (drawn by C. Anthony)
0:27.0,,,38-50,,R. Bullock enters the game for M. Barnes
0:13.0,C. Anthony makes 2-pt shot from 16 ft (assist by A. Bargnani),2,40-50,,
0:00.0,,,40-50,,S. Hawes misses 2-pt shot from 14 ft
0:00.0,,,40-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,C. Anthony misses 2-pt shot from 18 ft,,40-50,,
11:40.0,,,40-50,,Defensive rebound by D. Jordan
11:31.0,,,40-52,2,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul)
11:10.0,C. Anthony misses 2-pt shot from 20 ft,,40-52,,
11:09.0,,,40-52,,Defensive rebound by D. Jordan
10:46.0,,,40-52,,B. Griffin misses 2-pt shot from 20 ft
10:44.0,Defensive rebound by J. Calderon,,40-52,,
10:34.0,Turnover by J. Calderon (bad pass; steal by D. Jordan),,40-52,,
10:30.0,,,40-52,,Turnover by J. Redick (lost ball)
10:09.0,C. Aldrich misses 2-pt shot from 5 ft,,40-52,,
10:08.0,,,40-52,,Defensive rebound by M. Barnes
9:52.0,,,40-52,,C. Paul misses 2-pt shot from 13 ft
9:50.0,Defensive rebound by J. Smith,,40-52,,
9:38.0,J. Calderon misses 3-pt shot from 25 ft,,40-52,,
9:35.0,Offensive rebound by Team,,40-52,,
9:28.0,C. Aldrich misses 2-pt shot from 6 ft,,40-52,,
9:26.0,,,40-52,,Defensive rebound by M. Barnes
9:16.0,,,40-54,2,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul)
8:58.0,Turnover by T. Hardaway (bad pass; steal by D. Jordan),,40-54,,
8:44.0,,,40-54,,B. Griffin misses 2-pt shot from 20 ft
8:42.0,,,40-54,,Offensive rebound by C. Paul
8:38.0,,,40-57,3,C. Paul makes 3-pt shot from 26 ft
8:38.0,New York full timeout,,40-57,,
8:19.0,J. Smith misses 2-pt shot from 16 ft,,40-57,,
8:17.0,,,40-57,,Defensive rebound by D. Jordan
8:06.0,,,40-59,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
8:00.0,Turnover by T. Hardaway (dbl dribble),,40-59,,
7:50.0,,,40-59,,B. Griffin misses 2-pt shot from 16 ft
7:48.0,,,40-59,,Offensive rebound by D. Jordan
7:38.0,Personal foul by J. Smith (drawn by B. Griffin),,40-59,,
7:38.0,A. Bargnani enters the game for J. Smith,,40-59,,
7:29.0,,,40-61,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
7:09.0,C. Anthony misses 2-pt shot from 15 ft,,40-61,,
7:08.0,,,40-61,,Defensive rebound by M. Barnes
6:47.0,,,40-63,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
6:47.0,,,40-63,,Shooting foul by C. Aldrich (drawn by D. Jordan)
6:47.0,P. Prigioni enters the game for T. Hardaway,,40-63,,
6:47.0,,,40-63,,D. Jordan misses free throw 1 of 1
6:44.0,Defensive rebound by C. Aldrich,,40-63,,
6:28.0,J. Calderon makes 2-pt shot from 21 ft,2,42-63,,
6:21.0,,,42-63,,C. Paul misses 3-pt shot from 25 ft
6:17.0,Defensive rebound by P. Prigioni,,42-63,,
6:09.0,C. Anthony makes 2-pt shot from 1 ft (assist by A. Bargnani),2,44-63,,
6:09.0,,,44-63,,LA Clippers full timeout
5:59.0,,,44-63,,C. Paul misses 2-pt shot from 16 ft
5:57.0,Defensive rebound by P. Prigioni,,44-63,,
5:41.0,A. Bargnani misses 2-pt shot from 12 ft (block by D. Jordan),,44-63,,
5:40.0,,,44-63,,Defensive rebound by D. Jordan
5:28.0,,,44-63,,B. Griffin misses 2-pt shot from 3 ft (block by C. Aldrich)
5:25.0,Defensive rebound by A. Bargnani,,44-63,,
5:21.0,C. Anthony makes 3-pt shot from 26 ft (assist by J. Calderon),3,47-63,,
5:04.0,,,47-63,,Turnover by C. Paul (bad pass; steal by J. Calderon)
5:00.0,Shooting foul by C. Paul (drawn by P. Prigioni),,47-63,,
5:00.0,P. Prigioni makes free throw 1 of 2,1,48-63,,
5:00.0,,,48-63,,J. Crawford enters the game for J. Redick
5:00.0,P. Prigioni makes free throw 2 of 2,1,49-63,,
4:40.0,,,49-65,2,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul)
4:25.0,,,49-65,,Personal foul by B. Griffin (drawn by A. Bargnani)
4:18.0,C. Aldrich misses 2-pt shot from 7 ft,,49-65,,
4:17.0,,,49-65,,Defensive rebound by D. Jordan
4:08.0,,,49-67,2,J. Crawford makes 2-pt shot from 17 ft
3:57.0,Shooting foul by D. Jordan (drawn by A. Bargnani),,49-67,,
3:57.0,A. Bargnani makes free throw 1 of 2,1,50-67,,
3:57.0,A. Bargnani misses free throw 2 of 2,,50-67,,
3:56.0,,,50-67,,Defensive rebound by B. Griffin
3:45.0,Personal foul by P. Prigioni (drawn by C. Paul),,50-67,,
3:38.0,,,50-67,,C. Paul misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by C. Anthony,,50-67,,
3:20.0,C. Anthony misses 3-pt shot from 25 ft,,50-67,,
3:19.0,,,50-67,,Defensive rebound by D. Jordan
3:07.0,,,50-70,3,M. Barnes makes 3-pt shot from 24 ft (assist by B. Griffin)
2:54.0,A. Bargnani misses 2-pt shot from 19 ft,,50-70,,
2:53.0,,,50-70,,Defensive rebound by D. Jordan
2:43.0,,,50-70,,M. Barnes misses 3-pt shot from 24 ft
2:42.0,Defensive rebound by C. Aldrich,,50-70,,
2:18.0,Turnover by Team (shot clock),,50-70,,
2:12.0,,,50-72,2,C. Paul makes 2-pt shot from 9 ft
2:12.0,New York full timeout,,50-72,,
2:12.0,,,50-72,,S. Hawes enters the game for B. Griffin
2:12.0,S. Larkin enters the game for C. Aldrich,,50-72,,
1:52.0,A. Bargnani makes 2-pt shot from 20 ft (assist by J. Calderon),2,52-72,,
1:35.0,,,52-72,,C. Paul misses 2-pt shot from 1 ft
1:33.0,Defensive rebound by C. Anthony,,52-72,,
1:28.0,A. Bargnani misses 2-pt shot from 15 ft,,52-72,,
1:26.0,,,52-72,,Defensive rebound by D. Jordan
1:14.0,,,52-74,2,J. Crawford makes 2-pt shot from 12 ft
0:56.0,Shooting foul by D. Jordan (drawn by C. Anthony),,52-74,,
0:56.0,C. Anthony makes free throw 1 of 2,1,53-74,,
0:56.0,C. Anthony makes free throw 2 of 2,1,54-74,,
0:50.0,Personal foul by A. Bargnani (drawn by D. Jordan),,54-74,,
0:50.0,,,54-74,,B. Griffin enters the game for D. Jordan
0:38.0,Personal foul by J. Calderon (drawn by B. Griffin),,54-74,,
0:38.0,,,54-74,,B. Griffin misses free throw 1 of 2
0:38.0,,,54-74,,Offensive rebound by Team
0:38.0,,,54-74,,B. Griffin misses free throw 2 of 2
0:38.0,Defensive rebound by Team,,54-74,,
0:21.0,Shooting foul by S. Hawes (drawn by C. Anthony),,54-74,,
0:21.0,C. Anthony makes free throw 1 of 3,1,55-74,,
0:21.0,C. Anthony makes free throw 2 of 3,1,56-74,,
0:21.0,,,56-74,,J. Redick enters the game for M. Barnes
0:21.0,C. Anthony misses free throw 3 of 3,,56-74,,
0:19.0,Offensive rebound by A. Bargnani,,56-74,,
0:03.0,A. Bargnani makes 2-pt shot from 8 ft (assist by S. Larkin),2,58-74,,
0:00.0,,,58-74,,J. Crawford misses 3-pt shot from 49 ft
0:00.0,,,58-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,,,58-74,,J. Redick misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by Q. Acy,,58-74,,
11:29.0,J. Smith misses 2-pt shot from 14 ft,,58-74,,
11:28.0,Offensive rebound by J. Smith,,58-74,,
11:24.0,Q. Acy misses 2-pt shot from 17 ft,,58-74,,
11:23.0,,,58-74,,Defensive rebound by J. Redick
11:14.0,,,58-77,3,S. Hawes makes 3-pt shot from 24 ft (assist by J. Redick)
10:49.0,P. Prigioni misses 3-pt shot from 25 ft,,58-77,,
10:48.0,,,58-77,,Defensive rebound by S. Hawes
10:41.0,,,58-79,2,B. Griffin makes 2-pt shot from 9 ft
10:41.0,,,58-79,,Shooting foul by J. Smith (drawn by B. Griffin)
10:41.0,,,58-80,1,B. Griffin makes free throw 1 of 1
10:35.0,Turnover by P. Prigioni (bad pass; steal by J. Crawford),,58-80,,
10:24.0,,,58-80,,J. Crawford misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by J. Smith,,58-80,,
10:13.0,J. Smith makes 2-pt shot from 20 ft,2,60-80,,
10:01.0,,,60-80,,J. Redick misses 3-pt shot from 25 ft
9:58.0,Defensive rebound by J. Smith,,60-80,,
9:46.0,Shooting foul by S. Hawes (drawn by Q. Acy),,60-80,,
9:46.0,Technical foul by Q. Acy,,60-80,,
9:46.0,,,60-81,1,J. Crawford makes technical free throw
9:46.0,Q. Acy makes free throw 1 of 2,1,61-81,,
9:46.0,Q. Acy makes free throw 2 of 2,1,62-81,,
9:31.0,,,62-81,,J. Farmar misses 3-pt shot from 25 ft
9:30.0,Defensive rebound by Q. Acy,,62-81,,
9:18.0,Q. Acy makes 2-pt shot from 18 ft (assist by P. Prigioni),2,64-81,,
8:55.0,,,64-84,3,J. Crawford makes 3-pt shot from 26 ft (assist by B. Griffin)
8:36.0,Turnover by S. Larkin (lost ball; steal by S. Hawes),,64-84,,
8:36.0,Personal foul by Q. Acy (drawn by S. Hawes),,64-84,,
8:36.0,Official timeout,,64-84,,
8:24.0,,,64-84,,J. Redick misses 3-pt shot from 24 ft
8:22.0,Defensive rebound by J. Smith,,64-84,,
8:16.0,,,64-84,,Personal foul by J. Redick (drawn by Q. Acy)
7:59.0,S. Larkin misses 2-pt shot from 21 ft,,64-84,,
7:57.0,,,64-84,,Defensive rebound by J. Redick
7:46.0,,,64-87,3,S. Hawes makes 3-pt shot from 25 ft (assist by J. Crawford)
7:25.0,J. Smith misses 2-pt shot from 9 ft,,64-87,,
7:24.0,,,64-87,,Defensive rebound by S. Hawes
7:09.0,,,64-87,,J. Crawford misses 3-pt shot from 25 ft
7:08.0,Defensive rebound by P. Prigioni,,64-87,,
7:03.0,S. Larkin makes 2-pt shot from 1 ft (assist by P. Prigioni),2,66-87,,
6:42.0,,,66-87,,B. Griffin misses 2-pt shot from 16 ft
6:40.0,Defensive rebound by S. Larkin,,66-87,,
6:32.0,P. Prigioni makes 2-pt shot from 22 ft,2,68-87,,
6:05.0,,,68-89,2,S. Hawes makes 2-pt shot from 1 ft (assist by J. Crawford)
5:47.0,S. Larkin misses 3-pt shot from 24 ft,,68-89,,
5:45.0,,,68-89,,Defensive rebound by B. Griffin
5:20.0,,,68-89,,J. Crawford misses 3-pt shot from 23 ft
5:20.0,Defensive rebound by Team,,68-89,,
5:20.0,,,68-89,,LA Clippers full timeout
5:20.0,,,68-89,,G. Davis enters the game for B. Griffin
5:20.0,,,68-89,,R. Bullock enters the game for J. Redick
5:20.0,C. Aldrich enters the game for J. Smith,,68-89,,
5:02.0,J. Smith makes 3-pt shot from 26 ft (assist by S. Larkin),3,71-89,,
4:39.0,,,71-92,3,J. Crawford makes 3-pt shot from 26 ft (assist by S. Hawes)
4:16.0,P. Prigioni makes 3-pt shot from 29 ft (assist by S. Larkin),3,74-92,,
3:55.0,,,74-92,,S. Hawes misses 3-pt shot from 26 ft
3:54.0,Defensive rebound by Team,,74-92,,
3:54.0,,,74-92,,J. Cunningham enters the game for J. Crawford
3:43.0,J. Smith misses 3-pt shot from 25 ft,,74-92,,
3:42.0,,,74-92,,Defensive rebound by S. Hawes
3:30.0,,,74-92,,G. Davis misses 2-pt shot from 15 ft
3:29.0,Defensive rebound by Q. Acy,,74-92,,
3:13.0,Q. Acy misses 3-pt shot from 23 ft,,74-92,,
3:12.0,,,74-92,,Defensive rebound by S. Hawes
3:02.0,,,74-92,,G. Davis misses 2-pt shot from 20 ft
3:01.0,Defensive rebound by P. Prigioni,,74-92,,
2:38.0,Q. Acy makes 2-pt shot from 11 ft (assist by J. Smith),2,76-92,,
2:18.0,,,76-94,2,J. Cunningham makes 2-pt shot from 18 ft (assist by S. Hawes)
1:58.0,C. Aldrich misses 2-pt shot from 1 ft,,76-94,,
1:54.0,,,76-94,,Defensive rebound by G. Davis
1:42.0,,,76-94,,Turnover by J. Cunningham (lost ball; steal by S. Larkin)
1:39.0,J. Smith makes 2-pt shot from 1 ft (assist by S. Larkin),2,78-94,,
1:39.0,Shooting foul by J. Farmar (drawn by J. Smith),,78-94,,
1:39.0,New York full timeout,,78-94,,
1:39.0,T. Wear enters the game for P. Prigioni,,78-94,,
1:39.0,,,78-94,,E. Udoh enters the game for S. Hawes
1:39.0,J. Smith misses free throw 1 of 1,,78-94,,
1:37.0,,,78-94,,Defensive rebound by J. Farmar
1:22.0,,,78-94,,G. Davis misses 2-pt shot from 1 ft
1:20.0,Defensive rebound by C. Aldrich,,78-94,,
1:15.0,J. Smith misses 2-pt shot from 2 ft,,78-94,,
1:15.0,Offensive rebound by Team,,78-94,,
1:08.0,J. Smith misses 2-pt shot from 18 ft,,78-94,,
