time,Golden State,pts.away,score,pts.home,Houston
2:16.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,25-24,,
1:53.0,,,25-26,2,D. Motiejunas makes 2-pt shot from 6 ft (assist by C. Brewer)
1:43.0,M. Speights makes 2-pt shot from 22 ft (assist by J. Holiday),2,27-26,,
1:31.0,,,27-26,,Shooting foul by M. Speights (drawn by J. Harden)
1:31.0,,,27-27,1,J. Harden makes free throw 1 of 2
1:31.0,D. Lee enters the game for D. Green,,27-27,,
1:31.0,,,27-28,1,J. Harden makes free throw 2 of 2
1:15.0,M. Speights misses 2-pt shot from 4 ft,,27-28,,
1:14.0,Offensive rebound by D. Lee,,27-28,,
1:14.0,D. Lee makes 2-pt shot from 1 ft,2,29-28,,
1:07.0,,,29-28,,J. Harden misses 3-pt shot from 24 ft
1:04.0,Defensive rebound by S. Curry,,29-28,,
1:00.0,S. Curry misses 3-pt shot from 24 ft,,29-28,,
0:57.0,,,29-28,,Defensive rebound by D. Motiejunas
0:54.0,,,29-28,,Shooting foul by D. Lee (drawn by J. Smith)
0:54.0,,,29-28,,J. Smith misses free throw 1 of 2
0:54.0,,,29-28,,Offensive rebound by Team
0:54.0,S. Livingston enters the game for S. Curry,,29-28,,
0:54.0,,,29-28,,T. Ariza enters the game for D. Motiejunas
0:54.0,,,29-29,1,J. Smith makes free throw 2 of 2
0:40.0,M. Speights makes 2-pt shot from 18 ft (assist by J. Holiday),2,31-29,,
0:19.0,Shooting block foul by J. Holiday (drawn by T. Ariza),,31-29,,
0:19.0,,,31-30,1,T. Ariza makes free throw 1 of 2
0:19.0,,,31-31,1,T. Ariza makes free throw 2 of 2
0:01.0,Turnover by D. Lee (lost ball; steal by C. Brewer),,31-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,M. Speights makes 2-pt shot from 15 ft (assist by J. Holiday),2,33-31,,
11:29.0,,,33-31,,J. Terry misses 3-pt shot from 24 ft
11:28.0,Defensive rebound by M. Speights,,33-31,,
11:18.0,M. Speights makes 2-pt shot from 20 ft (assist by S. Livingston),2,35-31,,
11:17.0,Technical foul by A. Iguodala,,35-31,,
11:17.0,,,35-32,1,J. Terry makes technical free throw
10:59.0,,,35-34,2,D. Howard makes 2-pt shot at rim
10:46.0,Shooting foul by J. Terry (drawn by D. Lee),,35-34,,
10:46.0,D. Lee misses free throw 1 of 2,,35-34,,
10:46.0,Offensive rebound by Team,,35-34,,
10:46.0,D. Lee makes free throw 2 of 2,1,36-34,,
10:34.0,,,36-34,,D. Howard misses 2-pt shot from 2 ft (block by M. Speights)
10:32.0,Defensive rebound by S. Livingston,,36-34,,
10:27.0,D. Lee misses 2-pt shot from 3 ft,,36-34,,
10:24.0,,,36-34,,Defensive rebound by C. Brewer
10:02.0,,,36-34,,J. Terry misses 3-pt shot from 25 ft
10:01.0,Defensive rebound by Team,,36-34,,
10:00.0,A. Bogut enters the game for M. Speights,,36-34,,
9:39.0,S. Livingston misses 2-pt shot from 13 ft,,36-34,,
9:38.0,Offensive rebound by Team,,36-34,,
9:38.0,,,36-34,,Loose ball foul by J. Smith (drawn by A. Bogut)
9:34.0,J. Holiday makes 2-pt shot at rim (assist by A. Iguodala),2,38-34,,
9:08.0,,,38-36,2,J. Smith makes 2-pt shot at rim (assist by D. Howard)
8:59.0,S. Livingston misses 2-pt shot from 13 ft,,38-36,,
8:57.0,,,38-36,,Defensive rebound by D. Howard
8:51.0,,,38-36,,J. Smith misses 2-pt shot from 3 ft
8:49.0,Defensive rebound by A. Bogut,,38-36,,
8:44.0,Turnover by A. Bogut (bad pass),,38-36,,
8:44.0,,,38-36,,Houston full timeout
8:35.0,,,38-38,2,D. Howard makes 2-pt shot from 1 ft
8:35.0,,,38-38,,Shooting foul by D. Lee (drawn by D. Howard)
8:35.0,,,38-38,,D. Howard misses free throw 1 of 1
8:33.0,Defensive rebound by D. Lee,,38-38,,
8:18.0,A. Iguodala makes 2-pt shot from 7 ft,2,40-38,,
8:09.0,Personal foul by A. Bogut (drawn by D. Howard),,40-38,,
8:09.0,H. Barnes enters the game for A. Bogut,,40-38,,
7:58.0,,,40-38,,Shooting foul by A. Iguodala (drawn by J. Smith)
7:58.0,,,40-39,1,J. Smith makes free throw 1 of 2
7:58.0,,,40-40,1,J. Smith makes free throw 2 of 2
7:44.0,A. Iguodala makes 2-pt shot from 17 ft,2,42-40,,
7:25.0,,,42-42,2,J. Smith makes 2-pt shot from 5 ft
7:12.0,H. Barnes makes 3-pt shot from 24 ft (assist by A. Iguodala),3,45-42,,
6:45.0,,,45-42,,D. Howard misses 2-pt shot from 2 ft
6:43.0,Defensive rebound by S. Livingston,,45-42,,
6:37.0,S. Livingston misses 2-pt shot from 5 ft,,45-42,,
6:35.0,,,45-42,,Defensive rebound by T. Ariza
6:30.0,,,45-44,2,C. Brewer makes 2-pt shot from 3 ft (assist by T. Ariza)
6:20.0,Golden State full timeout,,45-44,,
6:20.0,,,45-44,,J. Harden enters the game for T. Ariza
6:20.0,,,45-44,,P. Beverley enters the game for J. Smith
6:20.0,,,45-44,,D. Motiejunas enters the game for J. Terry
6:20.0,S. Curry enters the game for J. Holiday,,45-44,,
6:20.0,K. Thompson enters the game for S. Livingston,,45-44,,
6:10.0,Shooting foul by J. Harden (drawn by D. Lee),,45-44,,
6:10.0,D. Lee misses free throw 1 of 2,,45-44,,
6:10.0,Offensive rebound by Team,,45-44,,
6:10.0,D. Lee makes free throw 2 of 2,1,46-44,,
5:56.0,,,46-44,,J. Harden misses 2-pt shot from 19 ft
5:54.0,Defensive rebound by S. Curry,,46-44,,
5:50.0,D. Lee makes 2-pt shot from 2 ft (assist by S. Curry),2,48-44,,
5:31.0,,,48-46,2,D. Howard makes 2-pt shot from 4 ft
5:20.0,D. Lee misses 2-pt shot from 13 ft,,48-46,,
5:18.0,Offensive rebound by S. Curry,,48-46,,
5:08.0,D. Lee misses 2-pt shot from 3 ft,,48-46,,
5:06.0,,,48-46,,Defensive rebound by D. Motiejunas
4:55.0,,,48-48,2,D. Motiejunas makes 2-pt shot from 3 ft (assist by J. Harden)
4:49.0,H. Barnes misses 3-pt shot from 24 ft,,48-48,,
4:45.0,,,48-48,,Defensive rebound by D. Howard
4:37.0,,,48-50,2,C. Brewer makes 2-pt shot at rim (assist by D. Motiejunas)
4:24.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,51-50,,
4:11.0,,,51-50,,C. Brewer misses 2-pt shot from 10 ft
4:08.0,Defensive rebound by H. Barnes,,51-50,,
4:02.0,S. Curry misses 3-pt shot from 24 ft,,51-50,,
3:59.0,Offensive rebound by H. Barnes,,51-50,,
3:57.0,S. Curry misses 3-pt shot from 23 ft,,51-50,,
3:56.0,,,51-50,,Defensive rebound by C. Brewer
3:50.0,,,51-50,,J. Harden misses 2-pt shot from 2 ft (block by K. Thompson)
3:50.0,,,51-50,,Offensive rebound by Team
3:50.0,,,51-50,,Houston full timeout
3:50.0,,,51-50,,T. Ariza enters the game for D. Howard
3:50.0,,,51-50,,J. Smith enters the game for C. Brewer
3:50.0,M. Speights enters the game for H. Barnes,,51-50,,
3:50.0,D. Green enters the game for D. Lee,,51-50,,
3:47.0,,,51-50,,J. Smith misses 2-pt shot from 4 ft
3:46.0,,,51-50,,Offensive rebound by D. Motiejunas
3:46.0,,,51-50,,D. Motiejunas misses 2-pt shot from 2 ft
3:45.0,,,51-50,,Offensive rebound by D. Motiejunas
3:43.0,,,51-52,2,D. Motiejunas makes 2-pt shot at rim
3:29.0,,,51-52,,Personal foul by D. Motiejunas (drawn by A. Iguodala)
3:24.0,Shooting foul by J. Harden (drawn by M. Speights),,51-52,,
3:24.0,M. Speights makes free throw 1 of 2,1,52-52,,
3:24.0,,,52-52,,C. Brewer enters the game for J. Harden
3:24.0,M. Speights makes free throw 2 of 2,1,53-52,,
3:09.0,,,53-52,,P. Beverley misses 3-pt shot from 22 ft
3:09.0,Defensive rebound by Team,,53-52,,
3:09.0,,,53-52,,Personal foul by D. Motiejunas (drawn by D. Green)
3:09.0,D. Green makes free throw 1 of 2,1,54-52,,
3:09.0,D. Green makes free throw 2 of 2,1,55-52,,
2:48.0,,,55-52,,C. Brewer misses 3-pt shot from 25 ft
2:47.0,,,55-52,,Offensive rebound by J. Smith
2:42.0,,,55-55,3,T. Ariza makes 3-pt shot from 24 ft (assist by J. Smith)
2:30.0,M. Speights misses 2-pt shot from 3 ft,,55-55,,
2:29.0,Offensive rebound by Team,,55-55,,
2:23.0,Turnover by A. Iguodala (lost ball; steal by C. Brewer),,55-55,,
2:17.0,,,55-57,2,J. Smith makes 2-pt shot from 3 ft (assist by D. Motiejunas)
2:06.0,Turnover by D. Green (bad pass; steal by P. Beverley),,55-57,,
2:02.0,,,55-59,2,T. Ariza makes 2-pt shot at rim (assist by P. Beverley)
2:02.0,Golden State full timeout,,55-59,,
1:46.0,Shooting foul by D. Motiejunas (drawn by K. Thompson),,55-59,,
1:46.0,K. Thompson makes free throw 1 of 2,1,56-59,,
1:46.0,,,56-59,,D. Howard enters the game for D. Motiejunas
1:46.0,K. Thompson makes free throw 2 of 2,1,57-59,,
1:27.0,,,57-59,,J. Smith misses 2-pt shot from 17 ft
1:26.0,Defensive rebound by D. Green,,57-59,,
1:19.0,S. Curry makes 3-pt shot from 26 ft (assist by M. Speights),3,60-59,,
1:08.0,,,60-59,,Turnover by J. Smith (lost ball; steal by D. Green)
1:04.0,A. Iguodala misses 2-pt shot from 1 ft (block by C. Brewer),,60-59,,
1:02.0,Offensive rebound by A. Iguodala,,60-59,,
1:01.0,A. Iguodala makes 2-pt shot from 1 ft,2,62-59,,
1:01.0,Shooting foul by T. Ariza (drawn by A. Iguodala),,62-59,,
1:01.0,A. Iguodala misses free throw 1 of 1,,62-59,,
1:01.0,,,62-59,,Defensive rebound by D. Howard
0:44.0,,,62-59,,J. Smith misses 2-pt shot from 3 ft
0:41.0,Defensive rebound by A. Iguodala,,62-59,,
0:36.0,D. Green misses 3-pt shot from 26 ft,,62-59,,
0:35.0,,,62-59,,Defensive rebound by J. Smith
0:27.0,,,62-59,,Turnover by D. Howard (bad pass; steal by A. Iguodala)
0:20.0,K. Thompson makes 2-pt shot from 2 ft,2,64-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,Shooting foul by T. Ariza (drawn by K. Thompson),,64-59,,
11:38.0,K. Thompson misses free throw 1 of 2,,64-59,,
11:38.0,Offensive rebound by Team,,64-59,,
11:38.0,K. Thompson makes free throw 2 of 2,1,65-59,,
11:25.0,,,65-59,,J. Harden misses 2-pt shot from 19 ft
11:13.0,Defensive rebound by K. Thompson,,65-59,,
11:13.0,Shooting foul by D. Howard (drawn by S. Curry),,65-59,,
11:13.0,S. Curry makes free throw 1 of 2,1,66-59,,
11:13.0,S. Curry makes free throw 2 of 2,1,67-59,,
10:52.0,,,67-59,,Turnover by D. Motiejunas (lost ball)
10:43.0,S. Curry makes 2-pt shot from 2 ft (assist by A. Bogut),2,69-59,,
10:43.0,,,69-59,,Houston full timeout
10:32.0,,,69-61,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
10:18.0,Shooting foul by P. Beverley (drawn by D. Green),,69-61,,
10:18.0,D. Green misses free throw 1 of 2,,69-61,,
10:18.0,Offensive rebound by Team,,69-61,,
10:18.0,D. Green makes free throw 2 of 2,1,70-61,,
10:05.0,,,70-61,,Turnover by J. Harden (bad pass; steal by D. Green)
9:49.0,D. Green misses 3-pt shot from 26 ft,,70-61,,
9:48.0,,,70-61,,Defensive rebound by T. Ariza
9:36.0,,,70-63,2,D. Howard makes 2-pt shot from 1 ft (assist by J. Harden)
9:21.0,K. Thompson misses 2-pt shot from 3 ft,,70-63,,
9:20.0,,,70-63,,Defensive rebound by P. Beverley
9:03.0,,,70-66,3,P. Beverley makes 3-pt shot from 25 ft (assist by D. Howard)
8:46.0,K. Thompson misses 2-pt shot from 14 ft,,70-66,,
8:45.0,,,70-66,,Defensive rebound by D. Howard
8:27.0,,,70-66,,Turnover by J. Harden (lost ball; steal by H. Barnes)
8:24.0,S. Curry makes 2-pt shot from 3 ft (assist by D. Green),2,72-66,,
8:24.0,Shooting foul by P. Beverley (drawn by S. Curry),,72-66,,
8:24.0,S. Curry makes free throw 1 of 1,1,73-66,,
8:11.0,,,73-66,,Turnover by P. Beverley (bad pass; steal by D. Green)
8:05.0,S. Curry misses 2-pt shot from 14 ft,,73-66,,
8:02.0,,,73-66,,Defensive rebound by D. Motiejunas
7:55.0,,,73-66,,J. Harden misses 2-pt shot from 8 ft
7:55.0,,,73-66,,Offensive rebound by D. Howard
7:55.0,,,73-66,,Shooting foul by D. Green (drawn by D. Howard)
7:55.0,,,73-67,1,D. Howard makes free throw 1 of 2
7:55.0,,,73-68,1,D. Howard makes free throw 2 of 2
7:35.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,76-68,,
7:16.0,,,76-68,,D. Howard misses 2-pt shot from 4 ft (block by D. Green)
7:14.0,Defensive rebound by S. Curry,,76-68,,
7:08.0,H. Barnes misses 2-pt shot from 2 ft (block by D. Motiejunas),,76-68,,
7:07.0,,,76-68,,Defensive rebound by J. Harden
6:59.0,,,76-68,,J. Harden misses 3-pt shot from 24 ft
6:58.0,Defensive rebound by K. Thompson,,76-68,,
6:53.0,S. Curry makes 2-pt shot from 11 ft (assist by K. Thompson),2,78-68,,
6:27.0,,,78-68,,P. Beverley misses 2-pt shot from 1 ft (block by A. Bogut)
6:25.0,Defensive rebound by D. Green,,78-68,,
6:21.0,K. Thompson makes 2-pt shot from 1 ft,2,80-68,,
6:21.0,,,80-68,,Houston full timeout
6:21.0,,,80-68,,C. Brewer enters the game for J. Harden
6:21.0,,,80-68,,J. Terry enters the game for P. Beverley
6:10.0,,,80-68,,C. Brewer misses 2-pt shot from 3 ft
6:09.0,,,80-68,,Offensive rebound by D. Motiejunas
6:09.0,,,80-68,,Shooting foul by D. Green (drawn by D. Motiejunas)
6:09.0,,,80-69,1,D. Motiejunas makes free throw 1 of 2
6:09.0,,,80-70,1,D. Motiejunas makes free throw 2 of 2
6:03.0,,,80-70,,Personal foul by D. Motiejunas (drawn by D. Green)
6:03.0,D. Green makes free throw 1 of 2,1,81-70,,
6:03.0,,,81-70,,J. Smith enters the game for D. Motiejunas
6:03.0,D. Green misses free throw 2 of 2,,81-70,,
6:02.0,,,81-70,,Defensive rebound by C. Brewer
5:48.0,Def 3 sec tech foul by D. Green,,81-70,,
5:48.0,,,81-71,1,J. Terry makes technical free throw
5:48.0,D. Lee enters the game for D. Green,,81-71,,
5:40.0,,,81-71,,D. Howard misses 2-pt shot from 5 ft
5:39.0,Defensive rebound by A. Bogut,,81-71,,
5:32.0,K. Thompson misses 2-pt shot from 20 ft,,81-71,,
5:25.0,,,81-71,,Defensive rebound by Team
5:16.0,,,81-71,,C. Brewer misses 3-pt shot from 23 ft
5:15.0,Defensive rebound by D. Lee,,81-71,,
5:05.0,S. Curry makes 2-pt shot from 9 ft,2,83-71,,
4:40.0,,,83-73,2,D. Howard makes 2-pt shot from 5 ft
4:16.0,K. Thompson makes 2-pt shot from 9 ft,2,85-73,,
4:00.0,,,85-73,,C. Brewer misses 2-pt shot from 6 ft (block by K. Thompson)
3:59.0,,,85-73,,Offensive rebound by C. Brewer
3:59.0,,,85-73,,Shooting foul by H. Barnes (drawn by C. Brewer)
3:59.0,,,85-74,1,C. Brewer makes free throw 1 of 2
3:59.0,Golden State full timeout,,85-74,,
3:59.0,A. Iguodala enters the game for H. Barnes,,85-74,,
3:59.0,,,85-75,1,C. Brewer makes free throw 2 of 2
3:44.0,S. Curry makes 2-pt shot from 3 ft,2,87-75,,
3:34.0,,,87-77,2,J. Smith makes 2-pt shot from 3 ft
3:20.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,90-77,,
3:04.0,,,90-80,3,J. Smith makes 3-pt shot from 24 ft (assist by T. Ariza)
2:52.0,D. Lee makes 2-pt shot from 4 ft (assist by S. Curry),2,92-80,,
2:37.0,,,92-80,,Turnover by J. Smith (lost ball; steal by S. Curry)
2:36.0,,,92-80,,Personal foul by J. Terry (drawn by S. Curry)
2:36.0,S. Curry makes free throw 1 of 2,1,93-80,,
2:36.0,J. Holiday enters the game for K. Thompson,,93-80,,
2:36.0,,,93-80,,J. Harden enters the game for D. Howard
2:36.0,M. Speights enters the game for A. Bogut,,93-80,,
2:36.0,S. Curry makes free throw 2 of 2,1,94-80,,
2:18.0,,,94-80,,J. Terry misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by D. Lee,,94-80,,
2:04.0,M. Speights misses 2-pt shot from 6 ft,,94-80,,
2:02.0,Offensive rebound by D. Lee,,94-80,,
2:01.0,D. Lee misses 2-pt shot from 1 ft,,94-80,,
1:59.0,Offensive rebound by D. Lee,,94-80,,
1:58.0,D. Lee makes 2-pt shot from 1 ft,2,96-80,,
1:44.0,,,96-80,,Offensive charge foul by J. Harden
1:44.0,,,96-80,,Turnover by J. Harden (offensive foul)
1:44.0,,,96-80,,P. Beverley enters the game for J. Terry
1:28.0,M. Speights makes 2-pt shot from 2 ft,2,98-80,,
1:21.0,,,98-80,,T. Ariza misses 3-pt shot from 23 ft
1:19.0,Defensive rebound by M. Speights,,98-80,,
1:15.0,D. Lee makes 2-pt shot from 1 ft (assist by S. Curry),2,100-80,,
1:15.0,Shooting foul by C. Brewer (drawn by D. Lee),,100-80,,
1:15.0,,,100-80,,Houston full timeout
1:15.0,,,100-80,,K. Papanikolaou enters the game for T. Ariza
1:15.0,,,100-80,,J. Dorsey enters the game for J. Smith
1:15.0,D. Lee misses free throw 1 of 1,,100-80,,
1:15.0,,,100-80,,Defensive rebound by J. Harden
0:59.0,,,100-80,,P. Beverley misses 2-pt shot from 6 ft
0:57.0,,,100-80,,Offensive rebound by J. Dorsey
0:57.0,,,100-80,,Shooting foul by M. Speights (drawn by J. Dorsey)
0:57.0,,,100-80,,J. Dorsey misses free throw 1 of 2
0:57.0,,,100-80,,Offensive rebound by Team
0:57.0,,,100-80,,J. Dorsey misses free throw 2 of 2
0:57.0,Defensive rebound by D. Lee,,100-80,,
0:34.0,D. Lee makes 2-pt shot from 11 ft,2,102-80,,
0:28.0,Violation by J. Holiday (kicked ball),,102-80,,
0:14.0,,,102-80,,Offensive charge foul by J. Dorsey
0:14.0,,,102-80,,Turnover by J. Dorsey (offensive foul)
0:01.0,Offensive foul by A. Iguodala,,102-80,,
0:01.0,Turnover by A. Iguodala (offensive foul),,102-80,,
0:00.0,,,102-80,,Turnover by C. Brewer (bad pass; steal by S. Curry)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,102-80,,K. Papanikolaou misses 3-pt shot from 24 ft
11:49.0,Defensive rebound by S. Livingston,,102-80,,
11:33.0,M. Speights misses 2-pt shot from 17 ft,,102-80,,
11:32.0,,,102-80,,Defensive rebound by D. Howard
11:15.0,,,102-82,2,J. Harden makes 2-pt shot from 14 ft
10:50.0,S. Livingston misses 2-pt shot from 15 ft,,102-82,,
10:48.0,,,102-82,,Defensive rebound by D. Howard
10:37.0,,,102-84,2,J. Harden makes 2-pt shot from 7 ft
10:16.0,Shooting foul by J. Harden (drawn by M. Speights),,102-84,,
10:16.0,M. Speights makes free throw 1 of 2,1,103-84,,
10:16.0,M. Speights misses free throw 2 of 2,,103-84,,
10:16.0,,,103-84,,Defensive rebound by K. Papanikolaou
10:02.0,,,103-84,,Shooting foul by A. Iguodala (drawn by J. Harden)
10:02.0,,,103-84,,J. Harden misses free throw 1 of 3
10:02.0,,,103-84,,Offensive rebound by Team
10:02.0,,,103-85,1,J. Harden makes free throw 2 of 3
10:02.0,K. Thompson enters the game for J. Holiday,,103-85,,
10:02.0,,,103-85,,J. Harden misses free throw 3 of 3
10:01.0,Defensive rebound by A. Iguodala,,103-85,,
9:42.0,M. Speights misses 2-pt shot from 3 ft,,103-85,,
9:42.0,Offensive rebound by Team,,103-85,,
9:42.0,,,103-85,,Loose ball foul by D. Howard (drawn by M. Speights)
9:34.0,D. Lee makes 2-pt shot from 1 ft (assist by A. Iguodala),2,105-85,,
9:20.0,,,105-85,,Shooting foul by M. Speights (drawn by D. Howard)
9:20.0,,,105-86,1,D. Howard makes free throw 1 of 2
9:20.0,,,105-86,,D. Howard misses free throw 2 of 2
9:18.0,,,105-86,,Offensive rebound by Team
