time,Philadelphia,pts.away,score,pts.home,New York
1:01.0,R. Covington makes 3-pt shot from 24 ft (assist by T. Wroten),3,80-89,,
0:40.0,,,80-89,,C. Anthony misses 2-pt shot from 15 ft
0:38.0,Defensive rebound by N. Noel,,80-89,,
0:34.0,Turnover by T. Wroten (lost ball),,80-89,,
0:28.0,,,80-91,2,A. Stoudemire makes 2-pt shot at rim (assist by P. Prigioni)
0:28.0,Philadelphia full timeout,,80-91,,
0:28.0,,,80-91,,T. Wear enters the game for C. Anthony
0:28.0,,,80-91,,Q. Acy enters the game for A. Stoudemire
0:24.0,H. Thompson makes 3-pt shot from 23 ft (assist by N. Noel),3,83-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
