time,Golden State,pts.away,score,pts.home,LA Lakers
9:08.0,,,50-71,2,W. Ellington makes 2-pt shot at rim
8:52.0,S. Curry makes 2-pt shot from 18 ft (assist by M. Speights),2,52-71,,
8:35.0,,,52-71,,Turnover by W. Ellington (bad pass; steal by S. Curry)
8:30.0,S. Curry makes 2-pt shot from 16 ft,2,54-71,,
8:10.0,,,54-73,2,R. Price makes 2-pt shot from 4 ft
8:02.0,S. Curry makes 3-pt shot from 25 ft,3,57-73,,
7:43.0,,,57-73,,R. Price misses 3-pt shot from 25 ft
7:42.0,Defensive rebound by M. Speights,,57-73,,
7:36.0,S. Curry misses 3-pt shot from 28 ft,,57-73,,
7:32.0,,,57-73,,Defensive rebound by E. Davis
7:17.0,,,57-73,,W. Johnson misses 2-pt shot from 17 ft
7:16.0,Defensive rebound by S. Curry,,57-73,,
7:10.0,S. Curry makes 2-pt shot from 16 ft,2,59-73,,
7:03.0,,,59-73,,LA Lakers full timeout
6:45.0,,,59-75,2,E. Davis makes 2-pt shot from 10 ft (assist by W. Ellington)
6:29.0,H. Barnes makes 3-pt shot from 25 ft (assist by S. Curry),3,62-75,,
6:06.0,,,62-75,,J. Hill misses 2-pt shot from 6 ft
6:04.0,,,62-75,,Offensive rebound by J. Hill
6:04.0,,,62-75,,J. Hill misses 2-pt shot from 1 ft
6:03.0,Defensive rebound by D. Green,,62-75,,
5:54.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,65-75,,
5:27.0,,,65-78,3,W. Ellington makes 3-pt shot from 25 ft
5:16.0,Turnover by S. Curry (bad pass),,65-78,,
5:16.0,,,65-78,,C. Boozer enters the game for E. Davis
5:00.0,,,65-80,2,C. Boozer makes 2-pt shot from 1 ft (assist by W. Ellington)
4:50.0,Shooting foul by W. Ellington (drawn by K. Thompson),,65-80,,
4:50.0,K. Thompson makes free throw 1 of 2,1,66-80,,
4:50.0,,,66-80,,R. Sacre enters the game for J. Hill
4:50.0,A. Iguodala enters the game for M. Speights,,66-80,,
4:50.0,K. Thompson makes free throw 2 of 2,1,67-80,,
4:28.0,,,67-83,3,R. Price makes 3-pt shot from 23 ft (assist by C. Boozer)
4:12.0,A. Iguodala makes 3-pt shot from 24 ft (assist by S. Curry),3,70-83,,
3:58.0,,,70-86,3,R. Price makes 3-pt shot from 26 ft (assist by R. Sacre)
3:43.0,Turnover by S. Curry (lost ball),,70-86,,
3:21.0,,,70-88,2,C. Boozer makes 2-pt shot at rim
2:58.0,K. Thompson misses 3-pt shot from 23 ft,,70-88,,
2:57.0,,,70-88,,Defensive rebound by W. Ellington
2:42.0,,,70-91,3,R. Price makes 3-pt shot from 25 ft
2:40.0,Golden State full timeout,,70-91,,
2:40.0,D. Lee enters the game for H. Barnes,,70-91,,
2:40.0,S. Livingston enters the game for S. Curry,,70-91,,
2:30.0,K. Thompson misses 2-pt shot from 18 ft,,70-91,,
2:29.0,,,70-91,,Defensive rebound by W. Johnson
2:10.0,,,70-91,,C. Boozer misses 2-pt shot from 14 ft
2:08.0,Defensive rebound by S. Livingston,,70-91,,
1:57.0,,,70-91,,N. Young enters the game for W. Johnson
1:51.0,D. Lee misses 2-pt shot from 3 ft (block by R. Sacre),,70-91,,
1:48.0,,,70-91,,Defensive rebound by W. Ellington
1:35.0,,,70-91,,Turnover by C. Boozer (bad pass; steal by S. Livingston)
1:31.0,Shooting foul by R. Price (drawn by S. Livingston),,70-91,,
1:31.0,S. Livingston makes free throw 1 of 2,1,71-91,,
1:31.0,,,71-91,,J. Lin enters the game for R. Price
1:31.0,S. Livingston misses free throw 2 of 2,,71-91,,
1:29.0,,,71-91,,Defensive rebound by Team
1:29.0,L. Barbosa enters the game for K. Thompson,,71-91,,
1:12.0,,,71-91,,N. Young misses 2-pt shot from 16 ft
1:11.0,Defensive rebound by L. Barbosa,,71-91,,
1:01.0,A. Iguodala misses 3-pt shot from 26 ft,,71-91,,
1:00.0,,,71-91,,Defensive rebound by W. Ellington
0:40.0,,,71-91,,W. Ellington misses 3-pt shot from 26 ft
0:39.0,,,71-91,,Offensive rebound by R. Sacre
0:30.0,,,71-91,,R. Sacre misses 2-pt shot from 6 ft
0:29.0,,,71-91,,Offensive rebound by C. Boozer
0:28.0,,,71-93,2,C. Boozer makes 2-pt shot at rim
0:09.0,D. Lee makes 2-pt shot at rim (assist by S. Livingston),2,73-93,,
0:03.0,,,73-95,2,J. Lin makes 2-pt shot from 18 ft
0:01.0,L. Barbosa misses 3-pt shot from 33 ft,,73-95,,
0:00.0,Offensive rebound by Team,,73-95,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,73-95,,J. Lin misses 2-pt shot from 18 ft
11:37.0,,,73-95,,Offensive rebound by C. Boozer
11:36.0,,,73-97,2,C. Boozer makes 2-pt shot from 1 ft
11:16.0,D. Lee makes 2-pt shot from 2 ft,2,75-97,,
11:05.0,,,75-97,,Shooting foul by M. Speights (drawn by C. Boozer)
11:05.0,,,75-98,1,C. Boozer makes free throw 1 of 2
11:05.0,,,75-98,,C. Boozer misses free throw 2 of 2
11:03.0,Defensive rebound by D. Lee,,75-98,,
10:47.0,M. Speights misses 2-pt shot from 17 ft,,75-98,,
10:46.0,,,75-98,,Defensive rebound by C. Boozer
10:30.0,,,75-98,,J. Lin misses 3-pt shot from 25 ft
10:29.0,Defensive rebound by D. Lee,,75-98,,
10:10.0,M. Speights makes 2-pt shot from 5 ft (assist by L. Barbosa),2,77-98,,
9:52.0,,,77-100,2,R. Sacre makes 2-pt shot from 1 ft (assist by C. Boozer)
9:39.0,D. Lee makes 2-pt shot from 1 ft (assist by M. Speights),2,79-100,,
9:20.0,,,79-102,2,N. Young makes 2-pt shot from 11 ft (assist by J. Lin)
9:05.0,L. Barbosa makes 3-pt shot from 25 ft (assist by S. Curry),3,82-102,,
8:46.0,,,82-104,2,J. Clarkson makes 2-pt shot from 11 ft (assist by C. Boozer)
8:35.0,Turnover by S. Curry (step out of bounds),,82-104,,
8:35.0,Official timeout,,82-104,,
8:35.0,J. Holiday enters the game for S. Curry,,82-104,,
8:18.0,,,82-104,,Turnover by C. Boozer (3 sec)
8:04.0,S. Livingston makes 2-pt shot from 12 ft,2,84-104,,
7:47.0,,,84-104,,Shooting foul by J. Holiday (drawn by N. Young)
7:47.0,,,84-105,1,N. Young makes free throw 1 of 2
7:47.0,,,84-106,1,N. Young makes free throw 2 of 2
7:39.0,Turnover by D. Lee (bad pass; steal by J. Lin),,84-106,,
7:34.0,,,84-106,,Turnover by C. Boozer (lost ball)
7:22.0,D. Lee makes 2-pt shot from 1 ft (assist by S. Livingston),2,86-106,,
7:01.0,,,86-108,2,C. Boozer makes 2-pt shot from 16 ft
6:36.0,M. Speights misses 2-pt shot from 3 ft (block by C. Boozer),,86-108,,
6:36.0,Offensive rebound by L. Barbosa,,86-108,,
6:36.0,Turnover by Team (shot clock),,86-108,,
6:24.0,,,86-108,,J. Lin misses 2-pt shot at rim
6:22.0,Defensive rebound by D. Lee,,86-108,,
6:16.0,J. Holiday misses 3-pt shot from 25 ft,,86-108,,
6:16.0,Offensive rebound by Team,,86-108,,
6:16.0,,,86-108,,Loose ball foul by C. Boozer (drawn by M. Speights)
6:16.0,O. Kuzmic enters the game for M. Speights,,86-108,,
6:16.0,B. Rush enters the game for S. Livingston,,86-108,,
6:08.0,D. Lee misses 2-pt shot from 8 ft,,86-108,,
6:06.0,,,86-108,,Defensive rebound by J. Lin
5:57.0,,,86-110,2,C. Boozer makes 2-pt shot from 2 ft (assist by J. Lin)
5:51.0,,,86-110,,Personal foul by J. Lin (drawn by L. Barbosa)
5:51.0,,,86-110,,LA Lakers full timeout
5:42.0,Shooting foul by N. Young (drawn by D. Lee),,86-110,,
5:42.0,D. Lee makes free throw 1 of 2,1,87-110,,
5:42.0,D. Lee makes free throw 2 of 2,1,88-110,,
5:26.0,,,88-110,,Turnover by C. Boozer (bad pass; steal by D. Lee)
5:20.0,L. Barbosa makes 3-pt shot from 23 ft (assist by D. Lee),3,91-110,,
4:59.0,,,91-110,,J. Clarkson misses 2-pt shot from 10 ft
4:57.0,,,91-110,,Offensive rebound by J. Clarkson
4:57.0,,,91-110,,J. Clarkson misses 2-pt shot at rim
4:56.0,Defensive rebound by D. Lee,,91-110,,
4:50.0,O. Kuzmic makes 2-pt shot from 2 ft (assist by B. Rush),2,93-110,,
4:31.0,,,93-110,,N. Young misses 3-pt shot from 26 ft
4:30.0,Defensive rebound by B. Rush,,93-110,,
4:21.0,L. Barbosa misses 2-pt shot from 1 ft (block by R. Sacre),,93-110,,
4:19.0,Offensive rebound by L. Barbosa,,93-110,,
4:16.0,J. Holiday misses 3-pt shot from 23 ft,,93-110,,
4:15.0,,,93-110,,Defensive rebound by N. Young
4:03.0,,,93-110,,N. Young misses 2-pt shot from 20 ft
4:01.0,,,93-110,,Offensive rebound by R. Sacre
3:50.0,,,93-110,,Shooting foul by B. Rush (drawn by C. Boozer)
3:50.0,,,93-110,,C. Boozer misses free throw 1 of 2
3:50.0,,,93-110,,Offensive rebound by Team
3:50.0,,,93-110,,C. Boozer misses free throw 2 of 2
3:47.0,Defensive rebound by J. Holiday,,93-110,,
3:40.0,J. Holiday makes 2-pt shot from 7 ft,2,95-110,,
3:40.0,Shooting foul by J. Lin (drawn by J. Holiday),,95-110,,
3:40.0,J. Holiday makes free throw 1 of 1,1,96-110,,
3:20.0,,,96-110,,N. Young misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by B. Rush,,96-110,,
3:10.0,B. Rush misses 3-pt shot from 28 ft,,96-110,,
3:09.0,,,96-110,,Defensive rebound by Team
2:58.0,,,96-110,,Turnover by C. Boozer (lost ball; steal by O. Kuzmic)
2:54.0,Shooting foul by N. Young (drawn by L. Barbosa),,96-110,,
2:54.0,Golden State full timeout,,96-110,,
2:54.0,M. Speights enters the game for D. Lee,,96-110,,
2:54.0,L. Barbosa misses free throw 1 of 2,,96-110,,
2:54.0,Offensive rebound by Team,,96-110,,
2:54.0,,,96-110,,R. Price enters the game for J. Clarkson
2:54.0,L. Barbosa makes free throw 2 of 2,1,97-110,,
2:35.0,,,97-110,,J. Lin misses 2-pt shot from 15 ft
2:34.0,Defensive rebound by B. Rush,,97-110,,
2:24.0,L. Barbosa makes 2-pt shot from 18 ft,2,99-110,,
1:55.0,,,99-110,,R. Sacre misses 2-pt shot from 8 ft
1:53.0,Defensive rebound by J. Holiday,,99-110,,
1:48.0,Offensive charge foul by L. Barbosa,,99-110,,
1:48.0,Turnover by L. Barbosa (offensive foul),,99-110,,
1:28.0,,,99-110,,N. Young misses 2-pt shot from 2 ft
1:27.0,Defensive rebound by M. Speights,,99-110,,
1:27.0,Turnover by M. Speights (bad pass),,99-110,,
1:12.0,,,99-110,,C. Boozer misses 2-pt shot from 18 ft
1:11.0,,,99-110,,Offensive rebound by R. Price
1:10.0,,,99-110,,LA Lakers full timeout
1:03.0,,,99-110,,N. Young misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by O. Kuzmic,,99-110,,
1:00.0,Golden State full timeout,,99-110,,
0:55.0,J. Holiday makes 3-pt shot from 25 ft (assist by O. Kuzmic),3,102-110,,
