time,Washington,pts.away,score,pts.home,Chicago
2:33.0,,,21-25,,K. Hinrich enters the game for J. Butler
2:33.0,K. Humphries enters the game for N. Hilario,,21-25,,
2:26.0,,,21-25,,Personal foul by T. Snell (drawn by M. Gortat)
2:16.0,M. Gortat misses 2-pt shot from 10 ft,,21-25,,
2:15.0,,,21-25,,Defensive rebound by T. Snell
2:08.0,,,21-25,,D. Rose misses 3-pt shot from 25 ft
2:07.0,,,21-25,,Offensive rebound by P. Gasol
2:06.0,,,21-25,,Turnover by D. Rose (lost ball)
1:54.0,R. Butler misses 3-pt shot from 24 ft,,21-25,,
1:53.0,,,21-25,,Defensive rebound by D. Rose
1:47.0,,,21-25,,T. Snell misses 3-pt shot from 24 ft
1:45.0,Defensive rebound by K. Humphries,,21-25,,
1:34.0,K. Humphries makes 2-pt shot from 18 ft (assist by M. Webster),2,23-25,,
1:19.0,,,23-25,,P. Gasol misses 2-pt shot from 1 ft
1:19.0,,,23-25,,Offensive rebound by P. Gasol
1:19.0,,,23-27,2,P. Gasol makes 2-pt shot from 1 ft
1:19.0,,,23-27,,Shooting foul by K. Humphries (drawn by P. Gasol)
1:19.0,,,23-27,,P. Gasol misses free throw 1 of 1
1:17.0,Defensive rebound by R. Butler,,23-27,,
1:03.0,J. Wall misses 2-pt shot from 11 ft,,23-27,,
1:03.0,Offensive rebound by Team,,23-27,,
0:59.0,Offensive foul by R. Butler,,23-27,,
0:59.0,Turnover by R. Butler (offensive foul),,23-27,,
0:45.0,,,23-27,,P. Gasol misses 2-pt shot from 1 ft
0:44.0,Defensive rebound by K. Humphries,,23-27,,
0:37.0,Shooting foul by K. Hinrich (drawn by M. Gortat),,23-27,,
0:37.0,M. Gortat misses free throw 1 of 2,,23-27,,
0:37.0,Offensive rebound by Team,,23-27,,
0:37.0,M. Gortat makes free throw 2 of 2,1,24-27,,
0:28.0,,,24-29,2,D. Rose makes 2-pt shot from 5 ft
0:05.0,R. Butler misses 3-pt shot from 25 ft,,24-29,,
0:03.0,Offensive rebound by K. Humphries,,24-29,,
0:03.0,Shooting foul by T. Gibson (drawn by K. Humphries),,24-29,,
0:03.0,K. Humphries makes free throw 1 of 2,1,25-29,,
0:03.0,K. Humphries makes free throw 2 of 2,1,26-29,,
0:00.0,,,26-32,3,D. Rose makes 3-pt shot from 46 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,M. Webster misses 2-pt shot from 18 ft,,26-32,,
11:40.0,,,26-32,,Defensive rebound by T. Snell
11:30.0,,,26-34,2,T. Snell makes 2-pt shot from 2 ft
11:16.0,K. Humphries misses 2-pt shot from 2 ft,,26-34,,
11:14.0,Offensive rebound by K. Humphries,,26-34,,
11:03.0,A. Miller makes 2-pt shot from 15 ft,2,28-34,,
10:49.0,,,28-36,2,T. Gibson makes 2-pt shot from 1 ft (assist by T. Snell)
10:27.0,A. Miller makes 2-pt shot from 2 ft (assist by K. Seraphin),2,30-36,,
10:05.0,,,30-36,,K. Hinrich misses 3-pt shot from 23 ft
10:04.0,Defensive rebound by K. Humphries,,30-36,,
9:46.0,Turnover by A. Miller (lost ball; steal by A. Brooks),,30-36,,
9:37.0,,,30-36,,A. Brooks misses 2-pt shot from 12 ft
9:36.0,,,30-36,,Offensive rebound by T. Gibson
9:36.0,,,30-36,,T. Gibson misses 2-pt shot from 2 ft
9:35.0,Defensive rebound by K. Seraphin,,30-36,,
9:19.0,Turnover by K. Humphries (lost ball; steal by N. Mirotic),,30-36,,
9:08.0,,,30-36,,N. Mirotic misses 2-pt shot from 14 ft
9:06.0,Defensive rebound by A. Miller,,30-36,,
9:01.0,R. Butler makes 2-pt shot from 18 ft (assist by A. Miller),2,32-36,,
8:53.0,,,32-36,,Offensive charge foul by A. Brooks
8:53.0,,,32-36,,Turnover by A. Brooks (offensive foul)
8:53.0,Washington full timeout,,32-36,,
8:41.0,Turnover by R. Butler (lost ball),,32-36,,
8:29.0,,,32-38,2,T. Gibson makes 2-pt shot from 1 ft (assist by N. Mirotic)
8:11.0,M. Webster misses 2-pt shot from 22 ft,,32-38,,
8:10.0,Offensive rebound by K. Seraphin,,32-38,,
8:01.0,B. Beal enters the game for M. Webster,,32-38,,
8:01.0,,,32-38,,J. Butler enters the game for T. Snell
7:51.0,A. Miller misses 2-pt shot from 17 ft,,32-38,,
7:49.0,Offensive rebound by K. Humphries,,32-38,,
7:49.0,K. Humphries misses 2-pt shot at rim (block by N. Mirotic),,32-38,,
7:47.0,Offensive rebound by R. Butler,,32-38,,
7:35.0,K. Seraphin misses 2-pt shot from 12 ft,,32-38,,
7:33.0,,,32-38,,Defensive rebound by K. Hinrich
7:22.0,,,32-38,,K. Hinrich misses 2-pt shot from 18 ft
7:22.0,,,32-38,,Offensive rebound by Team
7:22.0,Loose ball foul by K. Humphries (drawn by T. Gibson),,32-38,,
7:12.0,,,32-38,,T. Gibson misses 2-pt shot from 5 ft (block by K. Seraphin)
7:10.0,Defensive rebound by K. Humphries,,32-38,,
7:04.0,Turnover by A. Miller (lost ball; steal by N. Mirotic),,32-38,,
6:56.0,,,32-38,,Shooting foul by K. Seraphin (drawn by N. Mirotic)
6:56.0,,,32-39,1,N. Mirotic makes free throw 1 of 2
6:56.0,P. Pierce enters the game for R. Butler,,32-39,,
6:56.0,,,32-40,1,N. Mirotic makes free throw 2 of 2
6:44.0,Turnover by B. Beal (lost ball; steal by J. Butler),,32-40,,
6:35.0,,,32-43,3,N. Mirotic makes 3-pt shot from 22 ft (assist by K. Hinrich)
6:33.0,Washington full timeout,,32-43,,
6:33.0,J. Wall enters the game for K. Humphries,,32-43,,
6:33.0,N. Hilario enters the game for A. Miller,,32-43,,
6:08.0,P. Pierce misses 3-pt shot from 24 ft,,32-43,,
6:07.0,,,32-43,,Defensive rebound by J. Butler
5:49.0,,,32-43,,N. Mirotic misses 2-pt shot from 1 ft
5:48.0,Defensive rebound by P. Pierce,,32-43,,
5:43.0,Turnover by J. Wall (bad pass; steal by J. Butler),,32-43,,
5:36.0,,,32-43,,J. Butler misses 3-pt shot from 25 ft
5:35.0,Defensive rebound by Team,,32-43,,
5:35.0,,,32-43,,D. Rose enters the game for A. Brooks
5:25.0,P. Pierce makes 2-pt shot from 1 ft (assist by J. Wall),2,34-43,,
5:07.0,,,34-43,,N. Mirotic misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by P. Pierce,,34-43,,
4:46.0,,,34-43,,Personal foul by N. Mirotic (drawn by N. Hilario)
4:46.0,,,34-43,,J. Noah enters the game for T. Gibson
4:46.0,,,34-43,,P. Gasol enters the game for N. Mirotic
4:33.0,J. Wall misses 2-pt shot from 16 ft,,34-43,,
4:32.0,,,34-43,,Defensive rebound by P. Gasol
4:20.0,,,34-43,,P. Gasol misses 2-pt shot from 15 ft
4:19.0,Defensive rebound by N. Hilario,,34-43,,
4:05.0,B. Beal makes 2-pt shot from 13 ft (assist by N. Hilario),2,36-43,,
3:53.0,,,36-46,3,D. Rose makes 3-pt shot from 25 ft (assist by J. Butler)
3:30.0,Turnover by J. Wall (bad pass; steal by K. Hinrich),,36-46,,
3:10.0,,,36-46,,Turnover by J. Noah (lost ball; steal by J. Wall)
3:05.0,J. Wall makes 2-pt shot from 2 ft (assist by N. Hilario),2,38-46,,
2:40.0,,,38-46,,Chicago full timeout
2:40.0,,,38-46,,T. Snell enters the game for K. Hinrich
2:40.0,M. Gortat enters the game for K. Seraphin,,38-46,,
2:36.0,,,38-46,,D. Rose misses 3-pt shot from 25 ft
2:35.0,Defensive rebound by B. Beal,,38-46,,
2:21.0,B. Beal makes 2-pt shot from 15 ft (assist by N. Hilario),2,40-46,,
2:01.0,,,40-46,,D. Rose misses 2-pt shot from 5 ft
2:00.0,Defensive rebound by P. Pierce,,40-46,,
1:49.0,Turnover by B. Beal (bad pass),,40-46,,
1:36.0,,,40-46,,P. Gasol misses 2-pt shot from 8 ft
1:35.0,Defensive rebound by M. Gortat,,40-46,,
1:22.0,B. Beal misses 2-pt shot from 19 ft,,40-46,,
1:21.0,,,40-46,,Defensive rebound by J. Noah
1:10.0,,,40-46,,Shooting foul by M. Gortat (drawn by J. Butler)
1:10.0,,,40-47,1,J. Butler makes free throw 1 of 2
1:10.0,,,40-48,1,J. Butler makes free throw 2 of 2
0:56.0,N. Hilario makes 2-pt shot from 15 ft (assist by J. Wall),2,42-48,,
0:36.0,,,42-50,2,P. Gasol makes 2-pt shot from 5 ft (assist by D. Rose)
0:25.0,Shooting foul by J. Noah (drawn by P. Pierce),,42-50,,
0:25.0,P. Pierce makes free throw 1 of 2,1,43-50,,
0:25.0,P. Pierce makes free throw 2 of 2,1,44-50,,
0:02.0,,,44-50,,J. Butler misses 2-pt shot from 21 ft
0:01.0,Defensive rebound by J. Wall,,44-50,,
0:00.0,J. Wall misses 3-pt shot from 49 ft,,44-50,,
0:00.0,Offensive rebound by Team,,44-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,M. Gortat makes 2-pt shot from 19 ft (assist by N. Hilario),2,46-50,,
11:27.0,,,46-53,3,D. Rose makes 3-pt shot from 25 ft
11:11.0,P. Pierce makes 2-pt shot from 20 ft,2,48-53,,
10:57.0,Personal foul by N. Hilario (drawn by P. Gasol),,48-53,,
10:51.0,,,48-53,,Turnover by T. Gibson (traveling)
10:34.0,P. Pierce misses 3-pt shot from 25 ft,,48-53,,
10:34.0,,,48-53,,Defensive rebound by Team
10:34.0,Loose ball foul by M. Gortat (drawn by P. Gasol),,48-53,,
10:14.0,,,48-53,,P. Gasol misses 2-pt shot from 5 ft
10:13.0,Defensive rebound by B. Beal,,48-53,,
10:02.0,P. Pierce makes 2-pt shot from 11 ft (assist by N. Hilario),2,50-53,,
9:47.0,,,50-53,,T. Snell misses 3-pt shot from 24 ft
9:46.0,,,50-53,,Offensive rebound by T. Gibson
9:40.0,,,50-53,,T. Gibson misses 2-pt shot from 2 ft
9:40.0,Defensive rebound by N. Hilario,,50-53,,
9:40.0,,,50-53,,Personal foul by P. Gasol (drawn by N. Hilario)
9:23.0,B. Beal makes 2-pt shot from 19 ft (assist by J. Wall),2,52-53,,
9:04.0,,,52-53,,J. Butler misses 2-pt shot from 13 ft
9:03.0,,,52-53,,Offensive rebound by T. Snell
8:55.0,,,52-53,,D. Rose misses 2-pt shot from 11 ft
8:54.0,Defensive rebound by M. Gortat,,52-53,,
8:45.0,B. Beal misses 2-pt shot from 21 ft,,52-53,,
8:44.0,,,52-53,,Defensive rebound by P. Gasol
8:37.0,,,52-53,,Turnover by D. Rose (bad pass; steal by B. Beal)
8:33.0,B. Beal misses 2-pt shot from 2 ft (block by J. Butler),,52-53,,
8:33.0,Offensive rebound by Team,,52-53,,
8:30.0,P. Pierce makes 3-pt shot from 23 ft (assist by N. Hilario),3,55-53,,
8:16.0,Personal foul by P. Pierce (drawn by J. Butler),,55-53,,
8:10.0,Personal foul by M. Gortat (drawn by T. Gibson),,55-53,,
8:00.0,,,55-55,2,J. Butler makes 2-pt shot from 15 ft (assist by D. Rose)
7:44.0,M. Gortat makes 2-pt shot from 10 ft (assist by N. Hilario),2,57-55,,
7:20.0,,,57-55,,Turnover by P. Gasol (lost ball; steal by N. Hilario)
7:16.0,J. Wall misses 2-pt shot from 1 ft,,57-55,,
7:14.0,Offensive rebound by B. Beal,,57-55,,
7:13.0,B. Beal makes 2-pt shot from 1 ft,2,59-55,,
7:13.0,,,59-55,,Chicago full timeout
7:02.0,,,59-57,2,D. Rose makes 2-pt shot from 2 ft
7:02.0,,,59-57,,Shooting foul by J. Wall (drawn by D. Rose)
7:02.0,,,59-57,,D. Rose misses free throw 1 of 1
7:00.0,Defensive rebound by M. Gortat,,59-57,,
6:40.0,N. Hilario misses 2-pt shot from 15 ft (block by T. Gibson),,59-57,,
6:39.0,,,59-57,,Defensive rebound by J. Butler
6:22.0,,,59-57,,Shooting foul by N. Hilario (drawn by P. Gasol)
6:22.0,,,59-58,1,P. Gasol makes free throw 1 of 2
6:22.0,,,59-59,1,P. Gasol makes free throw 2 of 2
6:07.0,P. Pierce makes 2-pt shot from 1 ft (assist by B. Beal),2,61-59,,
5:53.0,,,61-59,,D. Rose misses 2-pt shot from 21 ft
5:51.0,Defensive rebound by Team,,61-59,,
5:51.0,,,61-59,,Loose ball foul by T. Gibson (drawn by M. Gortat)
5:39.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,63-59,,
5:18.0,,,63-59,,Shooting foul by P. Pierce (drawn by J. Butler)
5:18.0,,,63-60,1,J. Butler makes free throw 1 of 2
5:18.0,,,63-61,1,J. Butler makes free throw 2 of 2
5:05.0,J. Wall makes 2-pt shot from 16 ft,2,65-61,,
4:44.0,,,65-61,,D. Rose misses 2-pt shot from 15 ft
4:43.0,Defensive rebound by N. Hilario,,65-61,,
4:28.0,N. Hilario misses 2-pt shot from 15 ft,,65-61,,
4:27.0,,,65-61,,Defensive rebound by P. Gasol
4:17.0,,,65-63,2,T. Gibson makes 2-pt shot from 1 ft (assist by P. Gasol)
4:13.0,Washington full timeout,,65-63,,
4:13.0,R. Butler enters the game for N. Hilario,,65-63,,
4:13.0,K. Humphries enters the game for B. Beal,,65-63,,
3:49.0,Shooting foul by J. Butler (drawn by P. Pierce),,65-63,,
3:49.0,P. Pierce makes free throw 1 of 2,1,66-63,,
3:49.0,P. Pierce makes free throw 2 of 2,1,67-63,,
3:36.0,,,67-63,,J. Butler misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by M. Gortat,,67-63,,
3:25.0,M. Gortat makes 2-pt shot from 14 ft (assist by J. Wall),2,69-63,,
2:59.0,,,69-63,,T. Snell misses 2-pt shot at rim
2:57.0,Defensive rebound by P. Pierce,,69-63,,
2:51.0,J. Wall misses 3-pt shot from 26 ft,,69-63,,
2:49.0,Offensive rebound by R. Butler,,69-63,,
2:45.0,M. Gortat makes 2-pt shot from 12 ft,2,71-63,,
2:31.0,,,71-65,2,D. Rose makes 2-pt shot from 4 ft
2:11.0,K. Humphries makes 2-pt shot from 22 ft (assist by J. Wall),2,73-65,,
1:55.0,,,73-67,2,P. Gasol makes 2-pt shot from 16 ft (assist by D. Rose)
1:40.0,P. Pierce misses 3-pt shot from 26 ft,,73-67,,
1:39.0,,,73-67,,Defensive rebound by T. Gibson
1:30.0,,,73-67,,D. Rose misses 2-pt shot from 13 ft
1:29.0,Defensive rebound by M. Gortat,,73-67,,
1:27.0,Turnover by M. Gortat (lost ball; steal by J. Butler),,73-67,,
1:19.0,,,73-67,,J. Butler misses 2-pt shot from 20 ft
1:18.0,Defensive rebound by M. Gortat,,73-67,,
1:03.0,J. Wall makes 3-pt shot from 25 ft,3,76-67,,
0:51.0,,,76-69,2,P. Gasol makes 2-pt shot from 1 ft (assist by D. Rose)
0:37.0,R. Butler misses 2-pt shot from 7 ft,,76-69,,
0:36.0,,,76-69,,Defensive rebound by T. Gibson
0:35.0,,,76-69,,Turnover by T. Gibson (lost ball)
0:35.0,,,76-69,,N. Mirotic enters the game for P. Gasol
0:35.0,,,76-69,,K. Hinrich enters the game for J. Butler
0:35.0,,,76-69,,A. Brooks enters the game for D. Rose
0:24.0,J. Wall misses 2-pt shot from 18 ft,,76-69,,
0:22.0,,,76-69,,Defensive rebound by T. Snell
0:00.0,,,76-69,,T. Snell misses 3-pt shot from 25 ft
0:00.0,,,76-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,76-69,,N. Mirotic misses 2-pt shot from 19 ft
11:36.0,,,76-69,,Offensive rebound by Team
11:36.0,,,76-69,,Turnover by Team (shot clock)
11:20.0,B. Beal misses 2-pt shot from 3 ft,,76-69,,
11:18.0,,,76-69,,Defensive rebound by T. Gibson
11:17.0,Personal foul by B. Beal (drawn by T. Gibson),,76-69,,
10:58.0,,,76-71,2,T. Gibson makes 2-pt shot from 5 ft (assist by K. Hinrich)
10:45.0,B. Beal misses 2-pt shot from 19 ft (block by T. Gibson),,76-71,,
10:44.0,,,76-71,,Defensive rebound by N. Mirotic
10:33.0,,,76-71,,T. Snell misses 3-pt shot from 24 ft
10:32.0,Defensive rebound by K. Humphries,,76-71,,
10:18.0,K. Seraphin makes 2-pt shot from 20 ft (assist by B. Beal),2,78-71,,
10:02.0,,,78-71,,A. Brooks misses 3-pt shot from 24 ft
10:02.0,,,78-71,,Offensive rebound by N. Mirotic
10:02.0,Personal foul by B. Beal (drawn by N. Mirotic),,78-71,,
10:02.0,,,78-71,,E. Moore enters the game for T. Snell
9:43.0,,,78-74,3,N. Mirotic makes 3-pt shot from 23 ft (assist by T. Gibson)
9:23.0,Shooting foul by A. Brooks (drawn by A. Miller),,78-74,,
9:23.0,A. Miller makes free throw 1 of 2,1,79-74,,
9:23.0,A. Miller misses free throw 2 of 2,,79-74,,
9:21.0,,,79-74,,Defensive rebound by N. Mirotic
9:10.0,,,79-74,,N. Mirotic misses 2-pt shot from 2 ft (block by K. Humphries)
9:08.0,Defensive rebound by K. Seraphin,,79-74,,
9:06.0,Shooting foul by A. Brooks (drawn by A. Miller),,79-74,,
9:06.0,A. Miller makes free throw 1 of 2,1,80-74,,
9:06.0,A. Miller makes free throw 2 of 2,1,81-74,,
8:58.0,Personal foul by K. Seraphin (drawn by T. Gibson),,81-74,,
8:58.0,,,81-74,,Chicago full timeout
8:58.0,,,81-74,,J. Butler enters the game for E. Moore
8:50.0,,,81-77,3,A. Brooks makes 3-pt shot from 25 ft
8:30.0,Offensive foul by K. Humphries,,81-77,,
8:30.0,Turnover by K. Humphries (offensive foul),,81-77,,
8:21.0,,,81-79,2,A. Brooks makes 2-pt shot from 3 ft
8:03.0,K. Seraphin makes 2-pt shot from 12 ft (assist by A. Miller),2,83-79,,
7:46.0,,,83-79,,A. Brooks misses 3-pt shot from 25 ft (block by R. Butler)
7:46.0,,,83-79,,Offensive rebound by A. Brooks
7:46.0,Personal foul by R. Butler (drawn by A. Brooks),,83-79,,
7:36.0,,,83-79,,Shooting foul by R. Butler (drawn by J. Butler)
7:36.0,,,83-79,,J. Butler misses free throw 1 of 2
7:36.0,,,83-79,,Offensive rebound by Team
7:36.0,,,83-79,,D. Rose enters the game for K. Hinrich
7:36.0,,,83-80,1,J. Butler makes free throw 2 of 2
7:14.0,A. Miller misses 2-pt shot from 18 ft,,83-80,,
7:13.0,,,83-80,,Defensive rebound by T. Gibson
7:01.0,J. Wall enters the game for A. Miller,,83-80,,
6:53.0,,,83-82,2,T. Gibson makes 2-pt shot at rim (assist by A. Brooks)
6:25.0,R. Butler misses 2-pt shot from 20 ft,,83-82,,
6:24.0,Offensive rebound by K. Humphries,,83-82,,
6:24.0,K. Humphries makes 2-pt shot at rim,2,85-82,,
6:03.0,,,85-82,,D. Rose misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by B. Beal,,85-82,,
6:02.0,,,85-82,,Personal foul by A. Brooks (drawn by B. Beal)
6:02.0,N. Hilario enters the game for K. Humphries,,85-82,,
5:50.0,Turnover by K. Seraphin (lost ball; steal by N. Mirotic),,85-82,,
5:45.0,Personal foul by K. Seraphin (drawn by N. Mirotic),,85-82,,
5:45.0,,,85-82,,Chicago full timeout
5:45.0,P. Pierce enters the game for R. Butler,,85-82,,
5:45.0,,,85-83,1,N. Mirotic makes free throw 1 of 2
5:45.0,,,85-83,,N. Mirotic misses free throw 2 of 2
5:43.0,Defensive rebound by K. Seraphin,,85-83,,
5:31.0,Shooting foul by A. Brooks (drawn by J. Wall),,85-83,,
5:31.0,J. Wall makes 2-pt shot from 17 ft,2,87-83,,
5:31.0,M. Gortat enters the game for K. Seraphin,,87-83,,
5:31.0,,,87-83,,K. Hinrich enters the game for A. Brooks
5:31.0,,,87-83,,P. Gasol enters the game for T. Gibson
5:31.0,J. Wall makes free throw 1 of 1,1,88-83,,
5:14.0,,,88-83,,N. Mirotic misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by B. Beal,,88-83,,
5:04.0,B. Beal makes 2-pt shot from 19 ft (assist by P. Pierce),2,90-83,,
4:42.0,,,90-83,,Turnover by K. Hinrich (lost ball; steal by J. Wall)
4:39.0,Shooting foul by D. Rose (drawn by J. Wall),,90-83,,
4:39.0,J. Wall makes free throw 1 of 2,1,91-83,,
4:39.0,J. Wall makes free throw 2 of 2,1,92-83,,
4:29.0,,,92-83,,Shooting foul by J. Wall (drawn by D. Rose)
4:29.0,,,92-84,1,D. Rose makes free throw 1 of 2
4:29.0,,,92-85,1,D. Rose makes free throw 2 of 2
4:10.0,P. Pierce makes 3-pt shot from 24 ft (assist by J. Wall),3,95-85,,
4:09.0,,,95-85,,Chicago full timeout
4:09.0,,,95-85,,A. Brooks enters the game for K. Hinrich
3:57.0,,,95-85,,A. Brooks misses 2-pt shot from 1 ft
3:56.0,Defensive rebound by M. Gortat,,95-85,,
3:32.0,P. Pierce misses 3-pt shot from 24 ft,,95-85,,
3:31.0,,,95-85,,Defensive rebound by P. Gasol
3:22.0,,,95-88,3,D. Rose makes 3-pt shot from 24 ft
3:02.0,Shooting foul by N. Mirotic (drawn by N. Hilario),,95-88,,
3:02.0,N. Hilario makes free throw 1 of 2,1,96-88,,
3:02.0,,,96-88,,T. Gibson enters the game for N. Mirotic
3:02.0,N. Hilario makes free throw 2 of 2,1,97-88,,
2:48.0,,,97-91,3,A. Brooks makes 3-pt shot from 26 ft (assist by D. Rose)
2:29.0,J. Wall makes 3-pt shot from 25 ft (assist by B. Beal),3,100-91,,
2:16.0,,,100-91,,Offensive charge foul by P. Gasol
2:16.0,,,100-91,,Turnover by P. Gasol (offensive foul)
1:56.0,N. Hilario makes 2-pt shot from 20 ft (assist by B. Beal),2,102-91,,
1:56.0,,,102-91,,Chicago full timeout
1:48.0,,,102-94,3,J. Butler makes 3-pt shot from 25 ft (assist by P. Gasol)
1:31.0,J. Wall makes 2-pt shot from 5 ft,2,104-94,,
1:24.0,,,104-94,,Shooting foul by N. Hilario (drawn by P. Gasol)
1:24.0,,,104-95,1,P. Gasol makes free throw 1 of 2
1:24.0,,,104-96,1,P. Gasol makes free throw 2 of 2
1:04.0,B. Beal misses 3-pt shot from 24 ft,,104-96,,
1:03.0,,,104-96,,Defensive rebound by A. Brooks
1:00.0,,,104-96,,Turnover by A. Brooks (bad pass)
1:00.0,,,104-96,,K. Hinrich enters the game for A. Brooks
0:43.0,J. Wall misses 2-pt shot from 20 ft,,104-96,,
0:42.0,,,104-96,,Defensive rebound by P. Gasol
0:35.0,,,104-96,,D. Rose misses 2-pt shot from 6 ft (block by M. Gortat)
0:34.0,Defensive rebound by N. Hilario,,104-96,,
0:34.0,,,104-96,,Personal foul by P. Gasol (drawn by N. Hilario)
0:34.0,N. Hilario misses free throw 1 of 2,,104-96,,
0:34.0,Offensive rebound by Team,,104-96,,
0:34.0,,,104-96,,A. Brooks enters the game for D. Rose
0:34.0,N. Hilario makes free throw 2 of 2,1,105-96,,
0:34.0,,,105-96,,Chicago full timeout
