time,LA Clippers,pts.away,score,pts.home,New Orleans
6:23.0,Defensive rebound by D. Jordan,,13-9,,
6:04.0,M. Barnes misses 2-pt shot from 1 ft,,13-9,,
6:02.0,,,13-9,,Defensive rebound by D. Cunningham
5:45.0,,,13-12,3,E. Gordon makes 3-pt shot from 26 ft (assist by O. Asik)
5:29.0,J. Redick makes 2-pt shot from 1 ft,2,15-12,,
5:14.0,,,15-15,3,E. Gordon makes 3-pt shot from 23 ft (assist by T. Evans)
5:07.0,M. Barnes misses 2-pt shot from 1 ft,,15-15,,
5:06.0,,,15-15,,Defensive rebound by O. Asik
4:59.0,,,15-17,2,E. Gordon makes 2-pt shot from 1 ft
4:40.0,C. Paul misses 2-pt shot from 7 ft,,15-17,,
4:39.0,Offensive rebound by D. Jordan,,15-17,,
4:38.0,D. Jordan makes 2-pt shot at rim,2,17-17,,
4:23.0,,,17-17,,Shooting foul by M. Barnes (drawn by R. Anderson)
4:23.0,,,17-18,1,R. Anderson makes free throw 1 of 2
4:23.0,,,17-18,,A. Ajinca enters the game for O. Asik
4:23.0,,,17-18,,Q. Pondexter enters the game for D. Cunningham
4:23.0,,,17-19,1,R. Anderson makes free throw 2 of 2
4:14.0,Turnover by M. Barnes (bad pass; steal by Q. Pondexter),,17-19,,
4:03.0,,,17-19,,T. Evans misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by M. Barnes,,17-19,,
4:00.0,Turnover by M. Barnes (bad pass; steal by R. Anderson),,17-19,,
3:56.0,,,17-19,,R. Anderson misses 2-pt shot from 1 ft
3:55.0,,,17-19,,Offensive rebound by A. Ajinca
3:55.0,,,17-21,2,A. Ajinca makes 2-pt shot from 2 ft
3:47.0,B. Griffin makes 2-pt shot at rim (assist by J. Redick),2,19-21,,
3:26.0,,,19-23,2,E. Gordon makes 2-pt shot from 1 ft
3:16.0,J. Redick misses 2-pt shot from 2 ft,,19-23,,
3:16.0,,,19-23,,Defensive rebound by Team
3:16.0,J. Crawford enters the game for M. Barnes,,19-23,,
3:02.0,,,19-23,,E. Gordon misses 2-pt shot from 18 ft
3:01.0,Defensive rebound by D. Jordan,,19-23,,
2:38.0,Turnover by J. Redick (lost ball; steal by Q. Pondexter),,19-23,,
2:26.0,,,19-23,,Q. Pondexter misses 2-pt shot from 18 ft
2:24.0,,,19-23,,Offensive rebound by A. Ajinca
2:10.0,,,19-23,,Turnover by T. Evans (bad pass; steal by B. Griffin)
2:07.0,Shooting foul by R. Anderson (drawn by B. Griffin),,19-23,,
2:07.0,LA Clippers full timeout,,19-23,,
2:07.0,S. Hawes enters the game for D. Jordan,,19-23,,
2:07.0,A. Rivers enters the game for C. Paul,,19-23,,
2:07.0,,,19-23,,N. Wolters enters the game for E. Gordon
2:07.0,B. Griffin misses free throw 1 of 2,,19-23,,
2:07.0,Offensive rebound by Team,,19-23,,
2:07.0,B. Griffin makes free throw 2 of 2,1,20-23,,
1:53.0,,,20-23,,R. Anderson misses 3-pt shot from 24 ft
1:51.0,Defensive rebound by J. Redick,,20-23,,
1:45.0,H. Turkoglu enters the game for J. Redick,,20-23,,
1:45.0,,,20-23,,J. Fredette enters the game for T. Evans
1:34.0,A. Rivers misses 3-pt shot from 26 ft,,20-23,,
1:34.0,Offensive rebound by Team,,20-23,,
1:34.0,,,20-23,,Loose ball foul by J. Fredette (drawn by H. Turkoglu)
1:34.0,,,20-23,,L. Babbitt enters the game for J. Fredette
1:20.0,A. Rivers misses 2-pt shot from 1 ft,,20-23,,
1:19.0,Offensive rebound by B. Griffin,,20-23,,
1:19.0,B. Griffin makes 2-pt shot from 2 ft,2,22-23,,
1:00.0,,,22-25,2,Q. Pondexter makes 2-pt shot from 21 ft (assist by N. Wolters)
0:42.0,A. Rivers makes 2-pt shot from 1 ft (assist by B. Griffin),2,24-25,,
0:29.0,Personal foul by J. Crawford (drawn by Q. Pondexter),,24-25,,
0:19.0,,,24-28,3,Q. Pondexter makes 3-pt shot from 22 ft (assist by N. Wolters)
0:01.0,J. Crawford makes 2-pt shot from 11 ft,2,26-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,26-28,,Turnover by A. Ajinca (back court)
11:34.0,G. Davis misses 2-pt shot from 2 ft (block by A. Ajinca),,26-28,,
11:33.0,,,26-28,,Defensive rebound by O. Asik
11:23.0,,,26-30,2,A. Ajinca makes 2-pt shot from 4 ft (assist by N. Wolters)
10:59.0,H. Turkoglu makes 3-pt shot from 24 ft (assist by G. Davis),3,29-30,,
10:41.0,,,29-30,,L. Babbitt misses 3-pt shot from 26 ft
10:39.0,Defensive rebound by G. Davis,,29-30,,
10:32.0,S. Hawes misses 3-pt shot from 25 ft,,29-30,,
10:30.0,,,29-30,,Defensive rebound by O. Asik
10:18.0,,,29-30,,A. Ajinca misses 2-pt shot from 13 ft
10:17.0,,,29-30,,Offensive rebound by O. Asik
10:17.0,Loose ball foul by J. Crawford (drawn by O. Asik),,29-30,,
10:09.0,Violation by G. Davis (kicked ball),,29-30,,
10:03.0,,,29-30,,Shooting foul by S. Hawes (drawn by A. Ajinca)
10:03.0,,,29-31,1,A. Ajinca makes free throw 1 of 2
10:03.0,,,29-32,1,A. Ajinca makes free throw 2 of 2
9:52.0,J. Crawford misses 3-pt shot from 24 ft,,29-32,,
9:50.0,,,29-32,,Defensive rebound by A. Ajinca
9:40.0,,,29-32,,Q. Pondexter misses 2-pt shot from 22 ft
9:38.0,Defensive rebound by G. Davis,,29-32,,
9:30.0,A. Rivers makes 2-pt shot from 17 ft,2,31-32,,
9:09.0,,,31-32,,O. Asik misses 2-pt shot from 2 ft
9:08.0,,,31-32,,Offensive rebound by A. Ajinca
9:08.0,,,31-32,,A. Ajinca misses 2-pt shot from 1 ft
9:08.0,Defensive rebound by S. Hawes,,31-32,,
8:57.0,G. Davis makes 2-pt shot from 2 ft (assist by A. Rivers),2,33-32,,
8:42.0,,,33-32,,N. Wolters misses 2-pt shot from 13 ft
8:41.0,Defensive rebound by S. Hawes,,33-32,,
8:31.0,J. Crawford misses 3-pt shot from 26 ft,,33-32,,
8:29.0,,,33-32,,Defensive rebound by A. Ajinca
8:19.0,,,33-32,,A. Ajinca misses 2-pt shot from 14 ft
8:18.0,Defensive rebound by A. Rivers,,33-32,,
8:10.0,A. Rivers makes 2-pt shot from 2 ft (assist by S. Hawes),2,35-32,,
8:10.0,,,35-32,,New Orleans full timeout
8:10.0,,,35-32,,E. Gordon enters the game for L. Babbitt
8:00.0,Personal foul by A. Rivers (drawn by N. Wolters),,35-32,,
7:49.0,,,35-35,3,Q. Pondexter makes 3-pt shot from 23 ft (assist by O. Asik)
7:29.0,J. Crawford makes 2-pt shot from 6 ft,2,37-35,,
7:13.0,,,37-35,,Shooting foul by S. Hawes (drawn by O. Asik)
7:13.0,,,37-35,,O. Asik misses free throw 1 of 2
7:13.0,,,37-35,,Offensive rebound by Team
7:13.0,D. Jordan enters the game for G. Davis,,37-35,,
7:13.0,,,37-35,,D. Cunningham enters the game for N. Wolters
7:13.0,,,37-36,1,O. Asik makes free throw 2 of 2
7:03.0,A. Rivers misses 2-pt shot from 22 ft,,37-36,,
7:02.0,,,37-36,,Defensive rebound by A. Ajinca
6:46.0,,,37-38,2,A. Ajinca makes 2-pt shot from 4 ft (assist by E. Gordon)
6:38.0,LA Clippers full timeout,,37-38,,
6:38.0,B. Griffin enters the game for S. Hawes,,37-38,,
6:38.0,C. Paul enters the game for A. Rivers,,37-38,,
6:38.0,M. Barnes enters the game for H. Turkoglu,,37-38,,
6:38.0,,,37-38,,R. Anderson enters the game for A. Ajinca
6:29.0,J. Crawford misses 3-pt shot from 25 ft,,37-38,,
6:27.0,,,37-38,,Defensive rebound by O. Asik
6:15.0,,,37-38,,D. Cunningham misses 2-pt shot from 20 ft
6:14.0,Defensive rebound by C. Paul,,37-38,,
6:04.0,C. Paul misses 2-pt shot from 9 ft,,37-38,,
6:04.0,Offensive rebound by Team,,37-38,,
6:04.0,,,37-38,,Loose ball foul by O. Asik (drawn by D. Jordan)
6:04.0,,,37-38,,A. Ajinca enters the game for O. Asik
6:04.0,,,37-38,,T. Evans enters the game for Q. Pondexter
5:49.0,B. Griffin misses 2-pt shot from 3 ft,,37-38,,
5:48.0,Offensive rebound by D. Jordan,,37-38,,
5:48.0,D. Jordan makes 2-pt shot at rim,2,39-38,,
5:33.0,,,39-41,3,R. Anderson makes 3-pt shot from 25 ft (assist by E. Gordon)
5:14.0,J. Crawford misses 2-pt shot from 11 ft,,39-41,,
5:12.0,Offensive rebound by D. Jordan,,39-41,,
5:11.0,D. Jordan makes 2-pt shot from 1 ft,2,41-41,,
4:55.0,,,41-43,2,E. Gordon makes 2-pt shot from 6 ft
4:55.0,,,41-43,,Shooting foul by C. Paul (drawn by E. Gordon)
4:55.0,J. Redick enters the game for J. Crawford,,41-43,,
4:55.0,,,41-44,1,E. Gordon makes free throw 1 of 1
4:33.0,J. Redick misses 3-pt shot from 22 ft,,41-44,,
4:31.0,,,41-44,,Defensive rebound by R. Anderson
4:24.0,,,41-47,3,R. Anderson makes 3-pt shot from 27 ft (assist by T. Evans)
4:13.0,,,41-47,,Def 3 sec tech foul by A. Ajinca
4:13.0,J. Redick makes technical free throw,1,42-47,,
4:06.0,Turnover by C. Paul (bad pass; steal by T. Evans),,42-47,,
3:53.0,,,42-47,,Turnover by A. Ajinca (lost ball)
3:48.0,C. Paul makes 2-pt shot from 17 ft,2,44-47,,
3:28.0,,,44-47,,R. Anderson misses 3-pt shot from 24 ft
3:27.0,Defensive rebound by Team,,44-47,,
3:27.0,,,44-47,,Technical foul by A. Ajinca
3:27.0,J. Redick makes technical free throw,1,45-47,,
3:11.0,B. Griffin makes 2-pt shot from 2 ft (assist by J. Redick),2,47-47,,
3:00.0,,,47-47,,R. Anderson misses 2-pt shot from 13 ft
2:59.0,Defensive rebound by C. Paul,,47-47,,
2:53.0,M. Barnes misses 3-pt shot from 23 ft,,47-47,,
2:52.0,Offensive rebound by Team,,47-47,,
2:52.0,,,47-47,,Loose ball foul by R. Anderson (drawn by D. Jordan)
2:52.0,Official timeout,,47-47,,
2:39.0,Shooting foul by A. Ajinca (drawn by B. Griffin),,47-47,,
2:39.0,B. Griffin makes free throw 1 of 2,1,48-47,,
2:39.0,B. Griffin makes free throw 2 of 2,1,49-47,,
2:15.0,,,49-47,,Turnover by Team (shot clock)
2:15.0,,,49-47,,Q. Pondexter enters the game for R. Anderson
2:04.0,B. Griffin misses 2-pt shot from 20 ft,,49-47,,
2:03.0,Offensive rebound by D. Jordan,,49-47,,
2:03.0,,,49-47,,Personal foul by T. Evans (drawn by D. Jordan)
1:44.0,J. Redick misses 3-pt shot from 24 ft,,49-47,,
1:43.0,,,49-47,,Defensive rebound by E. Gordon
1:38.0,,,49-47,,E. Gordon misses 2-pt shot from 1 ft (block by J. Redick)
1:38.0,,,49-47,,Offensive rebound by Team
1:29.0,,,49-49,2,T. Evans makes 2-pt shot from 2 ft
1:23.0,J. Redick misses 3-pt shot from 23 ft,,49-49,,
1:22.0,,,49-49,,Defensive rebound by E. Gordon
1:11.0,Personal foul by B. Griffin (drawn by A. Ajinca),,49-49,,
1:11.0,,,49-50,1,A. Ajinca makes free throw 1 of 2
1:11.0,J. Crawford enters the game for M. Barnes,,49-50,,
1:11.0,,,49-51,1,A. Ajinca makes free throw 2 of 2
1:01.0,C. Paul makes 3-pt shot from 25 ft,3,52-51,,
0:46.0,,,52-51,,Shooting foul by J. Redick (drawn by E. Gordon)
0:46.0,,,52-52,1,E. Gordon makes free throw 1 of 2
0:46.0,,,52-53,1,E. Gordon makes free throw 2 of 2
0:41.0,Shooting foul by A. Ajinca (drawn by D. Jordan),,52-53,,
0:41.0,D. Jordan misses free throw 1 of 2,,52-53,,
0:41.0,Offensive rebound by Team,,52-53,,
0:41.0,M. Barnes enters the game for B. Griffin,,52-53,,
0:41.0,D. Jordan misses free throw 2 of 2,,52-53,,
0:40.0,,,52-53,,Defensive rebound by D. Cunningham
0:18.0,,,52-53,,Q. Pondexter misses 3-pt shot from 25 ft
0:16.0,Defensive rebound by C. Paul,,52-53,,
0:03.0,C. Paul makes 2-pt shot from 1 ft,2,54-53,,
0:00.0,,,54-53,,E. Gordon misses 3-pt shot from 60 ft
0:00.0,,,54-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,54-56,3,R. Anderson makes 3-pt shot from 27 ft (assist by E. Gordon)
11:09.0,C. Paul misses 3-pt shot from 25 ft,,54-56,,
11:08.0,,,54-56,,Defensive rebound by D. Cunningham
10:53.0,,,54-58,2,D. Cunningham makes 2-pt shot from 1 ft (assist by E. Gordon)
10:28.0,C. Paul misses 2-pt shot from 17 ft,,54-58,,
10:27.0,,,54-58,,Defensive rebound by D. Cunningham
10:17.0,,,54-61,3,E. Gordon makes 3-pt shot from 25 ft (assist by T. Evans)
10:02.0,B. Griffin makes 2-pt shot from 1 ft,2,56-61,,
9:43.0,,,56-61,,D. Cunningham misses 2-pt shot from 18 ft
9:42.0,,,56-61,,Offensive rebound by R. Anderson
9:31.0,,,56-61,,T. Evans misses 2-pt shot from 18 ft
9:29.0,,,56-61,,Offensive rebound by D. Cunningham
9:23.0,,,56-64,3,E. Gordon makes 3-pt shot from 25 ft (assist by T. Evans)
8:57.0,M. Barnes misses 2-pt shot from 3 ft,,56-64,,
8:56.0,Offensive rebound by D. Jordan,,56-64,,
8:56.0,D. Jordan makes 2-pt shot at rim,2,58-64,,
8:49.0,,,58-66,2,T. Evans makes 2-pt shot from 1 ft
8:48.0,LA Clippers full timeout,,58-66,,
8:33.0,J. Redick misses 2-pt shot from 16 ft,,58-66,,
8:31.0,,,58-66,,Defensive rebound by T. Evans
8:18.0,,,58-66,,E. Gordon misses 2-pt shot from 1 ft
8:17.0,,,58-66,,Offensive rebound by O. Asik
8:15.0,,,58-66,,O. Asik misses 2-pt shot from 1 ft
8:14.0,Defensive rebound by D. Jordan,,58-66,,
8:08.0,J. Redick makes 2-pt shot from 2 ft (assist by C. Paul),2,60-66,,
7:52.0,,,60-68,2,T. Evans makes 2-pt shot from 1 ft (assist by E. Gordon)
7:31.0,Turnover by D. Jordan (lost ball; steal by E. Gordon),,60-68,,
7:23.0,,,60-68,,T. Evans misses 2-pt shot from 18 ft
7:21.0,Defensive rebound by D. Jordan,,60-68,,
7:11.0,M. Barnes misses 3-pt shot from 25 ft,,60-68,,
7:09.0,,,60-68,,Defensive rebound by T. Evans
6:59.0,,,60-68,,Turnover by E. Gordon (bad pass; steal by C. Paul)
6:54.0,C. Paul makes 2-pt shot from 1 ft,2,62-68,,
6:32.0,,,62-68,,E. Gordon misses 2-pt shot from 22 ft
6:30.0,Defensive rebound by M. Barnes,,62-68,,
6:22.0,M. Barnes makes 3-pt shot from 24 ft (assist by C. Paul),3,65-68,,
6:20.0,,,65-68,,New Orleans full timeout
6:05.0,,,65-70,2,R. Anderson makes 2-pt shot from 14 ft (assist by E. Gordon)
6:05.0,,,65-70,,Shooting foul by B. Griffin (drawn by R. Anderson)
6:05.0,,,65-71,1,R. Anderson makes free throw 1 of 1
5:54.0,C. Paul misses 3-pt shot from 23 ft,,65-71,,
5:53.0,,,65-71,,Defensive rebound by R. Anderson
5:35.0,,,65-71,,E. Gordon misses 3-pt shot from 24 ft
5:34.0,,,65-71,,Offensive rebound by D. Cunningham
5:19.0,,,65-74,3,R. Anderson makes 3-pt shot from 25 ft (assist by T. Evans)
5:07.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,67-74,,
4:38.0,,,67-76,2,O. Asik makes 2-pt shot from 1 ft (assist by T. Evans)
4:19.0,,,67-76,,Personal foul by T. Evans (drawn by D. Jordan)
4:19.0,J. Crawford enters the game for M. Barnes,,67-76,,
4:11.0,B. Griffin makes 2-pt shot from 2 ft (assist by J. Redick),2,69-76,,
3:53.0,Personal foul by J. Redick (drawn by R. Anderson),,69-76,,
3:45.0,,,69-76,,Shooting foul by J. Crawford (drawn by O. Asik)
3:45.0,,,69-77,1,O. Asik makes free throw 1 of 2
3:45.0,,,69-77,,Q. Pondexter enters the game for E. Gordon
3:45.0,,,69-78,1,O. Asik makes free throw 2 of 2
3:33.0,B. Griffin misses 2-pt shot from 20 ft,,69-78,,
3:31.0,,,69-78,,Defensive rebound by T. Evans
3:16.0,,,69-81,3,R. Anderson makes 3-pt shot from 25 ft (assist by T. Evans)
3:06.0,,,69-81,,Personal foul by O. Asik (drawn by D. Jordan)
3:06.0,S. Hawes enters the game for D. Jordan,,69-81,,
2:51.0,J. Crawford misses 2-pt shot from 8 ft,,69-81,,
2:50.0,,,69-81,,Defensive rebound by R. Anderson
2:40.0,,,69-81,,D. Cunningham misses 2-pt shot from 20 ft
2:39.0,Defensive rebound by C. Paul,,69-81,,
2:36.0,,,69-81,,Shooting block foul by R. Anderson (drawn by B. Griffin)
2:36.0,B. Griffin makes free throw 1 of 2,1,70-81,,
2:36.0,,,70-81,,A. Ajinca enters the game for O. Asik
2:36.0,B. Griffin makes free throw 2 of 2,1,71-81,,
2:18.0,,,71-81,,Shooting foul by S. Hawes (drawn by R. Anderson)
2:18.0,,,71-82,1,R. Anderson makes free throw 1 of 2
2:18.0,,,71-82,,J. Fredette enters the game for D. Cunningham
2:18.0,A. Rivers enters the game for J. Redick,,71-82,,
2:18.0,,,71-83,1,R. Anderson makes free throw 2 of 2
2:00.0,A. Rivers makes 2-pt shot from 4 ft (assist by B. Griffin),2,73-83,,
1:42.0,,,73-83,,R. Anderson misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by C. Paul,,73-83,,
1:36.0,C. Paul misses 3-pt shot from 25 ft,,73-83,,
1:34.0,,,73-83,,Defensive rebound by Q. Pondexter
1:17.0,,,73-83,,Turnover by T. Evans (bad pass)
1:12.0,J. Crawford misses 2-pt shot from 3 ft,,73-83,,
1:12.0,Offensive rebound by Team,,73-83,,
1:08.0,B. Griffin misses 2-pt shot from 4 ft,,73-83,,
1:06.0,,,73-83,,Defensive rebound by T. Evans
0:54.0,,,73-85,2,A. Ajinca makes 2-pt shot at rim (assist by T. Evans)
0:34.0,J. Crawford makes 2-pt shot from 13 ft,2,75-85,,
0:34.0,Shooting foul by R. Anderson (drawn by J. Crawford),,75-85,,
0:34.0,,,75-85,,D. Cunningham enters the game for R. Anderson
0:34.0,J. Crawford misses free throw 1 of 1,,75-85,,
0:33.0,,,75-85,,Defensive rebound by D. Cunningham
0:13.0,,,75-85,,T. Evans misses 3-pt shot from 25 ft
0:11.0,,,75-85,,Offensive rebound by T. Evans
0:08.0,,,75-85,,T. Evans misses 2-pt shot from 2 ft
0:08.0,Defensive rebound by Team,,75-85,,
0:08.0,,,75-85,,Loose ball foul by A. Ajinca (drawn by C. Paul)
0:08.0,C. Paul makes free throw 1 of 2,1,76-85,,
0:08.0,M. Barnes enters the game for B. Griffin,,76-85,,
0:08.0,D. Jones enters the game for J. Crawford,,76-85,,
0:08.0,C. Paul misses free throw 2 of 2,,76-85,,
0:07.0,,,76-85,,Defensive rebound by D. Cunningham
0:02.0,,,76-85,,Shooting foul by A. Rivers (drawn by J. Fredette)
0:02.0,,,76-86,1,J. Fredette makes free throw 1 of 3
0:02.0,,,76-87,1,J. Fredette makes free throw 2 of 3
0:02.0,,,76-87,,E. Gordon enters the game for A. Ajinca
0:02.0,,,76-88,1,J. Fredette makes free throw 3 of 3
0:00.0,C. Paul misses 3-pt shot from 42 ft,,76-88,,
0:00.0,Offensive rebound by Team,,76-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,G. Davis misses 2-pt shot from 1 ft,,76-88,,
11:41.0,,,76-88,,Defensive rebound by A. Ajinca
11:24.0,,,76-90,2,J. Fredette makes 2-pt shot from 7 ft
11:08.0,J. Crawford misses 3-pt shot from 26 ft,,76-90,,
11:07.0,,,76-90,,Defensive rebound by Q. Pondexter
10:54.0,,,76-90,,D. Cunningham misses 2-pt shot from 21 ft
10:53.0,Defensive rebound by S. Hawes,,76-90,,
10:30.0,G. Davis misses 2-pt shot from 2 ft (block by A. Ajinca),,76-90,,
10:29.0,,,76-90,,Defensive rebound by D. Cunningham
10:23.0,,,76-90,,D. Cunningham misses 2-pt shot from 1 ft
10:22.0,Defensive rebound by C. Paul,,76-90,,
10:13.0,C. Paul makes 2-pt shot from 5 ft,2,78-90,,
9:55.0,Personal foul by S. Hawes (drawn by E. Gordon),,78-90,,
9:55.0,H. Turkoglu enters the game for C. Paul,,78-90,,
9:55.0,M. Barnes enters the game for G. Davis,,78-90,,
9:41.0,,,78-90,,E. Gordon misses 2-pt shot from 15 ft
9:41.0,,,78-90,,Offensive rebound by Team
9:41.0,,,78-90,,Turnover by Team (shot clock)
9:37.0,Shooting foul by J. Fredette (drawn by A. Rivers),,78-90,,
9:37.0,A. Rivers makes free throw 1 of 2,1,79-90,,
9:37.0,A. Rivers makes free throw 2 of 2,1,80-90,,
9:14.0,,,80-90,,Q. Pondexter misses 2-pt shot from 14 ft
9:12.0,,,80-90,,Offensive rebound by Q. Pondexter
9:03.0,,,80-90,,Turnover by E. Gordon (lost ball; steal by H. Turkoglu)
8:56.0,J. Crawford makes 2-pt shot from 2 ft,2,82-90,,
8:39.0,,,82-90,,A. Ajinca misses 2-pt shot from 13 ft
8:38.0,,,82-90,,Offensive rebound by Team
8:38.0,Official timeout,,82-90,,
8:38.0,,,82-90,,T. Evans enters the game for J. Fredette
8:38.0,,,82-90,,R. Anderson enters the game for D. Cunningham
8:26.0,Personal foul by A. Rivers (drawn by E. Gordon),,82-90,,
8:18.0,,,82-90,,E. Gordon misses 2-pt shot from 16 ft
8:17.0,,,82-90,,Offensive rebound by R. Anderson
8:00.0,,,82-92,2,A. Ajinca makes 2-pt shot at rim (assist by E. Gordon)
7:48.0,A. Rivers misses 2-pt shot from 6 ft (block by A. Ajinca),,82-92,,
7:46.0,,,82-92,,Defensive rebound by A. Ajinca
7:39.0,D. Jordan enters the game for S. Hawes,,82-92,,
7:39.0,B. Griffin enters the game for H. Turkoglu,,82-92,,
7:38.0,,,82-94,2,A. Ajinca makes 2-pt shot from 2 ft (assist by Q. Pondexter)
7:38.0,,,82-94,,Shooting foul by B. Griffin (drawn by A. Ajinca)
7:38.0,C. Paul enters the game for A. Rivers,,82-94,,
7:38.0,,,82-95,1,A. Ajinca makes free throw 1 of 1
7:27.0,J. Crawford misses 2-pt shot from 18 ft,,82-95,,
7:25.0,Offensive rebound by B. Griffin,,82-95,,
7:08.0,C. Paul makes 2-pt shot from 10 ft,2,84-95,,
6:42.0,,,84-95,,R. Anderson misses 3-pt shot from 25 ft
6:40.0,Defensive rebound by D. Jordan,,84-95,,
6:27.0,C. Paul makes 2-pt shot from 9 ft,2,86-95,,
6:07.0,,,86-95,,Q. Pondexter misses 2-pt shot from 1 ft
6:06.0,,,86-95,,Offensive rebound by A. Ajinca
6:06.0,,,86-95,,A. Ajinca misses 2-pt shot from 1 ft
6:05.0,Defensive rebound by D. Jordan,,86-95,,
5:58.0,C. Paul makes 3-pt shot from 25 ft,3,89-95,,
5:57.0,,,89-95,,New Orleans full timeout
5:57.0,,,89-95,,D. Cunningham enters the game for Q. Pondexter
5:57.0,,,89-95,,O. Asik enters the game for A. Ajinca
5:49.0,,,89-95,,Turnover by E. Gordon (bad pass; steal by C. Paul)
5:42.0,M. Barnes misses 3-pt shot from 22 ft,,89-95,,
5:40.0,Offensive rebound by D. Jordan,,89-95,,
5:39.0,D. Jordan makes 2-pt shot from 2 ft,2,91-95,,
5:17.0,,,91-95,,T. Evans misses 2-pt shot from 19 ft
5:16.0,Defensive rebound by C. Paul,,91-95,,
5:07.0,C. Paul makes 3-pt shot from 24 ft,3,94-95,,
4:51.0,,,94-95,,E. Gordon misses 2-pt shot from 2 ft (block by D. Jordan)
4:51.0,,,94-95,,Offensive rebound by Team
4:45.0,,,94-95,,R. Anderson misses 2-pt shot from 18 ft
4:44.0,Defensive rebound by M. Barnes,,94-95,,
4:29.0,B. Griffin misses 2-pt shot from 21 ft,,94-95,,
4:28.0,,,94-95,,Defensive rebound by T. Evans
4:17.0,,,94-98,3,E. Gordon makes 3-pt shot from 25 ft (assist by T. Evans)
3:57.0,J. Crawford makes 2-pt shot from 17 ft (assist by B. Griffin),2,96-98,,
3:42.0,,,96-98,,O. Asik misses 2-pt shot from 1 ft (block by D. Jordan)
3:40.0,Defensive rebound by D. Jordan,,96-98,,
