time,Houston,pts.away,score,pts.home,Oklahoma City
7:08.0,Offensive rebound by Team,,93-83,,
7:08.0,T. Jones enters the game for J. Smith,,93-83,,
7:08.0,J. Harden enters the game for C. Brewer,,93-83,,
7:08.0,D. Howard makes free throw 2 of 2,1,94-83,,
6:49.0,Def 3 sec tech foul by D. Howard,,94-83,,
6:49.0,,,94-83,,R. Westbrook misses technical free throw
6:49.0,,,94-83,,Offensive rebound by Team
6:49.0,J. Dorsey enters the game for D. Howard,,94-83,,
6:44.0,Personal foul by J. Dorsey (drawn by R. Westbrook),,94-83,,
6:38.0,,,94-83,,Shooting foul by J. Harden (drawn by S. Adams)
6:38.0,,,94-84,1,S. Adams makes free throw 1 of 2
6:38.0,,,94-85,1,S. Adams makes free throw 2 of 2
6:26.0,Shooting foul by S. Adams (drawn by T. Jones),,94-85,,
6:26.0,T. Jones misses free throw 1 of 2,,94-85,,
6:26.0,Offensive rebound by Team,,94-85,,
6:26.0,T. Jones misses free throw 2 of 2,,94-85,,
6:25.0,,,94-85,,Defensive rebound by R. Westbrook
6:18.0,,,94-85,,Shooting foul by J. Dorsey (drawn by R. Westbrook)
6:18.0,,,94-86,1,R. Westbrook makes free throw 1 of 2
6:18.0,,,94-87,1,R. Westbrook makes free throw 2 of 2
6:04.0,,,94-87,,Personal foul by S. Adams (drawn by P. Prigioni)
6:04.0,,,94-87,,K. Singler enters the game for S. Adams
5:54.0,T. Ariza misses 3-pt shot from 24 ft,,94-87,,
5:53.0,,,94-87,,Defensive rebound by D. Waiters
5:45.0,,,94-89,2,A. Morrow makes 2-pt shot from 16 ft (assist by D. Waiters)
5:30.0,Offensive foul by J. Dorsey,,94-89,,
5:30.0,Turnover by J. Dorsey (offensive foul),,94-89,,
5:30.0,,,94-89,,Oklahoma City full timeout
5:30.0,J. Smith enters the game for T. Ariza,,94-89,,
5:30.0,C. Brewer enters the game for J. Dorsey,,94-89,,
5:21.0,,,94-92,3,K. Singler makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:55.0,J. Harden misses 2-pt shot from 8 ft (block by E. Kanter),,94-92,,
4:53.0,,,94-92,,Defensive rebound by R. Westbrook
4:50.0,,,94-92,,R. Westbrook misses 2-pt shot from 1 ft (block by T. Jones)
4:47.0,,,94-92,,Offensive rebound by K. Singler
4:40.0,,,94-92,,R. Westbrook misses 2-pt shot from 18 ft
4:39.0,Defensive rebound by J. Harden,,94-92,,
4:33.0,C. Brewer makes 2-pt shot from 2 ft (assist by J. Harden),2,96-92,,
4:18.0,,,96-94,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
4:18.0,,,96-94,,Shooting foul by P. Prigioni (drawn by E. Kanter)
4:18.0,J. Terry enters the game for P. Prigioni,,96-94,,
4:18.0,,,96-95,1,E. Kanter makes free throw 1 of 1
4:04.0,J. Harden makes 2-pt shot at rim,2,98-95,,
3:56.0,,,98-95,,K. Singler misses 2-pt shot from 1 ft (block by T. Jones)
3:55.0,,,98-95,,Offensive rebound by E. Kanter
3:55.0,,,98-97,2,E. Kanter makes 2-pt shot from 1 ft
3:35.0,J. Smith makes 2-pt shot from 3 ft (assist by J. Harden),2,100-97,,
3:12.0,,,100-100,3,R. Westbrook makes 3-pt shot from 25 ft (assist by D. Waiters)
2:44.0,,,100-100,,Personal foul by D. Waiters (drawn by J. Harden)
2:44.0,Official timeout,,100-100,,
2:44.0,D. Howard enters the game for T. Jones,,100-100,,
2:35.0,J. Harden makes 3-pt shot from 24 ft,3,103-100,,
2:21.0,,,103-100,,Shooting foul by J. Harden (drawn by E. Kanter)
2:21.0,,,103-101,1,E. Kanter makes free throw 1 of 2
2:21.0,,,103-101,,E. Kanter misses free throw 2 of 2
2:20.0,Defensive rebound by D. Howard,,103-101,,
1:59.0,J. Harden makes 3-pt shot from 24 ft,3,106-101,,
1:59.0,,,106-101,,Oklahoma City full timeout
1:59.0,T. Ariza enters the game for J. Smith,,106-101,,
1:50.0,,,106-101,,R. Westbrook misses 2-pt shot from 1 ft
1:49.0,Defensive rebound by T. Ariza,,106-101,,
1:45.0,C. Brewer misses 2-pt shot from 1 ft,,106-101,,
1:44.0,Offensive rebound by J. Harden,,106-101,,
1:25.0,J. Harden makes 2-pt shot from 13 ft,2,108-101,,
1:12.0,,,108-101,,A. Morrow misses 2-pt shot from 10 ft
1:11.0,Defensive rebound by D. Howard,,108-101,,
1:11.0,,,108-101,,Personal take foul by R. Westbrook (drawn by D. Howard)
1:11.0,D. Howard misses free throw 1 of 2,,108-101,,
1:11.0,Offensive rebound by Team,,108-101,,
1:11.0,D. Howard misses free throw 2 of 2,,108-101,,
1:10.0,,,108-101,,Defensive rebound by Team
1:02.0,,,108-104,3,R. Westbrook makes 3-pt shot from 24 ft
0:37.0,J. Harden misses 2-pt shot from 22 ft,,108-104,,
0:36.0,,,108-104,,Defensive rebound by A. Morrow
0:33.0,Personal foul by J. Harden (drawn by R. Westbrook),,108-104,,
0:33.0,J. Smith enters the game for J. Harden,,108-104,,
0:33.0,,,108-104,,R. Westbrook misses free throw 1 of 2
0:33.0,,,108-104,,Offensive rebound by Team
0:33.0,,,108-104,,R. Westbrook misses free throw 2 of 2
0:33.0,Jump ball: D. Howard vs. E. Kanter (T. Ariza gains possession),,,,Jump ball: D. Howard vs. E. Kanter (T. Ariza gains possession)
0:33.0,Defensive rebound by Team,,108-104,,
0:31.0,Houston full timeout,,108-104,,
0:31.0,P. Prigioni enters the game for D. Howard,,108-104,,
0:30.0,,,108-104,,Personal foul by A. Morrow (drawn by J. Terry)
0:30.0,J. Terry makes free throw 1 of 2,1,109-104,,
0:30.0,D. Howard enters the game for P. Prigioni,,109-104,,
0:30.0,J. Terry makes free throw 2 of 2,1,110-104,,
0:30.0,,,110-104,,Oklahoma City full timeout
0:30.0,,,110-104,,S. Novak enters the game for K. Singler
0:25.0,,,110-107,3,R. Westbrook makes 3-pt shot from 28 ft (assist by A. Morrow)
0:24.0,,,110-107,,Personal take foul by R. Westbrook (drawn by J. Terry)
0:24.0,J. Terry makes free throw 1 of 2,1,111-107,,
0:24.0,J. Terry makes free throw 2 of 2,1,112-107,,
0:20.0,,,112-107,,R. Westbrook misses 3-pt shot from 27 ft
0:19.0,,,112-107,,Offensive rebound by E. Kanter
0:17.0,,,112-109,2,E. Kanter makes 2-pt shot from 5 ft
0:16.0,,,112-109,,Personal foul by R. Westbrook (drawn by T. Ariza)
0:16.0,T. Ariza makes free throw 1 of 2,1,113-109,,
0:16.0,P. Prigioni enters the game for J. Smith,,113-109,,
0:16.0,T. Ariza makes free throw 2 of 2,1,114-109,,
0:11.0,,,114-109,,R. Westbrook misses 3-pt shot from 25 ft
0:09.0,,,114-109,,Offensive rebound by A. Morrow
0:06.0,,,114-112,3,A. Morrow makes 3-pt shot from 22 ft
0:05.0,,,114-112,,Personal take foul by R. Westbrook (drawn by C. Brewer)
0:05.0,C. Brewer makes free throw 1 of 2,1,115-112,,
0:05.0,,,115-112,,M. McGary enters the game for S. Novak
0:05.0,C. Brewer misses free throw 2 of 2,,115-112,,
0:03.0,,,115-112,,Defensive rebound by M. McGary
0:03.0,,,115-112,,Oklahoma City full timeout
0:03.0,,,115-112,,S. Novak enters the game for M. McGary
0:00.0,,,115-112,,R. Westbrook misses 3-pt shot from 33 ft
0:00.0,,,115-112,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
