time,LA Clippers,pts.away,score,pts.home,Utah
6:45.0,,,15-11,2,D. Favors makes 2-pt shot from 2 ft
6:35.0,B. Griffin misses 2-pt shot from 21 ft,,15-11,,
6:33.0,Offensive rebound by D. Jordan,,15-11,,
6:19.0,C. Paul makes 2-pt shot from 16 ft,2,17-11,,
6:05.0,,,17-11,,Turnover by G. Hayward (bad pass)
5:43.0,B. Griffin misses 2-pt shot from 3 ft,,17-11,,
5:41.0,Offensive rebound by B. Griffin,,17-11,,
5:41.0,B. Griffin makes 2-pt shot from 1 ft,2,19-11,,
5:37.0,,,19-11,,Utah full timeout
5:37.0,,,19-11,,J. Ingles enters the game for G. Hayward
5:37.0,,,19-11,,T. Booker enters the game for E. Kanter
5:26.0,,,19-11,,J. Ingles misses 3-pt shot from 23 ft
5:25.0,,,19-11,,Offensive rebound by T. Booker
5:14.0,,,19-11,,Offensive charge foul by J. Ingles
5:14.0,,,19-11,,Turnover by J. Ingles (offensive foul)
5:02.0,J. Redick misses 2-pt shot from 16 ft,,19-11,,
5:01.0,Offensive rebound by D. Jordan,,19-11,,
4:58.0,,,19-11,,Violation by A. Burks (def goaltending)
4:58.0,J. Redick makes 2-pt shot from 1 ft (assist by D. Jordan),2,21-11,,
4:38.0,,,21-11,,Turnover by T. Booker (lost ball; steal by M. Barnes)
4:34.0,Shooting foul by A. Burks (drawn by M. Barnes),,21-11,,
4:34.0,M. Barnes makes free throw 1 of 2,1,22-11,,
4:34.0,,,22-11,,R. Hood enters the game for A. Burks
4:34.0,M. Barnes makes free throw 2 of 2,1,23-11,,
4:21.0,,,23-13,2,D. Favors makes 2-pt shot at rim (assist by R. Hood)
4:04.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,25-13,,
3:53.0,,,25-15,2,D. Favors makes 2-pt shot from 15 ft (assist by T. Burke)
3:31.0,M. Barnes makes 3-pt shot from 25 ft (assist by C. Paul),3,28-15,,
3:15.0,,,28-15,,R. Hood misses 3-pt shot from 23 ft
3:13.0,Defensive rebound by M. Barnes,,28-15,,
2:57.0,Shooting foul by T. Burke (drawn by B. Griffin),,28-15,,
2:57.0,LA Clippers full timeout,,28-15,,
2:57.0,J. Crawford enters the game for M. Barnes,,28-15,,
2:57.0,,,28-15,,D. Exum enters the game for T. Burke
2:57.0,,,28-15,,R. Gobert enters the game for D. Favors
2:57.0,B. Griffin misses free throw 1 of 2,,28-15,,
2:57.0,Offensive rebound by Team,,28-15,,
2:57.0,B. Griffin makes free throw 2 of 2,1,29-15,,
2:43.0,Personal foul by J. Crawford (drawn by J. Ingles),,29-15,,
2:29.0,,,29-15,,T. Booker misses 3-pt shot from 24 ft
2:28.0,Defensive rebound by Team,,29-15,,
2:16.0,J. Redick misses 3-pt shot from 24 ft,,29-15,,
2:15.0,,,29-15,,Defensive rebound by R. Gobert
2:00.0,,,29-15,,R. Gobert misses 2-pt shot from 4 ft
1:59.0,Defensive rebound by B. Griffin,,29-15,,
1:53.0,J. Redick misses 3-pt shot from 24 ft,,29-15,,
1:50.0,,,29-15,,Defensive rebound by J. Ingles
1:43.0,,,29-15,,R. Hood misses 3-pt shot from 24 ft
1:42.0,Defensive rebound by D. Jordan,,29-15,,
1:24.0,J. Crawford makes 3-pt shot from 24 ft (assist by J. Redick),3,32-15,,
1:11.0,Personal foul by B. Griffin (drawn by T. Booker),,32-15,,
1:11.0,J. Farmar enters the game for J. Redick,,32-15,,
1:11.0,S. Hawes enters the game for D. Jordan,,32-15,,
1:11.0,,,32-15,,A. Burks enters the game for R. Hood
1:00.0,,,32-15,,A. Burks misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by B. Griffin,,32-15,,
0:46.0,J. Crawford makes 3-pt shot from 24 ft (assist by S. Hawes),3,35-15,,
0:32.0,,,35-15,,D. Exum misses 2-pt shot from 9 ft
0:31.0,Defensive rebound by S. Hawes,,35-15,,
0:10.0,C. Paul misses 3-pt shot from 25 ft,,35-15,,
0:06.0,Offensive rebound by B. Griffin,,35-15,,
0:06.0,B. Griffin misses 2-pt shot from 4 ft,,35-15,,
0:04.0,,,35-15,,Defensive rebound by J. Ingles
0:00.0,,,35-18,3,D. Exum makes 3-pt shot from 24 ft (assist by J. Ingles)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Turnover by J. Farmar (lost ball; steal by T. Booker),,35-18,,
11:47.0,,,35-20,2,D. Exum makes 2-pt shot at rim (assist by T. Booker)
11:28.0,J. Crawford misses 3-pt shot from 25 ft,,35-20,,
11:27.0,,,35-20,,Defensive rebound by Team
11:06.0,,,35-20,,Shooting foul by S. Hawes (drawn by A. Burks)
11:06.0,,,35-21,1,A. Burks makes free throw 1 of 2
11:06.0,,,35-22,1,A. Burks makes free throw 2 of 2
10:48.0,J. Farmar misses 3-pt shot from 25 ft,,35-22,,
10:47.0,Offensive rebound by J. Farmar,,35-22,,
10:39.0,Offensive foul by G. Davis,,35-22,,
10:39.0,Turnover by G. Davis (offensive foul),,35-22,,
10:39.0,R. Bullock enters the game for H. Turkoglu,,35-22,,
10:26.0,,,35-25,3,G. Hayward makes 3-pt shot from 24 ft (assist by R. Gobert)
10:21.0,LA Clippers full timeout,,35-25,,
10:10.0,Turnover by J. Crawford (bad pass; steal by A. Burks),,35-25,,
10:07.0,,,35-27,2,T. Booker makes 2-pt shot at rim (assist by G. Hayward)
9:44.0,J. Farmar makes 2-pt shot from 20 ft,2,37-27,,
9:23.0,,,37-29,2,G. Hayward makes 2-pt shot from 3 ft
9:10.0,R. Bullock misses 2-pt shot from 16 ft,,37-29,,
9:08.0,Offensive rebound by J. Farmar,,37-29,,
9:00.0,S. Hawes misses 3-pt shot from 25 ft,,37-29,,
9:00.0,,,37-29,,Defensive rebound by Team
8:39.0,,,37-29,,Turnover by D. Exum (bad pass; steal by R. Bullock)
8:30.0,Shooting foul by T. Booker (drawn by S. Hawes),,37-29,,
8:30.0,S. Hawes misses free throw 1 of 2,,37-29,,
8:30.0,Offensive rebound by Team,,37-29,,
8:30.0,S. Hawes misses free throw 2 of 2,,37-29,,
8:29.0,,,37-29,,Defensive rebound by R. Gobert
8:19.0,Personal foul by S. Hawes (drawn by G. Hayward),,37-29,,
8:03.0,,,37-29,,G. Hayward misses 3-pt shot from 25 ft
8:03.0,,,37-29,,Offensive rebound by T. Booker
8:03.0,,,37-31,2,T. Booker makes 2-pt shot from 1 ft
8:03.0,,,37-31,,Shooting foul by R. Bullock (drawn by T. Booker)
8:03.0,M. Barnes enters the game for R. Bullock,,37-31,,
8:03.0,,,37-31,,R. Hood enters the game for A. Burks
8:03.0,,,37-32,1,T. Booker makes free throw 1 of 1
7:48.0,J. Crawford misses 3-pt shot from 24 ft,,37-32,,
7:47.0,,,37-32,,Defensive rebound by T. Booker
7:36.0,,,37-32,,T. Booker misses 3-pt shot from 24 ft
7:34.0,Defensive rebound by M. Barnes,,37-32,,
7:25.0,J. Crawford makes 2-pt shot from 19 ft,2,39-32,,
7:10.0,Personal foul by G. Davis (drawn by G. Hayward),,39-32,,
7:10.0,,,39-32,,T. Burke enters the game for D. Exum
7:10.0,,,39-32,,D. Favors enters the game for R. Gobert
7:10.0,C. Paul enters the game for J. Farmar,,39-32,,
7:10.0,D. Jordan enters the game for G. Davis,,39-32,,
6:59.0,,,39-34,2,G. Hayward makes 2-pt shot from 8 ft
6:43.0,D. Jordan makes 2-pt shot from 5 ft,2,41-34,,
6:35.0,,,41-34,,Shooting foul by S. Hawes (drawn by T. Booker)
6:35.0,,,41-34,,T. Booker misses free throw 1 of 2
6:35.0,,,41-34,,Offensive rebound by Team
6:35.0,B. Griffin enters the game for S. Hawes,,41-34,,
6:35.0,,,41-35,1,T. Booker makes free throw 2 of 2
6:25.0,Turnover by J. Crawford (bad pass; steal by G. Hayward),,41-35,,
6:24.0,Clear path foul by M. Barnes,,41-35,,
6:24.0,,,41-36,1,G. Hayward makes clear path free throw 1 of 2
6:24.0,,,41-36,,G. Hayward misses clear path free throw 2 of 2
6:24.0,,,41-36,,Offensive rebound by Team
6:24.0,,,41-36,,Utah full timeout
6:24.0,,,41-36,,E. Kanter enters the game for T. Booker
6:13.0,,,41-36,,R. Hood misses 2-pt shot from 11 ft
6:12.0,,,41-36,,Offensive rebound by E. Kanter
6:10.0,,,41-36,,E. Kanter misses 2-pt shot from 2 ft (block by M. Barnes)
6:08.0,Defensive rebound by C. Paul,,41-36,,
5:55.0,M. Barnes misses 3-pt shot from 24 ft,,41-36,,
5:53.0,Offensive rebound by C. Paul,,41-36,,
5:43.0,,,41-36,,Violation by D. Favors (def goaltending)
5:43.0,B. Griffin makes 2-pt shot from 5 ft,2,43-36,,
5:33.0,,,43-36,,Shooting foul by J. Crawford (drawn by G. Hayward)
5:33.0,,,43-37,1,G. Hayward makes free throw 1 of 2
5:33.0,J. Redick enters the game for J. Crawford,,43-37,,
5:33.0,,,43-37,,J. Ingles enters the game for R. Hood
5:33.0,,,43-38,1,G. Hayward makes free throw 2 of 2
5:10.0,B. Griffin makes 3-pt shot from 24 ft,3,46-38,,
5:01.0,,,46-38,,Turnover by T. Burke (lost ball; steal by C. Paul)
4:48.0,,,46-38,,Personal foul by T. Burke (drawn by C. Paul)
4:41.0,C. Paul makes 2-pt shot from 17 ft,2,48-38,,
4:23.0,,,48-41,3,G. Hayward makes 3-pt shot from 25 ft (assist by T. Burke)
4:06.0,M. Barnes makes 3-pt shot from 24 ft (assist by C. Paul),3,51-41,,
3:53.0,,,51-43,2,E. Kanter makes 2-pt shot from 3 ft (assist by D. Favors)
3:29.0,Turnover by B. Griffin (lost ball),,51-43,,
3:29.0,Technical foul by B. Griffin,,51-43,,
3:29.0,,,51-43,,T. Burke misses technical free throw
3:29.0,,,51-43,,Offensive rebound by Team
3:29.0,,,51-43,,A. Burks enters the game for J. Ingles
3:06.0,,,51-45,2,G. Hayward makes 2-pt shot from 5 ft
2:53.0,Shooting foul by E. Kanter (drawn by J. Redick),,51-45,,
2:53.0,Official timeout,,51-45,,
2:53.0,J. Redick makes free throw 1 of 2,1,52-45,,
2:53.0,J. Redick makes free throw 2 of 2,1,53-45,,
2:43.0,,,53-45,,E. Kanter misses 2-pt shot from 17 ft
2:42.0,Defensive rebound by J. Redick,,53-45,,
2:26.0,Shooting foul by T. Burke (drawn by C. Paul),,53-45,,
2:26.0,C. Paul makes free throw 1 of 2,1,54-45,,
2:26.0,,,54-45,,D. Exum enters the game for T. Burke
2:26.0,,,54-45,,J. Ingles enters the game for A. Burks
2:26.0,C. Paul makes free throw 2 of 2,1,55-45,,
2:08.0,,,55-45,,D. Exum misses 3-pt shot from 25 ft
2:07.0,,,55-45,,Offensive rebound by D. Favors
1:54.0,,,55-47,2,G. Hayward makes 2-pt shot from 1 ft
1:27.0,C. Paul misses 2-pt shot from 20 ft,,55-47,,
1:26.0,,,55-47,,Defensive rebound by G. Hayward
1:12.0,Personal foul by B. Griffin (drawn by G. Hayward),,55-47,,
1:12.0,,,55-47,,G. Hayward misses free throw 1 of 2
1:12.0,,,55-47,,Offensive rebound by Team
1:12.0,J. Crawford enters the game for M. Barnes,,55-47,,
1:12.0,,,55-48,1,G. Hayward makes free throw 2 of 2
0:56.0,C. Paul makes 2-pt shot from 4 ft,2,57-48,,
0:39.0,,,57-48,,E. Kanter misses 2-pt shot from 11 ft
0:38.0,Defensive rebound by J. Redick,,57-48,,
0:30.0,C. Paul makes 2-pt shot from 20 ft,2,59-48,,
0:09.0,,,59-50,2,G. Hayward makes 2-pt shot from 15 ft
0:01.0,J. Crawford makes 2-pt shot from 18 ft,2,61-50,,
0:01.0,Shooting foul by D. Exum (drawn by J. Crawford),,61-50,,
0:01.0,,,61-50,,R. Gobert enters the game for E. Kanter
0:01.0,J. Crawford makes free throw 1 of 1,1,62-50,,
0:00.0,,,62-50,,D. Exum misses 3-pt shot from 67 ft
0:00.0,,,62-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,C. Paul misses 2-pt shot from 17 ft,,62-50,,
11:36.0,,,62-50,,Defensive rebound by T. Burke
11:15.0,,,62-52,2,A. Burks makes 2-pt shot from 17 ft
10:58.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,64-52,,
10:36.0,,,64-55,3,T. Burke makes 3-pt shot from 25 ft (assist by A. Burks)
10:12.0,M. Barnes misses 2-pt shot from 5 ft,,64-55,,
10:11.0,Offensive rebound by D. Jordan,,64-55,,
10:11.0,D. Jordan makes 2-pt shot from 2 ft,2,66-55,,
9:58.0,,,66-55,,Shooting foul by D. Jordan (drawn by D. Favors)
9:58.0,,,66-55,,D. Favors misses free throw 1 of 2
9:58.0,,,66-55,,Offensive rebound by Team
9:58.0,,,66-56,1,D. Favors makes free throw 2 of 2
9:41.0,Turnover by M. Barnes (bad pass),,66-56,,
9:32.0,,,66-56,,Offensive foul by D. Favors
9:32.0,,,66-56,,Turnover by D. Favors (offensive foul)
9:19.0,B. Griffin makes 2-pt shot from 16 ft,2,68-56,,
9:04.0,,,68-56,,Turnover by T. Burke (bad pass; steal by C. Paul)
8:58.0,J. Redick makes 2-pt shot from 1 ft (assist by C. Paul),2,70-56,,
8:44.0,,,70-59,3,G. Hayward makes 3-pt shot from 24 ft (assist by A. Burks)
8:31.0,Shooting foul by A. Burks (drawn by J. Redick),,70-59,,
8:31.0,J. Redick makes free throw 1 of 3,1,71-59,,
8:31.0,J. Redick makes free throw 2 of 3,1,72-59,,
8:31.0,J. Redick misses free throw 3 of 3,,72-59,,
8:29.0,,,72-59,,Defensive rebound by D. Favors
8:14.0,,,72-59,,Turnover by D. Favors (bad pass; steal by J. Redick)
8:05.0,B. Griffin makes 2-pt shot from 4 ft (assist by C. Paul),2,74-59,,
8:01.0,,,74-59,,Utah full timeout
7:52.0,,,74-59,,G. Hayward misses 2-pt shot from 2 ft (block by D. Jordan)
7:52.0,,,74-59,,Offensive rebound by Team
7:42.0,,,74-61,2,G. Hayward makes 2-pt shot from 20 ft
7:12.0,B. Griffin makes 2-pt shot from 14 ft,2,76-61,,
6:51.0,,,76-61,,E. Kanter misses 2-pt shot from 4 ft
6:49.0,Defensive rebound by D. Jordan,,76-61,,
6:42.0,,,76-61,,Personal foul by E. Kanter (drawn by D. Jordan)
6:35.0,C. Paul makes 2-pt shot from 19 ft,2,78-61,,
6:18.0,,,78-61,,Shooting foul by J. Redick (drawn by A. Burks)
6:18.0,,,78-61,,A. Burks misses free throw 1 of 2
6:18.0,,,78-61,,Offensive rebound by Team
6:18.0,,,78-61,,T. Booker enters the game for E. Kanter
6:18.0,,,78-61,,J. Ingles enters the game for G. Hayward
6:18.0,,,78-61,,A. Burks misses free throw 2 of 2
6:17.0,Defensive rebound by B. Griffin,,78-61,,
5:53.0,C. Paul makes 2-pt shot from 14 ft,2,80-61,,
5:37.0,,,80-61,,D. Favors misses 2-pt shot from 3 ft (block by D. Jordan)
5:35.0,Defensive rebound by D. Jordan,,80-61,,
5:24.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,82-61,,
5:18.0,,,82-63,2,T. Booker makes 2-pt shot from 2 ft (assist by A. Burks)
5:08.0,LA Clippers full timeout,,82-63,,
5:08.0,J. Crawford enters the game for M. Barnes,,82-63,,
4:51.0,C. Paul misses 2-pt shot from 21 ft,,82-63,,
4:49.0,,,82-63,,Defensive rebound by J. Ingles
4:29.0,,,82-63,,Shooting foul by J. Redick (drawn by T. Booker)
4:29.0,,,82-64,1,T. Booker makes free throw 1 of 2
4:29.0,,,82-64,,T. Booker misses free throw 2 of 2
4:27.0,Defensive rebound by D. Jordan,,82-64,,
4:16.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,84-64,,
4:00.0,,,84-66,2,D. Favors makes 2-pt shot from 1 ft
3:43.0,S. Hawes enters the game for D. Jordan,,84-66,,
3:37.0,J. Crawford misses 2-pt shot from 19 ft,,84-66,,
3:35.0,,,84-66,,Defensive rebound by A. Burks
3:25.0,,,84-66,,Shooting foul by S. Hawes (drawn by D. Favors)
3:25.0,,,84-67,1,D. Favors makes free throw 1 of 2
3:25.0,J. Farmar enters the game for J. Redick,,84-67,,
3:25.0,,,84-67,,D. Favors misses free throw 2 of 2
3:22.0,Defensive rebound by C. Paul,,84-67,,
3:08.0,B. Griffin misses 2-pt shot from 18 ft,,84-67,,
3:07.0,,,84-67,,Defensive rebound by A. Burks
3:07.0,,,84-67,,Turnover by A. Burks (lost ball)
3:05.0,,,84-67,,D. Exum enters the game for T. Burke
3:05.0,,,84-67,,R. Gobert enters the game for T. Booker
2:57.0,Turnover by C. Paul (bad pass; steal by J. Ingles),,84-67,,
2:47.0,,,84-69,2,R. Gobert makes 2-pt shot at rim (assist by J. Ingles)
2:35.0,,,84-69,,Personal foul by D. Exum (drawn by C. Paul)
2:22.0,J. Crawford makes 2-pt shot from 3 ft,2,86-69,,
2:07.0,,,86-69,,Turnover by D. Exum (traveling)
2:07.0,G. Davis enters the game for B. Griffin,,86-69,,
1:54.0,G. Davis makes 2-pt shot from 2 ft (assist by C. Paul),2,88-69,,
1:40.0,,,88-69,,A. Burks misses 2-pt shot from 3 ft (block by S. Hawes)
1:40.0,Defensive rebound by S. Hawes,,88-69,,
1:40.0,M. Barnes enters the game for C. Paul,,88-69,,
1:40.0,Jump ball: A. Burks vs. S. Hawes (J. Crawford gains possession),,,,Jump ball: A. Burks vs. S. Hawes (J. Crawford gains possession)
1:26.0,J. Crawford misses 2-pt shot from 21 ft,,88-69,,
1:25.0,,,88-69,,Defensive rebound by R. Gobert
1:04.0,,,88-71,2,D. Favors makes 2-pt shot from 16 ft (assist by J. Ingles)
0:48.0,J. Farmar makes 2-pt shot from 18 ft (assist by S. Hawes),2,90-71,,
0:41.0,,,90-73,2,A. Burks makes 2-pt shot from 4 ft
0:41.0,,,90-73,,Shooting foul by M. Barnes (drawn by A. Burks)
0:41.0,,,90-74,1,A. Burks makes free throw 1 of 1
0:33.0,J. Crawford misses 2-pt shot from 2 ft,,90-74,,
0:32.0,,,90-74,,Defensive rebound by D. Favors
0:20.0,,,90-76,2,D. Favors makes 2-pt shot at rim (assist by D. Exum)
0:11.0,,,90-76,,Personal foul by J. Ingles (drawn by J. Crawford)
0:11.0,J. Redick enters the game for G. Davis,,90-76,,
0:11.0,,,90-76,,T. Booker enters the game for R. Gobert
0:01.0,M. Barnes misses 3-pt shot from 26 ft,,90-76,,
0:00.0,,,90-76,,Defensive rebound by D. Exum
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,90-76,,Offensive foul by J. Ingles
11:48.0,,,90-76,,Turnover by J. Ingles (offensive foul)
11:36.0,J. Farmar misses 3-pt shot from 24 ft,,90-76,,
11:35.0,,,90-76,,Defensive rebound by T. Booker
11:29.0,,,90-76,,Shooting foul by M. Barnes (drawn by G. Hayward)
11:29.0,,,90-76,,G. Hayward misses free throw 1 of 2
11:29.0,,,90-76,,Offensive rebound by Team
11:29.0,,,90-76,,G. Hayward misses free throw 2 of 2
11:27.0,Defensive rebound by S. Hawes,,90-76,,
11:15.0,S. Hawes makes 2-pt shot from 20 ft (assist by J. Farmar),2,92-76,,
10:59.0,,,92-76,,G. Hayward misses 2-pt shot from 18 ft
10:58.0,Defensive rebound by M. Barnes,,92-76,,
10:38.0,J. Crawford misses 2-pt shot from 5 ft (block by R. Gobert),,92-76,,
10:38.0,Offensive rebound by Team,,92-76,,
10:38.0,,,92-76,,R. Hood enters the game for J. Ingles
10:35.0,S. Hawes misses 3-pt shot from 24 ft,,92-76,,
10:34.0,,,92-76,,Defensive rebound by R. Hood
10:18.0,,,92-76,,Turnover by T. Booker (traveling)
10:13.0,J. Farmar makes 3-pt shot from 25 ft,3,95-76,,
9:44.0,,,95-76,,T. Booker misses 2-pt shot from 14 ft
9:43.0,,,95-76,,Offensive rebound by R. Gobert
9:43.0,Loose ball foul by J. Farmar (drawn by R. Gobert),,95-76,,
9:38.0,Personal foul by M. Barnes (drawn by G. Hayward),,95-76,,
9:27.0,,,95-78,2,G. Hayward makes 2-pt shot from 21 ft
9:11.0,J. Farmar makes 3-pt shot from 24 ft,3,98-78,,
9:03.0,,,98-78,,Utah full timeout
8:57.0,,,98-78,,G. Hayward misses 2-pt shot from 19 ft
8:55.0,Defensive rebound by J. Crawford,,98-78,,
8:32.0,J. Crawford misses 3-pt shot from 24 ft,,98-78,,
8:30.0,,,98-78,,Defensive rebound by T. Booker
8:18.0,Personal foul by M. Barnes (drawn by R. Gobert),,98-78,,
8:18.0,J. Redick enters the game for M. Barnes,,98-78,,
8:03.0,,,98-78,,D. Exum misses 2-pt shot from 19 ft
7:58.0,,,98-78,,Offensive rebound by T. Booker
7:55.0,,,98-78,,Shooting foul by J. Redick (drawn by R. Hood)
7:55.0,,,98-79,1,R. Hood makes free throw 1 of 2
7:55.0,,,98-79,,T. Burke enters the game for D. Exum
7:55.0,,,98-80,1,R. Hood makes free throw 2 of 2
7:40.0,Turnover by J. Farmar (bad pass),,98-80,,
7:23.0,,,98-80,,T. Burke misses 3-pt shot from 24 ft
7:21.0,,,98-80,,Offensive rebound by T. Booker
7:21.0,,,98-80,,Shooting foul by S. Hawes (drawn by T. Booker)
7:21.0,,,98-81,1,T. Booker makes free throw 1 of 2
7:21.0,B. Griffin enters the game for S. Hawes,,98-81,,
7:21.0,,,98-81,,D. Favors enters the game for R. Gobert
7:21.0,,,98-82,1,T. Booker makes free throw 2 of 2
7:06.0,J. Redick misses 3-pt shot from 23 ft,,98-82,,
7:04.0,,,98-82,,Defensive rebound by R. Hood
6:47.0,,,98-82,,R. Hood misses 2-pt shot from 15 ft
6:44.0,,,98-82,,Offensive rebound by T. Booker
6:44.0,,,98-84,2,T. Booker makes 2-pt shot at rim
6:28.0,Turnover by J. Crawford (bad pass; steal by T. Booker),,98-84,,
6:26.0,,,98-84,,Shooting foul by B. Griffin (drawn by T. Booker)
6:26.0,,,98-85,1,T. Booker makes free throw 1 of 2
6:26.0,D. Jordan enters the game for G. Davis,,98-85,,
6:26.0,C. Paul enters the game for J. Farmar,,98-85,,
6:26.0,,,98-86,1,T. Booker makes free throw 2 of 2
6:06.0,J. Crawford makes 3-pt shot from 23 ft (assist by B. Griffin),3,101-86,,
6:01.0,,,101-86,,G. Hayward misses 2-pt shot from 4 ft
6:01.0,Defensive rebound by Team,,101-86,,
5:40.0,J. Redick makes 3-pt shot from 23 ft (assist by B. Griffin),3,104-86,,
5:20.0,,,104-86,,T. Burke misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by J. Crawford,,104-86,,
5:03.0,Turnover by J. Crawford (bad pass; steal by T. Booker),,104-86,,
5:00.0,,,104-86,,Turnover by T. Booker (bad pass; steal by J. Crawford)
4:54.0,J. Crawford misses 3-pt shot from 23 ft,,104-86,,
4:53.0,,,104-86,,Defensive rebound by D. Favors
4:53.0,,,104-86,,Utah full timeout
4:49.0,Official timeout,,104-86,,
4:49.0,,,104-86,,R. Gobert enters the game for T. Booker
4:49.0,,,104-86,,A. Burks enters the game for R. Hood
4:37.0,,,104-86,,T. Burke misses 3-pt shot from 24 ft
4:35.0,Defensive rebound by J. Redick,,104-86,,
4:19.0,C. Paul misses 2-pt shot from 16 ft,,104-86,,
4:18.0,,,104-86,,Defensive rebound by D. Favors
4:09.0,,,104-86,,R. Gobert misses 2-pt shot from 7 ft
4:07.0,,,104-86,,Offensive rebound by D. Favors
4:07.0,,,104-88,2,D. Favors makes 2-pt shot at rim
3:43.0,B. Griffin misses 2-pt shot from 20 ft,,104-88,,
3:40.0,,,104-88,,Defensive rebound by G. Hayward
3:34.0,,,104-88,,G. Hayward misses 2-pt shot from 3 ft (block by D. Jordan)
3:34.0,,,104-88,,Offensive rebound by Team
3:16.0,,,104-88,,D. Favors misses 2-pt shot from 19 ft
3:15.0,Defensive rebound by D. Jordan,,104-88,,
2:51.0,J. Redick misses 3-pt shot from 25 ft,,104-88,,
2:49.0,,,104-88,,Defensive rebound by R. Gobert
2:42.0,,,104-90,2,D. Favors makes 2-pt shot at rim (assist by A. Burks)
2:21.0,J. Crawford misses 3-pt shot from 23 ft,,104-90,,
2:20.0,,,104-90,,Defensive rebound by G. Hayward
2:16.0,,,104-90,,Shooting foul by J. Redick (drawn by D. Favors)
2:16.0,LA Clippers full timeout,,104-90,,
2:16.0,,,104-90,,D. Favors misses free throw 1 of 2
2:16.0,,,104-90,,Offensive rebound by Team
2:16.0,,,104-91,1,D. Favors makes free throw 2 of 2
2:04.0,J. Crawford makes 2-pt shot from 9 ft,2,106-91,,
2:04.0,Shooting foul by R. Gobert (drawn by J. Crawford),,106-91,,
2:04.0,S. Hawes enters the game for D. Jordan,,106-91,,
2:04.0,G. Davis enters the game for B. Griffin,,106-91,,
2:04.0,J. Farmar enters the game for C. Paul,,106-91,,
2:04.0,,,106-91,,T. Booker enters the game for D. Favors
2:04.0,,,106-91,,R. Hood enters the game for A. Burks
2:04.0,,,106-91,,D. Exum enters the game for T. Burke
2:04.0,R. Bullock enters the game for J. Redick,,106-91,,
2:04.0,J. Crawford makes free throw 1 of 1,1,107-91,,
