time,New York,pts.away,score,pts.home,Atlanta
8:23.0,L. Thomas misses 3-pt shot from 23 ft,,4-13,,
8:21.0,,,4-13,,Defensive rebound by J. Teague
8:15.0,,,4-13,,Turnover by J. Teague (bad pass; steal by L. Thomas)
8:02.0,J. Smith makes 3-pt shot from 22 ft (assist by T. Hardaway),3,7-13,,
7:46.0,,,7-13,,A. Horford misses 2-pt shot from 19 ft
7:45.0,Defensive rebound by L. Amundson,,7-13,,
7:38.0,T. Hardaway misses 2-pt shot from 5 ft,,7-13,,
7:36.0,Offensive rebound by L. Amundson,,7-13,,
7:36.0,L. Amundson makes 2-pt shot at rim,2,9-13,,
7:19.0,,,9-16,3,D. Carroll makes 3-pt shot from 23 ft (assist by J. Teague)
7:04.0,L. Galloway makes 2-pt shot from 14 ft (assist by T. Hardaway),2,11-16,,
6:39.0,,,11-18,2,D. Carroll makes 2-pt shot from 6 ft
6:23.0,L. Galloway makes 3-pt shot from 23 ft (assist by L. Amundson),3,14-18,,
6:09.0,,,14-18,,A. Horford misses 2-pt shot from 2 ft (block by L. Amundson)
6:07.0,Defensive rebound by Team,,14-18,,
5:54.0,,,14-18,,Personal foul by M. Muscala (drawn by T. Hardaway)
5:54.0,,,14-18,,K. Bazemore enters the game for K. Korver
5:54.0,,,14-18,,M. Scott enters the game for A. Horford
5:40.0,T. Hardaway makes 2-pt shot from 2 ft (assist by L. Galloway),2,16-18,,
5:29.0,,,16-18,,J. Teague misses 2-pt shot from 1 ft
5:28.0,,,16-18,,Offensive rebound by K. Bazemore
5:28.0,,,16-20,2,K. Bazemore makes 2-pt shot at rim
5:10.0,T. Hardaway makes 3-pt shot from 23 ft (assist by L. Thomas),3,19-20,,
4:48.0,,,19-20,,M. Scott misses 2-pt shot from 15 ft
4:47.0,Defensive rebound by L. Galloway,,19-20,,
4:40.0,L. Galloway makes 2-pt shot from 12 ft,2,21-20,,
4:31.0,,,21-22,2,J. Teague makes 2-pt shot from 3 ft
4:14.0,Turnover by L. Thomas (bad pass; steal by M. Muscala),,21-22,,
4:08.0,,,21-22,,K. Bazemore misses 3-pt shot from 23 ft
4:04.0,,,21-22,,Offensive rebound by M. Scott
3:51.0,,,21-22,,Shooting foul by J. Smith (drawn by K. Bazemore)
3:51.0,,,21-22,,K. Bazemore misses free throw 1 of 2
3:51.0,,,21-22,,Offensive rebound by Team
3:51.0,,,21-22,,E. Brand enters the game for M. Muscala
3:51.0,Q. Acy enters the game for L. Thomas,,21-22,,
3:51.0,C. Early enters the game for J. Smith,,21-22,,
3:51.0,S. Larkin enters the game for L. Galloway,,21-22,,
3:51.0,,,21-22,,S. Mack enters the game for J. Teague
3:51.0,,,21-23,1,K. Bazemore makes free throw 2 of 2
3:37.0,Q. Acy makes 2-pt shot from 21 ft (assist by S. Larkin),2,23-23,,
3:14.0,,,23-23,,K. Bazemore misses 2-pt shot from 20 ft
3:12.0,Defensive rebound by C. Early,,23-23,,
2:57.0,T. Hardaway makes 3-pt shot from 24 ft (assist by L. Amundson),3,26-23,,
2:50.0,,,26-23,,Atlanta full timeout
2:41.0,,,26-23,,M. Scott misses 3-pt shot from 24 ft
2:39.0,Defensive rebound by Q. Acy,,26-23,,
2:27.0,T. Hardaway makes 2-pt shot from 7 ft (assist by S. Larkin),2,28-23,,
2:09.0,,,28-25,2,M. Scott makes 2-pt shot from 1 ft (assist by S. Mack)
1:50.0,Shooting foul by K. Bazemore (drawn by T. Hardaway),,28-25,,
1:50.0,T. Hardaway makes 2-pt shot from 11 ft (assist by Q. Acy),2,30-25,,
1:50.0,,,30-25,,K. Korver enters the game for D. Carroll
1:50.0,T. Hardaway makes free throw 1 of 1,1,31-25,,
1:38.0,,,31-25,,S. Mack misses 2-pt shot from 2 ft (block by L. Amundson)
1:36.0,Defensive rebound by C. Early,,31-25,,
1:26.0,T. Hardaway misses 3-pt shot from 26 ft,,31-25,,
1:24.0,,,31-25,,Defensive rebound by K. Korver
1:17.0,,,31-25,,Shooting foul by C. Early (drawn by K. Korver)
1:17.0,,,31-26,1,K. Korver makes free throw 1 of 3
1:17.0,,,31-27,1,K. Korver makes free throw 2 of 3
1:17.0,,,31-27,,A. Horford enters the game for E. Brand
1:17.0,R. Ledo enters the game for T. Hardaway,,31-27,,
1:17.0,,,31-28,1,K. Korver makes free throw 3 of 3
1:08.0,Shooting foul by K. Bazemore (drawn by L. Amundson),,31-28,,
1:08.0,L. Amundson misses free throw 1 of 2,,31-28,,
1:08.0,Offensive rebound by Team,,31-28,,
1:08.0,L. Amundson misses free throw 2 of 2,,31-28,,
1:06.0,,,31-28,,Defensive rebound by M. Scott
0:45.0,,,31-28,,K. Bazemore misses 2-pt shot from 16 ft
0:42.0,Defensive rebound by C. Early,,31-28,,
0:36.0,Shooting foul by A. Horford (drawn by L. Amundson),,31-28,,
0:36.0,L. Amundson makes free throw 1 of 2,1,32-28,,
0:36.0,L. Amundson misses free throw 2 of 2,,32-28,,
0:34.0,,,32-28,,Defensive rebound by K. Bazemore
0:27.0,,,32-28,,S. Mack misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by Q. Acy,,32-28,,
0:04.0,Turnover by R. Ledo (bad pass; steal by S. Mack),,32-28,,
0:00.0,,,32-28,,K. Bazemore misses 3-pt shot from 25 ft
0:00.0,,,32-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,32-28,,S. Mack misses 2-pt shot from 16 ft
11:43.0,Defensive rebound by S. Larkin,,32-28,,
11:36.0,Offensive charge foul by L. Amundson,,32-28,,
11:36.0,Turnover by L. Amundson (offensive foul),,32-28,,
11:19.0,,,32-28,,A. Horford misses 2-pt shot from 7 ft
11:19.0,Defensive rebound by Team,,32-28,,
11:19.0,,,32-28,,Loose ball foul by M. Muscala (drawn by Q. Acy)
11:04.0,Q. Acy makes 2-pt shot from 17 ft (assist by S. Larkin),2,34-28,,
10:44.0,,,34-28,,A. Horford misses 2-pt shot from 16 ft
10:43.0,Defensive rebound by S. Larkin,,34-28,,
10:34.0,Q. Acy makes 3-pt shot from 24 ft (assist by C. Early),3,37-28,,
10:20.0,,,37-30,2,S. Mack makes 2-pt shot from 10 ft (assist by A. Horford)
10:00.0,S. Larkin misses 2-pt shot from 11 ft,,37-30,,
9:59.0,,,37-30,,Defensive rebound by A. Horford
9:50.0,,,37-30,,J. Jenkins misses 3-pt shot from 22 ft
9:49.0,Defensive rebound by S. Larkin,,37-30,,
9:29.0,C. Early misses 2-pt shot from 16 ft,,37-30,,
9:27.0,,,37-30,,Defensive rebound by Team
9:27.0,Violation by Q. Acy (kicked ball),,37-30,,
9:20.0,,,37-30,,Turnover by K. Korver (bad pass; steal by L. Amundson)
9:15.0,S. Larkin makes 2-pt shot from 19 ft,2,39-30,,
9:04.0,,,39-32,2,S. Mack makes 2-pt shot from 19 ft
8:46.0,Q. Acy makes 2-pt shot from 3 ft,2,41-32,,
8:46.0,Shooting foul by M. Muscala (drawn by Q. Acy),,41-32,,
8:46.0,Official timeout,,41-32,,
8:46.0,,,41-32,,M. Scott enters the game for M. Muscala
8:46.0,,,41-32,,J. Teague enters the game for S. Mack
8:46.0,J. Smith enters the game for L. Amundson,,41-32,,
8:46.0,Q. Acy makes free throw 1 of 1,1,42-32,,
8:37.0,,,42-34,2,A. Horford makes 2-pt shot from 2 ft (assist by K. Korver)
8:28.0,C. Early misses 3-pt shot from 24 ft,,42-34,,
8:24.0,,,42-34,,Defensive rebound by M. Scott
8:09.0,,,42-34,,K. Korver misses 3-pt shot from 22 ft
8:08.0,Defensive rebound by Team,,42-34,,
8:08.0,L. Thomas enters the game for C. Early,,42-34,,
7:57.0,Turnover by S. Larkin (bad pass; steal by A. Horford),,42-34,,
7:51.0,,,42-36,2,J. Jenkins makes 2-pt shot from 1 ft (assist by J. Teague)
7:35.0,L. Thomas misses 2-pt shot from 20 ft,,42-36,,
7:32.0,,,42-36,,Defensive rebound by M. Scott
7:24.0,,,42-36,,J. Jenkins misses 3-pt shot from 25 ft
7:22.0,Defensive rebound by Q. Acy,,42-36,,
7:14.0,J. Smith makes 2-pt shot from 1 ft (assist by S. Larkin),2,44-36,,
7:08.0,,,44-38,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
6:40.0,L. Thomas makes 2-pt shot from 18 ft (assist by S. Larkin),2,46-38,,
6:25.0,,,46-38,,K. Korver misses 3-pt shot from 27 ft
6:23.0,,,46-38,,Offensive rebound by A. Horford
6:12.0,Personal foul by S. Larkin (drawn by J. Teague),,46-38,,
6:12.0,,,46-38,,Atlanta full timeout
6:12.0,,,46-38,,D. Carroll enters the game for K. Korver
6:12.0,T. Hardaway enters the game for R. Ledo,,46-38,,
6:05.0,,,46-38,,J. Teague misses 2-pt shot from 15 ft
6:02.0,Defensive rebound by L. Thomas,,46-38,,
5:50.0,S. Larkin misses 2-pt shot from 19 ft,,46-38,,
5:49.0,,,46-38,,Defensive rebound by Team
5:41.0,,,46-38,,D. Carroll misses 3-pt shot from 25 ft
5:39.0,,,46-38,,Offensive rebound by A. Horford
5:35.0,,,46-38,,E. Brand enters the game for A. Horford
5:35.0,L. Galloway enters the game for S. Larkin,,46-38,,
5:29.0,,,46-38,,Shooting foul by T. Hardaway (drawn by J. Jenkins)
5:29.0,,,46-38,,J. Jenkins misses free throw 1 of 2
5:29.0,,,46-38,,Offensive rebound by Team
5:29.0,,,46-39,1,J. Jenkins makes free throw 2 of 2
5:15.0,Turnover by L. Galloway (lost ball),,46-39,,
5:04.0,,,46-39,,M. Scott misses 3-pt shot from 24 ft
5:02.0,Defensive rebound by T. Hardaway,,46-39,,
4:53.0,L. Galloway makes 3-pt shot from 24 ft (assist by T. Hardaway),3,49-39,,
4:42.0,,,49-39,,J. Teague misses 2-pt shot from 5 ft (block by J. Smith)
4:39.0,Defensive rebound by L. Galloway,,49-39,,
4:26.0,Turnover by Q. Acy (step out of bounds),,49-39,,
4:26.0,L. Amundson enters the game for Q. Acy,,49-39,,
4:17.0,Personal foul by L. Galloway (drawn by J. Teague),,49-39,,
4:11.0,,,49-41,2,E. Brand makes 2-pt shot from 12 ft (assist by J. Jenkins)
3:56.0,J. Smith makes 2-pt shot from 21 ft (assist by L. Thomas),2,51-41,,
3:45.0,,,51-41,,J. Teague misses 2-pt shot from 3 ft (block by J. Smith)
3:43.0,Defensive rebound by J. Smith,,51-41,,
3:37.0,L. Thomas makes 2-pt shot from 1 ft (assist by L. Galloway),2,53-41,,
3:23.0,,,53-44,3,M. Scott makes 3-pt shot from 25 ft (assist by D. Carroll)
3:13.0,New York full timeout,,53-44,,
3:05.0,L. Galloway misses 2-pt shot from 16 ft,,53-44,,
3:03.0,Offensive rebound by J. Smith,,53-44,,
2:52.0,L. Galloway makes 3-pt shot from 24 ft (assist by J. Smith),3,56-44,,
2:31.0,,,56-44,,J. Jenkins misses 3-pt shot from 24 ft
2:30.0,Defensive rebound by L. Galloway,,56-44,,
2:23.0,T. Hardaway makes 3-pt shot from 24 ft (assist by L. Galloway),3,59-44,,
2:07.0,,,59-44,,K. Korver enters the game for M. Scott
2:07.0,,,59-44,,A. Horford enters the game for J. Jenkins
2:07.0,S. Larkin enters the game for L. Galloway,,59-44,,
2:00.0,,,59-44,,Turnover by J. Teague (bad pass; steal by L. Thomas)
1:54.0,J. Smith misses 2-pt shot from 5 ft,,59-44,,
1:52.0,Offensive rebound by L. Amundson,,59-44,,
1:52.0,L. Amundson makes 2-pt shot at rim,2,61-44,,
1:35.0,,,61-46,2,A. Horford makes 2-pt shot from 5 ft (assist by D. Carroll)
1:18.0,T. Hardaway misses 3-pt shot from 24 ft,,61-46,,
1:17.0,,,61-46,,Defensive rebound by E. Brand
1:05.0,,,61-46,,Shooting foul by L. Amundson (drawn by D. Carroll)
1:05.0,,,61-47,1,D. Carroll makes free throw 1 of 2
1:05.0,R. Ledo enters the game for T. Hardaway,,61-47,,
1:05.0,Q. Acy enters the game for L. Amundson,,61-47,,
1:05.0,,,61-47,,D. Carroll misses free throw 2 of 2
1:03.0,Defensive rebound by J. Smith,,61-47,,
0:52.0,Q. Acy misses 3-pt shot from 24 ft,,61-47,,
0:51.0,,,61-47,,Defensive rebound by K. Korver
0:44.0,,,61-47,,D. Carroll misses 2-pt shot from 3 ft
0:43.0,,,61-47,,Offensive rebound by E. Brand
0:43.0,,,61-49,2,E. Brand makes 2-pt shot at rim
0:25.0,R. Ledo misses 2-pt shot from 5 ft (block by A. Horford),,61-49,,
0:22.0,Offensive rebound by L. Thomas,,61-49,,
0:21.0,L. Thomas misses 2-pt shot at rim,,61-49,,
0:18.0,Offensive rebound by Q. Acy,,61-49,,
0:18.0,Q. Acy misses 2-pt shot at rim,,61-49,,
0:17.0,Offensive rebound by R. Ledo,,61-49,,
0:15.0,New York full timeout,,61-49,,
0:15.0,C. Early enters the game for L. Thomas,,61-49,,
0:03.0,Shooting foul by J. Teague (drawn by S. Larkin),,61-49,,
0:03.0,S. Larkin misses free throw 1 of 2,,61-49,,
0:03.0,Offensive rebound by Team,,61-49,,
0:03.0,L. Thomas enters the game for C. Early,,61-49,,
0:03.0,C. Aldrich enters the game for J. Smith,,61-49,,
0:03.0,S. Larkin makes free throw 2 of 2,1,62-49,,
0:03.0,,,62-49,,Turnover by E. Brand (bad pass; steal by S. Larkin)
0:00.0,Turnover by S. Larkin (bad pass),,62-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,62-49,,Atlanta full timeout
11:41.0,,,62-49,,Shooting foul by C. Aldrich (drawn by K. Korver)
11:41.0,,,62-50,1,K. Korver makes free throw 1 of 3
11:41.0,,,62-51,1,K. Korver makes free throw 2 of 3
11:41.0,,,62-52,1,K. Korver makes free throw 3 of 3
11:19.0,C. Aldrich makes 2-pt shot from 9 ft (assist by J. Smith),2,64-52,,
10:59.0,,,64-52,,A. Horford misses 2-pt shot from 16 ft
10:57.0,Defensive rebound by T. Hardaway,,64-52,,
10:57.0,Jump ball: D. Carroll vs. T. Hardaway (J. Smith gains possession),,,,Jump ball: D. Carroll vs. T. Hardaway (J. Smith gains possession)
10:43.0,L. Thomas misses 2-pt shot from 2 ft (block by M. Muscala),,64-52,,
10:41.0,,,64-52,,Defensive rebound by A. Horford
10:30.0,,,64-52,,J. Teague misses 2-pt shot from 13 ft
10:28.0,,,64-52,,Offensive rebound by A. Horford
10:28.0,,,64-54,2,A. Horford makes 2-pt shot at rim
10:12.0,New York full timeout,,64-54,,
10:04.0,L. Thomas misses 2-pt shot from 16 ft,,64-54,,
10:02.0,,,64-54,,Defensive rebound by J. Teague
9:56.0,,,64-56,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
9:38.0,L. Galloway makes 3-pt shot from 25 ft (assist by L. Thomas),3,67-56,,
9:23.0,,,67-56,,D. Carroll misses 3-pt shot from 24 ft
9:21.0,Defensive rebound by L. Thomas,,67-56,,
9:15.0,T. Hardaway misses 3-pt shot from 24 ft,,67-56,,
9:14.0,,,67-56,,Defensive rebound by K. Korver
8:51.0,,,67-58,2,A. Horford makes 2-pt shot from 13 ft
8:38.0,Turnover by L. Galloway (lost ball; steal by A. Horford),,67-58,,
8:34.0,,,67-58,,K. Korver misses 3-pt shot from 23 ft
8:34.0,,,67-58,,Offensive rebound by D. Carroll
8:34.0,Personal foul by L. Thomas (drawn by D. Carroll),,67-58,,
8:34.0,L. Amundson enters the game for C. Aldrich,,67-58,,
8:34.0,S. Larkin enters the game for T. Hardaway,,67-58,,
8:20.0,,,67-58,,J. Teague misses 2-pt shot from 3 ft
8:20.0,,,67-58,,Offensive rebound by J. Teague
8:20.0,,,67-58,,J. Teague misses 2-pt shot from 3 ft (block by L. Amundson)
8:20.0,Defensive rebound by L. Amundson,,67-58,,
8:00.0,L. Amundson misses 2-pt shot from 9 ft,,67-58,,
7:59.0,,,67-58,,Defensive rebound by D. Carroll
7:47.0,,,67-58,,Turnover by A. Horford (lost ball; steal by L. Amundson)
7:41.0,,,67-58,,Violation by A. Horford (kicked ball)
7:35.0,J. Smith makes 2-pt shot from 20 ft (assist by S. Larkin),2,69-58,,
7:29.0,,,69-58,,Offensive foul by A. Horford
7:29.0,,,69-58,,Turnover by A. Horford (offensive foul)
7:07.0,Shooting foul by M. Muscala (drawn by L. Amundson),,69-58,,
7:07.0,L. Amundson makes free throw 1 of 2,1,70-58,,
7:07.0,,,70-58,,M. Scott enters the game for M. Muscala
7:07.0,L. Amundson misses free throw 2 of 2,,70-58,,
7:05.0,,,70-58,,Defensive rebound by M. Scott
6:58.0,Personal foul by L. Amundson (drawn by A. Horford),,70-58,,
6:53.0,,,70-58,,K. Korver misses 2-pt shot from 16 ft
6:52.0,Defensive rebound by L. Amundson,,70-58,,
6:28.0,L. Galloway makes 2-pt shot from 17 ft (assist by J. Smith),2,72-58,,
6:10.0,,,72-60,2,D. Carroll makes 2-pt shot from 5 ft (assist by J. Teague)
5:54.0,J. Smith makes 2-pt shot from 19 ft (assist by L. Galloway),2,74-60,,
5:31.0,,,74-62,2,J. Teague makes 2-pt shot from 6 ft
5:14.0,S. Larkin makes 2-pt shot at rim (assist by L. Amundson),2,76-62,,
4:59.0,,,76-64,2,J. Teague makes 2-pt shot from 2 ft
4:29.0,Turnover by J. Smith (bad pass),,76-64,,
4:29.0,,,76-64,,K. Bazemore enters the game for A. Horford
4:29.0,,,76-64,,E. Brand enters the game for K. Korver
4:29.0,T. Hardaway enters the game for L. Thomas,,76-64,,
4:29.0,Q. Acy enters the game for J. Smith,,76-64,,
4:29.0,C. Early enters the game for L. Galloway,,76-64,,
4:18.0,,,76-66,2,J. Teague makes 2-pt shot from 17 ft
4:03.0,S. Larkin makes 2-pt shot from 12 ft,2,78-66,,
3:46.0,Jump ball: L. Amundson vs. E. Brand (D. Carroll gains possession),,,,Jump ball: L. Amundson vs. E. Brand (D. Carroll gains possession)
3:36.0,,,78-66,,Shooting foul by Q. Acy (drawn by J. Teague)
3:36.0,,,78-67,1,J. Teague makes free throw 1 of 2
3:36.0,C. Aldrich enters the game for L. Amundson,,78-67,,
3:36.0,,,78-68,1,J. Teague makes free throw 2 of 2
3:19.0,C. Early makes 3-pt shot from 23 ft (assist by S. Larkin),3,81-68,,
2:58.0,,,81-71,3,K. Bazemore makes 3-pt shot from 22 ft (assist by E. Brand)
2:42.0,Turnover by Q. Acy (lost ball; steal by M. Scott),,81-71,,
2:37.0,,,81-73,2,K. Bazemore makes 2-pt shot at rim (assist by M. Scott)
2:15.0,S. Larkin misses 3-pt shot from 25 ft,,81-73,,
2:14.0,,,81-73,,Defensive rebound by K. Bazemore
1:59.0,,,81-73,,D. Carroll misses 3-pt shot from 23 ft
1:57.0,Defensive rebound by C. Aldrich,,81-73,,
1:40.0,Turnover by C. Early (bad pass; steal by M. Scott),,81-73,,
1:36.0,,,81-73,,Turnover by D. Carroll (lost ball; steal by S. Larkin)
1:21.0,T. Hardaway misses 3-pt shot from 24 ft,,81-73,,
1:18.0,Offensive rebound by C. Early,,81-73,,
1:17.0,,,81-73,,Shooting block foul by D. Carroll (drawn by C. Early)
1:17.0,,,81-73,,Atlanta full timeout
1:17.0,,,81-73,,K. Korver enters the game for D. Carroll
1:17.0,,,81-73,,S. Mack enters the game for J. Teague
1:17.0,L. Galloway enters the game for S. Larkin,,81-73,,
1:17.0,C. Early makes free throw 1 of 2,1,82-73,,
1:17.0,C. Early makes free throw 2 of 2,1,83-73,,
1:07.0,,,83-76,3,K. Korver makes 3-pt shot from 24 ft (assist by M. Scott)
0:47.0,Turnover by C. Aldrich (bad pass; steal by M. Scott),,83-76,,
0:31.0,,,83-78,2,S. Mack makes 2-pt shot from 14 ft
0:16.0,C. Early misses 2-pt shot from 21 ft,,83-78,,
0:14.0,,,83-78,,Defensive rebound by K. Bazemore
0:01.0,,,83-78,,M. Scott misses 3-pt shot from 25 ft (block by Q. Acy)
0:01.0,Defensive rebound by C. Aldrich,,83-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,Q. Acy makes 2-pt shot from 21 ft (assist by L. Galloway),2,85-78,,
11:29.0,,,85-81,3,K. Korver makes 3-pt shot from 24 ft (assist by S. Mack)
11:29.0,,,85-81,,Shooting foul by L. Thomas (drawn by K. Korver)
11:29.0,,,85-82,1,K. Korver makes free throw 1 of 1
11:18.0,,,85-82,,Personal foul by K. Bazemore (drawn by T. Hardaway)
11:11.0,J. Smith makes 2-pt shot from 18 ft (assist by Q. Acy),2,87-82,,
11:01.0,Personal foul by L. Thomas (drawn by S. Mack),,87-82,,
11:01.0,,,87-82,,M. Muscala enters the game for M. Scott
10:53.0,,,87-82,,K. Korver misses 3-pt shot from 25 ft
10:50.0,Defensive rebound by J. Smith,,87-82,,
10:33.0,T. Hardaway misses 2-pt shot from 9 ft,,87-82,,
10:31.0,,,87-82,,Defensive rebound by K. Bazemore
10:27.0,,,87-84,2,A. Horford makes 2-pt shot from 14 ft (assist by K. Bazemore)
10:01.0,T. Hardaway misses 3-pt shot from 27 ft,,87-84,,
10:01.0,Offensive rebound by Team,,87-84,,
10:01.0,Turnover by Team (3 sec),,87-84,,
9:48.0,,,87-87,3,S. Mack makes 3-pt shot from 24 ft (assist by K. Korver)
9:28.0,L. Galloway makes 3-pt shot from 24 ft (assist by Q. Acy),3,90-87,,
9:12.0,,,90-87,,M. Muscala misses 2-pt shot from 1 ft
9:09.0,Defensive rebound by J. Smith,,90-87,,
8:55.0,L. Thomas makes 3-pt shot from 23 ft (assist by J. Smith),3,93-87,,
8:40.0,,,93-87,,Turnover by S. Mack (bad pass; steal by L. Galloway)
8:30.0,L. Galloway makes 3-pt shot from 25 ft (assist by T. Hardaway),3,96-87,,
8:29.0,,,96-87,,Atlanta full timeout
8:19.0,,,96-87,,K. Bazemore misses 3-pt shot from 22 ft
8:15.0,,,96-87,,Offensive rebound by K. Korver
8:01.0,,,96-87,,S. Mack misses 2-pt shot from 15 ft
8:00.0,Defensive rebound by J. Smith,,96-87,,
7:44.0,L. Thomas misses 2-pt shot from 16 ft,,96-87,,
7:43.0,,,96-87,,Defensive rebound by K. Bazemore
7:35.0,,,96-90,3,K. Korver makes 3-pt shot from 25 ft (assist by S. Mack)
7:17.0,L. Galloway makes 2-pt shot from 3 ft (assist by J. Smith),2,98-90,,
6:57.0,,,98-90,,A. Horford misses 2-pt shot from 6 ft
6:55.0,Defensive rebound by L. Galloway,,98-90,,
6:44.0,T. Hardaway makes 2-pt shot from 17 ft (assist by L. Galloway),2,100-90,,
6:23.0,,,100-90,,Shooting foul by T. Hardaway (drawn by K. Bazemore)
6:23.0,,,100-91,1,K. Bazemore makes free throw 1 of 2
6:23.0,S. Larkin enters the game for T. Hardaway,,100-91,,
6:23.0,,,100-91,,J. Teague enters the game for A. Horford
6:23.0,,,100-91,,D. Carroll enters the game for K. Korver
6:23.0,,,100-91,,M. Scott enters the game for S. Mack
6:23.0,T. Hardaway enters the game for L. Thomas,,100-91,,
6:23.0,,,100-92,1,K. Bazemore makes free throw 2 of 2
5:58.0,J. Smith misses 2-pt shot from 13 ft,,100-92,,
5:58.0,,,100-92,,Defensive rebound by M. Scott
5:58.0,Personal foul by J. Smith (drawn by M. Scott),,100-92,,
5:58.0,Official timeout,,100-92,,
5:58.0,,,100-92,,S. Mack enters the game for K. Bazemore
5:58.0,,,100-92,,E. Brand enters the game for M. Scott
5:44.0,,,100-92,,S. Mack misses 3-pt shot from 25 ft
5:42.0,,,100-92,,Offensive rebound by Team
5:30.0,,,100-92,,E. Brand misses 2-pt shot from 9 ft
5:30.0,Defensive rebound by Team,,100-92,,
5:30.0,,,100-92,,Loose ball foul by M. Muscala (drawn by J. Smith)
5:18.0,J. Smith misses 2-pt shot from 20 ft,,100-92,,
5:16.0,,,100-92,,Defensive rebound by M. Muscala
5:05.0,,,100-95,3,S. Mack makes 3-pt shot from 23 ft (assist by J. Teague)
4:42.0,S. Larkin makes 2-pt shot from 21 ft,2,102-95,,
4:15.0,,,102-98,3,D. Carroll makes 3-pt shot from 24 ft (assist by J. Teague)
3:57.0,Turnover by S. Larkin (bad pass; steal by D. Carroll),,102-98,,
3:57.0,Personal foul by Q. Acy (drawn by D. Carroll),,102-98,,
3:57.0,,,102-98,,D. Carroll misses free throw 1 of 2
3:57.0,,,102-98,,Offensive rebound by Team
3:57.0,,,102-98,,K. Korver enters the game for M. Muscala
3:57.0,,,102-98,,A. Horford enters the game for S. Mack
3:57.0,L. Amundson enters the game for Q. Acy,,102-98,,
3:57.0,L. Thomas enters the game for S. Larkin,,102-98,,
3:57.0,,,102-99,1,D. Carroll makes free throw 2 of 2
3:35.0,L. Galloway misses 2-pt shot from 10 ft,,102-99,,
3:31.0,Offensive rebound by L. Thomas,,102-99,,
3:13.0,T. Hardaway makes 2-pt shot at rim,2,104-99,,
2:58.0,,,104-101,2,J. Teague makes 2-pt shot from 8 ft
2:49.0,New York full timeout,,104-101,,
2:39.0,J. Smith misses 3-pt shot from 22 ft,,104-101,,
2:37.0,,,104-101,,Defensive rebound by A. Horford
2:20.0,,,104-101,,K. Korver misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by Team,,104-101,,
2:20.0,,,104-101,,Loose ball foul by A. Horford (drawn by L. Galloway)
2:01.0,T. Hardaway makes 2-pt shot at rim,2,106-101,,
1:55.0,Personal foul by L. Galloway (drawn by J. Teague),,106-101,,
