time,Denver,pts.away,score,pts.home,Portland
4:38.0,,,17-16,,D. Lillard misses 2-pt shot from 1 ft
4:37.0,Defensive rebound by J. Hickson,,17-16,,
4:20.0,T. Lawson makes 2-pt shot from 13 ft,2,19-16,,
3:58.0,,,19-18,2,L. Aldridge makes 2-pt shot from 12 ft (assist by D. Wright)
3:40.0,Shooting foul by D. Wright (drawn by T. Lawson),,19-18,,
3:40.0,T. Lawson makes free throw 1 of 2,1,20-18,,
3:40.0,,,20-18,,C. Kaman enters the game for R. Lopez
3:40.0,T. Lawson makes free throw 2 of 2,1,21-18,,
3:21.0,,,21-20,2,L. Aldridge makes 2-pt shot from 18 ft
3:10.0,T. Lawson misses 2-pt shot from 2 ft,,21-20,,
3:08.0,,,21-20,,Defensive rebound by D. Lillard
3:01.0,,,21-20,,D. Wright misses 2-pt shot from 1 ft
3:00.0,,,21-20,,Offensive rebound by C. Kaman
2:59.0,,,21-22,2,C. Kaman makes 2-pt shot from 1 ft
2:43.0,J. Lauvergne misses 2-pt shot from 5 ft,,21-22,,
2:42.0,,,21-22,,Defensive rebound by C. McCollum
2:32.0,,,21-22,,Turnover by C. Kaman (bad pass; steal by W. Chandler)
2:26.0,Turnover by J. Hickson (lost ball; steal by C. McCollum),,21-22,,
2:17.0,,,21-22,,D. Lillard misses 3-pt shot from 25 ft
2:17.0,,,21-22,,Offensive rebound by D. Wright
2:14.0,,,21-22,,D. Wright misses 2-pt shot at rim
2:14.0,Defensive rebound by J. Lauvergne,,21-22,,
2:06.0,,,21-22,,Personal foul by D. Lillard (drawn by T. Lawson)
2:06.0,Denver full timeout,,21-22,,
2:06.0,,,21-22,,S. Blake enters the game for D. Lillard
2:06.0,J. Nurkic enters the game for J. Hickson,,21-22,,
2:06.0,J. Nelson enters the game for T. Lawson,,21-22,,
1:52.0,W. Chandler makes 2-pt shot from 1 ft (assist by J. Nelson),2,23-22,,
1:36.0,,,23-22,,C. Kaman misses 2-pt shot from 3 ft
1:34.0,,,23-22,,Offensive rebound by C. Kaman
1:34.0,,,23-24,2,C. Kaman makes 2-pt shot at rim
1:23.0,J. Nelson misses 2-pt shot from 16 ft,,23-24,,
1:22.0,,,23-24,,Defensive rebound by C. Kaman
1:16.0,,,23-26,2,L. Aldridge makes 2-pt shot from 1 ft (assist by S. Blake)
1:06.0,J. Lauvergne misses 2-pt shot from 5 ft (block by C. Kaman),,23-26,,
1:04.0,,,23-26,,Defensive rebound by L. Aldridge
0:56.0,Violation by J. Lauvergne (kicked ball),,23-26,,
0:56.0,G. Harris enters the game for W. Chandler,,23-26,,
0:51.0,,,23-26,,C. Kaman misses 2-pt shot from 1 ft (block by W. Barton)
0:49.0,Defensive rebound by W. Barton,,23-26,,
0:46.0,W. Barton misses 2-pt shot at rim (block by D. Wright),,23-26,,
0:45.0,Offensive rebound by Team,,23-26,,
0:44.0,W. Barton makes 2-pt shot at rim,2,25-26,,
0:32.0,,,25-28,2,L. Aldridge makes 2-pt shot from 20 ft (assist by S. Blake)
0:16.0,Turnover by J. Nelson (lost ball; steal by S. Blake),,25-28,,
0:14.0,Clear path foul by W. Barton,,25-28,,
0:14.0,,,25-29,1,D. Wright makes clear path free throw 1 of 2
0:14.0,,,25-29,,D. Wright misses clear path free throw 2 of 2
0:14.0,,,25-29,,Offensive rebound by Team
0:14.0,E. Green enters the game for J. Nelson,,25-29,,
0:04.0,,,25-29,,C. McCollum misses 2-pt shot from 12 ft
0:03.0,,,25-29,,Offensive rebound by C. Kaman
0:02.0,,,25-31,2,C. Kaman makes 2-pt shot from 1 ft
0:00.0,E. Green misses 3-pt shot from 39 ft,,25-31,,
0:00.0,Offensive rebound by Team,,25-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,25-31,,C. Kaman misses 2-pt shot from 17 ft
11:40.0,Defensive rebound by J. Lauvergne,,25-31,,
11:21.0,W. Barton misses 3-pt shot from 25 ft,,25-31,,
11:20.0,,,25-31,,Defensive rebound by C. Kaman
11:06.0,,,25-34,3,C. McCollum makes 3-pt shot from 26 ft (assist by S. Blake)
10:51.0,J. Nelson misses 2-pt shot from 17 ft,,25-34,,
10:50.0,Offensive rebound by J. Nelson,,25-34,,
10:49.0,J. Nelson misses 2-pt shot from 11 ft,,25-34,,
10:48.0,,,25-34,,Defensive rebound by C. McCollum
10:39.0,,,25-34,,Turnover by S. Blake (bad pass; steal by J. Nelson)
10:34.0,G. Harris makes 2-pt shot from 1 ft (assist by J. Nelson),2,27-34,,
10:20.0,,,27-36,2,C. McCollum makes 2-pt shot from 1 ft
10:07.0,G. Harris misses 3-pt shot from 23 ft,,27-36,,
10:06.0,,,27-36,,Defensive rebound by J. Freeland
9:57.0,,,27-36,,C. McCollum misses 3-pt shot from 25 ft
9:56.0,Defensive rebound by W. Barton,,27-36,,
9:51.0,J. Lauvergne misses 2-pt shot from 1 ft (block by C. Kaman),,27-36,,
9:49.0,,,27-36,,Defensive rebound by S. Blake
9:36.0,W. Chandler enters the game for J. Lauvergne,,27-36,,
9:29.0,,,27-36,,D. Wright misses 2-pt shot from 4 ft
9:28.0,,,27-36,,Offensive rebound by C. Kaman
9:28.0,,,27-38,2,C. Kaman makes 2-pt shot at rim
9:10.0,J. Nelson makes 3-pt shot from 27 ft (assist by W. Chandler),3,30-38,,
8:48.0,,,30-38,,S. Blake misses 3-pt shot from 23 ft
8:47.0,Defensive rebound by W. Barton,,30-38,,
8:40.0,,,30-38,,Violation by C. Kaman (def goaltending)
8:40.0,W. Barton makes 2-pt shot from 16 ft,2,32-38,,
8:25.0,,,32-40,2,C. Kaman makes 2-pt shot from 13 ft (assist by D. Wright)
8:12.0,J. Nelson makes 3-pt shot from 25 ft,3,35-40,,
8:12.0,,,35-40,,Portland full timeout
8:12.0,,,35-40,,N. Batum enters the game for C. Kaman
7:57.0,,,35-40,,S. Blake misses 3-pt shot from 23 ft
7:56.0,Defensive rebound by J. Nurkic,,35-40,,
7:42.0,J. Nelson misses 3-pt shot from 25 ft,,35-40,,
7:41.0,,,35-40,,Defensive rebound by D. Wright
7:35.0,,,35-40,,J. Freeland misses 2-pt shot from 5 ft
7:34.0,Defensive rebound by J. Nelson,,35-40,,
7:20.0,J. Nelson makes 2-pt shot from 1 ft (assist by W. Chandler),2,37-40,,
7:10.0,Personal foul by G. Harris (drawn by S. Blake),,37-40,,
7:10.0,,,37-40,,R. Lopez enters the game for J. Freeland
7:10.0,,,37-40,,A. Afflalo enters the game for C. McCollum
7:10.0,R. Foye enters the game for G. Harris,,37-40,,
7:03.0,Personal foul by W. Barton (drawn by N. Batum),,37-40,,
6:58.0,,,37-40,,Turnover by N. Batum (bad pass; steal by J. Nurkic)
6:49.0,W. Chandler misses 3-pt shot from 27 ft,,37-40,,
6:48.0,,,37-40,,Defensive rebound by D. Wright
6:34.0,,,37-43,3,N. Batum makes 3-pt shot from 25 ft (assist by S. Blake)
6:07.0,J. Nelson misses 3-pt shot from 25 ft,,37-43,,
6:06.0,,,37-43,,Defensive rebound by A. Afflalo
5:59.0,,,37-45,2,A. Afflalo makes 2-pt shot from 21 ft
5:42.0,J. Nurkic makes 2-pt shot from 1 ft (assist by J. Nelson),2,39-45,,
5:28.0,,,39-45,,Turnover by S. Blake (bad pass; steal by W. Barton)
5:26.0,,,39-45,,Personal foul by D. Wright (drawn by W. Barton)
5:26.0,Official timeout,,39-45,,
5:26.0,,,39-45,,L. Aldridge enters the game for D. Wright
5:26.0,,,39-45,,D. Lillard enters the game for S. Blake
5:26.0,T. Lawson enters the game for W. Chandler,,39-45,,
5:26.0,K. Faried enters the game for J. Nelson,,39-45,,
5:12.0,R. Foye misses 3-pt shot from 26 ft,,39-45,,
5:11.0,,,39-45,,Defensive rebound by L. Aldridge
4:59.0,,,39-47,2,A. Afflalo makes 2-pt shot from 12 ft
4:43.0,K. Faried makes 2-pt shot at rim (assist by T. Lawson),2,41-47,,
4:43.0,Shooting foul by R. Lopez (drawn by K. Faried),,41-47,,
4:43.0,J. Hickson enters the game for J. Nurkic,,41-47,,
4:43.0,K. Faried makes free throw 1 of 1,1,42-47,,
4:20.0,,,42-47,,D. Lillard misses 3-pt shot from 26 ft
4:19.0,Defensive rebound by K. Faried,,42-47,,
4:09.0,R. Foye misses 3-pt shot from 23 ft,,42-47,,
4:08.0,,,42-47,,Defensive rebound by L. Aldridge
4:02.0,,,42-49,2,A. Afflalo makes 2-pt shot from 2 ft (assist by D. Lillard)
3:36.0,R. Foye makes 3-pt shot from 25 ft (assist by J. Hickson),3,45-49,,
3:14.0,,,45-49,,A. Afflalo misses 2-pt shot from 16 ft
3:12.0,,,45-49,,Offensive rebound by R. Lopez
3:12.0,,,45-49,,R. Lopez misses 2-pt shot from 1 ft
3:12.0,,,45-49,,Offensive rebound by R. Lopez
3:04.0,,,45-49,,L. Aldridge misses 2-pt shot from 13 ft
3:03.0,,,45-49,,Offensive rebound by R. Lopez
3:03.0,,,45-49,,R. Lopez misses 2-pt shot at rim
3:02.0,Defensive rebound by K. Faried,,45-49,,
2:58.0,Turnover by T. Lawson (bad pass; steal by N. Batum),,45-49,,
2:52.0,,,45-49,,D. Lillard misses 2-pt shot at rim
2:52.0,,,45-49,,Offensive rebound by Team
2:52.0,Denver full timeout,,45-49,,
2:52.0,W. Chandler enters the game for W. Barton,,45-49,,
2:43.0,,,45-49,,N. Batum misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by J. Hickson,,45-49,,
2:30.0,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson),2,47-49,,
2:13.0,,,47-49,,L. Aldridge misses 2-pt shot from 16 ft
2:12.0,Defensive rebound by W. Chandler,,47-49,,
2:01.0,W. Chandler misses 2-pt shot from 19 ft,,47-49,,
1:59.0,,,47-49,,Defensive rebound by R. Lopez
1:54.0,,,47-49,,A. Afflalo misses 2-pt shot from 17 ft
1:52.0,Defensive rebound by K. Faried,,47-49,,
1:47.0,R. Foye makes 3-pt shot from 27 ft (assist by W. Chandler),3,50-49,,
1:24.0,,,50-51,2,L. Aldridge makes 2-pt shot from 15 ft (assist by D. Lillard)
1:05.0,Shooting foul by N. Batum (drawn by J. Hickson),,50-51,,
1:05.0,J. Hickson misses free throw 1 of 2,,50-51,,
1:05.0,Offensive rebound by Team,,50-51,,
1:05.0,J. Hickson makes free throw 2 of 2,1,51-51,,
0:53.0,,,51-53,2,D. Lillard makes 2-pt shot from 12 ft
0:42.0,T. Lawson misses 2-pt shot from 7 ft,,51-53,,
0:41.0,,,51-53,,Defensive rebound by L. Aldridge
0:39.0,,,51-53,,Turnover by L. Aldridge (bad pass)
0:39.0,Denver full timeout,,51-53,,
0:32.0,,,51-53,,Personal foul by D. Lillard (drawn by T. Lawson)
0:32.0,T. Lawson makes free throw 1 of 2,1,52-53,,
0:32.0,J. Lauvergne enters the game for K. Faried,,52-53,,
0:32.0,T. Lawson makes free throw 2 of 2,1,53-53,,
0:16.0,,,53-55,2,L. Aldridge makes 2-pt shot from 14 ft
0:03.0,Turnover by T. Lawson (bad pass),,53-55,,
0:03.0,,,53-55,,Portland full timeout
0:03.0,,,53-55,,D. Wright enters the game for R. Lopez
0:03.0,G. Harris enters the game for T. Lawson,,53-55,,
0:03.0,W. Barton enters the game for J. Hickson,,53-55,,
0:00.0,,,53-58,3,A. Afflalo makes 3-pt shot from 23 ft (assist by N. Batum)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,53-60,2,R. Lopez makes 2-pt shot at rim (assist by D. Lillard)
11:26.0,W. Chandler misses 2-pt shot from 8 ft,,53-60,,
11:25.0,,,53-60,,Defensive rebound by R. Lopez
11:13.0,,,53-60,,Turnover by R. Lopez (lost ball; steal by J. Hickson)
11:07.0,K. Faried misses 2-pt shot at rim,,53-60,,
11:05.0,Offensive rebound by J. Hickson,,53-60,,
11:05.0,,,53-60,,Personal foul by A. Afflalo (drawn by J. Hickson)
10:53.0,Shooting foul by D. Lillard (drawn by T. Lawson),,53-60,,
10:53.0,T. Lawson makes free throw 1 of 2,1,54-60,,
10:53.0,T. Lawson makes free throw 2 of 2,1,55-60,,
10:33.0,,,55-62,2,L. Aldridge makes 2-pt shot from 8 ft
10:19.0,W. Chandler misses 3-pt shot from 26 ft,,55-62,,
10:18.0,,,55-62,,Defensive rebound by A. Afflalo
10:04.0,,,55-62,,Shooting foul by K. Faried (drawn by R. Lopez)
10:04.0,,,55-63,1,R. Lopez makes free throw 1 of 2
10:04.0,,,55-64,1,R. Lopez makes free throw 2 of 2
9:43.0,Turnover by R. Foye (lost ball),,55-64,,
9:32.0,,,55-66,2,L. Aldridge makes 2-pt shot from 11 ft
9:20.0,R. Foye makes 2-pt shot from 17 ft,2,57-66,,
9:20.0,Shooting foul by D. Lillard (drawn by R. Foye),,57-66,,
9:20.0,,,57-66,,S. Blake enters the game for D. Lillard
9:20.0,R. Foye makes free throw 1 of 1,1,58-66,,
9:03.0,,,58-68,2,L. Aldridge makes 2-pt shot from 2 ft (assist by N. Batum)
8:55.0,R. Foye misses 3-pt shot from 27 ft,,58-68,,
8:53.0,,,58-68,,Defensive rebound by R. Lopez
8:49.0,,,58-68,,Turnover by A. Afflalo (lost ball; steal by W. Chandler)
8:38.0,R. Foye makes 3-pt shot from 25 ft (assist by W. Chandler),3,61-68,,
8:17.0,Personal foul by J. Hickson (drawn by L. Aldridge),,61-68,,
8:05.0,,,61-70,2,N. Batum makes 2-pt shot from 19 ft (assist by L. Aldridge)
7:40.0,Turnover by J. Hickson (bad pass; steal by A. Afflalo),,61-70,,
7:30.0,,,61-70,,Turnover by A. Afflalo (bad pass; steal by T. Lawson)
7:25.0,T. Lawson makes 2-pt shot at rim,2,63-70,,
6:59.0,,,63-70,,R. Lopez misses 2-pt shot at rim
6:58.0,Defensive rebound by W. Chandler,,63-70,,
6:51.0,R. Foye makes 3-pt shot from 25 ft (assist by T. Lawson),3,66-70,,
6:22.0,,,66-73,3,L. Aldridge makes 3-pt shot from 27 ft (assist by N. Batum)
6:06.0,T. Lawson misses 2-pt shot from 22 ft,,66-73,,
6:05.0,,,66-73,,Defensive rebound by L. Aldridge
5:55.0,,,66-76,3,S. Blake makes 3-pt shot from 25 ft (assist by R. Lopez)
5:47.0,Denver full timeout,,66-76,,
5:47.0,W. Barton enters the game for R. Foye,,66-76,,
5:34.0,Turnover by W. Chandler (lost ball; steal by S. Blake),,66-76,,
5:15.0,,,66-78,2,L. Aldridge makes 2-pt shot from 13 ft (assist by N. Batum)
4:55.0,W. Chandler makes 2-pt shot from 17 ft,2,68-78,,
4:37.0,Def 3 sec tech foul by J. Hickson,,68-78,,
4:37.0,,,68-79,1,L. Aldridge makes technical free throw
4:37.0,,,68-79,,D. Wright enters the game for N. Batum
4:37.0,,,68-79,,C. Kaman enters the game for R. Lopez
4:37.0,J. Nelson enters the game for W. Chandler,,68-79,,
4:37.0,J. Nurkic enters the game for J. Hickson,,68-79,,
4:27.0,Personal foul by J. Nurkic (drawn by L. Aldridge),,68-79,,
4:19.0,Personal foul by J. Nurkic (drawn by L. Aldridge),,68-79,,
4:10.0,,,68-79,,L. Aldridge misses 2-pt shot from 17 ft
4:08.0,Defensive rebound by K. Faried,,68-79,,
4:01.0,W. Barton makes 2-pt shot from 17 ft (assist by J. Nelson),2,70-79,,
3:45.0,,,70-82,3,S. Blake makes 3-pt shot from 25 ft (assist by C. Kaman)
3:22.0,,,70-82,,Personal foul by A. Afflalo (drawn by J. Nelson)
3:16.0,J. Nelson makes 2-pt shot from 16 ft,2,72-82,,
3:01.0,,,72-82,,Turnover by C. Kaman (bad pass)
2:47.0,K. Faried misses 2-pt shot from 6 ft,,72-82,,
2:45.0,,,72-82,,Defensive rebound by A. Afflalo
2:36.0,,,72-82,,Shooting foul by J. Nurkic (drawn by L. Aldridge)
2:36.0,,,72-84,2,L. Aldridge makes 2-pt shot from 1 ft (assist by S. Blake)
2:36.0,,,72-84,,Portland full timeout
2:36.0,,,72-84,,C. McCollum enters the game for A. Afflalo
2:36.0,,,72-84,,N. Batum enters the game for D. Wright
2:36.0,,,72-85,1,L. Aldridge makes free throw 1 of 1
2:26.0,Shooting foul by C. Kaman (drawn by K. Faried),,72-85,,
2:26.0,K. Faried makes free throw 1 of 2,1,73-85,,
2:26.0,K. Faried misses free throw 2 of 2,,73-85,,
2:25.0,,,73-85,,Defensive rebound by N. Batum
2:13.0,,,73-85,,C. Kaman misses 2-pt shot from 14 ft
2:12.0,Defensive rebound by W. Barton,,73-85,,
1:58.0,Shooting foul by C. Kaman (drawn by T. Lawson),,73-85,,
1:58.0,T. Lawson misses free throw 1 of 2,,73-85,,
1:58.0,Offensive rebound by Team,,73-85,,
1:58.0,W. Chandler enters the game for K. Faried,,73-85,,
1:58.0,T. Lawson makes free throw 2 of 2,1,74-85,,
1:41.0,,,74-85,,L. Aldridge misses 2-pt shot from 16 ft
1:40.0,Defensive rebound by W. Barton,,74-85,,
1:32.0,W. Barton makes 2-pt shot from 5 ft,2,76-85,,
1:11.0,,,76-85,,C. Kaman misses 2-pt shot from 6 ft
1:09.0,Defensive rebound by W. Chandler,,76-85,,
0:55.0,T. Lawson misses 2-pt shot from 1 ft,,76-85,,
0:52.0,,,76-85,,Defensive rebound by C. Kaman
0:47.0,,,76-85,,S. Blake misses 2-pt shot from 3 ft
0:46.0,Defensive rebound by W. Chandler,,76-85,,
0:31.0,J. Nurkic makes 2-pt shot from 6 ft (assist by T. Lawson),2,78-85,,
0:18.0,,,78-85,,Shooting foul by W. Chandler (drawn by L. Aldridge)
0:18.0,,,78-85,,L. Aldridge misses free throw 1 of 2
0:18.0,,,78-85,,Offensive rebound by Team
0:18.0,,,78-86,1,L. Aldridge makes free throw 2 of 2
0:01.0,J. Nelson misses 3-pt shot from 26 ft,,78-86,,
0:00.0,,,78-86,,Defensive rebound by L. Aldridge
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,J. Nurkic makes 2-pt shot from 2 ft (assist by W. Barton),2,80-86,,
11:22.0,,,80-86,,Turnover by C. Kaman (lost ball; steal by G. Harris)
11:09.0,J. Nurkic makes 2-pt shot from 12 ft (assist by W. Barton),2,82-86,,
10:41.0,,,82-88,2,C. McCollum makes 2-pt shot from 12 ft (assist by D. Lillard)
10:24.0,W. Barton makes 2-pt shot from 1 ft (assist by J. Nelson),2,84-88,,
10:11.0,,,84-88,,D. Lillard misses 3-pt shot from 29 ft
10:10.0,Defensive rebound by W. Barton,,84-88,,
10:03.0,J. Nurkic makes 2-pt shot from 3 ft (assist by W. Barton),2,86-88,,
10:03.0,,,86-88,,Portland full timeout
9:43.0,,,86-91,3,N. Batum makes 3-pt shot from 26 ft (assist by C. Kaman)
9:31.0,J. Nelson makes 2-pt shot from 23 ft,2,88-91,,
9:07.0,,,88-93,2,C. Kaman makes 2-pt shot from 6 ft
8:51.0,J. Nelson misses 2-pt shot from 2 ft,,88-93,,
8:50.0,,,88-93,,Defensive rebound by C. Kaman
8:50.0,Personal foul by J. Nelson (drawn by C. Kaman),,88-93,,
8:36.0,,,88-95,2,C. Kaman makes 2-pt shot from 2 ft (assist by D. Lillard)
8:22.0,W. Barton makes 2-pt shot from 10 ft,2,90-95,,
8:08.0,Personal foul by W. Chandler (drawn by D. Wright),,90-95,,
8:03.0,,,90-95,,D. Wright misses 3-pt shot from 27 ft
8:02.0,Defensive rebound by W. Barton,,90-95,,
7:51.0,Turnover by W. Barton (bad pass; steal by D. Lillard),,90-95,,
7:44.0,,,90-97,2,C. McCollum makes 2-pt shot from 2 ft
7:34.0,Denver full timeout,,90-97,,
7:25.0,W. Chandler misses 3-pt shot from 28 ft,,90-97,,
7:24.0,,,90-97,,Defensive rebound by C. Kaman
7:16.0,Personal foul by W. Barton (drawn by N. Batum),,90-97,,
7:16.0,T. Lawson enters the game for G. Harris,,90-97,,
7:08.0,,,90-99,2,D. Lillard makes 2-pt shot from 1 ft
6:54.0,W. Chandler makes 2-pt shot from 2 ft,2,92-99,,
6:54.0,Shooting foul by D. Wright (drawn by W. Chandler),,92-99,,
6:54.0,K. Faried enters the game for J. Nurkic,,92-99,,
6:54.0,J. Hickson enters the game for W. Barton,,92-99,,
6:54.0,,,92-99,,R. Lopez enters the game for C. Kaman
6:54.0,W. Chandler makes free throw 1 of 1,1,93-99,,
6:37.0,,,93-99,,D. Lillard misses 2-pt shot from 21 ft
6:36.0,Defensive rebound by T. Lawson,,93-99,,
6:27.0,Turnover by T. Lawson (bad pass; steal by N. Batum),,93-99,,
6:22.0,,,93-101,2,D. Wright makes 2-pt shot at rim (assist by D. Lillard)
6:04.0,J. Nelson makes 2-pt shot from 2 ft,2,95-101,,
5:47.0,,,95-101,,N. Batum misses 3-pt shot from 25 ft
5:46.0,Defensive rebound by W. Chandler,,95-101,,
5:38.0,J. Nelson makes 3-pt shot from 26 ft,3,98-101,,
5:36.0,,,98-101,,Portland full timeout
5:36.0,,,98-101,,A. Afflalo enters the game for C. McCollum
5:36.0,,,98-101,,L. Aldridge enters the game for D. Wright
5:15.0,,,98-103,2,L. Aldridge makes 2-pt shot from 12 ft
4:49.0,W. Chandler misses 3-pt shot from 24 ft,,98-103,,
4:48.0,,,98-103,,Defensive rebound by D. Lillard
4:45.0,Violation by K. Faried (def goaltending),,98-103,,
4:45.0,,,98-105,2,N. Batum makes 2-pt shot from 1 ft (assist by D. Lillard)
4:34.0,T. Lawson misses 2-pt shot from 7 ft,,98-105,,
4:31.0,Offensive rebound by J. Hickson,,98-105,,
4:20.0,W. Chandler misses 2-pt shot from 12 ft,,98-105,,
4:17.0,,,98-105,,Defensive rebound by A. Afflalo
4:13.0,,,98-105,,Turnover by D. Lillard (lost ball)
4:06.0,,,98-105,,Personal foul by A. Afflalo (drawn by J. Nelson)
3:56.0,J. Hickson misses 2-pt shot from 17 ft,,98-105,,
3:55.0,,,98-105,,Defensive rebound by N. Batum
3:41.0,,,98-105,,L. Aldridge misses 2-pt shot from 12 ft
3:39.0,Defensive rebound by W. Chandler,,98-105,,
3:31.0,J. Hickson misses 2-pt shot at rim (block by R. Lopez),,98-105,,
3:30.0,Offensive rebound by K. Faried,,98-105,,
3:28.0,K. Faried misses 2-pt shot at rim (block by R. Lopez),,98-105,,
3:27.0,,,98-105,,Defensive rebound by L. Aldridge
3:09.0,,,98-105,,Turnover by A. Afflalo (lost ball; steal by J. Hickson)
2:50.0,T. Lawson misses 2-pt shot from 16 ft,,98-105,,
2:49.0,,,98-105,,Defensive rebound by L. Aldridge
2:29.0,,,98-108,3,N. Batum makes 3-pt shot from 25 ft (assist by L. Aldridge)
2:26.0,Denver full timeout,,98-108,,
2:26.0,R. Foye enters the game for J. Hickson,,98-108,,
2:20.0,Shooting foul by R. Lopez (drawn by K. Faried),,98-108,,
2:20.0,K. Faried makes free throw 1 of 2,1,99-108,,
2:20.0,K. Faried makes free throw 2 of 2,1,100-108,,
2:09.0,,,100-108,,Turnover by L. Aldridge (lost ball)
1:56.0,T. Lawson misses 2-pt shot from 13 ft,,100-108,,
1:55.0,Offensive rebound by K. Faried,,100-108,,
