time,LA Clippers,pts.away,score,pts.home,Sacramento
6:00.0,,,12-13,2,J. Thompson makes 2-pt shot from 2 ft (assist by R. McCallum)
5:39.0,J. Redick makes 2-pt shot from 21 ft,2,14-13,,
5:39.0,Shooting foul by R. Hollins (drawn by J. Redick),,14-13,,
5:39.0,J. Redick makes free throw 1 of 1,1,15-13,,
5:28.0,Personal foul by B. Griffin (drawn by R. Gay),,15-13,,
5:28.0,,,15-13,,R. Evans enters the game for R. Hollins
5:12.0,,,15-13,,R. McCallum misses 2-pt shot from 12 ft
5:11.0,,,15-13,,Offensive rebound by J. Thompson
5:04.0,,,15-15,2,R. McCallum makes 2-pt shot from 2 ft
4:36.0,B. Griffin misses 2-pt shot from 16 ft,,15-15,,
4:36.0,Offensive rebound by Team,,15-15,,
4:36.0,,,15-15,,Loose ball foul by J. Thompson (drawn by D. Jordan)
4:36.0,,,15-15,,N. Stauskas enters the game for B. McLemore
4:29.0,Turnover by D. Jordan (bad pass; steal by R. Evans),,15-15,,
4:20.0,,,15-15,,J. Thompson misses 2-pt shot from 17 ft
4:20.0,Defensive rebound by H. Turkoglu,,15-15,,
4:15.0,Turnover by C. Paul (bad pass; steal by J. Thompson),,15-15,,
4:07.0,,,15-15,,J. Thompson misses 2-pt shot at rim (block by B. Griffin)
4:05.0,Defensive rebound by D. Jordan,,15-15,,
4:00.0,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul),3,18-15,,
3:45.0,,,18-17,2,R. Gay makes 2-pt shot from 12 ft
3:35.0,B. Griffin makes 2-pt shot from 4 ft (assist by C. Paul),2,20-17,,
3:23.0,,,20-17,,Turnover by R. McCallum (bad pass; steal by J. Redick)
3:19.0,H. Turkoglu makes 2-pt shot from 1 ft (assist by J. Redick),2,22-17,,
2:59.0,,,22-20,3,N. Stauskas makes 3-pt shot from 24 ft
2:41.0,C. Paul makes 2-pt shot from 17 ft,2,24-20,,
2:30.0,,,24-20,,Shooting foul by B. Griffin (drawn by R. Gay)
2:30.0,LA Clippers full timeout,,24-20,,
2:30.0,,,24-20,,O. Casspi enters the game for J. Thompson
2:30.0,,,24-20,,A. Miller enters the game for R. McCallum
2:30.0,A. Rivers enters the game for H. Turkoglu,,24-20,,
2:30.0,S. Hawes enters the game for J. Redick,,24-20,,
2:30.0,D. Jones enters the game for B. Griffin,,24-20,,
2:30.0,,,24-21,1,R. Gay makes free throw 1 of 2
2:30.0,,,24-22,1,R. Gay makes free throw 2 of 2
2:08.0,S. Hawes misses 2-pt shot from 6 ft,,24-22,,
2:08.0,,,24-22,,Defensive rebound by R. Gay
1:49.0,,,24-22,,O. Casspi misses 3-pt shot from 24 ft
1:48.0,Defensive rebound by C. Paul,,24-22,,
1:30.0,C. Paul misses 3-pt shot from 24 ft,,24-22,,
1:29.0,Offensive rebound by D. Jordan,,24-22,,
1:19.0,A. Rivers misses 2-pt shot from 18 ft,,24-22,,
1:16.0,,,24-22,,Defensive rebound by O. Casspi
1:11.0,,,24-22,,Turnover by R. Gay (lost ball; steal by C. Paul)
1:00.0,C. Paul makes 2-pt shot from 20 ft,2,26-22,,
0:41.0,,,26-22,,Offensive charge foul by R. Gay
0:41.0,,,26-22,,Turnover by R. Gay (offensive foul)
0:41.0,,,26-22,,D. Williams enters the game for R. Gay
0:41.0,G. Davis enters the game for D. Jordan,,26-22,,
0:41.0,N. Robinson enters the game for C. Paul,,26-22,,
0:22.0,S. Hawes makes 2-pt shot from 4 ft,2,28-22,,
0:08.0,Personal foul by N. Robinson (drawn by A. Miller),,28-22,,
0:02.0,,,28-24,2,A. Miller makes 2-pt shot from 12 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,S. Hawes misses 3-pt shot from 24 ft,,28-24,,
11:38.0,,,28-24,,Defensive rebound by R. Evans
11:23.0,,,28-24,,Turnover by N. Stauskas (lost ball; steal by N. Robinson)
11:18.0,N. Robinson makes 2-pt shot from 2 ft (assist by A. Rivers),2,30-24,,
10:55.0,,,30-24,,A. Miller misses 2-pt shot from 15 ft
10:54.0,,,30-24,,Offensive rebound by A. Miller
10:44.0,,,30-26,2,O. Casspi makes 2-pt shot from 4 ft (assist by A. Miller)
10:22.0,A. Rivers makes 3-pt shot from 23 ft (assist by N. Robinson),3,33-26,,
10:01.0,,,33-28,2,N. Stauskas makes 2-pt shot from 21 ft
9:44.0,A. Rivers misses 3-pt shot from 24 ft,,33-28,,
9:43.0,,,33-28,,Defensive rebound by O. Casspi
9:34.0,,,33-31,3,O. Casspi makes 3-pt shot from 25 ft (assist by A. Miller)
9:20.0,Shooting foul by R. Evans (drawn by A. Rivers),,33-31,,
9:20.0,A. Rivers misses free throw 1 of 2,,33-31,,
9:20.0,Offensive rebound by Team,,33-31,,
9:20.0,A. Rivers misses free throw 2 of 2,,33-31,,
9:19.0,,,33-31,,Defensive rebound by R. Evans
9:07.0,,,33-31,,R. Evans misses 2-pt shot at rim
9:06.0,,,33-31,,Offensive rebound by N. Stauskas
9:03.0,,,33-31,,Shooting foul by S. Hawes (drawn by R. Evans)
9:03.0,,,33-31,,R. Evans misses free throw 1 of 2
9:03.0,,,33-31,,Offensive rebound by Team
9:03.0,J. Redick enters the game for D. Jones,,33-31,,
9:03.0,,,33-32,1,R. Evans makes free throw 2 of 2
8:49.0,J. Redick makes 2-pt shot from 18 ft (assist by N. Robinson),2,35-32,,
8:36.0,,,35-32,,O. Casspi misses 3-pt shot from 24 ft
8:35.0,Defensive rebound by J. Redick,,35-32,,
8:27.0,J. Redick misses 3-pt shot from 24 ft,,35-32,,
8:27.0,,,35-32,,Defensive rebound by R. Evans
8:17.0,,,35-32,,Turnover by N. Stauskas (bad pass)
8:17.0,Official timeout,,35-32,,
8:04.0,Turnover by G. Davis (lost ball),,35-32,,
7:49.0,,,35-32,,D. Williams misses 3-pt shot from 24 ft
7:48.0,,,35-32,,Offensive rebound by R. Evans
7:48.0,,,35-32,,R. Evans misses 2-pt shot from 1 ft
7:46.0,Defensive rebound by A. Rivers,,35-32,,
7:31.0,G. Davis misses 2-pt shot from 7 ft,,35-32,,
7:30.0,Offensive rebound by S. Hawes,,35-32,,
7:27.0,Shooting foul by A. Miller (drawn by G. Davis),,35-32,,
7:27.0,G. Davis makes free throw 1 of 2,1,36-32,,
7:27.0,,,36-32,,J. Thompson enters the game for R. Evans
7:27.0,G. Davis makes free throw 2 of 2,1,37-32,,
7:10.0,,,37-34,2,A. Miller makes 2-pt shot from 6 ft
6:53.0,N. Robinson misses 2-pt shot from 21 ft,,37-34,,
6:52.0,,,37-34,,Defensive rebound by O. Casspi
6:43.0,,,37-34,,N. Stauskas misses 3-pt shot from 25 ft
6:42.0,Defensive rebound by A. Rivers,,37-34,,
6:28.0,G. Davis misses 2-pt shot from 14 ft,,37-34,,
6:27.0,,,37-34,,Defensive rebound by O. Casspi
6:22.0,,,37-34,,Offensive charge foul by D. Williams
6:22.0,,,37-34,,Turnover by D. Williams (offensive foul)
6:22.0,,,37-34,,R. McCallum enters the game for N. Stauskas
6:22.0,,,37-34,,R. Gay enters the game for A. Miller
6:22.0,C. Paul enters the game for S. Hawes,,37-34,,
6:22.0,B. Griffin enters the game for A. Rivers,,37-34,,
6:22.0,H. Turkoglu enters the game for N. Robinson,,37-34,,
6:22.0,D. Jordan enters the game for G. Davis,,37-34,,
6:12.0,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul),3,40-34,,
5:50.0,,,40-36,2,J. Thompson makes 2-pt shot from 9 ft (assist by D. Williams)
5:33.0,H. Turkoglu misses 3-pt shot from 23 ft,,40-36,,
5:33.0,,,40-36,,Defensive rebound by R. Gay
5:25.0,,,40-38,2,R. Gay makes 2-pt shot from 2 ft
5:07.0,Turnover by B. Griffin (lost ball; steal by R. Gay),,40-38,,
5:03.0,,,40-40,2,D. Williams makes 2-pt shot at rim (assist by R. McCallum)
4:45.0,B. Griffin misses 2-pt shot from 12 ft,,40-40,,
4:44.0,,,40-40,,Defensive rebound by J. Thompson
4:37.0,,,40-40,,R. Gay misses 3-pt shot from 24 ft
4:35.0,Defensive rebound by B. Griffin,,40-40,,
4:26.0,J. Redick misses 2-pt shot from 15 ft,,40-40,,
4:24.0,Offensive rebound by D. Jordan,,40-40,,
4:24.0,D. Jordan misses 2-pt shot at rim,,40-40,,
4:23.0,,,40-40,,Defensive rebound by R. Gay
4:18.0,,,40-40,,O. Casspi misses 2-pt shot from 5 ft
4:16.0,Defensive rebound by D. Jordan,,40-40,,
4:01.0,D. Jordan misses 2-pt shot from 4 ft,,40-40,,
4:00.0,,,40-40,,Defensive rebound by O. Casspi
3:51.0,,,40-40,,R. McCallum misses 2-pt shot from 6 ft
3:50.0,Defensive rebound by D. Jordan,,40-40,,
3:43.0,C. Paul makes 2-pt shot from 17 ft,2,42-40,,
3:41.0,,,42-40,,Sacramento full timeout
3:41.0,,,42-40,,R. Hollins enters the game for O. Casspi
3:41.0,,,42-40,,B. McLemore enters the game for D. Williams
3:20.0,Violation by D. Jordan (def goaltending),,42-40,,
3:20.0,,,42-42,2,R. McCallum makes 2-pt shot from 4 ft
3:04.0,J. Redick makes 3-pt shot from 25 ft,3,45-42,,
2:48.0,,,45-42,,R. Gay misses 2-pt shot from 13 ft
2:47.0,Defensive rebound by Team,,45-42,,
2:47.0,,,45-42,,Loose ball foul by R. Gay (drawn by B. Griffin)
2:47.0,LA Clippers full timeout,,45-42,,
2:30.0,C. Paul misses 3-pt shot from 23 ft,,45-42,,
2:29.0,,,45-42,,Defensive rebound by J. Thompson
2:12.0,,,45-42,,R. McCallum misses 3-pt shot from 25 ft
2:11.0,Defensive rebound by D. Jordan,,45-42,,
2:06.0,Shooting foul by R. Hollins (drawn by B. Griffin),,45-42,,
2:06.0,B. Griffin makes free throw 1 of 2,1,46-42,,
2:06.0,,,46-42,,A. Miller enters the game for R. Hollins
2:06.0,,,46-42,,R. Evans enters the game for R. McCallum
2:06.0,B. Griffin makes free throw 2 of 2,1,47-42,,
1:47.0,,,47-44,2,R. Evans makes 2-pt shot from 2 ft (assist by R. Gay)
1:34.0,J. Redick misses 2-pt shot from 15 ft,,47-44,,
1:34.0,,,47-44,,Defensive rebound by R. Evans
1:20.0,,,47-44,,Shooting foul by H. Turkoglu (drawn by R. Gay)
1:20.0,,,47-45,1,R. Gay makes free throw 1 of 2
1:20.0,,,47-46,1,R. Gay makes free throw 2 of 2
0:55.0,C. Paul misses 3-pt shot from 26 ft,,47-46,,
0:55.0,,,47-46,,Defensive rebound by R. Evans
0:47.0,,,47-46,,Shooting foul by H. Turkoglu (drawn by R. Gay)
0:47.0,,,47-48,2,R. Gay makes 2-pt shot from 4 ft
0:47.0,,,47-49,1,R. Gay makes free throw 1 of 1
0:36.0,B. Griffin makes 2-pt shot from 15 ft (assist by H. Turkoglu),2,49-49,,
0:25.0,,,49-49,,Turnover by J. Thompson (bad pass; steal by D. Jordan)
0:01.0,C. Paul makes 2-pt shot from 14 ft,2,51-49,,
0:00.0,,,51-49,,R. Gay misses 3-pt shot from 45 ft
0:00.0,,,51-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Offensive foul by D. Jordan,,51-49,,
11:48.0,Turnover by D. Jordan (offensive foul),,51-49,,
11:24.0,,,51-49,,Turnover by Team (shot clock)
11:05.0,C. Paul makes 2-pt shot from 18 ft,2,53-49,,
10:48.0,,,53-51,2,J. Thompson makes 2-pt shot from 18 ft (assist by B. McLemore)
10:32.0,C. Paul makes 3-pt shot from 25 ft (assist by J. Redick),3,56-51,,
10:18.0,,,56-53,2,R. Gay makes 2-pt shot from 20 ft
10:06.0,C. Paul makes 2-pt shot from 17 ft,2,58-53,,
9:51.0,,,58-53,,R. Gay misses 2-pt shot from 4 ft (block by D. Jordan)
9:50.0,Defensive rebound by H. Turkoglu,,58-53,,
9:34.0,H. Turkoglu misses 3-pt shot from 23 ft,,58-53,,
9:33.0,,,58-53,,Defensive rebound by B. McLemore
9:27.0,,,58-53,,B. McLemore misses 2-pt shot from 4 ft (block by D. Jordan)
9:27.0,,,58-53,,Offensive rebound by Team
9:20.0,,,58-55,2,R. Gay makes 2-pt shot from 20 ft
8:54.0,D. Jordan misses 2-pt shot from 6 ft,,58-55,,
8:53.0,,,58-55,,Defensive rebound by J. Thompson
8:37.0,,,58-57,2,R. Hollins makes 2-pt shot from 6 ft (assist by R. Gay)
8:17.0,J. Redick misses 3-pt shot from 26 ft,,58-57,,
8:17.0,,,58-57,,Defensive rebound by J. Thompson
8:01.0,Shooting block foul by C. Paul (drawn by R. Gay),,58-57,,
8:01.0,,,58-58,1,R. Gay makes free throw 1 of 2
8:01.0,,,58-59,1,R. Gay makes free throw 2 of 2
7:42.0,B. Griffin makes 2-pt shot from 4 ft,2,60-59,,
7:33.0,Personal foul by C. Paul (drawn by R. Hollins),,60-59,,
7:26.0,,,60-59,,R. Gay misses 3-pt shot from 24 ft
7:25.0,Defensive rebound by D. Jordan,,60-59,,
7:14.0,B. Griffin misses 2-pt shot from 20 ft,,60-59,,
7:13.0,Offensive rebound by D. Jordan,,60-59,,
7:13.0,D. Jordan makes 2-pt shot at rim,2,62-59,,
6:56.0,,,62-59,,Shooting foul by D. Jordan (drawn by J. Thompson)
6:56.0,,,62-59,,J. Thompson misses free throw 1 of 2
6:56.0,,,62-59,,Offensive rebound by Team
6:56.0,,,62-60,1,J. Thompson makes free throw 2 of 2
6:50.0,,,62-60,,Personal foul by B. McLemore (drawn by J. Redick)
6:40.0,H. Turkoglu makes 3-pt shot from 23 ft (assist by C. Paul),3,65-60,,
6:26.0,,,65-60,,J. Thompson misses 2-pt shot from 16 ft
6:26.0,Defensive rebound by C. Paul,,65-60,,
6:16.0,H. Turkoglu makes 2-pt shot from 2 ft,2,67-60,,
6:16.0,,,67-60,,Sacramento full timeout
6:16.0,,,67-60,,R. Evans enters the game for R. Hollins
6:03.0,,,67-62,2,R. Gay makes 2-pt shot from 16 ft
5:49.0,Turnover by B. Griffin (bad pass; steal by B. McLemore),,67-62,,
5:48.0,Personal foul by C. Paul (drawn by R. McCallum),,67-62,,
5:40.0,,,67-62,,B. McLemore misses 2-pt shot from 7 ft (block by D. Jordan)
5:39.0,Defensive rebound by J. Redick,,67-62,,
5:36.0,Shooting foul by R. Gay (drawn by B. Griffin),,67-62,,
5:36.0,B. Griffin makes free throw 1 of 2,1,68-62,,
5:36.0,,,68-62,,N. Stauskas enters the game for B. McLemore
5:36.0,B. Griffin makes free throw 2 of 2,1,69-62,,
5:13.0,,,69-62,,J. Thompson misses 2-pt shot from 5 ft
5:12.0,Defensive rebound by Team,,69-62,,
5:12.0,,,69-62,,Loose ball foul by R. Evans (drawn by D. Jordan)
4:59.0,B. Griffin misses 2-pt shot from 19 ft,,69-62,,
4:58.0,,,69-62,,Defensive rebound by R. McCallum
4:52.0,,,69-64,2,R. McCallum makes 2-pt shot from 1 ft
4:29.0,H. Turkoglu misses 3-pt shot from 24 ft,,69-64,,
4:29.0,,,69-64,,Defensive rebound by R. Evans
4:17.0,,,69-64,,R. Gay misses 2-pt shot from 14 ft
4:16.0,,,69-64,,Offensive rebound by J. Thompson
4:15.0,,,69-66,2,J. Thompson makes 2-pt shot from 3 ft
4:14.0,LA Clippers full timeout,,69-66,,
4:14.0,D. Jones enters the game for H. Turkoglu,,69-66,,
4:14.0,A. Rivers enters the game for J. Redick,,69-66,,
3:57.0,D. Jones misses 2-pt shot from 21 ft,,69-66,,
3:56.0,Offensive rebound by Team,,69-66,,
3:43.0,B. Griffin makes 2-pt shot from 11 ft (assist by C. Paul),2,71-66,,
3:20.0,,,71-66,,R. Gay misses 2-pt shot from 2 ft
3:19.0,Defensive rebound by B. Griffin,,71-66,,
3:09.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,73-66,,
2:43.0,,,73-66,,R. Evans misses 2-pt shot from 3 ft
2:42.0,Defensive rebound by D. Jordan,,73-66,,
2:36.0,C. Paul makes 3-pt shot from 25 ft,3,76-66,,
2:34.0,,,76-66,,Sacramento full timeout
2:34.0,,,76-66,,O. Casspi enters the game for R. Gay
2:34.0,,,76-66,,D. Williams enters the game for J. Thompson
2:34.0,,,76-66,,A. Miller enters the game for R. McCallum
2:11.0,,,76-66,,Turnover by D. Williams (lost ball)
2:04.0,C. Paul misses 3-pt shot from 25 ft,,76-66,,
2:04.0,,,76-66,,Defensive rebound by R. Evans
1:48.0,,,76-68,2,N. Stauskas makes 2-pt shot from 2 ft (assist by O. Casspi)
1:36.0,C. Paul makes 2-pt shot from 18 ft,2,78-68,,
1:21.0,,,78-68,,Shooting foul by B. Griffin (drawn by D. Williams)
1:21.0,,,78-69,1,D. Williams makes free throw 1 of 3
1:21.0,,,78-70,1,D. Williams makes free throw 2 of 3
1:21.0,G. Davis enters the game for B. Griffin,,78-70,,
1:21.0,,,78-71,1,D. Williams makes free throw 3 of 3
1:06.0,G. Davis misses 2-pt shot from 17 ft,,78-71,,
1:06.0,,,78-71,,Defensive rebound by A. Miller
0:54.0,,,78-73,2,A. Miller makes 2-pt shot from 4 ft (assist by O. Casspi)
0:42.0,C. Paul makes 2-pt shot from 21 ft,2,80-73,,
0:30.0,,,80-73,,Turnover by A. Miller (traveling)
0:26.0,N. Robinson enters the game for D. Jordan,,80-73,,
0:26.0,S. Hawes enters the game for D. Jones,,80-73,,
0:06.0,S. Hawes misses 3-pt shot from 23 ft,,80-73,,
0:05.0,,,80-73,,Defensive rebound by R. Evans
0:01.0,,,80-73,,Turnover by A. Miller (bad pass; steal by G. Davis)
0:00.0,C. Paul misses 3-pt shot from 29 ft,,80-73,,
0:00.0,Offensive rebound by Team,,80-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,,,80-76,3,D. Williams makes 3-pt shot from 23 ft (assist by O. Casspi)
11:32.0,G. Davis makes 2-pt shot from 1 ft (assist by A. Rivers),2,82-76,,
11:16.0,,,82-76,,N. Stauskas misses 3-pt shot from 22 ft
11:16.0,,,82-76,,Offensive rebound by R. Evans
11:14.0,,,82-76,,Shooting foul by S. Hawes (drawn by R. Evans)
11:14.0,,,82-77,1,R. Evans makes free throw 1 of 2
11:14.0,,,82-77,,R. Evans misses free throw 2 of 2
11:12.0,Defensive rebound by S. Hawes,,82-77,,
10:52.0,A. Rivers misses 3-pt shot from 24 ft,,82-77,,
10:51.0,,,82-77,,Defensive rebound by O. Casspi
10:42.0,,,82-77,,A. Miller misses 2-pt shot from 14 ft
10:42.0,,,82-77,,Offensive rebound by R. Evans
10:33.0,,,82-79,2,R. Evans makes 2-pt shot from 2 ft (assist by A. Miller)
10:13.0,N. Robinson makes 2-pt shot from 18 ft,2,84-79,,
9:59.0,,,84-79,,Shooting foul by S. Hawes (drawn by D. Williams)
9:59.0,,,84-79,,D. Williams misses free throw 1 of 2
9:59.0,,,84-79,,Offensive rebound by Team
9:59.0,,,84-79,,R. Gay enters the game for N. Stauskas
9:59.0,,,84-80,1,D. Williams makes free throw 2 of 2
9:40.0,Turnover by G. Davis (lost ball; steal by R. Gay),,84-80,,
9:35.0,,,84-80,,Shooting foul by S. Hawes (drawn by R. Evans)
9:35.0,,,84-81,1,R. Evans makes free throw 1 of 2
9:35.0,B. Griffin enters the game for S. Hawes,,84-81,,
9:35.0,,,84-82,1,R. Evans makes free throw 2 of 2
9:29.0,,,84-82,,Personal foul by A. Miller (drawn by J. Redick)
9:25.0,Offensive foul by A. Rivers,,84-82,,
9:25.0,Turnover by A. Rivers (offensive foul),,84-82,,
9:25.0,C. Paul enters the game for A. Rivers,,84-82,,
9:13.0,,,84-84,2,A. Miller makes 2-pt shot from 3 ft
9:13.0,LA Clippers full timeout,,84-84,,
9:13.0,D. Jordan enters the game for G. Davis,,84-84,,
9:13.0,H. Turkoglu enters the game for N. Robinson,,84-84,,
8:57.0,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul),3,87-84,,
8:41.0,,,87-84,,Shooting foul by D. Jordan (drawn by R. Gay)
8:41.0,,,87-85,1,R. Gay makes free throw 1 of 2
8:41.0,,,87-86,1,R. Gay makes free throw 2 of 2
8:17.0,B. Griffin misses 2-pt shot from 19 ft,,87-86,,
8:16.0,,,87-86,,Defensive rebound by R. Gay
8:09.0,,,87-86,,R. Gay misses 3-pt shot from 24 ft
8:08.0,Defensive rebound by Team,,87-86,,
7:48.0,H. Turkoglu makes 3-pt shot from 23 ft (assist by B. Griffin),3,90-86,,
7:35.0,,,90-86,,D. Williams misses 2-pt shot at rim (block by B. Griffin)
7:33.0,Defensive rebound by D. Jordan,,90-86,,
7:28.0,Shooting foul by A. Miller (drawn by D. Jordan),,90-86,,
7:28.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,92-86,,
7:28.0,,,92-86,,B. McLemore enters the game for R. Evans
7:28.0,,,92-86,,J. Thompson enters the game for O. Casspi
7:28.0,D. Jordan misses free throw 1 of 1,,92-86,,
7:27.0,Offensive rebound by B. Griffin,,92-86,,
7:22.0,J. Redick misses 3-pt shot from 25 ft,,92-86,,
7:21.0,,,92-86,,Defensive rebound by A. Miller
7:06.0,,,92-88,2,A. Miller makes 2-pt shot from 15 ft
6:46.0,H. Turkoglu makes 3-pt shot from 25 ft (assist by B. Griffin),3,95-88,,
6:19.0,,,95-88,,R. Gay misses 2-pt shot from 7 ft
6:19.0,Defensive rebound by D. Jordan,,95-88,,
6:12.0,,,95-88,,Personal foul by R. Gay (drawn by B. Griffin)
5:58.0,C. Paul makes 3-pt shot from 25 ft (assist by H. Turkoglu),3,98-88,,
5:42.0,,,98-90,2,D. Williams makes 2-pt shot from 17 ft (assist by A. Miller)
5:30.0,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul),3,101-90,,
5:30.0,Shooting foul by B. McLemore (drawn by J. Redick),,101-90,,
5:30.0,Official timeout,,101-90,,
5:30.0,,,101-90,,N. Stauskas enters the game for B. McLemore
5:30.0,J. Redick makes free throw 1 of 1,1,102-90,,
5:20.0,,,102-90,,Shooting foul by H. Turkoglu (drawn by R. Gay)
5:20.0,,,102-91,1,R. Gay makes free throw 1 of 2
5:20.0,,,102-92,1,R. Gay makes free throw 2 of 2
5:06.0,B. Griffin misses 2-pt shot from 2 ft,,102-92,,
5:05.0,Offensive rebound by B. Griffin,,102-92,,
5:05.0,Shooting foul by J. Thompson (drawn by B. Griffin),,102-92,,
5:05.0,B. Griffin makes free throw 1 of 2,1,103-92,,
5:05.0,B. Griffin misses free throw 2 of 2,,103-92,,
5:04.0,Offensive rebound by B. Griffin,,103-92,,
5:00.0,Turnover by B. Griffin (bad pass; steal by R. Gay),,103-92,,
4:54.0,,,103-92,,D. Williams misses 3-pt shot from 23 ft
4:53.0,Defensive rebound by B. Griffin,,103-92,,
4:32.0,B. Griffin misses 2-pt shot from 19 ft,,103-92,,
4:32.0,,,103-92,,Defensive rebound by N. Stauskas
4:25.0,,,103-92,,Shooting foul by D. Jordan (drawn by J. Thompson)
4:25.0,,,103-92,,J. Thompson misses free throw 1 of 2
4:25.0,,,103-92,,Offensive rebound by Team
4:25.0,,,103-93,1,J. Thompson makes free throw 2 of 2
4:03.0,Offensive charge foul by C. Paul,,103-93,,
4:03.0,Turnover by C. Paul (offensive foul),,103-93,,
3:51.0,,,103-93,,R. Gay misses 2-pt shot from 7 ft (block by D. Jordan)
3:48.0,Defensive rebound by D. Jordan,,103-93,,
3:44.0,C. Paul makes 3-pt shot from 25 ft,3,106-93,,
3:27.0,,,106-93,,A. Miller misses 3-pt shot from 25 ft
3:26.0,Defensive rebound by B. Griffin,,106-93,,
3:06.0,J. Redick misses 3-pt shot from 26 ft,,106-93,,
3:06.0,,,106-93,,Defensive rebound by R. Gay
3:02.0,,,106-95,2,A. Miller makes 2-pt shot from 1 ft
2:35.0,C. Paul misses 2-pt shot from 18 ft,,106-95,,
2:35.0,,,106-95,,Defensive rebound by N. Stauskas
2:35.0,Personal foul by D. Jordan (drawn by N. Stauskas),,106-95,,
2:35.0,,,106-95,,Sacramento full timeout
2:35.0,D. Jones enters the game for D. Jordan,,106-95,,
2:35.0,,,106-96,1,N. Stauskas makes free throw 1 of 2
2:35.0,,,106-97,1,N. Stauskas makes free throw 2 of 2
2:21.0,D. Jones makes 2-pt shot from 2 ft (assist by C. Paul),2,108-97,,
