time,Houston,pts.away,score,pts.home,Phoenix
0:06.0,J. Harden makes free throw 2 of 2,1,32-24,,
0:04.0,Personal take foul by J. Smith (drawn by I. Thomas),,32-24,,
0:01.0,,,32-24,,P. Tucker misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by C. Brewer,,32-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,32-24,,E. Bledsoe misses 3-pt shot from 24 ft
11:43.0,Defensive rebound by J. Smith,,32-24,,
11:29.0,J. Dorsey makes 2-pt shot at rim (assist by J. Smith),2,34-24,,
11:13.0,,,34-26,2,I. Thomas makes 2-pt shot from 1 ft
11:01.0,C. Brewer misses 3-pt shot from 23 ft,,34-26,,
10:59.0,,,34-26,,Defensive rebound by B. Wright
10:54.0,,,34-29,3,G. Green makes 3-pt shot from 24 ft
10:39.0,C. Brewer misses 2-pt shot from 5 ft (block by E. Bledsoe),,34-29,,
10:39.0,Offensive rebound by Team,,34-29,,
10:39.0,D. Motiejunas enters the game for J. Smith,,34-29,,
10:38.0,,,34-29,,Personal foul by E. Bledsoe (drawn by C. Brewer)
10:33.0,D. Motiejunas makes 2-pt shot from 9 ft,2,36-29,,
10:22.0,,,36-29,,I. Thomas misses 3-pt shot from 23 ft
10:22.0,Defensive rebound by Team,,36-29,,
10:22.0,,,36-29,,Loose ball foul by M. Morris (drawn by D. Motiejunas)
10:22.0,,,36-29,,M. Plumlee enters the game for M. Morris
10:10.0,T. Ariza misses 2-pt shot from 18 ft,,36-29,,
10:09.0,Offensive rebound by D. Motiejunas,,36-29,,
10:09.0,,,36-29,,Personal foul by M. Plumlee (drawn by D. Motiejunas)
10:00.0,T. Ariza misses 3-pt shot from 25 ft,,36-29,,
9:58.0,Offensive rebound by T. Ariza,,36-29,,
9:51.0,C. Brewer makes 2-pt shot at rim,2,38-29,,
9:33.0,,,38-29,,Offensive foul by E. Bledsoe
9:33.0,,,38-29,,Turnover by E. Bledsoe (offensive foul)
9:21.0,Turnover by J. Terry (bad pass; steal by B. Wright),,38-29,,
9:12.0,Shooting block foul by D. Motiejunas (drawn by E. Bledsoe),,38-29,,
9:12.0,,,38-30,1,E. Bledsoe makes free throw 1 of 2
9:12.0,J. Smith enters the game for D. Motiejunas,,38-30,,
9:12.0,,,38-31,1,E. Bledsoe makes free throw 2 of 2
8:56.0,Turnover by J. Dorsey (3 sec),,38-31,,
8:56.0,Official timeout,,38-31,,
8:56.0,P. Beverley enters the game for C. Brewer,,38-31,,
8:56.0,J. Harden enters the game for J. Terry,,38-31,,
8:46.0,,,38-33,2,M. Plumlee makes 2-pt shot at rim (assist by E. Bledsoe)
8:21.0,P. Beverley makes 3-pt shot from 24 ft (assist by J. Harden),3,41-33,,
8:01.0,,,41-36,3,G. Green makes 3-pt shot from 23 ft (assist by I. Thomas)
7:45.0,P. Beverley misses 2-pt shot from 6 ft (block by B. Wright),,41-36,,
7:42.0,,,41-36,,Defensive rebound by I. Thomas
7:39.0,,,41-36,,E. Bledsoe misses 2-pt shot from 2 ft
7:36.0,Defensive rebound by J. Dorsey,,41-36,,
7:32.0,J. Harden makes 2-pt shot at rim,2,43-36,,
7:25.0,,,43-38,2,I. Thomas makes 2-pt shot from 16 ft
7:02.0,T. Ariza misses 2-pt shot at rim (block by B. Wright),,43-38,,
6:59.0,,,43-38,,Defensive rebound by M. Plumlee
6:56.0,,,43-38,,I. Thomas misses 2-pt shot from 5 ft
6:54.0,Defensive rebound by J. Dorsey,,43-38,,
6:44.0,J. Harden makes 3-pt shot from 24 ft (assist by P. Beverley),3,46-38,,
6:33.0,,,46-40,2,G. Green makes 2-pt shot from 21 ft
6:20.0,Turnover by T. Ariza (traveling),,46-40,,
6:20.0,,,46-40,,M. Morris enters the game for B. Wright
6:11.0,Def 3 sec tech foul by J. Smith,,46-40,,
6:11.0,Houston full timeout,,46-40,,
6:11.0,,,46-41,1,E. Bledsoe makes technical free throw
6:02.0,,,46-43,2,M. Morris makes 2-pt shot from 14 ft (assist by E. Bledsoe)
5:42.0,Turnover by J. Smith (bad pass),,46-43,,
5:33.0,,,46-43,,M. Morris misses 2-pt shot from 14 ft
5:31.0,Defensive rebound by J. Dorsey,,46-43,,
5:27.0,J. Smith makes 2-pt shot at rim (assist by J. Harden),2,48-43,,
5:00.0,,,48-43,,I. Thomas misses 2-pt shot from 18 ft
5:00.0,Defensive rebound by Team,,48-43,,
5:00.0,,,48-43,,Loose ball foul by M. Morris (drawn by J. Harden)
5:00.0,,,48-43,,P. Tucker enters the game for M. Morris
4:51.0,J. Harden misses 2-pt shot from 7 ft (block by M. Plumlee),,48-43,,
4:47.0,,,48-43,,Defensive rebound by E. Bledsoe
4:44.0,,,48-43,,G. Green misses 3-pt shot from 24 ft
4:43.0,,,48-43,,Offensive rebound by E. Bledsoe
4:39.0,,,48-43,,E. Bledsoe misses 3-pt shot from 24 ft
4:37.0,,,48-43,,Offensive rebound by G. Green
4:37.0,,,48-45,2,G. Green makes 2-pt shot from 2 ft
4:28.0,Turnover by J. Smith (bad pass),,48-45,,
4:28.0,,,48-45,,A. Len enters the game for M. Plumlee
4:15.0,,,48-45,,I. Thomas misses 2-pt shot from 4 ft
4:12.0,Defensive rebound by T. Ariza,,48-45,,
4:10.0,,,48-45,,Personal foul by P. Tucker (drawn by J. Harden)
4:10.0,J. Harden makes free throw 1 of 2,1,49-45,,
4:10.0,K. Papanikolaou enters the game for T. Ariza,,49-45,,
4:10.0,C. Brewer enters the game for J. Smith,,49-45,,
4:10.0,J. Harden makes free throw 2 of 2,1,50-45,,
3:57.0,Personal foul by C. Brewer (drawn by I. Thomas),,50-45,,
3:52.0,Personal foul by K. Papanikolaou (drawn by E. Bledsoe),,50-45,,
3:46.0,,,50-45,,Shooting foul by J. Dorsey (drawn by I. Thomas)
3:46.0,,,50-46,1,I. Thomas makes free throw 1 of 2
3:46.0,,,50-47,1,I. Thomas makes free throw 2 of 2
3:24.0,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden),2,52-47,,
3:14.0,,,52-50,3,E. Bledsoe makes 3-pt shot from 26 ft
2:59.0,J. Harden misses 3-pt shot from 25 ft,,52-50,,
2:59.0,,,52-50,,Defensive rebound by Team
2:59.0,Personal foul by J. Dorsey (drawn by A. Len),,52-50,,
2:59.0,,,52-50,,Phoenix full timeout
2:59.0,,,52-50,,G. Dragic enters the game for E. Bledsoe
2:59.0,,,52-50,,A. Len misses free throw 1 of 2
2:59.0,,,52-50,,Offensive rebound by Team
2:59.0,,,52-50,,A. Len misses free throw 2 of 2
2:58.0,Defensive rebound by J. Dorsey,,52-50,,
2:43.0,,,52-50,,Violation by G. Green (kicked ball)
2:33.0,J. Harden makes 3-pt shot from 23 ft,3,55-50,,
2:18.0,,,55-50,,G. Green misses 2-pt shot from 15 ft (block by J. Dorsey)
2:15.0,,,55-50,,Offensive rebound by G. Green
2:11.0,Personal foul by J. Dorsey (drawn by I. Thomas),,55-50,,
2:11.0,,,55-51,1,I. Thomas makes free throw 1 of 2
2:11.0,J. Smith enters the game for J. Dorsey,,55-51,,
2:11.0,,,55-52,1,I. Thomas makes free throw 2 of 2
1:50.0,P. Beverley misses 3-pt shot from 25 ft,,55-52,,
1:48.0,,,55-52,,Defensive rebound by P. Tucker
1:44.0,Personal block foul by P. Beverley (drawn by G. Dragic),,55-52,,
1:44.0,,,55-52,,G. Dragic misses free throw 1 of 2
1:44.0,,,55-52,,Offensive rebound by Team
1:44.0,,,55-52,,G. Dragic misses free throw 2 of 2
1:44.0,Defensive rebound by J. Harden,,55-52,,
1:36.0,P. Beverley misses 3-pt shot from 24 ft,,55-52,,
1:34.0,Offensive rebound by C. Brewer,,55-52,,
1:34.0,C. Brewer makes 2-pt shot from 1 ft,2,57-52,,
1:25.0,,,57-52,,G. Green misses 2-pt shot from 17 ft
1:24.0,Defensive rebound by C. Brewer,,57-52,,
1:11.0,J. Smith misses 2-pt shot from 2 ft,,57-52,,
1:09.0,,,57-52,,Defensive rebound by A. Len
1:04.0,,,57-52,,I. Thomas misses 3-pt shot from 24 ft
1:02.0,,,57-52,,Offensive rebound by I. Thomas
1:01.0,,,57-52,,I. Thomas misses 2-pt shot from 2 ft (block by J. Smith)
1:01.0,,,57-52,,Offensive rebound by Team
1:00.0,,,57-52,,G. Green misses 3-pt shot from 22 ft
0:58.0,Defensive rebound by J. Smith,,57-52,,
0:45.0,Shooting foul by G. Green (drawn by J. Harden),,57-52,,
0:45.0,J. Harden misses free throw 1 of 3,,57-52,,
0:45.0,Offensive rebound by Team,,57-52,,
0:45.0,J. Harden makes free throw 2 of 3,1,58-52,,
0:45.0,J. Harden misses free throw 3 of 3,,58-52,,
0:44.0,,,58-52,,Defensive rebound by A. Len
0:27.0,,,58-52,,Turnover by I. Thomas (bad pass)
0:05.0,J. Harden makes 2-pt shot at rim,2,60-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,60-54,2,M. Morris makes 2-pt shot from 1 ft
11:34.0,,,60-54,,Technical foul by P. Tucker
11:34.0,J. Harden makes technical free throw,1,61-54,,
11:34.0,,,61-54,,M. Morris enters the game for P. Tucker
11:28.0,,,61-54,,Personal foul by A. Len (drawn by D. Motiejunas)
11:20.0,D. Motiejunas misses 2-pt shot from 10 ft,,61-54,,
11:15.0,,,61-54,,Defensive rebound by M. Morris
11:13.0,,,61-56,2,E. Bledsoe makes 2-pt shot from 1 ft
11:13.0,,,61-56,,Shooting foul by J. Harden (drawn by E. Bledsoe)
11:13.0,,,61-56,,E. Bledsoe misses free throw 1 of 1
11:11.0,,,61-56,,Offensive rebound by A. Len
10:53.0,,,61-58,2,M. Morris makes 2-pt shot from 1 ft
10:47.0,Houston full timeout,,61-58,,
10:39.0,,,61-58,,Violation by A. Len (kicked ball)
10:30.0,J. Smith makes 2-pt shot from 13 ft,2,63-58,,
10:11.0,,,63-58,,M. Morris misses 2-pt shot from 2 ft
10:09.0,Defensive rebound by D. Motiejunas,,63-58,,
9:58.0,,,63-58,,Personal foul by M. Morris (drawn by D. Motiejunas)
9:53.0,Shooting foul by M. Morris (drawn by D. Motiejunas),,63-58,,
9:53.0,D. Motiejunas misses free throw 1 of 2,,63-58,,
9:53.0,Offensive rebound by Team,,63-58,,
9:53.0,,,63-58,,I. Thomas enters the game for M. Morris
9:53.0,D. Motiejunas makes free throw 2 of 2,1,64-58,,
9:39.0,,,64-58,,I. Thomas misses 3-pt shot from 23 ft (block by J. Harden)
9:39.0,Defensive rebound by Team,,64-58,,
9:28.0,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden),3,67-58,,
9:05.0,,,67-58,,G. Dragic misses 3-pt shot from 23 ft
9:03.0,Defensive rebound by J. Harden,,67-58,,
8:54.0,Turnover by J. Harden (bad pass; steal by M. Morris),,67-58,,
8:48.0,,,67-58,,I. Thomas misses 2-pt shot from 15 ft
8:45.0,Defensive rebound by P. Beverley,,67-58,,
8:40.0,J. Smith makes 2-pt shot at rim (assist by J. Harden),2,69-58,,
8:40.0,,,69-58,,Phoenix full timeout
8:16.0,,,69-60,2,E. Bledsoe makes 2-pt shot from 17 ft
7:52.0,P. Beverley misses 2-pt shot from 5 ft,,69-60,,
7:48.0,,,69-60,,Defensive rebound by A. Len
7:45.0,,,69-60,,Turnover by I. Thomas (bad pass; steal by J. Harden)
7:41.0,J. Harden misses 3-pt shot from 24 ft,,69-60,,
7:39.0,Offensive rebound by P. Beverley,,69-60,,
7:36.0,Shooting foul by M. Morris (drawn by J. Harden),,69-60,,
7:36.0,J. Harden makes free throw 1 of 2,1,70-60,,
7:36.0,J. Harden makes free throw 2 of 2,1,71-60,,
7:18.0,,,71-60,,M. Morris misses 3-pt shot from 24 ft
7:16.0,Defensive rebound by T. Ariza,,71-60,,
7:02.0,J. Smith makes 2-pt shot from 7 ft,2,73-60,,
6:47.0,,,73-63,3,M. Morris makes 3-pt shot from 23 ft (assist by I. Thomas)
6:23.0,Turnover by J. Harden (bad pass; steal by M. Morris),,73-63,,
6:19.0,,,73-63,,G. Dragic misses 2-pt shot from 3 ft (block by P. Beverley)
6:19.0,Defensive rebound by Team,,73-63,,
6:19.0,,,73-63,,Technical foul by G. Dragic
6:19.0,J. Harden makes technical free throw,1,74-63,,
6:19.0,,,74-63,,G. Green enters the game for G. Dragic
6:19.0,C. Brewer enters the game for J. Harden,,74-63,,
6:14.0,T. Ariza misses 3-pt shot from 25 ft,,74-63,,
6:13.0,,,74-63,,Defensive rebound by I. Thomas
6:03.0,,,74-63,,I. Thomas misses 3-pt shot from 25 ft
6:01.0,Defensive rebound by P. Beverley,,74-63,,
5:59.0,J. Smith makes 2-pt shot from 5 ft (assist by P. Beverley),2,76-63,,
5:59.0,Shooting foul by G. Green (drawn by J. Smith),,76-63,,
5:59.0,J. Smith misses free throw 1 of 1,,76-63,,
5:59.0,,,76-63,,Defensive rebound by A. Len
5:48.0,,,76-63,,Shooting foul by D. Motiejunas (drawn by E. Bledsoe)
5:48.0,,,76-64,1,E. Bledsoe makes free throw 1 of 2
5:48.0,J. Dorsey enters the game for D. Motiejunas,,76-64,,
5:48.0,,,76-65,1,E. Bledsoe makes free throw 2 of 2
5:34.0,J. Smith misses 3-pt shot from 25 ft,,76-65,,
5:32.0,,,76-65,,Defensive rebound by I. Thomas
5:30.0,,,76-65,,Turnover by I. Thomas (bad pass)
5:06.0,Turnover by Team (shot clock),,76-65,,
5:01.0,,,76-65,,Turnover by E. Bledsoe (bad pass; steal by J. Dorsey)
4:57.0,C. Brewer makes 2-pt shot at rim (assist by T. Ariza),2,78-65,,
4:32.0,,,78-67,2,E. Bledsoe makes 2-pt shot from 5 ft (assist by I. Thomas)
4:21.0,Turnover by J. Smith (traveling),,78-67,,
4:08.0,Personal foul by P. Beverley (drawn by I. Thomas),,78-67,,
4:08.0,J. Harden enters the game for T. Ariza,,78-67,,
4:01.0,,,78-67,,G. Green misses 3-pt shot from 24 ft
3:59.0,,,78-67,,Offensive rebound by A. Len
3:55.0,,,78-69,2,G. Green makes 2-pt shot from 2 ft (assist by M. Morris)
3:44.0,C. Brewer misses 2-pt shot from 2 ft (block by A. Len),,78-69,,
3:41.0,,,78-69,,Defensive rebound by A. Len
3:33.0,,,78-69,,G. Green misses 3-pt shot from 24 ft
3:30.0,Defensive rebound by P. Beverley,,78-69,,
3:30.0,,,78-69,,Personal foul by I. Thomas (drawn by J. Harden)
3:30.0,J. Harden makes free throw 1 of 2,1,79-69,,
3:30.0,,,79-69,,B. Wright enters the game for A. Len
3:30.0,J. Harden makes free throw 2 of 2,1,80-69,,
3:14.0,,,80-69,,B. Wright misses 2-pt shot from 7 ft
3:11.0,Defensive rebound by J. Harden,,80-69,,
3:02.0,Turnover by J. Smith (bad pass),,80-69,,
3:02.0,J. Terry enters the game for P. Beverley,,80-69,,
2:47.0,,,80-69,,B. Wright misses 2-pt shot from 6 ft (block by J. Smith)
2:45.0,Defensive rebound by J. Dorsey,,80-69,,
2:37.0,J. Dorsey makes 2-pt shot at rim (assist by J. Harden),2,82-69,,
2:26.0,Personal foul by J. Harden (drawn by I. Thomas),,82-69,,
2:26.0,K. Papanikolaou enters the game for J. Smith,,82-69,,
2:21.0,,,82-69,,I. Thomas misses 3-pt shot from 25 ft
2:19.0,Defensive rebound by J. Dorsey,,82-69,,
2:14.0,C. Brewer misses 2-pt shot from 1 ft,,82-69,,
2:11.0,,,82-69,,Defensive rebound by E. Bledsoe
2:05.0,,,82-72,3,G. Green makes 3-pt shot from 25 ft (assist by E. Bledsoe)
1:48.0,C. Brewer misses 3-pt shot from 23 ft,,82-72,,
1:46.0,,,82-72,,Defensive rebound by Team
1:34.0,,,82-74,2,B. Wright makes 2-pt shot at rim (assist by E. Bledsoe)
1:05.0,C. Brewer makes 2-pt shot from 11 ft,2,84-74,,
0:42.0,,,84-74,,Shooting foul by J. Dorsey (drawn by E. Bledsoe)
0:42.0,,,84-75,1,E. Bledsoe makes free throw 1 of 2
0:42.0,J. Smith enters the game for J. Dorsey,,84-75,,
0:42.0,,,84-75,,E. Bledsoe misses free throw 2 of 2
0:41.0,Defensive rebound by K. Papanikolaou,,84-75,,
0:30.0,J. Terry makes 3-pt shot from 25 ft (assist by J. Harden),3,87-75,,
0:08.0,,,87-75,,Shooting foul by C. Brewer (drawn by E. Bledsoe)
0:08.0,,,87-76,1,E. Bledsoe makes free throw 1 of 2
0:08.0,,,87-77,1,E. Bledsoe makes free throw 2 of 2
0:01.0,K. Papanikolaou misses 3-pt shot from 24 ft,,87-77,,
0:00.0,Offensive rebound by Team,,87-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,K. Papanikolaou misses 3-pt shot from 23 ft,,87-77,,
11:39.0,,,87-77,,Defensive rebound by I. Thomas
11:24.0,,,87-77,,Shooting foul by K. Papanikolaou (drawn by P. Tucker)
11:24.0,,,87-78,1,P. Tucker makes free throw 1 of 2
11:24.0,,,87-79,1,P. Tucker makes free throw 2 of 2
11:07.0,D. Motiejunas makes 2-pt shot from 9 ft,2,89-79,,
10:49.0,,,89-79,,B. Wright misses 2-pt shot from 2 ft
10:48.0,Defensive rebound by K. Papanikolaou,,89-79,,
10:42.0,D. Motiejunas makes 2-pt shot from 4 ft (assist by K. Papanikolaou),2,91-79,,
10:16.0,,,91-79,,G. Green misses 3-pt shot from 23 ft
10:14.0,Defensive rebound by T. Ariza,,91-79,,
10:06.0,Turnover by T. Ariza (bad pass),,91-79,,
9:56.0,,,91-79,,I. Thomas misses 2-pt shot from 1 ft
9:56.0,Defensive rebound by D. Motiejunas,,91-79,,
9:56.0,,,91-79,,Personal foul by I. Thomas (drawn by D. Motiejunas)
9:38.0,Turnover by D. Motiejunas (traveling),,91-79,,
9:25.0,Personal foul by K. Papanikolaou (drawn by M. Morris),,91-79,,
9:25.0,,,91-79,,A. Len enters the game for B. Wright
9:25.0,,,91-79,,E. Bledsoe enters the game for G. Green
9:14.0,,,91-79,,M. Morris misses 2-pt shot from 2 ft (block by K. Papanikolaou)
9:12.0,,,91-79,,Offensive rebound by M. Morris
9:12.0,,,91-79,,M. Morris misses 2-pt shot from 3 ft
9:11.0,Defensive rebound by K. Papanikolaou,,91-79,,
9:03.0,J. Harden enters the game for C. Brewer,,91-79,,
8:57.0,K. Papanikolaou misses 3-pt shot from 24 ft,,91-79,,
8:54.0,,,91-79,,Defensive rebound by E. Bledsoe
8:37.0,,,91-79,,P. Tucker misses 3-pt shot from 23 ft
8:34.0,Defensive rebound by K. Papanikolaou,,91-79,,
8:28.0,K. Papanikolaou misses 3-pt shot from 24 ft,,91-79,,
8:23.0,,,91-79,,Defensive rebound by P. Tucker
8:12.0,,,91-79,,M. Morris misses 2-pt shot from 4 ft
8:10.0,,,91-79,,Offensive rebound by M. Morris
8:10.0,,,91-81,2,M. Morris makes 2-pt shot from 1 ft
8:02.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,94-81,,
8:00.0,,,94-81,,Phoenix full timeout
7:48.0,,,94-83,2,E. Bledsoe makes 2-pt shot from 1 ft
7:28.0,D. Motiejunas makes 2-pt shot from 1 ft (assist by T. Ariza),2,96-83,,
7:16.0,,,96-85,2,M. Morris makes 2-pt shot from 9 ft (assist by I. Thomas)
7:04.0,T. Ariza makes 2-pt shot at rim,2,98-85,,
6:48.0,,,98-85,,Shooting foul by J. Harden (drawn by M. Morris)
6:48.0,,,98-85,,M. Morris misses free throw 1 of 2
6:48.0,,,98-85,,Offensive rebound by Team
6:48.0,P. Beverley enters the game for J. Terry,,98-85,,
6:48.0,,,98-85,,M. Morris enters the game for A. Len
6:48.0,,,98-86,1,M. Morris makes free throw 2 of 2
6:40.0,,,98-86,,Personal foul by E. Bledsoe (drawn by T. Ariza)
6:30.0,D. Motiejunas makes 2-pt shot from 7 ft (assist by K. Papanikolaou),2,100-86,,
6:14.0,,,100-86,,Turnover by M. Morris (bad pass; steal by D. Motiejunas)
6:11.0,J. Harden makes 2-pt shot at rim,2,102-86,,
6:00.0,,,102-88,2,M. Morris makes 2-pt shot from 2 ft
5:46.0,,,102-88,,Personal foul by E. Bledsoe (drawn by T. Ariza)
5:46.0,Official timeout,,102-88,,
5:46.0,J. Dorsey enters the game for D. Motiejunas,,102-88,,
5:33.0,J. Harden misses 3-pt shot from 24 ft,,102-88,,
5:31.0,,,102-88,,Defensive rebound by E. Bledsoe
5:26.0,,,102-91,3,I. Thomas makes 3-pt shot from 23 ft (assist by E. Bledsoe)
