time,Charlotte,pts.away,score,pts.home,Orlando
7:35.0,Turnover by M. Williams (bad pass),,54-45,,
7:25.0,,,54-45,,Turnover by C. Frye (bad pass)
7:03.0,M. Williams makes 2-pt shot from 18 ft (assist by A. Jefferson),2,56-45,,
6:46.0,,,56-45,,W. Green misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by C. Zeller,,56-45,,
6:28.0,,,56-45,,D. Dedmon enters the game for C. Frye
6:26.0,,,56-45,,Personal foul by V. Oladipo (drawn by C. Zeller)
6:19.0,G. Henderson makes 3-pt shot from 23 ft (assist by A. Jefferson),3,59-45,,
6:03.0,,,59-45,,Offensive charge foul by N. Vucevic
6:03.0,,,59-45,,Turnover by N. Vucevic (offensive foul)
5:50.0,M. Williams misses 2-pt shot from 14 ft,,59-45,,
5:49.0,,,59-45,,Defensive rebound by D. Dedmon
5:38.0,,,59-45,,N. Vucevic misses 2-pt shot from 17 ft
5:36.0,Defensive rebound by A. Jefferson,,59-45,,
5:23.0,A. Jefferson misses 2-pt shot from 12 ft,,59-45,,
5:22.0,,,59-45,,Defensive rebound by D. Dedmon
5:15.0,,,59-48,3,V. Oladipo makes 3-pt shot from 26 ft
4:56.0,M. Kidd-Gilchrist makes 2-pt shot from 20 ft (assist by C. Zeller),2,61-48,,
4:44.0,,,61-48,,Shooting foul by C. Zeller (drawn by V. Oladipo)
4:44.0,,,61-49,1,V. Oladipo makes free throw 1 of 2
4:44.0,M. Williams enters the game for C. Zeller,,61-49,,
4:44.0,,,61-50,1,V. Oladipo makes free throw 2 of 2
4:30.0,A. Jefferson makes 2-pt shot from 15 ft (assist by M. Williams),2,63-50,,
4:11.0,,,63-52,2,W. Green makes 2-pt shot from 1 ft (assist by T. Harris)
3:54.0,M. Williams makes 2-pt shot from 20 ft (assist by M. Williams),2,65-52,,
3:37.0,,,65-52,,D. Dedmon misses 2-pt shot from 7 ft
3:36.0,Defensive rebound by M. Kidd-Gilchrist,,65-52,,
3:24.0,A. Jefferson misses 2-pt shot from 6 ft,,65-52,,
3:22.0,,,65-52,,Defensive rebound by V. Oladipo
3:10.0,,,65-52,,T. Harris misses 2-pt shot from 2 ft (block by A. Jefferson)
3:10.0,Defensive rebound by M. Williams,,65-52,,
3:10.0,,,65-52,,Personal foul by W. Green (drawn by M. Williams)
3:10.0,,,65-52,,A. Nicholson enters the game for N. Vucevic
3:10.0,B. Roberts enters the game for G. Henderson,,65-52,,
3:10.0,,,65-52,,M. Harkless enters the game for T. Harris
2:56.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by M. Williams),2,67-52,,
2:45.0,,,67-54,2,V. Oladipo makes 2-pt shot from 15 ft
2:26.0,M. Williams makes 2-pt shot from 22 ft,2,69-54,,
2:11.0,,,69-54,,Shooting foul by A. Jefferson (drawn by V. Oladipo)
2:11.0,Charlotte full timeout,,69-54,,
2:11.0,B. Biyombo enters the game for A. Jefferson,,69-54,,
2:11.0,,,69-54,,V. Oladipo misses free throw 1 of 2
2:11.0,,,69-54,,Offensive rebound by Team
2:11.0,,,69-55,1,V. Oladipo makes free throw 2 of 2
1:54.0,M. Kidd-Gilchrist misses 2-pt shot from 6 ft,,69-55,,
1:54.0,,,69-55,,Defensive rebound by D. Dedmon
1:54.0,,,69-58,3,A. Nicholson makes 3-pt shot from 25 ft (assist by V. Oladipo)
1:34.0,M. Williams makes 2-pt shot from 20 ft,2,71-58,,
1:16.0,,,71-58,,Offensive foul by W. Green
1:16.0,,,71-58,,Turnover by W. Green (offensive foul)
1:02.0,M. Williams misses 2-pt shot from 22 ft,,71-58,,
1:01.0,,,71-58,,Defensive rebound by M. Harkless
0:49.0,Personal foul by M. Kidd-Gilchrist (drawn by A. Nicholson),,71-58,,
0:45.0,,,71-58,,V. Oladipo misses 2-pt shot from 20 ft
0:40.0,,,71-58,,Offensive rebound by W. Green
0:40.0,,,71-58,,W. Green misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by M. Williams,,71-58,,
0:30.0,M. Williams misses 3-pt shot from 26 ft,,71-58,,
0:28.0,,,71-58,,Defensive rebound by M. Harkless
0:06.0,,,71-60,2,W. Green makes 2-pt shot from 17 ft (assist by V. Oladipo)
0:02.0,Turnover by M. Williams (lost ball; steal by V. Oladipo),,71-60,,
0:00.0,,,71-60,,D. Dedmon misses 3-pt shot from 45 ft
0:00.0,,,71-60,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,L. Stephenson misses 2-pt shot from 20 ft,,71-60,,
11:38.0,,,71-60,,Defensive rebound by M. Harkless
11:22.0,,,71-62,2,A. Nicholson makes 2-pt shot from 9 ft
11:01.0,L. Stephenson misses 3-pt shot from 24 ft,,71-62,,
11:00.0,Offensive rebound by M. Kidd-Gilchrist,,71-62,,
10:51.0,Offensive foul by L. Stephenson,,71-62,,
10:51.0,Turnover by L. Stephenson (offensive foul),,71-62,,
10:36.0,,,71-64,2,B. Gordon makes 2-pt shot from 16 ft
10:23.0,Turnover by B. Roberts (bad pass),,71-64,,
10:09.0,,,71-64,,Shooting foul by B. Biyombo (drawn by W. Green)
10:09.0,,,71-65,1,W. Green makes free throw 1 of 2
10:09.0,,,71-66,1,W. Green makes free throw 2 of 2
9:54.0,,,71-66,,Personal foul by W. Green (drawn by B. Roberts)
9:48.0,Shooting foul by M. Harkless (drawn by B. Biyombo),,71-66,,
9:48.0,B. Biyombo makes free throw 1 of 2,1,72-66,,
9:48.0,B. Biyombo misses free throw 2 of 2,,72-66,,
9:47.0,,,72-66,,Defensive rebound by A. Nicholson
9:34.0,,,72-66,,B. Gordon misses 2-pt shot from 10 ft
9:32.0,,,72-66,,Offensive rebound by D. Dedmon
9:32.0,,,72-68,2,D. Dedmon makes 2-pt shot from 2 ft
9:08.0,B. Roberts misses 3-pt shot from 27 ft,,72-68,,
9:07.0,Offensive rebound by B. Biyombo,,72-68,,
9:03.0,M. Williams misses 3-pt shot from 25 ft,,72-68,,
9:01.0,,,72-68,,Defensive rebound by W. Green
8:54.0,,,72-68,,W. Green misses 2-pt shot from 19 ft
8:53.0,Defensive rebound by B. Biyombo,,72-68,,
8:42.0,Turnover by M. Kidd-Gilchrist (traveling),,72-68,,
8:42.0,Official timeout,,72-68,,
8:42.0,G. Henderson enters the game for M. Kidd-Gilchrist,,72-68,,
8:42.0,C. Zeller enters the game for M. Williams,,72-68,,
8:36.0,,,72-68,,Offensive foul by B. Gordon
8:36.0,,,72-68,,Turnover by B. Gordon (offensive foul)
8:27.0,Turnover by B. Roberts (traveling),,72-68,,
8:16.0,,,72-68,,B. Gordon misses 2-pt shot from 22 ft
8:15.0,Defensive rebound by B. Roberts,,72-68,,
8:03.0,G. Henderson misses 2-pt shot from 18 ft,,72-68,,
8:02.0,Offensive rebound by C. Zeller,,72-68,,
8:00.0,C. Zeller makes 2-pt shot from 2 ft,2,74-68,,
7:45.0,Personal block foul by C. Zeller (drawn by B. Gordon),,74-68,,
7:45.0,A. Jefferson enters the game for B. Biyombo,,74-68,,
7:45.0,M. Williams enters the game for B. Roberts,,74-68,,
7:39.0,,,74-68,,W. Green misses 3-pt shot from 25 ft
7:38.0,Defensive rebound by A. Jefferson,,74-68,,
7:29.0,M. Williams misses 3-pt shot from 25 ft,,74-68,,
7:27.0,,,74-68,,Defensive rebound by D. Dedmon
7:16.0,,,74-70,2,B. Gordon makes 2-pt shot from 11 ft
7:03.0,Shooting foul by D. Dedmon (drawn by C. Zeller),,74-70,,
7:03.0,C. Zeller makes free throw 1 of 2,1,75-70,,
7:03.0,,,75-70,,T. Harris enters the game for M. Harkless
7:03.0,,,75-70,,V. Oladipo enters the game for A. Nicholson
7:03.0,C. Zeller makes free throw 2 of 2,1,76-70,,
6:48.0,,,76-70,,T. Harris misses 2-pt shot from 9 ft
6:46.0,Defensive rebound by A. Jefferson,,76-70,,
6:36.0,M. Williams makes 2-pt shot from 7 ft,2,78-70,,
6:18.0,,,78-70,,Turnover by B. Gordon (lost ball; steal by G. Henderson)
6:14.0,G. Henderson makes 2-pt shot from 1 ft,2,80-70,,
6:14.0,,,80-70,,Orlando full timeout
6:14.0,,,80-70,,N. Vucevic enters the game for D. Dedmon
6:14.0,M. Kidd-Gilchrist enters the game for L. Stephenson,,80-70,,
5:55.0,,,80-70,,T. Harris misses 2-pt shot from 12 ft
5:54.0,Defensive rebound by G. Henderson,,80-70,,
5:39.0,A. Jefferson makes 2-pt shot from 15 ft (assist by M. Williams),2,82-70,,
5:24.0,,,82-72,2,V. Oladipo makes 2-pt shot from 21 ft
5:05.0,G. Henderson misses 3-pt shot from 23 ft,,82-72,,
5:03.0,,,82-72,,Defensive rebound by N. Vucevic
4:55.0,,,82-72,,Shooting foul by A. Jefferson (drawn by N. Vucevic)
4:55.0,,,82-73,1,N. Vucevic makes free throw 1 of 2
4:55.0,,,82-74,1,N. Vucevic makes free throw 2 of 2
4:43.0,Shooting foul by T. Harris (drawn by A. Jefferson),,82-74,,
4:43.0,A. Jefferson makes 2-pt shot from 2 ft,2,84-74,,
4:43.0,A. Jefferson makes free throw 1 of 1,1,85-74,,
4:26.0,,,85-74,,N. Vucevic misses 2-pt shot from 8 ft
4:25.0,Defensive rebound by G. Henderson,,85-74,,
4:06.0,M. Kidd-Gilchrist misses 2-pt shot from 2 ft,,85-74,,
4:04.0,,,85-74,,Defensive rebound by N. Vucevic
3:52.0,,,85-74,,W. Green misses 2-pt shot from 8 ft
3:51.0,,,85-74,,Offensive rebound by N. Vucevic
3:46.0,,,85-74,,N. Vucevic misses 2-pt shot from 6 ft
3:45.0,Defensive rebound by A. Jefferson,,85-74,,
3:25.0,C. Zeller misses 2-pt shot from 20 ft,,85-74,,
3:24.0,,,85-74,,Defensive rebound by N. Vucevic
3:10.0,,,85-76,2,N. Vucevic makes 2-pt shot from 9 ft
3:09.0,Charlotte full timeout,,85-76,,
3:09.0,M. Williams enters the game for C. Zeller,,85-76,,
2:58.0,M. Williams makes 3-pt shot from 27 ft,3,88-76,,
2:41.0,,,88-76,,V. Oladipo misses 2-pt shot from 2 ft
2:40.0,,,88-76,,Offensive rebound by V. Oladipo
2:36.0,,,88-79,3,W. Green makes 3-pt shot from 26 ft (assist by V. Oladipo)
2:30.0,,,88-79,,Personal foul by V. Oladipo (drawn by M. Kidd-Gilchrist)
2:30.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,89-79,,
2:30.0,M. Kidd-Gilchrist misses free throw 2 of 2,,89-79,,
