time,Boston,pts.away,score,pts.home,Miami
7:57.0,,,5-12,,Defensive rebound by M. Chalmers
7:49.0,,,5-12,,Shooting foul by T. Zeller (drawn by M. Chalmers)
7:49.0,,,5-13,1,M. Chalmers makes free throw 1 of 2
7:49.0,,,5-13,,M. Chalmers misses free throw 2 of 2
7:48.0,Defensive rebound by J. Green,,5-13,,
7:33.0,J. Sullinger makes 2-pt shot from 5 ft (assist by A. Bradley),2,7-13,,
7:14.0,,,7-15,2,S. Williams makes 2-pt shot from 18 ft (assist by M. Chalmers)
6:59.0,T. Zeller misses 2-pt shot from 1 ft (block by S. Williams),,7-15,,
6:58.0,,,7-15,,Defensive rebound by L. Deng
6:52.0,,,7-15,,Turnover by M. Chalmers (bad pass; steal by J. Sullinger)
6:43.0,J. Green misses 3-pt shot from 24 ft,,7-15,,
6:42.0,Offensive rebound by T. Zeller,,7-15,,
6:38.0,T. Zeller makes 2-pt shot from 7 ft,2,9-15,,
6:23.0,,,9-15,,L. Deng misses 2-pt shot from 18 ft
6:22.0,Defensive rebound by J. Sullinger,,9-15,,
6:16.0,T. Zeller makes 2-pt shot from 2 ft (assist by M. Smart),2,11-15,,
6:16.0,,,11-15,,Miami full timeout
6:16.0,E. Turner enters the game for J. Sullinger,,11-15,,
6:16.0,B. Bass enters the game for M. Smart,,11-15,,
5:56.0,,,11-15,,Turnover by M. Chalmers (lost ball; steal by B. Bass)
5:30.0,A. Bradley misses 2-pt shot from 21 ft,,11-15,,
5:29.0,,,11-15,,Defensive rebound by S. Williams
5:23.0,,,11-15,,M. Chalmers misses 2-pt shot from 6 ft (block by T. Zeller)
5:23.0,,,11-15,,Offensive rebound by Team
5:23.0,,,11-15,,U. Haslem enters the game for C. Andersen
5:07.0,,,11-17,2,U. Haslem makes 2-pt shot from 16 ft (assist by M. Chalmers)
4:47.0,B. Bass misses 2-pt shot from 13 ft,,11-17,,
4:46.0,,,11-17,,Defensive rebound by M. Chalmers
4:28.0,,,11-17,,L. Deng misses 2-pt shot from 16 ft
4:27.0,,,11-17,,Offensive rebound by Team
4:26.0,,,11-17,,J. Ennis enters the game for M. Chalmers
4:26.0,K. Olynyk enters the game for T. Zeller,,11-17,,
4:08.0,,,11-17,,S. Williams misses 2-pt shot from 19 ft
4:07.0,Defensive rebound by A. Bradley,,11-17,,
3:54.0,B. Bass makes 2-pt shot from 15 ft (assist by E. Turner),2,13-17,,
3:34.0,,,13-19,2,N. Cole makes 2-pt shot at rim (assist by U. Haslem)
3:26.0,J. Green misses 2-pt shot from 1 ft,,13-19,,
3:25.0,Offensive rebound by B. Bass,,13-19,,
3:18.0,A. Bradley misses 3-pt shot from 25 ft,,13-19,,
3:17.0,,,13-19,,Defensive rebound by S. Williams
2:59.0,,,13-21,2,L. Deng makes 2-pt shot from 4 ft
2:51.0,Boston full timeout,,13-21,,
2:51.0,J. Nelson enters the game for A. Bradley,,13-21,,
2:42.0,K. Olynyk misses 2-pt shot at rim,,13-21,,
2:41.0,,,13-21,,Defensive rebound by N. Cole
2:32.0,,,13-21,,J. Ennis misses 2-pt shot from 1 ft
2:31.0,,,13-21,,Offensive rebound by J. Ennis
2:27.0,,,13-23,2,J. Ennis makes 2-pt shot at rim
2:12.0,K. Olynyk makes 2-pt shot from 18 ft (assist by E. Turner),2,15-23,,
1:44.0,,,15-23,,Turnover by L. Deng (lost ball; steal by J. Nelson)
1:39.0,J. Green misses 2-pt shot from 2 ft,,15-23,,
1:38.0,Offensive rebound by B. Bass,,15-23,,
1:38.0,Shooting foul by S. Williams (drawn by B. Bass),,15-23,,
1:38.0,B. Bass makes free throw 1 of 2,1,16-23,,
1:38.0,,,16-23,,J. Hamilton enters the game for S. Williams
1:38.0,B. Bass makes free throw 2 of 2,1,17-23,,
1:25.0,,,17-25,2,U. Haslem makes 2-pt shot from 1 ft
1:18.0,Shooting foul by U. Haslem (drawn by J. Green),,17-25,,
1:18.0,J. Green makes free throw 1 of 2,1,18-25,,
1:18.0,B. Wright enters the game for B. Bass,,18-25,,
1:18.0,J. Green makes free throw 2 of 2,1,19-25,,
1:08.0,Jump ball: N. Cole vs. J. Nelson (L. Deng gains possession),,,,Jump ball: N. Cole vs. J. Nelson (L. Deng gains possession)
0:52.0,,,19-25,,L. Deng misses 3-pt shot from 27 ft
0:51.0,Defensive rebound by Team,,19-25,,
0:29.0,K. Olynyk makes 2-pt shot from 14 ft (assist by J. Nelson),2,21-25,,
0:09.0,,,21-28,3,L. Deng makes 3-pt shot from 24 ft (assist by N. Cole)
0:01.0,,,21-28,,Violation by N. Cole (kicked ball)
0:00.0,K. Olynyk misses 2-pt shot from 19 ft,,21-28,,
0:00.0,Offensive rebound by Team,,21-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Personal foul by K. Olynyk (drawn by U. Haslem),,21-28,,
11:45.0,,,21-29,1,U. Haslem makes free throw 1 of 2
11:45.0,,,21-30,1,U. Haslem makes free throw 2 of 2
11:34.0,K. Olynyk misses 3-pt shot from 25 ft,,21-30,,
11:33.0,Offensive rebound by J. Crowder,,21-30,,
11:30.0,B. Wright misses 2-pt shot from 1 ft,,21-30,,
11:28.0,Offensive rebound by B. Wright,,21-30,,
11:27.0,B. Wright makes 2-pt shot at rim,2,23-30,,
11:02.0,,,23-32,2,M. Chalmers makes 2-pt shot from 20 ft
10:52.0,J. Nelson makes 3-pt shot from 25 ft,3,26-32,,
10:32.0,Violation by B. Wright (kicked ball),,26-32,,
10:19.0,,,26-35,3,D. Granger makes 3-pt shot from 23 ft (assist by M. Chalmers)
10:07.0,,,26-35,,Violation by J. Ennis (kicked ball)
10:02.0,J. Nelson misses 3-pt shot from 24 ft,,26-35,,
10:00.0,Offensive rebound by J. Crowder,,26-35,,
9:54.0,K. Olynyk makes 2-pt shot from 18 ft (assist by J. Crowder),2,28-35,,
9:33.0,,,28-37,2,U. Haslem makes 2-pt shot from 13 ft (assist by M. Chalmers)
9:22.0,J. Nelson misses 3-pt shot from 24 ft,,28-37,,
9:21.0,,,28-37,,Defensive rebound by J. Ennis
9:07.0,,,28-37,,Shooting foul by J. Crowder (drawn by D. Granger)
9:07.0,,,28-38,1,D. Granger makes free throw 1 of 2
9:07.0,,,28-39,1,D. Granger makes free throw 2 of 2
8:55.0,J. Crowder misses 3-pt shot from 23 ft,,28-39,,
8:54.0,,,28-39,,Defensive rebound by J. Ennis
8:45.0,Official timeout,,28-39,,
8:45.0,J. Sullinger enters the game for K. Olynyk,,28-39,,
8:34.0,,,28-39,,J. Hamilton misses 2-pt shot from 13 ft
8:33.0,Defensive rebound by J. Sullinger,,28-39,,
8:18.0,E. Turner makes 2-pt shot from 1 ft,2,30-39,,
7:56.0,,,30-39,,Turnover by U. Haslem (3 sec)
7:36.0,Turnover by J. Nelson (bad pass; steal by D. Granger),,30-39,,
7:15.0,,,30-39,,Shooting foul by J. Nelson (drawn by M. Chalmers)
7:15.0,,,30-39,,M. Chalmers misses free throw 1 of 2
7:15.0,,,30-39,,Offensive rebound by Team
7:15.0,,,30-39,,M. Chalmers misses free throw 2 of 2
7:14.0,Defensive rebound by J. Sullinger,,30-39,,
6:59.0,E. Turner misses 2-pt shot from 18 ft,,30-39,,
6:58.0,,,30-39,,Defensive rebound by D. Granger
6:47.0,,,30-39,,Shooting foul by E. Turner (drawn by J. Ennis)
6:47.0,,,30-40,1,J. Ennis makes free throw 1 of 2
6:47.0,A. Bradley enters the game for J. Nelson,,30-40,,
6:47.0,M. Smart enters the game for E. Turner,,30-40,,
6:47.0,,,30-40,,S. Williams enters the game for J. Hamilton
6:47.0,,,30-40,,N. Cole enters the game for M. Chalmers
6:47.0,,,30-41,1,J. Ennis makes free throw 2 of 2
6:30.0,M. Smart misses 3-pt shot from 25 ft,,30-41,,
6:29.0,Offensive rebound by A. Bradley,,30-41,,
6:18.0,,,30-41,,Personal foul by N. Cole (drawn by M. Smart)
6:08.0,B. Wright makes 2-pt shot at rim (assist by A. Bradley),2,32-41,,
5:54.0,,,32-41,,D. Granger misses 2-pt shot from 17 ft
5:53.0,,,32-41,,Offensive rebound by Team
5:53.0,Loose ball foul by M. Smart (drawn by J. Ennis),,32-41,,
5:53.0,,,32-41,,Miami full timeout
5:53.0,,,32-42,1,J. Ennis makes free throw 1 of 2
5:53.0,,,32-43,1,J. Ennis makes free throw 2 of 2
5:45.0,,,32-43,,Personal foul by J. Ennis (drawn by B. Wright)
5:45.0,K. Olynyk enters the game for B. Wright,,32-43,,
5:45.0,,,32-43,,L. Deng enters the game for J. Ennis
5:37.0,A. Bradley misses 3-pt shot from 25 ft,,32-43,,
5:36.0,,,32-43,,Defensive rebound by S. Williams
5:15.0,,,32-45,2,D. Granger makes 2-pt shot from 18 ft (assist by U. Haslem)
5:07.0,J. Crowder misses 2-pt shot from 16 ft,,32-45,,
5:06.0,,,32-45,,Defensive rebound by D. Granger
4:57.0,,,32-47,2,N. Cole makes 2-pt shot from 3 ft
4:53.0,Boston full timeout,,32-47,,
4:53.0,J. Green enters the game for J. Crowder,,32-47,,
4:36.0,M. Smart makes 3-pt shot from 24 ft (assist by J. Green),3,35-47,,
4:15.0,,,35-47,,Shooting foul by K. Olynyk (drawn by N. Cole)
4:15.0,,,35-47,,N. Cole misses free throw 1 of 2
4:15.0,,,35-47,,Offensive rebound by Team
4:15.0,,,35-48,1,N. Cole makes free throw 2 of 2
3:59.0,M. Smart misses 3-pt shot from 25 ft,,35-48,,
3:58.0,,,35-48,,Defensive rebound by L. Deng
3:55.0,,,35-48,,Turnover by L. Deng (bad pass; steal by M. Smart)
3:55.0,Shooting foul by S. Williams (drawn by J. Sullinger),,35-48,,
3:55.0,J. Sullinger misses free throw 1 of 2,,35-48,,
3:55.0,Offensive rebound by Team,,35-48,,
3:55.0,J. Sullinger makes free throw 2 of 2,1,36-48,,
3:36.0,,,36-48,,D. Granger misses 3-pt shot from 24 ft
3:35.0,Defensive rebound by A. Bradley,,36-48,,
3:19.0,J. Sullinger misses 2-pt shot from 3 ft,,36-48,,
3:16.0,,,36-48,,Defensive rebound by U. Haslem
3:04.0,,,36-50,2,N. Cole makes 2-pt shot from 10 ft
2:48.0,K. Olynyk makes 2-pt shot from 4 ft (assist by J. Green),2,38-50,,
2:28.0,,,38-50,,N. Cole misses 3-pt shot from 24 ft
2:27.0,,,38-50,,Offensive rebound by U. Haslem
2:13.0,,,38-50,,U. Haslem misses 2-pt shot from 17 ft
2:12.0,Defensive rebound by K. Olynyk,,38-50,,
2:01.0,Offensive charge foul by J. Sullinger,,38-50,,
2:01.0,Turnover by J. Sullinger (offensive foul),,38-50,,
2:01.0,,,38-50,,M. Chalmers enters the game for D. Granger
1:44.0,,,38-50,,M. Chalmers misses 2-pt shot from 1 ft (block by K. Olynyk)
1:44.0,Jump ball: J. Green vs. S. Williams (J. Sullinger gains possession),,,,Jump ball: J. Green vs. S. Williams (J. Sullinger gains possession)
1:44.0,Defensive rebound by Team,,38-50,,
1:31.0,J. Sullinger makes 2-pt shot from 2 ft (assist by K. Olynyk),2,40-50,,
1:08.0,,,40-50,,M. Chalmers misses 2-pt shot from 14 ft
1:07.0,Defensive rebound by J. Sullinger,,40-50,,
1:00.0,A. Bradley misses 2-pt shot from 3 ft (block by S. Williams),,40-50,,
0:59.0,,,40-50,,Defensive rebound by U. Haslem
0:52.0,,,40-50,,Shooting foul by A. Bradley (drawn by U. Haslem)
0:52.0,,,40-51,1,U. Haslem makes free throw 1 of 2
0:52.0,,,40-51,,C. Andersen enters the game for S. Williams
0:52.0,,,40-52,1,U. Haslem makes free throw 2 of 2
0:44.0,K. Olynyk makes 2-pt shot from 2 ft,2,42-52,,
0:29.0,,,42-52,,L. Deng misses 2-pt shot from 16 ft
0:28.0,Defensive rebound by A. Bradley,,42-52,,
0:04.0,J. Green misses 3-pt shot from 26 ft,,42-52,,
0:03.0,,,42-52,,Defensive rebound by Team
0:03.0,,,42-52,,S. Williams enters the game for U. Haslem
0:03.0,J. Crowder enters the game for J. Sullinger,,42-52,,
0:01.0,,,42-52,,S. Williams misses 3-pt shot from 43 ft
0:00.0,,,42-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,42-54,2,M. Chalmers makes 2-pt shot from 9 ft
11:24.0,A. Bradley misses 2-pt shot from 7 ft,,42-54,,
11:23.0,,,42-54,,Defensive rebound by C. Andersen
11:11.0,,,42-54,,C. Andersen misses 2-pt shot from 5 ft
11:10.0,Defensive rebound by T. Zeller,,42-54,,
10:55.0,A. Bradley makes 2-pt shot from 19 ft,2,44-54,,
10:40.0,,,44-56,2,C. Andersen makes 2-pt shot at rim (assist by N. Cole)
10:32.0,T. Zeller makes 2-pt shot at rim (assist by M. Smart),2,46-56,,
10:05.0,,,46-56,,S. Williams misses 3-pt shot from 24 ft
10:04.0,Defensive rebound by J. Green,,46-56,,
9:57.0,J. Green misses 2-pt shot from 8 ft,,46-56,,
9:56.0,Offensive rebound by J. Sullinger,,46-56,,
9:56.0,J. Sullinger makes 2-pt shot at rim,2,48-56,,
9:25.0,,,48-56,,Turnover by Team (shot clock)
9:13.0,T. Zeller makes 2-pt shot at rim (assist by M. Smart),2,50-56,,
9:13.0,Shooting foul by M. Chalmers (drawn by T. Zeller),,50-56,,
9:13.0,T. Zeller makes free throw 1 of 1,1,51-56,,
9:05.0,Personal foul by M. Smart (drawn by C. Andersen),,51-56,,
8:53.0,,,51-56,,Turnover by S. Williams (lost ball; steal by A. Bradley)
8:46.0,A. Bradley misses 2-pt shot from 1 ft,,51-56,,
8:45.0,,,51-56,,Defensive rebound by C. Andersen
8:43.0,Personal foul by A. Bradley (drawn by N. Cole),,51-56,,
8:31.0,,,51-58,2,M. Chalmers makes 2-pt shot from 6 ft
8:10.0,Turnover by T. Zeller (lost ball; steal by S. Williams),,51-58,,
7:50.0,,,51-60,2,L. Deng makes 2-pt shot from 20 ft
7:33.0,Turnover by M. Smart (bad pass; steal by C. Andersen),,51-60,,
7:28.0,,,51-62,2,L. Deng makes 2-pt shot from 2 ft (assist by M. Chalmers)
7:11.0,Turnover by J. Sullinger (lost ball),,51-62,,
7:11.0,Technical foul by J. Sullinger,,51-62,,
7:11.0,,,51-63,1,S. Williams makes technical free throw
6:52.0,,,51-65,2,N. Cole makes 2-pt shot from 3 ft
6:37.0,J. Sullinger makes 2-pt shot from 4 ft (assist by A. Bradley),2,53-65,,
6:24.0,,,53-67,2,L. Deng makes 2-pt shot from 15 ft (assist by N. Cole)
6:17.0,Boston full timeout,,53-67,,
6:17.0,E. Turner enters the game for M. Smart,,53-67,,
6:03.0,J. Sullinger misses 2-pt shot from 19 ft,,53-67,,
6:02.0,,,53-67,,Defensive rebound by Team
5:42.0,,,53-67,,N. Cole misses 2-pt shot from 3 ft (block by T. Zeller)
5:42.0,,,53-67,,Offensive rebound by Team
5:42.0,K. Olynyk enters the game for J. Sullinger,,53-67,,
5:35.0,,,53-67,,S. Williams misses 2-pt shot from 12 ft
5:34.0,Defensive rebound by K. Olynyk,,53-67,,
5:24.0,T. Zeller makes 2-pt shot at rim (assist by K. Olynyk),2,55-67,,
4:58.0,,,55-67,,M. Chalmers misses 3-pt shot from 24 ft
4:57.0,Defensive rebound by A. Bradley,,55-67,,
4:43.0,K. Olynyk misses 2-pt shot at rim,,55-67,,
4:42.0,Offensive rebound by T. Zeller,,55-67,,
4:40.0,T. Zeller misses 2-pt shot at rim,,55-67,,
4:39.0,,,55-67,,Defensive rebound by C. Andersen
4:29.0,,,55-67,,Shooting foul by T. Zeller (drawn by C. Andersen)
4:29.0,,,55-67,,C. Andersen misses free throw 1 of 2
4:29.0,,,55-67,,Offensive rebound by Team
4:29.0,J. Nelson enters the game for J. Green,,55-67,,
4:29.0,,,55-67,,U. Haslem enters the game for S. Williams
4:29.0,,,55-68,1,C. Andersen makes free throw 2 of 2
4:15.0,T. Zeller makes 2-pt shot from 6 ft (assist by E. Turner),2,57-68,,
4:04.0,,,57-68,,Shooting foul by K. Olynyk (drawn by L. Deng)
4:04.0,,,57-69,1,L. Deng makes free throw 1 of 2
4:04.0,,,57-69,,S. Williams enters the game for C. Andersen
4:04.0,,,57-70,1,L. Deng makes free throw 2 of 2
3:51.0,A. Bradley misses 2-pt shot from 19 ft,,57-70,,
3:50.0,Offensive rebound by T. Zeller,,57-70,,
3:46.0,T. Zeller makes 2-pt shot from 1 ft,2,59-70,,
3:46.0,,,59-70,,Miami full timeout
3:46.0,,,59-70,,J. Ennis enters the game for M. Chalmers
3:35.0,,,59-70,,L. Deng misses 2-pt shot from 20 ft
3:34.0,Defensive rebound by E. Turner,,59-70,,
3:21.0,T. Zeller makes 2-pt shot from 5 ft (assist by J. Nelson),2,61-70,,
2:57.0,,,61-70,,Turnover by Team (shot clock)
2:47.0,J. Nelson misses 3-pt shot from 25 ft,,61-70,,
2:46.0,,,61-70,,Defensive rebound by S. Williams
2:36.0,,,61-70,,N. Cole misses 2-pt shot from 7 ft
2:35.0,Defensive rebound by A. Bradley,,61-70,,
2:28.0,T. Zeller misses 2-pt shot from 3 ft,,61-70,,
2:27.0,,,61-70,,Defensive rebound by U. Haslem
2:18.0,Personal foul by T. Zeller (drawn by L. Deng),,61-70,,
2:18.0,,,61-71,1,L. Deng makes free throw 1 of 2
2:18.0,B. Wright enters the game for T. Zeller,,61-71,,
2:18.0,,,61-71,,D. Granger enters the game for S. Williams
2:18.0,M. Smart enters the game for A. Bradley,,61-71,,
2:18.0,,,61-72,1,L. Deng makes free throw 2 of 2
2:02.0,B. Wright misses 2-pt shot from 4 ft,,61-72,,
2:01.0,,,61-72,,Defensive rebound by U. Haslem
1:46.0,,,61-72,,N. Cole misses 2-pt shot from 1 ft
1:45.0,,,61-72,,Offensive rebound by N. Cole
1:31.0,,,61-72,,L. Deng misses 2-pt shot from 12 ft
1:30.0,Defensive rebound by K. Olynyk,,61-72,,
1:20.0,Turnover by E. Turner (bad pass; steal by L. Deng),,61-72,,
1:04.0,,,61-72,,N. Cole misses 3-pt shot from 24 ft
1:03.0,,,61-72,,Offensive rebound by D. Granger
0:48.0,,,61-72,,J. Ennis misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by E. Turner,,61-72,,
0:37.0,,,61-72,,Personal foul by D. Granger (drawn by B. Wright)
0:30.0,K. Olynyk misses 2-pt shot from 19 ft,,61-72,,
0:29.0,,,61-72,,Defensive rebound by U. Haslem
0:06.0,,,61-72,,D. Granger misses 2-pt shot from 12 ft
0:05.0,Defensive rebound by M. Smart,,61-72,,
0:01.0,M. Smart misses 3-pt shot from 25 ft,,61-72,,
0:00.0,Offensive rebound by Team,,61-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,K. Olynyk misses 2-pt shot from 6 ft,,61-72,,
11:38.0,,,61-72,,Defensive rebound by J. Ennis
11:21.0,,,61-72,,M. Chalmers misses 3-pt shot from 23 ft
11:19.0,Defensive rebound by B. Wright,,61-72,,
11:16.0,Turnover by B. Wright (lost ball; steal by J. Ennis),,61-72,,
11:10.0,,,61-72,,D. Granger misses 3-pt shot from 25 ft
11:09.0,Defensive rebound by J. Nelson,,61-72,,
11:02.0,E. Turner misses 2-pt shot from 16 ft,,61-72,,
11:01.0,,,61-72,,Defensive rebound by J. Ennis
10:46.0,,,61-74,2,S. Williams makes 2-pt shot from 3 ft (assist by M. Chalmers)
10:34.0,Offensive charge foul by K. Olynyk,,61-74,,
10:34.0,Turnover by K. Olynyk (offensive foul),,61-74,,
10:23.0,,,61-74,,S. Williams misses 3-pt shot from 24 ft
10:22.0,Defensive rebound by M. Smart,,61-74,,
10:14.0,K. Olynyk misses 3-pt shot from 24 ft,,61-74,,
10:13.0,Offensive rebound by B. Wright,,61-74,,
10:12.0,,,61-74,,Personal foul by D. Granger (drawn by B. Wright)
10:07.0,E. Turner misses 2-pt shot at rim,,61-74,,
10:06.0,,,61-74,,Defensive rebound by D. Granger
9:59.0,,,61-76,2,M. Chalmers makes 2-pt shot from 6 ft
9:45.0,E. Turner makes 3-pt shot from 23 ft (assist by K. Olynyk),3,64-76,,
9:18.0,,,64-76,,D. Granger misses 3-pt shot from 23 ft (block by E. Turner)
9:17.0,,,64-76,,Offensive rebound by Team
9:17.0,,,64-76,,Turnover by Team (shot clock)
9:03.0,B. Wright makes 2-pt shot from 9 ft (assist by K. Olynyk),2,66-76,,
8:45.0,,,66-76,,J. Ennis misses 2-pt shot from 15 ft
8:44.0,Defensive rebound by Team,,66-76,,
8:44.0,,,66-76,,Loose ball foul by S. Williams (drawn by K. Olynyk)
8:44.0,Official timeout,,66-76,,
8:44.0,J. Green enters the game for E. Turner,,66-76,,
8:44.0,,,66-76,,C. Andersen enters the game for U. Haslem
8:27.0,Shooting foul by D. Granger (drawn by K. Olynyk),,66-76,,
8:27.0,K. Olynyk makes free throw 1 of 2,1,67-76,,
8:27.0,T. Zeller enters the game for B. Wright,,67-76,,
8:27.0,K. Olynyk makes free throw 2 of 2,1,68-76,,
8:13.0,,,68-76,,M. Chalmers misses 2-pt shot from 16 ft
8:12.0,Defensive rebound by M. Smart,,68-76,,
8:01.0,J. Nelson misses 2-pt shot from 3 ft,,68-76,,
8:00.0,Offensive rebound by T. Zeller,,68-76,,
7:59.0,T. Zeller misses 2-pt shot at rim,,68-76,,
7:58.0,Offensive rebound by J. Nelson,,68-76,,
7:56.0,Turnover by J. Nelson (bad pass),,68-76,,
7:34.0,,,68-79,3,J. Ennis makes 3-pt shot from 23 ft (assist by M. Chalmers)
7:25.0,,,68-79,,Personal foul by J. Ennis (drawn by M. Smart)
7:12.0,Shooting foul by D. Granger (drawn by T. Zeller),,68-79,,
7:12.0,T. Zeller misses free throw 1 of 2,,68-79,,
7:12.0,Offensive rebound by Team,,68-79,,
7:12.0,A. Bradley enters the game for M. Smart,,68-79,,
7:12.0,T. Zeller makes free throw 2 of 2,1,69-79,,
6:48.0,,,69-79,,S. Williams misses 3-pt shot from 22 ft
6:47.0,Defensive rebound by T. Zeller,,69-79,,
6:39.0,Shooting foul by D. Granger (drawn by K. Olynyk),,69-79,,
6:39.0,K. Olynyk makes free throw 1 of 2,1,70-79,,
6:39.0,,,70-79,,N. Cole enters the game for D. Granger
6:39.0,,,70-79,,L. Deng enters the game for S. Williams
6:39.0,K. Olynyk misses free throw 2 of 2,,70-79,,
6:38.0,,,70-79,,Defensive rebound by J. Ennis
6:27.0,,,70-79,,Turnover by N. Cole (bad pass; steal by A. Bradley)
6:24.0,Turnover by A. Bradley (bad pass),,70-79,,
6:05.0,,,70-81,2,L. Deng makes 2-pt shot from 20 ft
5:54.0,J. Green makes 3-pt shot from 22 ft (assist by J. Nelson),3,73-81,,
5:35.0,,,73-84,3,J. Ennis makes 3-pt shot from 27 ft (assist by M. Chalmers)
5:22.0,J. Green misses 2-pt shot from 2 ft,,73-84,,
5:21.0,,,73-84,,Defensive rebound by N. Cole
5:21.0,Personal foul by J. Nelson (drawn by N. Cole),,73-84,,
5:21.0,,,73-84,,Miami full timeout
5:21.0,E. Turner enters the game for K. Olynyk,,73-84,,
5:21.0,M. Smart enters the game for J. Nelson,,73-84,,
5:06.0,,,73-84,,C. Andersen misses 2-pt shot from 6 ft
5:05.0,,,73-84,,Offensive rebound by J. Ennis
5:04.0,,,73-86,2,J. Ennis makes 2-pt shot at rim
4:46.0,T. Zeller makes 2-pt shot at rim (assist by J. Green),2,75-86,,
4:19.0,,,75-88,2,N. Cole makes 2-pt shot from 16 ft
4:11.0,J. Green misses 3-pt shot from 23 ft,,75-88,,
4:10.0,,,75-88,,Defensive rebound by C. Andersen
3:43.0,,,75-88,,M. Chalmers misses 3-pt shot from 23 ft
3:43.0,Defensive rebound by Team,,75-88,,
3:43.0,,,75-88,,Loose ball foul by J. Ennis (drawn by E. Turner)
3:43.0,E. Turner makes free throw 1 of 2,1,76-88,,
3:43.0,E. Turner makes free throw 2 of 2,1,77-88,,
3:29.0,,,77-88,,N. Cole misses 2-pt shot at rim
3:28.0,,,77-88,,Offensive rebound by J. Ennis
3:24.0,,,77-88,,J. Ennis misses 2-pt shot from 4 ft
3:23.0,Defensive rebound by A. Bradley,,77-88,,
3:17.0,T. Zeller misses 2-pt shot at rim (block by N. Cole),,77-88,,
3:17.0,Offensive rebound by Team,,77-88,,
3:12.0,J. Green misses 3-pt shot from 23 ft,,77-88,,
3:11.0,,,77-88,,Defensive rebound by C. Andersen
3:07.0,,,77-90,2,L. Deng makes 2-pt shot from 1 ft (assist by N. Cole)
2:51.0,E. Turner misses 2-pt shot from 14 ft,,77-90,,
2:50.0,Offensive rebound by T. Zeller,,77-90,,
2:49.0,T. Zeller makes 2-pt shot at rim,2,79-90,,
2:23.0,,,79-92,2,L. Deng makes 2-pt shot from 1 ft (assist by C. Andersen)
2:16.0,Boston full timeout,,79-92,,
2:16.0,K. Olynyk enters the game for M. Smart,,79-92,,
2:10.0,J. Green makes 2-pt shot at rim,2,81-92,,
1:48.0,,,81-92,,Turnover by J. Ennis (lost ball)
1:43.0,Turnover by T. Zeller (lost ball; steal by M. Chalmers),,81-92,,
1:39.0,,,81-94,2,C. Andersen makes 2-pt shot at rim
1:33.0,J. Green makes 3-pt shot from 24 ft,3,84-94,,
1:13.0,,,84-94,,Shooting foul by K. Olynyk (drawn by J. Ennis)
1:13.0,,,84-95,1,J. Ennis makes free throw 1 of 2
1:13.0,,,84-96,1,J. Ennis makes free throw 2 of 2
1:13.0,Boston full timeout,,84-96,,
1:13.0,J. Nelson enters the game for T. Zeller,,84-96,,
