time,San Antonio,pts.away,score,pts.home,LA Clippers
2:17.0,,,19-18,,S. Hawes misses 2-pt shot from 10 ft
2:13.0,Defensive rebound by M. Ginobili,,19-18,,
2:08.0,K. Leonard misses 3-pt shot from 27 ft,,19-18,,
2:07.0,,,19-18,,Defensive rebound by D. Jordan
1:58.0,,,19-18,,J. Crawford misses 2-pt shot from 15 ft
1:57.0,Defensive rebound by T. Parker,,19-18,,
1:47.0,T. Parker misses 2-pt shot from 12 ft,,19-18,,
1:46.0,,,19-18,,Defensive rebound by C. Paul
1:34.0,,,19-20,2,S. Hawes makes 2-pt shot from 6 ft (assist by C. Paul)
1:22.0,T. Splitter makes 2-pt shot from 2 ft (assist by T. Parker),2,21-20,,
1:03.0,,,21-22,2,M. Barnes makes 2-pt shot from 2 ft (assist by S. Hawes)
1:03.0,,,21-22,,Shooting foul by M. Ginobili (drawn by M. Barnes)
1:03.0,,,21-22,,G. Davis enters the game for S. Hawes
1:03.0,P. Mills enters the game for T. Parker,,21-22,,
1:03.0,M. Belinelli enters the game for K. Leonard,,21-22,,
1:03.0,,,21-23,1,M. Barnes makes free throw 1 of 1
0:47.0,Turnover by P. Mills (lost ball),,21-23,,
0:47.0,,,21-23,,H. Turkoglu enters the game for M. Barnes
0:34.0,,,21-25,2,D. Jordan makes 2-pt shot from 2 ft (assist by C. Paul)
0:27.0,,,21-25,,J. Redick enters the game for D. Jordan
0:23.0,M. Ginobili makes 3-pt shot from 27 ft (assist by M. Belinelli),3,24-25,,
0:01.0,,,24-27,2,J. Crawford makes 2-pt shot from 18 ft
0:01.0,P. Mills misses 3-pt shot from 59 ft,,24-27,,
0:00.0,Offensive rebound by Team,,24-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,P. Mills misses 3-pt shot from 22 ft,,24-27,,
11:39.0,,,24-27,,Defensive rebound by H. Turkoglu
11:16.0,,,24-27,,J. Crawford misses 3-pt shot from 28 ft
11:15.0,,,24-27,,Offensive rebound by G. Davis
11:07.0,,,24-27,,H. Turkoglu misses 3-pt shot from 24 ft
11:06.0,Defensive rebound by P. Mills,,24-27,,
10:41.0,B. Diaw makes 3-pt shot from 27 ft,3,27-27,,
10:19.0,,,27-27,,Shooting foul by B. Diaw (drawn by G. Davis)
10:19.0,,,27-27,,G. Davis misses free throw 1 of 2
10:19.0,,,27-27,,Offensive rebound by Team
10:19.0,,,27-27,,G. Davis misses free throw 2 of 2
10:18.0,Defensive rebound by B. Diaw,,27-27,,
10:10.0,Turnover by T. Splitter (step out of bounds),,27-27,,
9:52.0,,,27-27,,H. Turkoglu misses 2-pt shot from 16 ft
9:50.0,Defensive rebound by B. Diaw,,27-27,,
9:43.0,Turnover by M. Belinelli (bad pass; steal by G. Davis),,27-27,,
9:30.0,,,27-29,2,J. Redick makes 2-pt shot from 6 ft (assist by J. Crawford)
9:21.0,M. Belinelli makes 3-pt shot from 23 ft (assist by M. Ginobili),3,30-29,,
9:08.0,,,30-29,,Shooting foul by P. Mills (drawn by H. Turkoglu)
9:08.0,,,30-30,1,H. Turkoglu makes free throw 1 of 2
9:08.0,K. Leonard enters the game for M. Ginobili,,30-30,,
9:08.0,,,30-31,1,H. Turkoglu makes free throw 2 of 2
8:51.0,K. Leonard misses 3-pt shot from 25 ft,,30-31,,
8:50.0,,,30-31,,Defensive rebound by S. Hawes
8:45.0,,,30-31,,Turnover by G. Davis (lost ball)
8:45.0,Official timeout,,30-31,,
8:45.0,A. Baynes enters the game for T. Splitter,,30-31,,
8:28.0,K. Leonard makes 2-pt shot from 12 ft,2,32-31,,
8:05.0,,,32-33,2,G. Davis makes 2-pt shot from 1 ft (assist by J. Crawford)
7:57.0,Turnover by B. Diaw (step out of bounds),,32-33,,
7:57.0,,,32-33,,M. Barnes enters the game for S. Hawes
7:43.0,,,32-35,2,G. Davis makes 2-pt shot from 2 ft (assist by J. Crawford)
7:23.0,A. Baynes makes 2-pt shot from 4 ft (assist by K. Leonard),2,34-35,,
7:03.0,,,34-35,,G. Davis misses 2-pt shot from 2 ft
7:01.0,,,34-35,,Offensive rebound by M. Barnes
7:01.0,,,34-37,2,M. Barnes makes 2-pt shot from 1 ft
6:50.0,B. Diaw misses 2-pt shot from 9 ft,,34-37,,
6:47.0,,,34-37,,Defensive rebound by G. Davis
6:42.0,Shooting block foul by M. Belinelli,,34-37,,
6:42.0,,,34-38,1,G. Davis makes free throw 1 of 2
6:42.0,T. Parker enters the game for P. Mills,,34-38,,
6:42.0,T. Duncan enters the game for B. Diaw,,34-38,,
6:42.0,,,34-38,,D. Jordan enters the game for H. Turkoglu
6:42.0,,,34-38,,C. Paul enters the game for J. Crawford
6:42.0,,,34-38,,G. Davis misses free throw 2 of 2
6:42.0,Defensive rebound by K. Leonard,,34-38,,
6:27.0,A. Baynes misses 2-pt shot from 20 ft,,34-38,,
6:26.0,,,34-38,,Defensive rebound by M. Barnes
6:14.0,,,34-38,,C. Paul misses 2-pt shot from 19 ft
6:13.0,Defensive rebound by T. Duncan,,34-38,,
6:08.0,,,34-38,,Personal foul by G. Davis (drawn by K. Leonard)
6:08.0,,,34-38,,S. Hawes enters the game for G. Davis
6:08.0,San Antonio full timeout,,34-38,,
6:02.0,M. Belinelli misses 3-pt shot from 23 ft,,34-38,,
6:00.0,,,34-38,,Defensive rebound by J. Redick
5:54.0,,,34-38,,Shooting foul by K. Leonard (drawn by D. Jordan)
5:54.0,,,34-38,,D. Jordan misses free throw 1 of 2
5:54.0,,,34-38,,Offensive rebound by Team
5:54.0,,,34-38,,D. Jordan misses free throw 2 of 2
5:52.0,Defensive rebound by K. Leonard,,34-38,,
5:43.0,K. Leonard misses 3-pt shot from 25 ft,,34-38,,
5:42.0,,,34-38,,Defensive rebound by D. Jordan
5:33.0,,,34-38,,J. Redick misses 2-pt shot from 15 ft
5:32.0,Defensive rebound by T. Parker,,34-38,,
5:10.0,T. Parker makes 3-pt shot from 26 ft (assist by K. Leonard),3,37-38,,
4:50.0,,,37-40,2,S. Hawes makes 2-pt shot from 8 ft (assist by C. Paul)
4:35.0,A. Baynes misses 2-pt shot from 4 ft (block by S. Hawes),,37-40,,
4:33.0,,,37-40,,Defensive rebound by C. Paul
4:27.0,,,37-40,,C. Paul misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by M. Belinelli,,37-40,,
4:16.0,T. Parker misses 3-pt shot from 23 ft,,37-40,,
4:15.0,Offensive rebound by K. Leonard,,37-40,,
4:09.0,M. Belinelli makes 2-pt shot from 19 ft (assist by K. Leonard),2,39-40,,
3:56.0,,,39-40,,LA Clippers full timeout
3:56.0,,,39-40,,J. Crawford enters the game for J. Redick
3:56.0,D. Green enters the game for K. Leonard,,39-40,,
3:54.0,Personal take foul by M. Belinelli (drawn by D. Jordan),,39-40,,
3:54.0,,,39-40,,D. Jordan misses free throw 1 of 2
3:54.0,,,39-40,,Offensive rebound by Team
3:54.0,,,39-41,1,D. Jordan makes free throw 2 of 2
3:37.0,T. Parker makes 2-pt shot from 20 ft,2,41-41,,
3:26.0,,,41-44,3,J. Crawford makes 3-pt shot from 26 ft (assist by C. Paul)
3:11.0,M. Belinelli makes 3-pt shot from 26 ft (assist by T. Parker),3,44-44,,
3:07.0,Personal take foul by D. Green (drawn by D. Jordan),,44-44,,
3:07.0,,,44-45,1,D. Jordan makes free throw 1 of 2
3:07.0,,,44-45,,D. Jordan misses free throw 2 of 2
3:06.0,Defensive rebound by T. Duncan,,44-45,,
2:47.0,D. Green makes 3-pt shot from 26 ft (assist by M. Belinelli),3,47-45,,
2:43.0,Personal take foul by M. Belinelli (drawn by D. Jordan),,47-45,,
2:43.0,,,47-45,,D. Jordan misses free throw 1 of 2
2:43.0,,,47-45,,Offensive rebound by Team
2:43.0,,,47-45,,J. Redick enters the game for M. Barnes
2:43.0,,,47-45,,D. Jordan misses free throw 2 of 2
2:42.0,Defensive rebound by A. Baynes,,47-45,,
2:19.0,Turnover by Team (shot clock),,47-45,,
2:17.0,Personal take foul by T. Parker (drawn by D. Jordan),,47-45,,
2:17.0,,,47-45,,D. Jordan misses free throw 1 of 2
2:17.0,,,47-45,,Offensive rebound by Team
2:17.0,,,47-46,1,D. Jordan makes free throw 2 of 2
2:03.0,T. Parker makes 2-pt shot from 3 ft,2,49-46,,
1:51.0,Shooting block foul by T. Duncan (drawn by D. Jordan),,49-46,,
1:51.0,,,49-47,1,D. Jordan makes free throw 1 of 2
1:51.0,,,49-47,,D. Jordan misses free throw 2 of 2
1:49.0,Defensive rebound by T. Duncan,,49-47,,
1:42.0,T. Parker makes 2-pt shot from 3 ft,2,51-47,,
1:36.0,Personal take foul by D. Green (drawn by D. Jordan),,51-47,,
1:36.0,,,51-47,,D. Jordan misses free throw 1 of 2
1:36.0,,,51-47,,Offensive rebound by Team
1:36.0,,,51-47,,D. Jordan misses free throw 2 of 2
1:33.0,Defensive rebound by T. Duncan,,51-47,,
1:22.0,Shooting foul by C. Paul (drawn by T. Parker),,51-47,,
1:22.0,T. Parker makes free throw 1 of 2,1,52-47,,
1:22.0,M. Ginobili enters the game for M. Belinelli,,52-47,,
1:22.0,,,52-47,,H. Turkoglu enters the game for D. Jordan
1:22.0,B. Diaw enters the game for A. Baynes,,52-47,,
1:22.0,T. Parker makes free throw 2 of 2,1,53-47,,
1:10.0,,,53-49,2,S. Hawes makes 2-pt shot at rim (assist by C. Paul)
0:54.0,Turnover by M. Ginobili (bad pass; steal by S. Hawes),,53-49,,
0:49.0,,,53-51,2,J. Crawford makes 2-pt shot from 4 ft
0:33.0,T. Parker misses 2-pt shot from 14 ft,,53-51,,
0:31.0,,,53-51,,Defensive rebound by C. Paul
0:29.0,Personal foul by B. Diaw (drawn by C. Paul),,53-51,,
0:29.0,,,53-51,,C. Paul misses free throw 1 of 2
0:29.0,,,53-51,,Offensive rebound by Team
0:29.0,,,53-51,,D. Jordan enters the game for H. Turkoglu
0:29.0,M. Belinelli enters the game for B. Diaw,,53-51,,
0:29.0,,,53-51,,M. Barnes enters the game for S. Hawes
0:29.0,,,53-52,1,C. Paul makes free throw 2 of 2
0:11.0,T. Duncan makes 2-pt shot at rim (assist by T. Parker),2,55-52,,
0:11.0,,,55-52,,LA Clippers full timeout
0:11.0,,,55-52,,S. Hawes enters the game for D. Jordan
0:11.0,K. Leonard enters the game for M. Belinelli,,55-52,,
0:02.0,,,55-52,,C. Paul misses 2-pt shot from 14 ft
0:00.0,,,55-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,Shooting foul by D. Jordan (drawn by K. Leonard),,55-52,,
11:40.0,K. Leonard makes free throw 1 of 2,1,56-52,,
11:40.0,K. Leonard makes free throw 2 of 2,1,57-52,,
11:27.0,,,57-54,2,C. Paul makes 2-pt shot from 19 ft
11:15.0,A. Baynes makes 2-pt shot at rim (assist by T. Parker),2,59-54,,
10:56.0,,,59-54,,Turnover by S. Hawes (lost ball)
10:36.0,Turnover by D. Green (lost ball),,59-54,,
10:27.0,,,59-54,,M. Barnes misses 2-pt shot from 2 ft
10:26.0,Defensive rebound by T. Duncan,,59-54,,
10:21.0,Shooting foul by S. Hawes (drawn by T. Duncan),,59-54,,
10:21.0,T. Duncan makes free throw 1 of 2,1,60-54,,
10:21.0,T. Duncan makes free throw 2 of 2,1,61-54,,
10:10.0,,,61-56,2,D. Jordan makes 2-pt shot at rim (assist by J. Redick)
9:48.0,A. Baynes makes 2-pt shot at rim (assist by T. Parker),2,63-56,,
9:28.0,,,63-56,,Turnover by J. Redick (bad pass; steal by T. Parker)
9:25.0,,,63-56,,Personal take foul by C. Paul (drawn by T. Parker)
9:20.0,Shooting foul by S. Hawes (drawn by T. Parker),,63-56,,
9:20.0,T. Parker makes free throw 1 of 2,1,64-56,,
9:20.0,T. Parker makes free throw 2 of 2,1,65-56,,
9:08.0,,,65-58,2,C. Paul makes 2-pt shot from 2 ft
8:53.0,T. Parker makes 2-pt shot from 19 ft (assist by T. Duncan),2,67-58,,
8:38.0,,,67-58,,S. Hawes misses 3-pt shot from 25 ft
8:37.0,,,67-58,,Offensive rebound by M. Barnes
8:35.0,,,67-58,,J. Redick misses 3-pt shot from 28 ft
8:33.0,Defensive rebound by K. Leonard,,67-58,,
8:26.0,Shooting foul by M. Barnes (drawn by K. Leonard),,67-58,,
8:26.0,K. Leonard misses free throw 1 of 2,,67-58,,
8:26.0,Offensive rebound by Team,,67-58,,
8:26.0,K. Leonard misses free throw 2 of 2,,67-58,,
8:24.0,,,67-58,,Defensive rebound by D. Jordan
8:07.0,,,67-58,,J. Redick misses 3-pt shot from 26 ft
8:06.0,Defensive rebound by D. Green,,67-58,,
7:51.0,Turnover by K. Leonard (traveling),,67-58,,
7:43.0,,,67-60,2,C. Paul makes 2-pt shot from 8 ft
7:43.0,San Antonio full timeout,,67-60,,
7:27.0,Shooting foul by D. Jordan (drawn by T. Duncan),,67-60,,
7:27.0,T. Duncan makes free throw 1 of 2,1,68-60,,
7:27.0,T. Duncan makes free throw 2 of 2,1,69-60,,
7:12.0,,,69-62,2,D. Jordan makes 2-pt shot at rim (assist by S. Hawes)
6:50.0,D. Green makes 2-pt shot from 2 ft (assist by T. Parker),2,71-62,,
6:31.0,,,71-65,3,C. Paul makes 3-pt shot from 27 ft
6:20.0,T. Duncan makes 2-pt shot from 2 ft (assist by T. Parker),2,73-65,,
6:20.0,Shooting foul by S. Hawes (drawn by T. Duncan),,73-65,,
6:20.0,,,73-65,,G. Davis enters the game for S. Hawes
6:20.0,T. Duncan makes free throw 1 of 1,1,74-65,,
6:11.0,,,74-65,,J. Redick misses 2-pt shot from 15 ft
6:10.0,,,74-65,,Offensive rebound by G. Davis
6:06.0,,,74-65,,C. Paul misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by Team,,74-65,,
6:03.0,,,74-65,,J. Crawford enters the game for M. Barnes
6:03.0,M. Ginobili enters the game for K. Leonard,,74-65,,
5:50.0,T. Duncan misses 2-pt shot from 2 ft,,74-65,,
5:47.0,,,74-65,,Defensive rebound by D. Jordan
5:42.0,,,74-68,3,J. Crawford makes 3-pt shot from 22 ft (assist by J. Redick)
5:21.0,T. Parker misses 2-pt shot from 17 ft,,74-68,,
5:18.0,,,74-68,,Defensive rebound by J. Redick
5:13.0,,,74-71,3,J. Redick makes 3-pt shot from 24 ft (assist by J. Crawford)
4:56.0,,,74-71,,Personal foul by G. Davis (drawn by A. Baynes)
4:56.0,A. Baynes makes free throw 1 of 2,1,75-71,,
4:56.0,M. Belinelli enters the game for D. Green,,75-71,,
4:56.0,A. Baynes makes free throw 2 of 2,1,76-71,,
4:49.0,Personal foul by T. Parker (drawn by D. Jordan),,76-71,,
4:44.0,,,76-74,3,J. Crawford makes 3-pt shot from 26 ft (assist by C. Paul)
4:29.0,San Antonio full timeout,,76-74,,
4:22.0,T. Parker misses 2-pt shot from 20 ft,,76-74,,
4:21.0,,,76-74,,Defensive rebound by J. Redick
4:10.0,,,76-76,2,G. Davis makes 2-pt shot from 3 ft (assist by J. Crawford)
4:10.0,Shooting block foul by A. Baynes (drawn by G. Davis),,76-76,,
4:10.0,T. Splitter enters the game for A. Baynes,,76-76,,
4:10.0,P. Mills enters the game for T. Parker,,76-76,,
4:10.0,,,76-77,1,G. Davis makes free throw 1 of 1
3:53.0,P. Mills misses 2-pt shot from 19 ft,,76-77,,
3:53.0,,,76-77,,Defensive rebound by C. Paul
3:49.0,,,76-77,,Turnover by C. Paul (offensive foul)
3:49.0,,,76-77,,Offensive charge foul by C. Paul
3:36.0,Turnover by M. Ginobili (bad pass; steal by D. Jordan),,76-77,,
3:32.0,,,76-79,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
3:22.0,,,76-79,,Personal foul by G. Davis (drawn by T. Splitter)
3:22.0,T. Splitter makes free throw 1 of 2,1,77-79,,
3:22.0,T. Splitter makes free throw 2 of 2,1,78-79,,
3:12.0,,,78-79,,J. Redick misses 2-pt shot from 2 ft
3:11.0,,,78-79,,Offensive rebound by G. Davis
3:11.0,,,78-79,,LA Clippers full timeout
3:11.0,B. Diaw enters the game for T. Duncan,,78-79,,
2:56.0,Personal foul by M. Ginobili (drawn by J. Crawford),,78-79,,
2:51.0,,,78-82,3,J. Crawford makes 3-pt shot from 26 ft (assist by C. Paul)
2:36.0,M. Belinelli misses 2-pt shot from 20 ft,,78-82,,
2:35.0,Offensive rebound by T. Splitter,,78-82,,
2:34.0,Shooting foul by D. Jordan (drawn by T. Splitter),,78-82,,
2:34.0,T. Splitter makes free throw 1 of 2,1,79-82,,
2:34.0,T. Splitter makes free throw 2 of 2,1,80-82,,
2:22.0,,,80-82,,Turnover by C. Paul (bad pass; steal by P. Mills)
2:16.0,T. Splitter makes 2-pt shot from 2 ft (assist by M. Ginobili),2,82-82,,
2:16.0,Shooting foul by G. Davis (drawn by T. Splitter),,82-82,,
2:16.0,T. Splitter makes free throw 1 of 1,1,83-82,,
2:09.0,,,83-82,,J. Crawford misses 2-pt shot from 2 ft
2:03.0,,,83-82,,Offensive rebound by D. Jordan
2:03.0,,,83-84,2,D. Jordan makes 2-pt shot from 2 ft
1:47.0,P. Mills makes 2-pt shot from 7 ft (assist by M. Ginobili),2,85-84,,
1:22.0,,,85-86,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
1:07.0,P. Mills misses 3-pt shot from 26 ft,,85-86,,
1:06.0,,,85-86,,Defensive rebound by D. Jordan
0:49.0,,,85-88,2,G. Davis makes 2-pt shot from 3 ft (assist by C. Paul)
0:32.0,T. Splitter misses 2-pt shot from 4 ft (block by G. Davis),,85-88,,
0:32.0,Offensive rebound by Team,,85-88,,
0:32.0,,,85-88,,M. Barnes enters the game for C. Paul
0:32.0,,,85-88,,S. Hawes enters the game for G. Davis
0:30.0,M. Ginobili makes 3-pt shot from 26 ft (assist by T. Splitter),3,88-88,,
0:09.0,,,88-88,,J. Crawford misses 2-pt shot from 21 ft
0:08.0,,,88-88,,Offensive rebound by D. Jordan
0:07.0,,,88-88,,D. Jordan misses 2-pt shot from 2 ft
0:06.0,,,88-88,,Offensive rebound by D. Jordan
0:06.0,,,88-90,2,D. Jordan makes 2-pt shot from 1 ft
0:01.0,P. Mills misses 3-pt shot from 25 ft (block by J. Crawford),,88-90,,
0:00.0,Offensive rebound by Team,,88-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,88-92,2,M. Barnes makes 2-pt shot at rim (assist by C. Paul)
11:20.0,P. Mills misses 3-pt shot from 26 ft,,88-92,,
11:19.0,,,88-92,,Defensive rebound by M. Barnes
11:12.0,,,88-92,,Turnover by J. Crawford (bad pass; steal by T. Splitter)
11:06.0,Turnover by P. Mills (bad pass; steal by J. Crawford),,88-92,,
10:59.0,,,88-92,,J. Crawford misses 2-pt shot from 3 ft
10:58.0,Defensive rebound by B. Diaw,,88-92,,
10:56.0,Turnover by B. Diaw (lost ball; steal by M. Barnes),,88-92,,
10:56.0,K. Leonard enters the game for M. Belinelli,,88-92,,
10:42.0,,,88-92,,C. Paul misses 2-pt shot from 17 ft
10:41.0,Defensive rebound by K. Leonard,,88-92,,
10:28.0,K. Leonard misses 2-pt shot from 2 ft,,88-92,,
10:27.0,Offensive rebound by K. Leonard,,88-92,,
10:13.0,M. Ginobili makes 3-pt shot from 28 ft (assist by K. Leonard),3,91-92,,
9:58.0,,,91-92,,Shooting foul by M. Ginobili (drawn by J. Crawford)
9:58.0,,,91-92,,J. Crawford misses free throw 1 of 3
9:58.0,,,91-92,,Offensive rebound by Team
9:58.0,,,91-93,1,J. Crawford makes free throw 2 of 3
9:58.0,,,91-93,,J. Redick enters the game for C. Paul
9:58.0,,,91-94,1,J. Crawford makes free throw 3 of 3
9:49.0,T. Splitter makes 2-pt shot from 2 ft (assist by M. Ginobili),2,93-94,,
9:49.0,,,93-94,,Shooting block foul by S. Hawes (drawn by T. Splitter)
9:49.0,D. Green enters the game for P. Mills,,93-94,,
9:49.0,T. Splitter misses free throw 1 of 1,,93-94,,
9:48.0,,,93-94,,Defensive rebound by D. Jordan
9:33.0,,,93-94,,Shooting foul by T. Splitter (drawn by S. Hawes)
9:33.0,,,93-94,,S. Hawes misses free throw 1 of 2
9:33.0,,,93-94,,Offensive rebound by Team
9:33.0,,,93-95,1,S. Hawes makes free throw 2 of 2
9:21.0,Turnover by M. Ginobili (bad pass; steal by M. Barnes),,93-95,,
9:14.0,Personal foul by D. Green (drawn by J. Crawford),,93-95,,
9:14.0,T. Parker enters the game for M. Ginobili,,93-95,,
9:11.0,,,93-95,,J. Crawford misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by D. Green,,93-95,,
8:47.0,B. Diaw misses 2-pt shot from 15 ft,,93-95,,
8:44.0,,,93-95,,Defensive rebound by D. Jordan
8:43.0,,,93-97,2,M. Barnes makes 2-pt shot from 3 ft
8:43.0,,,93-97,,Shooting foul by B. Diaw (drawn by M. Barnes)
8:43.0,Official timeout,,93-97,,
8:43.0,T. Duncan enters the game for B. Diaw,,93-97,,
8:43.0,,,93-98,1,M. Barnes makes free throw 1 of 1
8:31.0,,,93-98,,Personal foul by M. Barnes (drawn by T. Splitter)
8:19.0,Turnover by T. Splitter (bad pass; steal by D. Jordan),,93-98,,
8:15.0,,,93-98,,Personal foul by D. Jordan (drawn by T. Splitter)
8:15.0,Personal foul by T. Splitter,,93-98,,
8:14.0,Personal foul by K. Leonard (drawn by D. Jordan),,93-98,,
8:14.0,,,93-99,1,D. Jordan makes free throw 1 of 2
8:14.0,,,93-99,,C. Paul enters the game for J. Redick
8:14.0,,,93-100,1,D. Jordan makes free throw 2 of 2
7:54.0,T. Duncan makes 2-pt shot at rim (assist by T. Splitter),2,95-100,,
7:33.0,,,95-100,,J. Crawford misses 2-pt shot from 12 ft
7:32.0,Defensive rebound by T. Duncan,,95-100,,
7:32.0,,,95-100,,Personal foul by C. Paul (drawn by K. Leonard)
7:19.0,T. Duncan makes 2-pt shot from 2 ft (assist by K. Leonard),2,97-100,,
7:12.0,Personal take foul by T. Duncan (drawn by D. Jordan),,97-100,,
7:12.0,,,97-101,1,D. Jordan makes free throw 1 of 2
7:12.0,,,97-101,,D. Jordan misses free throw 2 of 2
7:11.0,Defensive rebound by T. Duncan,,97-101,,
6:58.0,T. Duncan makes 2-pt shot from 17 ft (assist by T. Parker),2,99-101,,
