time,Toronto,pts.away,score,pts.home,Brooklyn
6:16.0,,,40-40,,Shooting foul by D. DeRozan (drawn by B. Bogdanovic)
6:16.0,,,40-40,,B. Bogdanovic misses free throw 1 of 2
6:16.0,,,40-40,,Offensive rebound by Team
6:16.0,,,40-40,,D. Williams enters the game for J. Jack
6:16.0,,,40-41,1,B. Bogdanovic makes free throw 2 of 2
6:02.0,G. Vasquez misses 2-pt shot from 3 ft (block by B. Lopez),,40-41,,
6:01.0,Offensive rebound by D. DeRozan,,40-41,,
5:54.0,Turnover by D. DeRozan (bad pass; steal by T. Young),,40-41,,
5:50.0,,,40-43,2,T. Young makes 2-pt shot from 2 ft (assist by J. Johnson)
5:40.0,Toronto full timeout,,40-43,,
5:40.0,L. Williams enters the game for J. Johnson,,40-43,,
5:29.0,D. DeRozan misses 2-pt shot from 18 ft,,40-43,,
5:28.0,,,40-43,,Defensive rebound by B. Lopez
5:15.0,,,40-45,2,T. Young makes 2-pt shot from 4 ft
4:50.0,Shooting foul by D. Williams (drawn by P. Patterson),,40-45,,
4:50.0,P. Patterson makes free throw 1 of 3,1,41-45,,
4:50.0,P. Patterson makes free throw 2 of 3,1,42-45,,
4:50.0,P. Patterson makes free throw 3 of 3,1,43-45,,
4:40.0,,,43-47,2,B. Lopez makes 2-pt shot at rim
4:23.0,G. Vasquez misses 2-pt shot from 2 ft,,43-47,,
4:22.0,Offensive rebound by J. Valanciunas,,43-47,,
4:21.0,J. Valanciunas makes 2-pt shot from 3 ft,2,45-47,,
4:06.0,,,45-47,,B. Bogdanovic misses 3-pt shot from 26 ft
4:05.0,Defensive rebound by P. Patterson,,45-47,,
3:58.0,Shooting foul by D. Williams (drawn by L. Williams),,45-47,,
3:58.0,L. Williams makes free throw 1 of 2,1,46-47,,
3:58.0,A. Johnson enters the game for P. Patterson,,46-47,,
3:58.0,,,46-47,,M. Brown enters the game for B. Bogdanovic
3:58.0,,,46-47,,J. Jack enters the game for D. Williams
3:58.0,L. Williams makes free throw 2 of 2,1,47-47,,
3:36.0,,,47-47,,J. Johnson misses 2-pt shot from 17 ft
3:35.0,Defensive rebound by J. Valanciunas,,47-47,,
3:25.0,Turnover by G. Vasquez (bad pass; steal by T. Young),,47-47,,
3:22.0,,,47-47,,Turnover by T. Young (bad pass)
3:01.0,J. Valanciunas misses 2-pt shot from 6 ft,,47-47,,
3:00.0,,,47-47,,Defensive rebound by T. Young
2:48.0,,,47-47,,T. Young misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by G. Vasquez,,47-47,,
2:29.0,Shooting foul by J. Johnson (drawn by D. DeRozan),,47-47,,
2:29.0,,,47-47,,Brooklyn full timeout
2:29.0,D. DeRozan misses free throw 1 of 2,,47-47,,
2:29.0,Offensive rebound by Team,,47-47,,
2:29.0,D. DeRozan makes free throw 2 of 2,1,48-47,,
2:12.0,,,48-47,,Turnover by J. Johnson (offensive foul)
2:12.0,D. DeRozan makes flagrant free throw 1 of 2,1,49-47,,
2:12.0,,,49-47,,A. Anderson enters the game for J. Johnson
2:12.0,D. DeRozan makes flagrant free throw 2 of 2,1,50-47,,
1:56.0,J. Valanciunas makes 2-pt shot from 5 ft (assist by G. Vasquez),2,52-47,,
1:30.0,,,52-49,2,T. Young makes 2-pt shot from 1 ft
1:07.0,A. Johnson makes 2-pt shot from 3 ft (assist by L. Williams),2,54-49,,
0:43.0,,,54-49,,Turnover by A. Anderson (bad pass; steal by J. Valanciunas)
0:39.0,Turnover by D. DeRozan (lost ball; steal by T. Young),,54-49,,
0:35.0,Personal foul by J. Valanciunas (drawn by B. Lopez),,54-49,,
0:30.0,,,54-49,,J. Jack misses 2-pt shot from 15 ft
0:28.0,Defensive rebound by L. Williams,,54-49,,
0:05.0,D. DeRozan misses 3-pt shot from 28 ft,,54-49,,
0:04.0,,,54-49,,Defensive rebound by B. Lopez
0:01.0,,,54-49,,J. Jack misses 3-pt shot from 45 ft
0:00.0,,,54-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,54-49,,Personal foul by J. Johnson (drawn by A. Johnson)
11:35.0,D. DeRozan makes 2-pt shot from 14 ft,2,56-49,,
11:16.0,,,56-49,,D. Williams misses 3-pt shot from 25 ft
11:15.0,Defensive rebound by A. Johnson,,56-49,,
11:01.0,T. Ross misses 3-pt shot from 23 ft,,56-49,,
11:00.0,,,56-49,,Defensive rebound by J. Johnson
10:54.0,,,56-49,,T. Young misses 2-pt shot from 2 ft
10:53.0,Defensive rebound by D. DeRozan,,56-49,,
10:38.0,G. Vasquez misses 3-pt shot from 24 ft,,56-49,,
10:37.0,,,56-49,,Defensive rebound by T. Young
10:29.0,,,56-51,2,J. Johnson makes 2-pt shot from 10 ft
10:07.0,J. Valanciunas makes 2-pt shot at rim (assist by G. Vasquez),2,58-51,,
9:49.0,,,58-53,2,J. Johnson makes 2-pt shot from 12 ft
9:26.0,G. Vasquez makes 2-pt shot from 8 ft (assist by T. Ross),2,60-53,,
9:01.0,,,60-53,,M. Brown misses 2-pt shot from 3 ft (block by J. Valanciunas)
9:00.0,,,60-53,,Offensive rebound by B. Lopez
8:59.0,,,60-53,,Turnover by Team (shot clock)
8:59.0,Toronto full timeout,,60-53,,
8:59.0,P. Patterson enters the game for A. Johnson,,60-53,,
8:59.0,,,60-53,,A. Anderson enters the game for M. Brown
8:38.0,D. DeRozan makes 2-pt shot from 8 ft,2,62-53,,
8:18.0,,,62-53,,J. Johnson misses 2-pt shot from 1 ft
8:17.0,,,62-53,,Offensive rebound by B. Lopez
8:16.0,,,62-53,,B. Lopez misses 2-pt shot from 2 ft
8:15.0,,,62-53,,Offensive rebound by B. Lopez
8:14.0,,,62-53,,B. Lopez misses 2-pt shot from 1 ft
8:13.0,Defensive rebound by D. DeRozan,,62-53,,
8:02.0,T. Ross misses 3-pt shot from 23 ft,,62-53,,
8:01.0,,,62-53,,Defensive rebound by D. Williams
7:57.0,,,62-55,2,T. Young makes 2-pt shot from 2 ft (assist by D. Williams)
7:35.0,D. DeRozan misses 3-pt shot from 22 ft,,62-55,,
7:33.0,Offensive rebound by D. DeRozan,,62-55,,
7:30.0,Turnover by D. DeRozan (bad pass; steal by A. Anderson),,62-55,,
7:24.0,,,62-55,,D. Williams misses 2-pt shot from 2 ft
7:23.0,Defensive rebound by G. Vasquez,,62-55,,
7:17.0,D. DeRozan makes 2-pt shot from 2 ft (assist by G. Vasquez),2,64-55,,
7:00.0,,,64-58,3,D. Williams makes 3-pt shot from 24 ft (assist by J. Johnson)
6:47.0,T. Ross misses 2-pt shot from 3 ft,,64-58,,
6:46.0,Offensive rebound by J. Valanciunas,,64-58,,
6:41.0,J. Valanciunas makes 2-pt shot from 1 ft,2,66-58,,
6:33.0,,,66-60,2,D. Williams makes 2-pt shot from 1 ft
6:13.0,J. Valanciunas makes 2-pt shot from 5 ft (assist by P. Patterson),2,68-60,,
6:03.0,,,68-62,2,D. Williams makes 2-pt shot from 18 ft
5:49.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by D. DeRozan),2,70-62,,
5:49.0,Shooting foul by D. Williams (drawn by J. Valanciunas),,70-62,,
5:49.0,J. Valanciunas makes free throw 1 of 1,1,71-62,,
5:31.0,,,71-65,3,D. Williams makes 3-pt shot from 24 ft (assist by B. Lopez)
5:15.0,G. Vasquez misses 3-pt shot from 24 ft,,71-65,,
5:14.0,,,71-65,,Defensive rebound by A. Anderson
5:10.0,Personal foul by P. Patterson (drawn by T. Young),,71-65,,
5:10.0,L. Williams enters the game for G. Vasquez,,71-65,,
5:10.0,,,71-65,,Brooklyn full timeout
5:02.0,,,71-65,,D. Williams misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by P. Patterson,,71-65,,
4:43.0,D. DeRozan misses 2-pt shot from 16 ft,,71-65,,
4:42.0,,,71-65,,Defensive rebound by B. Lopez
4:31.0,,,71-65,,Shooting foul by J. Valanciunas (drawn by T. Young)
4:31.0,,,71-66,1,T. Young makes free throw 1 of 2
4:31.0,,,71-66,,B. Bogdanovic enters the game for J. Johnson
4:31.0,,,71-66,,T. Young misses free throw 2 of 2
4:30.0,Defensive rebound by D. DeRozan,,71-66,,
4:16.0,J. Valanciunas misses 2-pt shot from 2 ft,,71-66,,
4:15.0,Offensive rebound by J. Valanciunas,,71-66,,
4:13.0,J. Valanciunas makes 2-pt shot from 1 ft,2,73-66,,
3:51.0,,,73-69,3,D. Williams makes 3-pt shot from 24 ft (assist by B. Lopez)
3:37.0,Turnover by P. Patterson (bad pass; steal by B. Lopez),,73-69,,
3:30.0,,,73-71,2,T. Young makes 2-pt shot at rim (assist by D. Williams)
3:30.0,Toronto full timeout,,73-71,,
3:07.0,J. Valanciunas makes 2-pt shot at rim (assist by P. Patterson),2,75-71,,
2:52.0,,,75-73,2,B. Lopez makes 2-pt shot from 2 ft (assist by D. Williams)
2:30.0,Turnover by T. Ross (offensive foul),,75-73,,
2:30.0,Offensive charge foul by T. Ross,,75-73,,
2:30.0,,,75-73,,Brooklyn full timeout
2:30.0,J. Johnson enters the game for T. Ross,,75-73,,
2:18.0,,,75-73,,Turnover by D. Williams (bad pass; steal by P. Patterson)
2:01.0,L. Williams makes 2-pt shot from 7 ft,2,77-73,,
1:48.0,,,77-75,2,B. Lopez makes 2-pt shot from 9 ft (assist by D. Williams)
1:30.0,P. Patterson misses 2-pt shot from 15 ft,,77-75,,
1:29.0,,,77-75,,Defensive rebound by B. Lopez
1:24.0,,,77-75,,Shooting foul by L. Williams (drawn by T. Young)
1:24.0,,,77-75,,T. Young misses free throw 1 of 2
1:24.0,,,77-75,,Offensive rebound by Team
1:24.0,,,77-75,,T. Young misses free throw 2 of 2
1:23.0,,,77-75,,Offensive rebound by B. Lopez
1:13.0,,,77-75,,B. Lopez misses 2-pt shot from 8 ft
1:12.0,Defensive rebound by P. Patterson,,77-75,,
0:56.0,P. Patterson misses 3-pt shot from 25 ft,,77-75,,
0:55.0,,,77-75,,Defensive rebound by B. Bogdanovic
0:40.0,,,77-75,,B. Lopez misses 2-pt shot from 6 ft
0:38.0,,,77-75,,Offensive rebound by B. Lopez
0:38.0,,,77-75,,B. Lopez misses 2-pt shot from 2 ft
0:37.0,Defensive rebound by P. Patterson,,77-75,,
0:29.0,D. DeRozan makes 2-pt shot from 2 ft (assist by L. Williams),2,79-75,,
0:11.0,,,79-77,2,B. Lopez makes 2-pt shot from 8 ft (assist by D. Williams)
0:02.0,L. Williams misses 3-pt shot from 25 ft,,79-77,,
0:01.0,,,79-77,,Defensive rebound by A. Anderson
0:00.0,,,79-77,,A. Anderson misses 3-pt shot from 65 ft
0:00.0,,,79-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,79-79,2,D. Williams makes 2-pt shot from 7 ft (assist by J. Johnson)
11:33.0,L. Williams makes 3-pt shot from 22 ft (assist by J. Johnson),3,82-79,,
11:11.0,,,82-79,,B. Bogdanovic misses 3-pt shot from 23 ft
11:10.0,,,82-79,,Offensive rebound by B. Lopez
11:06.0,,,82-79,,Shooting foul by T. Hansbrough (drawn by B. Lopez)
11:06.0,,,82-81,2,B. Lopez makes 2-pt shot from 1 ft
11:06.0,,,82-82,1,B. Lopez makes free throw 1 of 1
10:50.0,L. Williams makes 3-pt shot from 25 ft,3,85-82,,
10:33.0,Personal foul by G. Vasquez (drawn by A. Anderson),,85-82,,
10:20.0,,,85-84,2,A. Anderson makes 2-pt shot from 1 ft
10:09.0,Shooting foul by B. Bogdanovic (drawn by L. Williams),,85-84,,
10:09.0,L. Williams misses free throw 1 of 2,,85-84,,
10:09.0,Offensive rebound by Team,,85-84,,
10:09.0,L. Williams misses free throw 2 of 2,,85-84,,
10:08.0,,,85-84,,Defensive rebound by J. Johnson
9:53.0,,,85-86,2,B. Lopez makes 2-pt shot from 2 ft
9:53.0,,,85-86,,Shooting foul by T. Hansbrough (drawn by B. Lopez)
9:53.0,,,85-87,1,B. Lopez makes free throw 1 of 1
9:39.0,L. Williams makes 2-pt shot from 9 ft,2,87-87,,
9:21.0,,,87-87,,Turnover by D. Williams (bad pass; steal by T. Hansbrough)
9:01.0,L. Williams misses 3-pt shot from 25 ft,,87-87,,
9:00.0,Offensive rebound by P. Patterson,,87-87,,
8:52.0,Turnover by L. Williams (bad pass; steal by B. Bogdanovic),,87-87,,
8:46.0,Personal foul by G. Vasquez (drawn by D. Williams),,87-87,,
8:46.0,Official timeout,,87-87,,
8:46.0,D. DeRozan enters the game for P. Patterson,,87-87,,
8:46.0,,,87-87,,M. Brown enters the game for B. Bogdanovic
8:34.0,,,87-89,2,B. Lopez makes 2-pt shot at rim (assist by D. Williams)
8:17.0,J. Johnson makes 2-pt shot from 5 ft,2,89-89,,
7:53.0,,,89-89,,J. Johnson misses 3-pt shot from 26 ft
7:52.0,Defensive rebound by G. Vasquez,,89-89,,
7:42.0,Shooting foul by A. Anderson (drawn by D. DeRozan),,89-89,,
7:42.0,,,89-89,,Technical foul by A. Anderson (drawn by D. DeRozan)
7:42.0,D. DeRozan makes technical free throw,1,90-89,,
7:42.0,D. DeRozan makes free throw 1 of 2,1,91-89,,
7:42.0,T. Ross enters the game for L. Williams,,91-89,,
7:42.0,J. Valanciunas enters the game for T. Hansbrough,,91-89,,
7:42.0,D. DeRozan makes free throw 2 of 2,1,92-89,,
7:30.0,Personal foul by J. Johnson (drawn by B. Lopez),,92-89,,
7:30.0,,,92-90,1,B. Lopez makes free throw 1 of 2
7:30.0,,,92-90,,T. Young enters the game for M. Brown
7:30.0,,,92-91,1,B. Lopez makes free throw 2 of 2
7:08.0,D. DeRozan makes 2-pt shot from 16 ft,2,94-91,,
6:54.0,,,94-91,,J. Johnson misses 3-pt shot from 24 ft
6:53.0,,,94-91,,Offensive rebound by J. Johnson
6:44.0,,,94-91,,J. Johnson misses 2-pt shot from 4 ft
6:43.0,,,94-91,,Offensive rebound by J. Johnson
6:41.0,,,94-93,2,J. Johnson makes 2-pt shot from 1 ft
6:22.0,Turnover by D. DeRozan (bad pass; steal by J. Johnson),,94-93,,
6:17.0,,,94-95,2,T. Young makes 2-pt shot from 2 ft (assist by D. Williams)
5:50.0,J. Johnson misses 3-pt shot from 24 ft,,94-95,,
5:49.0,Offensive rebound by Team,,94-95,,
5:48.0,Turnover by Team (shot clock),,94-95,,
5:48.0,,,94-95,,Brooklyn full timeout
5:48.0,L. Williams enters the game for G. Vasquez,,94-95,,
5:48.0,P. Patterson enters the game for J. Johnson,,94-95,,
5:41.0,,,94-97,2,B. Lopez makes 2-pt shot at rim (assist by D. Williams)
5:26.0,D. DeRozan misses 3-pt shot from 24 ft,,94-97,,
5:25.0,Offensive rebound by Team,,94-97,,
5:25.0,,,94-97,,B. Bogdanovic enters the game for A. Anderson
5:15.0,L. Williams makes 3-pt shot from 24 ft (assist by P. Patterson),3,97-97,,
4:58.0,,,97-99,2,T. Young makes 2-pt shot from 5 ft
4:38.0,P. Patterson makes 3-pt shot from 23 ft (assist by T. Ross),3,100-99,,
4:22.0,,,100-99,,B. Lopez misses 2-pt shot from 13 ft
4:21.0,Defensive rebound by P. Patterson,,100-99,,
4:08.0,Shooting foul by B. Lopez (drawn by J. Valanciunas),,100-99,,
4:08.0,J. Valanciunas misses free throw 1 of 2,,100-99,,
4:08.0,Offensive rebound by Team,,100-99,,
4:08.0,J. Valanciunas makes free throw 2 of 2,1,101-99,,
4:00.0,Shooting block foul by P. Patterson (drawn by T. Young),,101-99,,
4:00.0,,,101-100,1,T. Young makes free throw 1 of 2
4:00.0,,,101-100,,T. Young misses free throw 2 of 2
3:59.0,Defensive rebound by D. DeRozan,,101-100,,
3:35.0,P. Patterson misses 3-pt shot from 27 ft,,101-100,,
3:34.0,Offensive rebound by Team,,101-100,,
3:34.0,Turnover by Team (shot clock),,101-100,,
3:25.0,,,101-100,,Shooting foul by J. Valanciunas (drawn by D. Williams)
3:25.0,,,101-101,1,D. Williams makes free throw 1 of 2
3:25.0,,,101-101,,M. Brown enters the game for B. Bogdanovic
3:25.0,Toronto full timeout,,101-101,,
3:25.0,Violation by J. Valanciunas (lane),,101-101,,
3:25.0,,,101-102,1,D. Williams makes free throw 2 of 2
3:12.0,Shooting foul by T. Young (drawn by J. Valanciunas),,101-102,,
3:12.0,J. Valanciunas misses free throw 1 of 2,,101-102,,
3:12.0,Offensive rebound by Team,,101-102,,
3:12.0,J. Valanciunas makes free throw 2 of 2,1,102-102,,
2:53.0,,,102-104,2,B. Lopez makes 2-pt shot from 7 ft (assist by M. Brown)
2:31.0,Toronto full timeout,,102-104,,
2:31.0,G. Vasquez enters the game for T. Ross,,102-104,,
2:27.0,D. DeRozan misses 2-pt shot from 16 ft,,102-104,,
2:26.0,,,102-104,,Defensive rebound by J. Johnson
2:13.0,,,102-104,,B. Lopez misses 2-pt shot from 10 ft
2:12.0,Defensive rebound by P. Patterson,,102-104,,
1:52.0,D. DeRozan misses 2-pt shot from 8 ft,,102-104,,
1:51.0,Offensive rebound by J. Valanciunas,,102-104,,
1:50.0,J. Valanciunas misses 2-pt shot from 1 ft,,102-104,,
1:49.0,Offensive rebound by Team,,102-104,,
1:41.0,L. Williams makes 3-pt shot from 25 ft (assist by P. Patterson),3,105-104,,
1:24.0,,,105-104,,D. Williams misses 2-pt shot from 16 ft
1:23.0,,,105-104,,Offensive rebound by T. Young
