time,Oklahoma City,pts.away,score,pts.home,Utah
4:43.0,,,17-12,2,R. Gobert makes 2-pt shot at rim
4:31.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,19-12,,
4:24.0,Personal foul by E. Kanter (drawn by T. Burke),,19-12,,
4:24.0,,,19-13,1,T. Burke makes free throw 1 of 2
4:24.0,,,19-13,,J. Cooley enters the game for R. Gobert
4:24.0,,,19-13,,E. Millsap enters the game for R. Hood
4:24.0,D. Augustin enters the game for E. Kanter,,19-13,,
4:24.0,P. Jones enters the game for D. Waiters,,19-13,,
4:24.0,,,19-14,1,T. Burke makes free throw 2 of 2
4:13.0,M. McGary makes 2-pt shot from 2 ft (assist by R. Westbrook),2,21-14,,
3:54.0,Personal foul by K. Singler (drawn by G. Hayward),,21-14,,
3:54.0,,,21-14,,G. Hayward misses free throw 1 of 2
3:54.0,,,21-14,,Offensive rebound by Team
3:54.0,A. Morrow enters the game for K. Singler,,21-14,,
3:54.0,,,21-15,1,G. Hayward makes free throw 2 of 2
3:46.0,,,21-15,,Personal foul by E. Millsap (drawn by R. Westbrook)
3:46.0,,,21-15,,J. Ingles enters the game for T. Booker
3:35.0,Turnover by R. Westbrook (bad pass; steal by E. Millsap),,21-15,,
3:27.0,,,21-15,,T. Burke misses 3-pt shot from 22 ft
3:26.0,Defensive rebound by D. Augustin,,21-15,,
3:13.0,D. Augustin makes 3-pt shot from 23 ft (assist by R. Westbrook),3,24-15,,
3:06.0,,,24-15,,Utah full timeout
2:58.0,,,24-15,,G. Hayward misses 2-pt shot from 16 ft
2:57.0,Defensive rebound by R. Westbrook,,24-15,,
2:40.0,M. McGary makes 2-pt shot from 1 ft (assist by R. Westbrook),2,26-15,,
2:24.0,,,26-15,,G. Hayward misses 3-pt shot from 24 ft
2:22.0,,,26-15,,Offensive rebound by J. Cooley
2:19.0,,,26-17,2,J. Cooley makes 2-pt shot from 1 ft
2:06.0,A. Morrow misses 3-pt shot from 22 ft,,26-17,,
2:05.0,,,26-17,,Defensive rebound by T. Burke
1:44.0,,,26-17,,Turnover by J. Ingles (bad pass; steal by P. Jones)
1:34.0,R. Westbrook misses 2-pt shot from 21 ft (block by E. Millsap),,26-17,,
1:31.0,,,26-17,,Defensive rebound by J. Cooley
1:27.0,,,26-19,2,T. Burke makes 2-pt shot from 1 ft
1:08.0,M. McGary makes 2-pt shot from 1 ft (assist by D. Augustin),2,28-19,,
0:49.0,,,28-19,,J. Ingles misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by A. Morrow,,28-19,,
0:42.0,Turnover by R. Westbrook (lost ball; steal by G. Hayward),,28-19,,
0:38.0,,,28-21,2,J. Ingles makes 2-pt shot at rim (assist by G. Hayward)
0:16.0,M. McGary makes 2-pt shot from 1 ft (assist by R. Westbrook),2,30-21,,
0:04.0,,,30-21,,Offensive foul by J. Cooley
0:04.0,,,30-21,,Turnover by J. Cooley (offensive foul)
0:04.0,,,30-21,,C. Johnson enters the game for E. Millsap
0:04.0,,,30-21,,R. Gobert enters the game for J. Ingles
0:00.0,Shooting foul by J. Cooley (drawn by R. Westbrook),,30-21,,
0:00.0,R. Westbrook makes free throw 1 of 2,1,31-21,,
0:00.0,R. Westbrook makes free throw 2 of 2,1,32-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,32-21,,Turnover by D. Exum (bad pass; steal by D. Waiters)
11:43.0,D. Waiters makes 2-pt shot from 2 ft,2,34-21,,
11:43.0,Shooting foul by J. Ingles (drawn by D. Waiters),,34-21,,
11:43.0,,,34-21,,E. Millsap enters the game for J. Ingles
11:43.0,D. Waiters misses free throw 1 of 1,,34-21,,
11:42.0,,,34-21,,Defensive rebound by R. Gobert
11:22.0,,,34-21,,E. Millsap misses 3-pt shot from 23 ft
11:21.0,Defensive rebound by A. Morrow,,34-21,,
11:10.0,A. Morrow makes 3-pt shot from 25 ft (assist by D. Waiters),3,37-21,,
10:46.0,,,37-21,,E. Millsap misses 2-pt shot from 16 ft (block by A. Morrow)
10:43.0,Defensive rebound by D. Augustin,,37-21,,
10:38.0,Turnover by M. McGary (lost ball; steal by R. Gobert),,37-21,,
10:24.0,,,37-21,,D. Exum misses 2-pt shot from 5 ft
10:22.0,,,37-21,,Offensive rebound by R. Gobert
10:22.0,,,37-21,,Shooting foul by M. McGary (drawn by R. Gobert)
10:22.0,,,37-22,1,R. Gobert makes free throw 1 of 2
10:22.0,,,37-22,,J. Ingles enters the game for E. Millsap
10:22.0,,,37-22,,R. Hood enters the game for C. Johnson
10:22.0,,,37-23,1,R. Gobert makes free throw 2 of 2
10:11.0,P. Jones misses 2-pt shot from 2 ft,,37-23,,
10:09.0,,,37-23,,Defensive rebound by R. Gobert
9:51.0,,,37-26,3,R. Hood makes 3-pt shot from 25 ft (assist by J. Ingles)
9:33.0,Shooting foul by D. Exum (drawn by D. Augustin),,37-26,,
9:33.0,D. Augustin misses free throw 1 of 2,,37-26,,
9:33.0,Offensive rebound by Team,,37-26,,
9:33.0,,,37-26,,T. Burke enters the game for D. Exum
9:33.0,S. Adams enters the game for M. McGary,,37-26,,
9:33.0,D. Augustin makes free throw 2 of 2,1,38-26,,
9:21.0,,,38-26,,R. Hood misses 3-pt shot from 25 ft
9:20.0,Defensive rebound by P. Jones,,38-26,,
8:57.0,Turnover by P. Jones (traveling),,38-26,,
8:57.0,Official timeout,,38-26,,
8:40.0,,,38-29,3,T. Burke makes 3-pt shot from 24 ft (assist by J. Ingles)
8:14.0,A. Morrow misses 2-pt shot from 5 ft,,38-29,,
8:13.0,,,38-29,,Defensive rebound by J. Evans
7:56.0,Personal foul by A. Morrow (drawn by R. Hood),,38-29,,
7:56.0,R. Westbrook enters the game for A. Morrow,,38-29,,
7:56.0,E. Kanter enters the game for P. Jones,,38-29,,
7:42.0,,,38-31,2,J. Evans makes 2-pt shot from 3 ft (assist by R. Gobert)
7:27.0,D. Augustin misses 3-pt shot from 23 ft,,38-31,,
7:25.0,Offensive rebound by E. Kanter,,38-31,,
7:23.0,,,38-31,,Personal foul by R. Gobert (drawn by E. Kanter)
7:23.0,,,38-31,,T. Booker enters the game for J. Evans
7:20.0,,,38-31,,Violation by R. Gobert (kicked ball)
7:14.0,D. Augustin makes 2-pt shot from 17 ft,2,40-31,,
7:04.0,Personal foul by S. Adams (drawn by R. Gobert),,40-31,,
7:04.0,K. Singler enters the game for S. Adams,,40-31,,
6:58.0,,,40-31,,T. Burke misses 3-pt shot from 24 ft
6:57.0,,,40-31,,Offensive rebound by J. Ingles
6:46.0,,,40-33,2,J. Ingles makes 2-pt shot from 19 ft
6:32.0,Shooting foul by J. Ingles (drawn by E. Kanter),,40-33,,
6:32.0,E. Kanter misses free throw 1 of 2,,40-33,,
6:32.0,Offensive rebound by Team,,40-33,,
6:32.0,E. Kanter makes free throw 2 of 2,1,41-33,,
6:14.0,,,41-33,,T. Burke misses 3-pt shot from 24 ft
6:14.0,Defensive rebound by E. Kanter,,41-33,,
6:14.0,,,41-33,,Loose ball foul by R. Gobert (drawn by E. Kanter)
6:14.0,E. Kanter misses free throw 1 of 2,,41-33,,
6:14.0,Offensive rebound by Team,,41-33,,
6:14.0,,,41-33,,G. Hayward enters the game for J. Ingles
6:14.0,E. Kanter makes free throw 2 of 2,1,42-33,,
5:58.0,,,42-35,2,R. Hood makes 2-pt shot from 11 ft
5:43.0,Turnover by R. Westbrook (bad pass; steal by R. Hood),,42-35,,
5:31.0,,,42-35,,Turnover by T. Burke (bad pass; steal by K. Singler)
5:25.0,R. Westbrook misses 2-pt shot from 2 ft,,42-35,,
5:25.0,,,42-35,,Defensive rebound by Team
5:25.0,,,42-35,,Utah full timeout
5:12.0,,,42-35,,G. Hayward misses 3-pt shot from 25 ft
5:10.0,Defensive rebound by D. Augustin,,42-35,,
4:57.0,Offensive foul by K. Singler,,42-35,,
4:57.0,Turnover by K. Singler (offensive foul),,42-35,,
4:38.0,,,42-35,,T. Burke misses 3-pt shot from 22 ft
4:37.0,Defensive rebound by D. Waiters,,42-35,,
4:31.0,Turnover by E. Kanter (3 sec),,42-35,,
4:31.0,M. McGary enters the game for K. Singler,,42-35,,
4:13.0,,,42-37,2,G. Hayward makes 2-pt shot from 10 ft
3:57.0,R. Westbrook makes 2-pt shot from 19 ft,2,44-37,,
3:42.0,,,44-37,,T. Booker misses 2-pt shot from 17 ft
3:41.0,Defensive rebound by E. Kanter,,44-37,,
3:27.0,E. Kanter makes 2-pt shot from 4 ft,2,46-37,,
3:19.0,,,46-37,,Shooting foul by M. McGary (drawn by T. Burke)
3:19.0,,,46-38,1,T. Burke makes free throw 1 of 2
3:19.0,,,46-38,,C. Johnson enters the game for R. Hood
3:19.0,,,46-39,1,T. Burke makes free throw 2 of 2
3:04.0,Turnover by R. Westbrook (bad pass; steal by T. Burke),,46-39,,
2:58.0,,,46-41,2,C. Johnson makes 2-pt shot from 1 ft (assist by G. Hayward)
2:58.0,Oklahoma City full timeout,,46-41,,
2:58.0,A. Morrow enters the game for D. Augustin,,46-41,,
2:41.0,Offensive foul by M. McGary,,46-41,,
2:41.0,Turnover by M. McGary (offensive foul),,46-41,,
2:41.0,,,46-41,,E. Millsap enters the game for C. Johnson
2:41.0,S. Novak enters the game for M. McGary,,46-41,,
2:26.0,,,46-41,,Turnover by G. Hayward (bad pass)
2:26.0,,,46-41,,C. Johnson enters the game for E. Millsap
2:08.0,Turnover by R. Westbrook (lost ball; steal by T. Burke),,46-41,,
1:54.0,,,46-41,,T. Burke misses 2-pt shot from 18 ft
1:51.0,,,46-41,,Offensive rebound by T. Booker
1:50.0,,,46-43,2,T. Booker makes 2-pt shot from 1 ft
1:50.0,,,46-43,,Shooting foul by A. Morrow (drawn by T. Booker)
1:50.0,Technical foul by A. Morrow (drawn by T. Booker),,46-43,,
1:50.0,,,46-44,1,G. Hayward makes technical free throw
1:50.0,P. Jones enters the game for A. Morrow,,46-44,,
1:50.0,,,46-45,1,T. Booker makes free throw 1 of 1
1:42.0,Shooting foul by C. Johnson (drawn by D. Waiters),,46-45,,
1:42.0,D. Waiters makes free throw 1 of 2,1,47-45,,
1:42.0,D. Waiters misses free throw 2 of 2,,47-45,,
1:41.0,,,47-45,,Defensive rebound by G. Hayward
1:22.0,,,47-45,,Turnover by G. Hayward (bad pass; steal by P. Jones)
1:16.0,R. Westbrook misses 2-pt shot from 4 ft,,47-45,,
1:13.0,,,47-45,,Defensive rebound by R. Gobert
1:09.0,Personal foul by S. Novak (drawn by G. Hayward),,47-45,,
1:09.0,,,47-46,1,G. Hayward makes free throw 1 of 2
1:09.0,,,47-47,1,G. Hayward makes free throw 2 of 2
0:52.0,E. Kanter makes 2-pt shot from 4 ft,2,49-47,,
0:26.0,,,49-47,,R. Gobert misses 2-pt shot from 18 ft
0:23.0,Defensive rebound by R. Westbrook,,49-47,,
0:02.0,Turnover by R. Westbrook (bad pass; steal by T. Booker),,49-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,49-47,,D. Exum misses 3-pt shot from 24 ft
11:44.0,Defensive rebound by K. Singler,,49-47,,
11:21.0,R. Westbrook misses 2-pt shot from 17 ft,,49-47,,
11:21.0,Offensive rebound by Team,,49-47,,
11:21.0,Offensive foul by R. Westbrook,,49-47,,
11:21.0,Turnover by R. Westbrook (offensive foul),,49-47,,
11:08.0,,,49-47,,G. Hayward misses 3-pt shot from 24 ft
11:06.0,,,49-47,,Offensive rebound by G. Hayward
11:04.0,,,49-47,,Turnover by G. Hayward (bad pass; steal by S. Adams)
10:59.0,K. Singler misses 2-pt shot from 2 ft (block by R. Hood),,49-47,,
10:57.0,,,49-47,,Defensive rebound by R. Hood
10:44.0,,,49-47,,D. Exum misses 2-pt shot from 21 ft
10:43.0,Defensive rebound by S. Adams,,49-47,,
10:35.0,D. Waiters misses 2-pt shot from 1 ft,,49-47,,
10:34.0,,,49-47,,Defensive rebound by R. Gobert
10:25.0,,,49-50,3,D. Exum makes 3-pt shot from 23 ft (assist by G. Hayward)
10:11.0,E. Kanter misses 2-pt shot from 18 ft,,49-50,,
10:09.0,,,49-50,,Defensive rebound by R. Hood
9:56.0,,,49-50,,D. Exum misses 2-pt shot from 4 ft
9:55.0,Defensive rebound by E. Kanter,,49-50,,
9:39.0,R. Westbrook makes 2-pt shot from 2 ft,2,51-50,,
9:37.0,Violation by Team (delay of game),,51-50,,
9:22.0,,,51-50,,Shooting foul by S. Adams (drawn by R. Gobert)
9:22.0,,,51-51,1,R. Gobert makes free throw 1 of 2
9:22.0,M. McGary enters the game for S. Adams,,51-51,,
9:22.0,,,51-52,1,R. Gobert makes free throw 2 of 2
9:08.0,,,51-52,,Personal foul by T. Booker (drawn by E. Kanter)
9:03.0,R. Westbrook misses 2-pt shot from 16 ft,,51-52,,
9:02.0,,,51-52,,Defensive rebound by Team
9:02.0,Personal foul by M. McGary (drawn by R. Gobert),,51-52,,
8:43.0,,,51-54,2,G. Hayward makes 2-pt shot from 6 ft
8:28.0,K. Singler misses 2-pt shot from 21 ft,,51-54,,
8:27.0,,,51-54,,Defensive rebound by R. Gobert
8:10.0,,,51-54,,Shooting foul by D. Waiters (drawn by R. Gobert)
8:10.0,,,51-54,,R. Gobert misses free throw 1 of 2
8:10.0,,,51-54,,Offensive rebound by Team
8:10.0,,,51-55,1,R. Gobert makes free throw 2 of 2
8:01.0,,,51-55,,Personal foul by T. Booker (drawn by E. Kanter)
7:47.0,E. Kanter misses 2-pt shot from 13 ft,,51-55,,
7:43.0,Offensive rebound by Team,,51-55,,
7:31.0,R. Westbrook misses 2-pt shot from 3 ft,,51-55,,
7:29.0,Offensive rebound by E. Kanter,,51-55,,
7:29.0,E. Kanter misses 2-pt shot from 2 ft,,51-55,,
7:29.0,,,51-55,,Defensive rebound by T. Booker
7:29.0,Personal foul by R. Westbrook (drawn by T. Booker),,51-55,,
7:29.0,Technical foul by E. Kanter,,51-55,,
7:29.0,,,51-56,1,G. Hayward makes technical free throw
7:29.0,A. Morrow enters the game for D. Waiters,,51-56,,
7:16.0,,,51-56,,D. Exum misses 3-pt shot from 24 ft
7:14.0,Defensive rebound by A. Morrow,,51-56,,
7:01.0,A. Morrow makes 2-pt shot from 13 ft,2,53-56,,
6:47.0,Personal foul by E. Kanter (drawn by T. Booker),,53-56,,
6:47.0,,,53-57,1,T. Booker makes free throw 1 of 2
6:47.0,,,53-57,,T. Booker misses free throw 2 of 2
6:46.0,Defensive rebound by E. Kanter,,53-57,,
6:35.0,E. Kanter makes 2-pt shot from 16 ft (assist by A. Morrow),2,55-57,,
6:20.0,,,55-57,,G. Hayward misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by M. McGary,,55-57,,
6:10.0,Turnover by R. Westbrook (lost ball),,55-57,,
6:10.0,,,55-57,,Utah full timeout
5:52.0,,,55-60,3,T. Booker makes 3-pt shot from 24 ft (assist by G. Hayward)
5:33.0,R. Westbrook misses 2-pt shot from 2 ft (block by R. Gobert),,55-60,,
5:31.0,,,55-60,,Defensive rebound by G. Hayward
5:23.0,,,55-62,2,G. Hayward makes 2-pt shot from 2 ft
4:59.0,R. Westbrook misses 3-pt shot from 26 ft,,55-62,,
4:57.0,,,55-62,,Defensive rebound by Team
4:46.0,,,55-62,,R. Hood misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by Team,,55-62,,
4:46.0,,,55-62,,Loose ball foul by R. Gobert (drawn by K. Singler)
4:24.0,M. McGary misses 2-pt shot from 1 ft (block by R. Gobert),,55-62,,
4:21.0,Offensive rebound by E. Kanter,,55-62,,
4:16.0,E. Kanter makes 2-pt shot from 2 ft,2,57-62,,
4:01.0,,,57-62,,G. Hayward misses 2-pt shot from 20 ft
4:00.0,Defensive rebound by R. Westbrook,,57-62,,
3:54.0,,,57-62,,Personal foul by R. Hood (drawn by E. Kanter)
3:54.0,E. Kanter makes free throw 1 of 2,1,58-62,,
3:54.0,,,58-62,,J. Evans enters the game for R. Hood
3:54.0,,,58-62,,C. Johnson enters the game for R. Gobert
3:54.0,E. Kanter makes free throw 2 of 2,1,59-62,,
3:46.0,,,59-62,,T. Burke enters the game for D. Exum
3:40.0,,,59-64,2,T. Burke makes 2-pt shot from 1 ft
3:40.0,,,59-64,,Shooting foul by M. McGary (drawn by T. Burke)
3:40.0,S. Novak enters the game for M. McGary,,59-64,,
3:40.0,,,59-64,,J. Ingles enters the game for T. Booker
3:40.0,,,59-64,,T. Burke misses free throw 1 of 1
3:39.0,Defensive rebound by E. Kanter,,59-64,,
3:33.0,R. Westbrook misses 2-pt shot from 4 ft (block by G. Hayward),,59-64,,
3:32.0,Offensive rebound by Team,,59-64,,
3:32.0,Turnover by A. Morrow (offensive foul),,59-64,,
3:32.0,Offensive foul by A. Morrow,,59-64,,
3:15.0,,,59-64,,T. Burke misses 2-pt shot from 5 ft
3:14.0,,,59-64,,Offensive rebound by J. Evans
3:14.0,,,59-66,2,J. Evans makes 2-pt shot from 2 ft
3:08.0,Oklahoma City full timeout,,59-66,,
3:08.0,D. Augustin enters the game for R. Westbrook,,59-66,,
2:57.0,Turnover by A. Morrow (lost ball; steal by C. Johnson),,59-66,,
2:51.0,,,59-68,2,G. Hayward makes 2-pt shot at rim (assist by T. Burke)
2:39.0,,,59-68,,Personal foul by C. Johnson (drawn by A. Morrow)
2:39.0,A. Morrow makes free throw 1 of 2,1,60-68,,
2:39.0,A. Morrow makes free throw 2 of 2,1,61-68,,
2:21.0,,,61-68,,C. Johnson misses 3-pt shot from 23 ft
2:19.0,,,61-68,,Offensive rebound by J. Evans
2:10.0,,,61-68,,Shooting foul by S. Novak (drawn by G. Hayward)
2:10.0,,,61-68,,G. Hayward misses free throw 1 of 2
2:10.0,,,61-68,,Offensive rebound by Team
2:10.0,,,61-68,,R. Gobert enters the game for J. Evans
2:10.0,,,61-69,1,G. Hayward makes free throw 2 of 2
1:48.0,Turnover by E. Kanter (lost ball; steal by T. Burke),,61-69,,
1:43.0,,,61-69,,T. Burke misses 2-pt shot from 2 ft
1:39.0,,,61-69,,Offensive rebound by C. Johnson
1:39.0,,,61-69,,C. Johnson misses 2-pt shot from 1 ft
1:36.0,,,61-69,,Offensive rebound by R. Gobert
1:36.0,,,61-71,2,R. Gobert makes 2-pt shot from 2 ft
1:26.0,E. Kanter misses 2-pt shot from 19 ft,,61-71,,
1:25.0,,,61-71,,Defensive rebound by G. Hayward
1:06.0,,,61-73,2,J. Ingles makes 2-pt shot from 22 ft
0:51.0,A. Morrow makes 3-pt shot from 24 ft (assist by E. Kanter),3,64-73,,
0:42.0,,,64-75,2,T. Burke makes 2-pt shot from 1 ft
0:30.0,,,64-75,,Personal foul by G. Hayward (drawn by A. Morrow)
0:30.0,A. Morrow makes free throw 1 of 2,1,65-75,,
0:30.0,,,65-75,,D. Exum enters the game for G. Hayward
0:30.0,A. Morrow makes free throw 2 of 2,1,66-75,,
0:14.0,Jump ball: C. Johnson vs. A. Morrow (J. Ingles gains possession),,,,Jump ball: C. Johnson vs. A. Morrow (J. Ingles gains possession)
0:08.0,,,66-75,,Shooting foul by E. Kanter (drawn by T. Burke)
0:08.0,,,66-76,1,T. Burke makes free throw 1 of 2
0:08.0,,,66-76,,T. Burke misses free throw 2 of 2
0:07.0,Defensive rebound by K. Singler,,66-76,,
0:00.0,K. Singler misses 2-pt shot from 4 ft (block by R. Gobert),,66-76,,
0:00.0,Offensive rebound by Team,,66-76,,
0:00.0,,,66-76,,T. Booker enters the game for T. Burke
0:00.0,E. Kanter misses 2-pt shot from 16 ft,,66-76,,
0:00.0,Offensive rebound by Team,,66-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Turnover by D. Augustin (bad pass; steal by J. Ingles),,66-76,,
11:25.0,,,66-76,,T. Burke misses 2-pt shot from 9 ft
11:23.0,,,66-76,,Offensive rebound by R. Gobert
11:23.0,,,66-76,,Shooting foul by A. Morrow (drawn by R. Gobert)
11:23.0,,,66-76,,R. Gobert misses free throw 1 of 2
11:23.0,,,66-76,,Offensive rebound by Team
11:23.0,,,66-76,,R. Gobert misses free throw 2 of 2
11:22.0,Defensive rebound by R. Westbrook,,66-76,,
11:06.0,S. Adams misses 2-pt shot from 5 ft,,66-76,,
11:05.0,,,66-76,,Defensive rebound by C. Johnson
10:54.0,,,66-78,2,T. Burke makes 2-pt shot from 1 ft
10:42.0,R. Westbrook makes 3-pt shot from 25 ft,3,69-78,,
10:26.0,,,69-78,,C. Johnson misses 3-pt shot from 24 ft
10:24.0,Defensive rebound by S. Adams,,69-78,,
10:14.0,D. Augustin misses 3-pt shot from 24 ft,,69-78,,
10:13.0,,,69-78,,Defensive rebound by R. Gobert
9:51.0,,,69-78,,T. Burke misses 2-pt shot from 17 ft
9:49.0,,,69-78,,Offensive rebound by R. Gobert
9:49.0,,,69-80,2,R. Gobert makes 2-pt shot at rim
9:32.0,S. Adams misses 2-pt shot from 6 ft,,69-80,,
9:31.0,Offensive rebound by S. Adams,,69-80,,
9:21.0,S. Novak misses 2-pt shot from 21 ft,,69-80,,
9:20.0,Offensive rebound by S. Adams,,69-80,,
9:14.0,R. Westbrook misses 2-pt shot from 3 ft (block by R. Gobert),,69-80,,
9:12.0,,,69-80,,Defensive rebound by T. Burke
9:08.0,,,69-80,,Turnover by T. Burke (bad pass)
9:08.0,,,69-80,,R. Hood enters the game for C. Johnson
8:56.0,R. Westbrook misses 3-pt shot from 24 ft,,69-80,,
8:55.0,,,69-80,,Defensive rebound by T. Burke
8:45.0,,,69-82,2,T. Burke makes 2-pt shot from 19 ft
8:44.0,Oklahoma City full timeout,,69-82,,
8:44.0,E. Kanter enters the game for S. Novak,,69-82,,
8:44.0,,,69-82,,G. Hayward enters the game for T. Burke
8:44.0,,,69-82,,T. Booker enters the game for J. Ingles
8:27.0,D. Augustin misses 2-pt shot from 20 ft,,69-82,,
8:26.0,Offensive rebound by S. Adams,,69-82,,
8:26.0,S. Adams misses 2-pt shot from 2 ft,,69-82,,
8:24.0,Offensive rebound by S. Adams,,69-82,,
8:24.0,S. Adams makes 2-pt shot from 2 ft,2,71-82,,
8:24.0,Shooting foul by R. Gobert (drawn by S. Adams),,71-82,,
8:24.0,S. Adams misses free throw 1 of 1,,71-82,,
8:22.0,,,71-82,,Defensive rebound by R. Hood
7:58.0,,,71-82,,T. Booker misses 2-pt shot from 17 ft
7:58.0,,,71-82,,Offensive rebound by Team
7:58.0,,,71-82,,Turnover by Team (shot clock)
7:40.0,S. Adams misses 2-pt shot from 3 ft (block by G. Hayward),,71-82,,
7:38.0,,,71-82,,Defensive rebound by D. Exum
7:36.0,,,71-82,,Offensive charge foul by D. Exum
7:36.0,,,71-82,,Turnover by D. Exum (offensive foul)
7:36.0,,,71-82,,T. Burke enters the game for D. Exum
7:25.0,R. Westbrook makes 2-pt shot from 16 ft,2,73-82,,
7:00.0,,,73-82,,T. Burke misses 3-pt shot from 25 ft
6:59.0,Defensive rebound by Team,,73-82,,
6:48.0,R. Westbrook misses 3-pt shot from 25 ft,,73-82,,
6:46.0,,,73-82,,Defensive rebound by Team
6:46.0,,,73-82,,J. Evans enters the game for R. Gobert
