time,Cleveland,pts.away,score,pts.home,Boston
5:34.0,,,41-25,,Shooting foul by T. Mozgov (drawn by J. Crowder)
5:34.0,,,41-27,2,J. Crowder makes 2-pt shot from 3 ft
5:34.0,T. Thompson enters the game for T. Mozgov,,41-27,,
5:34.0,,,41-28,1,J. Crowder makes free throw 1 of 1
5:16.0,J. Smith misses 3-pt shot from 23 ft,,41-28,,
5:15.0,,,41-28,,Defensive rebound by I. Thomas
5:03.0,,,41-30,2,J. Sullinger makes 2-pt shot from 1 ft (assist by J. Crowder)
4:55.0,Cleveland full timeout,,41-30,,
4:51.0,J. Smith misses 3-pt shot from 25 ft,,41-30,,
4:49.0,Offensive rebound by T. Thompson,,41-30,,
4:48.0,T. Thompson makes 2-pt shot at rim,2,43-30,,
4:31.0,,,43-30,,I. Thomas misses 3-pt shot from 25 ft
4:30.0,Defensive rebound by T. Thompson,,43-30,,
4:21.0,,,43-30,,M. Smart enters the game for B. Bass
4:21.0,Jump ball: J. Crowder vs. L. James (I. Shumpert gains possession),,,,Jump ball: J. Crowder vs. L. James (I. Shumpert gains possession)
4:09.0,J. Smith misses 3-pt shot from 25 ft,,43-30,,
4:06.0,Offensive rebound by K. Irving,,43-30,,
3:52.0,L. James misses 3-pt shot from 26 ft,,43-30,,
3:51.0,,,43-30,,Defensive rebound by Team
3:51.0,Loose ball foul by J. Smith (drawn by J. Crowder),,43-30,,
3:51.0,,,43-31,1,J. Crowder makes free throw 1 of 2
3:51.0,,,43-32,1,J. Crowder makes free throw 2 of 2
3:32.0,Shooting foul by J. Sullinger (drawn by L. James),,43-32,,
3:32.0,L. James misses free throw 1 of 2,,43-32,,
3:32.0,Offensive rebound by Team,,43-32,,
3:32.0,M. Dellavedova enters the game for J. Smith,,43-32,,
3:32.0,L. James makes free throw 2 of 2,1,44-32,,
3:21.0,,,44-32,,I. Thomas misses 2-pt shot from 3 ft (block by K. Irving)
3:20.0,Defensive rebound by K. Irving,,44-32,,
3:08.0,K. Irving makes 2-pt shot from 9 ft,2,46-32,,
3:00.0,,,46-32,,Turnover by M. Smart (bad pass; steal by I. Shumpert)
2:57.0,Shooting foul by A. Bradley (drawn by I. Shumpert),,46-32,,
2:57.0,I. Shumpert makes free throw 1 of 2,1,47-32,,
2:57.0,I. Shumpert makes free throw 2 of 2,1,48-32,,
2:42.0,,,48-32,,J. Sullinger misses 2-pt shot from 7 ft
2:40.0,Defensive rebound by I. Shumpert,,48-32,,
2:30.0,M. Dellavedova makes 3-pt shot from 23 ft (assist by L. James),3,51-32,,
2:22.0,,,51-32,,Boston full timeout
2:22.0,,,51-32,,L. Datome enters the game for M. Smart
2:22.0,K. Perkins enters the game for T. Thompson,,51-32,,
2:14.0,,,51-32,,L. Datome misses 2-pt shot from 7 ft
2:14.0,,,51-32,,Offensive rebound by J. Sullinger
2:13.0,Jump ball: L. James vs. J. Sullinger (K. Perkins gains possession),,,,Jump ball: L. James vs. J. Sullinger (K. Perkins gains possession)
2:13.0,,,51-32,,Turnover by J. Sullinger (lost ball; steal by L. James)
2:00.0,Turnover by L. James (lost ball),,51-32,,
1:54.0,,,51-32,,I. Thomas misses 2-pt shot from 14 ft
1:53.0,Defensive rebound by I. Shumpert,,51-32,,
1:44.0,Turnover by K. Perkins (offensive foul),,51-32,,
1:44.0,,,51-32,,Technical foul by J. Crowder
1:44.0,Technical foul by K. Perkins (drawn by J. Crowder),,51-32,,
1:44.0,,,51-32,,J. Crowder misses flagrant free throw 1 of 2
1:44.0,,,51-32,,Offensive rebound by Team
1:44.0,,,51-32,,J. Crowder misses flagrant free throw 2 of 2
1:44.0,,,51-32,,Offensive rebound by Team
1:30.0,,,51-34,2,J. Crowder makes 2-pt shot from 2 ft
1:19.0,,,51-34,,Personal foul by J. Crowder (drawn by L. James)
1:19.0,L. James makes free throw 1 of 2,1,52-34,,
1:19.0,,,52-34,,J. Jerebko enters the game for J. Crowder
1:19.0,L. James misses free throw 2 of 2,,52-34,,
1:17.0,,,52-34,,Defensive rebound by I. Thomas
1:13.0,,,52-34,,Turnover by I. Thomas (bad pass; steal by L. James)
1:12.0,,,52-34,,Loose ball foul by I. Thomas (drawn by L. James)
1:12.0,L. James misses free throw 1 of 2,,52-34,,
1:12.0,Offensive rebound by Team,,52-34,,
1:12.0,L. James misses free throw 2 of 2,,52-34,,
1:11.0,,,52-34,,Defensive rebound by J. Jerebko
1:01.0,,,52-34,,Shooting foul by K. Irving (drawn by I. Thomas)
1:01.0,,,52-35,1,I. Thomas makes free throw 1 of 2
1:01.0,,,52-35,,J. Crowder enters the game for L. Datome
1:01.0,,,52-36,1,I. Thomas makes free throw 2 of 2
0:48.0,M. Dellavedova misses 3-pt shot from 25 ft,,52-36,,
0:46.0,Offensive rebound by K. Perkins,,52-36,,
0:46.0,Shooting foul by J. Sullinger (drawn by K. Perkins),,52-36,,
0:46.0,K. Perkins makes free throw 1 of 2,1,53-36,,
0:46.0,K. Perkins misses free throw 2 of 2,,53-36,,
0:45.0,,,53-36,,Defensive rebound by J. Crowder
0:36.0,,,53-36,,J. Crowder misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by I. Shumpert,,53-36,,
0:31.0,,,53-36,,Personal foul by J. Sullinger (drawn by K. Perkins)
0:31.0,K. Perkins makes free throw 1 of 2,1,54-36,,
0:31.0,K. Perkins makes free throw 2 of 2,1,55-36,,
0:14.0,,,55-36,,J. Jerebko misses 3-pt shot from 23 ft
0:13.0,Defensive rebound by I. Shumpert,,55-36,,
0:01.0,L. James makes 2-pt shot from 4 ft,2,57-36,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,57-36,,T. Zeller misses 2-pt shot from 14 ft
11:40.0,Defensive rebound by T. Mozgov,,57-36,,
11:29.0,T. Mozgov misses 2-pt shot from 16 ft,,57-36,,
11:27.0,,,57-36,,Defensive rebound by J. Crowder
11:15.0,,,57-36,,T. Zeller misses 2-pt shot from 16 ft
11:14.0,Defensive rebound by K. Irving,,57-36,,
11:02.0,,,57-36,,Personal foul by A. Bradley (drawn by K. Irving)
10:50.0,J. Smith misses 3-pt shot from 25 ft,,57-36,,
10:48.0,,,57-36,,Defensive rebound by J. Crowder
10:43.0,,,57-36,,Shooting foul by T. Thompson (drawn by B. Bass)
10:43.0,,,57-36,,B. Bass misses free throw 1 of 2
10:43.0,,,57-36,,Offensive rebound by Team
10:43.0,,,57-36,,B. Bass misses free throw 2 of 2
10:41.0,,,57-36,,Offensive rebound by B. Bass
10:40.0,Personal foul by K. Irving (drawn by B. Bass),,57-36,,
10:24.0,,,57-36,,A. Bradley misses 3-pt shot from 25 ft
10:24.0,,,57-36,,Offensive rebound by Team
10:24.0,J. Smith ejected from game,,57-36,,
10:24.0,I. Shumpert enters the game for J. Smith,,57-36,,
10:24.0,,,57-36,,I. Thomas enters the game for J. Crowder
10:24.0,,,57-37,1,I. Thomas makes flagrant free throw 1 of 2
10:24.0,,,57-38,1,I. Thomas makes flagrant free throw 2 of 2
10:17.0,,,57-40,2,A. Bradley makes 2-pt shot from 15 ft (assist by T. Zeller)
10:00.0,K. Irving misses 2-pt shot from 19 ft,,57-40,,
9:57.0,,,57-40,,Defensive rebound by Team
9:49.0,,,57-40,,I. Thomas misses 3-pt shot from 25 ft
9:49.0,,,57-40,,Offensive rebound by B. Bass
9:49.0,,,57-40,,Shooting foul by T. Thompson (drawn by B. Bass)
9:49.0,,,57-42,2,B. Bass makes 2-pt shot at rim
9:49.0,J. Jones enters the game for T. Thompson,,57-42,,
9:49.0,,,57-42,,B. Bass misses free throw 1 of 1
9:49.0,Defensive rebound by L. James,,57-42,,
9:27.0,Turnover by L. James (traveling),,57-42,,
9:19.0,,,57-42,,I. Thomas misses 3-pt shot from 25 ft
9:18.0,Defensive rebound by I. Shumpert,,57-42,,
9:10.0,L. James misses 2-pt shot from 21 ft,,57-42,,
9:09.0,,,57-42,,Defensive rebound by B. Bass
9:01.0,,,57-42,,E. Turner misses 2-pt shot from 15 ft
8:59.0,Defensive rebound by K. Irving,,57-42,,
8:46.0,,,57-42,,J. Sullinger enters the game for T. Zeller
8:41.0,Shooting foul by A. Bradley (drawn by K. Irving),,57-42,,
8:41.0,K. Irving makes free throw 1 of 2,1,58-42,,
8:41.0,K. Irving makes free throw 2 of 2,1,59-42,,
8:35.0,Personal foul by T. Mozgov (drawn by J. Sullinger),,59-42,,
8:35.0,,,59-42,,J. Sullinger misses free throw 1 of 2
8:35.0,,,59-42,,Offensive rebound by Team
8:35.0,,,59-42,,J. Sullinger misses free throw 2 of 2
8:34.0,Defensive rebound by L. James,,59-42,,
8:23.0,K. Irving misses 3-pt shot from 25 ft,,59-42,,
8:21.0,Offensive rebound by T. Mozgov,,59-42,,
8:12.0,K. Irving misses 3-pt shot from 26 ft,,59-42,,
8:11.0,,,59-42,,Defensive rebound by J. Sullinger
8:00.0,,,59-42,,J. Sullinger misses 2-pt shot from 3 ft (block by I. Shumpert)
7:59.0,Defensive rebound by J. Jones,,59-42,,
7:46.0,L. James makes 2-pt shot from 2 ft,2,61-42,,
7:31.0,,,61-42,,I. Thomas misses 2-pt shot from 7 ft
7:30.0,Defensive rebound by T. Mozgov,,61-42,,
7:19.0,T. Mozgov misses 2-pt shot from 3 ft (block by J. Sullinger),,61-42,,
7:18.0,,,61-42,,Defensive rebound by Team
7:08.0,,,61-44,2,E. Turner makes 2-pt shot from 14 ft
6:41.0,,,61-44,,Personal foul by J. Sullinger (drawn by J. Jones)
6:28.0,L. James misses 3-pt shot from 25 ft,,61-44,,
6:26.0,Offensive rebound by T. Mozgov,,61-44,,
6:26.0,,,61-44,,Personal foul by E. Turner (drawn by T. Mozgov)
6:23.0,,,61-44,,Personal foul by B. Bass (drawn by T. Mozgov)
6:23.0,T. Mozgov makes free throw 1 of 2,1,62-44,,
6:23.0,T. Mozgov makes free throw 2 of 2,1,63-44,,
6:06.0,,,63-44,,B. Bass misses 2-pt shot from 3 ft (block by I. Shumpert)
6:05.0,,,63-44,,Offensive rebound by Team
6:05.0,,,63-44,,Boston full timeout
5:59.0,,,63-44,,B. Bass misses 2-pt shot from 4 ft (block by J. Jones)
5:58.0,Defensive rebound by K. Irving,,63-44,,
5:50.0,J. Jones misses 3-pt shot from 25 ft,,63-44,,
5:48.0,,,63-44,,Defensive rebound by A. Bradley
5:39.0,,,63-44,,Turnover by E. Turner (lost ball; steal by T. Mozgov)
5:29.0,J. Jones misses 3-pt shot from 24 ft,,63-44,,
5:27.0,,,63-44,,Defensive rebound by E. Turner
5:22.0,,,63-47,3,I. Thomas makes 3-pt shot from 25 ft (assist by E. Turner)
4:55.0,K. Irving misses 2-pt shot from 22 ft,,63-47,,
4:54.0,Offensive rebound by T. Mozgov,,63-47,,
4:48.0,J. Jones misses 3-pt shot from 23 ft,,63-47,,
4:46.0,,,63-47,,Defensive rebound by J. Sullinger
4:40.0,,,63-47,,A. Bradley misses 3-pt shot from 24 ft
4:39.0,Defensive rebound by T. Mozgov,,63-47,,
4:16.0,L. James makes 2-pt shot from 22 ft,2,65-47,,
4:09.0,,,65-47,,Shooting foul by K. Irving (drawn by I. Thomas)
4:09.0,,,65-48,1,I. Thomas makes free throw 1 of 2
4:09.0,,,65-48,,J. Jerebko enters the game for B. Bass
4:09.0,,,65-49,1,I. Thomas makes free throw 2 of 2
3:50.0,L. James misses 2-pt shot from 19 ft,,65-49,,
3:49.0,,,65-49,,Defensive rebound by I. Thomas
3:44.0,,,65-49,,A. Bradley misses 3-pt shot from 25 ft
3:43.0,,,65-49,,Offensive rebound by Team
3:43.0,Loose ball foul by T. Mozgov (drawn by J. Sullinger),,65-49,,
3:43.0,,,65-49,,J. Sullinger misses free throw 1 of 2
3:43.0,,,65-49,,Offensive rebound by Team
3:43.0,K. Perkins enters the game for T. Mozgov,,65-49,,
3:43.0,,,65-50,1,J. Sullinger makes free throw 2 of 2
3:21.0,Turnover by K. Perkins (bad pass; steal by I. Thomas),,65-50,,
3:17.0,,,65-52,2,I. Thomas makes 2-pt shot from 2 ft
2:58.0,K. Irving makes 2-pt shot from 4 ft,2,67-52,,
2:39.0,,,67-54,2,A. Bradley makes 2-pt shot from 1 ft
2:25.0,K. Irving misses 3-pt shot from 26 ft,,67-54,,
2:24.0,,,67-54,,Defensive rebound by J. Sullinger
2:24.0,Personal foul by J. Jones (drawn by I. Thomas),,67-54,,
2:24.0,Cleveland full timeout,,67-54,,
2:24.0,M. Dellavedova enters the game for J. Jones,,67-54,,
2:24.0,,,67-54,,K. Olynyk enters the game for J. Sullinger
2:24.0,,,67-54,,M. Smart enters the game for E. Turner
2:24.0,,,67-55,1,I. Thomas makes free throw 1 of 2
2:24.0,,,67-56,1,I. Thomas makes free throw 2 of 2
2:02.0,Shooting foul by I. Thomas (drawn by M. Dellavedova),,67-56,,
2:02.0,M. Dellavedova misses free throw 1 of 2,,67-56,,
2:02.0,Offensive rebound by Team,,67-56,,
2:02.0,T. Thompson enters the game for K. Perkins,,67-56,,
2:02.0,M. Dellavedova misses free throw 2 of 2,,67-56,,
2:02.0,,,67-56,,Defensive rebound by J. Jerebko
1:44.0,,,67-56,,A. Bradley misses 2-pt shot from 7 ft
1:43.0,,,67-56,,Offensive rebound by M. Smart
1:43.0,,,67-58,2,M. Smart makes 2-pt shot at rim
1:23.0,L. James misses 2-pt shot from 3 ft,,67-58,,
1:22.0,,,67-58,,Defensive rebound by M. Smart
1:15.0,,,67-58,,I. Thomas misses 2-pt shot from 2 ft (block by L. James)
1:13.0,Defensive rebound by T. Thompson,,67-58,,
1:13.0,,,67-58,,P. Pressey enters the game for A. Bradley
1:13.0,Jump ball: J. Jerebko vs. T. Thompson (L. James gains possession),,,,Jump ball: J. Jerebko vs. T. Thompson (L. James gains possession)
0:50.0,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James),3,70-58,,
0:36.0,,,70-58,,J. Jerebko misses 3-pt shot from 23 ft
0:33.0,,,70-58,,Offensive rebound by M. Smart
0:32.0,Personal foul by K. Irving (drawn by M. Smart),,70-58,,
0:32.0,,,70-58,,M. Smart misses free throw 1 of 2
0:32.0,,,70-58,,Offensive rebound by Team
0:32.0,,,70-58,,J. Sullinger enters the game for K. Olynyk
0:32.0,J. Jones enters the game for K. Irving,,70-58,,
0:32.0,,,70-59,1,M. Smart makes free throw 2 of 2
0:11.0,L. James misses 2-pt shot from 9 ft (block by P. Pressey),,70-59,,
0:10.0,,,70-59,,Defensive rebound by Team
0:08.0,Jump ball: L. James vs. P. Pressey (J. Sullinger gains possession),,,,Jump ball: L. James vs. P. Pressey (J. Sullinger gains possession)
0:01.0,,,70-59,,M. Smart misses 2-pt shot from 2 ft
0:00.0,,,70-59,,Offensive rebound by J. Sullinger
0:00.0,,,70-61,2,J. Sullinger makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,M. Dellavedova misses 2-pt shot from 14 ft,,70-61,,
11:39.0,,,70-61,,Defensive rebound by J. Sullinger
11:23.0,,,70-61,,I. Thomas misses 3-pt shot from 26 ft
11:21.0,Defensive rebound by L. James,,70-61,,
11:07.0,L. James misses 3-pt shot from 25 ft,,70-61,,
11:07.0,Offensive rebound by Team,,70-61,,
11:07.0,,,70-61,,Personal foul by M. Smart (drawn by T. Thompson)
11:07.0,K. Irving enters the game for M. Dellavedova,,70-61,,
11:07.0,,,70-61,,A. Bradley enters the game for I. Thomas
10:58.0,L. James makes 2-pt shot from 2 ft,2,72-61,,
10:45.0,,,72-61,,P. Pressey misses 2-pt shot from 21 ft
10:43.0,Defensive rebound by I. Shumpert,,72-61,,
10:22.0,J. Jones misses 3-pt shot from 23 ft,,72-61,,
10:21.0,,,72-61,,Defensive rebound by M. Smart
10:14.0,,,72-64,3,J. Sullinger makes 3-pt shot from 25 ft (assist by M. Smart)
9:47.0,K. Irving misses 2-pt shot from 4 ft (block by M. Smart),,72-64,,
9:45.0,,,72-64,,Defensive rebound by J. Jerebko
9:30.0,,,72-64,,J. Sullinger misses 2-pt shot from 4 ft
9:29.0,,,72-64,,Offensive rebound by Team
9:29.0,Loose ball foul by J. Jones (drawn by J. Jerebko),,72-64,,
9:23.0,,,72-64,,Turnover by A. Bradley (lost ball; steal by I. Shumpert)
