time,Indiana,pts.away,score,pts.home,Detroit
4:02.0,,,15-14,,R. Jackson misses 2-pt shot at rim
4:01.0,,,15-14,,Offensive rebound by G. Monroe
4:00.0,,,15-14,,G. Monroe misses 2-pt shot at rim
3:59.0,Defensive rebound by C. Miles,,15-14,,
3:55.0,Shooting foul by A. Drummond (drawn by D. West),,15-14,,
3:55.0,D. West makes free throw 1 of 2,1,16-14,,
3:55.0,I. Mahinmi enters the game for S. Hill,,16-14,,
3:55.0,R. Stuckey enters the game for R. Hibbert,,16-14,,
3:55.0,P. George enters the game for C. Miles,,16-14,,
3:55.0,,,16-14,,A. Tolliver enters the game for A. Drummond
3:55.0,D. West makes free throw 2 of 2,1,17-14,,
3:36.0,,,17-14,,Turnover by C. Butler (traveling)
3:18.0,P. George misses 2-pt shot from 18 ft,,17-14,,
3:16.0,,,17-14,,Defensive rebound by G. Monroe
3:08.0,,,17-14,,A. Tolliver misses 3-pt shot from 25 ft
3:07.0,Defensive rebound by P. George,,17-14,,
3:03.0,Turnover by P. George (bad pass),,17-14,,
2:49.0,,,17-16,2,R. Jackson makes 2-pt shot at rim
2:49.0,Indiana full timeout,,17-16,,
2:49.0,,,17-16,,T. Prince enters the game for C. Butler
2:29.0,I. Mahinmi misses 2-pt shot from 7 ft,,17-16,,
2:28.0,,,17-16,,Defensive rebound by T. Prince
2:17.0,,,17-16,,G. Monroe misses 2-pt shot from 5 ft
2:16.0,Defensive rebound by I. Mahinmi,,17-16,,
2:03.0,D. West makes 2-pt shot from 7 ft (assist by P. George),2,19-16,,
1:43.0,,,19-18,2,R. Jackson makes 2-pt shot from 7 ft
1:26.0,D. West makes 2-pt shot from 20 ft (assist by R. Stuckey),2,21-18,,
1:04.0,,,21-18,,G. Monroe misses 2-pt shot from 6 ft
1:02.0,Defensive rebound by D. West,,21-18,,
0:49.0,R. Stuckey makes 2-pt shot from 17 ft (assist by P. George),2,23-18,,
0:37.0,,,23-18,,R. Jackson misses 2-pt shot from 14 ft
0:36.0,,,23-18,,Offensive rebound by Team
0:36.0,L. Scola enters the game for D. West,,23-18,,
0:36.0,,,23-18,,J. Meeks enters the game for K. Caldwell-Pope
0:25.0,,,23-20,2,R. Jackson makes 2-pt shot at rim
0:25.0,,,23-20,,Shooting foul by I. Mahinmi (drawn by R. Jackson)
0:25.0,,,23-21,1,R. Jackson makes free throw 1 of 1
0:06.0,Turnover by R. Stuckey (lost ball),,23-21,,
0:01.0,,,23-21,,R. Jackson misses 2-pt shot from 18 ft
0:00.0,,,23-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,P. George makes 2-pt shot from 14 ft,2,25-21,,
11:19.0,,,25-21,,Turnover by A. Drummond (lost ball; steal by I. Mahinmi)
11:11.0,I. Mahinmi makes 2-pt shot at rim (assist by L. Scola),2,27-21,,
10:52.0,,,27-21,,Shooting foul by R. Stuckey (drawn by J. Meeks)
10:52.0,,,27-23,2,J. Meeks makes 2-pt shot from 8 ft (assist by T. Prince)
10:52.0,,,27-24,1,J. Meeks makes free throw 1 of 1
10:38.0,I. Mahinmi misses 2-pt shot from 4 ft,,27-24,,
10:36.0,,,27-24,,Defensive rebound by A. Tolliver
10:23.0,,,27-24,,A. Tolliver misses 3-pt shot from 26 ft
10:22.0,Defensive rebound by P. George,,27-24,,
10:09.0,L. Scola misses 2-pt shot from 10 ft,,27-24,,
10:07.0,,,27-24,,Defensive rebound by A. Drummond
9:57.0,,,27-24,,T. Prince misses 2-pt shot from 12 ft
9:56.0,,,27-24,,Offensive rebound by A. Drummond
9:55.0,,,27-24,,A. Drummond misses 2-pt shot from 1 ft
9:54.0,Defensive rebound by L. Scola,,27-24,,
9:45.0,Shooting foul by T. Prince (drawn by P. George),,27-24,,
9:45.0,P. George makes free throw 1 of 2,1,28-24,,
9:45.0,P. George makes free throw 2 of 2,1,29-24,,
9:21.0,,,29-24,,T. Prince misses 2-pt shot from 20 ft
9:18.0,Defensive rebound by L. Scola,,29-24,,
9:09.0,R. Stuckey makes 3-pt shot from 23 ft (assist by D. Sloan),3,32-24,,
8:50.0,,,32-24,,T. Prince misses 2-pt shot from 19 ft
8:49.0,,,32-24,,Offensive rebound by A. Tolliver
8:34.0,,,32-27,3,J. Lucas III makes 3-pt shot from 26 ft (assist by J. Meeks)
8:34.0,Indiana full timeout,,32-27,,
8:34.0,C. Miles enters the game for P. George,,32-27,,
8:20.0,R. Stuckey misses 2-pt shot from 8 ft,,32-27,,
8:19.0,,,32-27,,Defensive rebound by A. Drummond
8:07.0,,,32-29,2,J. Meeks makes 2-pt shot from 11 ft (assist by J. Lucas III)
7:45.0,R. Stuckey makes 3-pt shot from 26 ft (assist by L. Scola),3,35-29,,
7:45.0,Shooting foul by J. Meeks (drawn by R. Stuckey),,35-29,,
7:45.0,R. Stuckey makes free throw 1 of 1,1,36-29,,
7:25.0,,,36-32,3,A. Tolliver makes 3-pt shot from 22 ft (assist by J. Lucas III)
7:01.0,L. Scola makes 2-pt shot at rim (assist by C. Miles),2,38-32,,
6:47.0,,,38-34,2,J. Meeks makes 2-pt shot from 6 ft (assist by J. Lucas III)
6:28.0,I. Mahinmi misses 2-pt shot from 6 ft,,38-34,,
6:27.0,,,38-34,,Defensive rebound by A. Drummond
6:14.0,,,38-34,,J. Lucas III misses 3-pt shot from 22 ft
6:14.0,,,38-34,,Offensive rebound by A. Drummond
6:11.0,,,38-34,,Turnover by A. Drummond (bad pass; steal by L. Scola)
6:08.0,C. Miles misses 2-pt shot from 4 ft,,38-34,,
6:07.0,Offensive rebound by L. Scola,,38-34,,
6:05.0,L. Scola makes 2-pt shot at rim,2,40-34,,
6:04.0,,,40-34,,Detroit full timeout
6:04.0,G. Hill enters the game for I. Mahinmi,,40-34,,
6:04.0,L. Allen enters the game for D. Sloan,,40-34,,
6:04.0,,,40-34,,R. Jackson enters the game for J. Lucas III
5:53.0,,,40-34,,A. Drummond misses 2-pt shot from 1 ft
5:52.0,Defensive rebound by G. Hill,,40-34,,
5:52.0,,,40-34,,Personal foul by R. Jackson (drawn by G. Hill)
5:52.0,,,40-34,,Violation by Team (delay of game)
5:34.0,R. Stuckey makes 3-pt shot from 26 ft (assist by G. Hill),3,43-34,,
5:15.0,,,43-36,2,A. Drummond makes 2-pt shot from 6 ft (assist by A. Tolliver)
5:00.0,Turnover by C. Miles (bad pass),,43-36,,
4:44.0,,,43-36,,Shooting foul by L. Allen (drawn by A. Drummond)
4:44.0,,,43-36,,A. Drummond misses free throw 1 of 2
4:44.0,,,43-36,,Offensive rebound by Team
4:44.0,,,43-36,,K. Caldwell-Pope enters the game for T. Prince
4:44.0,,,43-36,,G. Monroe enters the game for A. Tolliver
4:44.0,,,43-36,,A. Drummond misses free throw 2 of 2
4:43.0,Defensive rebound by L. Scola,,43-36,,
4:29.0,C. Miles misses 3-pt shot from 26 ft,,43-36,,
4:27.0,,,43-36,,Defensive rebound by R. Jackson
4:18.0,,,43-36,,R. Jackson misses 2-pt shot from 7 ft
4:17.0,Defensive rebound by G. Hill,,43-36,,
4:01.0,L. Scola misses 2-pt shot from 12 ft,,43-36,,
4:00.0,,,43-36,,Defensive rebound by K. Caldwell-Pope
3:54.0,Personal foul by G. Hill (drawn by G. Monroe),,43-36,,
3:48.0,Personal foul by G. Hill (drawn by R. Jackson),,43-36,,
3:48.0,S. Hill enters the game for R. Stuckey,,43-36,,
3:48.0,D. West enters the game for L. Scola,,43-36,,
3:34.0,,,43-36,,K. Caldwell-Pope misses 2-pt shot from 1 ft
3:32.0,,,43-36,,Offensive rebound by G. Monroe
3:30.0,,,43-38,2,G. Monroe makes 2-pt shot at rim
3:19.0,Shooting foul by G. Monroe (drawn by C. Miles),,43-38,,
3:19.0,C. Miles misses free throw 1 of 2,,43-38,,
3:19.0,Offensive rebound by Team,,43-38,,
3:19.0,C. Miles makes free throw 2 of 2,1,44-38,,
3:09.0,,,44-38,,Shooting foul by L. Allen (drawn by R. Jackson)
3:09.0,,,44-38,,R. Jackson misses free throw 1 of 2
3:09.0,,,44-38,,Offensive rebound by Team
3:09.0,R. Stuckey enters the game for C. Miles,,44-38,,
3:09.0,R. Hibbert enters the game for L. Allen,,44-38,,
3:09.0,,,44-39,1,R. Jackson makes free throw 2 of 2
2:55.0,R. Stuckey misses 2-pt shot from 5 ft (block by A. Drummond),,44-39,,
2:53.0,,,44-39,,Defensive rebound by A. Drummond
2:43.0,,,44-39,,G. Monroe misses 2-pt shot from 5 ft
2:41.0,Defensive rebound by R. Hibbert,,44-39,,
2:33.0,R. Stuckey misses 3-pt shot from 24 ft,,44-39,,
2:32.0,,,44-39,,Defensive rebound by A. Drummond
2:22.0,,,44-41,2,J. Meeks makes 2-pt shot from 5 ft (assist by R. Jackson)
2:01.0,D. West misses 2-pt shot from 5 ft,,44-41,,
2:00.0,Offensive rebound by R. Hibbert,,44-41,,
1:59.0,R. Hibbert makes 2-pt shot at rim,2,46-41,,
1:41.0,Official timeout,,46-41,,
1:41.0,,,46-41,,J. Anthony enters the game for A. Drummond
1:41.0,,,46-41,,A. Tolliver enters the game for G. Monroe
1:36.0,,,46-43,2,R. Jackson makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope)
1:22.0,Turnover by S. Hill (lost ball; steal by K. Caldwell-Pope),,46-43,,
1:19.0,,,46-45,2,K. Caldwell-Pope makes 2-pt shot at rim
1:00.0,R. Hibbert makes 2-pt shot from 6 ft (assist by G. Hill),2,48-45,,
0:50.0,,,48-45,,Turnover by J. Anthony (lost ball)
0:38.0,D. West misses 2-pt shot from 16 ft,,48-45,,
0:37.0,,,48-45,,Defensive rebound by K. Caldwell-Pope
0:30.0,,,48-47,2,K. Caldwell-Pope makes 2-pt shot from 15 ft
0:30.0,Indiana full timeout,,48-47,,
0:30.0,P. George enters the game for R. Hibbert,,48-47,,
0:09.0,P. George makes 3-pt shot from 27 ft (assist by G. Hill),3,51-47,,
0:01.0,,,51-47,,R. Jackson misses 2-pt shot from 6 ft
0:00.0,,,51-47,,Offensive rebound by J. Anthony
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,C. Miles makes 2-pt shot at rim (assist by G. Hill),2,53-47,,
11:30.0,,,53-49,2,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson)
11:13.0,C. Miles makes 2-pt shot from 18 ft (assist by D. West),2,55-49,,
10:53.0,,,55-49,,Shooting foul by D. West (drawn by K. Caldwell-Pope)
10:53.0,,,55-51,2,K. Caldwell-Pope makes 2-pt shot from 4 ft
10:53.0,,,55-51,,K. Caldwell-Pope misses free throw 1 of 1
10:52.0,Defensive rebound by D. West,,55-51,,
10:27.0,D. West misses 2-pt shot from 10 ft,,55-51,,
10:26.0,,,55-51,,Defensive rebound by R. Jackson
10:15.0,,,55-51,,A. Drummond misses 2-pt shot from 5 ft
10:13.0,Defensive rebound by D. West,,55-51,,
10:01.0,R. Hibbert misses 2-pt shot from 5 ft (block by A. Drummond),,55-51,,
9:58.0,Offensive rebound by R. Hibbert,,55-51,,
9:55.0,Turnover by G. Hill (bad pass; steal by R. Jackson),,55-51,,
9:49.0,,,55-51,,Turnover by R. Jackson (bad pass; steal by G. Hill)
9:42.0,G. Hill makes 3-pt shot from 26 ft (assist by C. Miles),3,58-51,,
9:16.0,,,58-51,,A. Drummond misses 2-pt shot from 9 ft
9:15.0,,,58-51,,Offensive rebound by G. Monroe
9:07.0,,,58-53,2,G. Monroe makes 2-pt shot from 4 ft
9:00.0,R. Hibbert makes 2-pt shot at rim (assist by D. West),2,60-53,,
8:56.0,,,60-53,,Detroit full timeout
8:44.0,,,60-55,2,G. Monroe makes 2-pt shot at rim (assist by A. Drummond)
8:44.0,,,60-55,,Shooting foul by D. West (drawn by G. Monroe)
8:44.0,,,60-56,1,G. Monroe makes free throw 1 of 1
8:24.0,C. Miles misses 2-pt shot from 15 ft,,60-56,,
8:23.0,,,60-56,,Defensive rebound by C. Butler
8:19.0,,,60-56,,Shooting foul by R. Hibbert (drawn by A. Drummond)
8:19.0,,,60-58,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
8:19.0,,,60-59,1,A. Drummond makes free throw 1 of 1
8:08.0,D. West misses 2-pt shot from 14 ft,,60-59,,
8:08.0,,,60-59,,Defensive rebound by Team
7:46.0,,,60-59,,G. Monroe misses 2-pt shot from 3 ft
7:45.0,,,60-59,,Offensive rebound by A. Drummond
7:44.0,,,60-61,2,A. Drummond makes 2-pt shot at rim
7:29.0,C. Miles makes 3-pt shot from 26 ft (assist by D. West),3,63-61,,
7:11.0,,,63-61,,G. Monroe misses 2-pt shot from 5 ft
7:08.0,Defensive rebound by R. Hibbert,,63-61,,
7:01.0,C. Miles makes 3-pt shot from 23 ft (assist by D. West),3,66-61,,
6:39.0,,,66-61,,C. Butler misses 2-pt shot from 12 ft
6:39.0,Defensive rebound by C. Miles,,66-61,,
6:27.0,Turnover by S. Hill (bad pass; steal by C. Butler),,66-61,,
6:21.0,,,66-64,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by R. Jackson)
6:20.0,Indiana full timeout,,66-64,,
6:00.0,C. Miles misses 3-pt shot from 25 ft,,66-64,,
5:59.0,,,66-64,,Defensive rebound by G. Monroe
5:53.0,,,66-67,3,C. Butler makes 3-pt shot from 26 ft (assist by R. Jackson)
5:35.0,Offensive foul by C. Miles,,66-67,,
5:35.0,Turnover by C. Miles (offensive foul),,66-67,,
5:26.0,,,66-67,,Shooting foul by G. Hill (drawn by R. Jackson)
5:26.0,,,66-68,1,R. Jackson makes free throw 1 of 2
5:26.0,R. Stuckey enters the game for C. Miles,,66-68,,
5:26.0,,,66-69,1,R. Jackson makes free throw 2 of 2
5:10.0,R. Hibbert makes 2-pt shot from 9 ft (assist by S. Hill),2,68-69,,
4:51.0,,,68-71,2,A. Drummond makes 2-pt shot from 6 ft (assist by R. Jackson)
4:42.0,,,68-71,,Personal foul by G. Monroe (drawn by D. West)
4:27.0,G. Hill misses 3-pt shot from 26 ft,,68-71,,
4:26.0,,,68-71,,Defensive rebound by A. Drummond
4:24.0,,,68-71,,Detroit full timeout
4:11.0,,,68-73,2,G. Monroe makes 2-pt shot from 1 ft (assist by R. Jackson)
3:59.0,I. Mahinmi enters the game for R. Hibbert,,68-73,,
3:53.0,R. Stuckey makes 2-pt shot at rim (assist by D. West),2,70-73,,
3:34.0,,,70-73,,Turnover by R. Jackson (lost ball; steal by R. Stuckey)
3:29.0,R. Stuckey makes 2-pt shot at rim,2,72-73,,
3:05.0,,,72-73,,G. Monroe misses 2-pt shot from 2 ft
3:05.0,,,72-73,,Offensive rebound by Team
3:05.0,,,72-73,,A. Tolliver enters the game for G. Monroe
2:55.0,,,72-76,3,C. Butler makes 3-pt shot from 24 ft (assist by R. Jackson)
2:33.0,D. West misses 2-pt shot from 4 ft,,72-76,,
2:32.0,,,72-76,,Defensive rebound by A. Drummond
2:20.0,,,72-76,,A. Tolliver misses 2-pt shot from 1 ft
2:19.0,Defensive rebound by I. Mahinmi,,72-76,,
2:14.0,Shooting foul by R. Jackson (drawn by G. Hill),,72-76,,
2:14.0,G. Hill makes free throw 1 of 2,1,73-76,,
2:14.0,,,73-76,,J. Meeks enters the game for K. Caldwell-Pope
2:14.0,L. Scola enters the game for D. West,,73-76,,
2:14.0,G. Hill makes free throw 2 of 2,1,74-76,,
1:53.0,,,74-76,,Shooting foul by I. Mahinmi (drawn by R. Jackson)
1:53.0,,,74-77,1,R. Jackson makes free throw 1 of 2
1:53.0,,,74-77,,R. Jackson misses free throw 2 of 2
1:52.0,Defensive rebound by L. Scola,,74-77,,
1:32.0,S. Hill misses 3-pt shot from 27 ft,,74-77,,
1:31.0,,,74-77,,Defensive rebound by R. Jackson
1:25.0,,,74-77,,Offensive foul by R. Jackson
1:25.0,,,74-77,,Turnover by R. Jackson (offensive foul)
1:11.0,,,74-77,,Personal foul by R. Jackson (drawn by G. Hill)
1:11.0,,,74-77,,J. Lucas III enters the game for R. Jackson
1:11.0,,,74-77,,T. Prince enters the game for C. Butler
1:11.0,D. Sloan enters the game for G. Hill,,74-77,,
1:11.0,P. George enters the game for S. Hill,,74-77,,
1:00.0,P. George misses 3-pt shot from 24 ft,,74-77,,
0:58.0,,,74-77,,Defensive rebound by J. Meeks
0:48.0,,,74-77,,A. Tolliver misses 3-pt shot from 22 ft
0:47.0,Defensive rebound by D. Sloan,,74-77,,
0:36.0,P. George makes 3-pt shot from 24 ft (assist by L. Scola),3,77-77,,
0:19.0,,,77-79,2,J. Lucas III makes 2-pt shot from 7 ft
0:01.0,L. Scola misses 2-pt shot from 1 ft,,77-79,,
0:01.0,Offensive rebound by I. Mahinmi,,77-79,,
0:01.0,I. Mahinmi makes 2-pt shot at rim,2,79-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,79-79,,A. Tolliver misses 3-pt shot from 22 ft
11:36.0,Defensive rebound by P. George,,79-79,,
11:15.0,R. Stuckey misses 2-pt shot from 13 ft,,79-79,,
11:15.0,Offensive rebound by Team,,79-79,,
11:07.0,Shooting foul by A. Drummond (drawn by L. Scola),,79-79,,
11:07.0,L. Scola makes free throw 1 of 2,1,80-79,,
11:07.0,,,80-79,,G. Monroe enters the game for A. Drummond
11:07.0,L. Scola makes free throw 2 of 2,1,81-79,,
10:53.0,,,81-82,3,J. Meeks makes 3-pt shot from 27 ft (assist by G. Monroe)
10:34.0,I. Mahinmi makes 2-pt shot at rim (assist by R. Stuckey),2,83-82,,
10:16.0,Personal foul by I. Mahinmi (drawn by G. Monroe),,83-82,,
10:11.0,,,83-82,,J. Lucas III misses 3-pt shot from 26 ft
10:10.0,Defensive rebound by L. Scola,,83-82,,
9:58.0,R. Stuckey makes 2-pt shot from 1 ft,2,85-82,,
9:37.0,,,85-82,,J. Lucas III misses 2-pt shot from 2 ft
9:36.0,,,85-82,,Offensive rebound by G. Monroe
9:35.0,,,85-82,,G. Monroe misses 2-pt shot at rim
9:34.0,Defensive rebound by P. George,,85-82,,
9:28.0,P. George misses 2-pt shot from 5 ft,,85-82,,
9:26.0,Offensive rebound by L. Scola,,85-82,,
9:22.0,L. Scola misses 2-pt shot from 7 ft (block by T. Prince),,85-82,,
9:19.0,,,85-82,,Defensive rebound by G. Monroe
9:13.0,,,85-82,,J. Meeks misses 2-pt shot from 5 ft
9:12.0,,,85-82,,Offensive rebound by T. Prince
9:08.0,,,85-85,3,J. Meeks makes 3-pt shot from 23 ft (assist by T. Prince)
8:50.0,R. Stuckey misses 2-pt shot from 9 ft,,85-85,,
8:49.0,,,85-85,,Defensive rebound by G. Monroe
8:40.0,,,85-85,,T. Prince misses 2-pt shot from 1 ft
8:38.0,,,85-85,,Offensive rebound by G. Monroe
8:37.0,,,85-87,2,G. Monroe makes 2-pt shot at rim
8:37.0,Indiana full timeout,,85-87,,
8:28.0,Turnover by D. Sloan (lost ball),,85-87,,
8:10.0,,,85-89,2,J. Lucas III makes 2-pt shot at rim (assist by G. Monroe)
7:57.0,Turnover by P. George (lost ball; steal by G. Monroe),,85-89,,
7:53.0,,,85-91,2,G. Monroe makes 2-pt shot at rim
7:30.0,D. Sloan misses 2-pt shot from 5 ft,,85-91,,
7:30.0,,,85-91,,Defensive rebound by Team
7:30.0,G. Hill enters the game for D. Sloan,,85-91,,
7:30.0,C. Miles enters the game for P. George,,85-91,,
7:19.0,,,85-91,,Offensive foul by G. Monroe
7:19.0,,,85-91,,Turnover by G. Monroe (offensive foul)
7:00.0,C. Miles makes 3-pt shot from 26 ft (assist by G. Hill),3,88-91,,
6:46.0,,,88-91,,J. Lucas III misses 2-pt shot from 18 ft
6:46.0,,,88-91,,Offensive rebound by Team
6:46.0,Personal foul by L. Scola (drawn by G. Monroe),,88-91,,
6:46.0,,,88-91,,R. Jackson enters the game for J. Lucas III
6:27.0,,,88-93,2,T. Prince makes 2-pt shot from 1 ft (assist by G. Monroe)
6:06.0,G. Hill misses 2-pt shot from 10 ft,,88-93,,
6:05.0,,,88-93,,Defensive rebound by T. Prince
5:56.0,,,88-93,,A. Tolliver misses 3-pt shot from 23 ft
5:55.0,Defensive rebound by C. Miles,,88-93,,
5:47.0,,,88-93,,Personal foul by J. Meeks (drawn by R. Stuckey)
5:47.0,Official timeout,,88-93,,
5:33.0,R. Stuckey misses 2-pt shot from 14 ft,,88-93,,
5:33.0,Offensive rebound by L. Scola,,88-93,,
5:33.0,,,88-93,,Personal foul by A. Tolliver (drawn by L. Scola)
5:20.0,G. Hill misses 2-pt shot from 4 ft,,88-93,,
5:19.0,,,88-93,,Defensive rebound by A. Tolliver
5:07.0,,,88-93,,R. Jackson misses 2-pt shot from 2 ft (block by I. Mahinmi)
5:07.0,,,88-93,,Offensive rebound by Team
5:07.0,R. Hibbert enters the game for I. Mahinmi,,88-93,,
5:07.0,,,88-93,,A. Drummond enters the game for A. Tolliver
4:54.0,,,88-93,,R. Jackson misses 2-pt shot from 15 ft
4:53.0,Defensive rebound by G. Hill,,88-93,,
4:45.0,C. Miles makes 3-pt shot from 26 ft (assist by G. Hill),3,91-93,,
4:20.0,,,91-93,,G. Monroe misses 2-pt shot from 4 ft
4:19.0,Defensive rebound by R. Hibbert,,91-93,,
4:11.0,Shooting foul by G. Monroe (drawn by L. Scola),,91-93,,
4:11.0,L. Scola makes free throw 1 of 2,1,92-93,,
4:11.0,,,92-93,,K. Caldwell-Pope enters the game for T. Prince
4:11.0,L. Scola makes free throw 2 of 2,1,93-93,,
3:59.0,,,93-93,,Shooting foul by L. Scola (drawn by R. Jackson)
3:59.0,,,93-93,,R. Jackson misses free throw 1 of 2
3:59.0,,,93-93,,Offensive rebound by Team
3:59.0,D. West enters the game for L. Scola,,93-93,,
3:59.0,,,93-93,,R. Jackson misses free throw 2 of 2
3:57.0,Defensive rebound by C. Miles,,93-93,,
3:50.0,,,93-93,,Personal foul by R. Jackson (drawn by D. West)
3:50.0,D. West makes free throw 1 of 2,1,94-93,,
3:50.0,D. West makes free throw 2 of 2,1,95-93,,
3:49.0,Personal take foul by R. Hibbert (drawn by A. Drummond),,95-93,,
3:49.0,,,95-93,,A. Tolliver enters the game for A. Drummond
3:39.0,,,95-95,2,R. Jackson makes 2-pt shot at rim
3:39.0,,,95-95,,Shooting foul by R. Hibbert (drawn by R. Jackson)
3:39.0,,,95-95,,A. Drummond enters the game for A. Tolliver
3:39.0,,,95-96,1,R. Jackson makes free throw 1 of 1
3:25.0,C. Miles misses 3-pt shot from 27 ft,,95-96,,
3:23.0,Offensive rebound by R. Hibbert,,95-96,,
3:07.0,R. Stuckey makes 2-pt shot from 12 ft (assist by D. West),2,97-96,,
3:03.0,Personal take foul by R. Stuckey (drawn by A. Drummond),,97-96,,
3:03.0,,,97-96,,A. Drummond misses free throw 1 of 2
3:03.0,,,97-96,,Offensive rebound by Team
3:03.0,,,97-96,,A. Drummond misses free throw 2 of 2
3:01.0,Defensive rebound by R. Hibbert,,97-96,,
2:44.0,R. Stuckey makes 2-pt shot from 12 ft,2,99-96,,
2:44.0,,,99-96,,Detroit full timeout
2:44.0,,,99-96,,A. Tolliver enters the game for A. Drummond
2:31.0,,,99-96,,R. Jackson misses 2-pt shot from 6 ft
2:30.0,Defensive rebound by C. Miles,,99-96,,
2:12.0,R. Stuckey misses 2-pt shot from 7 ft,,99-96,,
2:12.0,Offensive rebound by R. Hibbert,,99-96,,
1:59.0,R. Stuckey makes 2-pt shot from 14 ft,2,101-96,,
1:35.0,,,101-99,3,A. Tolliver makes 3-pt shot from 24 ft (assist by R. Jackson)
1:21.0,,,101-99,,Personal foul by R. Jackson (drawn by G. Hill)
