time,San Antonio,pts.away,score,pts.home,Phoenix
5:20.0,,,12-8,,A. Len enters the game for M. Morris
5:20.0,,,12-8,,A. Tolliver enters the game for M. Plumlee
5:20.0,M. Ginobili enters the game for D. Green,,12-8,,
5:20.0,K. Leonard makes free throw 1 of 2,1,13-8,,
5:20.0,B. Diaw enters the game for A. Daye,,13-8,,
5:20.0,K. Leonard makes free throw 2 of 2,1,14-8,,
4:58.0,,,14-8,,M. Morris misses 3-pt shot from 22 ft
4:56.0,Defensive rebound by T. Parker,,14-8,,
4:43.0,M. Ginobili misses 3-pt shot from 23 ft,,14-8,,
4:42.0,,,14-8,,Defensive rebound by A. Tolliver
4:37.0,,,14-8,,E. Bledsoe misses 2-pt shot from 1 ft
4:34.0,Defensive rebound by T. Duncan,,14-8,,
4:19.0,T. Duncan misses 2-pt shot from 16 ft,,14-8,,
4:17.0,,,14-8,,Defensive rebound by A. Tolliver
4:05.0,,,14-8,,E. Bledsoe misses 3-pt shot from 24 ft
4:03.0,,,14-8,,Offensive rebound by G. Dragic
3:59.0,,,14-8,,Turnover by G. Dragic (lost ball)
3:59.0,A. Baynes enters the game for T. Duncan,,14-8,,
3:59.0,,,14-8,,I. Thomas enters the game for E. Bledsoe
3:37.0,B. Diaw makes 2-pt shot from 20 ft (assist by T. Parker),2,16-8,,
3:24.0,,,16-8,,M. Morris misses 2-pt shot from 14 ft
3:22.0,Defensive rebound by B. Diaw,,16-8,,
3:10.0,A. Baynes makes 2-pt shot from 2 ft (assist by T. Parker),2,18-8,,
3:01.0,Personal foul by B. Diaw (drawn by I. Thomas),,18-8,,
3:01.0,M. Belinelli enters the game for K. Leonard,,18-8,,
2:53.0,,,18-8,,A. Tolliver misses 3-pt shot from 26 ft
2:51.0,Defensive rebound by A. Baynes,,18-8,,
2:45.0,Turnover by T. Parker (discontinued dribble),,18-8,,
2:45.0,San Antonio full timeout,,18-8,,
2:45.0,,,18-8,,G. Green enters the game for M. Morris
2:37.0,Personal foul by A. Baynes (drawn by A. Tolliver),,18-8,,
2:37.0,C. Joseph enters the game for T. Parker,,18-8,,
2:25.0,,,18-8,,G. Dragic misses 2-pt shot from 12 ft
2:23.0,Defensive rebound by M. Belinelli,,18-8,,
2:11.0,M. Belinelli misses 2-pt shot from 3 ft,,18-8,,
2:09.0,,,18-8,,Defensive rebound by A. Len
2:03.0,,,18-8,,Turnover by I. Thomas (lost ball; steal by M. Belinelli)
2:03.0,,,18-8,,Personal foul by I. Thomas (drawn by M. Belinelli)
2:03.0,M. Belinelli misses free throw 1 of 2,,18-8,,
2:03.0,Offensive rebound by Team,,18-8,,
2:03.0,M. Belinelli makes free throw 2 of 2,1,19-8,,
1:47.0,,,19-8,,G. Green misses 2-pt shot from 16 ft
1:45.0,Defensive rebound by C. Joseph,,19-8,,
1:29.0,B. Diaw misses 2-pt shot from 7 ft,,19-8,,
1:28.0,Offensive rebound by A. Baynes,,19-8,,
1:28.0,A. Baynes makes 2-pt shot from 1 ft,2,21-8,,
1:16.0,,,21-8,,Shooting foul by C. Joseph (drawn by I. Thomas)
1:16.0,,,21-9,1,I. Thomas makes free throw 1 of 2
1:16.0,,,21-9,,I. Thomas misses free throw 2 of 2
1:15.0,Defensive rebound by B. Diaw,,21-9,,
0:59.0,B. Diaw misses 3-pt shot from 25 ft,,21-9,,
0:58.0,,,21-9,,Defensive rebound by Team
0:47.0,,,21-9,,I. Thomas misses 2-pt shot from 8 ft
0:45.0,Defensive rebound by M. Ginobili,,21-9,,
0:38.0,C. Joseph misses 3-pt shot from 23 ft,,21-9,,
0:36.0,Offensive rebound by B. Diaw,,21-9,,
0:20.0,B. Diaw makes 3-pt shot from 22 ft (assist by M. Ginobili),3,24-9,,
0:03.0,,,24-9,,G. Dragic misses 2-pt shot from 1 ft
0:02.0,,,24-9,,Offensive rebound by A. Len
0:02.0,,,24-11,2,A. Len makes 2-pt shot from 2 ft
0:00.0,C. Joseph misses 3-pt shot from 46 ft,,24-11,,
0:00.0,Offensive rebound by Team,,24-11,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,24-11,,Shooting foul by M. Belinelli (drawn by G. Green)
11:42.0,,,24-11,,G. Green misses free throw 1 of 2
11:42.0,,,24-11,,Offensive rebound by Team
11:42.0,,,24-12,1,G. Green makes free throw 2 of 2
11:28.0,A. Baynes misses 2-pt shot from 3 ft,,24-12,,
11:24.0,,,24-12,,Defensive rebound by E. Bledsoe
11:22.0,,,24-12,,Shooting foul by B. Diaw (drawn by A. Tolliver)
11:22.0,,,24-13,1,A. Tolliver makes free throw 1 of 2
11:22.0,J. Ayres enters the game for A. Baynes,,24-13,,
11:22.0,,,24-13,,A. Tolliver misses free throw 2 of 2
11:20.0,Defensive rebound by J. Ayres,,24-13,,
11:09.0,,,24-13,,Personal foul by E. Bledsoe (drawn by J. Ayres)
11:03.0,M. Ginobili misses 2-pt shot from 16 ft (block by A. Len),,24-13,,
11:01.0,,,24-13,,Defensive rebound by E. Bledsoe
10:56.0,Shooting block foul by C. Joseph (drawn by E. Bledsoe),,24-13,,
10:56.0,,,24-14,1,E. Bledsoe makes free throw 1 of 2
10:56.0,,,24-15,1,E. Bledsoe makes free throw 2 of 2
10:36.0,,,24-15,,Personal foul by I. Thomas (drawn by C. Joseph)
10:24.0,C. Joseph misses 2-pt shot from 11 ft,,24-15,,
10:22.0,,,24-15,,Defensive rebound by G. Green
10:14.0,,,24-15,,G. Green misses 3-pt shot from 24 ft
10:11.0,Defensive rebound by C. Joseph,,24-15,,
9:53.0,B. Diaw misses 3-pt shot from 24 ft,,24-15,,
9:51.0,,,24-15,,Defensive rebound by G. Green
9:45.0,Personal foul by C. Joseph (drawn by I. Thomas),,24-15,,
9:40.0,,,24-17,2,A. Len makes 2-pt shot at rim (assist by I. Thomas)
9:40.0,San Antonio full timeout,,24-17,,
9:17.0,C. Joseph makes 2-pt shot from 1 ft,2,26-17,,
9:01.0,T. Parker enters the game for C. Joseph,,26-17,,
9:01.0,D. Green enters the game for M. Ginobili,,26-17,,
8:55.0,,,26-19,2,I. Thomas makes 2-pt shot from 1 ft
8:35.0,Turnover by T. Parker (traveling),,26-19,,
8:35.0,,,26-19,,M. Morris enters the game for A. Tolliver
8:21.0,,,26-22,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by I. Thomas)
8:06.0,Offensive foul by J. Ayres,,26-22,,
8:06.0,Turnover by J. Ayres (offensive foul),,26-22,,
7:49.0,,,26-22,,Shooting foul by J. Ayres (drawn by A. Len)
7:49.0,,,26-23,1,A. Len makes free throw 1 of 2
7:49.0,A. Daye enters the game for B. Diaw,,26-23,,
7:49.0,,,26-24,1,A. Len makes free throw 2 of 2
7:35.0,J. Ayres makes 2-pt shot from 2 ft (assist by T. Parker),2,28-24,,
7:19.0,,,28-24,,M. Morris misses 2-pt shot from 3 ft
7:16.0,Defensive rebound by J. Ayres,,28-24,,
7:11.0,T. Parker makes 2-pt shot from 6 ft,2,30-24,,
7:00.0,,,30-26,2,I. Thomas makes 2-pt shot from 13 ft
6:43.0,T. Parker misses 2-pt shot from 13 ft,,30-26,,
6:42.0,,,30-26,,Defensive rebound by E. Bledsoe
6:26.0,,,30-28,2,M. Morris makes 2-pt shot from 1 ft
6:15.0,D. Green misses 2-pt shot from 3 ft (block by M. Morris),,30-28,,
6:12.0,,,30-28,,Defensive rebound by M. Morris
6:09.0,,,30-30,2,A. Len makes 2-pt shot at rim (assist by E. Bledsoe)
5:53.0,,,30-30,,Personal foul by G. Green (drawn by M. Belinelli)
5:53.0,Official timeout,,30-30,,
5:53.0,,,30-30,,G. Dragic enters the game for A. Len
5:53.0,,,30-30,,M. Plumlee enters the game for G. Green
5:53.0,T. Duncan enters the game for D. Green,,30-30,,
5:53.0,K. Leonard enters the game for J. Ayres,,30-30,,
5:39.0,T. Parker makes 3-pt shot from 23 ft (assist by M. Belinelli),3,33-30,,
5:12.0,,,33-30,,M. Morris misses 2-pt shot from 13 ft
5:09.0,Defensive rebound by T. Duncan,,33-30,,
5:02.0,K. Leonard misses 2-pt shot from 14 ft,,33-30,,
5:01.0,Offensive rebound by Team,,33-30,,
5:01.0,,,33-30,,Loose ball foul by M. Morris (drawn by T. Duncan)
5:01.0,M. Ginobili enters the game for M. Belinelli,,33-30,,
4:57.0,,,33-30,,Personal foul by M. Plumlee (drawn by T. Parker)
4:57.0,T. Parker makes free throw 1 of 2,1,34-30,,
4:57.0,,,34-30,,A. Len enters the game for M. Plumlee
4:57.0,T. Parker misses free throw 2 of 2,,34-30,,
4:57.0,Offensive rebound by T. Duncan,,34-30,,
4:45.0,T. Duncan makes 2-pt shot from 5 ft (assist by A. Daye),2,36-30,,
4:31.0,,,36-30,,I. Thomas misses 2-pt shot from 15 ft
4:28.0,Defensive rebound by M. Ginobili,,36-30,,
4:19.0,T. Duncan makes 2-pt shot from 2 ft (assist by T. Parker),2,38-30,,
4:06.0,,,38-30,,E. Bledsoe misses 2-pt shot from 2 ft
4:06.0,,,38-30,,Offensive rebound by A. Len
4:06.0,,,38-32,2,A. Len makes 2-pt shot at rim
4:06.0,,,38-32,,Shooting foul by A. Daye (drawn by A. Len)
4:06.0,,,38-32,,A. Len misses free throw 1 of 1
4:05.0,Defensive rebound by K. Leonard,,38-32,,
3:43.0,A. Daye misses 3-pt shot from 25 ft,,38-32,,
3:40.0,,,38-32,,Defensive rebound by Team
3:40.0,,,38-32,,M. Morris enters the game for I. Thomas
3:29.0,,,38-34,2,M. Morris makes 2-pt shot from 17 ft (assist by E. Bledsoe)
3:13.0,Turnover by A. Daye (traveling),,38-34,,
3:00.0,,,38-34,,E. Bledsoe misses 2-pt shot from 1 ft
2:57.0,Defensive rebound by T. Duncan,,38-34,,
2:49.0,T. Parker makes 2-pt shot from 18 ft,2,40-34,,
2:32.0,,,40-34,,A. Len misses 2-pt shot from 14 ft
2:30.0,,,40-34,,Offensive rebound by Team
2:30.0,Loose ball foul by A. Daye (drawn by M. Morris),,40-34,,
2:30.0,,,40-34,,Phoenix full timeout
2:30.0,,,40-35,1,M. Morris makes free throw 1 of 2
2:30.0,,,40-36,1,M. Morris makes free throw 2 of 2
2:16.0,A. Daye misses 3-pt shot from 25 ft,,40-36,,
2:14.0,,,40-36,,Defensive rebound by E. Bledsoe
2:00.0,,,40-36,,Turnover by G. Dragic (lost ball; steal by A. Daye)
2:00.0,,,40-36,,Personal foul by A. Len (drawn by T. Duncan)
2:00.0,T. Duncan makes free throw 1 of 2,1,41-36,,
2:00.0,T. Duncan makes free throw 2 of 2,1,42-36,,
1:38.0,,,42-36,,M. Morris misses 2-pt shot from 3 ft
1:35.0,,,42-36,,Offensive rebound by M. Morris
1:35.0,,,42-36,,M. Morris misses 2-pt shot from 2 ft
1:33.0,Defensive rebound by K. Leonard,,42-36,,
1:12.0,A. Daye makes 3-pt shot from 24 ft (assist by T. Duncan),3,45-36,,
0:50.0,,,45-36,,E. Bledsoe misses 2-pt shot from 11 ft
0:47.0,Defensive rebound by K. Leonard,,45-36,,
0:31.0,K. Leonard misses 3-pt shot from 25 ft,,45-36,,
0:29.0,,,45-36,,Defensive rebound by M. Morris
0:13.0,,,45-36,,G. Dragic misses 3-pt shot from 25 ft
0:10.0,Defensive rebound by A. Daye,,45-36,,
0:02.0,T. Parker misses 2-pt shot from 1 ft,,45-36,,
0:01.0,,,45-36,,Defensive rebound by E. Bledsoe
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,45-36,,Shooting foul by A. Daye (drawn by M. Morris)
11:39.0,,,45-37,1,M. Morris makes free throw 1 of 2
11:39.0,,,45-38,1,M. Morris makes free throw 2 of 2
11:21.0,D. Green misses 3-pt shot from 24 ft,,45-38,,
11:19.0,,,45-38,,Defensive rebound by M. Morris
11:13.0,,,45-38,,M. Morris misses 3-pt shot from 25 ft
11:12.0,Defensive rebound by Team,,45-38,,
10:59.0,T. Duncan makes 2-pt shot from 8 ft (assist by T. Parker),2,47-38,,
10:43.0,,,47-38,,Shooting foul by A. Daye (drawn by G. Dragic)
10:43.0,,,47-39,1,G. Dragic makes free throw 1 of 2
10:43.0,,,47-40,1,G. Dragic makes free throw 2 of 2
10:26.0,A. Daye misses 3-pt shot from 24 ft,,47-40,,
10:24.0,,,47-40,,Defensive rebound by M. Plumlee
10:10.0,,,47-40,,M. Plumlee misses 2-pt shot from 3 ft (block by D. Green)
10:10.0,,,47-40,,Offensive rebound by Team
10:07.0,,,47-42,2,M. Morris makes 2-pt shot from 12 ft (assist by M. Morris)
9:54.0,,,47-42,,Personal foul by E. Bledsoe (drawn by T. Parker)
9:44.0,Turnover by D. Green (offensive foul),,47-42,,
9:44.0,Offensive foul by D. Green,,47-42,,
9:27.0,,,47-42,,M. Plumlee misses 2-pt shot from 4 ft
9:24.0,Defensive rebound by T. Duncan,,47-42,,
9:20.0,A. Daye misses 2-pt shot from 1 ft,,47-42,,
9:20.0,Offensive rebound by Team,,47-42,,
9:20.0,,,47-42,,Loose ball foul by M. Morris (drawn by T. Duncan)
9:20.0,B. Diaw enters the game for A. Daye,,47-42,,
9:11.0,T. Parker misses 2-pt shot from 15 ft,,47-42,,
9:09.0,,,47-42,,Defensive rebound by M. Plumlee
9:05.0,,,47-42,,E. Bledsoe misses 2-pt shot from 4 ft
9:01.0,Defensive rebound by D. Green,,47-42,,
8:59.0,Shooting foul by M. Plumlee (drawn by K. Leonard),,47-42,,
8:59.0,K. Leonard makes free throw 1 of 2,1,48-42,,
8:59.0,K. Leonard makes free throw 2 of 2,1,49-42,,
8:45.0,,,49-44,2,M. Morris makes 2-pt shot from 5 ft (assist by M. Morris)
8:33.0,D. Green makes 3-pt shot from 24 ft (assist by T. Parker),3,52-44,,
8:18.0,,,52-46,2,G. Dragic makes 2-pt shot from 1 ft (assist by M. Plumlee)
7:59.0,T. Parker makes 2-pt shot from 1 ft,2,54-46,,
7:42.0,,,54-46,,M. Morris misses 2-pt shot from 17 ft
7:41.0,,,54-46,,Offensive rebound by E. Bledsoe
7:41.0,,,54-48,2,E. Bledsoe makes 2-pt shot at rim
7:41.0,,,54-48,,Shooting foul by D. Green (drawn by E. Bledsoe)
7:41.0,Violation by T. Parker (lane),,54-48,,
7:41.0,,,54-49,1,E. Bledsoe makes free throw 1 of 1
7:28.0,T. Parker misses 2-pt shot from 9 ft,,54-49,,
7:26.0,,,54-49,,Defensive rebound by M. Morris
7:21.0,,,54-51,2,M. Morris makes 2-pt shot from 11 ft
7:19.0,San Antonio full timeout,,54-51,,
6:54.0,B. Diaw makes 2-pt shot from 12 ft (assist by T. Duncan),2,56-51,,
6:35.0,,,56-51,,M. Morris misses 2-pt shot from 19 ft
6:33.0,Defensive rebound by K. Leonard,,56-51,,
6:21.0,K. Leonard misses 2-pt shot from 17 ft,,56-51,,
6:19.0,,,56-51,,Defensive rebound by M. Morris
6:07.0,,,56-51,,E. Bledsoe misses 2-pt shot from 1 ft
6:05.0,Defensive rebound by D. Green,,56-51,,
6:00.0,T. Duncan misses 2-pt shot at rim,,56-51,,
5:58.0,,,56-51,,Defensive rebound by M. Morris
5:54.0,,,56-53,2,M. Plumlee makes 2-pt shot at rim (assist by M. Morris)
5:30.0,T. Duncan makes 2-pt shot from 1 ft,2,58-53,,
5:18.0,,,58-53,,M. Morris misses 3-pt shot from 23 ft
5:16.0,Defensive rebound by B. Diaw,,58-53,,
5:09.0,B. Diaw misses 2-pt shot from 1 ft,,58-53,,
5:07.0,,,58-53,,Defensive rebound by M. Morris
5:04.0,,,58-53,,G. Dragic misses 2-pt shot from 1 ft
5:00.0,,,58-53,,Offensive rebound by E. Bledsoe
4:50.0,Personal foul by D. Green (drawn by M. Morris),,58-53,,
4:50.0,M. Belinelli enters the game for K. Leonard,,58-53,,
4:50.0,C. Joseph enters the game for D. Green,,58-53,,
4:50.0,M. Ginobili enters the game for T. Parker,,58-53,,
4:50.0,,,58-53,,I. Thomas enters the game for M. Plumlee
4:50.0,,,58-53,,A. Len enters the game for E. Bledsoe
4:44.0,,,58-55,2,I. Thomas makes 2-pt shot from 3 ft (assist by G. Dragic)
4:30.0,B. Diaw makes 2-pt shot from 1 ft,2,60-55,,
4:15.0,,,60-55,,G. Dragic misses 3-pt shot from 25 ft
4:13.0,Defensive rebound by C. Joseph,,60-55,,
4:06.0,T. Duncan makes 2-pt shot from 1 ft (assist by M. Ginobili),2,62-55,,
3:59.0,,,62-55,,Phoenix full timeout
3:59.0,,,62-55,,A. Tolliver enters the game for M. Morris
3:41.0,,,62-55,,Turnover by I. Thomas (lost ball)
3:22.0,M. Ginobili misses 2-pt shot from 12 ft,,62-55,,
3:20.0,,,62-55,,Defensive rebound by A. Len
3:16.0,,,62-57,2,G. Dragic makes 2-pt shot at rim (assist by I. Thomas)
2:54.0,T. Duncan misses 2-pt shot from 10 ft,,62-57,,
2:51.0,,,62-57,,Defensive rebound by A. Len
2:42.0,,,62-57,,I. Thomas misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by T. Duncan,,62-57,,
2:36.0,C. Joseph makes 2-pt shot from 3 ft,2,64-57,,
2:36.0,,,64-57,,Shooting block foul by A. Tolliver (drawn by C. Joseph)
2:36.0,,,64-57,,G. Green enters the game for M. Morris
2:36.0,C. Joseph makes free throw 1 of 1,1,65-57,,
2:27.0,T. Parker enters the game for C. Joseph,,65-57,,
2:27.0,A. Baynes enters the game for T. Duncan,,65-57,,
2:26.0,Personal foul by A. Baynes (drawn by G. Green),,65-57,,
2:26.0,,,65-58,1,G. Green makes free throw 1 of 2
2:26.0,,,65-59,1,G. Green makes free throw 2 of 2
2:06.0,B. Diaw misses 3-pt shot from 24 ft,,65-59,,
2:04.0,,,65-59,,Defensive rebound by I. Thomas
2:04.0,Personal foul by M. Ginobili (drawn by I. Thomas),,65-59,,
2:04.0,,,65-60,1,I. Thomas makes free throw 1 of 2
2:04.0,,,65-61,1,I. Thomas makes free throw 2 of 2
1:49.0,Offensive foul by A. Baynes,,65-61,,
1:49.0,Turnover by A. Baynes (offensive foul),,65-61,,
1:34.0,,,65-63,2,I. Thomas makes 2-pt shot from 1 ft
1:25.0,,,65-63,,Personal foul by I. Thomas (drawn by A. Baynes)
1:25.0,A. Baynes makes free throw 1 of 2,1,66-63,,
1:25.0,A. Baynes makes free throw 2 of 2,1,67-63,,
1:11.0,,,67-65,2,G. Green makes 2-pt shot from 10 ft
0:54.0,B. Diaw makes 2-pt shot from 6 ft,2,69-65,,
0:48.0,,,69-67,2,I. Thomas makes 2-pt shot from 11 ft
0:30.0,T. Parker misses 2-pt shot from 11 ft,,69-67,,
0:29.0,,,69-67,,Defensive rebound by A. Len
0:06.0,,,69-67,,I. Thomas misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by M. Belinelli,,69-67,,
0:01.0,B. Diaw makes 2-pt shot at rim (assist by M. Belinelli),2,71-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,T. Parker makes 3-pt shot from 26 ft (assist by A. Baynes),3,74-67,,
11:17.0,,,74-70,3,G. Green makes 3-pt shot from 25 ft (assist by I. Thomas)
11:02.0,M. Belinelli makes 3-pt shot from 24 ft (assist by B. Diaw),3,77-70,,
10:49.0,Personal foul by M. Belinelli (drawn by A. Tolliver),,77-70,,
10:49.0,C. Joseph enters the game for M. Ginobili,,77-70,,
10:42.0,,,77-70,,A. Tolliver misses 3-pt shot from 27 ft
10:40.0,Defensive rebound by B. Diaw,,77-70,,
10:21.0,Turnover by M. Belinelli (bad pass),,77-70,,
10:11.0,,,77-72,2,I. Thomas makes 2-pt shot from 10 ft
9:50.0,B. Diaw misses 3-pt shot from 24 ft,,77-72,,
9:48.0,,,77-72,,Defensive rebound by G. Green
9:40.0,,,77-74,2,I. Thomas makes 2-pt shot from 11 ft
9:36.0,San Antonio full timeout,,77-74,,
9:36.0,,,77-74,,M. Morris enters the game for A. Len
9:15.0,B. Diaw misses 2-pt shot from 15 ft,,77-74,,
9:12.0,,,77-74,,Defensive rebound by E. Bledsoe
8:57.0,,,77-74,,E. Bledsoe misses 2-pt shot from 17 ft
8:55.0,Defensive rebound by C. Joseph,,77-74,,
8:44.0,Turnover by T. Parker (bad pass),,77-74,,
8:32.0,,,77-74,,I. Thomas misses 2-pt shot from 19 ft (block by C. Joseph)
8:29.0,,,77-74,,Offensive rebound by I. Thomas
8:29.0,,,77-76,2,I. Thomas makes 2-pt shot from 1 ft
8:15.0,M. Belinelli makes 3-pt shot from 24 ft (assist by B. Diaw),3,80-76,,
8:02.0,Personal block foul by B. Diaw (drawn by E. Bledsoe),,80-76,,
8:02.0,,,80-76,,A. Len enters the game for A. Tolliver
7:56.0,,,80-78,2,G. Green makes 2-pt shot at rim
7:40.0,T. Parker misses 2-pt shot from 18 ft,,80-78,,
7:38.0,Offensive rebound by C. Joseph,,80-78,,
7:28.0,M. Belinelli makes 2-pt shot from 22 ft (assist by A. Baynes),2,82-78,,
7:11.0,,,82-78,,M. Morris misses 3-pt shot from 24 ft
7:09.0,Defensive rebound by A. Baynes,,82-78,,
7:04.0,,,82-78,,Personal foul by G. Green (drawn by A. Baynes)
6:53.0,C. Joseph makes 2-pt shot from 11 ft,2,84-78,,
6:53.0,Shooting foul by I. Thomas (drawn by C. Joseph),,84-78,,
6:53.0,T. Duncan enters the game for A. Baynes,,84-78,,
6:53.0,D. Green enters the game for T. Parker,,84-78,,
6:53.0,C. Joseph misses free throw 1 of 1,,84-78,,
6:52.0,,,84-78,,Defensive rebound by G. Green
6:35.0,A. Daye enters the game for B. Diaw,,84-78,,
6:32.0,,,84-78,,G. Green misses 3-pt shot from 25 ft
6:30.0,Defensive rebound by D. Green,,84-78,,
6:10.0,M. Belinelli misses 2-pt shot from 12 ft,,84-78,,
6:08.0,,,84-78,,Defensive rebound by G. Green
6:02.0,,,84-78,,G. Green misses 3-pt shot from 24 ft
5:59.0,,,84-78,,Offensive rebound by E. Bledsoe
5:56.0,,,84-80,2,M. Morris makes 2-pt shot from 1 ft (assist by E. Bledsoe)
5:44.0,,,84-80,,Personal foul by A. Len (drawn by T. Duncan)
5:44.0,Official timeout,,84-80,,
5:44.0,M. Ginobili enters the game for M. Belinelli,,84-80,,
5:39.0,Turnover by D. Green (bad pass; steal by E. Bledsoe),,84-80,,
5:39.0,Personal foul by M. Ginobili (drawn by E. Bledsoe),,84-80,,
5:22.0,,,84-82,2,I. Thomas makes 2-pt shot from 1 ft
5:09.0,A. Daye makes 3-pt shot from 25 ft (assist by C. Joseph),3,87-82,,
4:56.0,,,87-84,2,E. Bledsoe makes 2-pt shot from 15 ft
4:40.0,T. Duncan misses 2-pt shot from 15 ft,,87-84,,
4:38.0,,,87-84,,Defensive rebound by M. Morris
4:35.0,,,87-84,,Turnover by E. Bledsoe (bad pass)
4:35.0,,,87-84,,G. Dragic enters the game for G. Green
4:35.0,T. Parker enters the game for A. Daye,,87-84,,
4:35.0,B. Diaw enters the game for C. Joseph,,87-84,,
4:14.0,M. Ginobili misses 2-pt shot from 2 ft,,87-84,,
4:13.0,,,87-84,,Defensive rebound by A. Len
4:02.0,,,87-86,2,M. Morris makes 2-pt shot from 13 ft
3:40.0,B. Diaw misses 3-pt shot from 25 ft,,87-86,,
3:38.0,,,87-86,,Defensive rebound by M. Morris
3:34.0,,,87-88,2,I. Thomas makes 2-pt shot at rim (assist by M. Morris)
3:19.0,T. Parker misses 2-pt shot from 16 ft,,87-88,,
3:17.0,,,87-88,,Defensive rebound by M. Morris
3:11.0,,,87-88,,A. Len misses 2-pt shot from 1 ft
3:10.0,Defensive rebound by B. Diaw,,87-88,,
3:02.0,Shooting foul by M. Morris (drawn by T. Duncan),,87-88,,
3:02.0,T. Duncan misses free throw 1 of 2,,87-88,,
3:02.0,Offensive rebound by Team,,87-88,,
