time,New York,pts.away,score,pts.home,Philadelphia
5:06.0,A. Shved makes 3-pt shot from 25 ft (assist by T. Wear),3,14-17,,
4:53.0,,,14-17,,H. Thompson misses 2-pt shot from 1 ft
4:50.0,,,14-17,,Offensive rebound by H. Thompson
4:50.0,,,14-17,,H. Thompson misses 2-pt shot from 1 ft
4:49.0,,,14-17,,Offensive rebound by H. Thompson
4:46.0,,,14-17,,H. Thompson misses 2-pt shot from 19 ft
4:45.0,Defensive rebound by A. Shved,,14-17,,
4:36.0,Shooting foul by H. Thompson (drawn by L. Amundson),,14-17,,
4:36.0,L. Amundson makes free throw 1 of 2,1,15-17,,
4:36.0,,,15-17,,I. Canaan enters the game for I. Smith
4:36.0,,,15-17,,R. Covington enters the game for L. Mbah a Moute
4:36.0,J. Smith enters the game for Q. Acy,,15-17,,
4:36.0,S. Larkin enters the game for L. Galloway,,15-17,,
4:36.0,L. Amundson makes free throw 2 of 2,1,16-17,,
4:22.0,,,16-19,2,N. Noel makes 2-pt shot from 1 ft (assist by J. Grant)
4:11.0,Turnover by J. Smith (lost ball; steal by N. Noel),,16-19,,
4:03.0,,,16-21,2,R. Covington makes 2-pt shot from 4 ft
3:37.0,Turnover by Team (shot clock),,16-21,,
3:37.0,A. Bargnani enters the game for L. Amundson,,16-21,,
3:37.0,,,16-21,,Philadelphia full timeout
3:18.0,,,16-21,,I. Canaan misses 2-pt shot from 11 ft
3:17.0,,,16-21,,Offensive rebound by N. Noel
3:15.0,,,16-21,,Shooting foul by J. Smith (drawn by N. Noel)
3:15.0,,,16-22,1,N. Noel makes free throw 1 of 2
3:15.0,,,16-23,1,N. Noel makes free throw 2 of 2
3:01.0,Shooting foul by J. Grant (drawn by A. Bargnani),,16-23,,
3:01.0,A. Bargnani makes free throw 1 of 2,1,17-23,,
3:01.0,A. Bargnani makes free throw 2 of 2,1,18-23,,
2:47.0,Personal foul by A. Bargnani (drawn by N. Noel),,18-23,,
2:34.0,,,18-23,,R. Covington misses 2-pt shot from 5 ft (block by J. Smith)
2:33.0,,,18-23,,Offensive rebound by J. Grant
2:32.0,,,18-23,,F. Aldemir enters the game for N. Noel
2:32.0,,,18-23,,Turnover by Team (shot clock)
2:22.0,Shooting foul by J. Grant (drawn by A. Bargnani),,18-23,,
2:22.0,A. Bargnani makes free throw 1 of 2,1,19-23,,
2:22.0,L. Galloway enters the game for A. Shved,,19-23,,
2:22.0,A. Bargnani misses free throw 2 of 2,,19-23,,
2:20.0,,,19-23,,Defensive rebound by R. Covington
2:13.0,,,19-23,,I. Canaan misses 2-pt shot from 4 ft (block by A. Bargnani)
2:10.0,Defensive rebound by A. Bargnani,,19-23,,
2:06.0,J. Smith misses 2-pt shot from 1 ft,,19-23,,
2:03.0,,,19-23,,Defensive rebound by F. Aldemir
1:52.0,Jump ball: R. Covington vs. T. Wear,,,,Jump ball: R. Covington vs. T. Wear
1:52.0,,,19-23,,Turnover by R. Covington (lost ball; steal by T. Wear)
1:42.0,Turnover by A. Bargnani (offensive foul),,19-23,,
1:42.0,Offensive foul by A. Bargnani,,19-23,,
1:42.0,Q. Acy enters the game for A. Bargnani,,19-23,,
1:28.0,,,19-23,,J. Grant misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by S. Larkin,,19-23,,
1:20.0,S. Larkin makes 2-pt shot from 21 ft,2,21-23,,
1:03.0,,,21-26,3,R. Covington makes 3-pt shot from 24 ft (assist by J. Grant)
0:48.0,Shooting foul by R. Covington (drawn by Q. Acy),,21-26,,
0:48.0,Q. Acy makes free throw 1 of 2,1,22-26,,
0:48.0,Q. Acy makes free throw 2 of 2,1,23-26,,
0:24.0,,,23-29,3,I. Canaan makes 3-pt shot from 25 ft (assist by R. Covington)
0:03.0,L. Galloway misses 2-pt shot from 20 ft,,23-29,,
0:01.0,,,23-29,,Defensive rebound by R. Covington
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,Turnover by L. Galloway (lost ball; steal by J. Richardson),,23-29,,
11:31.0,,,23-31,2,L. Mbah a Moute makes 2-pt shot from 15 ft (assist by J. Richardson)
11:08.0,Turnover by T. Wear (bad pass; steal by I. Canaan),,23-31,,
10:58.0,,,23-31,,J. Richardson misses 3-pt shot from 28 ft
10:57.0,Defensive rebound by C. Aldrich,,23-31,,
10:45.0,,,23-31,,Personal foul by R. Covington (drawn by T. Wear)
10:39.0,C. Aldrich makes 2-pt shot at rim (assist by S. Larkin),2,25-31,,
10:17.0,,,25-31,,L. Mbah a Moute misses 3-pt shot from 24 ft (block by J. Smith)
10:14.0,,,25-31,,Offensive rebound by R. Covington
10:12.0,,,25-31,,I. Canaan misses 3-pt shot from 27 ft
10:11.0,,,25-31,,Offensive rebound by L. Mbah a Moute
9:57.0,,,25-31,,L. Mbah a Moute misses 2-pt shot from 2 ft
9:56.0,Defensive rebound by C. Aldrich,,25-31,,
9:52.0,L. Galloway misses 2-pt shot at rim,,25-31,,
9:49.0,,,25-31,,Defensive rebound by Team
9:32.0,,,25-33,2,F. Aldemir makes 2-pt shot at rim (assist by L. Mbah a Moute)
9:15.0,C. Aldrich misses 2-pt shot from 7 ft,,25-33,,
9:13.0,,,25-33,,Defensive rebound by J. Richardson
8:52.0,,,25-33,,J. Richardson misses 2-pt shot from 10 ft
8:51.0,,,25-33,,Offensive rebound by F. Aldemir
8:37.0,,,25-35,2,L. Mbah a Moute makes 2-pt shot from 21 ft
8:28.0,New York full timeout,,25-35,,
8:28.0,A. Shved enters the game for S. Larkin,,25-35,,
8:28.0,S. Larkin enters the game for L. Galloway,,25-35,,
8:28.0,L. Thomas enters the game for T. Wear,,25-35,,
8:28.0,L. Amundson enters the game for J. Smith,,25-35,,
8:28.0,A. Bargnani enters the game for C. Aldrich,,25-35,,
8:18.0,Offensive foul by L. Thomas,,25-35,,
8:18.0,Turnover by L. Thomas (offensive foul),,25-35,,
8:00.0,,,25-37,2,L. Mbah a Moute makes 2-pt shot from 7 ft (assist by R. Covington)
7:39.0,A. Bargnani misses 2-pt shot from 12 ft,,25-37,,
7:38.0,,,25-37,,Defensive rebound by R. Covington
7:32.0,,,25-39,2,F. Aldemir makes 2-pt shot at rim (assist by I. Canaan)
7:22.0,Shooting foul by F. Aldemir (drawn by A. Shved),,25-39,,
7:22.0,A. Shved makes free throw 1 of 2,1,26-39,,
7:22.0,T. Wear enters the game for L. Thomas,,26-39,,
7:22.0,A. Shved makes free throw 2 of 2,1,27-39,,
7:05.0,,,27-39,,F. Aldemir misses 2-pt shot from 5 ft (block by A. Shved)
7:03.0,,,27-39,,Offensive rebound by J. Richardson
7:01.0,,,27-39,,J. Richardson misses 3-pt shot from 22 ft
6:58.0,Defensive rebound by S. Larkin,,27-39,,
6:39.0,S. Larkin makes 2-pt shot from 1 ft (assist by L. Amundson),2,29-39,,
6:35.0,,,29-39,,Philadelphia full timeout
6:35.0,,,29-39,,N. Noel enters the game for R. Covington
6:35.0,,,29-39,,J. Sampson enters the game for F. Aldemir
6:23.0,,,29-42,3,I. Canaan makes 3-pt shot from 26 ft (assist by J. Richardson)
6:09.0,S. Larkin makes 2-pt shot from 5 ft,2,31-42,,
5:53.0,,,31-45,3,J. Richardson makes 3-pt shot from 25 ft (assist by L. Mbah a Moute)
5:40.0,,,31-45,,Personal foul by J. Sampson (drawn by A. Shved)
5:40.0,,,31-45,,I. Smith enters the game for I. Canaan
5:35.0,S. Larkin misses 2-pt shot from 18 ft,,31-45,,
5:34.0,,,31-45,,Defensive rebound by L. Mbah a Moute
5:23.0,,,31-45,,Turnover by I. Smith (bad pass; steal by S. Larkin)
5:17.0,A. Bargnani makes 2-pt shot from 1 ft (assist by T. Wear),2,33-45,,
5:05.0,,,33-45,,J. Sampson misses 2-pt shot from 1 ft
5:03.0,Defensive rebound by L. Amundson,,33-45,,
4:57.0,A. Bargnani misses 3-pt shot from 25 ft,,33-45,,
4:55.0,,,33-45,,Defensive rebound by L. Mbah a Moute
4:33.0,,,33-45,,I. Smith misses 2-pt shot from 7 ft
4:31.0,Defensive rebound by L. Amundson,,33-45,,
4:27.0,A. Shved makes 3-pt shot from 26 ft,3,36-45,,
4:27.0,,,36-45,,Philadelphia full timeout
4:27.0,,,36-45,,H. Thompson enters the game for J. Richardson
4:09.0,,,36-47,2,H. Thompson makes 2-pt shot from 7 ft
3:51.0,A. Bargnani misses 2-pt shot from 7 ft,,36-47,,
3:50.0,,,36-47,,Defensive rebound by N. Noel
3:36.0,,,36-49,2,H. Thompson makes 2-pt shot from 1 ft (assist by L. Mbah a Moute)
3:19.0,L. Amundson misses 2-pt shot from 5 ft,,36-49,,
3:17.0,Offensive rebound by S. Larkin,,36-49,,
3:13.0,A. Shved makes 3-pt shot from 27 ft (assist by A. Bargnani),3,39-49,,
2:55.0,,,39-49,,N. Noel misses 2-pt shot from 4 ft
2:52.0,,,39-49,,Offensive rebound by N. Noel
2:52.0,Official timeout,,39-49,,
2:52.0,,,39-49,,J. Grant enters the game for L. Mbah a Moute
2:50.0,Jump ball: L. Amundson vs. N. Noel,,,,Jump ball: L. Amundson vs. N. Noel
2:50.0,Q. Acy enters the game for L. Amundson,,39-49,,
2:43.0,,,39-49,,J. Sampson misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by A. Shved,,39-49,,
2:31.0,Shooting foul by J. Grant (drawn by A. Bargnani),,39-49,,
2:31.0,A. Bargnani makes free throw 1 of 2,1,40-49,,
2:31.0,,,40-49,,R. Covington enters the game for J. Grant
2:31.0,A. Bargnani makes free throw 2 of 2,1,41-49,,
2:19.0,,,41-49,,I. Smith misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by A. Bargnani,,41-49,,
2:02.0,A. Bargnani misses 3-pt shot from 25 ft,,41-49,,
1:59.0,Offensive rebound by Q. Acy,,41-49,,
1:58.0,Turnover by A. Shved (bad pass),,41-49,,
1:41.0,,,41-51,2,J. Sampson makes 2-pt shot from 1 ft (assist by N. Noel)
1:25.0,Turnover by A. Bargnani (lost ball; steal by N. Noel),,41-51,,
1:21.0,,,41-51,,Shooting foul by Q. Acy (drawn by N. Noel)
1:21.0,,,41-52,1,N. Noel makes free throw 1 of 2
1:21.0,,,41-52,,N. Noel misses free throw 2 of 2
1:20.0,Defensive rebound by A. Bargnani,,41-52,,
0:58.0,S. Larkin makes 2-pt shot from 1 ft,2,43-52,,
0:49.0,,,43-52,,I. Smith misses 2-pt shot from 3 ft
0:47.0,Defensive rebound by T. Wear,,43-52,,
0:42.0,A. Bargnani makes 2-pt shot from 10 ft (assist by A. Shved),2,45-52,,
0:28.0,,,45-52,,I. Smith misses 2-pt shot from 4 ft
0:26.0,Defensive rebound by A. Bargnani,,45-52,,
0:05.0,S. Larkin makes 3-pt shot from 24 ft,3,48-52,,
0:00.0,,,48-54,2,N. Noel makes 2-pt shot at rim (assist by I. Smith)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,L. Thomas makes 2-pt shot at rim (assist by L. Galloway),2,50-54,,
11:24.0,,,50-57,3,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by J. Richardson)
11:06.0,L. Amundson misses 2-pt shot at rim (block by N. Noel),,50-57,,
11:04.0,,,50-57,,Defensive rebound by J. Richardson
10:54.0,,,50-57,,J. Richardson misses 2-pt shot from 6 ft
10:53.0,Defensive rebound by Team,,50-57,,
10:40.0,Turnover by L. Amundson (bad pass; steal by J. Richardson),,50-57,,
10:35.0,,,50-57,,I. Smith misses 2-pt shot from 1 ft
10:33.0,Defensive rebound by A. Shved,,50-57,,
10:23.0,A. Shved makes 3-pt shot from 25 ft,3,53-57,,
10:08.0,,,53-57,,N. Noel misses 2-pt shot at rim
10:06.0,,,53-57,,Offensive rebound by N. Noel
10:05.0,,,53-59,2,N. Noel makes 2-pt shot from 2 ft
9:45.0,,,53-59,,Personal foul by J. Sampson (drawn by A. Shved)
9:45.0,C. Aldrich enters the game for L. Amundson,,53-59,,
9:40.0,L. Thomas makes 2-pt shot from 1 ft (assist by A. Bargnani),2,55-59,,
9:25.0,,,55-61,2,J. Richardson makes 2-pt shot from 18 ft
9:13.0,A. Shved misses 3-pt shot from 24 ft,,55-61,,
9:10.0,,,55-61,,Defensive rebound by N. Noel
8:58.0,,,55-61,,J. Sampson misses 3-pt shot from 24 ft
8:57.0,,,55-61,,Offensive rebound by N. Noel
8:43.0,,,55-61,,J. Richardson misses 3-pt shot from 25 ft
8:42.0,,,55-61,,Offensive rebound by N. Noel
8:37.0,,,55-61,,Shooting foul by C. Aldrich (drawn by J. Richardson)
8:37.0,,,55-61,,J. Richardson misses free throw 1 of 2
8:37.0,,,55-61,,Offensive rebound by Team
8:37.0,,,55-62,1,J. Richardson makes free throw 2 of 2
8:26.0,L. Thomas makes 2-pt shot at rim (assist by C. Aldrich),2,57-62,,
8:13.0,,,57-62,,Shooting foul by C. Aldrich (drawn by L. Mbah a Moute)
8:13.0,,,57-63,1,L. Mbah a Moute makes free throw 1 of 2
8:13.0,,,57-64,1,L. Mbah a Moute makes free throw 2 of 2
8:03.0,Turnover by L. Galloway (bad pass; steal by N. Noel),,57-64,,
8:03.0,Clear path foul by L. Galloway,,57-64,,
8:03.0,,,57-65,1,N. Noel makes clear path free throw 1 of 2
8:03.0,,,57-65,,N. Noel misses clear path free throw 2 of 2
8:03.0,,,57-65,,Offensive rebound by Team
7:56.0,,,57-67,2,N. Noel makes 2-pt shot at rim (assist by I. Smith)
7:45.0,Turnover by L. Thomas (bad pass; steal by N. Noel),,57-67,,
7:32.0,,,57-67,,Turnover by J. Richardson (bad pass; steal by C. Aldrich)
7:25.0,L. Thomas misses 2-pt shot from 18 ft,,57-67,,
7:22.0,Offensive rebound by C. Aldrich,,57-67,,
7:22.0,Shooting foul by L. Mbah a Moute (drawn by C. Aldrich),,57-67,,
7:22.0,C. Aldrich misses free throw 1 of 2,,57-67,,
7:22.0,Offensive rebound by Team,,57-67,,
7:22.0,C. Aldrich makes free throw 2 of 2,1,58-67,,
7:06.0,,,58-67,,Shooting foul by C. Aldrich (drawn by J. Sampson)
7:06.0,,,58-68,1,J. Sampson makes free throw 1 of 2
7:06.0,,,58-68,,R. Covington enters the game for J. Richardson
7:06.0,S. Larkin enters the game for C. Aldrich,,58-68,,
7:06.0,,,58-69,1,J. Sampson makes free throw 2 of 2
6:52.0,Turnover by S. Larkin (bad pass; steal by N. Noel),,58-69,,
6:45.0,,,58-71,2,N. Noel makes 2-pt shot from 1 ft (assist by I. Smith)
6:45.0,,,58-71,,Shooting foul by A. Bargnani (drawn by N. Noel)
6:45.0,Q. Acy enters the game for A. Bargnani,,58-71,,
6:45.0,,,58-72,1,N. Noel makes free throw 1 of 1
6:23.0,S. Larkin misses 2-pt shot from 1 ft (block by J. Sampson),,58-72,,
6:22.0,,,58-72,,Defensive rebound by I. Smith
6:03.0,,,58-72,,Turnover by J. Sampson (bad pass)
6:03.0,,,58-72,,J. Grant enters the game for L. Mbah a Moute
5:39.0,Q. Acy misses 2-pt shot from 17 ft,,58-72,,
5:38.0,,,58-72,,Defensive rebound by I. Smith
5:32.0,,,58-72,,I. Smith misses 2-pt shot from 2 ft
5:30.0,Defensive rebound by Q. Acy,,58-72,,
5:25.0,A. Shved makes 3-pt shot from 26 ft (assist by L. Galloway),3,61-72,,
5:23.0,,,61-72,,Philadelphia full timeout
5:23.0,,,61-72,,H. Thompson enters the game for J. Sampson
5:13.0,,,61-72,,H. Thompson misses 3-pt shot from 25 ft
5:11.0,Defensive rebound by Team,,61-72,,
4:51.0,A. Shved misses 2-pt shot from 1 ft (block by N. Noel),,61-72,,
4:49.0,Offensive rebound by L. Thomas,,61-72,,
4:40.0,,,61-72,,Shooting foul by A. Shved (drawn by H. Thompson)
4:40.0,,,61-73,1,H. Thompson makes free throw 1 of 2
4:40.0,T. Wear enters the game for L. Thomas,,61-73,,
4:40.0,,,61-74,1,H. Thompson makes free throw 2 of 2
4:29.0,Q. Acy makes 2-pt shot at rim (assist by S. Larkin),2,63-74,,
4:06.0,,,63-77,3,I. Smith makes 3-pt shot from 25 ft
3:54.0,A. Shved misses 2-pt shot from 11 ft,,63-77,,
3:52.0,,,63-77,,Defensive rebound by N. Noel
3:44.0,,,63-77,,N. Noel misses 2-pt shot from 16 ft
3:43.0,Defensive rebound by L. Galloway,,63-77,,
3:28.0,L. Galloway misses 2-pt shot from 15 ft,,63-77,,
3:27.0,,,63-77,,Defensive rebound by I. Smith
3:22.0,,,63-77,,Turnover by I. Smith (lost ball; steal by L. Galloway)
3:19.0,Turnover by S. Larkin (lost ball; steal by I. Smith),,63-77,,
3:15.0,,,63-77,,R. Covington misses 3-pt shot from 23 ft
3:13.0,Defensive rebound by S. Larkin,,63-77,,
2:51.0,S. Larkin makes 2-pt shot from 17 ft (assist by Q. Acy),2,65-77,,
2:30.0,,,65-77,,J. Grant misses 2-pt shot from 2 ft (block by T. Wear)
2:30.0,,,65-77,,Offensive rebound by Team
2:30.0,New York full timeout,,65-77,,
2:30.0,,,65-77,,I. Canaan enters the game for I. Smith
2:30.0,,,65-77,,F. Aldemir enters the game for N. Noel
2:13.0,Q. Acy misses 2-pt shot from 2 ft (block by J. Grant),,65-77,,
2:11.0,,,65-77,,Defensive rebound by H. Thompson
1:56.0,,,65-80,3,I. Canaan makes 3-pt shot from 25 ft
1:43.0,Shooting foul by F. Aldemir (drawn by T. Wear),,65-80,,
1:43.0,T. Wear makes free throw 1 of 2,1,66-80,,
1:43.0,J. Smith enters the game for A. Shved,,66-80,,
1:43.0,T. Wear misses free throw 2 of 2,,66-80,,
1:42.0,,,66-80,,Defensive rebound by J. Grant
1:19.0,,,66-80,,Turnover by Team (shot clock)
1:06.0,L. Galloway misses 2-pt shot from 14 ft,,66-80,,
1:05.0,,,66-80,,Defensive rebound by R. Covington
0:52.0,,,66-80,,H. Thompson misses 3-pt shot from 23 ft
0:50.0,Defensive rebound by S. Larkin,,66-80,,
0:26.0,J. Smith misses 2-pt shot from 14 ft,,66-80,,
0:24.0,,,66-80,,Defensive rebound by F. Aldemir
0:23.0,,,66-80,,Turnover by F. Aldemir (lost ball; steal by Q. Acy)
0:21.0,Jump ball: Q. Acy vs. R. Covington (S. Larkin gains possession),,,,Jump ball: Q. Acy vs. R. Covington (S. Larkin gains possession)
0:02.0,Turnover by S. Larkin (lost ball; steal by H. Thompson),,66-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,66-80,,H. Thompson misses 2-pt shot from 3 ft
11:39.0,Defensive rebound by Team,,66-80,,
11:17.0,Turnover by L. Galloway (bad pass),,66-80,,
10:57.0,,,66-83,3,I. Canaan makes 3-pt shot from 26 ft (assist by J. Grant)
10:36.0,T. Wear misses 2-pt shot from 17 ft,,66-83,,
10:34.0,,,66-83,,Defensive rebound by F. Aldemir
10:21.0,,,66-83,,R. Covington misses 2-pt shot from 2 ft (block by J. Smith)
10:19.0,Defensive rebound by T. Wear,,66-83,,
10:12.0,A. Bargnani misses 3-pt shot from 25 ft,,66-83,,
10:10.0,Offensive rebound by T. Wear,,66-83,,
9:59.0,S. Larkin misses 2-pt shot from 2 ft,,66-83,,
9:57.0,,,66-83,,Defensive rebound by F. Aldemir
9:50.0,,,66-83,,I. Canaan misses 3-pt shot from 23 ft
9:48.0,Defensive rebound by T. Wear,,66-83,,
9:33.0,A. Bargnani misses 2-pt shot from 4 ft,,66-83,,
9:31.0,Offensive rebound by A. Bargnani,,66-83,,
9:30.0,A. Bargnani makes 2-pt shot from 1 ft,2,68-83,,
9:04.0,,,68-83,,I. Canaan misses 3-pt shot from 25 ft
9:03.0,,,68-83,,Offensive rebound by Team
9:03.0,,,68-83,,Turnover by Team (shot clock)
9:03.0,A. Shved enters the game for S. Larkin,,68-83,,
8:47.0,T. Wear misses 2-pt shot from 20 ft,,68-83,,
8:45.0,,,68-83,,Defensive rebound by F. Aldemir
8:40.0,,,68-83,,Turnover by I. Canaan (bad pass)
8:40.0,Official timeout,,68-83,,
8:29.0,A. Bargnani makes 2-pt shot at rim (assist by A. Shved),2,70-83,,
8:12.0,,,70-83,,H. Thompson misses 2-pt shot from 8 ft
8:10.0,Defensive rebound by A. Shved,,70-83,,
8:02.0,A. Shved misses 2-pt shot from 14 ft (block by H. Thompson),,70-83,,
7:59.0,,,70-83,,Defensive rebound by J. Grant
7:53.0,,,70-86,3,J. Grant makes 3-pt shot from 26 ft (assist by I. Canaan)
7:53.0,New York full timeout,,70-86,,
7:53.0,,,70-86,,J. Sampson enters the game for R. Covington
7:42.0,,,70-86,,Personal foul by J. Grant (drawn by L. Galloway)
7:37.0,Shooting foul by F. Aldemir (drawn by A. Bargnani),,70-86,,
7:37.0,A. Bargnani makes free throw 1 of 2,1,71-86,,
7:37.0,A. Bargnani makes free throw 2 of 2,1,72-86,,
7:25.0,,,72-88,2,J. Sampson makes 2-pt shot from 6 ft
7:12.0,J. Smith misses 2-pt shot from 7 ft,,72-88,,
7:10.0,,,72-88,,Defensive rebound by F. Aldemir
6:59.0,,,72-88,,I. Canaan misses 2-pt shot from 4 ft
6:58.0,,,72-88,,Offensive rebound by F. Aldemir
6:49.0,,,72-88,,I. Canaan misses 3-pt shot from 28 ft
6:47.0,Defensive rebound by A. Shved,,72-88,,
6:38.0,A. Bargnani misses 2-pt shot from 13 ft,,72-88,,
6:37.0,,,72-88,,Defensive rebound by F. Aldemir
6:30.0,,,72-88,,Philadelphia full timeout
6:30.0,Q. Acy enters the game for T. Wear,,72-88,,
6:30.0,,,72-88,,N. Noel enters the game for J. Grant
6:30.0,,,72-88,,L. Mbah a Moute enters the game for H. Thompson
6:30.0,,,72-88,,R. Covington enters the game for F. Aldemir
6:30.0,L. Thomas enters the game for A. Bargnani,,72-88,,
6:30.0,S. Larkin enters the game for L. Galloway,,72-88,,
6:25.0,Personal foul by Q. Acy (drawn by J. Sampson),,72-88,,
6:15.0,,,72-88,,R. Covington misses 2-pt shot from 19 ft
6:13.0,Defensive rebound by J. Smith,,72-88,,
6:03.0,J. Smith misses 2-pt shot from 21 ft,,72-88,,
6:01.0,,,72-88,,Defensive rebound by J. Sampson
5:51.0,,,72-88,,Turnover by J. Sampson (bad pass)
5:51.0,,,72-88,,I. Smith enters the game for I. Canaan
5:32.0,,,72-88,,Personal foul by N. Noel (drawn by Q. Acy)
5:25.0,A. Shved makes 3-pt shot from 24 ft (assist by Q. Acy),3,75-88,,
5:02.0,,,75-91,3,R. Covington makes 3-pt shot from 24 ft (assist by I. Smith)
4:54.0,L. Thomas misses 2-pt shot from 17 ft,,75-91,,
4:53.0,Offensive rebound by Team,,75-91,,
4:53.0,,,75-91,,Loose ball foul by R. Covington (drawn by Q. Acy)
4:45.0,A. Shved misses 2-pt shot from 16 ft,,75-91,,
4:43.0,,,75-91,,Defensive rebound by I. Smith
4:19.0,,,75-91,,I. Smith misses 3-pt shot from 26 ft
4:19.0,,,75-91,,Offensive rebound by Team
4:19.0,,,75-91,,Turnover by Team (shot clock)
4:07.0,Q. Acy misses 3-pt shot from 24 ft,,75-91,,
3:59.0,Jump ball: R. Covington vs. L. Thomas (J. Smith gains possession),,,,Jump ball: R. Covington vs. L. Thomas (J. Smith gains possession)
3:59.0,Offensive rebound by Team,,75-91,,
3:55.0,,,75-91,,Personal foul by R. Covington (drawn by J. Smith)
3:55.0,J. Smith makes free throw 1 of 2,1,76-91,,
3:55.0,J. Smith makes free throw 2 of 2,1,77-91,,
3:40.0,,,77-91,,L. Mbah a Moute misses 2-pt shot from 15 ft
3:38.0,Defensive rebound by A. Shved,,77-91,,
3:31.0,L. Thomas misses 3-pt shot from 23 ft,,77-91,,
3:30.0,,,77-91,,Defensive rebound by N. Noel
