time,New York,pts.away,score,pts.home,Toronto
3:54.0,,,14-24,3,G. Vasquez makes 3-pt shot from 23 ft (assist by T. Ross)
3:33.0,J. Smith misses 2-pt shot from 9 ft (block by P. Patterson),,14-24,,
3:31.0,,,14-24,,Defensive rebound by G. Vasquez
3:22.0,,,14-24,,G. Vasquez misses 3-pt shot from 24 ft
3:21.0,Defensive rebound by J. Smith,,14-24,,
3:13.0,,,14-24,,Shooting block foul by J. Valanciunas (drawn by C. Anthony)
3:13.0,C. Anthony misses free throw 1 of 2,,14-24,,
3:13.0,Offensive rebound by Team,,14-24,,
3:13.0,,,14-24,,L. Williams enters the game for K. Lowry
3:13.0,C. Anthony makes free throw 2 of 2,1,15-24,,
2:53.0,,,15-26,2,P. Patterson makes 2-pt shot from 6 ft (assist by G. Vasquez)
2:42.0,,,15-26,,Personal foul by P. Patterson (drawn by J. Smith)
2:42.0,,,15-26,,Toronto full timeout
2:42.0,J. Smith makes free throw 1 of 2,1,16-26,,
2:42.0,J. Smith makes free throw 2 of 2,1,17-26,,
2:24.0,Personal foul by P. Prigioni (drawn by G. Vasquez),,17-26,,
2:13.0,,,17-26,,L. Williams misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by S. Dalembert,,17-26,,
1:55.0,C. Anthony misses 3-pt shot from 24 ft,,17-26,,
1:54.0,Offensive rebound by Team,,17-26,,
1:54.0,S. Larkin enters the game for J. Calderon,,17-26,,
1:52.0,,,17-26,,Personal foul by G. Vasquez (drawn by P. Prigioni)
1:52.0,P. Prigioni makes free throw 1 of 2,1,18-26,,
1:52.0,P. Prigioni makes free throw 2 of 2,1,19-26,,
1:31.0,,,19-28,2,G. Vasquez makes 2-pt shot from 2 ft
1:12.0,S. Dalembert makes 2-pt shot at rim (assist by C. Anthony),2,21-28,,
0:59.0,Personal foul by S. Larkin (drawn by L. Williams),,21-28,,
0:59.0,,,21-29,1,L. Williams makes free throw 1 of 2
0:59.0,T. Hardaway enters the game for C. Anthony,,21-29,,
0:59.0,,,21-30,1,L. Williams makes free throw 2 of 2
0:36.0,S. Larkin makes 2-pt shot from 2 ft (assist by P. Prigioni),2,23-30,,
0:25.0,,,23-33,3,L. Williams makes 3-pt shot from 24 ft (assist by G. Vasquez)
0:03.0,J. Smith makes 2-pt shot from 19 ft (assist by P. Prigioni),2,25-33,,
0:00.0,,,25-33,,L. Williams misses 3-pt shot from 25 ft
0:00.0,,,25-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,25-33,,Personal block foul by P. Patterson (drawn by J. Smith)
11:33.0,S. Larkin makes 3-pt shot from 24 ft (assist by P. Prigioni),3,28-33,,
11:09.0,,,28-35,2,G. Vasquez makes 2-pt shot from 9 ft (assist by L. Williams)
10:57.0,Turnover by S. Larkin (bad pass; steal by K. Lowry),,28-35,,
10:52.0,,,28-37,2,K. Lowry makes 2-pt shot from 4 ft
10:31.0,J. Smith misses 2-pt shot from 18 ft,,28-37,,
10:31.0,Offensive rebound by Team,,28-37,,
10:31.0,,,28-37,,Personal foul by K. Lowry (drawn by S. Dalembert)
10:31.0,Q. Acy enters the game for S. Dalembert,,28-37,,
10:20.0,Q. Acy misses 2-pt shot from 14 ft,,28-37,,
10:19.0,,,28-37,,Defensive rebound by G. Vasquez
10:13.0,,,28-37,,L. Williams misses 3-pt shot from 24 ft
10:12.0,Defensive rebound by Q. Acy,,28-37,,
10:10.0,Turnover by Q. Acy (lost ball; steal by K. Lowry),,28-37,,
10:06.0,,,28-37,,P. Patterson misses 3-pt shot from 24 ft
10:05.0,Defensive rebound by J. Smith,,28-37,,
9:58.0,T. Hardaway misses 2-pt shot from 18 ft,,28-37,,
9:57.0,,,28-37,,Defensive rebound by L. Williams
9:50.0,,,28-37,,G. Vasquez misses 2-pt shot from 3 ft
9:49.0,,,28-37,,Offensive rebound by T. Hansbrough
9:46.0,,,28-37,,T. Hansbrough misses 2-pt shot from 1 ft
9:44.0,Defensive rebound by T. Hardaway,,28-37,,
9:42.0,P. Prigioni makes 2-pt shot from 21 ft (assist by T. Hardaway),2,30-37,,
9:28.0,Personal block foul by J. Smith (drawn by K. Lowry),,30-37,,
9:20.0,,,30-37,,Shooting foul by S. Larkin (drawn by K. Lowry)
9:20.0,,,30-38,1,K. Lowry makes free throw 1 of 2
9:20.0,,,30-39,1,K. Lowry makes free throw 2 of 2
9:05.0,S. Larkin misses 2-pt shot from 23 ft,,30-39,,
9:04.0,,,30-39,,Defensive rebound by P. Patterson
8:58.0,,,30-41,2,G. Vasquez makes 2-pt shot from 1 ft (assist by P. Patterson)
8:53.0,,,30-41,,Personal foul by T. Hansbrough (drawn by T. Hardaway)
8:53.0,Official timeout,,30-41,,
8:53.0,,,30-41,,A. Johnson enters the game for G. Vasquez
8:53.0,,,30-41,,J. Johnson enters the game for P. Patterson
8:53.0,J. Calderon enters the game for J. Smith,,30-41,,
8:53.0,C. Anthony enters the game for S. Larkin,,30-41,,
8:45.0,P. Prigioni misses 3-pt shot from 24 ft,,30-41,,
8:44.0,Offensive rebound by C. Anthony,,30-41,,
8:38.0,J. Calderon misses 3-pt shot from 24 ft,,30-41,,
8:37.0,,,30-41,,Defensive rebound by A. Johnson
8:16.0,,,30-43,2,K. Lowry makes 2-pt shot from 14 ft
7:56.0,T. Hardaway makes 3-pt shot from 24 ft (assist by J. Calderon),3,33-43,,
7:51.0,,,33-43,,Shooting foul by Q. Acy (drawn by A. Johnson)
7:51.0,,,33-43,,A. Johnson misses free throw 1 of 2
7:51.0,,,33-43,,Offensive rebound by Team
7:51.0,J. Smith enters the game for P. Prigioni,,33-43,,
7:51.0,,,33-44,1,A. Johnson makes free throw 2 of 2
7:30.0,C. Anthony makes 2-pt shot from 13 ft,2,35-44,,
7:11.0,,,35-46,2,L. Williams makes 2-pt shot from 14 ft
6:57.0,,,35-46,,Personal foul by T. Hansbrough (drawn by Q. Acy)
6:48.0,Offensive foul by J. Smith,,35-46,,
6:48.0,Turnover by J. Smith (offensive foul),,35-46,,
6:37.0,,,35-46,,J. Johnson misses 3-pt shot from 23 ft
6:35.0,Defensive rebound by Team,,35-46,,
6:35.0,,,35-46,,Loose ball foul by A. Johnson (drawn by Q. Acy)
6:35.0,Q. Acy makes free throw 1 of 2,1,36-46,,
6:35.0,Q. Acy misses free throw 2 of 2,,36-46,,
6:34.0,,,36-46,,Defensive rebound by K. Lowry
6:33.0,Personal foul by Q. Acy (drawn by K. Lowry),,36-46,,
6:22.0,,,36-46,,Turnover by K. Lowry (bad pass; steal by T. Hardaway)
6:12.0,C. Anthony misses 2-pt shot from 19 ft,,36-46,,
6:11.0,,,36-46,,Defensive rebound by A. Johnson
5:57.0,,,36-49,3,K. Lowry makes 3-pt shot from 24 ft (assist by T. Hansbrough)
5:30.0,J. Smith misses 2-pt shot from 19 ft,,36-49,,
5:30.0,Offensive rebound by Team,,36-49,,
5:30.0,Turnover by Team (shot clock),,36-49,,
5:30.0,,,36-49,,Toronto full timeout
5:21.0,,,36-52,3,L. Williams makes 3-pt shot from 23 ft (assist by K. Lowry)
5:03.0,Turnover by J. Calderon (bad pass; steal by K. Lowry),,36-52,,
4:54.0,,,36-52,,J. Johnson misses 2-pt shot from 2 ft (block by Q. Acy)
4:54.0,,,36-52,,Offensive rebound by Team
4:54.0,,,36-52,,T. Ross enters the game for L. Williams
4:54.0,P. Prigioni enters the game for T. Hardaway,,36-52,,
4:49.0,,,36-52,,K. Lowry misses 2-pt shot from 19 ft
4:48.0,Defensive rebound by Q. Acy,,36-52,,
4:37.0,J. Calderon makes 3-pt shot from 24 ft (assist by J. Smith),3,39-52,,
4:13.0,,,39-54,2,J. Johnson makes 2-pt shot from 1 ft
3:53.0,J. Smith makes 2-pt shot from 15 ft (assist by C. Anthony),2,41-54,,
3:37.0,,,41-54,,A. Johnson misses 2-pt shot from 6 ft
3:36.0,,,41-54,,Offensive rebound by T. Hansbrough
3:34.0,,,41-54,,T. Hansbrough misses 2-pt shot from 2 ft
3:34.0,,,41-54,,Offensive rebound by T. Hansbrough
3:34.0,Personal foul by J. Smith (drawn by T. Hansbrough),,41-54,,
3:34.0,,,41-54,,T. Hansbrough misses free throw 1 of 2
3:34.0,,,41-54,,Offensive rebound by Team
3:34.0,,,41-54,,G. Vasquez enters the game for K. Lowry
3:34.0,S. Dalembert enters the game for J. Smith,,41-54,,
3:34.0,,,41-54,,T. Hansbrough misses free throw 2 of 2
3:33.0,Defensive rebound by Team,,41-54,,
3:11.0,C. Anthony makes 2-pt shot from 1 ft,2,43-54,,
2:53.0,,,43-54,,T. Ross misses 2-pt shot from 3 ft
2:51.0,Defensive rebound by C. Anthony,,43-54,,
2:41.0,C. Anthony misses 2-pt shot from 3 ft (block by A. Johnson),,43-54,,
2:41.0,Offensive rebound by Team,,43-54,,
2:41.0,New York full timeout,,43-54,,
2:41.0,,,43-54,,J. Valanciunas enters the game for T. Hansbrough
2:35.0,C. Anthony makes 2-pt shot from 15 ft,2,45-54,,
2:14.0,Violation by J. Calderon (kicked ball),,45-54,,
2:01.0,,,45-56,2,J. Johnson makes 2-pt shot from 8 ft
1:37.0,Q. Acy misses 2-pt shot from 2 ft,,45-56,,
1:31.0,,,45-56,,Defensive rebound by J. Johnson
1:28.0,,,45-56,,G. Vasquez misses 3-pt shot from 24 ft
1:26.0,,,45-56,,Offensive rebound by G. Vasquez
1:18.0,,,45-56,,T. Ross misses 3-pt shot from 22 ft
1:17.0,Defensive rebound by P. Prigioni,,45-56,,
1:03.0,C. Anthony misses 2-pt shot from 2 ft (block by J. Johnson),,45-56,,
1:00.0,Offensive rebound by Q. Acy,,45-56,,
1:00.0,Q. Acy makes 2-pt shot at rim,2,47-56,,
0:43.0,,,47-56,,G. Vasquez misses 2-pt shot from 3 ft (block by Q. Acy)
0:41.0,Defensive rebound by J. Calderon,,47-56,,
0:38.0,P. Prigioni makes 2-pt shot from 2 ft (assist by Q. Acy),2,49-56,,
0:33.0,,,49-56,,Toronto full timeout
0:30.0,,,49-56,,Turnover by G. Vasquez (bad pass; steal by S. Dalembert)
0:26.0,P. Prigioni makes 2-pt shot from 2 ft (assist by J. Calderon),2,51-56,,
0:04.0,,,51-58,2,A. Johnson makes 2-pt shot from 5 ft (assist by G. Vasquez)
0:00.0,P. Prigioni misses 3-pt shot from 40 ft,,51-58,,
0:00.0,Offensive rebound by Team,,51-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,T. Hardaway misses 2-pt shot from 11 ft,,51-58,,
11:32.0,Offensive rebound by S. Dalembert,,51-58,,
11:20.0,C. Anthony misses 2-pt shot from 14 ft,,51-58,,
11:19.0,,,51-58,,Defensive rebound by J. Johnson
11:11.0,,,51-60,2,J. Johnson makes 2-pt shot from 2 ft
10:59.0,Turnover by S. Dalembert (offensive foul),,51-60,,
10:59.0,S. Dalembert ejected from game,,51-60,,
10:59.0,C. Aldrich enters the game for S. Dalembert,,51-60,,
10:59.0,,,51-61,1,J. Valanciunas makes flagrant free throw 1 of 2
10:59.0,,,51-62,1,J. Valanciunas makes flagrant free throw 2 of 2
10:38.0,,,51-62,,J. Valanciunas misses 2-pt shot from 9 ft
10:37.0,,,51-62,,Offensive rebound by A. Johnson
10:29.0,,,51-62,,J. Valanciunas misses 2-pt shot at rim (block by C. Aldrich)
10:28.0,Defensive rebound by C. Anthony,,51-62,,
10:18.0,C. Anthony makes 2-pt shot from 20 ft,2,53-62,,
9:59.0,,,53-64,2,K. Lowry makes 2-pt shot from 19 ft
9:33.0,C. Anthony misses 2-pt shot from 7 ft,,53-64,,
9:31.0,,,53-64,,Defensive rebound by A. Johnson
9:27.0,,,53-64,,Turnover by K. Lowry (bad pass)
9:05.0,T. Hardaway makes 3-pt shot from 25 ft (assist by J. Calderon),3,56-64,,
8:55.0,,,56-66,2,K. Lowry makes 2-pt shot from 21 ft
8:42.0,J. Calderon makes 2-pt shot from 18 ft,2,58-66,,
8:24.0,,,58-66,,Shooting foul by C. Aldrich (drawn by J. Valanciunas)
8:24.0,,,58-67,1,J. Valanciunas makes free throw 1 of 2
8:24.0,,,58-68,1,J. Valanciunas makes free throw 2 of 2
8:05.0,J. Calderon misses 2-pt shot from 19 ft,,58-68,,
8:04.0,,,58-68,,Defensive rebound by A. Johnson
7:51.0,,,58-70,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by J. Johnson)
7:34.0,C. Anthony misses 2-pt shot from 18 ft,,58-70,,
7:33.0,,,58-70,,Defensive rebound by J. Valanciunas
7:26.0,,,58-73,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
7:25.0,New York full timeout,,58-73,,
7:25.0,J. Smith enters the game for Q. Acy,,58-73,,
7:25.0,P. Prigioni enters the game for T. Hardaway,,58-73,,
7:12.0,C. Anthony misses 3-pt shot from 24 ft,,58-73,,
7:11.0,,,58-73,,Defensive rebound by K. Lowry
7:09.0,,,58-75,2,T. Ross makes 2-pt shot at rim (assist by K. Lowry)
7:09.0,,,58-75,,Shooting foul by C. Anthony (drawn by T. Ross)
7:09.0,,,58-75,,T. Ross misses free throw 1 of 1
7:07.0,Defensive rebound by C. Aldrich,,58-75,,
6:47.0,C. Aldrich makes 2-pt shot from 1 ft (assist by P. Prigioni),2,60-75,,
6:35.0,,,60-77,2,J. Johnson makes 2-pt shot at rim (assist by K. Lowry)
6:17.0,C. Anthony misses 2-pt shot from 1 ft,,60-77,,
6:17.0,Offensive rebound by C. Anthony,,60-77,,
6:17.0,C. Anthony makes 2-pt shot from 1 ft,2,62-77,,
6:17.0,Shooting foul by J. Valanciunas (drawn by C. Anthony),,62-77,,
6:17.0,C. Anthony misses free throw 1 of 1,,62-77,,
6:16.0,Offensive rebound by Team,,62-77,,
6:11.0,J. Smith makes 2-pt shot from 18 ft (assist by J. Calderon),2,64-77,,
5:47.0,,,64-77,,T. Ross misses 3-pt shot from 23 ft
5:46.0,Defensive rebound by J. Calderon,,64-77,,
5:34.0,C. Anthony makes 2-pt shot from 2 ft (assist by P. Prigioni),2,66-77,,
5:34.0,Shooting foul by J. Valanciunas (drawn by C. Anthony),,66-77,,
5:34.0,C. Anthony makes free throw 1 of 1,1,67-77,,
5:21.0,Personal foul by J. Smith (drawn by A. Johnson),,67-77,,
5:07.0,,,67-79,2,A. Johnson makes 2-pt shot from 1 ft (assist by K. Lowry)
4:59.0,J. Smith misses 2-pt shot from 18 ft,,67-79,,
4:58.0,Offensive rebound by C. Aldrich,,67-79,,
4:41.0,Turnover by C. Anthony (bad pass),,67-79,,
4:41.0,,,67-79,,P. Patterson enters the game for J. Valanciunas
4:41.0,Q. Acy enters the game for J. Smith,,67-79,,
4:24.0,,,67-79,,T. Ross misses 2-pt shot from 19 ft
4:22.0,,,67-79,,Offensive rebound by J. Johnson
4:16.0,,,67-79,,K. Lowry misses 2-pt shot from 17 ft
4:13.0,,,67-79,,Offensive rebound by A. Johnson
4:05.0,,,67-79,,Shooting foul by Q. Acy (drawn by A. Johnson)
4:05.0,,,67-79,,A. Johnson misses free throw 1 of 2
4:05.0,,,67-79,,Offensive rebound by Team
4:05.0,,,67-79,,L. Williams enters the game for T. Ross
4:05.0,,,67-79,,A. Johnson misses free throw 2 of 2
4:04.0,Defensive rebound by C. Aldrich,,67-79,,
3:52.0,,,67-79,,Personal foul by P. Patterson (drawn by P. Prigioni)
3:48.0,Turnover by J. Calderon (bad pass; steal by A. Johnson),,67-79,,
3:41.0,,,67-79,,P. Patterson misses 3-pt shot from 24 ft
3:40.0,Defensive rebound by P. Prigioni,,67-79,,
3:30.0,Jump ball: C. Anthony vs. J. Johnson (J. Calderon gains possession),,,,Jump ball: C. Anthony vs. J. Johnson (J. Calderon gains possession)
3:21.0,J. Calderon misses 2-pt shot from 18 ft,,67-79,,
3:19.0,,,67-79,,Defensive rebound by L. Williams
3:14.0,,,67-79,,Turnover by K. Lowry (bad pass; steal by C. Anthony)
2:51.0,Q. Acy misses 2-pt shot from 10 ft,,67-79,,
2:49.0,,,67-79,,Defensive rebound by J. Johnson
2:39.0,,,67-81,2,A. Johnson makes 2-pt shot from 1 ft (assist by J. Johnson)
2:24.0,C. Aldrich makes 2-pt shot from 5 ft (assist by J. Calderon),2,69-81,,
2:03.0,,,69-81,,L. Williams misses 2-pt shot from 16 ft
2:02.0,,,69-81,,Offensive rebound by J. Johnson
1:58.0,Personal foul by P. Prigioni (drawn by L. Williams),,69-81,,
1:58.0,,,69-81,,Toronto full timeout
1:58.0,,,69-81,,G. Vasquez enters the game for K. Lowry
1:58.0,T. Wear enters the game for Q. Acy,,69-81,,
1:58.0,S. Larkin enters the game for J. Calderon,,69-81,,
1:58.0,,,69-82,1,L. Williams makes free throw 1 of 2
1:58.0,,,69-83,1,L. Williams makes free throw 2 of 2
1:33.0,T. Wear makes 2-pt shot from 17 ft,2,71-83,,
1:16.0,,,71-83,,Offensive foul by A. Johnson
1:16.0,,,71-83,,Turnover by A. Johnson (offensive foul)
1:16.0,T. Hardaway enters the game for S. Larkin,,71-83,,
1:16.0,,,71-83,,T. Hansbrough enters the game for A. Johnson
1:06.0,Turnover by C. Aldrich (lost ball; steal by P. Patterson),,71-83,,
1:00.0,,,71-86,3,L. Williams makes 3-pt shot from 25 ft (assist by P. Patterson)
0:52.0,Shooting foul by T. Hansbrough (drawn by C. Aldrich),,71-86,,
0:52.0,C. Aldrich makes free throw 1 of 2,1,72-86,,
0:52.0,S. Larkin enters the game for P. Prigioni,,72-86,,
0:52.0,,,72-86,,T. Ross enters the game for J. Johnson
0:52.0,C. Aldrich makes free throw 2 of 2,1,73-86,,
0:37.0,,,73-89,3,P. Patterson makes 3-pt shot from 23 ft (assist by G. Vasquez)
0:25.0,C. Aldrich makes 2-pt shot at rim (assist by T. Wear),2,75-89,,
0:05.0,,,75-91,2,L. Williams makes 2-pt shot from 8 ft
0:01.0,T. Wear misses 2-pt shot from 22 ft,,75-91,,
0:00.0,,,75-91,,Defensive rebound by T. Hansbrough
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,75-91,,L. Williams misses 3-pt shot from 24 ft
11:48.0,,,75-91,,Offensive rebound by P. Patterson
11:39.0,,,75-93,2,G. Vasquez makes 2-pt shot from 1 ft
11:30.0,,,75-93,,Personal foul by P. Patterson (drawn by C. Anthony)
11:15.0,C. Anthony makes 2-pt shot from 14 ft,2,77-93,,
10:59.0,,,77-95,2,G. Vasquez makes 2-pt shot from 2 ft
10:42.0,C. Anthony makes 2-pt shot from 13 ft,2,79-95,,
10:23.0,,,79-97,2,G. Vasquez makes 2-pt shot from 10 ft
10:07.0,C. Aldrich makes 2-pt shot at rim (assist by T. Hardaway),2,81-97,,
10:07.0,Shooting foul by T. Ross (drawn by C. Aldrich),,81-97,,
10:07.0,C. Aldrich makes free throw 1 of 1,1,82-97,,
9:55.0,,,82-97,,L. Williams misses 3-pt shot from 24 ft
9:54.0,Defensive rebound by C. Anthony,,82-97,,
9:46.0,C. Anthony makes 2-pt shot from 19 ft,2,84-97,,
9:27.0,,,84-97,,L. Williams misses 2-pt shot from 2 ft
9:25.0,Defensive rebound by S. Larkin,,84-97,,
9:19.0,T. Hardaway misses 3-pt shot from 22 ft,,84-97,,
9:18.0,,,84-97,,Defensive rebound by G. Vasquez
9:01.0,Personal foul by T. Wear (drawn by T. Hansbrough),,84-97,,
9:01.0,,,84-97,,T. Hansbrough misses free throw 1 of 2
9:01.0,,,84-97,,Offensive rebound by Team
9:01.0,,,84-98,1,T. Hansbrough makes free throw 2 of 2
8:49.0,C. Anthony misses 2-pt shot from 16 ft,,84-98,,
8:48.0,Offensive rebound by T. Wear,,84-98,,
8:46.0,T. Wear makes 2-pt shot from 2 ft,2,86-98,,
8:23.0,,,86-101,3,L. Williams makes 3-pt shot from 24 ft
8:09.0,T. Wear misses 2-pt shot from 5 ft,,86-101,,
8:08.0,,,86-101,,Defensive rebound by Team
8:08.0,Official timeout,,86-101,,
7:54.0,,,86-101,,T. Ross misses 2-pt shot from 7 ft
7:52.0,,,86-101,,Offensive rebound by T. Hansbrough
7:36.0,,,86-101,,P. Patterson misses 3-pt shot from 23 ft
7:35.0,Defensive rebound by C. Aldrich,,86-101,,
7:13.0,C. Anthony misses 2-pt shot from 19 ft,,86-101,,
7:12.0,Offensive rebound by T. Wear,,86-101,,
7:11.0,Shooting foul by P. Patterson (drawn by T. Wear),,86-101,,
7:11.0,T. Wear makes free throw 1 of 2,1,87-101,,
7:11.0,J. Smith enters the game for C. Aldrich,,87-101,,
7:11.0,,,87-101,,A. Johnson enters the game for P. Patterson
7:11.0,T. Wear makes free throw 2 of 2,1,88-101,,
6:52.0,,,88-101,,A. Johnson misses 2-pt shot from 3 ft (block by T. Wear)
6:51.0,,,88-101,,Offensive rebound by Team
6:51.0,,,88-101,,K. Lowry enters the game for G. Vasquez
6:51.0,J. Calderon enters the game for S. Larkin,,88-101,,
6:46.0,,,88-104,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
6:26.0,Turnover by T. Wear (bad pass; steal by L. Williams),,88-104,,
6:20.0,,,88-104,,Shooting foul by J. Calderon (drawn by L. Williams)
6:20.0,,,88-105,1,L. Williams makes free throw 1 of 2
6:20.0,P. Prigioni enters the game for T. Wear,,88-105,,
6:20.0,,,88-106,1,L. Williams makes free throw 2 of 2
6:06.0,J. Calderon misses 2-pt shot from 21 ft,,88-106,,
6:06.0,Offensive rebound by Team,,88-106,,
6:06.0,,,88-106,,Loose ball foul by T. Hansbrough (drawn by J. Smith)
6:06.0,T. Wear enters the game for C. Anthony,,88-106,,
5:59.0,J. Calderon misses 2-pt shot from 20 ft,,88-106,,
5:58.0,,,88-106,,Defensive rebound by K. Lowry
5:51.0,,,88-106,,Turnover by K. Lowry (bad pass; steal by P. Prigioni)
5:48.0,Shooting foul by L. Williams (drawn by J. Calderon),,88-106,,
5:48.0,,,88-106,,Toronto full timeout
5:48.0,J. Calderon makes free throw 1 of 2,1,89-106,,
5:48.0,J. Calderon makes free throw 2 of 2,1,90-106,,
5:35.0,,,90-108,2,K. Lowry makes 2-pt shot from 20 ft (assist by A. Johnson)
5:23.0,,,90-108,,Personal foul by A. Johnson (drawn by J. Calderon)
5:23.0,J. Calderon makes free throw 1 of 2,1,91-108,,
5:23.0,S. Larkin enters the game for P. Prigioni,,91-108,,
5:23.0,J. Calderon makes free throw 2 of 2,1,92-108,,
5:12.0,,,92-108,,Turnover by A. Johnson (bad pass; steal by J. Smith)
5:07.0,J. Calderon makes 2-pt shot from 2 ft (assist by J. Smith),2,94-108,,
4:48.0,,,94-108,,Turnover by A. Johnson (traveling)
4:36.0,J. Smith makes 2-pt shot at rim (assist by J. Calderon),2,96-108,,
4:17.0,,,96-108,,K. Lowry misses 3-pt shot from 24 ft
