time,Sacramento,pts.away,score,pts.home,Golden State
9:04.0,Turnover by Team (shot clock),,31-38,,
8:52.0,,,31-38,,K. Thompson misses 2-pt shot from 16 ft
8:51.0,,,31-38,,Offensive rebound by D. Lee
8:50.0,,,31-38,,D. Lee misses 2-pt shot from 2 ft
8:48.0,,,31-38,,Offensive rebound by D. Lee
8:48.0,,,31-40,2,D. Lee makes 2-pt shot at rim
8:48.0,,,31-40,,Shooting foul by R. Gay (drawn by D. Lee)
8:48.0,Official timeout,,31-40,,
8:48.0,R. Sessions enters the game for D. Collison,,31-40,,
8:48.0,D. Cousins enters the game for N. Stauskas,,31-40,,
8:48.0,B. McLemore enters the game for O. Casspi,,31-40,,
8:48.0,,,31-41,1,D. Lee makes free throw 1 of 1
8:31.0,R. Gay misses 2-pt shot from 7 ft,,31-41,,
8:29.0,,,31-41,,Defensive rebound by D. Lee
8:18.0,Personal foul by R. Gay (drawn by M. Speights),,31-41,,
8:15.0,,,31-41,,Shooting foul by B. McLemore (drawn by K. Thompson)
8:15.0,Technical foul by R. Gay,,31-41,,
8:15.0,,,31-41,,K. Thompson misses technical free throw
8:15.0,,,31-41,,Offensive rebound by Team
8:15.0,Technical foul by R. Gay,,31-41,,
8:15.0,Q. Miller enters the game for R. Gay,,31-41,,
8:15.0,,,31-42,1,K. Thompson makes technical free throw
8:15.0,,,31-43,1,K. Thompson makes free throw 1 of 2
8:15.0,,,31-44,1,K. Thompson makes free throw 2 of 2
8:02.0,Shooting foul by D. Lee (drawn by Q. Miller),,31-44,,
8:02.0,Q. Miller makes free throw 1 of 2,1,32-44,,
8:02.0,,,32-44,,A. Bogut enters the game for M. Speights
8:02.0,Q. Miller makes free throw 2 of 2,1,33-44,,
7:45.0,,,33-44,,Turnover by S. Livingston (bad pass; steal by D. Cousins)
7:40.0,R. Sessions misses 2-pt shot from 2 ft (block by K. Thompson),,33-44,,
7:39.0,,,33-44,,Defensive rebound by D. Lee
7:34.0,,,33-44,,Turnover by K. Thompson (bad pass)
7:21.0,D. Cousins misses 2-pt shot from 18 ft,,33-44,,
7:19.0,Offensive rebound by Team,,33-44,,
7:18.0,,,33-44,,H. Barnes enters the game for J. Holiday
7:13.0,B. McLemore misses 3-pt shot from 24 ft,,33-44,,
7:11.0,,,33-44,,Defensive rebound by Team
6:51.0,,,33-44,,D. Lee misses 2-pt shot from 7 ft (block by J. Thompson)
6:51.0,,,33-44,,Offensive rebound by Team
6:47.0,,,33-46,2,S. Livingston makes 2-pt shot from 9 ft (assist by A. Bogut)
6:29.0,Turnover by D. Cousins (bad pass; steal by D. Lee),,33-46,,
6:21.0,,,33-46,,H. Barnes misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by D. Cousins,,33-46,,
6:04.0,Shooting foul by H. Barnes (drawn by Q. Miller),,33-46,,
6:04.0,Q. Miller makes free throw 1 of 2,1,34-46,,
6:04.0,,,34-46,,S. Curry enters the game for S. Livingston
6:04.0,Q. Miller makes free throw 2 of 2,1,35-46,,
5:47.0,,,35-48,2,A. Bogut makes 2-pt shot from 6 ft (assist by K. Thompson)
5:29.0,Offensive foul by D. Cousins,,35-48,,
5:29.0,Turnover by D. Cousins (offensive foul),,35-48,,
5:29.0,,,35-48,,Golden State full timeout
5:12.0,,,35-48,,Turnover by S. Curry (bad pass; steal by D. Cousins)
5:08.0,B. McLemore makes 2-pt shot at rim (assist by J. Thompson),2,37-48,,
4:54.0,,,37-48,,Turnover by S. Curry (lost ball; steal by B. McLemore)
4:42.0,J. Thompson misses 2-pt shot at rim (block by A. Bogut),,37-48,,
4:40.0,Offensive rebound by R. Sessions,,37-48,,
4:37.0,Shooting foul by D. Lee (drawn by D. Cousins),,37-48,,
4:37.0,D. Cousins makes free throw 1 of 2,1,38-48,,
4:37.0,,,38-48,,Golden State full timeout
4:37.0,,,38-48,,D. Green enters the game for D. Lee
4:37.0,D. Collison enters the game for J. Thompson,,38-48,,
4:37.0,D. Williams enters the game for R. Sessions,,38-48,,
4:37.0,D. Cousins makes free throw 2 of 2,1,39-48,,
4:24.0,,,39-48,,S. Curry misses 2-pt shot from 2 ft
4:22.0,Defensive rebound by D. Cousins,,39-48,,
4:13.0,D. Cousins makes 2-pt shot at rim (assist by D. Collison),2,41-48,,
4:04.0,,,41-51,3,S. Curry makes 3-pt shot from 26 ft
3:48.0,D. Williams misses 3-pt shot from 23 ft,,41-51,,
3:47.0,,,41-51,,Defensive rebound by S. Curry
3:41.0,,,41-51,,H. Barnes misses 3-pt shot from 23 ft
3:38.0,,,41-51,,Offensive rebound by D. Green
3:35.0,,,41-51,,S. Curry misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by B. McLemore,,41-51,,
3:26.0,Jump ball: D. Cousins vs. S. Curry (Q. Miller gains possession),,,,Jump ball: D. Cousins vs. S. Curry (Q. Miller gains possession)
3:19.0,Turnover by Q. Miller (bad pass; steal by D. Green),,41-51,,
3:09.0,,,41-51,,K. Thompson misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by Q. Miller,,41-51,,
2:51.0,Q. Miller makes 3-pt shot from 23 ft (assist by D. Cousins),3,44-51,,
2:43.0,,,44-51,,D. Green misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by D. Cousins,,44-51,,
2:35.0,Turnover by D. Cousins (lost ball; steal by S. Curry),,44-51,,
2:18.0,,,44-53,2,A. Bogut makes 2-pt shot at rim (assist by K. Thompson)
1:59.0,,,44-53,,Personal foul by A. Bogut (drawn by D. Cousins)
1:59.0,D. Cousins makes free throw 1 of 2,1,45-53,,
1:59.0,,,45-53,,M. Speights enters the game for A. Bogut
1:59.0,O. Casspi enters the game for Q. Miller,,45-53,,
1:59.0,D. Cousins makes free throw 2 of 2,1,46-53,,
1:49.0,,,46-55,2,M. Speights makes 2-pt shot at rim (assist by S. Curry)
1:30.0,Turnover by O. Casspi (traveling),,46-55,,
1:16.0,,,46-55,,M. Speights misses 2-pt shot from 16 ft
1:15.0,,,46-55,,Offensive rebound by S. Curry
1:09.0,,,46-55,,K. Thompson misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by D. Williams,,46-55,,
0:56.0,,,46-55,,Personal foul by M. Speights (drawn by D. Cousins)
0:56.0,D. Cousins makes free throw 1 of 2,1,47-55,,
0:56.0,,,47-55,,D. Lee enters the game for D. Green
0:56.0,Q. Miller enters the game for O. Casspi,,47-55,,
0:56.0,D. Cousins makes free throw 2 of 2,1,48-55,,
0:43.0,,,48-55,,S. Curry misses 3-pt shot from 25 ft
0:42.0,,,48-55,,Offensive rebound by Team
0:38.0,Personal foul by D. Cousins (drawn by H. Barnes),,48-55,,
0:38.0,,,48-55,,H. Barnes misses free throw 1 of 2
0:38.0,,,48-55,,Offensive rebound by Team
0:38.0,,,48-56,1,H. Barnes makes free throw 2 of 2
0:26.0,B. McLemore makes 3-pt shot from 24 ft (assist by D. Cousins),3,51-56,,
0:04.0,,,51-56,,H. Barnes misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by D. Williams,,51-56,,
0:01.0,D. Collison misses 3-pt shot from 26 ft,,51-56,,
0:00.0,Offensive rebound by Team,,51-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,D. Collison makes 3-pt shot from 25 ft,3,54-56,,
11:27.0,,,54-56,,D. Green misses 3-pt shot from 25 ft
11:26.0,Defensive rebound by D. Collison,,54-56,,
11:23.0,D. Williams makes 2-pt shot from 2 ft (assist by D. Collison),2,56-56,,
11:10.0,,,56-56,,A. Bogut misses 2-pt shot from 14 ft
11:09.0,Defensive rebound by Q. Miller,,56-56,,
10:58.0,D. Cousins makes 2-pt shot from 10 ft (assist by D. Collison),2,58-56,,
10:49.0,Personal foul by D. Cousins (drawn by S. Curry),,58-56,,
10:49.0,,,58-57,1,S. Curry makes free throw 1 of 2
10:49.0,,,58-58,1,S. Curry makes free throw 2 of 2
10:36.0,D. Collison misses 2-pt shot from 15 ft,,58-58,,
10:35.0,,,58-58,,Defensive rebound by D. Green
10:31.0,Personal foul by B. McLemore (drawn by K. Thompson),,58-58,,
10:26.0,,,58-58,,Turnover by K. Thompson (lost ball; steal by Q. Miller)
10:20.0,Turnover by Q. Miller (lost ball; steal by D. Green),,58-58,,
10:17.0,,,58-58,,Turnover by D. Green (bad pass)
10:02.0,D. Cousins misses 2-pt shot from 19 ft,,58-58,,
10:01.0,,,58-58,,Defensive rebound by H. Barnes
9:44.0,,,58-60,2,K. Thompson makes 2-pt shot from 12 ft
9:28.0,Q. Miller misses 3-pt shot from 25 ft,,58-60,,
9:27.0,,,58-60,,Defensive rebound by A. Bogut
9:19.0,,,58-60,,H. Barnes misses 2-pt shot from 19 ft
9:18.0,Defensive rebound by D. Cousins,,58-60,,
9:03.0,,,58-60,,Personal foul by K. Thompson (drawn by D. Cousins)
9:03.0,D. Cousins makes free throw 1 of 2,1,59-60,,
9:03.0,D. Cousins makes free throw 2 of 2,1,60-60,,
8:42.0,,,60-60,,S. Curry misses 3-pt shot from 26 ft
8:41.0,Defensive rebound by Q. Miller,,60-60,,
8:26.0,Turnover by D. Williams (bad pass; steal by K. Thompson),,60-60,,
8:21.0,,,60-63,3,K. Thompson makes 3-pt shot from 25 ft
8:00.0,D. Cousins makes 2-pt shot from 18 ft,2,62-63,,
7:51.0,,,62-63,,S. Curry misses 2-pt shot from 12 ft
7:45.0,Defensive rebound by D. Collison,,62-63,,
7:33.0,B. McLemore makes 2-pt shot from 1 ft (assist by D. Williams),2,64-63,,
7:28.0,,,64-63,,Turnover by S. Curry (bad pass; steal by B. McLemore)
7:21.0,D. Williams misses 3-pt shot from 23 ft,,64-63,,
7:19.0,,,64-63,,Defensive rebound by S. Curry
7:14.0,,,64-66,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
7:12.0,Sacramento full timeout,,64-66,,
6:55.0,Q. Miller misses 2-pt shot from 8 ft,,64-66,,
6:53.0,,,64-66,,Defensive rebound by D. Green
6:43.0,,,64-66,,S. Curry misses 2-pt shot from 16 ft
6:42.0,Defensive rebound by D. Cousins,,64-66,,
6:30.0,B. McLemore misses 3-pt shot from 24 ft,,64-66,,
6:29.0,,,64-66,,Defensive rebound by A. Bogut
6:20.0,,,64-66,,Turnover by S. Curry (bad pass; steal by D. Cousins)
6:14.0,B. McLemore misses 3-pt shot from 23 ft,,64-66,,
6:12.0,Offensive rebound by D. Williams,,64-66,,
6:08.0,D. Williams misses 2-pt shot from 5 ft (block by A. Bogut),,64-66,,
6:07.0,,,64-66,,Defensive rebound by H. Barnes
6:04.0,,,64-68,2,K. Thompson makes 2-pt shot at rim (assist by S. Curry)
5:48.0,N. Stauskas enters the game for B. McLemore,,64-68,,
5:44.0,D. Cousins makes 2-pt shot from 19 ft (assist by D. Williams),2,66-68,,
5:32.0,,,66-71,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
5:10.0,D. Cousins misses 2-pt shot from 20 ft,,66-71,,
5:09.0,,,66-71,,Defensive rebound by D. Green
4:57.0,,,66-74,3,K. Thompson makes 3-pt shot from 28 ft (assist by D. Green)
4:35.0,Shooting foul by K. Thompson (drawn by Q. Miller),,66-74,,
4:35.0,Q. Miller makes free throw 1 of 2,1,67-74,,
4:35.0,R. McCallum enters the game for D. Williams,,67-74,,
4:35.0,Q. Miller makes free throw 2 of 2,1,68-74,,
4:28.0,Personal foul by R. McCallum (drawn by K. Thompson),,68-74,,
4:28.0,,,68-74,,J. Holiday enters the game for H. Barnes
4:19.0,,,68-77,3,K. Thompson makes 3-pt shot from 25 ft (assist by J. Holiday)
4:02.0,Q. Miller misses 3-pt shot from 26 ft,,68-77,,
4:01.0,,,68-77,,Defensive rebound by A. Bogut
3:56.0,Personal foul by D. Cousins (drawn by A. Bogut),,68-77,,
3:51.0,,,68-77,,Turnover by S. Curry (bad pass; steal by D. Collison)
3:43.0,D. Collison misses 2-pt shot from 18 ft,,68-77,,
3:42.0,,,68-77,,Defensive rebound by D. Green
3:27.0,,,68-79,2,D. Green makes 2-pt shot at rim (assist by K. Thompson)
3:24.0,Sacramento full timeout,,68-79,,
3:24.0,J. Thompson enters the game for D. Cousins,,68-79,,
3:12.0,Shooting foul by D. Green (drawn by D. Collison),,68-79,,
3:12.0,D. Collison makes free throw 1 of 2,1,69-79,,
3:12.0,,,69-79,,D. Lee enters the game for A. Bogut
3:12.0,D. Collison makes free throw 2 of 2,1,70-79,,
3:03.0,,,70-82,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
2:38.0,R. McCallum misses 2-pt shot from 19 ft,,70-82,,
2:37.0,,,70-82,,Defensive rebound by D. Green
2:30.0,,,70-84,2,K. Thompson makes 2-pt shot at rim
2:12.0,Turnover by N. Stauskas (bad pass; steal by S. Curry),,70-84,,
2:06.0,,,70-87,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
1:47.0,D. Collison misses 2-pt shot from 12 ft,,70-87,,
1:45.0,,,70-87,,Defensive rebound by D. Lee
1:37.0,,,70-89,2,K. Thompson makes 2-pt shot from 15 ft
1:21.0,D. Collison misses 2-pt shot from 1 ft,,70-89,,
1:20.0,Offensive rebound by J. Thompson,,70-89,,
1:20.0,J. Thompson misses 2-pt shot from 1 ft,,70-89,,
1:18.0,Offensive rebound by R. McCallum,,70-89,,
1:15.0,R. McCallum misses 2-pt shot at rim (block by J. Holiday),,70-89,,
1:12.0,,,70-89,,Defensive rebound by D. Lee
1:06.0,,,70-92,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
1:01.0,Sacramento full timeout,,70-92,,
1:01.0,B. McLemore enters the game for D. Collison,,70-92,,
1:01.0,R. Sessions enters the game for N. Stauskas,,70-92,,
1:01.0,D. Williams enters the game for Q. Miller,,70-92,,
1:01.0,,,70-92,,S. Livingston enters the game for S. Curry
0:51.0,Shooting foul by D. Green (drawn by D. Williams),,70-92,,
0:51.0,D. Williams misses free throw 1 of 2,,70-92,,
0:51.0,Offensive rebound by Team,,70-92,,
0:51.0,D. Williams makes free throw 2 of 2,1,71-92,,
0:35.0,,,71-95,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston)
0:29.0,Turnover by R. Sessions (lost ball; steal by K. Thompson),,71-95,,
0:24.0,,,71-95,,Turnover by D. Lee (bad pass; steal by R. McCallum)
0:13.0,J. Thompson makes 2-pt shot from 15 ft (assist by R. Sessions),2,73-95,,
0:05.0,Personal foul by B. McLemore (drawn by K. Thompson),,73-95,,
0:05.0,,,73-96,1,K. Thompson makes free throw 1 of 2
0:05.0,,,73-97,1,K. Thompson makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,73-97,,K. Thompson misses 2-pt shot from 21 ft
11:42.0,,,73-97,,Offensive rebound by J. Holiday
11:42.0,,,73-97,,J. Holiday misses 2-pt shot from 4 ft
11:40.0,,,73-97,,Offensive rebound by J. Holiday
11:40.0,,,73-97,,J. Holiday misses 2-pt shot from 2 ft
11:39.0,,,73-97,,Offensive rebound by M. Speights
11:38.0,,,73-99,2,M. Speights makes 2-pt shot from 1 ft
11:20.0,Turnover by D. Cousins (lost ball; steal by K. Thompson),,73-99,,
11:12.0,,,73-99,,J. Holiday misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by Q. Miller,,73-99,,
11:04.0,D. Collison misses 3-pt shot from 26 ft,,73-99,,
11:03.0,,,73-99,,Defensive rebound by K. Thompson
10:54.0,Personal foul by Q. Miller (drawn by K. Thompson),,73-99,,
10:54.0,,,73-100,1,K. Thompson makes free throw 1 of 2
10:54.0,,,73-101,1,K. Thompson makes free throw 2 of 2
10:41.0,D. Cousins misses 2-pt shot from 19 ft,,73-101,,
10:39.0,,,73-101,,Defensive rebound by J. Holiday
10:29.0,,,73-104,3,J. Holiday makes 3-pt shot from 22 ft (assist by K. Thompson)
10:01.0,Turnover by Team (shot clock),,73-104,,
9:52.0,,,73-104,,K. Thompson misses 2-pt shot from 19 ft
9:52.0,,,73-104,,Offensive rebound by M. Speights
9:52.0,,,73-104,,M. Speights misses 2-pt shot at rim
9:50.0,Defensive rebound by D. Cousins,,73-104,,
9:43.0,D. Cousins misses 2-pt shot from 19 ft,,73-104,,
9:41.0,,,73-104,,Defensive rebound by J. Holiday
9:33.0,,,73-104,,K. Thompson misses 3-pt shot from 27 ft
9:32.0,Defensive rebound by D. Cousins,,73-104,,
9:28.0,,,73-104,,Shooting block foul by M. Speights (drawn by D. Williams)
9:28.0,D. Williams makes free throw 1 of 2,1,74-104,,
9:28.0,,,74-104,,B. Rush enters the game for K. Thompson
9:28.0,D. Williams makes free throw 2 of 2,1,75-104,,
9:21.0,,,75-104,,D. Lee misses 2-pt shot from 4 ft (block by Q. Miller)
9:21.0,,,75-104,,Offensive rebound by Team
9:18.0,,,75-104,,J. Holiday misses 3-pt shot from 26 ft
9:16.0,Defensive rebound by D. Collison,,75-104,,
9:08.0,D. Collison makes 2-pt shot from 17 ft,2,77-104,,
8:55.0,,,77-106,2,D. Lee makes 2-pt shot at rim (assist by S. Livingston)
8:40.0,B. McLemore misses 2-pt shot from 3 ft,,77-106,,
8:38.0,Offensive rebound by D. Cousins,,77-106,,
8:38.0,D. Cousins makes 2-pt shot at rim,2,79-106,,
8:24.0,,,79-106,,B. Rush misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by Team,,79-106,,
8:23.0,,,79-106,,Loose ball foul by M. Speights (drawn by Q. Miller)
8:23.0,Official timeout,,79-106,,
8:23.0,R. McCallum enters the game for D. Williams,,79-106,,
8:23.0,R. Sessions enters the game for D. Cousins,,79-106,,
8:23.0,N. Stauskas enters the game for B. McLemore,,79-106,,
8:23.0,R. Hollins enters the game for D. Collison,,79-106,,
8:23.0,J. Thompson enters the game for Q. Miller,,79-106,,
8:12.0,,,79-106,,Personal foul by S. Livingston (drawn by R. Hollins)
8:03.0,Turnover by R. Hollins (bad pass; steal by D. Lee),,79-106,,
7:47.0,,,79-106,,D. Lee misses 2-pt shot from 18 ft
7:46.0,Defensive rebound by R. Sessions,,79-106,,
7:31.0,R. Sessions misses 2-pt shot from 18 ft,,79-106,,
7:29.0,,,79-106,,Defensive rebound by M. Speights
7:16.0,,,79-108,2,M. Speights makes 2-pt shot from 17 ft
7:16.0,,,79-108,,Shooting foul by J. Thompson (drawn by M. Speights)
7:16.0,,,79-109,1,M. Speights makes free throw 1 of 1
7:04.0,,,79-109,,Personal foul by D. Lee (drawn by R. Hollins)
6:54.0,N. Stauskas makes 2-pt shot from 1 ft,2,81-109,,
6:33.0,,,81-111,2,M. Speights makes 2-pt shot from 17 ft (assist by S. Livingston)
6:22.0,Turnover by R. Sessions (bad pass; steal by S. Livingston),,81-111,,
