time,LA Clippers,pts.away,score,pts.home,Golden State
6:02.0,,,18-13,,Defensive rebound by D. Green
5:50.0,,,18-13,,Turnover by K. Thompson (bad pass)
5:50.0,,,18-13,,Golden State full timeout
5:42.0,Turnover by C. Paul (bad pass; steal by A. Bogut),,18-13,,
5:19.0,,,18-13,,H. Barnes misses 3-pt shot from 23 ft
5:18.0,Defensive rebound by J. Redick,,18-13,,
5:00.0,Turnover by J. Redick (bad pass; steal by H. Barnes),,18-13,,
4:54.0,,,18-15,2,D. Green makes 2-pt shot from 1 ft
4:37.0,C. Paul misses 2-pt shot from 20 ft,,18-15,,
4:36.0,,,18-15,,Defensive rebound by K. Thompson
4:23.0,,,18-15,,Turnover by K. Thompson (step out of bounds)
4:21.0,J. Redick makes 2-pt shot from 21 ft (assist by M. Barnes),2,20-15,,
3:57.0,,,20-18,3,D. Green makes 3-pt shot from 25 ft (assist by S. Curry)
3:43.0,,,20-18,,Personal foul by K. Thompson (drawn by D. Jordan)
3:43.0,,,20-18,,A. Iguodala enters the game for H. Barnes
3:43.0,A. Rivers enters the game for J. Redick,,20-18,,
3:43.0,G. Davis enters the game for S. Hawes,,20-18,,
3:34.0,M. Barnes misses 3-pt shot from 23 ft,,20-18,,
3:33.0,,,20-18,,Defensive rebound by A. Bogut
3:25.0,,,20-18,,S. Curry misses 2-pt shot from 16 ft
3:24.0,Defensive rebound by D. Jordan,,20-18,,
3:14.0,M. Barnes misses 3-pt shot from 25 ft,,20-18,,
3:13.0,Offensive rebound by C. Paul,,20-18,,
3:03.0,C. Paul makes 2-pt shot from 17 ft,2,22-18,,
2:50.0,,,22-21,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
2:32.0,M. Barnes makes 2-pt shot from 1 ft (assist by C. Paul),2,24-21,,
2:18.0,,,24-21,,S. Curry misses 2-pt shot from 11 ft
2:17.0,Defensive rebound by D. Jordan,,24-21,,
1:59.0,M. Barnes makes 2-pt shot from 8 ft,2,26-21,,
1:43.0,,,26-23,2,K. Thompson makes 2-pt shot from 20 ft (assist by A. Iguodala)
1:40.0,LA Clippers full timeout,,26-23,,
1:40.0,,,26-23,,L. Barbosa enters the game for A. Bogut
1:40.0,,,26-23,,M. Speights enters the game for S. Curry
1:40.0,H. Turkoglu enters the game for M. Barnes,,26-23,,
1:27.0,G. Davis misses 2-pt shot from 13 ft,,26-23,,
1:26.0,Offensive rebound by C. Paul,,26-23,,
1:19.0,G. Davis makes 2-pt shot from 5 ft (assist by C. Paul),2,28-23,,
0:56.0,,,28-26,3,D. Green makes 3-pt shot from 22 ft (assist by L. Barbosa)
0:40.0,H. Turkoglu misses 3-pt shot from 26 ft,,28-26,,
0:39.0,Offensive rebound by Team,,28-26,,
0:39.0,N. Robinson enters the game for C. Paul,,28-26,,
0:31.0,A. Rivers misses 2-pt shot from 13 ft,,28-26,,
0:29.0,Offensive rebound by G. Davis,,28-26,,
0:29.0,G. Davis misses 2-pt shot at rim,,28-26,,
0:27.0,Offensive rebound by G. Davis,,28-26,,
0:26.0,G. Davis misses 2-pt shot from 2 ft,,28-26,,
0:24.0,,,28-26,,Defensive rebound by D. Green
0:05.0,,,28-29,3,K. Thompson makes 3-pt shot from 28 ft (assist by A. Iguodala)
0:01.0,N. Robinson misses 2-pt shot from 12 ft,,28-29,,
0:00.0,Offensive rebound by Team,,28-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,28-29,,L. Barbosa misses 2-pt shot from 2 ft
11:42.0,Defensive rebound by D. Jordan,,28-29,,
11:36.0,H. Turkoglu misses 3-pt shot from 26 ft,,28-29,,
11:35.0,,,28-29,,Defensive rebound by A. Iguodala
11:25.0,,,28-31,2,L. Barbosa makes 2-pt shot from 18 ft (assist by D. Lee)
11:09.0,A. Rivers makes 2-pt shot from 6 ft,2,30-31,,
11:09.0,Shooting foul by M. Speights (drawn by A. Rivers),,30-31,,
11:09.0,,,30-31,,F. Ezeli enters the game for M. Speights
11:09.0,S. Hawes enters the game for D. Jordan,,30-31,,
11:09.0,A. Rivers makes free throw 1 of 1,1,31-31,,
10:49.0,Personal foul by A. Rivers (drawn by A. Iguodala),,31-31,,
10:44.0,,,31-31,,Turnover by L. Barbosa (bad pass; steal by H. Turkoglu)
10:27.0,G. Davis makes 2-pt shot from 1 ft,2,33-31,,
10:03.0,,,33-33,2,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala)
9:40.0,Shooting foul by D. Lee (drawn by N. Robinson),,33-33,,
9:40.0,N. Robinson makes free throw 1 of 2,1,34-33,,
9:40.0,N. Robinson makes free throw 2 of 2,1,35-33,,
9:25.0,,,35-33,,S. Livingston misses 2-pt shot from 15 ft
9:25.0,Defensive rebound by G. Davis,,35-33,,
9:18.0,S. Hawes misses 2-pt shot from 4 ft,,35-33,,
9:17.0,,,35-33,,Defensive rebound by D. Lee
9:08.0,,,35-33,,S. Livingston misses 2-pt shot from 7 ft
9:07.0,,,35-33,,Offensive rebound by A. Iguodala
9:07.0,,,35-35,2,A. Iguodala makes 2-pt shot from 1 ft
8:47.0,A. Rivers makes 2-pt shot from 7 ft (assist by S. Hawes),2,37-35,,
8:22.0,,,37-35,,L. Barbosa misses 2-pt shot from 9 ft
8:21.0,,,37-35,,Offensive rebound by D. Lee
8:21.0,,,37-35,,Shooting foul by S. Hawes (drawn by D. Lee)
8:21.0,Official timeout,,37-35,,
8:21.0,,,37-35,,S. Curry enters the game for L. Barbosa
8:21.0,,,37-35,,D. Lee misses free throw 1 of 2
8:21.0,,,37-35,,Offensive rebound by Team
8:21.0,,,37-35,,D. Lee misses free throw 2 of 2
8:21.0,Defensive rebound by S. Hawes,,37-35,,
8:07.0,G. Davis misses 2-pt shot from 7 ft,,37-35,,
8:06.0,,,37-35,,Defensive rebound by S. Livingston
7:46.0,,,37-35,,A. Iguodala misses 3-pt shot from 23 ft
7:45.0,,,37-35,,Offensive rebound by D. Lee
7:45.0,,,37-37,2,D. Lee makes 2-pt shot from 1 ft
7:25.0,N. Robinson misses 3-pt shot from 25 ft,,37-37,,
7:24.0,,,37-37,,Defensive rebound by F. Ezeli
7:03.0,,,37-37,,A. Iguodala misses 3-pt shot from 25 ft
7:02.0,Defensive rebound by G. Davis,,37-37,,
6:56.0,LA Clippers full timeout,,37-37,,
6:56.0,C. Paul enters the game for S. Hawes,,37-37,,
6:56.0,J. Redick enters the game for H. Turkoglu,,37-37,,
6:56.0,D. Jordan enters the game for N. Robinson,,37-37,,
6:56.0,,,37-37,,A. Bogut enters the game for F. Ezeli
6:48.0,C. Paul misses 2-pt shot from 13 ft,,37-37,,
6:47.0,Offensive rebound by C. Paul,,37-37,,
6:39.0,Shooting foul by A. Bogut (drawn by D. Jordan),,37-37,,
6:39.0,D. Jordan misses free throw 1 of 2,,37-37,,
6:39.0,Offensive rebound by Team,,37-37,,
6:39.0,D. Jordan makes free throw 2 of 2,1,38-37,,
6:30.0,,,38-37,,Turnover by D. Lee (bad pass; steal by J. Redick)
6:18.0,A. Rivers misses 3-pt shot from 27 ft,,38-37,,
6:18.0,,,38-37,,Defensive rebound by Team
6:09.0,Personal foul by C. Paul (drawn by S. Livingston),,38-37,,
6:03.0,,,38-37,,Turnover by A. Bogut (lost ball)
5:49.0,G. Davis misses 2-pt shot from 2 ft,,38-37,,
5:48.0,,,38-37,,Defensive rebound by S. Livingston
5:40.0,,,38-37,,Turnover by S. Curry (lost ball; steal by J. Redick)
5:38.0,,,38-37,,Personal foul by A. Bogut (drawn by C. Paul)
5:38.0,M. Barnes enters the game for A. Rivers,,38-37,,
5:38.0,,,38-37,,K. Thompson enters the game for A. Iguodala
5:25.0,J. Redick misses 3-pt shot from 26 ft,,38-37,,
5:24.0,,,38-37,,Defensive rebound by A. Bogut
5:16.0,,,38-39,2,S. Curry makes 2-pt shot from 17 ft
4:59.0,G. Davis misses 2-pt shot from 4 ft (block by A. Bogut),,38-39,,
4:57.0,,,38-39,,Defensive rebound by S. Livingston
4:56.0,Personal foul by G. Davis (drawn by D. Lee),,38-39,,
4:56.0,,,38-39,,D. Green enters the game for D. Lee
4:56.0,S. Hawes enters the game for G. Davis,,38-39,,
4:48.0,,,38-41,2,K. Thompson makes 2-pt shot from 15 ft (assist by S. Curry)
4:40.0,LA Clippers full timeout,,38-41,,
4:40.0,,,38-41,,H. Barnes enters the game for A. Bogut
4:22.0,C. Paul misses 3-pt shot from 25 ft,,38-41,,
4:21.0,,,38-41,,Defensive rebound by S. Livingston
4:15.0,Personal foul by C. Paul (drawn by S. Curry),,38-41,,
4:15.0,,,38-42,1,S. Curry makes free throw 1 of 2
4:15.0,A. Rivers enters the game for S. Hawes,,38-42,,
4:15.0,,,38-43,1,S. Curry makes free throw 2 of 2
4:04.0,Turnover by C. Paul (lost ball; steal by S. Curry),,38-43,,
3:57.0,,,38-43,,K. Thompson misses 2-pt shot from 4 ft
3:56.0,,,38-43,,Offensive rebound by S. Livingston
3:56.0,,,38-45,2,S. Livingston makes 2-pt shot at rim
3:38.0,M. Barnes makes 2-pt shot from 6 ft (assist by C. Paul),2,40-45,,
3:28.0,,,40-47,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
3:07.0,J. Redick misses 3-pt shot from 25 ft,,40-47,,
3:06.0,,,40-47,,Defensive rebound by H. Barnes
3:00.0,,,40-49,2,S. Livingston makes 2-pt shot from 8 ft
3:00.0,,,40-49,,Shooting foul by A. Rivers (drawn by S. Livingston)
3:00.0,,,40-50,1,S. Livingston makes free throw 1 of 1
2:48.0,Turnover by A. Rivers (lost ball),,40-50,,
2:48.0,,,40-50,,Golden State full timeout
2:34.0,,,40-50,,S. Livingston misses 2-pt shot from 12 ft
2:33.0,Defensive rebound by D. Jordan,,40-50,,
2:17.0,A. Rivers makes 2-pt shot from 10 ft,2,42-50,,
2:17.0,Shooting foul by S. Livingston (drawn by A. Rivers),,42-50,,
2:17.0,A. Rivers makes free throw 1 of 1,1,43-50,,
2:10.0,,,43-50,,Turnover by S. Curry (bad pass; steal by D. Jordan)
2:03.0,M. Barnes misses 3-pt shot from 23 ft,,43-50,,
2:02.0,,,43-50,,Defensive rebound by S. Curry
1:46.0,,,43-53,3,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green)
1:21.0,A. Rivers misses 2-pt shot from 12 ft (block by K. Thompson),,43-53,,
1:19.0,,,43-53,,Defensive rebound by S. Livingston
1:12.0,,,43-53,,D. Green misses 3-pt shot from 25 ft
1:11.0,Defensive rebound by D. Jordan,,43-53,,
1:04.0,C. Paul makes 2-pt shot from 19 ft,2,45-53,,
0:57.0,,,45-53,,Golden State full timeout
0:49.0,,,45-55,2,S. Livingston makes 2-pt shot from 2 ft
0:37.0,J. Redick makes 2-pt shot from 19 ft (assist by C. Paul),2,47-55,,
0:28.0,,,47-55,,Shooting foul by D. Jordan (drawn by D. Green)
0:28.0,,,47-56,1,D. Green makes free throw 1 of 2
0:28.0,,,47-57,1,D. Green makes free throw 2 of 2
0:10.0,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul),3,50-57,,
0:03.0,,,50-57,,Turnover by S. Curry (bad pass; steal by C. Paul)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,50-57,,S. Curry misses 2-pt shot from 12 ft
11:35.0,Defensive rebound by S. Hawes,,50-57,,
11:18.0,S. Hawes misses 2-pt shot from 2 ft,,50-57,,
11:17.0,,,50-57,,Defensive rebound by A. Bogut
11:10.0,,,50-59,2,D. Green makes 2-pt shot from 2 ft
10:50.0,C. Paul misses 2-pt shot from 17 ft,,50-59,,
10:49.0,,,50-59,,Defensive rebound by H. Barnes
10:36.0,,,50-59,,H. Barnes misses 2-pt shot from 1 ft
10:34.0,Defensive rebound by S. Hawes,,50-59,,
10:28.0,J. Redick makes 2-pt shot from 2 ft (assist by C. Paul),2,52-59,,
10:18.0,,,52-59,,Golden State full timeout
10:04.0,,,52-59,,D. Green misses 3-pt shot from 26 ft
10:03.0,,,52-59,,Offensive rebound by Team
10:03.0,,,52-59,,Turnover by Team (shot clock)
9:50.0,Turnover by C. Paul (lost ball; steal by D. Green),,52-59,,
9:44.0,,,52-62,3,S. Curry makes 3-pt shot from 27 ft (assist by D. Green)
9:31.0,,,52-62,,Personal foul by S. Curry (drawn by J. Redick)
9:27.0,S. Hawes misses 2-pt shot from 6 ft (block by D. Green),,52-62,,
9:26.0,,,52-62,,Defensive rebound by D. Green
9:03.0,,,52-62,,K. Thompson misses 2-pt shot from 13 ft
9:03.0,,,52-62,,Offensive rebound by Team
9:03.0,Loose ball foul by M. Barnes (drawn by A. Bogut),,52-62,,
9:01.0,Personal foul by M. Barnes (drawn by K. Thompson),,52-62,,
8:44.0,,,52-65,3,S. Curry makes 3-pt shot from 25 ft
8:30.0,J. Redick misses 3-pt shot from 23 ft,,52-65,,
8:29.0,Offensive rebound by D. Jordan,,52-65,,
8:27.0,J. Redick makes 2-pt shot at rim (assist by D. Jordan),2,54-65,,
8:14.0,,,54-65,,D. Green misses 3-pt shot from 25 ft
8:13.0,Defensive rebound by D. Jordan,,54-65,,
7:49.0,C. Paul misses 3-pt shot from 27 ft,,54-65,,
7:48.0,,,54-65,,Defensive rebound by A. Bogut
7:40.0,,,54-67,2,D. Green makes 2-pt shot from 13 ft (assist by S. Curry)
7:40.0,,,54-67,,Shooting foul by D. Jordan (drawn by D. Green)
7:40.0,,,54-68,1,D. Green makes free throw 1 of 1
7:40.0,LA Clippers full timeout,,54-68,,
7:22.0,C. Paul makes 2-pt shot from 11 ft,2,56-68,,
7:05.0,,,56-68,,D. Green misses 2-pt shot from 17 ft
7:04.0,Defensive rebound by Team,,56-68,,
6:51.0,J. Redick misses 2-pt shot from 19 ft,,56-68,,
6:50.0,Offensive rebound by D. Jordan,,56-68,,
6:50.0,D. Jordan makes 2-pt shot from 1 ft,2,58-68,,
6:35.0,,,58-70,2,K. Thompson makes 2-pt shot from 15 ft
6:16.0,G. Davis enters the game for S. Hawes,,58-70,,
6:11.0,C. Paul makes 2-pt shot from 17 ft (assist by M. Barnes),2,60-70,,
6:00.0,,,60-72,2,A. Bogut makes 2-pt shot at rim (assist by D. Green)
5:48.0,Offensive charge foul by D. Jordan,,60-72,,
5:48.0,Turnover by D. Jordan (offensive foul),,60-72,,
5:34.0,,,60-74,2,D. Green makes 2-pt shot from 10 ft (assist by K. Thompson)
5:34.0,,,60-74,,Shooting foul by G. Davis (drawn by D. Green)
5:34.0,,,60-75,1,D. Green makes free throw 1 of 1
5:21.0,Turnover by G. Davis (bad pass),,60-75,,
5:19.0,,,60-75,,K. Thompson misses 3-pt shot from 27 ft (block by M. Barnes)
5:19.0,,,60-75,,Offensive rebound by Team
5:19.0,H. Turkoglu enters the game for G. Davis,,60-75,,
5:15.0,,,60-75,,D. Green misses 2-pt shot from 7 ft
5:14.0,Defensive rebound by C. Paul,,60-75,,
5:09.0,Turnover by C. Paul (lost ball; steal by H. Barnes),,60-75,,
5:08.0,Personal foul by C. Paul (drawn by H. Barnes),,60-75,,
5:08.0,,,60-75,,H. Barnes misses free throw 1 of 2
5:08.0,,,60-75,,Offensive rebound by Team
5:08.0,,,60-75,,A. Iguodala enters the game for A. Bogut
5:08.0,,,60-76,1,H. Barnes makes free throw 2 of 2
4:53.0,,,60-76,,Personal foul by D. Green (drawn by D. Jordan)
4:46.0,Turnover by J. Redick (bad pass; steal by H. Barnes),,60-76,,
4:43.0,,,60-76,,Turnover by H. Barnes (bad pass)
4:43.0,A. Rivers enters the game for M. Barnes,,60-76,,
4:19.0,A. Rivers makes 2-pt shot from 7 ft (assist by C. Paul),2,62-76,,
4:06.0,,,62-76,,Turnover by S. Curry (lost ball; steal by C. Paul)
4:05.0,,,62-76,,Personal foul by D. Green (drawn by C. Paul)
4:05.0,,,62-76,,S. Livingston enters the game for H. Barnes
3:50.0,C. Paul misses 3-pt shot from 26 ft,,62-76,,
3:48.0,,,62-76,,Defensive rebound by A. Iguodala
3:23.0,,,62-76,,D. Green misses 2-pt shot at rim
3:23.0,Defensive rebound by A. Rivers,,62-76,,
3:15.0,H. Turkoglu makes 3-pt shot from 24 ft (assist by A. Rivers),3,65-76,,
3:07.0,,,65-76,,Golden State full timeout
2:59.0,,,65-78,2,D. Green makes 2-pt shot at rim (assist by A. Iguodala)
2:35.0,A. Rivers misses 2-pt shot from 19 ft,,65-78,,
2:34.0,,,65-78,,Defensive rebound by S. Livingston
2:29.0,,,65-78,,Shooting foul by H. Turkoglu (drawn by A. Iguodala)
2:29.0,,,65-79,1,A. Iguodala makes free throw 1 of 2
2:29.0,,,65-79,,L. Barbosa enters the game for S. Curry
2:29.0,N. Robinson enters the game for C. Paul,,65-79,,
2:29.0,,,65-80,1,A. Iguodala makes free throw 2 of 2
2:17.0,Turnover by A. Rivers (bad pass; steal by L. Barbosa),,65-80,,
2:11.0,,,65-80,,Shooting foul by N. Robinson (drawn by S. Livingston)
2:11.0,,,65-81,1,S. Livingston makes free throw 1 of 2
2:11.0,,,65-81,,S. Livingston misses free throw 2 of 2
2:10.0,Defensive rebound by D. Jordan,,65-81,,
1:47.0,N. Robinson misses 2-pt shot from 4 ft,,65-81,,
1:45.0,Offensive rebound by D. Jordan,,65-81,,
1:45.0,D. Jordan makes 2-pt shot from 1 ft,2,67-81,,
1:31.0,,,67-83,2,S. Livingston makes 2-pt shot from 14 ft
1:06.0,Shooting foul by D. Green (drawn by D. Jordan),,67-83,,
1:06.0,D. Jordan makes free throw 1 of 2,1,68-83,,
1:06.0,,,68-83,,H. Barnes enters the game for D. Green
1:06.0,D. Jordan misses free throw 2 of 2,,68-83,,
1:05.0,,,68-83,,Defensive rebound by H. Barnes
0:50.0,,,68-83,,A. Iguodala misses 3-pt shot from 25 ft
0:49.0,Defensive rebound by D. Jordan,,68-83,,
0:33.0,Turnover by D. Jordan (bad pass; steal by L. Barbosa),,68-83,,
0:29.0,,,68-85,2,L. Barbosa makes 2-pt shot from 1 ft
0:17.0,Turnover by A. Rivers (lost ball),,68-85,,
0:17.0,G. Davis enters the game for D. Jordan,,68-85,,
0:05.0,,,68-87,2,K. Thompson makes 2-pt shot from 18 ft (assist by S. Livingston)
0:01.0,A. Rivers misses 3-pt shot from 38 ft,,68-87,,
0:00.0,Offensive rebound by Team,,68-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,N. Robinson misses 2-pt shot from 18 ft,,68-87,,
11:48.0,,,68-87,,Defensive rebound by D. Lee
11:24.0,,,68-87,,Turnover by Team (shot clock)
11:14.0,G. Davis misses 2-pt shot from 2 ft,,68-87,,
11:12.0,,,68-87,,Defensive rebound by H. Barnes
11:00.0,,,68-90,3,L. Barbosa makes 3-pt shot from 23 ft (assist by A. Iguodala)
10:43.0,G. Davis makes 2-pt shot from 2 ft (assist by C. Paul),2,70-90,,
10:35.0,,,70-90,,H. Barnes misses 2-pt shot from 16 ft
10:32.0,Defensive rebound by G. Davis,,70-90,,
10:20.0,C. Paul makes 2-pt shot from 14 ft,2,72-90,,
9:57.0,,,72-92,2,D. Lee makes 2-pt shot from 18 ft (assist by L. Barbosa)
9:54.0,,,72-92,,Technical foul by S. Livingston
9:54.0,Technical foul by A. Rivers,,72-92,,
9:44.0,C. Paul misses 2-pt shot from 18 ft,,72-92,,
9:43.0,,,72-92,,Defensive rebound by Team
9:43.0,Loose ball foul by G. Davis (drawn by A. Iguodala),,72-92,,
9:25.0,,,72-92,,D. Lee misses 2-pt shot from 9 ft
9:24.0,Defensive rebound by A. Rivers,,72-92,,
9:02.0,H. Turkoglu misses 3-pt shot from 27 ft,,72-92,,
9:01.0,,,72-92,,Defensive rebound by D. Lee
8:45.0,,,72-92,,H. Barnes misses 2-pt shot from 9 ft
8:44.0,Defensive rebound by H. Turkoglu,,72-92,,
8:38.0,Offensive foul by C. Paul,,72-92,,
8:38.0,Turnover by C. Paul (offensive foul),,72-92,,
8:38.0,Official timeout,,72-92,,
8:38.0,J. Hamilton enters the game for C. Paul,,72-92,,
8:26.0,,,72-92,,S. Livingston misses 2-pt shot at rim
8:25.0,Defensive rebound by A. Rivers,,72-92,,
8:03.0,A. Rivers misses 3-pt shot from 23 ft,,72-92,,
8:01.0,,,72-92,,Defensive rebound by H. Barnes
7:54.0,,,72-92,,Turnover by L. Barbosa (bad pass; steal by A. Rivers)
7:49.0,A. Rivers makes 2-pt shot from 2 ft,2,74-92,,
7:32.0,,,74-92,,Offensive foul by L. Barbosa
7:32.0,,,74-92,,Turnover by L. Barbosa (offensive foul)
7:32.0,,,74-92,,S. Curry enters the game for L. Barbosa
7:16.0,H. Turkoglu makes 3-pt shot from 25 ft (assist by N. Robinson),3,77-92,,
6:57.0,,,77-92,,A. Iguodala misses 2-pt shot from 10 ft
6:55.0,Defensive rebound by Team,,77-92,,
6:48.0,Turnover by A. Rivers (bad pass; steal by S. Livingston),,77-92,,
6:42.0,,,77-92,,S. Curry misses 2-pt shot from 2 ft
6:41.0,,,77-92,,Offensive rebound by S. Livingston
6:41.0,,,77-94,2,S. Livingston makes 2-pt shot at rim
6:25.0,Turnover by H. Turkoglu (bad pass; steal by S. Curry),,77-94,,
6:23.0,Violation by H. Turkoglu (kicked ball),,77-94,,
6:11.0,,,77-94,,Shooting foul by H. Turkoglu (drawn by D. Lee)
6:11.0,,,77-94,,D. Lee misses free throw 1 of 2
6:11.0,,,77-94,,Offensive rebound by Team
6:11.0,,,77-94,,D. Lee misses free throw 2 of 2
6:10.0,Defensive rebound by G. Davis,,77-94,,
5:54.0,A. Rivers makes 2-pt shot from 2 ft,2,79-94,,
5:35.0,,,79-96,2,S. Livingston makes 2-pt shot from 9 ft
5:17.0,H. Turkoglu makes 3-pt shot from 23 ft (assist by J. Hamilton),3,82-96,,
4:59.0,,,82-99,3,H. Barnes makes 3-pt shot from 26 ft (assist by S. Livingston)
4:39.0,N. Robinson misses 2-pt shot from 9 ft,,82-99,,
4:38.0,,,82-99,,Defensive rebound by A. Iguodala
4:23.0,,,82-99,,H. Barnes misses 3-pt shot from 25 ft
4:21.0,Defensive rebound by J. Hamilton,,82-99,,
4:10.0,Turnover by J. Hamilton (bad pass; steal by S. Curry),,82-99,,
4:06.0,Personal foul by A. Rivers (drawn by S. Curry),,82-99,,
4:06.0,,,82-99,,Golden State full timeout
4:06.0,,,82-100,1,S. Curry makes free throw 1 of 2
4:06.0,,,82-101,1,S. Curry makes free throw 2 of 2
3:47.0,J. Hamilton misses 2-pt shot from 5 ft,,82-101,,
3:46.0,Offensive rebound by Team,,82-101,,
3:46.0,,,82-101,,L. Barbosa enters the game for S. Curry
3:46.0,,,82-101,,J. Holiday enters the game for A. Iguodala
3:42.0,H. Turkoglu makes 3-pt shot from 26 ft (assist by N. Robinson),3,85-101,,
3:29.0,,,85-101,,L. Barbosa misses 2-pt shot from 20 ft
3:28.0,Defensive rebound by J. Hamilton,,85-101,,
3:19.0,G. Davis makes 2-pt shot from 2 ft (assist by A. Rivers),2,87-101,,
3:19.0,Shooting foul by L. Barbosa (drawn by G. Davis),,87-101,,
3:19.0,G. Davis misses free throw 1 of 1,,87-101,,
3:18.0,,,87-101,,Defensive rebound by H. Barnes
3:01.0,,,87-101,,H. Barnes misses 3-pt shot from 23 ft
2:59.0,Defensive rebound by N. Robinson,,87-101,,
2:54.0,A. Rivers makes 2-pt shot from 1 ft (assist by N. Robinson),2,89-101,,
2:54.0,Shooting foul by L. Barbosa (drawn by A. Rivers),,89-101,,
2:54.0,LA Clippers full timeout,,89-101,,
2:54.0,C. Wilcox enters the game for H. Turkoglu,,89-101,,
2:54.0,A. Rivers makes free throw 1 of 1,1,90-101,,
2:47.0,,,90-101,,Golden State full timeout
2:42.0,,,90-101,,H. Barnes misses 2-pt shot from 2 ft (block by G. Davis)
2:41.0,,,90-101,,Offensive rebound by Team
2:35.0,Personal foul by J. Hamilton (drawn by S. Livingston),,90-101,,
2:26.0,,,90-101,,S. Livingston misses 2-pt shot from 14 ft
2:25.0,,,90-101,,Offensive rebound by J. Holiday
2:04.0,,,90-101,,H. Barnes misses 2-pt shot from 7 ft
2:02.0,Defensive rebound by G. Davis,,90-101,,
1:53.0,Shooting foul by S. Livingston (drawn by A. Rivers),,90-101,,
1:53.0,A. Rivers makes free throw 1 of 2,1,91-101,,
1:53.0,A. Rivers makes free throw 2 of 2,1,92-101,,
1:32.0,,,92-103,2,S. Livingston makes 2-pt shot from 10 ft
1:19.0,Turnover by J. Hamilton (bad pass; steal by S. Livingston),,92-103,,
1:14.0,,,92-105,2,L. Barbosa makes 2-pt shot from 3 ft (assist by S. Livingston)
1:07.0,N. Robinson makes 3-pt shot from 26 ft,3,95-105,,
1:05.0,Personal foul by G. Davis (drawn by S. Livingston),,95-105,,
