time,Oklahoma City,pts.away,score,pts.home,LA Clippers
4:02.0,Defensive rebound by S. Ibaka,,82-86,,
3:52.0,S. Ibaka misses 2-pt shot from 3 ft,,82-86,,
3:46.0,,,82-86,,Defensive rebound by D. Jordan
3:35.0,,,82-89,3,J. Redick makes 3-pt shot from 25 ft (assist by D. Jordan)
3:23.0,Offensive foul by P. Jones,,82-89,,
3:23.0,Turnover by P. Jones (offensive foul),,82-89,,
3:20.0,Personal take foul by S. Telfair (drawn by D. Jordan),,82-89,,
3:20.0,,,82-89,,S. Hawes enters the game for D. Jordan
3:05.0,,,82-89,,S. Hawes misses 2-pt shot from 9 ft
3:02.0,Defensive rebound by P. Jones,,82-89,,
2:53.0,,,82-89,,LA Clippers full timeout
2:43.0,S. Telfair misses 2-pt shot from 4 ft (block by C. Paul),,82-89,,
2:43.0,,,82-89,,Defensive rebound by Team
2:23.0,,,82-89,,C. Paul misses 2-pt shot from 15 ft
2:22.0,Defensive rebound by S. Telfair,,82-89,,
2:11.0,S. Ibaka makes 3-pt shot from 25 ft (assist by S. Telfair),3,85-89,,
1:59.0,Personal foul by A. Roberson (drawn by B. Griffin),,85-89,,
1:59.0,,,85-89,,D. Jordan enters the game for S. Hawes
1:53.0,,,85-89,,B. Griffin misses 2-pt shot from 20 ft
1:52.0,Defensive rebound by A. Roberson,,85-89,,
1:44.0,S. Telfair makes 3-pt shot from 26 ft,3,88-89,,
1:44.0,,,88-89,,LA Clippers full timeout
1:23.0,,,88-89,,J. Crawford misses 2-pt shot from 13 ft
1:22.0,Defensive rebound by S. Ibaka,,88-89,,
1:07.0,Turnover by S. Telfair (bad pass; steal by J. Crawford),,88-89,,
1:03.0,,,88-89,,J. Redick misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by S. Adams,,88-89,,
0:54.0,S. Telfair misses 2-pt shot from 9 ft,,88-89,,
0:52.0,,,88-89,,Defensive rebound by B. Griffin
0:44.0,,,88-89,,J. Redick misses 3-pt shot from 23 ft
0:43.0,Defensive rebound by S. Adams,,88-89,,
0:39.0,Oklahoma City full timeout,,88-89,,
0:39.0,,,88-89,,M. Barnes enters the game for J. Redick
0:21.0,Turnover by S. Adams (lost ball; steal by D. Jordan),,88-89,,
0:14.0,Personal take foul by S. Telfair (drawn by C. Paul),,88-89,,
0:14.0,,,88-89,,C. Paul misses free throw 1 of 2
0:14.0,,,88-89,,Offensive rebound by Team
0:14.0,,,88-89,,C. Paul misses free throw 2 of 2
0:13.0,Defensive rebound by A. Roberson,,88-89,,
0:13.0,Oklahoma City full timeout,,88-89,,
0:09.0,S. Telfair misses 2-pt shot from 3 ft,,88-89,,
0:06.0,,,88-89,,Defensive rebound by C. Paul
0:06.0,Personal take foul by S. Adams (drawn by B. Griffin),,88-89,,
0:06.0,,,88-90,1,B. Griffin makes free throw 1 of 2
0:06.0,N. Collison enters the game for S. Telfair,,88-90,,
0:06.0,,,88-91,1,B. Griffin makes free throw 2 of 2
0:06.0,Oklahoma City full timeout,,88-91,,
0:06.0,S. Telfair enters the game for A. Roberson,,88-91,,
0:04.0,,,88-91,,Personal take foul by J. Crawford (drawn by N. Collison)
0:04.0,N. Collison makes free throw 1 of 2,1,89-91,,
0:04.0,A. Roberson enters the game for S. Telfair,,89-91,,
0:04.0,,,89-91,,S. Hawes enters the game for J. Crawford
0:04.0,N. Collison makes free throw 2 of 2,1,90-91,,
0:04.0,,,90-91,,Personal foul by B. Griffin (drawn by S. Ibaka)
0:04.0,Personal foul by S. Ibaka,,90-91,,
0:04.0,,,90-91,,LA Clippers full timeout
0:04.0,,,90-91,,J. Redick enters the game for B. Griffin
0:04.0,,,90-91,,J. Crawford enters the game for D. Jordan
0:04.0,S. Telfair enters the game for N. Collison,,90-91,,
0:03.0,Personal take foul by P. Jones (drawn by J. Redick),,90-91,,
0:03.0,,,90-92,1,J. Redick makes free throw 1 of 2
0:03.0,,,90-93,1,J. Redick makes free throw 2 of 2
0:00.0,S. Ibaka misses 3-pt shot from 26 ft,,90-93,,
0:00.0,Offensive rebound by Team,,90-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
