time,Denver,pts.away,score,pts.home,Golden State
8:05.0,,,3-3,,Defensive rebound by H. Barnes
7:52.0,,,3-3,,H. Barnes misses 3-pt shot from 26 ft
7:51.0,Defensive rebound by J. Nurkic,,3-3,,
7:39.0,T. Lawson misses 2-pt shot from 13 ft,,3-3,,
7:38.0,,,3-3,,Defensive rebound by A. Bogut
7:33.0,,,3-5,2,S. Curry makes 2-pt shot from 13 ft (assist by A. Bogut)
7:07.0,Turnover by K. Faried (lost ball),,3-5,,
7:03.0,,,3-5,,Shooting foul by J. Nurkic (drawn by A. Bogut)
7:03.0,,,3-5,,A. Bogut misses free throw 1 of 2
7:03.0,,,3-5,,Offensive rebound by Team
7:03.0,,,3-6,1,A. Bogut makes free throw 2 of 2
6:59.0,Denver full timeout,,3-6,,
6:47.0,W. Chandler makes 2-pt shot from 1 ft (assist by T. Lawson),2,5-6,,
6:40.0,,,5-6,,Shooting foul by J. Nurkic (drawn by K. Thompson)
6:40.0,,,5-7,1,K. Thompson makes free throw 1 of 2
6:40.0,,,5-8,1,K. Thompson makes free throw 2 of 2
6:19.0,A. Afflalo misses 2-pt shot from 12 ft,,5-8,,
6:18.0,,,5-8,,Defensive rebound by Team
6:07.0,,,5-8,,D. Green misses 3-pt shot from 27 ft
6:07.0,Defensive rebound by W. Chandler,,5-8,,
5:56.0,K. Faried makes 2-pt shot from 5 ft (assist by T. Lawson),2,7-8,,
5:49.0,,,7-8,,Golden State full timeout
5:42.0,,,7-10,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
5:22.0,W. Chandler misses 3-pt shot from 25 ft,,7-10,,
5:21.0,,,7-10,,Defensive rebound by K. Thompson
5:11.0,,,7-12,2,K. Thompson makes 2-pt shot from 7 ft
4:58.0,T. Lawson misses 2-pt shot from 8 ft,,7-12,,
4:57.0,,,7-12,,Defensive rebound by A. Bogut
4:41.0,,,7-14,2,A. Bogut makes 2-pt shot from 6 ft (assist by S. Curry)
4:30.0,Turnover by T. Lawson (bad pass; steal by K. Thompson),,7-14,,
4:26.0,,,7-14,,S. Curry misses 3-pt shot from 25 ft
4:25.0,,,7-14,,Offensive rebound by H. Barnes
4:20.0,,,7-16,2,K. Thompson makes 2-pt shot from 1 ft (assist by H. Barnes)
3:56.0,A. Afflalo misses 2-pt shot from 6 ft,,7-16,,
3:55.0,,,7-16,,Defensive rebound by D. Green
3:46.0,,,7-16,,K. Thompson misses 3-pt shot from 26 ft
3:45.0,Defensive rebound by J. Nurkic,,7-16,,
3:35.0,J. Nurkic makes 2-pt shot from 17 ft (assist by T. Lawson),2,9-16,,
3:16.0,,,9-18,2,S. Curry makes 2-pt shot from 14 ft
2:56.0,K. Faried makes 2-pt shot from 2 ft (assist by T. Lawson),2,11-18,,
2:56.0,Shooting foul by D. Green (drawn by K. Faried),,11-18,,
2:56.0,Denver full timeout,,11-18,,
2:56.0,,,11-18,,A. Iguodala enters the game for H. Barnes
2:56.0,,,11-18,,M. Speights enters the game for A. Bogut
2:56.0,J. Hickson enters the game for W. Chandler,,11-18,,
2:56.0,J. Nelson enters the game for J. Nurkic,,11-18,,
2:56.0,K. Faried misses free throw 1 of 1,,11-18,,
2:55.0,,,11-18,,Defensive rebound by D. Green
2:35.0,,,11-18,,Turnover by M. Speights (lost ball; steal by J. Hickson)
2:30.0,J. Hickson misses 2-pt shot from 5 ft (block by S. Curry),,11-18,,
2:30.0,Offensive rebound by Team,,11-18,,
2:30.0,D. Arthur enters the game for K. Faried,,11-18,,
2:15.0,J. Hickson misses 2-pt shot from 6 ft,,11-18,,
2:13.0,,,11-18,,Defensive rebound by D. Green
2:10.0,,,11-20,2,S. Curry makes 2-pt shot from 2 ft (assist by K. Thompson)
1:49.0,J. Nelson misses 3-pt shot from 27 ft,,11-20,,
1:48.0,Offensive rebound by Team,,11-20,,
1:48.0,,,11-20,,J. Holiday enters the game for K. Thompson
1:27.0,Turnover by J. Hickson (lost ball; steal by J. Holiday),,11-20,,
1:16.0,,,11-20,,M. Speights misses 2-pt shot from 17 ft
1:15.0,Defensive rebound by J. Hickson,,11-20,,
1:07.0,T. Lawson makes 2-pt shot from 8 ft (assist by J. Nelson),2,13-20,,
0:51.0,,,13-22,2,M. Speights makes 2-pt shot at rim (assist by S. Curry)
0:51.0,,,13-22,,Shooting foul by J. Hickson (drawn by M. Speights)
0:51.0,,,13-22,,D. Lee enters the game for D. Green
0:51.0,,,13-23,1,M. Speights makes free throw 1 of 1
0:42.0,Turnover by D. Arthur (bad pass),,13-23,,
0:30.0,,,13-25,2,M. Speights makes 2-pt shot from 4 ft (assist by S. Curry)
0:09.0,J. Nelson makes 2-pt shot from 14 ft,2,15-25,,
0:01.0,,,15-25,,S. Curry misses 3-pt shot from 33 ft
0:00.0,,,15-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,15-25,,M. Speights misses 2-pt shot from 17 ft
11:40.0,Defensive rebound by W. Chandler,,15-25,,
11:28.0,J. Nelson makes 3-pt shot from 25 ft,3,18-25,,
11:12.0,,,18-25,,A. Iguodala misses 2-pt shot from 18 ft
11:11.0,Defensive rebound by J. Hickson,,18-25,,
11:02.0,D. Arthur misses 2-pt shot from 13 ft,,18-25,,
11:01.0,,,18-25,,Defensive rebound by D. Lee
10:44.0,,,18-25,,J. Holiday misses 3-pt shot from 26 ft
10:42.0,Defensive rebound by J. Nelson,,18-25,,
10:34.0,J. Hickson misses 2-pt shot from 7 ft,,18-25,,
10:33.0,,,18-25,,Defensive rebound by M. Speights
10:22.0,,,18-25,,D. Lee misses 2-pt shot from 5 ft
10:21.0,Defensive rebound by J. Hickson,,18-25,,
10:02.0,Offensive foul by J. Hickson,,18-25,,
10:02.0,Turnover by J. Hickson (offensive foul),,18-25,,
10:02.0,K. Faried enters the game for J. Hickson,,18-25,,
9:48.0,,,18-28,3,J. Holiday makes 3-pt shot from 25 ft (assist by D. Lee)
9:39.0,J. Nelson misses 2-pt shot from 11 ft,,18-28,,
9:38.0,Offensive rebound by K. Faried,,18-28,,
9:38.0,K. Faried misses 2-pt shot from 1 ft,,18-28,,
9:36.0,,,18-28,,Defensive rebound by M. Speights
9:29.0,,,18-30,2,S. Livingston makes 2-pt shot from 2 ft (assist by A. Iguodala)
9:09.0,W. Chandler misses 2-pt shot from 13 ft,,18-30,,
9:08.0,,,18-30,,Defensive rebound by D. Lee
9:02.0,,,18-30,,J. Holiday misses 3-pt shot from 26 ft
9:00.0,Defensive rebound by R. Foye,,18-30,,
8:52.0,Turnover by K. Faried (bad pass; steal by S. Livingston),,18-30,,
8:37.0,Personal foul by D. Arthur (drawn by M. Speights),,18-30,,
8:37.0,Official timeout,,18-30,,
8:37.0,J. Nurkic enters the game for D. Arthur,,18-30,,
8:37.0,,,18-31,1,M. Speights makes free throw 1 of 2
8:37.0,,,18-32,1,M. Speights makes free throw 2 of 2
8:25.0,Turnover by R. Foye (bad pass),,18-32,,
8:10.0,,,18-34,2,S. Livingston makes 2-pt shot from 12 ft
7:56.0,K. Faried misses 2-pt shot from 1 ft,,18-34,,
7:54.0,,,18-34,,Defensive rebound by D. Lee
7:35.0,,,18-36,2,D. Lee makes 2-pt shot from 10 ft
7:13.0,R. Foye misses 2-pt shot from 16 ft,,18-36,,
7:12.0,,,18-36,,Defensive rebound by S. Livingston
6:57.0,,,18-39,3,J. Holiday makes 3-pt shot from 26 ft (assist by D. Lee)
6:49.0,Denver full timeout,,18-39,,
6:49.0,T. Lawson enters the game for K. Faried,,18-39,,
6:49.0,A. Afflalo enters the game for R. Foye,,18-39,,
6:31.0,T. Lawson misses 2-pt shot from 7 ft (block by D. Lee),,18-39,,
6:31.0,Offensive rebound by Team,,18-39,,
6:27.0,W. Chandler misses 3-pt shot from 25 ft,,18-39,,
6:26.0,Offensive rebound by J. Nurkic,,18-39,,
6:24.0,J. Nurkic misses 2-pt shot from 4 ft,,18-39,,
6:22.0,,,18-39,,Defensive rebound by A. Iguodala
6:00.0,,,18-39,,M. Speights misses 2-pt shot from 17 ft
5:59.0,Defensive rebound by J. Nurkic,,18-39,,
5:34.0,Turnover by J. Nurkic (lost ball; steal by S. Livingston),,18-39,,
5:31.0,,,18-39,,Shooting foul by J. Nurkic (drawn by D. Lee)
5:31.0,,,18-39,,D. Lee misses free throw 1 of 2
5:31.0,,,18-39,,Offensive rebound by Team
5:31.0,,,18-39,,K. Thompson enters the game for J. Holiday
5:31.0,,,18-39,,A. Bogut enters the game for M. Speights
5:31.0,J. Hickson enters the game for J. Nurkic,,18-39,,
5:31.0,,,18-40,1,D. Lee makes free throw 2 of 2
5:21.0,T. Lawson makes 2-pt shot from 16 ft,2,20-40,,
5:07.0,,,20-42,2,D. Lee makes 2-pt shot from 1 ft (assist by K. Thompson)
4:47.0,J. Hickson misses 2-pt shot from 7 ft (block by A. Bogut),,20-42,,
4:45.0,,,20-42,,Defensive rebound by A. Iguodala
4:39.0,,,20-45,3,A. Iguodala makes 3-pt shot from 25 ft
4:22.0,W. Chandler misses 3-pt shot from 27 ft,,20-45,,
4:20.0,Offensive rebound by J. Hickson,,20-45,,
4:09.0,A. Afflalo misses 3-pt shot from 26 ft,,20-45,,
4:08.0,,,20-45,,Defensive rebound by Team
4:07.0,,,20-45,,S. Curry enters the game for S. Livingston
3:51.0,,,20-47,2,K. Thompson makes 2-pt shot from 13 ft (assist by A. Bogut)
3:32.0,T. Lawson makes 2-pt shot from 18 ft,2,22-47,,
3:22.0,,,22-49,2,S. Curry makes 2-pt shot from 12 ft
3:11.0,T. Lawson makes 2-pt shot from 15 ft,2,24-49,,
2:58.0,,,24-49,,D. Lee misses 2-pt shot from 8 ft
2:57.0,Defensive rebound by W. Chandler,,24-49,,
2:44.0,J. Nelson misses 3-pt shot from 26 ft,,24-49,,
2:43.0,Offensive rebound by J. Hickson,,24-49,,
2:38.0,T. Lawson makes 3-pt shot from 26 ft (assist by J. Nelson),3,27-49,,
2:37.0,,,27-49,,Golden State full timeout
2:37.0,,,27-49,,D. Green enters the game for D. Lee
2:37.0,,,27-49,,H. Barnes enters the game for A. Iguodala
2:37.0,K. Faried enters the game for W. Chandler,,27-49,,
2:37.0,A. Gee enters the game for J. Hickson,,27-49,,
2:37.0,D. Arthur enters the game for J. Nelson,,27-49,,
2:14.0,,,27-49,,A. Bogut misses 2-pt shot from 8 ft
2:13.0,Defensive rebound by K. Faried,,27-49,,
2:05.0,,,27-49,,Personal foul by S. Curry (drawn by T. Lawson)
1:54.0,T. Lawson misses 2-pt shot from 20 ft,,27-49,,
1:53.0,,,27-49,,Defensive rebound by D. Green
1:45.0,,,27-52,3,D. Green makes 3-pt shot from 23 ft (assist by S. Curry)
1:23.0,A. Afflalo misses 3-pt shot from 25 ft,,27-52,,
1:21.0,,,27-52,,Defensive rebound by D. Green
1:07.0,,,27-52,,K. Thompson misses 3-pt shot from 23 ft
1:06.0,,,27-52,,Offensive rebound by A. Bogut
1:01.0,,,27-55,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry)
0:40.0,D. Arthur misses 2-pt shot from 17 ft,,27-55,,
0:39.0,,,27-55,,Defensive rebound by H. Barnes
0:31.0,,,27-55,,Turnover by S. Curry (bad pass; steal by A. Afflalo)
0:11.0,Shooting foul by D. Green (drawn by T. Lawson),,27-55,,
0:11.0,T. Lawson misses free throw 1 of 2,,27-55,,
0:11.0,Offensive rebound by Team,,27-55,,
0:11.0,T. Lawson misses free throw 2 of 2,,27-55,,
0:11.0,,,27-55,,Defensive rebound by D. Green
0:03.0,,,27-55,,S. Curry misses 2-pt shot from 2 ft (block by K. Faried)
0:01.0,Defensive rebound by K. Faried,,27-55,,
0:00.0,,,27-55,,Personal foul by H. Barnes (drawn by K. Faried)
0:00.0,K. Faried makes free throw 1 of 2,1,28-55,,
0:00.0,K. Faried misses free throw 2 of 2,,28-55,,
0:00.0,,,28-55,,Defensive rebound by A. Bogut
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,28-55,,Turnover by A. Bogut (lost ball; steal by J. Nurkic)
11:41.0,W. Chandler makes 2-pt shot at rim (assist by K. Faried),2,30-55,,
11:19.0,,,30-58,3,D. Green makes 3-pt shot from 27 ft (assist by S. Curry)
11:03.0,T. Lawson misses 3-pt shot from 28 ft,,30-58,,
11:02.0,,,30-58,,Defensive rebound by K. Thompson
10:54.0,,,30-58,,K. Thompson misses 2-pt shot from 15 ft
10:53.0,Defensive rebound by A. Afflalo,,30-58,,
10:44.0,Turnover by A. Afflalo (bad pass; steal by H. Barnes),,30-58,,
10:40.0,,,30-60,2,H. Barnes makes 2-pt shot from 1 ft (assist by S. Curry)
10:20.0,J. Nurkic misses 2-pt shot from 2 ft,,30-60,,
10:19.0,Offensive rebound by J. Nurkic,,30-60,,
10:19.0,J. Nurkic misses 2-pt shot from 2 ft,,30-60,,
10:18.0,,,30-60,,Defensive rebound by H. Barnes
10:12.0,Personal foul by W. Chandler (drawn by K. Thompson),,30-60,,
10:00.0,,,30-63,3,S. Curry makes 3-pt shot from 27 ft
9:43.0,Shooting foul by D. Green (drawn by K. Faried),,30-63,,
9:43.0,K. Faried makes free throw 1 of 2,1,31-63,,
9:43.0,K. Faried makes free throw 2 of 2,1,32-63,,
9:33.0,,,32-63,,D. Green misses 2-pt shot from 9 ft
9:32.0,Defensive rebound by K. Faried,,32-63,,
9:08.0,T. Lawson makes 2-pt shot from 9 ft,2,34-63,,
8:54.0,,,34-65,2,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut)
8:39.0,A. Afflalo makes 2-pt shot from 7 ft,2,36-65,,
8:21.0,,,36-65,,A. Bogut misses 2-pt shot from 8 ft
8:16.0,Defensive rebound by K. Faried,,36-65,,
8:05.0,A. Afflalo misses 3-pt shot from 26 ft,,36-65,,
8:04.0,,,36-65,,Defensive rebound by K. Thompson
8:00.0,,,36-68,3,K. Thompson makes 3-pt shot from 28 ft
7:37.0,J. Nurkic misses 2-pt shot from 16 ft,,36-68,,
7:36.0,,,36-68,,Defensive rebound by A. Bogut
7:28.0,,,36-68,,H. Barnes misses 2-pt shot from 14 ft
7:27.0,,,36-68,,Offensive rebound by S. Curry
7:23.0,,,36-68,,S. Curry misses 2-pt shot from 10 ft
7:22.0,Defensive rebound by W. Chandler,,36-68,,
7:12.0,Shooting foul by S. Curry (drawn by T. Lawson),,36-68,,
7:12.0,T. Lawson misses free throw 1 of 2,,36-68,,
7:12.0,Offensive rebound by Team,,36-68,,
7:12.0,J. Nelson enters the game for K. Faried,,36-68,,
7:12.0,A. Gee enters the game for J. Nurkic,,36-68,,
7:12.0,D. Arthur enters the game for A. Afflalo,,36-68,,
7:12.0,T. Lawson makes free throw 2 of 2,1,37-68,,
6:59.0,,,37-71,3,K. Thompson makes 3-pt shot from 22 ft (assist by H. Barnes)
6:49.0,Turnover by J. Nelson (bad pass; steal by H. Barnes),,37-71,,
6:43.0,,,37-71,,K. Thompson misses 3-pt shot from 26 ft
6:42.0,Defensive rebound by W. Chandler,,37-71,,
6:36.0,D. Arthur makes 2-pt shot from 1 ft (assist by J. Nelson),2,39-71,,
6:27.0,,,39-71,,Turnover by A. Bogut (bad pass)
6:17.0,J. Nelson misses 3-pt shot from 27 ft,,39-71,,
6:16.0,,,39-71,,Defensive rebound by A. Bogut
6:08.0,,,39-71,,Shooting foul by A. Gee (drawn by K. Thompson)
6:08.0,,,39-72,1,K. Thompson makes free throw 1 of 2
6:08.0,,,39-73,1,K. Thompson makes free throw 2 of 2
5:56.0,Turnover by A. Gee (step out of bounds),,39-73,,
5:56.0,,,39-73,,Golden State full timeout
5:40.0,,,39-73,,S. Curry misses 3-pt shot from 27 ft
5:39.0,Defensive rebound by D. Arthur,,39-73,,
5:23.0,T. Lawson makes 2-pt shot from 1 ft,2,41-73,,
5:03.0,Personal foul by A. Gee (drawn by S. Curry),,41-73,,
4:53.0,,,41-76,3,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green)
4:36.0,J. Nelson makes 2-pt shot from 2 ft,2,43-76,,
4:28.0,,,43-76,,A. Bogut misses 2-pt shot from 4 ft (block by D. Arthur)
4:26.0,Defensive rebound by W. Chandler,,43-76,,
4:26.0,,,43-76,,Personal foul by A. Bogut (drawn by W. Chandler)
4:26.0,,,43-76,,M. Speights enters the game for A. Bogut
4:26.0,,,43-76,,L. Barbosa enters the game for K. Thompson
4:18.0,T. Lawson misses 2-pt shot from 4 ft (block by S. Curry),,43-76,,
4:16.0,Offensive rebound by D. Arthur,,43-76,,
4:15.0,Shooting foul by M. Speights (drawn by D. Arthur),,43-76,,
4:15.0,D. Arthur makes free throw 1 of 2,1,44-76,,
4:15.0,D. Arthur makes free throw 2 of 2,1,45-76,,
4:07.0,,,45-78,2,M. Speights makes 2-pt shot from 1 ft (assist by D. Green)
3:58.0,J. Nelson makes 2-pt shot from 1 ft (assist by T. Lawson),2,47-78,,
3:37.0,,,47-78,,Shooting foul by D. Arthur (drawn by S. Curry)
3:37.0,,,47-79,1,S. Curry makes free throw 1 of 2
3:37.0,,,47-79,,A. Iguodala enters the game for H. Barnes
3:37.0,R. Foye enters the game for W. Chandler,,47-79,,
3:37.0,,,47-80,1,S. Curry makes free throw 2 of 2
3:29.0,,,47-80,,Personal foul by M. Speights (drawn by A. Gee)
3:29.0,A. Gee makes free throw 1 of 2,1,48-80,,
3:29.0,A. Gee makes free throw 2 of 2,1,49-80,,
3:14.0,,,49-80,,Shooting foul by J. Nelson (drawn by S. Curry)
3:14.0,,,49-81,1,S. Curry makes free throw 1 of 2
3:14.0,,,49-82,1,S. Curry makes free throw 2 of 2
3:07.0,Turnover by J. Nelson (bad pass; steal by S. Curry),,49-82,,
2:53.0,,,49-82,,Turnover by A. Iguodala (bad pass)
2:53.0,Denver full timeout,,49-82,,
2:53.0,,,49-82,,S. Livingston enters the game for D. Green
2:53.0,,,49-82,,D. Lee enters the game for S. Curry
2:49.0,Turnover by R. Foye (bad pass; steal by L. Barbosa),,49-82,,
2:45.0,,,49-84,2,L. Barbosa makes 2-pt shot from 1 ft
2:24.0,R. Foye misses 2-pt shot from 20 ft,,49-84,,
2:24.0,,,49-84,,Defensive rebound by D. Lee
2:24.0,Personal foul by T. Lawson (drawn by D. Lee),,49-84,,
2:24.0,,,49-84,,D. Lee misses free throw 1 of 2
2:24.0,,,49-84,,Offensive rebound by Team
2:24.0,,,49-85,1,D. Lee makes free throw 2 of 2
2:13.0,R. Foye makes 3-pt shot from 28 ft (assist by J. Nelson),3,52-85,,
2:02.0,,,52-85,,Turnover by D. Lee (lost ball; steal by R. Foye)
1:45.0,T. Lawson makes 2-pt shot from 18 ft (assist by A. Gee),2,54-85,,
1:27.0,,,54-85,,Turnover by M. Speights (bad pass; steal by D. Arthur)
1:21.0,R. Foye misses 3-pt shot from 27 ft,,54-85,,
1:20.0,,,54-85,,Defensive rebound by A. Iguodala
1:06.0,,,54-85,,Turnover by M. Speights (lost ball; steal by A. Gee)
1:02.0,A. Gee makes 2-pt shot at rim (assist by T. Lawson),2,56-85,,
0:45.0,,,56-85,,A. Iguodala misses 2-pt shot from 9 ft
0:42.0,,,56-85,,Offensive rebound by D. Lee
0:42.0,,,56-85,,D. Lee misses 2-pt shot from 1 ft
0:41.0,Defensive rebound by D. Arthur,,56-85,,
0:37.0,Shooting foul by L. Barbosa (drawn by T. Lawson),,56-85,,
0:37.0,T. Lawson makes free throw 1 of 2,1,57-85,,
0:37.0,,,57-85,,J. McAdoo enters the game for M. Speights
0:37.0,T. Lawson misses free throw 2 of 2,,57-85,,
0:37.0,,,57-85,,Defensive rebound by A. Iguodala
0:31.0,,,57-87,2,A. Iguodala makes 2-pt shot at rim
0:19.0,A. Gee makes 3-pt shot from 22 ft (assist by J. Nelson),3,60-87,,
0:04.0,,,60-89,2,A. Iguodala makes 2-pt shot from 18 ft
0:00.0,R. Foye misses 3-pt shot from 28 ft,,60-89,,
0:00.0,Offensive rebound by Team,,60-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,D. Arthur misses 2-pt shot from 19 ft,,60-89,,
11:47.0,,,60-89,,Defensive rebound by A. Iguodala
11:34.0,,,60-89,,A. Iguodala misses 3-pt shot from 25 ft
11:33.0,,,60-89,,Offensive rebound by J. McAdoo
11:22.0,,,60-92,3,L. Barbosa makes 3-pt shot from 26 ft
11:05.0,J. Nelson makes 3-pt shot from 24 ft (assist by D. Arthur),3,63-92,,
10:47.0,,,63-92,,Turnover by A. Iguodala (traveling)
10:47.0,J. Nurkic enters the game for D. Arthur,,63-92,,
10:47.0,G. Harris enters the game for T. Lawson,,63-92,,
10:37.0,,,63-92,,B. Rush enters the game for A. Iguodala
10:30.0,J. Nelson misses 3-pt shot from 26 ft,,63-92,,
10:29.0,,,63-92,,Defensive rebound by D. Lee
10:13.0,,,63-92,,Shooting foul by J. Nurkic (drawn by J. McAdoo)
10:13.0,,,63-92,,J. McAdoo misses free throw 1 of 2
10:13.0,,,63-92,,Offensive rebound by Team
10:13.0,,,63-93,1,J. McAdoo makes free throw 2 of 2
10:03.0,R. Foye misses 2-pt shot from 20 ft,,63-93,,
10:02.0,,,63-93,,Defensive rebound by D. Lee
9:53.0,,,63-95,2,B. Rush makes 2-pt shot from 1 ft (assist by S. Livingston)
9:53.0,,,63-95,,Shooting foul by R. Foye (drawn by B. Rush)
9:53.0,,,63-95,,B. Rush misses free throw 1 of 1
9:51.0,Defensive rebound by J. Nelson,,63-95,,
9:40.0,G. Harris makes 3-pt shot from 22 ft (assist by J. Nurkic),3,66-95,,
9:22.0,,,66-95,,Turnover by B. Rush (bad pass; steal by J. Nurkic)
9:22.0,,,66-95,,Personal foul by D. Lee (drawn by J. Nurkic)
9:06.0,R. Foye misses 2-pt shot from 19 ft,,66-95,,
9:05.0,,,66-95,,Defensive rebound by D. Lee
8:48.0,,,66-97,2,S. Livingston makes 2-pt shot at rim (assist by D. Lee)
8:23.0,J. Nelson makes 2-pt shot from 16 ft,2,68-97,,
8:12.0,,,68-99,2,S. Livingston makes 2-pt shot from 11 ft
8:00.0,J. Nelson misses 2-pt shot from 22 ft,,68-99,,
7:59.0,,,68-99,,Defensive rebound by J. McAdoo
7:47.0,,,68-99,,D. Lee misses 2-pt shot from 17 ft
7:46.0,,,68-99,,Offensive rebound by J. McAdoo
7:46.0,,,68-101,2,J. McAdoo makes 2-pt shot from 1 ft
7:18.0,G. Harris misses 2-pt shot from 5 ft,,68-101,,
7:17.0,,,68-101,,Defensive rebound by D. Lee
7:10.0,,,68-103,2,J. McAdoo makes 2-pt shot at rim (assist by L. Barbosa)
6:57.0,R. Foye misses 2-pt shot from 5 ft (block by J. McAdoo),,68-103,,
6:57.0,,,68-103,,Defensive rebound by D. Lee
6:57.0,Personal foul by J. Nelson (drawn by S. Livingston),,68-103,,
6:57.0,Official timeout,,68-103,,
6:57.0,J. Hickson enters the game for A. Gee,,68-103,,
6:57.0,E. Green enters the game for J. Nelson,,68-103,,
6:46.0,,,68-103,,Shooting foul by J. Nurkic (drawn by B. Rush)
6:46.0,,,68-104,1,B. Rush makes free throw 1 of 2
6:46.0,,,68-105,1,B. Rush makes free throw 2 of 2
6:30.0,E. Green misses 3-pt shot from 25 ft,,68-105,,
6:28.0,,,68-105,,Defensive rebound by B. Rush
6:15.0,,,68-105,,Turnover by D. Lee (bad pass)
6:03.0,,,68-105,,Personal foul by J. McAdoo (drawn by J. Hickson)
6:02.0,Turnover by R. Foye (bad pass; steal by D. Lee),,68-105,,
5:48.0,Personal foul by G. Harris (drawn by L. Barbosa),,68-105,,
5:48.0,,,68-105,,Golden State full timeout
5:48.0,,,68-106,1,L. Barbosa makes free throw 1 of 2
5:48.0,,,68-106,,J. Holiday enters the game for D. Lee
5:48.0,,,68-107,1,L. Barbosa makes free throw 2 of 2
5:34.0,R. Foye misses 3-pt shot from 26 ft,,68-107,,
5:33.0,Offensive rebound by Team,,68-107,,
5:27.0,R. Foye misses 2-pt shot from 23 ft (block by B. Rush),,68-107,,
5:25.0,,,68-107,,Defensive rebound by B. Rush
5:17.0,,,68-107,,J. Holiday misses 3-pt shot from 27 ft
5:15.0,Defensive rebound by G. Harris,,68-107,,
5:04.0,G. Harris misses 2-pt shot from 15 ft,,68-107,,
5:04.0,,,68-107,,Defensive rebound by B. Rush
4:58.0,,,68-107,,L. Barbosa misses 2-pt shot from 1 ft
4:57.0,Defensive rebound by J. Nurkic,,68-107,,
4:50.0,Shooting foul by J. McAdoo (drawn by J. Hickson),,68-107,,
4:50.0,J. Hickson makes free throw 1 of 2,1,69-107,,
4:50.0,J. Hickson misses free throw 2 of 2,,69-107,,
4:49.0,,,69-107,,Defensive rebound by Team
4:26.0,,,69-107,,J. McAdoo misses 2-pt shot from 3 ft
4:24.0,Defensive rebound by J. Nurkic,,69-107,,
4:21.0,G. Harris misses 3-pt shot from 25 ft,,69-107,,
4:20.0,,,69-107,,Defensive rebound by L. Barbosa
4:14.0,,,69-107,,Shooting foul by J. Nurkic (drawn by J. McAdoo)
4:14.0,A. Gee enters the game for J. Nurkic,,69-107,,
4:14.0,,,69-108,1,J. McAdoo makes free throw 1 of 2
4:14.0,,,69-108,,J. McAdoo misses free throw 2 of 2
4:13.0,Defensive rebound by G. Harris,,69-108,,
3:55.0,J. Hickson makes 2-pt shot at rim (assist by R. Foye),2,71-108,,
