time,Boston,pts.away,score,pts.home,Milwaukee
6:00.0,,,36-35,2,T. Ennis makes 2-pt shot at rim
5:42.0,T. Zeller makes 2-pt shot from 14 ft (assist by G. Wallace),2,38-35,,
5:21.0,,,38-35,,J. O'Bryant misses 2-pt shot from 17 ft
5:20.0,Defensive rebound by G. Wallace,,38-35,,
5:09.0,P. Pressey misses 2-pt shot from 16 ft,,38-35,,
5:08.0,,,38-35,,Defensive rebound by J. O'Bryant
4:59.0,,,38-35,,Turnover by O. Mayo (bad pass; steal by B. Bass)
4:59.0,,,38-35,,Personal foul by J. O'Bryant (drawn by G. Wallace)
4:59.0,,,38-35,,Milwaukee full timeout
4:59.0,,,38-35,,M. Carter-Williams enters the game for J. O'Bryant
4:59.0,,,38-35,,E. Ilyasova enters the game for T. Ennis
4:59.0,,,38-35,,G. Antetokounmpo enters the game for O. Mayo
4:59.0,,,38-35,,K. Middleton enters the game for J. Gutierrez
4:59.0,J. Sullinger enters the game for B. Bass,,38-35,,
4:59.0,M. Smart enters the game for P. Pressey,,38-35,,
4:47.0,J. Sullinger misses 2-pt shot from 9 ft,,38-35,,
4:46.0,,,38-35,,Defensive rebound by G. Antetokounmpo
4:32.0,,,38-37,2,M. Carter-Williams makes 2-pt shot from 15 ft (assist by E. Ilyasova)
4:18.0,J. Sullinger misses 3-pt shot from 26 ft,,38-37,,
4:16.0,Offensive rebound by T. Zeller,,38-37,,
4:08.0,J. Young misses 3-pt shot from 25 ft,,38-37,,
4:07.0,,,38-37,,Defensive rebound by M. Carter-Williams
3:53.0,,,38-37,,Turnover by M. Carter-Williams (lost ball; steal by J. Sullinger)
3:42.0,J. Sullinger makes 3-pt shot from 26 ft (assist by M. Smart),3,41-37,,
3:25.0,,,41-39,2,M. Plumlee makes 2-pt shot at rim (assist by M. Carter-Williams)
3:08.0,Turnover by J. Sullinger (lost ball; steal by M. Plumlee),,41-39,,
2:59.0,,,41-41,2,M. Plumlee makes 2-pt shot at rim (assist by K. Middleton)
2:59.0,Boston full timeout,,41-41,,
2:59.0,E. Turner enters the game for G. Wallace,,41-41,,
2:59.0,L. Datome enters the game for J. Young,,41-41,,
2:44.0,L. Datome misses 3-pt shot from 26 ft,,41-41,,
2:42.0,,,41-41,,Defensive rebound by M. Carter-Williams
2:31.0,,,41-41,,K. Middleton misses 2-pt shot from 11 ft (block by L. Datome)
2:26.0,,,41-41,,Offensive rebound by G. Antetokounmpo
2:19.0,,,41-43,2,G. Antetokounmpo makes 2-pt shot from 20 ft
2:05.0,T. Zeller misses 2-pt shot from 7 ft,,41-43,,
2:04.0,Offensive rebound by M. Smart,,41-43,,
1:58.0,L. Datome makes 2-pt shot at rim (assist by E. Turner),2,43-43,,
1:45.0,,,43-43,,M. Carter-Williams misses 2-pt shot at rim
1:43.0,,,43-43,,Offensive rebound by M. Carter-Williams
1:43.0,,,43-43,,M. Carter-Williams misses 2-pt shot at rim
1:42.0,Defensive rebound by T. Zeller,,43-43,,
1:34.0,E. Turner makes 2-pt shot from 9 ft,2,45-43,,
1:17.0,,,45-45,2,M. Plumlee makes 2-pt shot at rim (assist by M. Carter-Williams)
0:54.0,J. Sullinger makes 2-pt shot at rim,2,47-45,,
0:54.0,Shooting foul by M. Plumlee (drawn by J. Sullinger),,47-45,,
0:54.0,J. Sullinger misses free throw 1 of 1,,47-45,,
0:54.0,,,47-45,,Defensive rebound by M. Plumlee
0:39.0,,,47-45,,E. Ilyasova misses 2-pt shot from 5 ft
0:38.0,,,47-45,,Offensive rebound by E. Ilyasova
0:37.0,,,47-45,,E. Ilyasova misses 2-pt shot from 1 ft
0:36.0,Defensive rebound by E. Turner,,47-45,,
0:36.0,,,47-45,,Personal foul by E. Ilyasova (drawn by E. Turner)
0:36.0,E. Turner misses free throw 1 of 2,,47-45,,
0:36.0,Offensive rebound by Team,,47-45,,
0:36.0,G. Wallace enters the game for L. Datome,,47-45,,
0:36.0,E. Turner makes free throw 2 of 2,1,48-45,,
0:15.0,,,48-45,,G. Antetokounmpo misses 2-pt shot from 17 ft
0:15.0,Defensive rebound by M. Smart,,48-45,,
0:15.0,Boston full timeout,,48-45,,
0:15.0,L. Datome enters the game for G. Wallace,,48-45,,
0:15.0,K. Olynyk enters the game for T. Zeller,,48-45,,
0:05.0,,,48-45,,Personal foul by M. Carter-Williams (drawn by M. Smart)
0:05.0,M. Smart misses free throw 1 of 2,,48-45,,
0:05.0,Offensive rebound by Team,,48-45,,
0:05.0,G. Wallace enters the game for L. Datome,,48-45,,
0:05.0,P. Pressey enters the game for J. Sullinger,,48-45,,
0:05.0,M. Smart makes free throw 2 of 2,1,49-45,,
0:02.0,,,49-45,,Turnover by G. Antetokounmpo (lost ball)
0:02.0,J. Sullinger enters the game for M. Smart,,49-45,,
0:00.0,Turnover by G. Wallace (bad pass; steal by M. Plumlee),,49-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,J. Jerebko misses 2-pt shot at rim,,49-45,,
11:44.0,,,49-45,,Defensive rebound by Z. Pachulia
11:31.0,Personal foul by J. Jerebko (drawn by E. Ilyasova),,49-45,,
11:24.0,,,49-45,,M. Carter-Williams misses 3-pt shot from 26 ft
11:21.0,Defensive rebound by J. Jerebko,,49-45,,
11:17.0,Turnover by E. Turner (lost ball),,49-45,,
11:04.0,,,49-48,3,K. Middleton makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
10:47.0,L. Datome makes 2-pt shot from 15 ft (assist by J. Jerebko),2,51-48,,
10:31.0,,,51-48,,Turnover by K. Middleton (bad pass; steal by E. Turner)
10:27.0,J. Jerebko makes 2-pt shot at rim (assist by L. Datome),2,53-48,,
10:16.0,,,53-48,,Turnover by Z. Pachulia (traveling)
9:59.0,J. Jerebko makes 2-pt shot at rim (assist by M. Smart),2,55-48,,
9:41.0,,,55-48,,K. Middleton misses 3-pt shot from 25 ft
9:40.0,,,55-48,,Offensive rebound by Z. Pachulia
9:38.0,,,55-50,2,E. Ilyasova makes 2-pt shot at rim (assist by Z. Pachulia)
9:22.0,J. Sullinger misses 2-pt shot at rim,,55-50,,
9:20.0,,,55-50,,Defensive rebound by M. Carter-Williams
9:16.0,,,55-50,,M. Carter-Williams misses 2-pt shot from 1 ft
9:14.0,Defensive rebound by L. Datome,,55-50,,
8:53.0,E. Turner misses 3-pt shot from 25 ft,,55-50,,
8:51.0,Offensive rebound by Team,,55-50,,
8:46.0,M. Smart misses 3-pt shot from 26 ft,,55-50,,
8:44.0,Offensive rebound by Team,,55-50,,
8:41.0,Offensive foul by J. Sullinger,,55-50,,
8:41.0,Turnover by J. Sullinger (offensive foul),,55-50,,
8:41.0,P. Pressey enters the game for M. Smart,,55-50,,
8:26.0,,,55-50,,Turnover by K. Middleton (bad pass)
8:23.0,,,55-50,,Personal foul by Z. Pachulia (drawn by J. Sullinger)
8:16.0,Turnover by J. Jerebko (traveling),,55-50,,
8:06.0,,,55-53,3,E. Ilyasova makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
7:50.0,J. Jerebko misses 2-pt shot from 15 ft,,55-53,,
7:49.0,Offensive rebound by L. Datome,,55-53,,
7:40.0,E. Turner makes 2-pt shot from 18 ft,2,57-53,,
7:19.0,,,57-55,2,K. Middleton makes 2-pt shot from 18 ft (assist by Z. Pachulia)
7:10.0,Shooting foul by K. Middleton (drawn by J. Sullinger),,57-55,,
7:10.0,J. Sullinger makes 2-pt shot at rim (assist by E. Turner),2,59-55,,
7:10.0,J. Sullinger misses free throw 1 of 1,,59-55,,
7:09.0,,,59-55,,Defensive rebound by Z. Pachulia
6:57.0,,,59-55,,M. Carter-Williams misses 2-pt shot from 3 ft (block by J. Sullinger)
6:55.0,Defensive rebound by J. Jerebko,,59-55,,
6:50.0,L. Datome makes 2-pt shot from 8 ft (assist by P. Pressey),2,61-55,,
6:50.0,,,61-55,,Technical foul by M. Carter-Williams
6:50.0,L. Datome makes technical free throw,1,62-55,,
6:50.0,,,62-55,,T. Ennis enters the game for K. Middleton
6:31.0,,,62-55,,Shooting foul by E. Turner (drawn by M. Carter-Williams)
6:31.0,Technical foul by E. Turner (drawn by M. Carter-Williams),,62-55,,
6:31.0,,,62-56,1,M. Carter-Williams makes technical free throw
6:31.0,,,62-57,1,M. Carter-Williams makes free throw 1 of 2
6:31.0,,,62-58,1,M. Carter-Williams makes free throw 2 of 2
6:13.0,J. Jerebko makes 3-pt shot from 23 ft (assist by E. Turner),3,65-58,,
6:01.0,,,65-58,,Turnover by T. Ennis (bad pass; steal by J. Jerebko)
5:57.0,J. Jerebko misses 2-pt shot at rim,,65-58,,
5:55.0,,,65-58,,Defensive rebound by Team
5:55.0,,,65-58,,Milwaukee full timeout
5:55.0,,,65-58,,J. Henson enters the game for Z. Pachulia
5:55.0,,,65-58,,O. Mayo enters the game for M. Carter-Williams
5:55.0,K. Olynyk enters the game for E. Turner,,65-58,,
5:55.0,G. Wallace enters the game for J. Sullinger,,65-58,,
5:45.0,,,65-58,,T. Ennis misses 2-pt shot from 16 ft
5:44.0,Defensive rebound by K. Olynyk,,65-58,,
5:23.0,J. Jerebko misses 2-pt shot from 9 ft,,65-58,,
5:22.0,,,65-58,,Defensive rebound by O. Mayo
5:16.0,,,65-60,2,E. Ilyasova makes 2-pt shot at rim (assist by J. Henson)
5:04.0,K. Olynyk misses 3-pt shot from 26 ft,,65-60,,
5:03.0,,,65-60,,Defensive rebound by T. Ennis
4:53.0,,,65-63,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
4:33.0,L. Datome misses 3-pt shot from 24 ft,,65-63,,
4:32.0,,,65-63,,Defensive rebound by J. Henson
4:16.0,,,65-63,,E. Ilyasova misses 2-pt shot at rim
4:15.0,,,65-63,,Offensive rebound by E. Ilyasova
4:15.0,,,65-65,2,E. Ilyasova makes 2-pt shot at rim
3:54.0,J. Jerebko makes 2-pt shot from 17 ft (assist by P. Pressey),2,67-65,,
3:48.0,,,67-65,,O. Mayo misses 2-pt shot from 1 ft
3:46.0,Defensive rebound by J. Jerebko,,67-65,,
3:40.0,Boston full timeout,,67-65,,
3:26.0,,,67-65,,Shooting block foul by O. Mayo (drawn by P. Pressey)
3:26.0,P. Pressey makes free throw 1 of 2,1,68-65,,
3:26.0,J. Young enters the game for L. Datome,,68-65,,
3:26.0,Turnover by K. Olynyk (lane violation.),,68-65,,
3:10.0,,,68-67,2,E. Ilyasova makes 2-pt shot from 16 ft (assist by G. Antetokounmpo)
2:55.0,J. Young makes 2-pt shot at rim (assist by K. Olynyk),2,70-67,,
2:48.0,,,70-67,,Turnover by T. Ennis (traveling)
2:24.0,Turnover by Team (shot clock),,70-67,,
2:13.0,,,70-69,2,J. Henson makes 2-pt shot at rim (assist by E. Ilyasova)
1:52.0,P. Pressey misses 3-pt shot from 26 ft,,70-69,,
1:51.0,,,70-69,,Defensive rebound by J. Henson
1:36.0,,,70-69,,T. Ennis misses 2-pt shot at rim
1:35.0,,,70-69,,Offensive rebound by J. Henson
1:35.0,,,70-69,,Shooting foul by K. Olynyk (drawn by J. Henson)
1:35.0,,,70-69,,J. Henson misses free throw 1 of 2
1:35.0,,,70-69,,Offensive rebound by Team
1:35.0,,,70-70,1,J. Henson makes free throw 2 of 2
1:22.0,,,70-70,,Personal foul by T. Ennis (drawn by G. Wallace)
1:14.0,J. Jerebko makes 3-pt shot from 24 ft (assist by P. Pressey),3,73-70,,
0:51.0,,,73-70,,G. Antetokounmpo misses 2-pt shot at rim
0:49.0,,,73-70,,Offensive rebound by J. Henson
0:49.0,,,73-70,,J. Henson misses 2-pt shot at rim
0:48.0,Defensive rebound by J. Jerebko,,73-70,,
0:48.0,Turnover by J. Jerebko (lost ball),,73-70,,
0:28.0,,,73-70,,T. Ennis misses 2-pt shot from 3 ft
0:28.0,,,73-70,,Offensive rebound by E. Ilyasova
0:28.0,,,73-70,,Shooting foul by G. Wallace (drawn by E. Ilyasova)
0:28.0,,,73-71,1,E. Ilyasova makes free throw 1 of 2
0:28.0,,,73-71,,J. Gutierrez enters the game for G. Antetokounmpo
0:28.0,,,73-72,1,E. Ilyasova makes free throw 2 of 2
0:07.0,P. Pressey misses 2-pt shot at rim,,73-72,,
0:05.0,,,73-72,,Defensive rebound by O. Mayo
0:05.0,,,73-72,,Milwaukee full timeout
0:00.0,,,73-72,,O. Mayo misses 3-pt shot from 23 ft
0:00.0,,,73-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,73-74,2,M. Plumlee makes 2-pt shot at rim (assist by J. O'Bryant)
11:20.0,J. Sullinger makes 2-pt shot from 15 ft (assist by M. Smart),2,75-74,,
11:08.0,,,75-74,,Turnover by J. O'Bryant (lost ball; steal by M. Smart)
11:03.0,Turnover by G. Wallace (bad pass; steal by T. Ennis),,75-74,,
10:55.0,,,75-74,,Shooting foul by K. Olynyk (drawn by J. Gutierrez)
10:55.0,,,75-75,1,J. Gutierrez makes free throw 1 of 2
10:55.0,,,75-76,1,J. Gutierrez makes free throw 2 of 2
10:40.0,J. Sullinger makes 2-pt shot from 15 ft (assist by J. Young),2,77-76,,
10:21.0,,,77-78,2,T. Ennis makes 2-pt shot at rim
10:09.0,K. Olynyk makes 3-pt shot from 26 ft (assist by M. Smart),3,80-78,,
9:52.0,,,80-78,,Turnover by T. Ennis (bad pass; steal by M. Smart)
9:44.0,Shooting foul by J. O'Bryant (drawn by K. Olynyk),,80-78,,
9:44.0,K. Olynyk makes free throw 1 of 2,1,81-78,,
9:44.0,L. Datome enters the game for G. Wallace,,81-78,,
9:44.0,K. Olynyk makes free throw 2 of 2,1,82-78,,
9:31.0,,,82-78,,T. Ennis misses 3-pt shot from 24 ft
9:29.0,,,82-78,,Offensive rebound by J. O'Bryant
9:23.0,,,82-78,,O. Mayo misses 3-pt shot from 23 ft
9:21.0,Defensive rebound by K. Olynyk,,82-78,,
9:09.0,J. Sullinger misses 2-pt shot from 14 ft,,82-78,,
9:08.0,,,82-78,,Defensive rebound by T. Ennis
8:58.0,,,82-78,,J. Gutierrez misses 2-pt shot at rim
8:55.0,Defensive rebound by J. Sullinger,,82-78,,
8:47.0,J. Young makes 2-pt shot from 20 ft (assist by J. Sullinger),2,84-78,,
8:32.0,,,84-78,,Shooting foul by J. Sullinger (drawn by M. Plumlee)
8:32.0,Official timeout,,84-78,,
8:32.0,,,84-79,1,M. Plumlee makes free throw 1 of 2
8:32.0,,,84-79,,M. Plumlee misses free throw 2 of 2
8:32.0,,,84-79,,Offensive rebound by J. O'Bryant
8:14.0,,,84-81,2,J. Gutierrez makes 2-pt shot from 14 ft (assist by T. Ennis)
7:56.0,L. Datome makes 2-pt shot from 13 ft (assist by M. Smart),2,86-81,,
7:37.0,,,86-81,,T. Ennis misses 2-pt shot from 7 ft (block by M. Smart)
7:35.0,Defensive rebound by K. Olynyk,,86-81,,
7:34.0,Shooting foul by J. Gutierrez (drawn by J. Young),,86-81,,
7:34.0,J. Young makes free throw 1 of 2,1,87-81,,
7:34.0,P. Pressey enters the game for M. Smart,,87-81,,
7:34.0,J. Young makes free throw 2 of 2,1,88-81,,
7:23.0,,,88-83,2,J. Gutierrez makes 2-pt shot at rim (assist by T. Ennis)
7:05.0,J. Young misses 3-pt shot from 26 ft,,88-83,,
7:04.0,,,88-83,,Defensive rebound by J. O'Bryant
6:51.0,,,88-83,,J. O'Bryant misses 2-pt shot from 16 ft
6:50.0,Defensive rebound by J. Young,,88-83,,
6:42.0,K. Olynyk makes 3-pt shot from 23 ft (assist by J. Sullinger),3,91-83,,
6:25.0,,,91-85,2,J. O'Bryant makes 2-pt shot from 3 ft (assist by J. Gutierrez)
6:02.0,J. Sullinger misses 3-pt shot from 27 ft,,91-85,,
6:00.0,,,91-85,,Defensive rebound by Team
6:00.0,,,91-85,,Milwaukee full timeout
6:00.0,J. Jerebko enters the game for J. Sullinger,,91-85,,
5:49.0,,,91-85,,J. O'Bryant misses 2-pt shot from 16 ft
5:49.0,Defensive rebound by Team,,91-85,,
5:49.0,,,91-85,,Loose ball foul by M. Plumlee (drawn by K. Olynyk)
5:31.0,J. Young misses 3-pt shot from 23 ft,,91-85,,
5:30.0,Offensive rebound by P. Pressey,,91-85,,
5:26.0,K. Olynyk makes 2-pt shot from 1 ft (assist by P. Pressey),2,93-85,,
5:18.0,,,93-87,2,O. Mayo makes 2-pt shot from 20 ft (assist by T. Ennis)
