time,Phoenix,pts.away,score,pts.home,Minnesota
7:35.0,,,8-7,,Personal foul by M. Williams (drawn by G. Dragic)
7:30.0,G. Dragic makes 2-pt shot from 9 ft,2,10-7,,
7:14.0,,,10-7,,Turnover by T. Young (bad pass; steal by E. Bledsoe)
7:11.0,E. Bledsoe makes 2-pt shot at rim,2,12-7,,
7:10.0,,,12-7,,Minnesota full timeout
6:54.0,,,12-7,,T. Young misses 2-pt shot from 19 ft
6:53.0,Defensive rebound by P. Tucker,,12-7,,
6:40.0,Turnover by G. Dragic (lost ball; steal by T. Young),,12-7,,
6:32.0,,,12-10,3,M. Williams makes 3-pt shot from 23 ft (assist by S. Muhammad)
6:12.0,Turnover by E. Bledsoe (bad pass; steal by M. Williams),,12-10,,
6:08.0,,,12-10,,Turnover by A. Wiggins (bad pass; steal by M. Morris)
5:57.0,P. Tucker misses 3-pt shot from 24 ft,,12-10,,
5:56.0,,,12-10,,Defensive rebound by A. Wiggins
5:47.0,,,12-10,,S. Muhammad misses 2-pt shot from 11 ft
5:45.0,Defensive rebound by P. Tucker,,12-10,,
5:39.0,G. Dragic misses 3-pt shot from 24 ft,,12-10,,
5:38.0,,,12-10,,Defensive rebound by M. Williams
5:28.0,,,12-10,,Turnover by T. Young (bad pass)
5:28.0,M. Plumlee enters the game for A. Len,,12-10,,
5:10.0,G. Dragic misses 3-pt shot from 24 ft,,12-10,,
5:08.0,Offensive rebound by M. Morris,,12-10,,
5:05.0,E. Bledsoe misses 2-pt shot at rim,,12-10,,
5:04.0,Offensive rebound by M. Plumlee,,12-10,,
4:57.0,M. Morris misses 3-pt shot from 24 ft,,12-10,,
4:56.0,Offensive rebound by M. Plumlee,,12-10,,
4:54.0,Shooting foul by A. Wiggins (drawn by M. Morris),,12-10,,
4:54.0,M. Morris makes free throw 1 of 2,1,13-10,,
4:54.0,M. Morris makes free throw 2 of 2,1,14-10,,
4:45.0,,,14-12,2,A. Wiggins makes 2-pt shot from 13 ft (assist by M. Williams)
4:32.0,E. Bledsoe misses 2-pt shot at rim,,14-12,,
4:31.0,,,14-12,,Defensive rebound by S. Muhammad
4:28.0,,,14-12,,Turnover by S. Muhammad (lost ball; steal by M. Plumlee)
4:25.0,Shooting foul by G. Dieng (drawn by E. Bledsoe),,14-12,,
4:25.0,E. Bledsoe makes free throw 1 of 2,1,15-12,,
4:25.0,I. Thomas enters the game for G. Dragic,,15-12,,
4:25.0,M. Morris enters the game for P. Tucker,,15-12,,
4:25.0,E. Bledsoe misses free throw 2 of 2,,15-12,,
4:23.0,,,15-12,,Defensive rebound by T. Young
4:07.0,,,15-14,2,G. Dieng makes 2-pt shot from 8 ft (assist by M. Williams)
3:53.0,M. Plumlee misses 2-pt shot from 4 ft,,15-14,,
3:52.0,,,15-14,,Defensive rebound by Team
3:52.0,,,15-14,,A. Bennett enters the game for T. Young
3:46.0,Personal foul by M. Morris (drawn by S. Muhammad),,15-14,,
3:40.0,,,15-16,2,A. Wiggins makes 2-pt shot from 5 ft (assist by G. Dieng)
3:40.0,,,15-16,,Shooting foul by M. Plumlee (drawn by A. Wiggins)
3:40.0,,,15-16,,A. Wiggins misses free throw 1 of 1
3:39.0,,,15-16,,Offensive rebound by A. Bennett
3:26.0,,,15-19,3,M. Williams makes 3-pt shot from 25 ft (assist by A. Bennett)
3:12.0,,,15-19,,Personal foul by M. Williams (drawn by M. Morris)
3:10.0,Offensive foul by M. Morris,,15-19,,
3:10.0,Turnover by M. Morris (offensive foul),,15-19,,
3:10.0,,,15-19,,Z. LaVine enters the game for M. Williams
2:56.0,,,15-19,,S. Muhammad misses 3-pt shot from 24 ft
2:55.0,Defensive rebound by Team,,15-19,,
2:55.0,Phoenix full timeout,,15-19,,
2:55.0,,,15-19,,C. Budinger enters the game for S. Muhammad
2:40.0,M. Morris misses 2-pt shot from 18 ft,,15-19,,
2:39.0,Offensive rebound by I. Thomas,,15-19,,
2:34.0,M. Morris misses 3-pt shot from 25 ft,,15-19,,
2:33.0,,,15-19,,Defensive rebound by A. Bennett
2:10.0,,,15-21,2,A. Bennett makes 2-pt shot from 19 ft (assist by G. Dieng)
1:58.0,M. Morris misses 2-pt shot from 13 ft,,15-21,,
1:57.0,,,15-21,,Defensive rebound by A. Bennett
1:51.0,,,15-21,,Z. LaVine misses 2-pt shot from 17 ft
1:49.0,Defensive rebound by E. Bledsoe,,15-21,,
1:33.0,M. Morris misses 2-pt shot from 7 ft,,15-21,,
1:32.0,Offensive rebound by Team,,15-21,,
1:32.0,G. Green enters the game for M. Morris,,15-21,,
1:20.0,I. Thomas misses 2-pt shot from 17 ft,,15-21,,
1:18.0,,,15-21,,Defensive rebound by Team
0:59.0,,,15-21,,C. Budinger misses 2-pt shot from 15 ft
0:57.0,Defensive rebound by M. Plumlee,,15-21,,
0:47.0,I. Thomas makes 2-pt shot from 3 ft,2,17-21,,
0:34.0,,,17-21,,A. Bennett misses 2-pt shot from 1 ft
0:33.0,,,17-21,,Offensive rebound by A. Bennett
0:33.0,,,17-23,2,A. Bennett makes 2-pt shot at rim
0:23.0,I. Thomas makes 3-pt shot from 23 ft (assist by M. Plumlee),3,20-23,,
0:04.0,,,20-23,,A. Wiggins misses 3-pt shot from 24 ft
0:03.0,,,20-23,,Offensive rebound by C. Budinger
0:01.0,,,20-25,2,C. Budinger makes 2-pt shot at rim
0:00.0,G. Green misses 3-pt shot from 43 ft,,20-25,,
0:00.0,Offensive rebound by Team,,20-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,20-25,,A. Wiggins misses 2-pt shot from 16 ft
11:46.0,Defensive rebound by I. Thomas,,20-25,,
11:36.0,M. Morris misses 3-pt shot from 24 ft,,20-25,,
11:34.0,,,20-25,,Defensive rebound by A. Wiggins
11:11.0,,,20-25,,G. Dieng misses 2-pt shot from 1 ft (block by M. Plumlee)
11:10.0,,,20-25,,Offensive rebound by Team
11:10.0,,,20-25,,Turnover by Team (shot clock)
10:55.0,M. Plumlee misses 2-pt shot from 3 ft (block by G. Dieng),,20-25,,
10:55.0,Offensive rebound by Team,,20-25,,
10:55.0,A. Len enters the game for M. Plumlee,,20-25,,
10:46.0,G. Green makes 2-pt shot from 15 ft,2,22-25,,
10:38.0,Personal foul by G. Green (drawn by A. Wiggins),,22-25,,
10:34.0,,,22-27,2,C. Budinger makes 2-pt shot from 13 ft (assist by Z. LaVine)
10:28.0,Turnover by G. Green (lost ball),,22-27,,
10:12.0,,,22-29,2,G. Dieng makes 2-pt shot from 11 ft (assist by C. Budinger)
10:02.0,,,22-29,,Personal foul by C. Budinger (drawn by G. Dragic)
9:56.0,I. Thomas misses 2-pt shot at rim,,22-29,,
9:55.0,Offensive rebound by I. Thomas,,22-29,,
9:51.0,I. Thomas makes 3-pt shot from 25 ft,3,25-29,,
9:39.0,,,25-29,,Turnover by Z. LaVine (bad pass; steal by I. Thomas)
9:33.0,M. Morris makes 2-pt shot from 1 ft (assist by I. Thomas),2,27-29,,
9:15.0,,,27-31,2,A. Wiggins makes 2-pt shot from 18 ft
9:07.0,Offensive foul by A. Len,,27-31,,
9:07.0,Turnover by A. Len (offensive foul),,27-31,,
9:07.0,,,27-31,,S. Muhammad enters the game for A. Wiggins
8:55.0,,,27-31,,Shooting foul by A. Len (drawn by A. Bennett)
8:55.0,,,27-31,,Minnesota full timeout
8:55.0,M. Morris enters the game for A. Len,,27-31,,
8:55.0,,,27-31,,R. Hummel enters the game for G. Dieng
8:55.0,,,27-32,1,A. Bennett makes free throw 1 of 2
8:55.0,,,27-33,1,A. Bennett makes free throw 2 of 2
8:40.0,G. Green makes 2-pt shot from 19 ft (assist by I. Thomas),2,29-33,,
8:18.0,Personal foul by I. Thomas (drawn by S. Muhammad),,29-33,,
8:12.0,,,29-35,2,Z. LaVine makes 2-pt shot from 22 ft
7:49.0,M. Morris makes 2-pt shot from 12 ft (assist by M. Morris),2,31-35,,
7:30.0,,,31-35,,Turnover by Z. LaVine (bad pass; steal by I. Thomas)
7:26.0,G. Green misses 2-pt shot at rim,,31-35,,
7:24.0,Offensive rebound by G. Dragic,,31-35,,
7:24.0,G. Dragic makes 2-pt shot at rim,2,33-35,,
7:15.0,,,33-35,,Turnover by Z. LaVine (bad pass; steal by I. Thomas)
7:07.0,G. Dragic misses 3-pt shot from 23 ft,,33-35,,
7:06.0,,,33-35,,Defensive rebound by R. Hummel
6:52.0,,,33-35,,A. Bennett misses 2-pt shot from 20 ft
6:51.0,Defensive rebound by I. Thomas,,33-35,,
6:43.0,I. Thomas misses 2-pt shot from 17 ft,,33-35,,
6:42.0,,,33-35,,Defensive rebound by Z. LaVine
6:32.0,,,33-37,2,A. Bennett makes 2-pt shot at rim (assist by Z. LaVine)
6:31.0,Phoenix full timeout,,33-37,,
6:31.0,,,33-37,,M. Williams enters the game for Z. LaVine
6:15.0,M. Morris misses 2-pt shot from 2 ft,,33-37,,
6:14.0,,,33-37,,Defensive rebound by A. Bennett
6:03.0,,,33-37,,S. Muhammad misses 2-pt shot from 2 ft
6:02.0,,,33-37,,Offensive rebound by M. Williams
5:59.0,,,33-40,3,M. Williams makes 3-pt shot from 23 ft
5:35.0,G. Green misses 3-pt shot from 25 ft,,33-40,,
5:34.0,,,33-40,,Defensive rebound by A. Bennett
5:16.0,,,33-42,2,A. Bennett makes 2-pt shot from 16 ft (assist by M. Williams)
4:55.0,M. Morris makes 2-pt shot from 15 ft,2,35-42,,
4:45.0,,,35-42,,Offensive charge foul by S. Muhammad
4:45.0,,,35-42,,Turnover by S. Muhammad (offensive foul)
4:45.0,P. Tucker enters the game for M. Morris,,35-42,,
4:26.0,G. Dragic makes 2-pt shot at rim,2,37-42,,
4:05.0,,,37-44,2,M. Williams makes 2-pt shot from 16 ft
3:51.0,Shooting foul by R. Hummel (drawn by G. Dragic),,37-44,,
3:51.0,G. Dragic makes free throw 1 of 2,1,38-44,,
3:51.0,E. Bledsoe enters the game for G. Green,,38-44,,
3:51.0,,,38-44,,A. Wiggins enters the game for C. Budinger
3:51.0,G. Dragic makes free throw 2 of 2,1,39-44,,
3:37.0,,,39-44,,A. Bennett misses 2-pt shot from 20 ft
3:36.0,Defensive rebound by G. Dragic,,39-44,,
3:29.0,E. Bledsoe misses 2-pt shot from 9 ft,,39-44,,
3:27.0,,,39-44,,Defensive rebound by A. Wiggins
3:19.0,,,39-44,,Turnover by A. Wiggins (bad pass; steal by E. Bledsoe)
3:15.0,Shooting foul by R. Hummel (drawn by M. Morris),,39-44,,
3:15.0,M. Morris makes free throw 1 of 2,1,40-44,,
3:15.0,,,40-44,,Minnesota full timeout
3:15.0,,,40-44,,T. Young enters the game for A. Bennett
3:15.0,M. Morris makes free throw 2 of 2,1,41-44,,
2:57.0,,,41-44,,Turnover by M. Williams (lost ball)
2:48.0,I. Thomas misses 3-pt shot from 25 ft,,41-44,,
2:46.0,,,41-44,,Defensive rebound by S. Muhammad
2:42.0,,,41-46,2,A. Wiggins makes 2-pt shot at rim (assist by S. Muhammad)
2:32.0,E. Bledsoe misses 3-pt shot from 23 ft,,41-46,,
2:30.0,Offensive rebound by P. Tucker,,41-46,,
2:14.0,M. Morris misses 2-pt shot from 1 ft,,41-46,,
2:12.0,Offensive rebound by E. Bledsoe,,41-46,,
2:12.0,E. Bledsoe makes 2-pt shot at rim,2,43-46,,
1:48.0,,,43-46,,T. Young misses 2-pt shot from 1 ft
1:47.0,Defensive rebound by P. Tucker,,43-46,,
1:44.0,Offensive foul by M. Morris,,43-46,,
1:44.0,Turnover by M. Morris (offensive foul),,43-46,,
1:44.0,,,43-46,,G. Dieng enters the game for R. Hummel
1:37.0,,,43-46,,Turnover by M. Williams (bad pass)
1:21.0,G. Dragic misses 2-pt shot from 19 ft,,43-46,,
1:21.0,Offensive rebound by Team,,43-46,,
1:21.0,,,43-46,,Loose ball foul by A. Wiggins (drawn by M. Morris)
1:14.0,I. Thomas misses 2-pt shot from 19 ft (block by M. Williams),,43-46,,
1:13.0,,,43-46,,Defensive rebound by S. Muhammad
0:57.0,,,43-46,,T. Young misses 2-pt shot from 6 ft
0:54.0,Defensive rebound by P. Tucker,,43-46,,
0:49.0,Turnover by P. Tucker (lost ball; steal by S. Muhammad),,43-46,,
0:46.0,,,43-48,2,A. Wiggins makes 2-pt shot at rim (assist by S. Muhammad)
0:33.0,E. Bledsoe makes 2-pt shot from 1 ft,2,45-48,,
0:09.0,,,45-48,,M. Williams misses 3-pt shot from 25 ft
0:09.0,,,45-48,,Offensive rebound by Team
0:09.0,,,45-48,,Turnover by Team (shot clock)
0:00.0,E. Bledsoe misses 2-pt shot from 5 ft,,45-48,,
0:00.0,Offensive rebound by Team,,45-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,45-51,3,S. Muhammad makes 3-pt shot from 24 ft (assist by M. Williams)
11:21.0,Turnover by E. Bledsoe (lost ball; steal by A. Wiggins),,45-51,,
11:18.0,,,45-53,2,S. Muhammad makes 2-pt shot from 1 ft (assist by A. Wiggins)
11:18.0,,,45-53,,Shooting foul by E. Bledsoe (drawn by S. Muhammad)
11:18.0,,,45-54,1,S. Muhammad makes free throw 1 of 1
11:03.0,G. Dragic makes 2-pt shot at rim (assist by A. Len),2,47-54,,
10:43.0,,,47-54,,S. Muhammad misses 2-pt shot from 20 ft
10:42.0,,,47-54,,Offensive rebound by G. Dieng
10:39.0,,,47-56,2,S. Muhammad makes 2-pt shot at rim (assist by G. Dieng)
10:19.0,A. Len misses 2-pt shot from 18 ft,,47-56,,
10:17.0,,,47-56,,Defensive rebound by T. Young
10:11.0,,,47-58,2,A. Wiggins makes 2-pt shot from 13 ft (assist by T. Young)
9:46.0,E. Bledsoe misses 2-pt shot from 21 ft,,47-58,,
9:45.0,,,47-58,,Defensive rebound by G. Dieng
9:30.0,,,47-60,2,T. Young makes 2-pt shot from 5 ft (assist by M. Williams)
9:23.0,Phoenix full timeout,,47-60,,
9:13.0,M. Morris makes 2-pt shot from 5 ft,2,49-60,,
9:00.0,Personal foul by P. Tucker (drawn by S. Muhammad),,49-60,,
8:57.0,Personal foul by G. Dragic (drawn by A. Wiggins),,49-60,,
8:53.0,,,49-60,,G. Dieng misses 2-pt shot from 19 ft
8:52.0,Defensive rebound by E. Bledsoe,,49-60,,
8:42.0,G. Dragic makes 2-pt shot at rim (assist by A. Len),2,51-60,,
8:23.0,,,51-60,,Turnover by A. Wiggins (lost ball; steal by M. Morris)
8:17.0,Turnover by G. Dragic (bad pass; steal by A. Wiggins),,51-60,,
8:15.0,,,51-60,,Turnover by A. Wiggins (lost ball; steal by G. Dragic)
8:09.0,E. Bledsoe makes 2-pt shot at rim,2,53-60,,
7:50.0,,,53-60,,M. Williams misses 2-pt shot from 19 ft
7:49.0,Defensive rebound by A. Len,,53-60,,
7:40.0,M. Morris makes 2-pt shot from 6 ft (assist by E. Bledsoe),2,55-60,,
7:36.0,,,55-60,,Minnesota full timeout
7:18.0,,,55-60,,T. Young misses 2-pt shot from 10 ft
7:17.0,Defensive rebound by E. Bledsoe,,55-60,,
7:13.0,E. Bledsoe makes 2-pt shot at rim,2,57-60,,
6:58.0,,,57-62,2,S. Muhammad makes 2-pt shot at rim (assist by T. Young)
6:37.0,M. Morris misses 2-pt shot from 16 ft,,57-62,,
6:36.0,,,57-62,,Defensive rebound by G. Dieng
6:18.0,,,57-62,,T. Young misses 2-pt shot at rim (block by A. Len)
6:17.0,,,57-62,,Offensive rebound by Team
6:17.0,Technical foul by M. Morris,,57-62,,
6:17.0,,,57-63,1,M. Williams makes technical free throw
6:07.0,,,57-65,2,T. Young makes 2-pt shot from 1 ft
5:58.0,E. Bledsoe makes 2-pt shot from 19 ft,2,59-65,,
5:37.0,Def 3 sec tech foul by M. Morris,,59-65,,
5:37.0,,,59-66,1,M. Williams makes technical free throw
5:37.0,M. Morris enters the game for M. Morris,,59-66,,
5:33.0,,,59-66,,Turnover by G. Dieng (bad pass; steal by E. Bledsoe)
5:11.0,,,59-66,,Violation by T. Young (kicked ball)
5:08.0,A. Len misses 3-pt shot from 24 ft,,59-66,,
5:07.0,Offensive rebound by G. Dragic,,59-66,,
5:05.0,G. Dragic makes 2-pt shot from 1 ft,2,61-66,,
4:41.0,,,61-66,,T. Young misses 2-pt shot from 1 ft (block by A. Len)
4:40.0,,,61-66,,Offensive rebound by T. Young
4:39.0,,,61-66,,T. Young misses 2-pt shot at rim (block by A. Len)
4:38.0,,,61-66,,Offensive rebound by G. Dieng
4:37.0,,,61-66,,Turnover by Team (shot clock)
4:26.0,P. Tucker misses 3-pt shot from 23 ft,,61-66,,
4:25.0,,,61-66,,Defensive rebound by T. Young
4:11.0,,,61-68,2,T. Young makes 2-pt shot from 7 ft (assist by M. Williams)
3:56.0,G. Dragic makes 2-pt shot at rim,2,63-68,,
3:38.0,,,63-68,,T. Young misses 2-pt shot from 7 ft
3:37.0,Defensive rebound by A. Len,,63-68,,
3:32.0,M. Morris makes 2-pt shot at rim (assist by G. Dragic),2,65-68,,
3:15.0,,,65-68,,T. Young misses 2-pt shot from 2 ft (block by A. Len)
3:13.0,,,65-68,,Offensive rebound by G. Dieng
3:12.0,,,65-68,,G. Dieng misses 2-pt shot at rim
3:10.0,Defensive rebound by P. Tucker,,65-68,,
3:06.0,G. Dragic makes 2-pt shot at rim,2,67-68,,
2:48.0,,,67-68,,Minnesota full timeout
2:48.0,Technical foul by M. Morris,,67-68,,
2:48.0,M. Plumlee enters the game for A. Len,,67-68,,
2:48.0,G. Green enters the game for M. Morris,,67-68,,
2:48.0,I. Thomas enters the game for E. Bledsoe,,67-68,,
2:48.0,,,67-68,,A. Bennett enters the game for T. Young
2:48.0,,,67-69,1,M. Williams makes technical free throw
2:42.0,,,67-69,,S. Muhammad misses 2-pt shot from 13 ft
2:41.0,,,67-69,,Offensive rebound by G. Dieng
2:30.0,,,67-69,,S. Muhammad misses 2-pt shot from 10 ft
2:28.0,,,67-69,,Offensive rebound by A. Bennett
2:26.0,,,67-71,2,A. Bennett makes 2-pt shot at rim
2:12.0,P. Tucker makes 2-pt shot from 2 ft,2,69-71,,
2:00.0,Personal foul by G. Dragic (drawn by A. Wiggins),,69-71,,
1:49.0,,,69-71,,G. Dieng misses 2-pt shot from 5 ft
1:47.0,,,69-71,,Offensive rebound by G. Dieng
1:44.0,,,69-71,,G. Dieng misses 2-pt shot from 8 ft
1:43.0,Defensive rebound by P. Tucker,,69-71,,
1:37.0,I. Thomas misses 2-pt shot from 17 ft,,69-71,,
1:36.0,,,69-71,,Defensive rebound by A. Wiggins
1:33.0,,,69-73,2,S. Muhammad makes 2-pt shot at rim (assist by A. Wiggins)
1:17.0,G. Dragic misses 3-pt shot from 24 ft,,69-73,,
1:15.0,,,69-73,,Defensive rebound by A. Bennett
1:03.0,,,69-73,,M. Williams misses 2-pt shot from 16 ft
1:03.0,,,69-73,,Offensive rebound by Team
1:03.0,Loose ball foul by M. Plumlee (drawn by G. Dieng),,69-73,,
1:03.0,,,69-74,1,G. Dieng makes free throw 1 of 2
1:03.0,,,69-74,,C. Budinger enters the game for A. Wiggins
1:03.0,,,69-75,1,G. Dieng makes free throw 2 of 2
0:51.0,G. Green makes 2-pt shot from 17 ft,2,71-75,,
0:33.0,,,71-75,,S. Muhammad misses 2-pt shot from 9 ft
0:32.0,Defensive rebound by P. Tucker,,71-75,,
0:26.0,P. Tucker misses 3-pt shot from 24 ft,,71-75,,
0:25.0,,,71-75,,Defensive rebound by C. Budinger
0:03.0,,,71-78,3,M. Williams makes 3-pt shot from 25 ft
0:00.0,G. Green misses 3-pt shot from 29 ft,,71-78,,
0:00.0,Offensive rebound by Team,,71-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,G. Green makes 3-pt shot from 24 ft (assist by I. Thomas),3,74-78,,
11:35.0,,,74-78,,Turnover by Z. LaVine (step out of bounds)
11:18.0,G. Green makes 2-pt shot from 19 ft,2,76-78,,
10:56.0,,,76-80,2,Z. LaVine makes 2-pt shot from 20 ft
10:39.0,G. Green misses 3-pt shot from 26 ft,,76-80,,
10:37.0,,,76-80,,Defensive rebound by A. Bennett
10:29.0,,,76-82,2,A. Bennett makes 2-pt shot from 1 ft (assist by S. Muhammad)
10:12.0,P. Tucker misses 3-pt shot from 22 ft,,76-82,,
10:11.0,,,76-82,,Defensive rebound by C. Budinger
9:57.0,,,76-82,,S. Muhammad misses 2-pt shot from 13 ft (block by G. Green)
9:55.0,,,76-82,,Offensive rebound by S. Muhammad
9:53.0,,,76-82,,A. Bennett misses 2-pt shot at rim (block by P. Tucker)
9:52.0,Defensive rebound by G. Green,,76-82,,
9:48.0,I. Thomas makes 2-pt shot at rim,2,78-82,,
9:28.0,,,78-82,,Z. LaVine misses 3-pt shot from 25 ft
9:25.0,Defensive rebound by G. Green,,78-82,,
9:18.0,G. Green makes 3-pt shot from 25 ft,3,81-82,,
9:18.0,,,81-82,,Minnesota full timeout
9:18.0,A. Len enters the game for M. Plumlee,,81-82,,
9:18.0,M. Morris enters the game for P. Tucker,,81-82,,
9:18.0,,,81-82,,A. Wiggins enters the game for S. Muhammad
9:03.0,,,81-82,,A. Wiggins misses 2-pt shot from 6 ft
9:01.0,Defensive rebound by I. Thomas,,81-82,,
8:55.0,G. Green makes 3-pt shot from 24 ft,3,84-82,,
8:35.0,,,84-82,,Turnover by A. Wiggins (bad pass; steal by I. Thomas)
8:22.0,Shooting foul by A. Wiggins (drawn by G. Green),,84-82,,
8:22.0,G. Green makes free throw 1 of 2,1,85-82,,
8:22.0,,,85-82,,T. Young enters the game for G. Dieng
8:22.0,,,85-82,,M. Williams enters the game for Z. LaVine
8:22.0,G. Green makes free throw 2 of 2,1,86-82,,
8:06.0,,,86-84,2,T. Young makes 2-pt shot from 1 ft (assist by M. Williams)
7:55.0,I. Thomas makes 2-pt shot from 1 ft,2,88-84,,
7:40.0,Personal foul by I. Thomas (drawn by M. Williams),,88-84,,
7:36.0,,,88-86,2,C. Budinger makes 2-pt shot at rim (assist by T. Young)
7:15.0,E. Bledsoe misses 2-pt shot from 4 ft (block by T. Young),,88-86,,
7:14.0,,,88-86,,Defensive rebound by C. Budinger
7:08.0,,,88-88,2,C. Budinger makes 2-pt shot from 15 ft (assist by M. Williams)
6:54.0,G. Green makes 2-pt shot from 12 ft,2,90-88,,
6:36.0,,,90-88,,C. Budinger misses 3-pt shot from 22 ft
6:35.0,Defensive rebound by G. Green,,90-88,,
6:30.0,G. Green misses 3-pt shot from 25 ft,,90-88,,
6:29.0,Offensive rebound by E. Bledsoe,,90-88,,
6:27.0,E. Bledsoe misses 2-pt shot at rim,,90-88,,
6:26.0,,,90-88,,Defensive rebound by A. Bennett
6:20.0,,,90-90,2,A. Wiggins makes 2-pt shot from 21 ft (assist by M. Williams)
6:09.0,Phoenix full timeout,,90-90,,
6:09.0,G. Dragic enters the game for E. Bledsoe,,90-90,,
6:06.0,,,90-90,,Personal foul by A. Wiggins (drawn by G. Green)
6:04.0,,,90-90,,Personal foul by M. Williams (drawn by I. Thomas)
5:51.0,G. Green misses 2-pt shot from 19 ft,,90-90,,
5:49.0,Offensive rebound by A. Len,,90-90,,
5:49.0,A. Len makes 2-pt shot from 1 ft,2,92-90,,
5:34.0,,,92-92,2,A. Wiggins makes 2-pt shot from 15 ft (assist by T. Young)
5:12.0,I. Thomas misses 2-pt shot from 6 ft,,92-92,,
5:11.0,Offensive rebound by A. Len,,92-92,,
5:11.0,A. Len makes 2-pt shot from 1 ft,2,94-92,,
5:11.0,Shooting foul by C. Budinger (drawn by A. Len),,94-92,,
5:11.0,,,94-92,,G. Dieng enters the game for A. Bennett
5:11.0,A. Len makes free throw 1 of 1,1,95-92,,
4:52.0,,,95-92,,Shooting foul by I. Thomas (drawn by M. Williams)
4:52.0,,,95-93,1,M. Williams makes free throw 1 of 2
4:52.0,,,95-94,1,M. Williams makes free throw 2 of 2
4:34.0,I. Thomas misses 2-pt shot at rim,,95-94,,
4:32.0,,,95-94,,Defensive rebound by T. Young
4:21.0,,,95-94,,M. Williams misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by A. Len,,95-94,,
4:10.0,G. Green misses 2-pt shot from 2 ft,,95-94,,
4:08.0,Offensive rebound by A. Len,,95-94,,
4:08.0,A. Len makes 2-pt shot at rim,2,97-94,,
3:50.0,,,97-94,,T. Young misses 2-pt shot from 4 ft
3:47.0,,,97-94,,Offensive rebound by T. Young
3:42.0,,,97-94,,A. Wiggins misses 3-pt shot from 25 ft
3:40.0,,,97-94,,Offensive rebound by T. Young
3:37.0,,,97-94,,Shooting foul by G. Dragic (drawn by A. Wiggins)
3:37.0,,,97-95,1,A. Wiggins makes free throw 1 of 2
3:37.0,,,97-96,1,A. Wiggins makes free throw 2 of 2
3:20.0,Turnover by A. Len (bad pass; steal by T. Young),,97-96,,
3:04.0,,,97-98,2,T. Young makes 2-pt shot at rim (assist by M. Williams)
