time,Memphis,pts.away,score,pts.home,Minnesota
11:44.0,K. Koufos makes 2-pt shot from 1 ft (assist by N. Calathes),2,20-24,,
11:28.0,,,20-24,,A. Wiggins misses 2-pt shot from 17 ft
11:26.0,Defensive rebound by Team,,20-24,,
11:10.0,Turnover by N. Calathes (bad pass; steal by G. Dieng),,20-24,,
10:54.0,,,20-24,,A. Payne misses 2-pt shot from 2 ft
10:53.0,Defensive rebound by K. Koufos,,20-24,,
10:46.0,B. Udrih makes 2-pt shot at rim,2,22-24,,
10:35.0,Personal foul by T. Allen (drawn by A. Wiggins),,22-24,,
10:35.0,,,22-24,,K. Martin enters the game for A. Wiggins
10:35.0,,,22-24,,N. Pekovic enters the game for G. Dieng
10:21.0,,,22-24,,A. Payne misses 2-pt shot from 21 ft
10:20.0,Defensive rebound by K. Koufos,,22-24,,
10:06.0,B. Udrih makes 2-pt shot from 18 ft,2,24-24,,
9:50.0,,,24-24,,K. Martin misses 2-pt shot from 19 ft
9:49.0,,,24-24,,Offensive rebound by N. Pekovic
9:46.0,,,24-24,,Turnover by K. Martin (lost ball; steal by B. Udrih)
9:43.0,N. Calathes makes 2-pt shot from 1 ft,2,26-24,,
9:43.0,Shooting foul by Z. LaVine (drawn by N. Calathes),,26-24,,
9:43.0,N. Calathes misses free throw 1 of 1,,26-24,,
9:43.0,,,26-24,,Defensive rebound by Z. LaVine
9:30.0,,,26-24,,K. Martin misses 2-pt shot from 19 ft
9:28.0,,,26-24,,Offensive rebound by N. Pekovic
9:27.0,,,26-24,,N. Pekovic misses 2-pt shot from 1 ft (block by K. Koufos)
9:26.0,,,26-24,,Offensive rebound by N. Pekovic
9:25.0,,,26-24,,N. Pekovic misses 2-pt shot from 1 ft (block by J. Leuer)
9:24.0,Defensive rebound by B. Udrih,,26-24,,
9:18.0,Turnover by B. Udrih (discontinued dribble),,26-24,,
9:07.0,,,26-24,,Z. LaVine misses 2-pt shot from 19 ft
9:05.0,Defensive rebound by K. Koufos,,26-24,,
8:53.0,Turnover by K. Koufos (traveling),,26-24,,
8:53.0,,,26-24,,Minnesota full timeout
8:41.0,,,26-26,2,G. Neal makes 2-pt shot from 13 ft (assist by N. Pekovic)
8:41.0,,,26-26,,Shooting foul by B. Udrih (drawn by G. Neal)
8:41.0,,,26-27,1,G. Neal makes free throw 1 of 1
8:27.0,T. Allen misses 2-pt shot from 19 ft,,26-27,,
8:26.0,Offensive rebound by J. Leuer,,26-27,,
8:21.0,B. Udrih misses 3-pt shot from 24 ft,,26-27,,
8:20.0,,,26-27,,Defensive rebound by Team
8:20.0,Loose ball foul by J. Leuer (drawn by N. Pekovic),,26-27,,
8:20.0,,,26-27,,G. Dieng enters the game for A. Payne
8:09.0,,,26-29,2,Z. LaVine makes 2-pt shot at rim
7:54.0,N. Calathes makes 2-pt shot from 21 ft,2,28-29,,
7:35.0,,,28-29,,Shooting foul by B. Udrih (drawn by G. Neal)
7:35.0,,,28-30,1,G. Neal makes free throw 1 of 2
7:35.0,,,28-31,1,G. Neal makes free throw 2 of 2
7:25.0,T. Allen makes 2-pt shot at rim (assist by N. Calathes),2,30-31,,
7:20.0,,,30-31,,Turnover by G. Dieng (bad pass; steal by N. Calathes)
7:16.0,J. Leuer makes 2-pt shot from 1 ft (assist by B. Udrih),2,32-31,,
7:02.0,,,32-33,2,Z. LaVine makes 2-pt shot from 3 ft
6:48.0,T. Allen misses 2-pt shot from 2 ft (block by N. Pekovic),,32-33,,
6:46.0,,,32-33,,Defensive rebound by N. Pekovic
6:38.0,,,32-33,,K. Martin misses 2-pt shot from 12 ft
6:37.0,Defensive rebound by K. Koufos,,32-33,,
6:31.0,B. Udrih makes 2-pt shot from 1 ft,2,34-33,,
6:13.0,Personal foul by J. Leuer (drawn by G. Dieng),,34-33,,
6:13.0,,,34-34,1,G. Dieng makes free throw 1 of 2
6:13.0,,,34-35,1,G. Dieng makes free throw 2 of 2
5:55.0,K. Koufos makes 2-pt shot from 5 ft (assist by N. Calathes),2,36-35,,
5:41.0,,,36-35,,Turnover by Z. LaVine (bad pass; steal by T. Allen)
5:36.0,J. Leuer makes 2-pt shot from 2 ft (assist by T. Allen),2,38-35,,
5:35.0,,,38-35,,Minnesota full timeout
5:35.0,,,38-35,,R. Rubio enters the game for Z. LaVine
5:35.0,,,38-35,,K. Garnett enters the game for G. Dieng
5:35.0,,,38-35,,A. Wiggins enters the game for G. Neal
5:35.0,M. Gasol enters the game for K. Koufos,,38-35,,
5:35.0,M. Conley enters the game for B. Udrih,,38-35,,
5:12.0,Z. Randolph enters the game for J. Leuer,,38-35,,
5:11.0,,,38-35,,Shooting foul by N. Calathes (drawn by N. Pekovic)
5:11.0,,,38-35,,N. Pekovic misses free throw 1 of 2
5:11.0,,,38-35,,Offensive rebound by Team
5:11.0,,,38-36,1,N. Pekovic makes free throw 2 of 2
4:47.0,M. Conley makes 2-pt shot from 20 ft (assist by N. Calathes),2,40-36,,
4:30.0,,,40-38,2,A. Wiggins makes 2-pt shot from 19 ft
4:24.0,,,40-38,,Technical foul by Team
4:24.0,M. Conley makes technical free throw,1,41-38,,
4:24.0,J. Green enters the game for N. Calathes,,41-38,,
4:18.0,M. Conley misses 2-pt shot from 21 ft,,41-38,,
4:17.0,Offensive rebound by Z. Randolph,,41-38,,
4:09.0,Turnover by M. Conley (traveling),,41-38,,
3:51.0,,,41-38,,R. Rubio misses 3-pt shot from 24 ft
3:50.0,,,41-38,,Offensive rebound by Team
3:47.0,,,41-38,,K. Martin misses 2-pt shot from 12 ft
3:46.0,,,41-38,,Offensive rebound by K. Garnett
3:39.0,,,41-40,2,A. Wiggins makes 2-pt shot from 19 ft (assist by K. Martin)
3:20.0,Turnover by M. Gasol (lost ball; steal by N. Pekovic),,41-40,,
3:16.0,,,41-40,,A. Wiggins misses 2-pt shot from 1 ft
3:14.0,Defensive rebound by M. Conley,,41-40,,
3:09.0,Shooting foul by K. Garnett (drawn by M. Gasol),,41-40,,
3:09.0,M. Gasol misses free throw 1 of 2,,41-40,,
3:09.0,Offensive rebound by Team,,41-40,,
3:09.0,,,41-40,,Technical foul by K. Garnett (drawn by M. Gasol)
3:09.0,M. Conley makes technical free throw,1,42-40,,
3:09.0,M. Gasol makes free throw 2 of 2,1,43-40,,
3:01.0,,,43-40,,K. Martin misses 2-pt shot from 5 ft
3:00.0,Defensive rebound by M. Gasol,,43-40,,
2:55.0,Turnover by Z. Randolph (bad pass; steal by R. Rubio),,43-40,,
2:41.0,,,43-42,2,K. Martin makes 2-pt shot at rim (assist by K. Garnett)
2:33.0,Memphis full timeout,,43-42,,
2:33.0,C. Lee enters the game for T. Allen,,43-42,,
2:28.0,Shooting foul by A. Wiggins (drawn by J. Green),,43-42,,
2:28.0,J. Green misses free throw 1 of 2,,43-42,,
2:28.0,Offensive rebound by Team,,43-42,,
2:28.0,J. Green makes free throw 2 of 2,1,44-42,,
2:06.0,,,44-44,2,K. Garnett makes 2-pt shot from 20 ft (assist by K. Martin)
1:44.0,J. Green makes 2-pt shot from 7 ft,2,46-44,,
1:31.0,Personal foul by M. Conley (drawn by R. Rubio),,46-44,,
1:31.0,,,46-44,,R. Rubio misses free throw 1 of 2
1:31.0,,,46-44,,Offensive rebound by Team
1:31.0,,,46-44,,G. Dieng enters the game for N. Pekovic
1:31.0,,,46-44,,R. Rubio misses free throw 2 of 2
1:31.0,Defensive rebound by Z. Randolph,,46-44,,
1:15.0,M. Conley misses 3-pt shot from 22 ft,,46-44,,
1:14.0,,,46-44,,Defensive rebound by R. Rubio
1:07.0,,,46-44,,K. Martin misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by M. Gasol,,46-44,,
1:05.0,,,46-44,,Personal block foul by R. Rubio (drawn by M. Conley)
0:49.0,Turnover by M. Conley (bad pass),,46-44,,
0:29.0,,,46-44,,A. Wiggins misses 2-pt shot from 1 ft
0:28.0,Defensive rebound by Z. Randolph,,46-44,,
0:13.0,M. Conley misses 2-pt shot at rim,,46-44,,
0:13.0,Offensive rebound by M. Gasol,,46-44,,
0:13.0,M. Gasol makes 2-pt shot from 1 ft,2,48-44,,
0:04.0,,,48-44,,K. Garnett misses 3-pt shot from 24 ft
0:02.0,,,48-44,,Offensive rebound by G. Dieng
0:02.0,,,48-44,,Shooting foul by J. Green (drawn by G. Dieng)
0:02.0,,,48-45,1,G. Dieng makes free throw 1 of 2
0:02.0,,,48-46,1,G. Dieng makes free throw 2 of 2
0:00.0,M. Gasol misses 3-pt shot from 40 ft,,48-46,,
0:00.0,Offensive rebound by Team,,48-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,Z. Randolph misses 2-pt shot from 20 ft,,48-46,,
11:34.0,,,48-46,,Defensive rebound by K. Martin
11:20.0,,,48-46,,Offensive foul by N. Pekovic
11:20.0,,,48-46,,Turnover by N. Pekovic (offensive foul)
11:01.0,M. Gasol makes 2-pt shot from 18 ft (assist by J. Green),2,50-46,,
10:40.0,,,50-46,,N. Pekovic misses 2-pt shot from 4 ft
10:39.0,Defensive rebound by Z. Randolph,,50-46,,
10:30.0,M. Gasol makes 2-pt shot from 12 ft,2,52-46,,
10:28.0,,,52-46,,Minnesota full timeout
10:28.0,,,52-46,,G. Dieng enters the game for N. Pekovic
10:17.0,,,52-46,,Turnover by A. Wiggins (lost ball)
9:58.0,M. Gasol makes 2-pt shot from 8 ft,2,54-46,,
9:43.0,,,54-46,,R. Rubio misses 2-pt shot from 18 ft
9:42.0,,,54-46,,Offensive rebound by G. Dieng
9:41.0,,,54-48,2,G. Dieng makes 2-pt shot from 2 ft
9:29.0,,,54-48,,Personal foul by K. Garnett (drawn by M. Gasol)
9:25.0,Turnover by C. Lee (offensive foul),,54-48,,
9:25.0,Offensive foul by C. Lee,,54-48,,
9:11.0,,,54-48,,A. Wiggins misses 2-pt shot from 16 ft
9:10.0,Defensive rebound by Z. Randolph,,54-48,,
9:02.0,J. Green makes 2-pt shot from 2 ft,2,56-48,,
9:02.0,Shooting foul by K. Garnett (drawn by J. Green),,56-48,,
9:02.0,J. Green makes free throw 1 of 1,1,57-48,,
8:46.0,,,57-50,2,K. Garnett makes 2-pt shot from 16 ft (assist by K. Martin)
8:22.0,M. Gasol misses 2-pt shot from 11 ft,,57-50,,
8:21.0,,,57-50,,Defensive rebound by K. Martin
8:08.0,,,57-50,,A. Wiggins misses 2-pt shot from 21 ft
8:07.0,Defensive rebound by Z. Randolph,,57-50,,
7:51.0,C. Lee misses 2-pt shot from 17 ft,,57-50,,
7:50.0,,,57-50,,Defensive rebound by G. Dieng
7:38.0,,,57-50,,Turnover by R. Rubio (bad pass; steal by M. Conley)
7:34.0,Shooting foul by K. Garnett (drawn by J. Green),,57-50,,
7:34.0,,,57-50,,Technical foul by K. Garnett (drawn by J. Green)
7:34.0,M. Conley makes technical free throw,1,58-50,,
7:34.0,,,58-50,,A. Payne enters the game for K. Garnett
7:34.0,J. Green makes free throw 1 of 2,1,59-50,,
7:34.0,J. Green makes free throw 2 of 2,1,60-50,,
7:19.0,,,60-50,,K. Martin misses 3-pt shot from 24 ft
7:18.0,Defensive rebound by Z. Randolph,,60-50,,
7:07.0,M. Gasol makes 2-pt shot from 1 ft,2,62-50,,
7:07.0,Shooting foul by A. Payne (drawn by M. Gasol),,62-50,,
7:07.0,,,62-50,,Minnesota full timeout
7:07.0,M. Gasol misses free throw 1 of 1,,62-50,,
7:07.0,,,62-50,,Defensive rebound by G. Dieng
6:47.0,,,62-52,2,G. Dieng makes 2-pt shot from 17 ft (assist by K. Martin)
6:30.0,Shooting foul by A. Wiggins (drawn by J. Green),,62-52,,
6:30.0,J. Green makes free throw 1 of 2,1,63-52,,
6:30.0,J. Green makes free throw 2 of 2,1,64-52,,
6:15.0,,,64-52,,R. Rubio misses 2-pt shot from 20 ft
6:13.0,,,64-52,,Offensive rebound by G. Dieng
6:09.0,,,64-52,,K. Martin misses 2-pt shot from 17 ft
6:06.0,Defensive rebound by M. Conley,,64-52,,
5:43.0,J. Green makes 3-pt shot from 24 ft (assist by M. Conley),3,67-52,,
5:27.0,Personal foul by M. Conley (drawn by R. Rubio),,67-52,,
5:19.0,,,67-52,,Shooting foul by J. Green (drawn by A. Wiggins)
5:19.0,,,67-53,1,A. Wiggins makes free throw 1 of 2
5:19.0,,,67-54,1,A. Wiggins makes free throw 2 of 2
5:05.0,Turnover by M. Gasol (bad pass; steal by R. Rubio),,67-54,,
5:00.0,,,67-54,,K. Martin misses 2-pt shot at rim (block by J. Green)
4:58.0,,,67-54,,Offensive rebound by A. Payne
4:54.0,,,67-56,2,A. Wiggins makes 2-pt shot from 14 ft
4:36.0,Turnover by Z. Randolph (traveling),,67-56,,
4:36.0,,,67-56,,G. Neal enters the game for K. Martin
4:23.0,,,67-56,,A. Payne misses 2-pt shot from 5 ft
4:22.0,,,67-56,,Offensive rebound by Team
4:22.0,Loose ball foul by M. Gasol (drawn by A. Payne),,67-56,,
4:13.0,,,67-56,,Shooting foul by J. Green (drawn by A. Wiggins)
4:13.0,,,67-57,1,A. Wiggins makes free throw 1 of 2
4:13.0,,,67-58,1,A. Wiggins makes free throw 2 of 2
3:57.0,M. Conley misses 3-pt shot from 25 ft,,67-58,,
3:56.0,,,67-58,,Defensive rebound by R. Rubio
3:47.0,,,67-60,2,A. Payne makes 2-pt shot from 20 ft (assist by R. Rubio)
3:46.0,Memphis full timeout,,67-60,,
3:46.0,J. Leuer enters the game for Z. Randolph,,67-60,,
3:29.0,Turnover by M. Gasol (lost ball; steal by G. Dieng),,67-60,,
3:23.0,,,67-60,,G. Neal misses 3-pt shot from 22 ft
3:20.0,,,67-60,,Offensive rebound by A. Wiggins
3:04.0,Personal foul by C. Lee (drawn by R. Rubio),,67-60,,
3:04.0,,,67-61,1,R. Rubio makes free throw 1 of 2
3:04.0,,,67-62,1,R. Rubio makes free throw 2 of 2
2:49.0,Turnover by J. Green (lost ball),,67-62,,
2:49.0,T. Allen enters the game for C. Lee,,67-62,,
2:49.0,Violation by Team (delay of game),,67-62,,
2:30.0,,,67-62,,G. Neal misses 2-pt shot from 5 ft (block by M. Gasol)
2:28.0,Defensive rebound by J. Leuer,,67-62,,
2:24.0,T. Allen misses 2-pt shot from 1 ft,,67-62,,
2:23.0,Offensive rebound by J. Leuer,,67-62,,
2:09.0,T. Allen makes 2-pt shot from 2 ft (assist by J. Green),2,69-62,,
1:53.0,,,69-62,,A. Wiggins misses 2-pt shot from 21 ft
1:52.0,,,69-62,,Offensive rebound by A. Payne
1:49.0,,,69-62,,Shooting foul by J. Green (drawn by A. Wiggins)
1:49.0,,,69-63,1,A. Wiggins makes free throw 1 of 2
1:49.0,B. Udrih enters the game for M. Conley,,69-63,,
1:49.0,,,69-63,,A. Wiggins misses free throw 2 of 2
1:49.0,Defensive rebound by M. Gasol,,69-63,,
1:27.0,Offensive foul by M. Gasol,,69-63,,
1:27.0,Turnover by M. Gasol (offensive foul),,69-63,,
1:27.0,Technical foul by M. Gasol,,69-63,,
1:27.0,,,69-64,1,G. Neal makes technical free throw
1:27.0,Technical foul by Team,,69-64,,
1:27.0,,,69-65,1,G. Neal makes technical free throw
1:15.0,,,69-68,3,G. Neal makes 3-pt shot from 24 ft (assist by R. Rubio)
0:59.0,,,69-68,,Personal foul by G. Dieng (drawn by M. Gasol)
0:59.0,M. Gasol makes free throw 1 of 2,1,70-68,,
0:59.0,N. Calathes enters the game for J. Green,,70-68,,
0:59.0,M. Gasol misses free throw 2 of 2,,70-68,,
0:58.0,,,70-68,,Defensive rebound by A. Payne
0:43.0,,,70-68,,G. Dieng misses 2-pt shot from 17 ft
0:41.0,Defensive rebound by N. Calathes,,70-68,,
0:37.0,T. Allen makes 2-pt shot at rim (assist by N. Calathes),2,72-68,,
0:24.0,,,72-68,,A. Wiggins misses 2-pt shot from 15 ft
0:23.0,Defensive rebound by M. Gasol,,72-68,,
0:03.0,J. Leuer misses 2-pt shot from 21 ft,,72-68,,
0:02.0,,,72-68,,Defensive rebound by R. Rubio
0:01.0,Personal foul by J. Leuer (drawn by R. Rubio),,72-68,,
0:01.0,,,72-69,1,R. Rubio makes free throw 1 of 2
0:01.0,,,72-70,1,R. Rubio makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,72-70,,G. Dieng misses 2-pt shot from 14 ft
11:35.0,,,72-70,,Offensive rebound by A. Wiggins
11:35.0,,,72-72,2,A. Wiggins makes 2-pt shot at rim
11:19.0,Turnover by K. Koufos (3 sec),,72-72,,
11:05.0,,,72-74,2,A. Payne makes 2-pt shot from 13 ft
10:48.0,Shooting foul by G. Neal (drawn by B. Udrih),,72-74,,
10:48.0,B. Udrih makes free throw 1 of 2,1,73-74,,
10:48.0,B. Udrih makes free throw 2 of 2,1,74-74,,
10:29.0,,,74-74,,Turnover by R. Rubio (bad pass; steal by N. Calathes)
10:25.0,T. Allen makes 2-pt shot at rim (assist by N. Calathes),2,76-74,,
10:04.0,,,76-77,3,R. Rubio makes 3-pt shot from 24 ft (assist by G. Neal)
9:52.0,N. Calathes misses 3-pt shot from 24 ft,,76-77,,
9:52.0,,,76-77,,Defensive rebound by Team
9:52.0,,,76-77,,Z. LaVine enters the game for A. Wiggins
9:40.0,,,76-77,,R. Rubio misses 3-pt shot from 23 ft
9:39.0,Defensive rebound by T. Allen,,76-77,,
9:25.0,B. Udrih misses 2-pt shot from 1 ft,,76-77,,
9:24.0,,,76-77,,Defensive rebound by R. Rubio
9:09.0,,,76-77,,Z. LaVine misses 3-pt shot from 22 ft
9:06.0,,,76-77,,Offensive rebound by G. Dieng
9:05.0,,,76-77,,Minnesota full timeout
8:57.0,,,76-80,3,G. Neal makes 3-pt shot from 24 ft (assist by R. Rubio)
8:36.0,,,76-80,,Shooting block foul by A. Payne (drawn by J. Leuer)
8:36.0,J. Leuer misses free throw 1 of 2,,76-80,,
8:36.0,Offensive rebound by Team,,76-80,,
8:36.0,,,76-80,,A. Wiggins enters the game for A. Payne
8:36.0,J. Leuer makes free throw 2 of 2,1,77-80,,
8:23.0,,,77-80,,R. Rubio misses 2-pt shot from 19 ft
8:22.0,Defensive rebound by N. Calathes,,77-80,,
8:17.0,Turnover by N. Calathes (lost ball; steal by Z. LaVine),,77-80,,
8:13.0,,,77-82,2,Z. LaVine makes 2-pt shot at rim
8:11.0,Memphis full timeout,,77-82,,
8:11.0,Z. Randolph enters the game for J. Leuer,,77-82,,
8:11.0,M. Gasol enters the game for K. Koufos,,77-82,,
8:11.0,C. Lee enters the game for N. Calathes,,77-82,,
8:11.0,M. Conley enters the game for B. Udrih,,77-82,,
8:11.0,J. Green enters the game for T. Allen,,77-82,,
7:51.0,M. Conley makes 2-pt shot from 11 ft,2,79-82,,
7:35.0,,,79-82,,Shooting foul by Z. Randolph (drawn by R. Rubio)
7:35.0,,,79-83,1,R. Rubio makes free throw 1 of 2
7:35.0,,,79-84,1,R. Rubio makes free throw 2 of 2
7:17.0,,,79-84,,Personal foul by A. Wiggins (drawn by Z. Randolph)
7:06.0,M. Gasol makes 2-pt shot from 18 ft (assist by J. Green),2,81-84,,
6:48.0,,,81-84,,Turnover by R. Rubio (bad pass; steal by M. Conley)
6:38.0,Offensive foul by Z. Randolph,,81-84,,
6:38.0,Turnover by Z. Randolph (offensive foul),,81-84,,
6:26.0,,,81-84,,Z. LaVine misses 2-pt shot from 6 ft
6:25.0,Defensive rebound by Z. Randolph,,81-84,,
6:17.0,M. Conley misses 2-pt shot from 5 ft,,81-84,,
6:17.0,,,81-84,,Defensive rebound by Team
6:17.0,Loose ball foul by M. Gasol (drawn by G. Dieng),,81-84,,
6:17.0,,,81-84,,K. Martin enters the game for Z. LaVine
6:01.0,,,81-84,,A. Wiggins misses 2-pt shot from 19 ft
6:00.0,Defensive rebound by M. Gasol,,81-84,,
5:53.0,Z. Randolph makes 2-pt shot from 1 ft (assist by C. Lee),2,83-84,,
5:53.0,Shooting foul by R. Rubio (drawn by Z. Randolph),,83-84,,
5:53.0,,,83-84,,A. Payne enters the game for G. Neal
5:53.0,Z. Randolph makes free throw 1 of 1,1,84-84,,
5:32.0,,,84-84,,A. Payne misses 2-pt shot from 20 ft
5:31.0,Defensive rebound by M. Gasol,,84-84,,
5:18.0,Z. Randolph makes 2-pt shot at rim (assist by M. Gasol),2,86-84,,
5:17.0,,,86-84,,Minnesota full timeout
4:54.0,,,86-87,3,K. Martin makes 3-pt shot from 25 ft (assist by A. Wiggins)
4:25.0,J. Green misses 2-pt shot from 6 ft,,86-87,,
4:24.0,Offensive rebound by M. Gasol,,86-87,,
4:23.0,M. Gasol makes 2-pt shot from 2 ft,2,88-87,,
3:56.0,,,88-87,,R. Rubio misses 2-pt shot from 15 ft
3:55.0,Defensive rebound by Z. Randolph,,88-87,,
3:39.0,M. Gasol makes 2-pt shot from 7 ft (assist by J. Green),2,90-87,,
3:24.0,,,90-87,,K. Martin misses 3-pt shot from 23 ft
3:23.0,,,90-87,,Offensive rebound by Team
3:15.0,,,90-87,,A. Payne misses 2-pt shot from 17 ft
3:14.0,,,90-87,,Offensive rebound by R. Rubio
3:14.0,Personal foul by J. Green (drawn by R. Rubio),,90-87,,
3:05.0,,,90-89,2,A. Wiggins makes 2-pt shot from 11 ft
2:49.0,M. Gasol makes 2-pt shot at rim (assist by M. Conley),2,92-89,,
2:23.0,,,92-89,,R. Rubio misses 2-pt shot from 1 ft (block by Z. Randolph)
2:21.0,,,92-89,,Offensive rebound by R. Rubio
2:19.0,,,92-89,,R. Rubio misses 3-pt shot from 22 ft
2:18.0,Defensive rebound by C. Lee,,92-89,,
1:58.0,,,92-89,,Personal foul by G. Dieng (drawn by M. Gasol)
1:58.0,M. Gasol makes free throw 1 of 2,1,93-89,,
1:58.0,T. Allen enters the game for J. Green,,93-89,,
1:58.0,,,93-89,,G. Neal enters the game for A. Payne
