time,New York,pts.away,score,pts.home,Washington
4:09.0,,,13-16,,Defensive rebound by K. Humphries
3:55.0,,,13-16,,M. Gortat misses 2-pt shot from 7 ft
3:54.0,Defensive rebound by T. Hardaway,,13-16,,
3:48.0,T. Hardaway makes 2-pt shot from 3 ft,2,15-16,,
3:27.0,,,15-18,2,O. Porter makes 2-pt shot from 5 ft
3:15.0,S. Larkin enters the game for P. Prigioni,,15-18,,
3:15.0,,,15-18,,R. Butler enters the game for B. Beal
3:15.0,C. Early enters the game for T. Hardaway,,15-18,,
3:07.0,Turnover by Q. Acy (lost ball; steal by J. Wall),,15-18,,
2:55.0,,,15-18,,K. Humphries misses 2-pt shot from 22 ft
2:54.0,,,15-18,,Offensive rebound by M. Gortat
2:46.0,,,15-18,,J. Wall misses 2-pt shot from 17 ft
2:45.0,,,15-18,,Offensive rebound by M. Gortat
2:34.0,,,15-20,2,R. Butler makes 2-pt shot from 20 ft (assist by J. Wall)
2:18.0,Q. Acy makes 2-pt shot from 13 ft (assist by S. Larkin),2,17-20,,
2:03.0,,,17-20,,Shooting foul by J. Smith (drawn by M. Gortat)
2:03.0,,,17-20,,Washington full timeout
2:03.0,,,17-21,1,M. Gortat makes free throw 1 of 2
2:03.0,,,17-21,,M. Gortat misses free throw 2 of 2
2:01.0,Defensive rebound by S. Larkin,,17-21,,
1:48.0,J. Calderon makes 2-pt shot from 19 ft,2,19-21,,
1:32.0,,,19-23,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
1:21.0,J. Smith misses 2-pt shot from 17 ft,,19-23,,
1:19.0,,,19-23,,Defensive rebound by M. Gortat
1:13.0,,,19-26,3,R. Butler makes 3-pt shot from 24 ft (assist by J. Wall)
1:03.0,Q. Acy misses 2-pt shot from 18 ft,,19-26,,
1:02.0,,,19-26,,Defensive rebound by M. Gortat
0:51.0,,,19-26,,Shooting foul by S. Larkin (drawn by J. Wall)
0:51.0,,,19-27,1,J. Wall makes free throw 1 of 2
0:51.0,,,19-27,,K. Seraphin enters the game for M. Gortat
0:51.0,,,19-27,,J. Wall misses free throw 2 of 2
0:50.0,Defensive rebound by S. Larkin,,19-27,,
0:38.0,Turnover by J. Calderon (bad pass),,19-27,,
0:32.0,,,19-29,2,J. Wall makes 2-pt shot at rim
0:32.0,,,19-29,,Shooting foul by C. Early (drawn by J. Wall)
0:32.0,,,19-30,1,J. Wall makes free throw 1 of 1
0:11.0,Shooting foul by R. Butler (drawn by J. Smith),,19-30,,
0:11.0,J. Smith makes free throw 1 of 2,1,20-30,,
0:11.0,L. Galloway enters the game for J. Calderon,,20-30,,
0:11.0,J. Smith makes free throw 2 of 2,1,21-30,,
0:01.0,,,21-30,,J. Wall misses 2-pt shot from 20 ft
0:00.0,,,21-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,S. Larkin makes 3-pt shot from 26 ft,3,24-30,,
11:33.0,,,24-30,,Turnover by K. Seraphin (lost ball; steal by C. Aldrich)
11:29.0,Turnover by C. Early (lost ball),,24-30,,
11:09.0,,,24-30,,Turnover by K. Humphries (bad pass; steal by L. Galloway)
11:04.0,Shooting foul by K. Humphries (drawn by L. Galloway),,24-30,,
11:04.0,L. Galloway makes free throw 1 of 2,1,25-30,,
11:04.0,L. Galloway makes free throw 2 of 2,1,26-30,,
10:48.0,,,26-30,,Turnover by K. Seraphin (lost ball; steal by S. Larkin)
10:32.0,L. Galloway misses 2-pt shot from 21 ft,,26-30,,
10:31.0,,,26-30,,Defensive rebound by K. Humphries
10:22.0,,,26-30,,Shooting foul by L. Galloway (drawn by M. Webster)
10:22.0,,,26-31,1,M. Webster makes free throw 1 of 2
10:22.0,,,26-32,1,M. Webster makes free throw 2 of 2
10:10.0,Turnover by S. Larkin (bad pass; steal by A. Miller),,26-32,,
10:00.0,,,26-32,,K. Humphries misses 2-pt shot from 7 ft
9:59.0,Defensive rebound by L. Galloway,,26-32,,
9:53.0,L. Galloway misses 2-pt shot from 1 ft,,26-32,,
9:51.0,Offensive rebound by C. Early,,26-32,,
9:49.0,C. Early makes 2-pt shot at rim,2,28-32,,
9:30.0,,,28-32,,K. Seraphin misses 2-pt shot from 10 ft
9:27.0,Defensive rebound by Q. Acy,,28-32,,
9:08.0,Q. Acy misses 2-pt shot from 15 ft,,28-32,,
9:08.0,,,28-32,,Defensive rebound by K. Seraphin
8:47.0,,,28-32,,R. Butler misses 2-pt shot from 17 ft
8:46.0,Defensive rebound by C. Aldrich,,28-32,,
8:31.0,S. Larkin misses 3-pt shot from 26 ft,,28-32,,
8:30.0,,,28-32,,Defensive rebound by K. Humphries
8:11.0,,,28-34,2,K. Humphries makes 2-pt shot from 1 ft (assist by A. Miller)
8:06.0,New York full timeout,,28-34,,
8:06.0,T. Hardaway enters the game for Q. Acy,,28-34,,
8:06.0,T. Wear enters the game for C. Early,,28-34,,
7:57.0,L. Galloway makes 2-pt shot from 18 ft,2,30-34,,
7:42.0,,,30-36,2,K. Humphries makes 2-pt shot from 16 ft (assist by M. Webster)
7:24.0,T. Hardaway misses 2-pt shot from 19 ft,,30-36,,
7:24.0,,,30-36,,Defensive rebound by A. Miller
7:14.0,Personal foul by T. Wear (drawn by K. Humphries),,30-36,,
7:14.0,,,30-36,,N. Hilario enters the game for K. Humphries
7:10.0,,,30-38,2,A. Miller makes 2-pt shot from 2 ft (assist by M. Webster)
6:58.0,L. Galloway misses 2-pt shot from 13 ft,,30-38,,
6:57.0,,,30-38,,Defensive rebound by M. Webster
6:46.0,Personal foul by C. Aldrich (drawn by N. Hilario),,30-38,,
6:46.0,J. Smith enters the game for L. Galloway,,30-38,,
6:38.0,,,30-40,2,N. Hilario makes 2-pt shot from 19 ft (assist by R. Butler)
6:30.0,S. Larkin makes 2-pt shot from 16 ft,2,32-40,,
6:18.0,,,32-43,3,M. Webster makes 3-pt shot from 26 ft (assist by A. Miller)
6:11.0,T. Hardaway misses 2-pt shot from 2 ft (block by R. Butler),,32-43,,
6:08.0,,,32-43,,Defensive rebound by N. Hilario
6:03.0,,,32-43,,R. Butler misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by T. Hardaway,,32-43,,
5:51.0,C. Aldrich misses 2-pt shot from 5 ft,,32-43,,
5:50.0,,,32-43,,Defensive rebound by K. Seraphin
5:45.0,,,32-45,2,R. Butler makes 2-pt shot from 2 ft (assist by A. Miller)
5:34.0,J. Smith makes 2-pt shot from 9 ft (assist by C. Aldrich),2,34-45,,
5:28.0,,,34-45,,Washington full timeout
5:28.0,,,34-45,,B. Beal enters the game for R. Butler
5:28.0,P. Prigioni enters the game for S. Larkin,,34-45,,
5:28.0,J. Calderon enters the game for T. Wear,,34-45,,
5:23.0,Personal foul by J. Smith (drawn by K. Seraphin),,34-45,,
5:13.0,,,34-45,,B. Beal misses 2-pt shot from 6 ft
5:12.0,Defensive rebound by C. Aldrich,,34-45,,
5:01.0,Shooting foul by K. Seraphin (drawn by J. Smith),,34-45,,
5:01.0,J. Smith misses free throw 1 of 2,,34-45,,
5:01.0,Offensive rebound by Team,,34-45,,
5:01.0,J. Smith makes free throw 2 of 2,1,35-45,,
4:49.0,Personal foul by C. Aldrich (drawn by N. Hilario),,35-45,,
4:49.0,,,35-46,1,N. Hilario makes free throw 1 of 2
4:49.0,,,35-46,,J. Wall enters the game for A. Miller
4:49.0,Q. Acy enters the game for C. Aldrich,,35-46,,
4:49.0,,,35-46,,N. Hilario misses free throw 2 of 2
4:48.0,Defensive rebound by Q. Acy,,35-46,,
4:33.0,J. Smith misses 2-pt shot from 21 ft,,35-46,,
4:32.0,Offensive rebound by P. Prigioni,,35-46,,
4:17.0,Q. Acy misses 2-pt shot from 19 ft,,35-46,,
4:16.0,,,35-46,,Defensive rebound by J. Wall
4:03.0,,,35-46,,M. Webster misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by Q. Acy,,35-46,,
3:57.0,T. Hardaway misses 2-pt shot from 21 ft,,35-46,,
3:55.0,,,35-46,,Defensive rebound by M. Webster
3:48.0,,,35-46,,B. Beal misses 3-pt shot from 30 ft
3:47.0,Defensive rebound by Q. Acy,,35-46,,
3:34.0,Q. Acy misses 2-pt shot from 2 ft (block by M. Webster),,35-46,,
3:32.0,,,35-46,,Defensive rebound by B. Beal
3:28.0,Shooting block foul by T. Hardaway (drawn by J. Wall),,35-46,,
3:28.0,,,35-47,1,J. Wall makes free throw 1 of 2
3:28.0,,,35-47,,O. Porter enters the game for M. Webster
3:28.0,T. Wear enters the game for T. Hardaway,,35-47,,
3:28.0,,,35-48,1,J. Wall makes free throw 2 of 2
3:11.0,T. Wear misses 3-pt shot from 27 ft,,35-48,,
3:10.0,,,35-48,,Defensive rebound by B. Beal
2:58.0,,,35-48,,O. Porter misses 3-pt shot from 23 ft
2:57.0,,,35-48,,Offensive rebound by Team
2:57.0,Loose ball foul by J. Smith (drawn by N. Hilario),,35-48,,
2:57.0,Official timeout,,35-48,,
2:57.0,,,35-48,,M. Gortat enters the game for K. Seraphin
2:57.0,,,35-49,1,N. Hilario makes free throw 1 of 2
2:57.0,C. Aldrich enters the game for J. Smith,,35-49,,
2:57.0,,,35-49,,N. Hilario misses free throw 2 of 2
2:54.0,Defensive rebound by Q. Acy,,35-49,,
2:36.0,P. Prigioni misses 3-pt shot from 26 ft,,35-49,,
2:35.0,,,35-49,,Defensive rebound by Team
2:13.0,,,35-49,,N. Hilario misses 2-pt shot from 4 ft
2:12.0,Defensive rebound by T. Wear,,35-49,,
2:04.0,,,35-49,,Personal foul by N. Hilario (drawn by Q. Acy)
2:04.0,,,35-49,,K. Humphries enters the game for N. Hilario
1:56.0,C. Aldrich makes 2-pt shot from 9 ft (assist by P. Prigioni),2,37-49,,
1:30.0,,,37-49,,B. Beal misses 2-pt shot from 21 ft
1:29.0,Defensive rebound by Q. Acy,,37-49,,
1:14.0,Turnover by C. Aldrich (bad pass; steal by J. Wall),,37-49,,
1:09.0,,,37-51,2,J. Wall makes 2-pt shot at rim
1:01.0,New York full timeout,,37-51,,
1:00.0,Turnover by T. Wear (bad pass; steal by J. Wall),,37-51,,
0:58.0,,,37-53,2,J. Wall makes 2-pt shot at rim
0:44.0,C. Aldrich misses 2-pt shot from 8 ft,,37-53,,
0:42.0,Offensive rebound by T. Wear,,37-53,,
0:42.0,T. Wear makes 2-pt shot from 2 ft,2,39-53,,
0:30.0,,,39-53,,Turnover by J. Wall (bad pass; steal by P. Prigioni)
0:25.0,Q. Acy makes 2-pt shot from 1 ft (assist by P. Prigioni),2,41-53,,
0:18.0,,,41-53,,Washington full timeout
0:18.0,C. Early enters the game for C. Aldrich,,41-53,,
0:18.0,,,41-53,,R. Butler enters the game for K. Humphries
0:03.0,,,41-53,,Turnover by J. Wall (bad pass)
0:02.0,Turnover by P. Prigioni (bad pass; steal by M. Gortat),,41-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,J. Calderon makes 3-pt shot from 26 ft (assist by T. Hardaway),3,44-53,,
11:18.0,,,44-53,,N. Hilario misses 3-pt shot from 22 ft
11:17.0,,,44-53,,Offensive rebound by M. Gortat
11:14.0,,,44-55,2,N. Hilario makes 2-pt shot at rim (assist by M. Gortat)
10:55.0,J. Calderon makes 3-pt shot from 26 ft (assist by T. Hardaway),3,47-55,,
10:30.0,,,47-57,2,M. Gortat makes 2-pt shot from 5 ft (assist by J. Wall)
10:16.0,J. Calderon misses 3-pt shot from 23 ft,,47-57,,
10:15.0,,,47-57,,Defensive rebound by J. Wall
10:06.0,,,47-59,2,O. Porter makes 2-pt shot from 13 ft (assist by J. Wall)
9:50.0,T. Hardaway misses 3-pt shot from 25 ft,,47-59,,
9:49.0,Offensive rebound by C. Aldrich,,47-59,,
9:44.0,C. Aldrich misses 2-pt shot from 5 ft,,47-59,,
9:43.0,,,47-59,,Defensive rebound by N. Hilario
9:36.0,,,47-61,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
9:33.0,New York full timeout,,47-61,,
9:14.0,T. Hardaway misses 2-pt shot from 2 ft,,47-61,,
9:13.0,,,47-61,,Defensive rebound by O. Porter
8:57.0,,,47-64,3,J. Wall makes 3-pt shot from 25 ft (assist by B. Beal)
8:37.0,C. Aldrich makes 2-pt shot from 7 ft (assist by J. Calderon),2,49-64,,
8:23.0,,,49-64,,Turnover by N. Hilario (bad pass; steal by J. Calderon)
7:56.0,Q. Acy misses 2-pt shot from 19 ft,,49-64,,
7:55.0,,,49-64,,Defensive rebound by M. Gortat
7:43.0,,,49-64,,J. Wall misses 2-pt shot from 20 ft
7:42.0,,,49-64,,Offensive rebound by O. Porter
7:27.0,,,49-64,,M. Gortat misses 2-pt shot from 5 ft
7:26.0,,,49-64,,Offensive rebound by O. Porter
7:16.0,,,49-66,2,N. Hilario makes 2-pt shot from 19 ft
6:50.0,P. Prigioni makes 3-pt shot from 23 ft,3,52-66,,
6:38.0,Personal foul by Q. Acy (drawn by N. Hilario),,52-66,,
6:34.0,,,52-69,3,B. Beal makes 3-pt shot from 26 ft (assist by N. Hilario)
6:20.0,P. Prigioni misses 2-pt shot at rim,,52-69,,
6:19.0,,,52-69,,Defensive rebound by N. Hilario
6:13.0,,,52-72,3,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall)
5:57.0,J. Calderon makes 2-pt shot from 1 ft (assist by C. Aldrich),2,54-72,,
5:47.0,Personal foul by T. Hardaway (drawn by O. Porter),,54-72,,
5:47.0,,,54-72,,K. Humphries enters the game for N. Hilario
5:47.0,S. Larkin enters the game for P. Prigioni,,54-72,,
5:39.0,Personal foul by S. Larkin (drawn by B. Beal),,54-72,,
5:39.0,J. Smith enters the game for C. Aldrich,,54-72,,
5:32.0,,,54-72,,K. Humphries misses 2-pt shot from 14 ft
5:31.0,Defensive rebound by Q. Acy,,54-72,,
5:19.0,Turnover by J. Calderon (bad pass; steal by O. Porter),,54-72,,
5:19.0,Personal take foul by J. Calderon (drawn by O. Porter),,54-72,,
5:07.0,,,54-72,,Offensive foul by M. Gortat
5:07.0,,,54-72,,Turnover by M. Gortat (offensive foul)
5:07.0,T. Wear enters the game for Q. Acy,,54-72,,
4:56.0,Shooting foul by J. Wall (drawn by J. Smith),,54-72,,
4:56.0,J. Smith misses free throw 1 of 2,,54-72,,
4:56.0,Offensive rebound by Team,,54-72,,
4:56.0,J. Smith makes free throw 2 of 2,1,55-72,,
4:39.0,,,55-72,,M. Gortat misses 2-pt shot from 15 ft
4:38.0,Defensive rebound by J. Smith,,55-72,,
4:21.0,T. Hardaway misses 3-pt shot from 26 ft,,55-72,,
4:20.0,,,55-72,,Defensive rebound by J. Wall
4:04.0,,,55-72,,O. Porter misses 2-pt shot from 16 ft
4:03.0,,,55-72,,Offensive rebound by M. Gortat
4:00.0,,,55-72,,M. Gortat misses 2-pt shot from 2 ft
3:59.0,,,55-72,,Offensive rebound by K. Humphries
3:58.0,,,55-72,,K. Humphries misses 2-pt shot from 1 ft
3:57.0,Defensive rebound by J. Smith,,55-72,,
3:50.0,J. Calderon misses 2-pt shot from 19 ft,,55-72,,
3:49.0,Offensive rebound by T. Wear,,55-72,,
3:37.0,J. Smith makes 2-pt shot from 2 ft,2,57-72,,
3:36.0,,,57-72,,Washington full timeout
3:36.0,,,57-72,,R. Butler enters the game for O. Porter
3:36.0,C. Early enters the game for T. Hardaway,,57-72,,
3:12.0,,,57-72,,B. Beal misses 2-pt shot from 12 ft
3:10.0,Defensive rebound by T. Wear,,57-72,,
2:49.0,C. Early misses 2-pt shot from 7 ft,,57-72,,
2:48.0,,,57-72,,Defensive rebound by M. Gortat
2:31.0,,,57-75,3,B. Beal makes 3-pt shot from 23 ft (assist by K. Humphries)
2:21.0,Shooting foul by K. Humphries (drawn by J. Smith),,57-75,,
2:21.0,J. Smith makes free throw 1 of 2,1,58-75,,
2:21.0,J. Smith misses free throw 2 of 2,,58-75,,
2:19.0,,,58-75,,Defensive rebound by K. Humphries
2:05.0,,,58-75,,K. Humphries misses 2-pt shot from 16 ft
2:04.0,Defensive rebound by J. Smith,,58-75,,
1:56.0,Shooting foul by M. Gortat (drawn by J. Smith),,58-75,,
1:56.0,J. Smith makes free throw 1 of 2,1,59-75,,
1:56.0,,,59-75,,K. Seraphin enters the game for M. Gortat
1:56.0,J. Smith makes free throw 2 of 2,1,60-75,,
1:42.0,,,60-75,,Turnover by B. Beal (traveling)
1:42.0,,,60-75,,M. Webster enters the game for B. Beal
1:22.0,J. Calderon makes 2-pt shot from 16 ft (assist by J. Smith),2,62-75,,
0:58.0,,,62-75,,J. Wall misses 2-pt shot from 19 ft
0:57.0,Defensive rebound by J. Calderon,,62-75,,
0:32.0,T. Wear makes 3-pt shot from 26 ft (assist by J. Calderon),3,65-75,,
0:09.0,,,65-75,,Shooting foul by J. Calderon (drawn by J. Wall)
0:09.0,,,65-76,1,J. Wall makes free throw 1 of 2
0:09.0,,,65-77,1,J. Wall makes free throw 2 of 2
0:01.0,J. Calderon makes 2-pt shot from 19 ft,2,67-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,67-77,,R. Butler misses 2-pt shot from 21 ft
11:41.0,Defensive rebound by T. Wear,,67-77,,
11:33.0,S. Larkin misses 2-pt shot from 11 ft,,67-77,,
11:33.0,,,67-77,,Defensive rebound by Team
11:33.0,Loose ball foul by J. Smith (drawn by M. Webster),,67-77,,
11:22.0,Personal foul by J. Smith (drawn by K. Seraphin),,67-77,,
11:22.0,C. Aldrich enters the game for J. Smith,,67-77,,
11:14.0,,,67-77,,Turnover by R. Butler (bad pass; steal by S. Larkin)
10:55.0,C. Early misses 3-pt shot from 28 ft,,67-77,,
10:54.0,,,67-77,,Defensive rebound by R. Butler
10:45.0,,,67-77,,R. Butler misses 3-pt shot from 23 ft
10:44.0,,,67-77,,Offensive rebound by K. Humphries
10:26.0,,,67-77,,K. Seraphin misses 2-pt shot from 14 ft
10:26.0,Defensive rebound by L. Galloway,,67-77,,
10:14.0,C. Aldrich makes 2-pt shot from 1 ft,2,69-77,,
10:00.0,,,69-79,2,K. Seraphin makes 2-pt shot from 7 ft (assist by M. Webster)
9:40.0,L. Galloway misses 3-pt shot from 26 ft,,69-79,,
9:39.0,,,69-79,,Defensive rebound by A. Miller
9:28.0,,,69-81,2,K. Seraphin makes 2-pt shot at rim (assist by A. Miller)
9:27.0,New York full timeout,,69-81,,
9:09.0,L. Galloway misses 2-pt shot from 12 ft (block by R. Butler),,69-81,,
9:06.0,Offensive rebound by C. Early,,69-81,,
9:02.0,C. Early makes 3-pt shot from 28 ft,3,72-81,,
8:45.0,,,72-81,,K. Seraphin misses 2-pt shot from 8 ft
8:44.0,Defensive rebound by S. Larkin,,72-81,,
8:37.0,S. Larkin misses 2-pt shot from 14 ft,,72-81,,
8:36.0,,,72-81,,Defensive rebound by K. Humphries
8:17.0,,,72-81,,Turnover by M. Webster (bad pass; steal by T. Wear)
8:14.0,Offensive foul by T. Wear,,72-81,,
8:14.0,Turnover by T. Wear (offensive foul),,72-81,,
8:14.0,,,72-81,,N. Hilario enters the game for K. Humphries
8:14.0,J. Smith enters the game for T. Wear,,72-81,,
7:53.0,,,72-83,2,N. Hilario makes 2-pt shot from 5 ft (assist by R. Butler)
7:47.0,Shooting foul by M. Webster (drawn by C. Aldrich),,72-83,,
7:47.0,C. Aldrich misses free throw 1 of 2,,72-83,,
7:47.0,Offensive rebound by Team,,72-83,,
7:47.0,T. Hardaway enters the game for C. Early,,72-83,,
7:47.0,C. Aldrich makes free throw 2 of 2,1,73-83,,
7:25.0,,,73-83,,M. Webster misses 2-pt shot from 21 ft
7:24.0,Defensive rebound by C. Aldrich,,73-83,,
7:14.0,L. Galloway makes 3-pt shot from 26 ft (assist by S. Larkin),3,76-83,,
6:58.0,,,76-83,,R. Butler misses 2-pt shot from 22 ft
6:57.0,Defensive rebound by J. Smith,,76-83,,
6:42.0,J. Smith misses 3-pt shot from 26 ft,,76-83,,
6:41.0,Offensive rebound by Team,,76-83,,
6:41.0,,,76-83,,Loose ball foul by K. Seraphin (drawn by C. Aldrich)
6:41.0,,,76-83,,J. Wall enters the game for A. Miller
6:41.0,,,76-83,,M. Gortat enters the game for K. Seraphin
6:41.0,,,76-83,,B. Beal enters the game for M. Webster
6:33.0,S. Larkin makes 2-pt shot at rim (assist by J. Smith),2,78-83,,
6:07.0,,,78-85,2,R. Butler makes 2-pt shot from 15 ft
5:55.0,Turnover by T. Hardaway (bad pass; steal by R. Butler),,78-85,,
5:51.0,,,78-87,2,R. Butler makes 2-pt shot at rim
5:50.0,New York full timeout,,78-87,,
5:50.0,Official timeout,,78-87,,
5:50.0,J. Calderon enters the game for T. Hardaway,,78-87,,
5:31.0,,,78-87,,Violation by N. Hilario (kicked ball)
5:16.0,J. Smith misses 2-pt shot from 5 ft (block by M. Gortat),,78-87,,
5:15.0,,,78-87,,Defensive rebound by N. Hilario
4:56.0,,,78-89,2,N. Hilario makes 2-pt shot from 5 ft
4:32.0,C. Aldrich misses 2-pt shot from 15 ft,,78-89,,
4:32.0,,,78-89,,Defensive rebound by Team
4:20.0,,,78-92,3,R. Butler makes 3-pt shot from 23 ft (assist by N. Hilario)
4:02.0,S. Larkin makes 3-pt shot from 29 ft,3,81-92,,
3:40.0,,,81-95,3,B. Beal makes 3-pt shot from 26 ft (assist by N. Hilario)
3:26.0,C. Aldrich misses 2-pt shot from 7 ft,,81-95,,
3:26.0,,,81-95,,Defensive rebound by M. Gortat
3:21.0,,,81-95,,Shooting foul by J. Smith (drawn by N. Hilario)
3:21.0,,,81-95,,Technical foul by N. Hilario
3:21.0,Q. Acy enters the game for J. Smith,,81-95,,
3:21.0,J. Calderon makes technical free throw,1,82-95,,
3:21.0,,,82-96,1,N. Hilario makes free throw 1 of 2
3:21.0,,,82-97,1,N. Hilario makes free throw 2 of 2
3:04.0,J. Calderon misses 2-pt shot from 22 ft,,82-97,,
3:03.0,Offensive rebound by J. Calderon,,82-97,,
2:47.0,Turnover by Q. Acy (bad pass),,82-97,,
2:47.0,,,82-97,,Washington full timeout
2:47.0,,,82-97,,K. Humphries enters the game for N. Hilario
2:47.0,C. Early enters the game for C. Aldrich,,82-97,,
2:47.0,T. Wear enters the game for J. Calderon,,82-97,,
2:36.0,,,82-97,,Turnover by M. Gortat (lost ball; steal by S. Larkin)
2:28.0,L. Galloway misses 2-pt shot from 18 ft,,82-97,,
2:27.0,,,82-97,,Defensive rebound by J. Wall
2:06.0,,,82-99,2,K. Humphries makes 2-pt shot from 8 ft (assist by J. Wall)
1:59.0,,,82-99,,Personal take foul by J. Wall (drawn by C. Early)
1:59.0,,,82-99,,A. Miller enters the game for M. Gortat
1:59.0,,,82-99,,D. Blair enters the game for B. Beal
1:59.0,,,82-99,,G. Temple enters the game for J. Wall
1:59.0,,,82-99,,D. Gooden enters the game for K. Humphries
1:59.0,,,82-99,,M. Webster enters the game for R. Butler
1:50.0,T. Wear makes 3-pt shot from 27 ft (assist by L. Galloway),3,85-99,,
1:38.0,,,85-99,,Turnover by D. Gooden (bad pass)
