time,Memphis,pts.away,score,pts.home,Portland
1:47.0,B. Udrih makes 2-pt shot from 18 ft,2,18-17,,
1:28.0,,,18-19,2,R. Lopez makes 2-pt shot from 8 ft (assist by D. Lillard)
1:10.0,B. Udrih makes 2-pt shot from 21 ft,2,20-19,,
1:00.0,,,20-22,3,N. Batum makes 3-pt shot from 24 ft (assist by C. McCollum)
0:42.0,C. Lee makes 2-pt shot from 5 ft,2,22-22,,
0:32.0,,,22-25,3,M. Leonard makes 3-pt shot from 24 ft (assist by D. Lillard)
0:10.0,Turnover by B. Udrih (bad pass; steal by N. Batum),,22-25,,
0:03.0,,,22-27,2,D. Lillard makes 2-pt shot from 1 ft (assist by N. Batum)
0:00.0,M. Gasol misses 3-pt shot from 45 ft,,22-27,,
0:00.0,Offensive rebound by Team,,22-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,22-27,,C. McCollum misses 2-pt shot from 20 ft
11:40.0,Defensive rebound by J. Green,,22-27,,
11:27.0,V. Carter makes 2-pt shot from 19 ft,2,24-27,,
11:03.0,,,24-27,,L. Aldridge misses 2-pt shot from 9 ft
11:03.0,Defensive rebound by Team,,24-27,,
11:03.0,,,24-27,,Loose ball foul by M. Leonard (drawn by V. Carter)
11:03.0,,,24-27,,S. Blake enters the game for D. Lillard
10:47.0,V. Carter misses 2-pt shot from 3 ft,,24-27,,
10:46.0,Offensive rebound by V. Carter,,24-27,,
10:38.0,K. Koufos makes 2-pt shot from 5 ft,2,26-27,,
10:26.0,,,26-27,,Turnover by S. Blake (bad pass; steal by J. Green)
10:21.0,B. Udrih makes 2-pt shot from 1 ft (assist by J. Green),2,28-27,,
9:54.0,,,28-27,,A. Afflalo misses 2-pt shot from 22 ft
9:54.0,,,28-27,,Offensive rebound by Team
9:54.0,Loose ball foul by J. Green (drawn by M. Leonard),,28-27,,
9:40.0,,,28-29,2,M. Leonard makes 2-pt shot from 10 ft (assist by L. Aldridge)
9:27.0,Turnover by J. Green (traveling),,28-29,,
9:11.0,,,28-29,,L. Aldridge misses 2-pt shot from 14 ft
9:10.0,Defensive rebound by T. Allen,,28-29,,
9:02.0,B. Udrih misses 2-pt shot from 16 ft,,28-29,,
9:01.0,Offensive rebound by B. Udrih,,28-29,,
8:54.0,J. Green misses 2-pt shot from 22 ft,,28-29,,
8:53.0,,,28-29,,Defensive rebound by M. Leonard
8:45.0,,,28-32,3,M. Leonard makes 3-pt shot from 27 ft (assist by S. Blake)
8:23.0,J. Green makes 2-pt shot from 20 ft (assist by B. Udrih),2,30-32,,
8:09.0,,,30-35,3,M. Leonard makes 3-pt shot from 25 ft (assist by A. Afflalo)
7:51.0,T. Allen misses 3-pt shot from 23 ft,,30-35,,
7:50.0,,,30-35,,Defensive rebound by S. Blake
7:41.0,,,30-35,,A. Afflalo misses 3-pt shot from 23 ft
7:40.0,Defensive rebound by T. Allen,,30-35,,
7:30.0,Memphis full timeout,,30-35,,
7:30.0,Z. Randolph enters the game for K. Koufos,,30-35,,
7:30.0,M. Gasol enters the game for J. Green,,30-35,,
7:25.0,B. Udrih makes 3-pt shot from 25 ft (assist by M. Gasol),3,33-35,,
7:23.0,Violation by Team (delay of game),,33-35,,
7:07.0,,,33-35,,Turnover by C. McCollum (lost ball; steal by T. Allen)
6:50.0,Z. Randolph misses 2-pt shot from 11 ft,,33-35,,
6:50.0,,,33-35,,Defensive rebound by C. McCollum
6:41.0,,,33-35,,S. Blake misses 3-pt shot from 23 ft
6:40.0,,,33-35,,Offensive rebound by L. Aldridge
6:31.0,,,33-37,2,C. McCollum makes 2-pt shot from 1 ft (assist by M. Leonard)
6:10.0,Shooting foul by S. Blake (drawn by B. Udrih),,33-37,,
6:10.0,B. Udrih makes free throw 1 of 2,1,34-37,,
6:10.0,J. Green enters the game for V. Carter,,34-37,,
6:10.0,,,34-37,,N. Batum enters the game for A. Afflalo
6:10.0,B. Udrih makes free throw 2 of 2,1,35-37,,
5:49.0,,,35-39,2,L. Aldridge makes 2-pt shot from 15 ft
5:33.0,B. Udrih misses 3-pt shot from 25 ft,,35-39,,
5:32.0,Offensive rebound by J. Green,,35-39,,
5:18.0,J. Green misses 2-pt shot from 19 ft,,35-39,,
5:17.0,Offensive rebound by T. Allen,,35-39,,
5:08.0,Turnover by M. Gasol (bad pass; steal by M. Leonard),,35-39,,
5:08.0,Official timeout,,35-39,,
5:08.0,N. Calathes enters the game for B. Udrih,,35-39,,
5:08.0,,,35-39,,D. Lillard enters the game for S. Blake
4:51.0,,,35-39,,Turnover by C. McCollum (bad pass; steal by T. Allen)
4:47.0,J. Green makes 2-pt shot from 1 ft,2,37-39,,
4:40.0,Personal foul by N. Calathes (drawn by D. Lillard),,37-39,,
4:25.0,,,37-39,,N. Batum misses 3-pt shot from 25 ft
4:25.0,,,37-39,,Offensive rebound by Team
4:25.0,Loose ball foul by J. Green (drawn by L. Aldridge),,37-39,,
4:19.0,,,37-39,,D. Lillard misses 3-pt shot from 24 ft
4:19.0,,,37-39,,Offensive rebound by L. Aldridge
4:19.0,Personal foul by Z. Randolph (drawn by L. Aldridge),,37-39,,
4:12.0,,,37-41,2,D. Lillard makes 2-pt shot at rim
3:53.0,,,37-41,,Personal foul by M. Leonard (drawn by M. Gasol)
3:50.0,,,37-41,,Personal foul by N. Batum (drawn by J. Green)
3:35.0,N. Calathes misses 2-pt shot from 21 ft,,37-41,,
3:35.0,,,37-41,,Defensive rebound by C. McCollum
3:24.0,C. Lee enters the game for T. Allen,,37-41,,
3:24.0,Jump ball: M. Gasol vs. C. McCollum (L. Aldridge gains possession),,,,Jump ball: M. Gasol vs. C. McCollum (L. Aldridge gains possession)
3:22.0,,,37-43,2,L. Aldridge makes 2-pt shot from 1 ft (assist by C. McCollum)
3:06.0,Offensive foul by Z. Randolph,,37-43,,
3:06.0,Turnover by Z. Randolph (offensive foul),,37-43,,
3:06.0,,,37-43,,Portland full timeout
2:49.0,,,37-45,2,D. Lillard makes 2-pt shot from 19 ft (assist by N. Batum)
2:28.0,N. Calathes makes 3-pt shot from 23 ft (assist by J. Green),3,40-45,,
2:19.0,,,40-45,,Shooting foul by N. Calathes (drawn by D. Lillard)
2:19.0,,,40-46,1,D. Lillard makes free throw 1 of 2
2:19.0,B. Udrih enters the game for N. Calathes,,40-46,,
2:19.0,T. Allen enters the game for J. Green,,40-46,,
2:19.0,,,40-47,1,D. Lillard makes free throw 2 of 2
2:03.0,M. Gasol misses 2-pt shot from 12 ft,,40-47,,
2:02.0,,,40-47,,Defensive rebound by L. Aldridge
1:49.0,,,40-49,2,M. Leonard makes 2-pt shot from 3 ft (assist by N. Batum)
1:29.0,Z. Randolph misses 2-pt shot from 1 ft,,40-49,,
1:27.0,Offensive rebound by Z. Randolph,,40-49,,
1:26.0,Z. Randolph makes 2-pt shot from 2 ft,2,42-49,,
1:15.0,,,42-51,2,C. McCollum makes 2-pt shot from 2 ft (assist by D. Lillard)
0:59.0,T. Allen makes 2-pt shot at rim (assist by M. Gasol),2,44-51,,
0:47.0,,,44-53,2,L. Aldridge makes 2-pt shot from 1 ft (assist by D. Lillard)
0:37.0,B. Udrih makes 2-pt shot from 15 ft,2,46-53,,
0:30.0,,,46-55,2,D. Lillard makes 2-pt shot from 1 ft
0:07.0,C. Lee makes 2-pt shot from 1 ft (assist by Z. Randolph),2,48-55,,
0:00.0,,,48-55,,D. Lillard misses 2-pt shot from 7 ft (block by T. Allen)
0:00.0,,,48-55,,Offensive rebound by L. Aldridge
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,48-55,,N. Batum misses 2-pt shot from 1 ft (block by T. Allen)
11:44.0,Defensive rebound by Z. Randolph,,48-55,,
11:28.0,M. Gasol makes 2-pt shot at rim (assist by C. Lee),2,50-55,,
11:15.0,,,50-55,,L. Aldridge misses 2-pt shot from 18 ft
11:14.0,Defensive rebound by M. Gasol,,50-55,,
11:00.0,M. Gasol misses 2-pt shot from 20 ft,,50-55,,
10:58.0,Offensive rebound by Z. Randolph,,50-55,,
10:58.0,Z. Randolph makes 2-pt shot from 1 ft,2,52-55,,
10:45.0,,,52-55,,L. Aldridge misses 2-pt shot from 2 ft (block by M. Gasol)
10:42.0,,,52-55,,Offensive rebound by L. Aldridge
10:42.0,,,52-55,,Shooting foul by M. Gasol (drawn by L. Aldridge)
10:42.0,,,52-56,1,L. Aldridge makes free throw 1 of 2
10:42.0,,,52-57,1,L. Aldridge makes free throw 2 of 2
10:21.0,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Gasol),2,54-57,,
10:04.0,,,54-57,,L. Aldridge misses 3-pt shot from 23 ft
10:03.0,Defensive rebound by N. Calathes,,54-57,,
9:50.0,Z. Randolph misses 2-pt shot from 8 ft,,54-57,,
9:49.0,,,54-57,,Defensive rebound by R. Lopez
9:40.0,,,54-57,,D. Lillard misses 2-pt shot from 18 ft
9:39.0,Defensive rebound by Z. Randolph,,54-57,,
9:35.0,Shooting foul by D. Lillard (drawn by M. Gasol),,54-57,,
9:35.0,M. Gasol makes free throw 1 of 2,1,55-57,,
9:35.0,M. Gasol misses free throw 2 of 2,,55-57,,
9:34.0,,,55-57,,Defensive rebound by N. Batum
9:32.0,,,55-57,,Turnover by N. Batum (bad pass; steal by N. Calathes)
9:22.0,Z. Randolph misses 2-pt shot from 7 ft,,55-57,,
9:20.0,,,55-57,,Defensive rebound by N. Batum
9:15.0,,,55-57,,Turnover by D. Lillard (lost ball)
9:01.0,C. Lee makes 3-pt shot from 24 ft (assist by M. Gasol),3,58-57,,
9:01.0,,,58-57,,Portland full timeout
8:36.0,,,58-57,,L. Aldridge misses 3-pt shot from 25 ft
8:35.0,Defensive rebound by T. Allen,,58-57,,
8:11.0,Z. Randolph misses 2-pt shot from 3 ft,,58-57,,
8:10.0,,,58-57,,Defensive rebound by R. Lopez
7:58.0,,,58-57,,L. Aldridge misses 2-pt shot from 4 ft
7:56.0,Defensive rebound by Z. Randolph,,58-57,,
7:54.0,Shooting foul by D. Lillard (drawn by T. Allen),,58-57,,
7:54.0,T. Allen makes free throw 1 of 2,1,59-57,,
7:54.0,T. Allen makes free throw 2 of 2,1,60-57,,
7:32.0,,,60-57,,Turnover by N. Batum (bad pass)
7:14.0,C. Lee makes 2-pt shot from 17 ft,2,62-57,,
7:00.0,,,62-57,,A. Afflalo misses 3-pt shot from 23 ft
6:59.0,Defensive rebound by M. Gasol,,62-57,,
6:43.0,Turnover by N. Calathes (bad pass; steal by D. Lillard),,62-57,,
6:42.0,Personal take foul by T. Allen (drawn by A. Afflalo),,62-57,,
6:42.0,,,62-57,,M. Leonard enters the game for R. Lopez
6:42.0,,,62-57,,C. McCollum enters the game for A. Afflalo
6:27.0,,,62-57,,L. Aldridge misses 2-pt shot from 5 ft
6:26.0,Defensive rebound by Z. Randolph,,62-57,,
6:02.0,Z. Randolph misses 3-pt shot from 25 ft,,62-57,,
6:00.0,,,62-57,,Defensive rebound by M. Leonard
5:56.0,Personal foul by T. Allen (drawn by D. Lillard),,62-57,,
5:48.0,,,62-57,,N. Batum misses 3-pt shot from 25 ft
5:47.0,Defensive rebound by T. Allen,,62-57,,
5:44.0,,,62-57,,Violation by L. Aldridge (kicked ball)
5:32.0,Shooting foul by C. McCollum (drawn by C. Lee),,62-57,,
5:32.0,C. Lee makes free throw 1 of 2,1,63-57,,
5:32.0,C. Lee makes free throw 2 of 2,1,64-57,,
5:18.0,,,64-59,2,C. McCollum makes 2-pt shot from 1 ft
4:59.0,M. Gasol misses 2-pt shot from 15 ft,,64-59,,
4:58.0,Offensive rebound by Z. Randolph,,64-59,,
4:58.0,Z. Randolph misses 2-pt shot from 2 ft,,64-59,,
4:57.0,Offensive rebound by Team,,64-59,,
4:40.0,N. Calathes makes 3-pt shot from 25 ft (assist by M. Gasol),3,67-59,,
4:21.0,,,67-62,3,N. Batum makes 3-pt shot from 24 ft (assist by D. Lillard)
4:01.0,Turnover by Z. Randolph (lost ball; steal by C. McCollum),,67-62,,
3:57.0,,,67-62,,Turnover by C. McCollum (lost ball; steal by N. Calathes)
3:53.0,Z. Randolph makes 2-pt shot at rim (assist by N. Calathes),2,69-62,,
3:33.0,,,69-62,,L. Aldridge misses 2-pt shot from 20 ft
3:32.0,Defensive rebound by T. Allen,,69-62,,
3:11.0,M. Gasol misses 2-pt shot from 19 ft,,69-62,,
3:10.0,,,69-62,,Defensive rebound by N. Batum
3:01.0,,,69-64,2,D. Lillard makes 2-pt shot from 21 ft
2:55.0,Memphis full timeout,,69-64,,
2:55.0,J. Green enters the game for N. Calathes,,69-64,,
2:55.0,B. Udrih enters the game for T. Allen,,69-64,,
2:55.0,,,69-64,,R. Lopez enters the game for L. Aldridge
2:44.0,Z. Randolph makes 2-pt shot from 20 ft,2,71-64,,
2:28.0,,,71-66,2,D. Lillard makes 2-pt shot from 1 ft
2:10.0,Z. Randolph misses 2-pt shot from 19 ft,,71-66,,
2:09.0,,,71-66,,Defensive rebound by N. Batum
1:48.0,,,71-68,2,C. McCollum makes 2-pt shot from 2 ft
1:24.0,M. Gasol makes 2-pt shot from 17 ft (assist by B. Udrih),2,73-68,,
1:13.0,,,73-68,,D. Lillard misses 2-pt shot from 15 ft
1:12.0,,,73-68,,Offensive rebound by M. Leonard
1:12.0,,,73-68,,M. Leonard misses 2-pt shot from 1 ft
1:10.0,Defensive rebound by M. Gasol,,73-68,,
0:54.0,C. Lee makes 2-pt shot from 17 ft (assist by B. Udrih),2,75-68,,
0:34.0,,,75-68,,R. Lopez misses 2-pt shot from 6 ft
0:33.0,Defensive rebound by J. Green,,75-68,,
0:11.0,Z. Randolph misses 2-pt shot from 21 ft,,75-68,,
0:10.0,,,75-68,,Defensive rebound by C. McCollum
0:00.0,,,75-68,,C. McCollum misses 2-pt shot from 5 ft
0:00.0,Defensive rebound by M. Gasol,,75-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,C. Lee makes 2-pt shot from 14 ft (assist by M. Gasol),2,77-68,,
11:19.0,,,77-68,,N. Batum misses 2-pt shot from 14 ft
11:19.0,Defensive rebound by J. Green,,77-68,,
11:11.0,J. Green misses 2-pt shot from 19 ft,,77-68,,
11:10.0,,,77-68,,Defensive rebound by M. Leonard
11:04.0,,,77-68,,Shooting foul by C. Lee (drawn by R. Lopez)
11:04.0,,,77-69,1,R. Lopez makes free throw 1 of 2
11:04.0,,,77-70,1,R. Lopez makes free throw 2 of 2
10:40.0,B. Udrih misses 2-pt shot from 20 ft,,77-70,,
10:40.0,,,77-70,,Defensive rebound by M. Leonard
10:24.0,,,77-70,,N. Batum misses 3-pt shot from 25 ft
10:23.0,Defensive rebound by M. Gasol,,77-70,,
10:11.0,B. Udrih misses 2-pt shot from 19 ft,,77-70,,
10:11.0,,,77-70,,Defensive rebound by N. Batum
9:54.0,,,77-70,,S. Blake misses 3-pt shot from 25 ft
9:53.0,Defensive rebound by M. Gasol,,77-70,,
9:31.0,M. Gasol misses 2-pt shot from 3 ft,,77-70,,
9:30.0,,,77-70,,Defensive rebound by N. Batum
9:14.0,,,77-70,,N. Batum misses 2-pt shot from 12 ft
9:13.0,,,77-70,,Offensive rebound by C. McCollum
9:13.0,,,77-70,,C. McCollum misses 2-pt shot from 1 ft
9:11.0,Defensive rebound by K. Koufos,,77-70,,
8:48.0,J. Green makes 3-pt shot from 25 ft,3,80-70,,
8:48.0,,,80-70,,Portland full timeout
8:48.0,J. Leuer enters the game for C. Lee,,80-70,,
8:48.0,V. Carter enters the game for M. Gasol,,80-70,,
8:48.0,,,80-70,,D. Lillard enters the game for S. Blake
8:48.0,,,80-70,,L. Aldridge enters the game for R. Lopez
8:41.0,Personal foul by J. Leuer (drawn by M. Leonard),,80-70,,
8:35.0,,,80-70,,Turnover by D. Lillard (step out of bounds)
8:18.0,J. Green misses 2-pt shot from 21 ft,,80-70,,
8:18.0,,,80-70,,Defensive rebound by M. Leonard
8:09.0,,,80-72,2,D. Lillard makes 2-pt shot from 17 ft
7:50.0,J. Green misses 2-pt shot from 5 ft,,80-72,,
7:50.0,,,80-72,,Defensive rebound by N. Batum
7:43.0,,,80-72,,D. Lillard misses 3-pt shot from 26 ft
7:41.0,Defensive rebound by V. Carter,,80-72,,
7:25.0,B. Udrih misses 2-pt shot from 21 ft,,80-72,,
7:25.0,,,80-72,,Defensive rebound by M. Leonard
7:13.0,,,80-72,,D. Lillard misses 2-pt shot from 3 ft
7:11.0,,,80-72,,Offensive rebound by L. Aldridge
7:11.0,,,80-72,,L. Aldridge misses 2-pt shot from 1 ft
7:10.0,,,80-72,,Offensive rebound by L. Aldridge
7:10.0,,,80-72,,L. Aldridge misses 2-pt shot from 1 ft
7:08.0,,,80-72,,Offensive rebound by Team
7:08.0,Violation by B. Udrih (kicked ball),,80-72,,
7:04.0,,,80-72,,Shooting foul by V. Carter (drawn by N. Batum)
7:04.0,,,80-73,1,N. Batum makes free throw 1 of 2
7:04.0,,,80-74,1,N. Batum makes free throw 2 of 2
6:43.0,J. Green misses 2-pt shot from 9 ft,,80-74,,
6:42.0,,,80-74,,Defensive rebound by M. Leonard
6:32.0,,,80-76,2,D. Lillard makes 2-pt shot from 18 ft
6:30.0,Memphis full timeout,,80-76,,
6:30.0,Z. Randolph enters the game for J. Green,,80-76,,
6:30.0,T. Allen enters the game for K. Koufos,,80-76,,
6:30.0,M. Gasol enters the game for V. Carter,,80-76,,
6:30.0,C. Lee enters the game for J. Leuer,,80-76,,
6:10.0,M. Gasol makes 2-pt shot from 2 ft,2,82-76,,
5:59.0,,,82-76,,Portland full timeout
5:47.0,,,82-76,,Shooting foul by Z. Randolph (drawn by L. Aldridge)
5:47.0,,,82-77,1,L. Aldridge makes free throw 1 of 2
5:47.0,,,82-78,1,L. Aldridge makes free throw 2 of 2
5:25.0,Z. Randolph misses 2-pt shot from 7 ft,,82-78,,
5:24.0,,,82-78,,Defensive rebound by C. McCollum
5:10.0,,,82-78,,Shooting foul by M. Gasol (drawn by L. Aldridge)
5:10.0,,,82-79,1,L. Aldridge makes free throw 1 of 2
5:10.0,,,82-80,1,L. Aldridge makes free throw 2 of 2
4:56.0,Turnover by M. Gasol (lost ball; steal by C. McCollum),,82-80,,
4:50.0,,,82-82,2,C. McCollum makes 2-pt shot from 1 ft
4:37.0,,,82-82,,Personal foul by M. Leonard (drawn by M. Gasol)
4:37.0,N. Calathes enters the game for B. Udrih,,82-82,,
4:24.0,N. Calathes misses 3-pt shot from 25 ft,,82-82,,
4:24.0,,,82-82,,Defensive rebound by M. Leonard
4:13.0,,,82-82,,N. Batum misses 3-pt shot from 24 ft
4:12.0,Defensive rebound by N. Calathes,,82-82,,
4:00.0,N. Calathes misses 2-pt shot from 2 ft,,82-82,,
3:58.0,,,82-82,,Defensive rebound by M. Leonard
3:49.0,,,82-82,,D. Lillard misses 3-pt shot from 25 ft
3:48.0,Defensive rebound by C. Lee,,82-82,,
3:27.0,M. Gasol makes 2-pt shot from 5 ft,2,84-82,,
3:06.0,,,84-82,,L. Aldridge misses 2-pt shot from 11 ft
3:06.0,Defensive rebound by M. Gasol,,84-82,,
2:59.0,,,84-82,,Personal foul by C. McCollum (drawn by T. Allen)
2:44.0,M. Gasol misses 2-pt shot from 17 ft,,84-82,,
2:43.0,,,84-82,,Defensive rebound by N. Batum
2:36.0,,,84-84,2,C. McCollum makes 2-pt shot at rim (assist by N. Batum)
2:11.0,Shooting foul by M. Leonard (drawn by M. Gasol),,84-84,,
2:11.0,M. Gasol makes free throw 1 of 2,1,85-84,,
2:11.0,M. Gasol makes free throw 2 of 2,1,86-84,,
1:58.0,,,86-87,3,D. Lillard makes 3-pt shot from 25 ft
1:58.0,,,86-87,,Shooting foul by T. Allen (drawn by D. Lillard)
1:58.0,,,86-88,1,D. Lillard makes free throw 1 of 1
1:40.0,Z. Randolph makes 2-pt shot from 3 ft,2,88-88,,
1:20.0,,,88-91,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
1:10.0,N. Calathes misses 2-pt shot from 2 ft,,88-91,,
1:10.0,Offensive rebound by Team,,88-91,,
1:10.0,,,88-91,,Personal foul by N. Batum (drawn by M. Gasol)
1:10.0,J. Green enters the game for T. Allen,,88-91,,
0:52.0,Z. Randolph misses 2-pt shot from 7 ft,,88-91,,
0:51.0,,,88-91,,Defensive rebound by L. Aldridge
0:30.0,,,88-91,,D. Lillard misses 3-pt shot from 26 ft
0:29.0,,,88-91,,Offensive rebound by Team
0:29.0,Loose ball foul by J. Green (drawn by N. Batum),,88-91,,
0:29.0,,,88-91,,N. Batum misses free throw 1 of 2
0:29.0,,,88-91,,Offensive rebound by Team
0:29.0,,,88-92,1,N. Batum makes free throw 2 of 2
0:20.0,C. Lee makes 2-pt shot from 1 ft (assist by N. Calathes),2,90-92,,
0:15.0,Personal take foul by J. Green (drawn by D. Lillard),,90-92,,
0:15.0,,,90-93,1,D. Lillard makes free throw 1 of 2
0:15.0,,,90-94,1,D. Lillard makes free throw 2 of 2
0:15.0,Memphis full timeout,,90-94,,
0:15.0,V. Carter enters the game for N. Calathes,,90-94,,
0:09.0,M. Gasol makes 2-pt shot at rim (assist by V. Carter),2,92-94,,
0:08.0,Personal take foul by J. Green (drawn by D. Lillard),,92-94,,
0:08.0,,,92-95,1,D. Lillard makes free throw 1 of 2
0:08.0,,,92-96,1,D. Lillard makes free throw 2 of 2
0:08.0,Memphis full timeout,,92-96,,
0:03.0,C. Lee misses 3-pt shot from 25 ft,,92-96,,
0:02.0,,,92-96,,Defensive rebound by N. Batum
0:01.0,Personal take foul by Z. Randolph (drawn by N. Batum),,92-96,,
0:01.0,,,92-97,1,N. Batum makes free throw 1 of 2
0:01.0,,,92-97,,N. Batum misses free throw 2 of 2
0:00.0,,,92-97,,Offensive rebound by L. Aldridge
0:00.0,,,92-99,2,L. Aldridge makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
