time,Dallas,pts.away,score,pts.home,Oklahoma City
5:26.0,Dallas full timeout,,117-114,,
5:26.0,D. Nowitzki enters the game for A. Aminu,,117-114,,
5:26.0,,,117-114,,E. Kanter enters the game for D. Augustin
5:08.0,C. Parsons makes 2-pt shot from 1 ft,2,119-114,,
4:50.0,,,119-117,3,D. Waiters makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:27.0,D. Nowitzki misses 2-pt shot from 15 ft,,119-117,,
4:25.0,,,119-117,,Defensive rebound by D. Waiters
4:16.0,,,119-119,2,R. Westbrook makes 2-pt shot from 10 ft
3:59.0,M. Ellis misses 2-pt shot from 1 ft,,119-119,,
3:58.0,,,119-119,,Defensive rebound by R. Westbrook
3:53.0,,,119-121,2,R. Westbrook makes 2-pt shot from 1 ft
3:52.0,Dallas full timeout,,119-121,,
3:32.0,C. Parsons makes 2-pt shot from 1 ft,2,121-121,,
3:18.0,,,121-121,,E. Kanter misses 2-pt shot from 19 ft
3:18.0,,,121-121,,Offensive rebound by S. Adams
3:09.0,,,121-124,3,A. Morrow makes 3-pt shot from 23 ft (assist by D. Waiters)
3:09.0,,,121-124,,Shooting foul by C. Parsons (drawn by A. Morrow)
3:09.0,,,121-124,,Violation by  (lane)
2:57.0,C. Parsons makes 2-pt shot from 16 ft (assist by R. Rondo),2,123-124,,
2:51.0,Personal take foul by R. Rondo (drawn by S. Adams),,123-124,,
2:51.0,,,123-125,1,S. Adams makes free throw 1 of 2
2:51.0,,,123-125,,S. Adams misses free throw 2 of 2
2:51.0,Defensive rebound by C. Parsons,,123-125,,
2:30.0,T. Chandler makes 2-pt shot at rim (assist by C. Parsons),2,125-125,,
2:12.0,,,125-127,2,A. Morrow makes 2-pt shot from 17 ft (assist by S. Adams)
1:56.0,C. Parsons makes 2-pt shot from 3 ft,2,127-127,,
1:56.0,Shooting foul by A. Morrow (drawn by C. Parsons),,127-127,,
1:56.0,C. Parsons makes free throw 1 of 1,1,128-127,,
1:45.0,,,128-127,,Shooting foul by M. Ellis (drawn by A. Morrow)
1:45.0,,,128-128,1,A. Morrow makes free throw 1 of 2
1:45.0,,,128-129,1,A. Morrow makes free throw 2 of 2
1:36.0,C. Parsons makes 2-pt shot at rim (assist by D. Nowitzki),2,130-129,,
1:23.0,,,130-129,,A. Morrow misses 3-pt shot from 23 ft
1:22.0,Defensive rebound by C. Parsons,,130-129,,
1:05.0,M. Ellis makes 2-pt shot from 1 ft (assist by R. Rondo),2,132-129,,
1:05.0,,,132-129,,Oklahoma City full timeout
1:00.0,,,132-129,,A. Morrow misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by D. Nowitzki,,132-129,,
0:42.0,R. Rondo misses 2-pt shot from 2 ft (block by E. Kanter),,132-129,,
0:42.0,Offensive rebound by Team,,132-129,,
0:41.0,Turnover by D. Nowitzki (lost ball),,132-129,,
0:41.0,A. Aminu enters the game for D. Nowitzki,,132-129,,
0:36.0,,,132-129,,Shooting foul by C. Parsons (drawn by R. Westbrook)
0:36.0,,,132-130,1,R. Westbrook makes free throw 1 of 2
0:36.0,D. Nowitzki enters the game for A. Aminu,,132-130,,
0:36.0,,,132-130,,K. Singler enters the game for A. Morrow
0:36.0,,,132-131,1,R. Westbrook makes free throw 2 of 2
0:13.0,C. Parsons makes 2-pt shot from 16 ft,2,134-131,,
0:13.0,,,134-131,,Oklahoma City full timeout
0:13.0,D. Harris enters the game for C. Parsons,,134-131,,
0:13.0,A. Aminu enters the game for D. Nowitzki,,134-131,,
0:13.0,,,134-131,,A. Morrow enters the game for K. Singler
0:13.0,,,134-131,,K. Singler enters the game for E. Kanter
0:08.0,,,134-131,,R. Westbrook misses 3-pt shot from 26 ft
0:07.0,,,134-131,,Offensive rebound by R. Westbrook
0:04.0,,,134-131,,R. Westbrook misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by A. Aminu,,134-131,,
0:02.0,,,134-131,,Personal take foul by R. Westbrook (drawn by M. Ellis)
0:02.0,,,134-131,,E. Kanter enters the game for S. Adams
0:02.0,M. Ellis makes free throw 1 of 2,1,135-131,,
0:02.0,M. Ellis misses free throw 2 of 2,,135-131,,
0:02.0,,,135-131,,Defensive rebound by E. Kanter
0:00.0,,,135-131,,R. Westbrook misses 3-pt shot from 46 ft
0:00.0,Defensive rebound by Team,,135-131,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
