time,Dallas,pts.away,score,pts.home,New Orleans
5:39.0,R. Rondo misses 2-pt shot from 22 ft,,71-78,,
5:38.0,,,71-78,,Defensive rebound by O. Asik
5:36.0,Technical foul by Team,,71-78,,
5:36.0,,,71-79,1,A. Davis makes technical free throw
5:20.0,,,71-79,,O. Asik misses 2-pt shot at rim
5:19.0,,,71-79,,Offensive rebound by O. Asik
5:18.0,,,71-81,2,O. Asik makes 2-pt shot from 3 ft
5:08.0,,,71-81,,Personal foul by E. Gordon (drawn by M. Ellis)
5:00.0,,,71-81,,Personal foul by O. Asik (drawn by M. Ellis)
4:55.0,M. Ellis makes 2-pt shot from 17 ft,2,73-81,,
4:34.0,,,73-81,,E. Gordon misses 2-pt shot from 16 ft
4:32.0,Defensive rebound by R. Rondo,,73-81,,
4:29.0,Shooting foul by D. Cunningham (drawn by R. Rondo),,73-81,,
4:29.0,R. Rondo makes free throw 1 of 2,1,74-81,,
4:29.0,,,74-81,,R. Anderson enters the game for O. Asik
4:29.0,,,74-81,,Q. Pondexter enters the game for D. Cunningham
4:29.0,A. Aminu enters the game for D. Nowitzki,,74-81,,
4:29.0,R. Rondo misses free throw 2 of 2,,74-81,,
4:27.0,Offensive rebound by D. Powell,,74-81,,
4:21.0,M. Ellis makes 3-pt shot from 24 ft (assist by R. Rondo),3,77-81,,
4:20.0,,,77-81,,New Orleans full timeout
4:05.0,,,77-83,2,A. Davis makes 2-pt shot at rim (assist by E. Gordon)
3:48.0,M. Ellis misses 2-pt shot from 20 ft,,77-83,,
3:47.0,,,77-83,,Defensive rebound by R. Anderson
3:41.0,,,77-83,,Turnover by T. Evans (bad pass; steal by R. Rondo)
3:35.0,C. Parsons misses 3-pt shot from 24 ft,,77-83,,
3:34.0,Offensive rebound by R. Rondo,,77-83,,
3:28.0,A. Aminu misses 2-pt shot from 4 ft (block by R. Anderson),,77-83,,
3:28.0,Offensive rebound by Team,,77-83,,
3:28.0,,,77-83,,N. Wolters enters the game for E. Gordon
3:18.0,,,77-83,,Personal foul by N. Wolters (drawn by D. Powell)
3:18.0,D. Powell misses free throw 1 of 2,,77-83,,
3:18.0,Offensive rebound by Team,,77-83,,
3:18.0,D. Powell makes free throw 2 of 2,1,78-83,,
2:58.0,,,78-83,,T. Evans misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by D. Powell,,78-83,,
2:44.0,,,78-83,,Personal block foul by A. Davis (drawn by A. Aminu)
2:44.0,A. Aminu makes free throw 1 of 2,1,79-83,,
2:44.0,R. Jefferson enters the game for C. Parsons,,79-83,,
2:44.0,A. Aminu makes free throw 2 of 2,1,80-83,,
2:36.0,,,80-83,,Turnover by N. Wolters (lost ball; steal by R. Rondo)
2:30.0,Shooting foul by A. Davis (drawn by D. Powell),,80-83,,
2:30.0,D. Powell makes free throw 1 of 2,1,81-83,,
2:30.0,D. Powell makes free throw 2 of 2,1,82-83,,
2:12.0,,,82-83,,A. Davis misses 2-pt shot from 5 ft (block by D. Powell)
2:11.0,,,82-83,,Offensive rebound by A. Davis
2:06.0,,,82-85,2,Q. Pondexter makes 2-pt shot from 2 ft (assist by A. Davis)
1:53.0,R. Rondo makes 2-pt shot from 10 ft (assist by M. Ellis),2,84-85,,
1:36.0,,,84-85,,T. Evans misses 2-pt shot from 1 ft (block by A. Aminu)
1:34.0,,,84-85,,Offensive rebound by T. Evans
1:30.0,,,84-85,,N. Wolters misses 2-pt shot from 6 ft
1:29.0,Defensive rebound by A. Aminu,,84-85,,
1:09.0,R. Jefferson misses 2-pt shot from 6 ft,,84-85,,
1:08.0,,,84-85,,Defensive rebound by R. Anderson
0:59.0,,,84-85,,Shooting foul by M. Ellis (drawn by Q. Pondexter)
0:59.0,,,84-86,1,Q. Pondexter makes free throw 1 of 2
0:59.0,D. Harris enters the game for R. Rondo,,84-86,,
0:59.0,,,84-87,1,Q. Pondexter makes free throw 2 of 2
0:39.0,M. Ellis misses 3-pt shot from 25 ft,,84-87,,
0:36.0,Offensive rebound by D. Powell,,84-87,,
0:33.0,M. Ellis misses 3-pt shot from 26 ft,,84-87,,
0:32.0,,,84-87,,Defensive rebound by T. Evans
0:11.0,,,84-89,2,T. Evans makes 2-pt shot from 1 ft
0:01.0,M. Ellis misses 2-pt shot from 13 ft,,84-89,,
0:00.0,,,84-89,,Defensive rebound by A. Davis
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,,,84-89,,Technical foul by Q. Pondexter
12:00.0,Technical foul by A. Aminu,,84-89,,
11:42.0,,,84-89,,R. Anderson misses 2-pt shot from 2 ft
11:40.0,,,84-89,,Offensive rebound by Team
11:27.0,,,84-91,2,N. Wolters makes 2-pt shot from 2 ft (assist by Q. Pondexter)
11:08.0,J. Barea makes 2-pt shot from 2 ft (assist by D. Powell),2,86-91,,
10:53.0,,,86-94,3,Q. Pondexter makes 3-pt shot from 25 ft (assist by T. Evans)
10:37.0,D. Harris misses 3-pt shot from 24 ft,,86-94,,
10:35.0,,,86-94,,Defensive rebound by R. Anderson
10:31.0,T. Chandler enters the game for D. Powell,,86-94,,
10:31.0,,,86-94,,E. Gordon enters the game for T. Evans
10:18.0,,,86-94,,Q. Pondexter misses 3-pt shot from 24 ft
10:17.0,Defensive rebound by J. Barea,,86-94,,
10:01.0,D. Nowitzki makes 2-pt shot from 8 ft,2,88-94,,
9:40.0,,,88-94,,N. Wolters misses 3-pt shot from 25 ft
9:39.0,Defensive rebound by D. Nowitzki,,88-94,,
9:33.0,D. Nowitzki misses 3-pt shot from 27 ft,,88-94,,
9:30.0,,,88-94,,Defensive rebound by N. Wolters
9:10.0,,,88-96,2,A. Davis makes 2-pt shot from 16 ft (assist by E. Gordon)
8:58.0,,,88-96,,Personal foul by N. Wolters (drawn by J. Barea)
8:58.0,Official timeout,,88-96,,
8:58.0,,,88-96,,O. Asik enters the game for A. Davis
8:49.0,D. Harris misses 2-pt shot from 2 ft,,88-96,,
8:48.0,,,88-96,,Defensive rebound by O. Asik
8:33.0,,,88-96,,R. Anderson misses 2-pt shot from 3 ft (block by T. Chandler)
8:30.0,Defensive rebound by D. Nowitzki,,88-96,,
8:21.0,R. Jefferson makes 2-pt shot at rim (assist by D. Harris),2,90-96,,
8:00.0,,,90-96,,E. Gordon misses 2-pt shot from 18 ft
7:59.0,Defensive rebound by J. Barea,,90-96,,
7:50.0,,,90-96,,Personal foul by Q. Pondexter (drawn by D. Nowitzki)
7:50.0,,,90-96,,T. Evans enters the game for N. Wolters
7:44.0,J. Barea misses 2-pt shot from 5 ft,,90-96,,
7:43.0,Offensive rebound by T. Chandler,,90-96,,
7:43.0,T. Chandler makes 2-pt shot at rim,2,92-96,,
7:34.0,Personal foul by J. Barea (drawn by T. Evans),,92-96,,
7:20.0,,,92-96,,E. Gordon misses 2-pt shot from 19 ft
7:18.0,,,92-96,,Offensive rebound by Q. Pondexter
7:04.0,,,92-96,,R. Anderson misses 2-pt shot from 16 ft (block by T. Chandler)
7:03.0,Defensive rebound by D. Nowitzki,,92-96,,
6:57.0,D. Nowitzki makes 2-pt shot from 10 ft (assist by J. Barea),2,94-96,,
6:34.0,,,94-96,,Offensive charge foul by T. Evans
6:34.0,,,94-96,,Turnover by T. Evans (offensive foul)
6:34.0,,,94-96,,A. Davis enters the game for R. Anderson
6:34.0,,,94-96,,D. Cunningham enters the game for Q. Pondexter
6:34.0,C. Parsons enters the game for D. Nowitzki,,94-96,,
6:22.0,J. Barea misses 2-pt shot from 9 ft,,94-96,,
6:21.0,Offensive rebound by Team,,94-96,,
6:21.0,,,94-96,,Loose ball foul by O. Asik (drawn by T. Chandler)
6:21.0,Dallas full timeout,,94-96,,
6:21.0,D. Powell enters the game for R. Jefferson,,94-96,,
6:07.0,J. Barea misses 2-pt shot from 5 ft,,94-96,,
6:06.0,,,94-96,,Defensive rebound by A. Davis
5:53.0,,,94-96,,Shooting foul by T. Chandler (drawn by A. Davis)
5:53.0,,,94-96,,A. Davis misses free throw 1 of 2
5:53.0,,,94-96,,Offensive rebound by Team
5:53.0,M. Ellis enters the game for D. Harris,,94-96,,
5:53.0,R. Rondo enters the game for D. Powell,,94-96,,
5:53.0,D. Nowitzki enters the game for J. Barea,,94-96,,
5:53.0,,,94-97,1,A. Davis makes free throw 2 of 2
5:33.0,M. Ellis makes 3-pt shot from 24 ft,3,97-97,,
5:12.0,,,97-97,,A. Davis misses 2-pt shot from 17 ft
5:11.0,Defensive rebound by D. Nowitzki,,97-97,,
4:50.0,M. Ellis misses 3-pt shot from 25 ft,,97-97,,
4:47.0,Offensive rebound by R. Rondo,,97-97,,
4:40.0,M. Ellis makes 2-pt shot from 2 ft (assist by R. Rondo),2,99-97,,
4:33.0,,,99-97,,New Orleans full timeout
4:33.0,,,99-97,,Q. Pondexter enters the game for D. Cunningham
4:15.0,,,99-97,,Q. Pondexter misses 2-pt shot from 2 ft
4:14.0,,,99-97,,Offensive rebound by O. Asik
4:14.0,,,99-99,2,O. Asik makes 2-pt shot from 2 ft
3:54.0,D. Nowitzki makes 3-pt shot from 23 ft (assist by R. Rondo),3,102-99,,
3:52.0,Violation by Team (delay of game),,102-99,,
3:30.0,,,102-99,,A. Davis misses 2-pt shot from 15 ft
3:28.0,Defensive rebound by M. Ellis,,102-99,,
3:22.0,D. Nowitzki misses 3-pt shot from 24 ft,,102-99,,
3:21.0,,,102-99,,Defensive rebound by Q. Pondexter
3:06.0,,,102-99,,R. Anderson enters the game for O. Asik
2:57.0,,,102-99,,T. Evans misses 3-pt shot from 30 ft
2:57.0,,,102-99,,Offensive rebound by Team
2:57.0,,,102-99,,Turnover by Team (shot clock)
2:39.0,D. Nowitzki misses 3-pt shot from 24 ft,,102-99,,
2:36.0,Offensive rebound by T. Chandler,,102-99,,
2:17.0,Turnover by R. Rondo (bad pass; steal by A. Davis),,102-99,,
2:14.0,,,102-99,,Offensive charge foul by T. Evans
2:14.0,,,102-99,,Turnover by T. Evans (offensive foul)
1:53.0,D. Nowitzki misses 2-pt shot from 15 ft,,102-99,,
1:52.0,,,102-99,,Defensive rebound by Q. Pondexter
1:33.0,,,102-102,3,E. Gordon makes 3-pt shot from 23 ft (assist by T. Evans)
1:33.0,Dallas full timeout,,102-102,,
1:33.0,,,102-102,,O. Asik enters the game for R. Anderson
