time,Portland,pts.away,score,pts.home,LA Lakers
4:56.0,C. McCollum enters the game for W. Matthews,,11-9,,
4:56.0,M. Leonard enters the game for C. Kaman,,11-9,,
4:56.0,N. Batum misses free throw 1 of 2,,11-9,,
4:56.0,Offensive rebound by Team,,11-9,,
4:56.0,N. Batum misses free throw 2 of 2,,11-9,,
4:54.0,,,11-9,,Defensive rebound by E. Davis
4:44.0,,,11-9,,Turnover by J. Hill (lost ball)
4:44.0,,,11-9,,C. Boozer enters the game for E. Davis
4:25.0,L. Aldridge misses 2-pt shot from 19 ft,,11-9,,
4:24.0,,,11-9,,Defensive rebound by C. Boozer
4:14.0,,,11-9,,R. Price misses 3-pt shot from 26 ft
4:13.0,Defensive rebound by N. Batum,,11-9,,
4:04.0,M. Leonard makes 2-pt shot from 5 ft (assist by N. Batum),2,13-9,,
4:04.0,Shooting foul by C. Boozer (drawn by M. Leonard),,13-9,,
4:04.0,,,13-9,,T. Black enters the game for J. Hill
4:04.0,,,13-9,,N. Young enters the game for W. Ellington
4:04.0,M. Leonard makes free throw 1 of 1,1,14-9,,
3:48.0,,,14-9,,N. Young misses 2-pt shot from 5 ft
3:46.0,Defensive rebound by L. Aldridge,,14-9,,
3:41.0,Shooting foul by T. Black (drawn by D. Lillard),,14-9,,
3:41.0,D. Lillard makes 2-pt shot from 3 ft,2,16-9,,
3:41.0,D. Lillard makes free throw 1 of 1,1,17-9,,
3:31.0,,,17-11,2,C. Boozer makes 2-pt shot from 15 ft (assist by R. Price)
3:19.0,L. Aldridge makes 2-pt shot from 19 ft (assist by D. Lillard),2,19-11,,
3:06.0,,,19-13,2,C. Boozer makes 2-pt shot from 14 ft (assist by R. Price)
2:45.0,Turnover by L. Aldridge (lost ball),,19-13,,
2:45.0,Portland full timeout,,19-13,,
2:45.0,S. Blake enters the game for D. Lillard,,19-13,,
2:45.0,,,19-13,,J. Lin enters the game for R. Price
2:45.0,,,19-13,,R. Kelly enters the game for W. Johnson
2:35.0,,,19-15,2,C. Boozer makes 2-pt shot from 18 ft (assist by J. Lin)
2:18.0,N. Batum makes 2-pt shot from 19 ft,2,21-15,,
1:51.0,,,21-15,,N. Young misses 3-pt shot from 25 ft
1:50.0,,,21-15,,Offensive rebound by T. Black
1:46.0,,,21-18,3,R. Kelly makes 3-pt shot from 26 ft (assist by T. Black)
1:26.0,L. Aldridge misses 2-pt shot from 16 ft,,21-18,,
1:23.0,,,21-18,,Defensive rebound by C. Boozer
1:20.0,,,21-18,,J. Lin misses 2-pt shot from 18 ft
1:15.0,Defensive rebound by N. Batum,,21-18,,
0:58.0,C. McCollum misses 2-pt shot from 2 ft,,21-18,,
0:55.0,,,21-18,,Defensive rebound by R. Kelly
0:50.0,,,21-18,,N. Young misses 3-pt shot from 24 ft
0:48.0,Defensive rebound by N. Batum,,21-18,,
0:45.0,Shooting foul by R. Kelly (drawn by N. Batum),,21-18,,
0:45.0,N. Batum makes free throw 1 of 2,1,22-18,,
0:45.0,N. Batum makes free throw 2 of 2,1,23-18,,
0:33.0,,,23-18,,Turnover by J. Lin (lost ball; steal by M. Leonard)
0:22.0,S. Blake misses 2-pt shot from 4 ft (block by T. Black),,23-18,,
0:17.0,,,23-18,,Defensive rebound by C. Boozer
0:08.0,Personal foul by S. Blake (drawn by J. Lin),,23-18,,
0:08.0,W. Matthews enters the game for N. Batum,,23-18,,
0:03.0,,,23-20,2,J. Lin makes 2-pt shot from 18 ft
0:00.0,S. Blake misses 3-pt shot from 34 ft,,23-20,,
0:00.0,Offensive rebound by Team,,23-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,23-22,2,R. Kelly makes 2-pt shot from 4 ft (assist by C. Boozer)
11:31.0,W. Matthews misses 3-pt shot from 24 ft,,23-22,,
11:29.0,Offensive rebound by T. Robinson,,23-22,,
11:29.0,T. Robinson misses 2-pt shot at rim,,23-22,,
11:27.0,,,23-22,,Defensive rebound by T. Black
11:09.0,,,23-22,,J. Lin misses 2-pt shot from 2 ft
11:05.0,Defensive rebound by T. Robinson,,23-22,,
10:57.0,M. Leonard makes 2-pt shot from 18 ft (assist by S. Blake),2,25-22,,
10:38.0,,,25-22,,Turnover by T. Black (lost ball)
10:22.0,C. McCollum misses 3-pt shot from 22 ft,,25-22,,
10:21.0,,,25-22,,Defensive rebound by Team
10:02.0,,,25-22,,C. Boozer misses 2-pt shot from 18 ft
10:01.0,,,25-22,,Offensive rebound by T. Black
9:59.0,,,25-24,2,T. Black makes 2-pt shot from 3 ft
9:43.0,M. Leonard makes 2-pt shot from 20 ft (assist by C. McCollum),2,27-24,,
9:27.0,,,27-24,,N. Young misses 3-pt shot from 22 ft
9:27.0,,,27-24,,Offensive rebound by Team
9:27.0,Loose ball foul by T. Robinson (drawn by T. Black),,27-24,,
9:21.0,,,27-26,2,J. Lin makes 2-pt shot at rim (assist by C. Boozer)
9:17.0,Turnover by S. Blake (discontinued dribble),,27-26,,
9:15.0,,,27-26,,Shooting foul by M. Leonard (drawn by J. Lin)
9:15.0,,,27-27,1,J. Lin makes free throw 1 of 2
9:15.0,,,27-27,,J. Lin misses free throw 2 of 2
9:13.0,Defensive rebound by T. Robinson,,27-27,,
8:52.0,M. Leonard misses 3-pt shot from 27 ft,,27-27,,
8:51.0,,,27-27,,Defensive rebound by T. Black
8:37.0,,,27-27,,N. Young misses 3-pt shot from 24 ft
8:36.0,Defensive rebound by S. Blake,,27-27,,
8:32.0,Shooting foul by N. Young (drawn by C. McCollum),,27-27,,
8:32.0,Official timeout,,27-27,,
8:32.0,C. McCollum makes free throw 1 of 2,1,28-27,,
8:32.0,C. McCollum misses free throw 2 of 2,,28-27,,
8:31.0,,,28-27,,Defensive rebound by C. Boozer
8:21.0,Personal foul by C. McCollum (drawn by N. Young),,28-27,,
8:21.0,D. Lillard enters the game for C. McCollum,,28-27,,
8:21.0,C. Kaman enters the game for M. Leonard,,28-27,,
8:07.0,,,28-29,2,T. Black makes 2-pt shot from 4 ft (assist by R. Kelly)
7:44.0,W. Matthews makes 3-pt shot from 27 ft (assist by S. Blake),3,31-29,,
7:22.0,,,31-29,,R. Kelly misses 2-pt shot from 12 ft
7:21.0,,,31-29,,Offensive rebound by C. Boozer
7:20.0,,,31-31,2,C. Boozer makes 2-pt shot from 2 ft
7:01.0,W. Matthews misses 3-pt shot from 26 ft,,31-31,,
7:00.0,,,31-31,,Defensive rebound by C. Boozer
6:51.0,,,31-33,2,C. Boozer makes 2-pt shot from 2 ft (assist by J. Lin)
6:35.0,C. Kaman makes 2-pt shot from 3 ft (assist by D. Lillard),2,33-33,,
6:22.0,,,33-33,,Shooting foul by C. Kaman (drawn by J. Lin)
6:22.0,,,33-34,1,J. Lin makes free throw 1 of 2
6:22.0,,,33-34,,J. Hill enters the game for T. Black
6:22.0,,,33-34,,E. Davis enters the game for C. Boozer
6:22.0,,,33-34,,R. Price enters the game for N. Young
6:22.0,,,33-35,1,J. Lin makes free throw 2 of 2
6:03.0,S. Blake makes 3-pt shot from 25 ft (assist by D. Lillard),3,36-35,,
5:46.0,,,36-35,,J. Lin misses 2-pt shot from 14 ft
5:45.0,Defensive rebound by T. Robinson,,36-35,,
5:38.0,S. Blake misses 3-pt shot from 25 ft,,36-35,,
5:37.0,Offensive rebound by C. Kaman,,36-35,,
5:34.0,D. Lillard makes 2-pt shot from 2 ft (assist by C. Kaman),2,38-35,,
5:12.0,,,38-37,2,J. Hill makes 2-pt shot from 3 ft (assist by R. Price)
4:53.0,W. Matthews misses 3-pt shot from 27 ft,,38-37,,
4:51.0,,,38-37,,Defensive rebound by J. Hill
4:42.0,Personal foul by T. Robinson (drawn by E. Davis),,38-37,,
4:42.0,,,38-37,,LA Lakers full timeout
4:42.0,C. McCollum enters the game for W. Matthews,,38-37,,
4:42.0,N. Batum enters the game for S. Blake,,38-37,,
4:42.0,L. Aldridge enters the game for T. Robinson,,38-37,,
4:42.0,,,38-37,,W. Ellington enters the game for J. Lin
4:42.0,,,38-37,,W. Johnson enters the game for R. Kelly
4:42.0,,,38-37,,E. Davis misses free throw 1 of 2
4:42.0,,,38-37,,Offensive rebound by Team
4:42.0,,,38-38,1,E. Davis makes free throw 2 of 2
4:26.0,D. Lillard misses 3-pt shot from 27 ft,,38-38,,
4:25.0,,,38-38,,Defensive rebound by J. Hill
4:07.0,,,38-40,2,W. Ellington makes 2-pt shot from 11 ft (assist by R. Price)
3:50.0,L. Aldridge misses 2-pt shot from 21 ft,,38-40,,
3:45.0,,,38-40,,Defensive rebound by J. Hill
3:38.0,,,38-40,,W. Ellington misses 3-pt shot from 26 ft
3:36.0,Defensive rebound by N. Batum,,38-40,,
3:22.0,Turnover by C. McCollum (traveling),,38-40,,
3:09.0,,,38-40,,Offensive foul by E. Davis
3:09.0,,,38-40,,Turnover by E. Davis (offensive foul)
2:57.0,N. Batum makes 2-pt shot from 4 ft,2,40-40,,
2:38.0,,,40-43,3,W. Johnson makes 3-pt shot from 26 ft (assist by E. Davis)
2:19.0,D. Lillard makes 3-pt shot from 24 ft (assist by N. Batum),3,43-43,,
2:01.0,,,43-43,,E. Davis misses 2-pt shot from 8 ft
1:58.0,,,43-43,,Offensive rebound by E. Davis
1:56.0,,,43-43,,W. Johnson misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by N. Batum,,43-43,,
1:49.0,D. Lillard misses 3-pt shot from 27 ft,,43-43,,
1:47.0,,,43-43,,Defensive rebound by W. Ellington
1:38.0,Portland full timeout,,43-43,,
1:38.0,W. Matthews enters the game for C. McCollum,,43-43,,
1:34.0,,,43-43,,J. Hill misses 2-pt shot from 17 ft
1:31.0,Defensive rebound by D. Lillard,,43-43,,
1:28.0,D. Lillard misses 2-pt shot from 2 ft,,43-43,,
1:24.0,,,43-43,,Defensive rebound by E. Davis
1:11.0,,,43-43,,Offensive foul by J. Hill
1:11.0,,,43-43,,Turnover by J. Hill (offensive foul)
0:47.0,W. Matthews makes 2-pt shot from 13 ft,2,45-43,,
0:38.0,,,45-43,,Turnover by W. Johnson (bad pass; steal by C. Kaman)
0:29.0,D. Lillard makes 2-pt shot from 2 ft,2,47-43,,
0:07.0,Personal foul by W. Matthews (drawn by R. Price),,47-43,,
0:07.0,,,47-44,1,R. Price makes free throw 1 of 2
0:07.0,,,47-45,1,R. Price makes free throw 2 of 2
0:07.0,Portland full timeout,,47-45,,
0:07.0,S. Blake enters the game for C. Kaman,,47-45,,
0:07.0,,,47-45,,J. Lin enters the game for J. Hill
0:04.0,,,47-45,,Personal take foul by R. Price (drawn by D. Lillard)
0:00.0,S. Blake makes 3-pt shot from 26 ft (assist by D. Lillard),3,50-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,50-47,2,W. Johnson makes 2-pt shot from 1 ft (assist by R. Price)
11:18.0,C. Kaman misses 2-pt shot from 2 ft,,50-47,,
11:17.0,,,50-47,,Defensive rebound by W. Ellington
11:06.0,,,50-49,2,J. Hill makes 2-pt shot from 5 ft (assist by W. Johnson)
10:50.0,Turnover by N. Batum (bad pass),,50-49,,
10:35.0,,,50-49,,W. Johnson misses 2-pt shot from 14 ft
10:34.0,Defensive rebound by C. Kaman,,50-49,,
10:20.0,Turnover by W. Matthews (step out of bounds),,50-49,,
9:59.0,,,50-52,3,W. Ellington makes 3-pt shot from 23 ft (assist by R. Price)
9:38.0,,,50-52,,Personal foul by E. Davis (drawn by L. Aldridge)
9:25.0,L. Aldridge makes 2-pt shot from 4 ft (assist by W. Matthews),2,52-52,,
9:06.0,,,52-54,2,W. Johnson makes 2-pt shot from 2 ft (assist by R. Price)
8:56.0,C. Kaman makes 2-pt shot from 2 ft (assist by N. Batum),2,54-54,,
8:56.0,Shooting foul by R. Price (drawn by C. Kaman),,54-54,,
8:56.0,C. Kaman makes free throw 1 of 1,1,55-54,,
8:33.0,,,55-56,2,J. Hill makes 2-pt shot from 18 ft (assist by E. Davis)
8:16.0,D. Lillard misses 2-pt shot from 2 ft (block by J. Hill),,55-56,,
8:16.0,Offensive rebound by Team,,55-56,,
8:10.0,D. Lillard makes 2-pt shot at rim (assist by N. Batum),2,57-56,,
8:00.0,,,57-56,,Shooting foul by C. Kaman (drawn by J. Hill)
8:00.0,,,57-57,1,J. Hill makes free throw 1 of 2
8:00.0,,,57-58,1,J. Hill makes free throw 2 of 2
7:50.0,L. Aldridge makes 3-pt shot from 26 ft (assist by W. Matthews),3,60-58,,
7:35.0,,,60-58,,J. Hill misses 2-pt shot from 22 ft
7:34.0,Defensive rebound by N. Batum,,60-58,,
7:17.0,N. Batum makes 2-pt shot from 19 ft (assist by C. Kaman),2,62-58,,
6:54.0,,,62-58,,J. Hill misses 2-pt shot from 4 ft
6:53.0,,,62-58,,Offensive rebound by R. Price
6:50.0,,,62-60,2,E. Davis makes 2-pt shot from 2 ft (assist by R. Price)
6:30.0,W. Matthews misses 3-pt shot from 25 ft,,62-60,,
6:28.0,,,62-60,,Defensive rebound by W. Ellington
6:19.0,,,62-60,,W. Ellington misses 2-pt shot from 4 ft
6:17.0,Defensive rebound by L. Aldridge,,62-60,,
6:11.0,L. Aldridge misses 3-pt shot from 25 ft,,62-60,,
6:08.0,,,62-60,,Defensive rebound by W. Johnson
5:44.0,,,62-60,,W. Ellington misses 2-pt shot from 19 ft
5:43.0,Defensive rebound by C. Kaman,,62-60,,
5:21.0,W. Matthews makes 3-pt shot from 25 ft (assist by C. Kaman),3,65-60,,
5:07.0,,,65-62,2,R. Price makes 2-pt shot from 2 ft
4:54.0,W. Matthews makes 2-pt shot from 6 ft,2,67-62,,
4:32.0,,,67-62,,W. Johnson misses 3-pt shot from 26 ft
4:31.0,Defensive rebound by C. Kaman,,67-62,,
4:24.0,,,67-62,,Personal foul by E. Davis (drawn by L. Aldridge)
4:24.0,,,67-62,,LA Lakers full timeout
4:24.0,M. Leonard enters the game for C. Kaman,,67-62,,
4:24.0,S. Blake enters the game for W. Matthews,,67-62,,
4:17.0,D. Lillard makes 2-pt shot from 2 ft (assist by L. Aldridge),2,69-62,,
4:02.0,Personal foul by M. Leonard (drawn by J. Hill),,69-62,,
4:02.0,,,69-62,,T. Black enters the game for J. Hill
4:02.0,,,69-62,,C. Boozer enters the game for E. Davis
3:57.0,,,69-62,,W. Johnson misses 2-pt shot from 14 ft
3:56.0,Defensive rebound by L. Aldridge,,69-62,,
3:46.0,L. Aldridge misses 2-pt shot from 20 ft,,69-62,,
3:45.0,,,69-62,,Defensive rebound by W. Johnson
3:39.0,,,69-64,2,C. Boozer makes 2-pt shot from 2 ft (assist by W. Ellington)
3:39.0,,,69-64,,Shooting foul by M. Leonard (drawn by C. Boozer)
3:39.0,,,69-64,,N. Young enters the game for W. Ellington
3:39.0,,,69-64,,C. Boozer misses free throw 1 of 1
3:38.0,Defensive rebound by N. Batum,,69-64,,
3:16.0,S. Blake misses 3-pt shot from 22 ft,,69-64,,
3:15.0,,,69-64,,Defensive rebound by C. Boozer
3:06.0,,,69-67,3,N. Young makes 3-pt shot from 24 ft (assist by C. Boozer)
2:40.0,L. Aldridge misses 2-pt shot from 17 ft,,69-67,,
2:39.0,,,69-67,,Defensive rebound by C. Boozer
2:33.0,,,69-69,2,T. Black makes 2-pt shot at rim (assist by R. Price)
2:33.0,Portland full timeout,,69-69,,
2:33.0,D. Wright enters the game for N. Batum,,69-69,,
2:33.0,,,69-69,,R. Kelly enters the game for W. Johnson
2:33.0,,,69-69,,J. Lin enters the game for R. Price
2:11.0,L. Aldridge misses 2-pt shot from 2 ft,,69-69,,
2:09.0,,,69-69,,Defensive rebound by J. Lin
2:06.0,,,69-69,,Turnover by T. Black (lost ball)
2:06.0,W. Matthews enters the game for D. Lillard,,69-69,,
1:46.0,,,69-69,,Personal foul by C. Boozer (drawn by M. Leonard)
1:46.0,Personal foul by M. Leonard,,69-69,,
1:36.0,L. Aldridge misses 2-pt shot from 17 ft,,69-69,,
1:34.0,,,69-69,,Defensive rebound by N. Young
1:28.0,,,69-69,,N. Young misses 3-pt shot from 26 ft
1:27.0,,,69-69,,Offensive rebound by T. Black
1:26.0,Personal foul by S. Blake (drawn by T. Black),,69-69,,
1:17.0,,,69-69,,Offensive foul by R. Kelly
1:17.0,,,69-69,,Turnover by R. Kelly (offensive foul)
0:59.0,L. Aldridge makes 2-pt shot from 4 ft (assist by W. Matthews),2,71-69,,
0:42.0,,,71-69,,C. Boozer misses 2-pt shot from 11 ft
0:40.0,Defensive rebound by L. Aldridge,,71-69,,
0:36.0,,,71-69,,Personal foul by C. Boozer (drawn by M. Leonard)
0:32.0,,,71-69,,Personal foul by T. Black (drawn by D. Wright)
0:32.0,D. Wright misses free throw 1 of 2,,71-69,,
0:32.0,Offensive rebound by Team,,71-69,,
0:32.0,D. Wright makes free throw 2 of 2,1,72-69,,
0:27.0,,,72-69,,J. Lin misses 2-pt shot from 17 ft
0:26.0,,,72-69,,Offensive rebound by C. Boozer
0:04.0,,,72-69,,N. Young misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by D. Wright,,72-69,,
0:01.0,D. Wright misses 3-pt shot from 55 ft,,72-69,,
0:00.0,Offensive rebound by Team,,72-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,S. Blake misses 3-pt shot from 26 ft,,72-69,,
11:41.0,,,72-69,,Defensive rebound by T. Black
11:23.0,,,72-69,,Shooting foul by W. Matthews (drawn by N. Young)
11:23.0,,,72-70,1,N. Young makes free throw 1 of 2
11:23.0,,,72-71,1,N. Young makes free throw 2 of 2
11:05.0,W. Matthews misses 2-pt shot from 19 ft,,72-71,,
11:04.0,,,72-71,,Defensive rebound by N. Young
10:59.0,,,72-73,2,N. Young makes 2-pt shot from 3 ft
10:48.0,M. Leonard makes 3-pt shot from 25 ft (assist by W. Matthews),3,75-73,,
10:34.0,,,75-73,,Offensive foul by T. Black
10:34.0,,,75-73,,Turnover by T. Black (offensive foul)
10:20.0,,,75-73,,Personal foul by N. Young (drawn by W. Matthews)
10:11.0,Portland full timeout,,75-73,,
10:06.0,C. Kaman misses 2-pt shot from 3 ft,,75-73,,
10:03.0,,,75-73,,Defensive rebound by J. Lin
9:59.0,,,75-75,2,N. Young makes 2-pt shot from 2 ft (assist by J. Lin)
9:42.0,S. Blake makes 3-pt shot from 24 ft (assist by W. Matthews),3,78-75,,
9:16.0,,,78-75,,N. Young misses 3-pt shot from 26 ft
9:15.0,Defensive rebound by C. Kaman,,78-75,,
9:11.0,Shooting foul by N. Young (drawn by W. Matthews),,78-75,,
9:11.0,W. Matthews misses free throw 1 of 2,,78-75,,
9:11.0,Offensive rebound by Team,,78-75,,
9:11.0,D. Lillard enters the game for S. Blake,,78-75,,
9:11.0,W. Matthews makes free throw 2 of 2,1,79-75,,
8:56.0,,,79-75,,Shooting foul by D. Lillard (drawn by C. Boozer)
8:56.0,,,79-76,1,C. Boozer makes free throw 1 of 2
8:56.0,S. Blake enters the game for W. Matthews,,79-76,,
8:56.0,,,79-76,,C. Boozer misses free throw 2 of 2
8:55.0,Defensive rebound by C. Kaman,,79-76,,
8:40.0,D. Lillard misses 3-pt shot from 26 ft,,79-76,,
8:39.0,,,79-76,,Defensive rebound by J. Lin
8:34.0,,,79-76,,J. Lin misses 2-pt shot from 2 ft
8:31.0,Defensive rebound by D. Lillard,,79-76,,
8:14.0,D. Lillard makes 3-pt shot from 28 ft,3,82-76,,
7:54.0,,,82-76,,R. Kelly misses 2-pt shot from 22 ft
7:53.0,Defensive rebound by M. Leonard,,82-76,,
7:47.0,D. Lillard makes 2-pt shot from 2 ft,2,84-76,,
7:46.0,,,84-76,,LA Lakers full timeout
7:46.0,,,84-76,,R. Price enters the game for N. Young
7:31.0,,,84-76,,J. Lin misses 2-pt shot from 21 ft
7:31.0,Defensive rebound by Team,,84-76,,
7:31.0,,,84-76,,Loose ball foul by C. Boozer (drawn by M. Leonard)
7:22.0,D. Lillard makes 2-pt shot from 12 ft,2,86-76,,
7:22.0,Shooting foul by R. Price (drawn by D. Lillard),,86-76,,
7:22.0,N. Batum enters the game for S. Blake,,86-76,,
7:22.0,L. Aldridge enters the game for C. Kaman,,86-76,,
7:22.0,D. Lillard makes free throw 1 of 1,1,87-76,,
7:12.0,Personal foul by N. Batum (drawn by J. Lin),,87-76,,
7:12.0,,,87-76,,W. Johnson enters the game for R. Kelly
7:03.0,,,87-76,,R. Price misses 3-pt shot from 27 ft
7:02.0,Defensive rebound by M. Leonard,,87-76,,
6:50.0,L. Aldridge makes 2-pt shot from 20 ft (assist by D. Wright),2,89-76,,
6:33.0,,,89-76,,W. Johnson misses 2-pt shot from 20 ft
6:32.0,Defensive rebound by M. Leonard,,89-76,,
6:23.0,Turnover by D. Lillard (bad pass; steal by C. Boozer),,89-76,,
6:18.0,,,89-78,2,J. Lin makes 2-pt shot from 4 ft (assist by W. Johnson)
5:58.0,N. Batum misses 2-pt shot from 2 ft,,89-78,,
5:57.0,Offensive rebound by L. Aldridge,,89-78,,
5:54.0,N. Batum makes 3-pt shot from 25 ft (assist by L. Aldridge),3,92-78,,
5:46.0,,,92-78,,Shooting foul by D. Wright (drawn by R. Price)
5:46.0,,,92-79,1,R. Price makes free throw 1 of 2
5:46.0,W. Matthews enters the game for D. Wright,,92-79,,
5:46.0,,,92-79,,W. Ellington enters the game for J. Lin
5:46.0,,,92-79,,J. Hill enters the game for T. Black
5:46.0,,,92-79,,E. Davis enters the game for C. Boozer
5:46.0,,,92-80,1,R. Price makes free throw 2 of 2
5:33.0,D. Lillard misses 2-pt shot from 3 ft,,92-80,,
5:32.0,,,92-80,,Defensive rebound by E. Davis
5:15.0,,,92-82,2,W. Johnson makes 2-pt shot from 11 ft (assist by R. Price)
4:52.0,L. Aldridge misses 2-pt shot from 2 ft,,92-82,,
4:50.0,,,92-82,,Defensive rebound by E. Davis
4:42.0,,,92-82,,R. Price misses 3-pt shot from 25 ft
4:41.0,Defensive rebound by M. Leonard,,92-82,,
4:29.0,Turnover by M. Leonard (traveling),,92-82,,
4:29.0,C. Kaman enters the game for M. Leonard,,92-82,,
4:18.0,,,92-82,,W. Ellington misses 2-pt shot from 18 ft
4:17.0,Defensive rebound by Team,,92-82,,
4:01.0,W. Matthews makes 2-pt shot from 3 ft (assist by L. Aldridge),2,94-82,,
3:42.0,,,94-84,2,J. Hill makes 2-pt shot from 17 ft (assist by W. Ellington)
3:21.0,W. Matthews makes 3-pt shot from 25 ft,3,97-84,,
3:11.0,,,97-84,,Turnover by R. Price (lost ball)
2:46.0,L. Aldridge misses 2-pt shot from 16 ft,,97-84,,
2:44.0,,,97-84,,Defensive rebound by W. Johnson
2:40.0,,,97-87,3,W. Ellington makes 3-pt shot from 25 ft (assist by W. Johnson)
2:27.0,C. Kaman misses 2-pt shot from 3 ft (block by J. Hill),,97-87,,
2:25.0,Offensive rebound by C. Kaman,,97-87,,
2:24.0,C. Kaman misses 2-pt shot from 1 ft (block by J. Hill),,97-87,,
2:23.0,,,97-87,,Defensive rebound by J. Hill
2:12.0,,,97-90,3,W. Johnson makes 3-pt shot from 24 ft (assist by E. Davis)
1:58.0,L. Aldridge misses 2-pt shot from 6 ft,,97-90,,
1:56.0,,,97-90,,Defensive rebound by W. Ellington
1:40.0,,,97-90,,J. Hill misses 2-pt shot from 2 ft
1:37.0,Defensive rebound by L. Aldridge,,97-90,,
1:27.0,Shooting foul by E. Davis (drawn by D. Lillard),,97-90,,
1:27.0,Official timeout,,97-90,,
1:27.0,D. Lillard makes free throw 1 of 2,1,98-90,,
1:27.0,D. Lillard misses free throw 2 of 2,,98-90,,
1:25.0,,,98-90,,Defensive rebound by E. Davis
1:17.0,Personal foul by W. Matthews (drawn by W. Ellington),,98-90,,
1:17.0,,,98-91,1,W. Ellington makes free throw 1 of 2
1:17.0,,,98-92,1,W. Ellington makes free throw 2 of 2
1:04.0,D. Lillard makes 2-pt shot at rim,2,100-92,,
