time,Charlotte,pts.away,score,pts.home,Dallas
9:49.0,,,18-32,,Offensive rebound by C. Villanueva
9:49.0,,,18-32,,Shooting foul by J. Taylor (drawn by C. Villanueva)
9:49.0,,,18-33,1,C. Villanueva makes free throw 1 of 2
9:49.0,,,18-33,,R. Rondo enters the game for D. Harris
9:49.0,,,18-33,,C. Villanueva misses free throw 2 of 2
9:48.0,Defensive rebound by M. Williams,,18-33,,
9:41.0,Shooting foul by D. Nowitzki (drawn by J. Taylor),,18-33,,
9:41.0,J. Taylor makes free throw 1 of 2,1,19-33,,
9:41.0,J. Taylor makes free throw 2 of 2,1,20-33,,
9:24.0,Personal foul by M. Williams (drawn by D. Nowitzki),,20-33,,
9:13.0,,,20-33,,A. Aminu misses 2-pt shot from 6 ft
9:12.0,Defensive rebound by J. Taylor,,20-33,,
9:05.0,B. Roberts misses 3-pt shot from 24 ft,,20-33,,
9:04.0,Offensive rebound by J. Maxiell,,20-33,,
8:51.0,B. Roberts misses 2-pt shot from 12 ft,,20-33,,
8:50.0,,,20-33,,Defensive rebound by D. Nowitzki
8:40.0,,,20-33,,Turnover by J. Barea (lost ball; steal by L. Stephenson)
8:36.0,Shooting foul by A. Aminu (drawn by J. Taylor),,20-33,,
8:36.0,Official timeout,,20-33,,
8:36.0,,,20-33,,T. Chandler enters the game for D. Nowitzki
8:36.0,,,20-33,,M. Ellis enters the game for A. Aminu
8:36.0,,,20-33,,R. Jefferson enters the game for J. Barea
8:36.0,J. Taylor makes free throw 1 of 2,1,21-33,,
8:36.0,J. Taylor makes free throw 2 of 2,1,22-33,,
8:24.0,,,22-33,,C. Villanueva misses 3-pt shot from 24 ft
8:22.0,,,22-33,,Offensive rebound by T. Chandler
8:08.0,,,22-36,3,C. Villanueva makes 3-pt shot from 23 ft (assist by M. Ellis)
7:43.0,L. Stephenson misses 2-pt shot from 20 ft,,22-36,,
7:42.0,,,22-36,,Defensive rebound by T. Chandler
7:32.0,,,22-39,3,R. Jefferson makes 3-pt shot from 22 ft (assist by R. Rondo)
7:26.0,Charlotte full timeout,,22-39,,
7:26.0,A. Jefferson enters the game for B. Roberts,,22-39,,
7:26.0,M. Williams enters the game for J. Maxiell,,22-39,,
7:16.0,M. Williams makes 2-pt shot from 6 ft (assist by L. Stephenson),2,24-39,,
6:55.0,,,24-41,2,R. Rondo makes 2-pt shot from 1 ft (assist by R. Jefferson)
6:41.0,A. Jefferson misses 2-pt shot from 2 ft,,24-41,,
6:39.0,,,24-41,,Defensive rebound by C. Villanueva
6:34.0,,,24-43,2,T. Chandler makes 2-pt shot at rim (assist by R. Rondo)
6:13.0,Turnover by A. Jefferson (traveling),,24-43,,
6:13.0,G. Henderson enters the game for J. Taylor,,24-43,,
6:02.0,,,24-43,,Turnover by R. Rondo (bad pass; steal by A. Jefferson)
5:55.0,M. Williams misses 3-pt shot from 23 ft,,24-43,,
5:54.0,,,24-43,,Defensive rebound by T. Chandler
5:43.0,,,24-43,,C. Villanueva misses 3-pt shot from 24 ft
5:42.0,Defensive rebound by L. Stephenson,,24-43,,
5:34.0,M. Williams makes 3-pt shot from 24 ft (assist by L. Stephenson),3,27-43,,
5:17.0,,,27-43,,Turnover by T. Chandler (offensive foul)
5:17.0,,,27-43,,Offensive foul by T. Chandler
5:07.0,M. Williams misses 2-pt shot from 18 ft,,27-43,,
5:06.0,,,27-43,,Defensive rebound by C. Villanueva
4:52.0,Personal foul by A. Jefferson (drawn by T. Chandler),,27-43,,
4:52.0,C. Zeller enters the game for M. Williams,,27-43,,
4:43.0,,,27-43,,R. Jefferson misses 2-pt shot from 6 ft (block by L. Stephenson)
4:41.0,Defensive rebound by A. Jefferson,,27-43,,
4:24.0,A. Jefferson misses 2-pt shot from 18 ft,,27-43,,
4:23.0,,,27-43,,Defensive rebound by C. Villanueva
4:13.0,,,27-43,,R. Jefferson misses 3-pt shot from 22 ft
4:12.0,Defensive rebound by C. Zeller,,27-43,,
4:02.0,M. Williams makes 2-pt shot from 21 ft,2,29-43,,
4:00.0,,,29-43,,Dallas full timeout
4:00.0,,,29-43,,D. Harris enters the game for R. Jefferson
4:00.0,,,29-43,,A. Aminu enters the game for R. Rondo
4:00.0,,,29-43,,D. Nowitzki enters the game for C. Villanueva
4:00.0,M. Kidd-Gilchrist enters the game for L. Stephenson,,29-43,,
3:47.0,,,29-43,,D. Harris misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by A. Jefferson,,29-43,,
3:36.0,C. Zeller misses 2-pt shot from 1 ft (block by T. Chandler),,29-43,,
3:34.0,Offensive rebound by M. Kidd-Gilchrist,,29-43,,
3:25.0,A. Jefferson misses 2-pt shot from 5 ft,,29-43,,
3:24.0,,,29-43,,Defensive rebound by D. Nowitzki
3:06.0,,,29-43,,M. Ellis misses 2-pt shot from 19 ft
3:05.0,Defensive rebound by G. Henderson,,29-43,,
2:52.0,C. Zeller misses 2-pt shot from 19 ft,,29-43,,
2:52.0,Offensive rebound by A. Jefferson,,29-43,,
2:47.0,M. Williams makes 2-pt shot from 20 ft (assist by A. Jefferson),2,31-43,,
2:25.0,,,31-43,,D. Nowitzki misses 2-pt shot from 7 ft
2:24.0,Defensive rebound by A. Jefferson,,31-43,,
2:19.0,G. Henderson misses 2-pt shot from 18 ft,,31-43,,
2:17.0,Offensive rebound by M. Kidd-Gilchrist,,31-43,,
2:17.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft,,31-43,,
2:16.0,Offensive rebound by C. Zeller,,31-43,,
2:15.0,Turnover by C. Zeller (bad pass; steal by D. Harris),,31-43,,
2:09.0,,,31-43,,D. Harris misses 2-pt shot from 17 ft
2:09.0,Defensive rebound by A. Jefferson,,31-43,,
2:00.0,Offensive charge foul by M. Kidd-Gilchrist,,31-43,,
2:00.0,Turnover by M. Kidd-Gilchrist (offensive foul),,31-43,,
2:00.0,L. Stephenson enters the game for M. Kidd-Gilchrist,,31-43,,
1:45.0,,,31-43,,Turnover by A. Aminu (back court)
1:36.0,M. Williams makes 2-pt shot from 1 ft,2,33-43,,
1:20.0,,,33-43,,D. Nowitzki misses 2-pt shot from 10 ft
1:19.0,Defensive rebound by Team,,33-43,,
1:04.0,A. Jefferson misses 2-pt shot from 6 ft,,33-43,,
1:03.0,,,33-43,,Defensive rebound by T. Chandler
0:50.0,,,33-43,,D. Nowitzki misses 2-pt shot from 9 ft
0:49.0,Defensive rebound by M. Williams,,33-43,,
0:28.0,A. Jefferson makes 2-pt shot from 5 ft,2,35-43,,
0:15.0,Personal block foul by C. Zeller (drawn by M. Ellis),,35-43,,
0:15.0,,,35-44,1,M. Ellis makes free throw 1 of 2
0:15.0,,,35-44,,R. Jefferson enters the game for D. Nowitzki
0:15.0,,,35-45,1,M. Ellis makes free throw 2 of 2
0:04.0,M. Williams misses 3-pt shot from 24 ft,,35-45,,
0:03.0,,,35-45,,Defensive rebound by R. Jefferson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,A. Jefferson misses 2-pt shot from 8 ft,,35-45,,
11:35.0,,,35-45,,Defensive rebound by D. Nowitzki
11:22.0,,,35-45,,M. Ellis misses 2-pt shot from 19 ft
11:21.0,Defensive rebound by A. Jefferson,,35-45,,
11:08.0,C. Zeller misses 2-pt shot from 17 ft,,35-45,,
11:07.0,,,35-45,,Defensive rebound by T. Chandler
10:47.0,,,35-45,,R. Jefferson misses 3-pt shot from 23 ft
10:46.0,Defensive rebound by G. Henderson,,35-45,,
10:43.0,Shooting foul by M. Ellis (drawn by G. Henderson),,35-45,,
10:43.0,G. Henderson makes free throw 1 of 2,1,36-45,,
10:43.0,G. Henderson makes free throw 2 of 2,1,37-45,,
10:33.0,,,37-47,2,T. Chandler makes 2-pt shot from 18 ft (assist by R. Rondo)
10:18.0,M. Williams makes 3-pt shot from 24 ft (assist by M. Kidd-Gilchrist),3,40-47,,
10:01.0,,,40-49,2,D. Nowitzki makes 2-pt shot from 11 ft
9:48.0,Turnover by G. Henderson (lost ball; steal by R. Rondo),,40-49,,
9:26.0,,,40-49,,Turnover by R. Rondo (bad pass; steal by A. Jefferson)
9:20.0,M. Williams misses 3-pt shot from 24 ft,,40-49,,
9:19.0,,,40-49,,Defensive rebound by R. Rondo
9:16.0,Violation by G. Henderson (def goaltending),,40-49,,
9:16.0,,,40-51,2,M. Ellis makes 2-pt shot at rim (assist by R. Rondo)
9:06.0,Turnover by G. Henderson (lost ball; steal by R. Jefferson),,40-51,,
9:05.0,Personal take foul by G. Henderson (drawn by R. Jefferson),,40-51,,
8:46.0,,,40-51,,M. Ellis misses 2-pt shot from 14 ft
8:45.0,Defensive rebound by C. Zeller,,40-51,,
8:38.0,G. Henderson misses 2-pt shot from 21 ft,,40-51,,
8:37.0,,,40-51,,Defensive rebound by R. Rondo
8:26.0,,,40-53,2,R. Rondo makes 2-pt shot from 17 ft
8:01.0,A. Jefferson misses 2-pt shot from 11 ft,,40-53,,
8:00.0,,,40-53,,Defensive rebound by D. Nowitzki
7:55.0,,,40-53,,Turnover by R. Rondo (bad pass; steal by M. Williams)
7:54.0,,,40-53,,Personal take foul by D. Nowitzki (drawn by M. Williams)
7:43.0,A. Jefferson misses 2-pt shot from 17 ft,,40-53,,
7:42.0,,,40-53,,Defensive rebound by R. Jefferson
7:25.0,,,40-53,,D. Nowitzki misses 2-pt shot from 11 ft
7:24.0,Defensive rebound by A. Jefferson,,40-53,,
7:20.0,,,40-53,,A. Aminu enters the game for D. Nowitzki
7:13.0,Turnover by M. Williams (bad pass),,40-53,,
7:03.0,,,40-55,2,T. Chandler makes 2-pt shot from 16 ft (assist by R. Jefferson)
6:42.0,A. Jefferson misses 2-pt shot from 7 ft,,40-55,,
6:41.0,,,40-55,,Defensive rebound by R. Jefferson
6:34.0,,,40-55,,R. Rondo misses 2-pt shot from 12 ft
6:32.0,Defensive rebound by A. Jefferson,,40-55,,
6:28.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft (block by R. Jefferson),,40-55,,
6:28.0,Offensive rebound by C. Zeller,,40-55,,
6:28.0,,,40-55,,Loose ball foul by R. Jefferson (drawn by C. Zeller)
6:28.0,,,40-55,,D. Harris enters the game for R. Rondo
6:21.0,Turnover by M. Williams (bad pass),,40-55,,
6:08.0,,,40-55,,A. Aminu misses 2-pt shot at rim
6:07.0,Defensive rebound by G. Henderson,,40-55,,
6:01.0,M. Williams makes 3-pt shot from 24 ft (assist by G. Henderson),3,43-55,,
5:49.0,,,43-55,,M. Ellis misses 2-pt shot from 15 ft
5:49.0,Defensive rebound by C. Zeller,,43-55,,
5:39.0,A. Jefferson makes 2-pt shot from 4 ft (assist by M. Williams),2,45-55,,
5:37.0,,,45-55,,Dallas full timeout
5:26.0,,,45-57,2,T. Chandler makes 2-pt shot from 18 ft (assist by R. Jefferson)
4:59.0,Turnover by M. Williams (lost ball; steal by D. Harris),,45-57,,
4:56.0,,,45-57,,Offensive charge foul by R. Jefferson
4:56.0,,,45-57,,Turnover by R. Jefferson (offensive foul)
4:56.0,M. Williams enters the game for C. Zeller,,45-57,,
4:33.0,M. Kidd-Gilchrist misses 2-pt shot from 2 ft,,45-57,,
4:32.0,,,45-57,,Defensive rebound by M. Ellis
4:14.0,,,45-57,,M. Ellis misses 2-pt shot from 19 ft
4:13.0,Defensive rebound by A. Jefferson,,45-57,,
4:04.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft,2,47-57,,
3:48.0,,,47-57,,Turnover by M. Ellis (lost ball; steal by A. Jefferson)
3:42.0,M. Williams makes 2-pt shot from 3 ft,2,49-57,,
3:42.0,Shooting foul by A. Aminu (drawn by M. Williams),,49-57,,
3:42.0,,,49-57,,J. Barea enters the game for T. Chandler
3:42.0,,,49-57,,D. Nowitzki enters the game for M. Ellis
3:42.0,L. Stephenson enters the game for G. Henderson,,49-57,,
3:42.0,,,49-57,,A. Stoudemire enters the game for R. Jefferson
3:42.0,M. Williams makes free throw 1 of 1,1,50-57,,
3:28.0,Personal foul by L. Stephenson (drawn by D. Nowitzki),,50-57,,
3:24.0,Personal foul by A. Jefferson (drawn by D. Harris),,50-57,,
3:11.0,,,50-57,,Turnover by A. Stoudemire (lost ball; steal by M. Williams)
3:11.0,,,50-57,,Personal foul by A. Stoudemire (drawn by M. Williams)
3:11.0,M. Williams makes free throw 1 of 2,1,51-57,,
3:11.0,M. Williams misses free throw 2 of 2,,51-57,,
3:10.0,,,51-57,,Defensive rebound by D. Nowitzki
3:02.0,,,51-60,3,D. Harris makes 3-pt shot from 24 ft
2:44.0,L. Stephenson misses 2-pt shot from 1 ft,,51-60,,
2:43.0,,,51-60,,Defensive rebound by D. Nowitzki
2:43.0,Loose ball foul by M. Williams (drawn by D. Nowitzki),,51-60,,
2:43.0,Charlotte full timeout,,51-60,,
2:31.0,,,51-62,2,A. Stoudemire makes 2-pt shot at rim (assist by J. Barea)
2:10.0,M. Kidd-Gilchrist misses 2-pt shot from 18 ft,,51-62,,
2:09.0,,,51-62,,Defensive rebound by D. Nowitzki
1:55.0,,,51-62,,D. Harris misses 3-pt shot from 25 ft
1:55.0,,,51-62,,Offensive rebound by Team
1:55.0,Loose ball foul by M. Williams (drawn by D. Nowitzki),,51-62,,
1:55.0,,,51-62,,D. Nowitzki misses free throw 1 of 2
1:55.0,,,51-62,,Offensive rebound by Team
1:55.0,,,51-63,1,D. Nowitzki makes free throw 2 of 2
1:41.0,A. Jefferson misses 2-pt shot from 15 ft,,51-63,,
1:40.0,,,51-63,,Defensive rebound by J. Barea
1:32.0,,,51-63,,D. Harris misses 3-pt shot from 24 ft
1:31.0,Defensive rebound by A. Jefferson,,51-63,,
1:20.0,M. Williams makes 2-pt shot from 4 ft,2,53-63,,
1:11.0,,,53-63,,Turnover by D. Harris (bad pass)
1:00.0,M. Williams makes 3-pt shot from 24 ft (assist by L. Stephenson),3,56-63,,
0:41.0,,,56-65,2,A. Stoudemire makes 2-pt shot from 9 ft (assist by D. Harris)
0:28.0,M. Williams misses 2-pt shot from 21 ft,,56-65,,
0:27.0,,,56-65,,Defensive rebound by A. Stoudemire
0:03.0,,,56-65,,Shooting foul by M. Kidd-Gilchrist (drawn by A. Stoudemire)
0:03.0,,,56-66,1,A. Stoudemire makes free throw 1 of 2
0:03.0,,,56-66,,R. Jefferson enters the game for D. Nowitzki
0:03.0,,,56-67,1,A. Stoudemire makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,56-67,,A. Stoudemire misses 2-pt shot from 19 ft
11:49.0,Defensive rebound by Team,,56-67,,
11:35.0,B. Roberts misses 2-pt shot from 12 ft,,56-67,,
11:34.0,,,56-67,,Defensive rebound by A. Aminu
11:27.0,,,56-67,,J. Barea misses 2-pt shot at rim
11:26.0,,,56-67,,Offensive rebound by A. Stoudemire
11:26.0,,,56-67,,Shooting foul by M. Williams (drawn by A. Stoudemire)
11:26.0,,,56-68,1,A. Stoudemire makes free throw 1 of 2
11:26.0,,,56-69,1,A. Stoudemire makes free throw 2 of 2
11:08.0,L. Stephenson makes 3-pt shot from 24 ft (assist by C. Zeller),3,59-69,,
10:44.0,,,59-71,2,J. Barea makes 2-pt shot from 13 ft (assist by D. Harris)
10:24.0,M. Kidd-Gilchrist makes 2-pt shot from 19 ft (assist by B. Roberts),2,61-71,,
10:13.0,,,61-71,,J. Barea misses 3-pt shot from 24 ft
10:12.0,Defensive rebound by C. Zeller,,61-71,,
10:05.0,L. Stephenson makes 2-pt shot at rim,2,63-71,,
10:05.0,,,63-71,,Dallas full timeout
10:05.0,,,63-71,,C. Villanueva enters the game for D. Nowitzki
10:05.0,,,63-71,,T. Chandler enters the game for D. Harris
10:05.0,,,63-71,,R. Rondo enters the game for A. Stoudemire
10:05.0,,,63-71,,M. Ellis enters the game for J. Barea
9:54.0,,,63-71,,M. Ellis misses 2-pt shot from 5 ft
9:52.0,Defensive rebound by C. Zeller,,63-71,,
9:47.0,Shooting foul by A. Aminu (drawn by M. Kidd-Gilchrist),,63-71,,
9:47.0,M. Kidd-Gilchrist misses free throw 1 of 2,,63-71,,
9:47.0,Offensive rebound by Team,,63-71,,
9:47.0,,,63-71,,R. Jefferson enters the game for A. Aminu
9:47.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,64-71,,
9:33.0,,,64-73,2,C. Villanueva makes 2-pt shot from 10 ft
9:16.0,M. Williams misses 3-pt shot from 25 ft,,64-73,,
9:15.0,,,64-73,,Defensive rebound by R. Rondo
9:08.0,Personal foul by L. Stephenson (drawn by R. Jefferson),,64-73,,
9:00.0,,,64-73,,M. Ellis misses 2-pt shot from 19 ft
8:59.0,Defensive rebound by M. Kidd-Gilchrist,,64-73,,
8:47.0,L. Stephenson misses 2-pt shot from 8 ft,,64-73,,
8:46.0,Offensive rebound by C. Zeller,,64-73,,
8:46.0,C. Zeller misses 2-pt shot at rim,,64-73,,
8:44.0,,,64-73,,Defensive rebound by M. Ellis
8:37.0,,,64-75,2,R. Rondo makes 2-pt shot at rim
8:16.0,M. Kidd-Gilchrist makes 2-pt shot from 20 ft (assist by M. Williams),2,66-75,,
8:01.0,,,66-75,,R. Jefferson misses 3-pt shot from 23 ft
8:00.0,Defensive rebound by M. Kidd-Gilchrist,,66-75,,
7:51.0,M. Kidd-Gilchrist makes 2-pt shot from 5 ft,2,68-75,,
7:32.0,,,68-75,,C. Villanueva misses 2-pt shot from 10 ft
7:31.0,Defensive rebound by M. Kidd-Gilchrist,,68-75,,
7:13.0,L. Stephenson misses 2-pt shot from 21 ft,,68-75,,
7:12.0,,,68-75,,Defensive rebound by R. Jefferson
6:57.0,,,68-75,,R. Rondo misses 2-pt shot from 16 ft
6:56.0,,,68-75,,Offensive rebound by T. Chandler
6:42.0,,,68-77,2,M. Ellis makes 2-pt shot from 14 ft
6:35.0,Charlotte full timeout,,68-77,,
6:35.0,M. Williams enters the game for M. Kidd-Gilchrist,,68-77,,
6:35.0,G. Henderson enters the game for B. Roberts,,68-77,,
6:25.0,M. Williams misses 3-pt shot from 24 ft,,68-77,,
6:24.0,,,68-77,,Defensive rebound by Team
6:12.0,,,68-77,,Turnover by M. Ellis (traveling)
5:51.0,Turnover by C. Zeller (3 sec),,68-77,,
5:39.0,,,68-79,2,M. Ellis makes 2-pt shot from 21 ft
5:25.0,M. Williams makes 2-pt shot from 15 ft (assist by L. Stephenson),2,70-79,,
5:15.0,,,70-81,2,T. Chandler makes 2-pt shot at rim (assist by M. Ellis)
5:01.0,M. Williams misses 3-pt shot from 26 ft,,70-81,,
5:00.0,,,70-81,,Defensive rebound by R. Jefferson
4:44.0,,,70-81,,C. Villanueva misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by L. Stephenson,,70-81,,
4:21.0,M. Williams makes 3-pt shot from 23 ft (assist by L. Stephenson),3,73-81,,
4:05.0,,,73-83,2,M. Ellis makes 2-pt shot from 16 ft
3:45.0,G. Henderson misses 2-pt shot from 13 ft,,73-83,,
3:44.0,,,73-83,,Defensive rebound by R. Jefferson
3:32.0,,,73-85,2,M. Ellis makes 2-pt shot from 16 ft
3:31.0,Charlotte full timeout,,73-85,,
3:31.0,A. Jefferson enters the game for C. Zeller,,73-85,,
3:31.0,M. Kidd-Gilchrist enters the game for G. Henderson,,73-85,,
3:12.0,L. Stephenson misses 2-pt shot from 1 ft,,73-85,,
3:11.0,,,73-85,,Defensive rebound by C. Villanueva
