time,Oklahoma City,pts.away,score,pts.home,Golden State
3:57.0,,,52-57,2,S. Curry makes 2-pt shot from 1 ft
3:36.0,Turnover by R. Westbrook (lost ball; steal by K. Thompson),,52-57,,
3:31.0,,,52-57,,S. Curry misses 3-pt shot from 28 ft
3:29.0,,,52-57,,Offensive rebound by M. Speights
3:26.0,,,52-60,3,K. Thompson makes 3-pt shot from 22 ft (assist by M. Speights)
3:24.0,Oklahoma City full timeout,,52-60,,
3:24.0,K. Durant enters the game for P. Jones,,52-60,,
3:04.0,Turnover by R. Westbrook (lost ball; steal by S. Curry),,52-60,,
3:00.0,,,52-60,,Turnover by S. Curry (lost ball)
2:40.0,A. Roberson misses 3-pt shot from 22 ft,,52-60,,
2:39.0,Offensive rebound by Team,,52-60,,
2:39.0,,,52-60,,Loose ball foul by J. Holiday (drawn by S. Ibaka)
2:33.0,R. Westbrook misses 2-pt shot from 3 ft (block by M. Speights),,52-60,,
2:33.0,Offensive rebound by Team,,52-60,,
2:26.0,S. Ibaka misses 2-pt shot from 11 ft,,52-60,,
2:25.0,,,52-60,,Defensive rebound by D. Green
2:25.0,Personal foul by R. Westbrook (drawn by D. Green),,52-60,,
2:11.0,,,52-60,,D. Green misses 3-pt shot from 26 ft
2:10.0,Defensive rebound by A. Roberson,,52-60,,
2:01.0,K. Durant makes 3-pt shot from 26 ft (assist by R. Westbrook),3,55-60,,
1:46.0,,,55-60,,Shooting foul by S. Ibaka (drawn by D. Green)
1:46.0,,,55-61,1,D. Green makes free throw 1 of 2
1:46.0,,,55-61,,D. Green misses free throw 2 of 2
1:44.0,Defensive rebound by K. Durant,,55-61,,
1:35.0,K. Durant makes 3-pt shot from 26 ft (assist by R. Westbrook),3,58-61,,
1:19.0,,,58-63,2,M. Speights makes 2-pt shot from 1 ft (assist by K. Thompson)
1:08.0,,,58-63,,Personal foul by D. Green (drawn by K. Durant)
1:08.0,K. Durant makes free throw 1 of 2,1,59-63,,
1:08.0,,,59-63,,Golden State full timeout
1:08.0,K. Durant misses free throw 2 of 2,,59-63,,
1:06.0,Offensive rebound by A. Roberson,,59-63,,
0:59.0,,,59-63,,Personal foul by J. Holiday (drawn by K. Durant)
0:59.0,K. Durant misses free throw 1 of 2,,59-63,,
0:59.0,Offensive rebound by Team,,59-63,,
0:59.0,K. Durant makes free throw 2 of 2,1,60-63,,
0:47.0,,,60-65,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
0:35.0,A. Roberson makes 3-pt shot from 23 ft (assist by K. Durant),3,63-65,,
0:23.0,,,63-65,,M. Speights misses 2-pt shot from 12 ft
0:22.0,Defensive rebound by A. Morrow,,63-65,,
0:02.0,Turnover by K. Durant (offensive foul),,63-65,,
0:02.0,Offensive charge foul by K. Durant,,63-65,,
0:02.0,P. Jones enters the game for K. Durant,,63-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,Shooting foul by F. Ezeli (drawn by R. Westbrook),,63-65,,
11:36.0,R. Westbrook misses free throw 1 of 2,,63-65,,
11:36.0,Offensive rebound by Team,,63-65,,
11:36.0,R. Westbrook misses free throw 2 of 2,,63-65,,
11:34.0,,,63-65,,Defensive rebound by D. Green
11:27.0,,,63-65,,K. Thompson misses 2-pt shot from 16 ft
11:26.0,Defensive rebound by S. Adams,,63-65,,
11:12.0,Turnover by S. Ibaka (lost ball; steal by S. Curry),,63-65,,
11:05.0,,,63-65,,H. Barnes misses 3-pt shot from 27 ft
11:03.0,Defensive rebound by A. Roberson,,63-65,,
10:48.0,S. Adams makes 2-pt shot from 2 ft,2,65-65,,
10:48.0,Shooting foul by D. Green (drawn by S. Adams),,65-65,,
10:48.0,S. Adams misses free throw 1 of 1,,65-65,,
10:44.0,Offensive rebound by S. Ibaka,,65-65,,
10:44.0,S. Ibaka misses 2-pt shot from 1 ft,,65-65,,
10:42.0,,,65-65,,Defensive rebound by F. Ezeli
10:29.0,,,65-65,,S. Curry misses 2-pt shot from 7 ft
10:26.0,,,65-65,,Offensive rebound by H. Barnes
10:24.0,,,65-65,,K. Thompson misses 3-pt shot from 23 ft
10:21.0,,,65-65,,Offensive rebound by S. Curry
10:14.0,,,65-67,2,F. Ezeli makes 2-pt shot at rim (assist by D. Green)
10:01.0,Offensive charge foul by S. Adams,,65-67,,
10:01.0,Turnover by S. Adams (offensive foul),,65-67,,
9:41.0,,,65-67,,F. Ezeli misses 2-pt shot from 2 ft (block by S. Ibaka)
9:39.0,Defensive rebound by S. Adams,,65-67,,
9:39.0,R. Westbrook misses 2-pt shot from 1 ft,,65-67,,
9:36.0,,,65-67,,Defensive rebound by F. Ezeli
9:29.0,,,65-67,,K. Thompson misses 2-pt shot from 1 ft
9:27.0,,,65-67,,Offensive rebound by S. Curry
9:26.0,,,65-69,2,S. Curry makes 2-pt shot from 1 ft
9:16.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,67-69,,
8:56.0,,,67-71,2,K. Thompson makes 2-pt shot from 16 ft (assist by S. Curry)
8:39.0,P. Jones makes 2-pt shot from 17 ft (assist by R. Westbrook),2,69-71,,
8:27.0,,,69-74,3,H. Barnes makes 3-pt shot from 23 ft (assist by D. Green)
8:04.0,S. Ibaka makes 2-pt shot from 11 ft,2,71-74,,
7:51.0,,,71-74,,D. Green misses 3-pt shot from 26 ft
7:49.0,Defensive rebound by A. Roberson,,71-74,,
7:40.0,P. Jones misses 3-pt shot from 26 ft,,71-74,,
7:38.0,,,71-74,,Defensive rebound by S. Curry
7:34.0,,,71-74,,Golden State full timeout
7:21.0,R. Westbrook misses 3-pt shot from 26 ft,,71-74,,
7:19.0,,,71-74,,Defensive rebound by K. Thompson
7:01.0,,,71-74,,K. Thompson misses 2-pt shot from 10 ft
7:00.0,Defensive rebound by P. Jones,,71-74,,
6:55.0,R. Westbrook misses 2-pt shot from 7 ft (block by F. Ezeli),,71-74,,
6:55.0,,,71-74,,Defensive rebound by Team
6:37.0,,,71-76,2,S. Curry makes 2-pt shot from 14 ft (assist by F. Ezeli)
6:18.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,71-76,,
6:10.0,,,71-76,,K. Thompson misses 2-pt shot from 1 ft
6:08.0,Defensive rebound by S. Adams,,71-76,,
6:02.0,,,71-76,,Violation by K. Thompson (kicked ball)
6:02.0,R. Jackson enters the game for P. Jones,,71-76,,
6:02.0,,,71-76,,A. Iguodala enters the game for H. Barnes
5:57.0,R. Westbrook makes 3-pt shot from 25 ft,3,74-76,,
5:40.0,,,74-78,2,K. Thompson makes 2-pt shot from 9 ft (assist by A. Iguodala)
5:24.0,,,74-78,,Def 3 sec tech foul by A. Iguodala
5:24.0,R. Westbrook misses technical free throw,,74-78,,
5:24.0,Offensive rebound by Team,,74-78,,
5:17.0,S. Ibaka makes 3-pt shot from 26 ft (assist by R. Westbrook),3,77-78,,
5:06.0,,,77-78,,Shooting foul by A. Roberson (drawn by K. Thompson)
5:06.0,,,77-79,1,K. Thompson makes free throw 1 of 3
5:06.0,,,77-80,1,K. Thompson makes free throw 2 of 3
5:06.0,,,77-81,1,K. Thompson makes free throw 3 of 3
4:52.0,A. Roberson misses 2-pt shot from 6 ft,,77-81,,
4:51.0,Offensive rebound by S. Adams,,77-81,,
4:51.0,S. Adams makes 2-pt shot from 1 ft,2,79-81,,
4:35.0,,,79-83,2,F. Ezeli makes 2-pt shot from 5 ft (assist by K. Thompson)
4:22.0,R. Jackson misses 2-pt shot from 5 ft,,79-83,,
4:22.0,,,79-83,,Defensive rebound by Team
4:22.0,Loose ball foul by S. Ibaka (drawn by A. Iguodala),,79-83,,
4:22.0,,,79-83,,M. Speights enters the game for F. Ezeli
4:10.0,,,79-85,2,M. Speights makes 2-pt shot at rim (assist by K. Thompson)
4:10.0,Oklahoma City full timeout,,79-85,,
4:09.0,K. Perkins enters the game for S. Adams,,79-85,,
3:53.0,Offensive charge foul by S. Ibaka,,79-85,,
3:53.0,Turnover by S. Ibaka (offensive foul),,79-85,,
3:39.0,,,79-87,2,M. Speights makes 2-pt shot from 17 ft (assist by S. Curry)
3:23.0,S. Ibaka makes 2-pt shot from 18 ft (assist by A. Roberson),2,81-87,,
3:15.0,Personal foul by K. Perkins (drawn by D. Green),,81-87,,
3:15.0,,,81-87,,D. Green misses free throw 1 of 2
3:15.0,,,81-87,,Offensive rebound by Team
3:15.0,J. Lamb enters the game for S. Ibaka,,81-87,,
3:15.0,,,81-87,,S. Livingston enters the game for S. Curry
3:15.0,,,81-87,,D. Green misses free throw 2 of 2
3:14.0,Defensive rebound by R. Westbrook,,81-87,,
3:05.0,K. Perkins misses 2-pt shot from 13 ft,,81-87,,
3:03.0,Offensive rebound by A. Roberson,,81-87,,
3:03.0,A. Roberson misses 2-pt shot from 1 ft,,81-87,,
3:01.0,Offensive rebound by R. Westbrook,,81-87,,
3:01.0,R. Westbrook makes 2-pt shot from 1 ft,2,83-87,,
2:54.0,Personal foul by R. Westbrook (drawn by S. Livingston),,83-87,,
2:54.0,,,83-87,,H. Barnes enters the game for D. Green
2:46.0,,,83-87,,M. Speights misses 2-pt shot from 18 ft
2:44.0,Defensive rebound by A. Roberson,,83-87,,
2:25.0,R. Westbrook misses 3-pt shot from 28 ft,,83-87,,
2:24.0,,,83-87,,Defensive rebound by A. Iguodala
2:12.0,,,83-87,,Turnover by A. Iguodala (traveling)
1:50.0,A. Roberson makes 2-pt shot from 1 ft (assist by R. Jackson),2,85-87,,
1:35.0,,,85-89,2,S. Livingston makes 2-pt shot from 12 ft
1:20.0,R. Jackson misses 2-pt shot from 10 ft,,85-89,,
1:19.0,,,85-89,,Defensive rebound by M. Speights
1:02.0,,,85-91,2,K. Thompson makes 2-pt shot from 9 ft
0:47.0,R. Jackson makes 2-pt shot from 9 ft,2,87-91,,
0:27.0,,,87-94,3,A. Iguodala makes 3-pt shot from 23 ft (assist by K. Thompson)
0:05.0,R. Westbrook makes 2-pt shot from 2 ft,2,89-94,,
0:03.0,,,89-94,,S. Livingston misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by R. Jackson,,89-94,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,89-94,,Turnover by M. Speights (bad pass)
11:37.0,Shooting foul by M. Speights (drawn by J. Lamb),,89-94,,
11:37.0,J. Lamb makes free throw 1 of 2,1,90-94,,
11:37.0,,,90-94,,D. Green enters the game for M. Speights
11:37.0,,,90-94,,S. Curry enters the game for K. Thompson
11:37.0,J. Lamb makes free throw 2 of 2,1,91-94,,
11:20.0,,,91-94,,D. Green misses 2-pt shot from 16 ft
11:19.0,Defensive rebound by J. Lamb,,91-94,,
11:11.0,J. Lamb makes 2-pt shot from 3 ft,2,93-94,,
10:54.0,,,93-96,2,S. Livingston makes 2-pt shot from 12 ft (assist by S. Curry)
10:41.0,R. Jackson misses 2-pt shot from 16 ft,,93-96,,
10:39.0,,,93-96,,Defensive rebound by S. Curry
10:32.0,Violation by K. Perkins (kicked ball),,93-96,,
10:23.0,,,93-96,,S. Livingston misses 2-pt shot from 12 ft
10:22.0,Defensive rebound by A. Morrow,,93-96,,
10:10.0,A. Morrow misses 2-pt shot from 10 ft,,93-96,,
10:09.0,,,93-96,,Defensive rebound by A. Iguodala
10:03.0,,,93-96,,Shooting foul by R. Jackson (drawn by A. Iguodala)
10:03.0,,,93-96,,A. Iguodala misses free throw 1 of 2
10:03.0,,,93-96,,Offensive rebound by Team
10:03.0,,,93-97,1,A. Iguodala makes free throw 2 of 2
9:50.0,J. Lamb misses 2-pt shot from 1 ft (block by A. Iguodala),,93-97,,
9:48.0,,,93-97,,Defensive rebound by D. Green
9:42.0,,,93-97,,H. Barnes misses 2-pt shot from 2 ft
9:40.0,Defensive rebound by R. Jackson,,93-97,,
9:37.0,,,93-97,,Personal foul by D. Green (drawn by R. Jackson)
9:37.0,A. Roberson misses free throw 1 of 2,,93-97,,
9:37.0,Offensive rebound by Team,,93-97,,
9:37.0,A. Roberson makes free throw 2 of 2,1,94-97,,
9:26.0,,,94-97,,H. Barnes misses 3-pt shot from 25 ft
9:25.0,,,94-97,,Offensive rebound by S. Curry
9:14.0,,,94-97,,S. Curry misses 2-pt shot from 18 ft
9:12.0,,,94-97,,Offensive rebound by D. Green
8:56.0,,,94-97,,A. Iguodala misses 2-pt shot from 17 ft
8:55.0,Defensive rebound by J. Lamb,,94-97,,
8:49.0,A. Morrow misses 2-pt shot from 1 ft,,94-97,,
8:47.0,,,94-97,,Defensive rebound by S. Livingston
8:41.0,,,94-99,2,S. Livingston makes 2-pt shot from 2 ft
8:41.0,Oklahoma City full timeout,,94-99,,
8:41.0,R. Westbrook enters the game for J. Lamb,,94-99,,
8:41.0,S. Ibaka enters the game for K. Perkins,,94-99,,
8:20.0,Turnover by S. Ibaka (3 sec),,94-99,,
8:08.0,,,94-102,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
7:48.0,R. Westbrook makes 3-pt shot from 26 ft (assist by A. Roberson),3,97-102,,
7:33.0,Personal foul by A. Morrow (drawn by S. Curry),,97-102,,
7:33.0,J. Lamb enters the game for A. Roberson,,97-102,,
7:29.0,,,97-102,,Turnover by D. Green (bad pass; steal by R. Westbrook)
7:23.0,R. Westbrook misses 2-pt shot from 2 ft,,97-102,,
7:21.0,Offensive rebound by A. Morrow,,97-102,,
7:12.0,,,97-102,,J. Holiday enters the game for A. Iguodala
7:01.0,R. Westbrook makes 2-pt shot from 18 ft,2,99-102,,
6:42.0,,,99-104,2,S. Curry makes 2-pt shot from 1 ft (assist by H. Barnes)
6:27.0,R. Westbrook misses 3-pt shot from 27 ft,,99-104,,
6:27.0,,,99-104,,Defensive rebound by Team
6:06.0,,,99-104,,J. Holiday misses 3-pt shot from 23 ft
6:04.0,Defensive rebound by S. Ibaka,,99-104,,
5:45.0,,,99-104,,Personal foul by D. Green (drawn by R. Westbrook)
5:45.0,Official timeout,,99-104,,
5:45.0,,,99-104,,A. Iguodala enters the game for S. Livingston
5:45.0,,,99-104,,K. Thompson enters the game for J. Holiday
5:45.0,R. Westbrook makes free throw 1 of 2,1,100-104,,
5:45.0,R. Westbrook makes free throw 2 of 2,1,101-104,,
5:30.0,,,101-104,,S. Curry misses 3-pt shot from 26 ft
5:29.0,Defensive rebound by R. Westbrook,,101-104,,
5:16.0,R. Westbrook makes 2-pt shot from 18 ft,2,103-104,,
5:03.0,,,103-104,,Turnover by S. Curry (lost ball; steal by A. Morrow)
4:54.0,R. Westbrook misses 2-pt shot from 18 ft,,103-104,,
4:53.0,,,103-104,,Defensive rebound by H. Barnes
4:39.0,,,103-104,,S. Curry misses 3-pt shot from 22 ft
4:38.0,Defensive rebound by J. Lamb,,103-104,,
4:21.0,R. Westbrook misses 2-pt shot from 4 ft,,103-104,,
4:20.0,,,103-104,,Defensive rebound by H. Barnes
4:14.0,,,103-104,,Golden State full timeout
4:04.0,,,103-104,,A. Iguodala misses 3-pt shot from 23 ft
4:01.0,,,103-104,,Offensive rebound by H. Barnes
4:00.0,,,103-104,,Turnover by S. Curry (lost ball; steal by R. Westbrook)
3:38.0,R. Jackson misses 2-pt shot from 10 ft,,103-104,,
3:37.0,,,103-104,,Defensive rebound by Team
3:15.0,,,103-104,,K. Thompson misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by Team,,103-104,,
2:59.0,R. Westbrook makes 2-pt shot from 17 ft,2,105-104,,
2:41.0,,,105-106,2,S. Curry makes 2-pt shot from 15 ft (assist by A. Iguodala)
2:23.0,Jump ball: D. Green vs. S. Ibaka (R. Westbrook gains possession),,,,Jump ball: D. Green vs. S. Ibaka (R. Westbrook gains possession)
