time,Brooklyn,pts.away,score,pts.home,New York
0:30.0,,,28-20,,Shooting foul by J. Jack (drawn by R. Ledo)
0:30.0,,,28-21,1,R. Ledo makes free throw 1 of 1
0:13.0,,,28-21,,Personal foul by J. Smith (drawn by J. Jack)
0:13.0,J. Jack makes free throw 1 of 2,1,29-21,,
0:13.0,J. Jack makes free throw 2 of 2,1,30-21,,
0:00.0,,,30-21,,S. Larkin misses 2-pt shot from 2 ft
0:00.0,,,30-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,J. Jack makes 3-pt shot from 23 ft (assist by J. Johnson),3,33-21,,
11:33.0,,,33-21,,R. Ledo misses 2-pt shot from 19 ft
11:31.0,,,33-21,,Offensive rebound by S. Larkin
11:24.0,,,33-23,2,Q. Acy makes 2-pt shot at rim (assist by R. Ledo)
11:09.0,Turnover by A. Anderson (bad pass),,33-23,,
10:46.0,,,33-23,,J. Smith misses 2-pt shot from 17 ft
10:44.0,,,33-23,,Offensive rebound by Team
10:44.0,,,33-23,,Turnover by Team (shot clock)
10:31.0,Shooting foul by Q. Acy (drawn by M. Plumlee),,33-23,,
10:31.0,M. Plumlee makes free throw 1 of 2,1,34-23,,
10:31.0,M. Plumlee misses free throw 2 of 2,,34-23,,
10:30.0,,,34-23,,Defensive rebound by Team
10:26.0,,,34-23,,Turnover by C. Early (bad pass)
10:13.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by J. Jack),3,37-23,,
10:07.0,,,37-23,,New York full timeout
9:54.0,,,37-26,3,R. Ledo makes 3-pt shot from 25 ft (assist by S. Larkin)
9:43.0,J. Jack misses 2-pt shot from 10 ft,,37-26,,
9:42.0,,,37-26,,Defensive rebound by R. Ledo
9:25.0,,,37-28,2,J. Smith makes 2-pt shot from 12 ft
9:13.0,B. Bogdanovic misses 2-pt shot from 16 ft,,37-28,,
9:12.0,,,37-28,,Defensive rebound by R. Ledo
9:07.0,,,37-30,2,Q. Acy makes 2-pt shot at rim (assist by R. Ledo)
9:06.0,Brooklyn full timeout,,37-30,,
9:06.0,B. Lopez enters the game for M. Plumlee,,37-30,,
8:44.0,J. Johnson misses 2-pt shot from 17 ft,,37-30,,
8:43.0,,,37-30,,Defensive rebound by C. Early
8:33.0,,,37-33,3,Q. Acy makes 3-pt shot from 23 ft (assist by R. Ledo)
8:19.0,A. Anderson misses 2-pt shot from 19 ft,,37-33,,
8:18.0,,,37-33,,Defensive rebound by C. Early
7:59.0,,,37-33,,Turnover by R. Ledo (bad pass; steal by J. Johnson)
7:50.0,B. Lopez makes 2-pt shot from 9 ft (assist by J. Jack),2,39-33,,
7:39.0,,,39-33,,Turnover by S. Larkin (lost ball; steal by J. Johnson)
7:34.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by J. Johnson),2,41-33,,
7:20.0,Personal foul by J. Johnson (drawn by S. Larkin),,41-33,,
7:20.0,,,41-33,,L. Thomas enters the game for C. Early
7:20.0,,,41-33,,A. Bargnani enters the game for J. Smith
7:10.0,,,41-33,,R. Ledo misses 2-pt shot from 1 ft
7:09.0,,,41-33,,Offensive rebound by A. Bargnani
7:09.0,,,41-35,2,A. Bargnani makes 2-pt shot from 1 ft
6:54.0,J. Jack makes 2-pt shot from 1 ft,2,43-35,,
6:40.0,,,43-35,,Shooting foul by A. Anderson (drawn by R. Ledo)
6:40.0,,,43-36,1,R. Ledo makes free throw 1 of 2
6:40.0,,,43-36,,L. Galloway enters the game for S. Larkin
6:40.0,,,43-37,1,R. Ledo makes free throw 2 of 2
6:28.0,Turnover by A. Anderson (bad pass),,43-37,,
6:16.0,,,43-39,2,A. Bargnani makes 2-pt shot from 10 ft
6:02.0,J. Johnson misses 3-pt shot from 25 ft,,43-39,,
6:01.0,,,43-39,,Defensive rebound by L. Galloway
5:47.0,,,43-41,2,L. Thomas makes 2-pt shot from 11 ft (assist by L. Galloway)
5:42.0,Brooklyn full timeout,,43-41,,
5:42.0,Official timeout,,43-41,,
5:42.0,M. Brown enters the game for A. Anderson,,43-41,,
5:42.0,D. Williams enters the game for J. Jack,,43-41,,
5:42.0,,,43-41,,C. Early enters the game for Q. Acy
5:30.0,,,43-41,,Personal foul by R. Ledo (drawn by B. Lopez)
5:18.0,B. Bogdanovic misses 2-pt shot from 3 ft,,43-41,,
5:17.0,,,43-41,,Defensive rebound by A. Bargnani
4:56.0,,,43-41,,L. Galloway misses 2-pt shot from 4 ft
4:55.0,Defensive rebound by D. Williams,,43-41,,
4:45.0,D. Williams makes 2-pt shot from 1 ft,2,45-41,,
4:27.0,,,45-41,,L. Thomas misses 2-pt shot from 4 ft
4:26.0,Defensive rebound by B. Bogdanovic,,45-41,,
4:17.0,D. Williams makes 3-pt shot from 25 ft,3,48-41,,
3:56.0,,,48-43,2,A. Bargnani makes 2-pt shot from 18 ft
3:46.0,B. Lopez misses 2-pt shot from 2 ft (block by C. Early),,48-43,,
3:45.0,,,48-43,,Defensive rebound by C. Early
3:42.0,Personal block foul by D. Williams (drawn by L. Galloway),,48-43,,
3:42.0,T. Young enters the game for B. Bogdanovic,,48-43,,
3:42.0,,,48-43,,S. Larkin enters the game for R. Ledo
3:33.0,,,48-43,,A. Bargnani misses 2-pt shot from 4 ft
3:32.0,,,48-43,,Offensive rebound by A. Bargnani
3:31.0,,,48-45,2,A. Bargnani makes 2-pt shot at rim
3:12.0,D. Williams misses 2-pt shot from 2 ft,,48-45,,
3:11.0,Offensive rebound by D. Williams,,48-45,,
3:11.0,D. Williams makes 2-pt shot from 2 ft,2,50-45,,
2:52.0,,,50-45,,A. Bargnani misses 2-pt shot from 21 ft
2:51.0,Defensive rebound by D. Williams,,50-45,,
2:42.0,D. Williams makes 2-pt shot from 2 ft,2,52-45,,
2:35.0,,,52-45,,New York full timeout
2:35.0,M. Plumlee enters the game for B. Lopez,,52-45,,
2:35.0,,,52-45,,L. Amundson enters the game for C. Early
2:23.0,Personal foul by M. Plumlee (drawn by A. Bargnani),,52-45,,
2:18.0,,,52-45,,Offensive foul by L. Amundson
2:18.0,,,52-45,,Turnover by L. Amundson (offensive foul)
2:06.0,Turnover by M. Plumlee (traveling),,52-45,,
1:53.0,Personal foul by T. Young (drawn by L. Amundson),,52-45,,
1:53.0,,,52-45,,L. Amundson misses free throw 1 of 2
1:53.0,,,52-45,,Offensive rebound by Team
1:53.0,,,52-46,1,L. Amundson makes free throw 2 of 2
1:36.0,D. Williams makes 3-pt shot from 25 ft (assist by J. Johnson),3,55-46,,
1:17.0,,,55-46,,A. Bargnani misses 2-pt shot from 16 ft
1:16.0,,,55-46,,Offensive rebound by S. Larkin
1:13.0,,,55-48,2,L. Amundson makes 2-pt shot from 2 ft (assist by S. Larkin)
0:59.0,Turnover by T. Young (bad pass; steal by L. Galloway),,55-48,,
0:54.0,Violation by T. Young (def goaltending),,55-48,,
0:54.0,,,55-50,2,L. Galloway makes 2-pt shot from 1 ft
0:54.0,,,55-50,,Shooting foul by M. Brown (drawn by L. Galloway)
0:54.0,,,55-51,1,L. Galloway makes free throw 1 of 1
0:35.0,J. Johnson makes 3-pt shot from 26 ft (assist by D. Williams),3,58-51,,
0:18.0,,,58-53,2,A. Bargnani makes 2-pt shot from 1 ft
0:02.0,D. Williams misses 2-pt shot from 2 ft,,58-53,,
0:01.0,,,58-53,,Defensive rebound by L. Amundson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,M. Brown makes 2-pt shot at rim (assist by B. Lopez),2,60-53,,
11:19.0,,,60-56,3,L. Galloway makes 3-pt shot from 24 ft (assist by S. Larkin)
11:00.0,T. Young makes 2-pt shot from 14 ft,2,62-56,,
10:38.0,,,62-56,,L. Thomas misses 2-pt shot from 4 ft (block by B. Lopez)
10:37.0,,,62-56,,Offensive rebound by L. Amundson
10:36.0,,,62-56,,Shooting foul by T. Young (drawn by L. Amundson)
10:36.0,,,62-57,1,L. Amundson makes free throw 1 of 2
10:36.0,,,62-57,,L. Amundson misses free throw 2 of 2
10:35.0,Defensive rebound by B. Lopez,,62-57,,
10:26.0,T. Young misses 3-pt shot from 24 ft,,62-57,,
10:25.0,,,62-57,,Defensive rebound by L. Galloway
10:11.0,,,62-57,,L. Thomas misses 2-pt shot from 20 ft
10:10.0,Defensive rebound by J. Johnson,,62-57,,
10:00.0,D. Williams makes 3-pt shot from 25 ft (assist by J. Johnson),3,65-57,,
9:47.0,,,65-57,,Turnover by L. Galloway (traveling)
9:34.0,Shooting foul by A. Bargnani (drawn by T. Young),,65-57,,
9:34.0,T. Young makes free throw 1 of 2,1,66-57,,
9:34.0,T. Young misses free throw 2 of 2,,66-57,,
9:33.0,,,66-57,,Defensive rebound by L. Amundson
9:10.0,,,66-60,3,A. Bargnani makes 3-pt shot from 24 ft (assist by L. Galloway)
8:53.0,D. Williams misses 2-pt shot from 21 ft,,66-60,,
8:52.0,,,66-60,,Defensive rebound by L. Amundson
8:44.0,,,66-60,,L. Galloway misses 2-pt shot from 18 ft
8:43.0,Defensive rebound by M. Brown,,66-60,,
8:22.0,J. Johnson misses 2-pt shot from 20 ft,,66-60,,
8:20.0,,,66-60,,Defensive rebound by L. Thomas
8:05.0,Personal foul by T. Young (drawn by A. Bargnani),,66-60,,
7:55.0,,,66-60,,L. Amundson misses 2-pt shot from 3 ft
7:54.0,Defensive rebound by T. Young,,66-60,,
7:50.0,M. Brown makes 2-pt shot at rim (assist by J. Johnson),2,68-60,,
7:49.0,,,68-60,,New York full timeout
7:37.0,,,68-60,,L. Amundson misses 2-pt shot from 1 ft (block by B. Lopez)
7:36.0,Defensive rebound by J. Johnson,,68-60,,
7:14.0,D. Williams makes 2-pt shot from 18 ft,2,70-60,,
7:02.0,,,70-60,,L. Galloway misses 2-pt shot at rim
7:01.0,,,70-60,,Offensive rebound by L. Amundson
7:01.0,,,70-60,,L. Amundson misses 2-pt shot from 2 ft
7:00.0,Defensive rebound by B. Lopez,,70-60,,
6:54.0,M. Brown makes 2-pt shot at rim (assist by T. Young),2,72-60,,
6:31.0,,,72-60,,S. Larkin misses 2-pt shot from 20 ft
6:30.0,Defensive rebound by J. Johnson,,72-60,,
6:17.0,M. Brown makes 2-pt shot from 1 ft (assist by D. Williams),2,74-60,,
6:00.0,,,74-62,2,A. Bargnani makes 2-pt shot from 10 ft (assist by L. Galloway)
5:39.0,T. Young makes 2-pt shot from 4 ft,2,76-62,,
5:17.0,,,76-62,,A. Bargnani misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by J. Johnson,,76-62,,
5:09.0,Turnover by J. Johnson (bad pass; steal by L. Galloway),,76-62,,
5:00.0,,,76-62,,L. Galloway misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by D. Williams,,76-62,,
4:46.0,B. Lopez makes 2-pt shot from 18 ft (assist by M. Brown),2,78-62,,
4:45.0,,,78-62,,New York full timeout
4:45.0,B. Bogdanovic enters the game for J. Johnson,,78-62,,
4:45.0,,,78-62,,Q. Acy enters the game for L. Amundson
4:45.0,,,78-62,,R. Ledo enters the game for L. Galloway
4:34.0,,,78-64,2,L. Thomas makes 2-pt shot from 1 ft
4:34.0,,,78-64,,Shooting foul by M. Brown (drawn by L. Thomas)
4:34.0,,,78-65,1,L. Thomas makes free throw 1 of 1
4:24.0,Turnover by T. Young (lost ball),,78-65,,
4:05.0,,,78-65,,S. Larkin misses 2-pt shot from 20 ft
4:04.0,Defensive rebound by T. Young,,78-65,,
3:44.0,D. Williams makes 3-pt shot from 22 ft,3,81-65,,
3:21.0,,,81-65,,R. Ledo misses 2-pt shot at rim
3:20.0,Defensive rebound by B. Lopez,,81-65,,
3:01.0,D. Williams misses 3-pt shot from 25 ft,,81-65,,
3:00.0,,,81-65,,Defensive rebound by Q. Acy
2:50.0,,,81-65,,Q. Acy misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by T. Young,,81-65,,
2:48.0,Brooklyn full timeout,,81-65,,
2:48.0,,,81-65,,C. Early enters the game for L. Thomas
2:48.0,,,81-65,,J. Smith enters the game for A. Bargnani
2:38.0,M. Brown misses 2-pt shot from 17 ft,,81-65,,
2:37.0,,,81-65,,Defensive rebound by Team
2:24.0,,,81-65,,Q. Acy misses 2-pt shot from 14 ft
2:23.0,Defensive rebound by M. Brown,,81-65,,
2:07.0,B. Lopez misses 2-pt shot from 10 ft,,81-65,,
2:06.0,,,81-65,,Defensive rebound by S. Larkin
1:54.0,,,81-68,3,J. Smith makes 3-pt shot from 23 ft (assist by S. Larkin)
1:32.0,B. Lopez makes 2-pt shot from 1 ft (assist by T. Young),2,83-68,,
1:18.0,,,83-71,3,Q. Acy makes 3-pt shot from 22 ft (assist by S. Larkin)
1:04.0,,,83-71,,Personal foul by S. Larkin (drawn by D. Williams)
1:04.0,A. Anderson enters the game for M. Brown,,83-71,,
1:04.0,,,83-71,,L. Galloway enters the game for S. Larkin
1:02.0,B. Bogdanovic misses 2-pt shot from 3 ft (block by C. Early),,83-71,,
1:01.0,,,83-71,,Defensive rebound by R. Ledo
0:38.0,,,83-71,,L. Galloway misses 3-pt shot from 24 ft
0:36.0,,,83-71,,Offensive rebound by Team
0:36.0,,,83-71,,Turnover by Team (shot clock)
0:36.0,J. Jack enters the game for D. Williams,,83-71,,
0:24.0,T. Young makes 2-pt shot from 1 ft (assist by J. Jack),2,85-71,,
0:02.0,,,85-71,,R. Ledo misses 2-pt shot from 3 ft (block by B. Lopez)
0:01.0,,,85-71,,Offensive rebound by R. Ledo
0:00.0,,,85-71,,R. Ledo misses 2-pt shot from 3 ft (block by B. Bogdanovic)
0:00.0,,,85-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,85-71,,R. Ledo misses 2-pt shot from 1 ft
11:43.0,,,85-71,,Offensive rebound by R. Ledo
11:42.0,,,85-73,2,R. Ledo makes 2-pt shot from 1 ft
11:24.0,B. Bogdanovic misses 3-pt shot from 26 ft,,85-73,,
11:23.0,,,85-73,,Defensive rebound by J. Smith
11:11.0,,,85-73,,C. Early misses 2-pt shot from 3 ft
11:10.0,Defensive rebound by A. Anderson,,85-73,,
10:51.0,J. Jack misses 2-pt shot from 3 ft,,85-73,,
10:50.0,,,85-73,,Defensive rebound by C. Early
10:32.0,M. Plumlee enters the game for B. Lopez,,85-73,,
10:27.0,,,85-75,2,L. Galloway makes 2-pt shot from 1 ft
10:12.0,M. Plumlee makes 2-pt shot at rim (assist by J. Jack),2,87-75,,
10:00.0,,,87-77,2,C. Early makes 2-pt shot at rim
9:40.0,Turnover by J. Johnson (bad pass; steal by L. Galloway),,87-77,,
9:32.0,,,87-77,,Shooting foul by J. Johnson (drawn by Q. Acy)
9:32.0,,,87-78,1,Q. Acy makes free throw 1 of 2
9:32.0,,,87-79,1,Q. Acy makes free throw 2 of 2
9:23.0,,,87-79,,Personal foul by C. Early (drawn by B. Bogdanovic)
9:16.0,J. Jack misses 2-pt shot from 5 ft,,87-79,,
9:15.0,,,87-79,,Defensive rebound by L. Galloway
9:06.0,,,87-79,,L. Galloway misses 3-pt shot from 24 ft
9:05.0,,,87-79,,Offensive rebound by L. Galloway
8:54.0,,,87-81,2,C. Early makes 2-pt shot from 15 ft (assist by J. Smith)
8:30.0,J. Johnson makes 3-pt shot from 26 ft (assist by A. Anderson),3,90-81,,
8:16.0,Personal foul by J. Johnson (drawn by C. Early),,90-81,,
8:16.0,Official timeout,,90-81,,
8:16.0,M. Brown enters the game for B. Bogdanovic,,90-81,,
8:03.0,,,90-83,2,C. Early makes 2-pt shot from 15 ft
7:42.0,M. Brown makes 2-pt shot from 1 ft (assist by J. Jack),2,92-83,,
7:24.0,,,92-85,2,J. Smith makes 2-pt shot from 9 ft
7:08.0,,,92-85,,Personal foul by Q. Acy (drawn by M. Plumlee)
6:59.0,J. Jack misses 2-pt shot from 14 ft,,92-85,,
6:58.0,,,92-85,,Defensive rebound by C. Early
6:44.0,,,92-88,3,C. Early makes 3-pt shot from 24 ft (assist by J. Smith)
6:40.0,Brooklyn full timeout,,92-88,,
6:40.0,B. Lopez enters the game for M. Plumlee,,92-88,,
6:22.0,B. Lopez misses 2-pt shot from 17 ft,,92-88,,
6:21.0,,,92-88,,Defensive rebound by R. Ledo
6:16.0,,,92-88,,Turnover by R. Ledo (lost ball; steal by M. Brown)
6:15.0,,,92-88,,Personal foul by R. Ledo (drawn by M. Brown)
6:15.0,D. Williams enters the game for A. Anderson,,92-88,,
6:15.0,T. Young enters the game for J. Jack,,92-88,,
6:15.0,,,92-88,,S. Larkin enters the game for R. Ledo
6:08.0,,,92-88,,Personal foul by C. Early (drawn by J. Johnson)
5:58.0,,,92-88,,L. Thomas enters the game for Q. Acy
5:53.0,T. Young makes 2-pt shot from 1 ft,2,94-88,,
5:32.0,,,94-91,3,L. Galloway makes 3-pt shot from 25 ft
5:15.0,D. Williams misses 2-pt shot from 4 ft,,94-91,,
5:14.0,,,94-91,,Defensive rebound by S. Larkin
5:05.0,,,94-93,2,C. Early makes 2-pt shot from 1 ft (assist by S. Larkin)
4:53.0,B. Lopez makes 2-pt shot from 12 ft (assist by D. Williams),2,96-93,,
4:28.0,,,96-93,,S. Larkin misses 2-pt shot from 2 ft (block by B. Lopez)
4:27.0,,,96-93,,Offensive rebound by C. Early
4:26.0,,,96-93,,Turnover by Team (shot clock)
4:16.0,B. Lopez misses 2-pt shot from 12 ft,,96-93,,
4:15.0,,,96-93,,Defensive rebound by L. Galloway
3:53.0,,,96-93,,Turnover by C. Early (lost ball; steal by J. Johnson)
3:41.0,J. Johnson misses 2-pt shot from 13 ft,,96-93,,
3:39.0,,,96-93,,Defensive rebound by J. Smith
3:38.0,,,96-93,,New York full timeout
3:22.0,,,96-93,,Shooting foul by B. Lopez (drawn by J. Smith)
3:22.0,,,96-94,1,J. Smith makes free throw 1 of 2
3:22.0,,,96-95,1,J. Smith makes free throw 2 of 2
3:03.0,Turnover by T. Young (bad pass; steal by S. Larkin),,96-95,,
2:47.0,,,96-95,,L. Galloway misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by M. Brown,,96-95,,
2:33.0,Turnover by D. Williams (bad pass; steal by C. Early),,96-95,,
2:19.0,Personal foul by B. Lopez (drawn by J. Smith),,96-95,,
2:19.0,J. Jack enters the game for M. Brown,,96-95,,
2:10.0,,,96-95,,C. Early misses 3-pt shot from 24 ft
2:09.0,Defensive rebound by B. Lopez,,96-95,,
1:51.0,D. Williams misses 3-pt shot from 25 ft,,96-95,,
1:50.0,,,96-95,,Defensive rebound by S. Larkin
1:36.0,,,96-95,,L. Thomas misses 2-pt shot from 9 ft (block by B. Lopez)
1:35.0,Defensive rebound by J. Jack,,96-95,,
1:34.0,Brooklyn full timeout,,96-95,,
1:24.0,B. Lopez makes 2-pt shot at rim (assist by D. Williams),2,98-95,,
1:18.0,,,98-95,,New York full timeout
1:18.0,M. Brown enters the game for J. Jack,,98-95,,
1:07.0,,,98-98,3,C. Early makes 3-pt shot from 25 ft (assist by S. Larkin)
0:47.0,J. Johnson misses 3-pt shot from 24 ft,,98-98,,
0:45.0,Offensive rebound by T. Young,,98-98,,
0:44.0,T. Young misses 2-pt shot from 7 ft,,98-98,,
0:43.0,,,98-98,,Defensive rebound by Team
0:22.0,,,98-98,,C. Early misses 2-pt shot from 3 ft (block by T. Young)
0:20.0,Defensive rebound by D. Williams,,98-98,,
0:14.0,Brooklyn full timeout,,98-98,,
0:14.0,J. Jack enters the game for M. Brown,,98-98,,
0:04.0,D. Williams misses 2-pt shot from 4 ft,,98-98,,
0:03.0,Offensive rebound by B. Lopez,,98-98,,
0:03.0,B. Lopez misses 2-pt shot from 2 ft,,98-98,,
0:02.0,Offensive rebound by B. Lopez,,98-98,,
0:02.0,B. Lopez makes 2-pt shot from 2 ft,2,100-98,,
0:02.0,,,100-98,,New York full timeout
0:02.0,M. Brown enters the game for B. Lopez,,100-98,,
0:02.0,A. Anderson enters the game for J. Jack,,100-98,,
0:02.0,,,100-98,,A. Bargnani enters the game for L. Thomas
0:02.0,,,100-98,,C. Early misses 3-pt shot from 25 ft
0:00.0,,,100-98,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
