time,Boston,pts.away,score,pts.home,Toronto
4:37.0,J. Crowder misses 3-pt shot from 25 ft,,13-14,,
4:36.0,,,13-14,,Defensive rebound by G. Vasquez
4:14.0,,,13-14,,G. Vasquez misses 3-pt shot from 26 ft
4:13.0,Defensive rebound by Team,,13-14,,
4:12.0,,,13-14,,L. Williams enters the game for G. Vasquez
3:57.0,B. Bass misses 2-pt shot from 2 ft (block by J. Valanciunas),,13-14,,
3:55.0,,,13-14,,Defensive rebound by T. Hansbrough
3:42.0,,,13-14,,J. Valanciunas misses 2-pt shot from 17 ft
3:41.0,Defensive rebound by J. Crowder,,13-14,,
3:26.0,B. Bass misses 2-pt shot from 16 ft,,13-14,,
3:25.0,,,13-14,,Defensive rebound by T. Hansbrough
3:04.0,,,13-14,,Shooting foul by B. Bass (drawn by T. Hansbrough)
3:04.0,,,13-15,1,T. Hansbrough makes free throw 1 of 2
3:04.0,,,13-15,,P. Patterson enters the game for J. Valanciunas
3:04.0,,,13-16,1,T. Hansbrough makes free throw 2 of 2
2:56.0,Turnover by I. Thomas (bad pass),,13-16,,
2:56.0,,,13-16,,Toronto full timeout
2:56.0,J. Jerebko enters the game for B. Bass,,13-16,,
2:35.0,,,13-16,,Shooting foul by K. Olynyk (drawn by T. Hansbrough)
2:35.0,,,13-17,1,T. Hansbrough makes free throw 1 of 2
2:35.0,,,13-18,1,T. Hansbrough makes free throw 2 of 2
2:21.0,I. Thomas misses 3-pt shot from 24 ft,,13-18,,
2:20.0,,,13-18,,Defensive rebound by P. Patterson
2:10.0,,,13-18,,Shooting foul by J. Jerebko (drawn by D. DeRozan)
2:10.0,,,13-19,1,D. DeRozan makes free throw 1 of 2
2:10.0,,,13-20,1,D. DeRozan makes free throw 2 of 2
1:55.0,J. Crowder misses 3-pt shot from 23 ft,,13-20,,
1:53.0,,,13-20,,Defensive rebound by Team
1:33.0,,,13-22,2,D. DeRozan makes 2-pt shot from 10 ft
1:24.0,,,13-22,,Personal block foul by T. Hansbrough (drawn by K. Olynyk)
1:15.0,I. Thomas makes 2-pt shot from 1 ft,2,15-22,,
1:05.0,,,15-22,,Turnover by L. Williams (bad pass; steal by K. Olynyk)
0:50.0,Turnover by K. Olynyk (bad pass),,15-22,,
0:40.0,,,15-22,,L. Williams misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by A. Bradley,,15-22,,
0:19.0,Turnover by I. Thomas (lost ball; steal by T. Hansbrough),,15-22,,
0:13.0,,,15-24,2,T. Hansbrough makes 2-pt shot at rim (assist by T. Ross)
0:01.0,A. Bradley misses 2-pt shot from 22 ft,,15-24,,
0:00.0,Offensive rebound by Team,,15-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,J. Jerebko misses 2-pt shot from 19 ft,,15-24,,
11:47.0,,,15-24,,Defensive rebound by T. Hansbrough
11:29.0,,,15-26,2,L. Williams makes 2-pt shot from 14 ft
11:15.0,K. Olynyk makes 2-pt shot from 15 ft (assist by I. Thomas),2,17-26,,
10:55.0,,,17-29,3,G. Vasquez makes 3-pt shot from 24 ft (assist by L. Williams)
10:43.0,K. Olynyk misses 3-pt shot from 24 ft,,17-29,,
10:42.0,Offensive rebound by J. Jerebko,,17-29,,
10:38.0,Turnover by E. Turner (traveling),,17-29,,
10:38.0,,,17-29,,C. Hayes enters the game for T. Hansbrough
10:21.0,,,17-29,,L. Williams misses 2-pt shot from 4 ft
10:20.0,,,17-29,,Offensive rebound by C. Hayes
10:19.0,,,17-29,,C. Hayes misses 2-pt shot from 1 ft
10:18.0,,,17-29,,Offensive rebound by C. Hayes
10:14.0,J. Sullinger enters the game for J. Jerebko,,17-29,,
10:09.0,,,17-29,,L. Williams misses 2-pt shot from 4 ft
10:08.0,Defensive rebound by M. Smart,,17-29,,
10:01.0,E. Turner makes 2-pt shot from 20 ft (assist by M. Smart),2,19-29,,
9:40.0,,,19-29,,J. Johnson misses 2-pt shot from 4 ft
9:39.0,Defensive rebound by K. Olynyk,,19-29,,
9:32.0,K. Olynyk misses 2-pt shot from 7 ft,,19-29,,
9:30.0,Offensive rebound by K. Olynyk,,19-29,,
9:28.0,K. Olynyk makes 2-pt shot from 1 ft,2,21-29,,
9:14.0,Violation by J. Sullinger (kicked ball),,21-29,,
9:14.0,J. Crowder enters the game for I. Thomas,,21-29,,
9:05.0,,,21-29,,P. Patterson misses 3-pt shot from 24 ft
9:04.0,Defensive rebound by J. Sullinger,,21-29,,
8:59.0,,,21-29,,Personal foul by G. Vasquez (drawn by K. Olynyk)
8:59.0,Official timeout,,21-29,,
8:53.0,M. Smart makes 3-pt shot from 24 ft (assist by E. Turner),3,24-29,,
8:38.0,,,24-29,,Turnover by P. Patterson (bad pass; steal by E. Turner)
8:29.0,K. Olynyk makes 3-pt shot from 24 ft (assist by M. Smart),3,27-29,,
8:12.0,,,27-29,,G. Vasquez misses 3-pt shot from 24 ft
8:11.0,,,27-29,,Offensive rebound by P. Patterson
7:57.0,,,27-29,,P. Patterson misses 3-pt shot from 23 ft
7:56.0,Defensive rebound by J. Crowder,,27-29,,
7:46.0,Turnover by E. Turner (bad pass; steal by G. Vasquez),,27-29,,
7:33.0,,,27-29,,L. Williams misses 3-pt shot from 29 ft (block by M. Smart)
7:31.0,Defensive rebound by J. Crowder,,27-29,,
7:26.0,E. Turner makes 2-pt shot from 20 ft,2,29-29,,
7:25.0,,,29-29,,Toronto full timeout
7:25.0,,,29-29,,D. DeRozan enters the game for L. Williams
7:25.0,,,29-29,,J. Valanciunas enters the game for P. Patterson
7:12.0,,,29-31,2,J. Johnson makes 2-pt shot from 6 ft
6:53.0,Turnover by J. Sullinger (bad pass),,29-31,,
6:40.0,,,29-31,,Shooting foul by J. Crowder (drawn by J. Johnson)
6:40.0,,,29-31,,J. Johnson misses free throw 1 of 2
6:40.0,,,29-31,,Offensive rebound by Team
6:40.0,,,29-31,,J. Johnson misses free throw 2 of 2
6:39.0,Defensive rebound by J. Sullinger,,29-31,,
6:27.0,,,29-31,,Shooting block foul by J. Johnson (drawn by J. Crowder)
6:27.0,J. Crowder makes free throw 1 of 2,1,30-31,,
6:27.0,B. Bass enters the game for K. Olynyk,,30-31,,
6:27.0,J. Crowder misses free throw 2 of 2,,30-31,,
6:26.0,Offensive rebound by J. Sullinger,,30-31,,
6:19.0,E. Turner makes 2-pt shot from 21 ft (assist by M. Smart),2,32-31,,
5:53.0,,,32-31,,Turnover by J. Valanciunas (lost ball; steal by J. Sullinger)
5:48.0,Shooting foul by J. Johnson (drawn by B. Bass),,32-31,,
5:48.0,B. Bass makes free throw 1 of 2,1,33-31,,
5:48.0,,,33-31,,T. Hansbrough enters the game for C. Hayes
5:48.0,B. Bass makes free throw 2 of 2,1,34-31,,
5:26.0,,,34-33,2,T. Hansbrough makes 2-pt shot from 17 ft (assist by G. Vasquez)
5:12.0,Offensive charge foul by J. Sullinger,,34-33,,
5:12.0,Turnover by J. Sullinger (offensive foul),,34-33,,
4:55.0,,,34-33,,Turnover by D. DeRozan (lost ball; steal by E. Turner)
4:48.0,B. Bass makes 2-pt shot from 1 ft (assist by E. Turner),2,36-33,,
4:31.0,,,36-33,,D. DeRozan misses 2-pt shot from 18 ft
4:30.0,Defensive rebound by J. Crowder,,36-33,,
4:16.0,E. Turner misses 2-pt shot from 11 ft,,36-33,,
4:15.0,Offensive rebound by J. Sullinger,,36-33,,
4:13.0,J. Sullinger misses 2-pt shot from 1 ft,,36-33,,
4:12.0,Offensive rebound by J. Sullinger,,36-33,,
4:11.0,J. Sullinger misses 2-pt shot from 5 ft,,36-33,,
4:09.0,,,36-33,,Defensive rebound by J. Johnson
4:05.0,Personal foul by J. Sullinger (drawn by J. Valanciunas),,36-33,,
4:05.0,,,36-33,,T. Ross enters the game for J. Johnson
4:05.0,,,36-33,,L. Williams enters the game for G. Vasquez
4:05.0,A. Bradley enters the game for J. Sullinger,,36-33,,
4:05.0,I. Thomas enters the game for M. Smart,,36-33,,
3:55.0,,,36-35,2,D. DeRozan makes 2-pt shot from 6 ft (assist by L. Williams)
3:55.0,,,36-35,,Violation by Team (delay of game)
3:36.0,B. Bass makes 2-pt shot from 4 ft,2,38-35,,
3:15.0,Personal foul by B. Bass (drawn by J. Valanciunas),,38-35,,
3:07.0,,,38-35,,Shooting foul by J. Crowder (drawn by D. DeRozan)
3:07.0,,,38-36,1,D. DeRozan makes free throw 1 of 2
3:07.0,,,38-37,1,D. DeRozan makes free throw 2 of 2
2:56.0,J. Crowder makes 2-pt shot from 15 ft (assist by E. Turner),2,40-37,,
2:40.0,,,40-39,2,D. DeRozan makes 2-pt shot from 2 ft
2:40.0,Shooting block foul by B. Bass (drawn by D. DeRozan),,40-39,,
2:40.0,Boston full timeout,,40-39,,
2:40.0,T. Zeller enters the game for B. Bass,,40-39,,
2:40.0,,,40-40,1,D. DeRozan makes free throw 1 of 1
2:24.0,E. Turner misses 3-pt shot from 22 ft,,40-40,,
2:22.0,,,40-40,,Defensive rebound by T. Hansbrough
2:08.0,,,40-42,2,L. Williams makes 2-pt shot from 1 ft
2:04.0,,,40-42,,Personal foul by L. Williams (drawn by I. Thomas)
1:54.0,E. Turner misses 2-pt shot from 8 ft,,40-42,,
1:52.0,,,40-42,,Defensive rebound by D. DeRozan
1:39.0,,,40-42,,D. DeRozan misses 2-pt shot from 2 ft (block by J. Crowder)
1:38.0,Defensive rebound by T. Zeller,,40-42,,
1:35.0,I. Thomas makes 2-pt shot from 2 ft (assist by T. Zeller),2,42-42,,
1:15.0,,,42-44,2,D. DeRozan makes 2-pt shot from 7 ft
1:15.0,,,42-44,,Shooting foul by E. Turner (drawn by D. DeRozan)
1:15.0,,,42-44,,D. DeRozan misses free throw 1 of 1
1:14.0,Defensive rebound by E. Turner,,42-44,,
1:13.0,,,42-44,,Personal foul by J. Valanciunas (drawn by T. Zeller)
1:13.0,Personal foul by T. Zeller,,42-44,,
0:59.0,E. Turner misses 2-pt shot from 9 ft,,42-44,,
0:58.0,,,42-44,,Defensive rebound by T. Ross
0:48.0,,,42-44,,Offensive foul by L. Williams
0:48.0,,,42-44,,Turnover by L. Williams (offensive foul)
0:43.0,Turnover by I. Thomas (dbl dribble),,42-44,,
0:43.0,M. Smart enters the game for I. Thomas,,42-44,,
0:35.0,,,42-44,,Offensive foul by T. Hansbrough
0:35.0,,,42-44,,Turnover by T. Hansbrough (offensive foul)
0:35.0,I. Thomas enters the game for M. Smart,,42-44,,
0:35.0,K. Olynyk enters the game for T. Zeller,,42-44,,
0:29.0,K. Olynyk makes 3-pt shot from 25 ft (assist by I. Thomas),3,45-44,,
0:08.0,,,45-47,3,T. Ross makes 3-pt shot from 24 ft (assist by D. DeRozan)
0:07.0,Boston full timeout,,45-47,,
0:07.0,,,45-47,,J. Johnson enters the game for T. Hansbrough
0:07.0,,,45-47,,P. Patterson enters the game for L. Williams
0:01.0,I. Thomas makes 2-pt shot from 2 ft,2,47-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,A. Bradley misses 2-pt shot from 17 ft,,47-47,,
11:42.0,,,47-47,,Defensive rebound by J. Valanciunas
11:24.0,,,47-47,,Turnover by G. Vasquez (bad pass; steal by M. Smart)
11:19.0,T. Zeller makes 2-pt shot at rim (assist by M. Smart),2,49-47,,
10:50.0,,,49-47,,G. Vasquez misses 3-pt shot from 28 ft
10:49.0,,,49-47,,Offensive rebound by J. Valanciunas
10:46.0,,,49-47,,J. Valanciunas misses 2-pt shot from 6 ft
10:41.0,Defensive rebound by T. Zeller,,49-47,,
10:29.0,B. Bass misses 2-pt shot from 6 ft,,49-47,,
10:28.0,,,49-47,,Defensive rebound by J. Valanciunas
10:14.0,,,49-47,,D. DeRozan misses 3-pt shot from 23 ft
10:11.0,Defensive rebound by E. Turner,,49-47,,
10:03.0,A. Bradley makes 2-pt shot from 15 ft (assist by B. Bass),2,51-47,,
9:46.0,,,51-47,,Shooting foul by M. Smart (drawn by D. DeRozan)
9:46.0,,,51-47,,D. DeRozan misses free throw 1 of 2
9:46.0,,,51-47,,Offensive rebound by Team
9:46.0,,,51-48,1,D. DeRozan makes free throw 2 of 2
9:32.0,T. Zeller makes 2-pt shot from 2 ft (assist by E. Turner),2,53-48,,
9:15.0,,,53-48,,D. DeRozan misses 2-pt shot from 10 ft
9:13.0,Defensive rebound by T. Zeller,,53-48,,
9:05.0,A. Bradley makes 3-pt shot from 25 ft,3,56-48,,
9:00.0,,,56-48,,Toronto full timeout
8:50.0,,,56-48,,Shooting foul by T. Zeller (drawn by J. Valanciunas)
8:50.0,,,56-48,,J. Valanciunas misses free throw 1 of 2
8:50.0,,,56-48,,Offensive rebound by Team
8:50.0,,,56-49,1,J. Valanciunas makes free throw 2 of 2
8:34.0,A. Bradley makes 2-pt shot from 19 ft,2,58-49,,
8:11.0,,,58-49,,G. Vasquez misses 2-pt shot from 8 ft
8:08.0,Defensive rebound by T. Zeller,,58-49,,
7:59.0,T. Zeller makes 2-pt shot from 19 ft (assist by E. Turner),2,60-49,,
7:44.0,,,60-49,,D. DeRozan misses 2-pt shot from 15 ft
7:43.0,Defensive rebound by A. Bradley,,60-49,,
7:37.0,A. Bradley misses 2-pt shot from 22 ft,,60-49,,
7:35.0,,,60-49,,Defensive rebound by T. Ross
7:24.0,,,60-49,,J. Valanciunas misses 2-pt shot from 3 ft
7:22.0,Defensive rebound by A. Bradley,,60-49,,
7:16.0,M. Smart misses 3-pt shot from 25 ft,,60-49,,
7:15.0,Offensive rebound by B. Bass,,60-49,,
7:07.0,E. Turner misses 2-pt shot from 15 ft,,60-49,,
7:06.0,,,60-49,,Defensive rebound by J. Valanciunas
6:51.0,,,60-49,,J. Valanciunas misses 2-pt shot from 12 ft
6:50.0,Defensive rebound by E. Turner,,60-49,,
6:47.0,Shooting foul by J. Valanciunas (drawn by T. Zeller),,60-49,,
6:47.0,T. Zeller makes free throw 1 of 2,1,61-49,,
6:47.0,,,61-49,,P. Patterson enters the game for G. Vasquez
6:47.0,,,61-49,,L. Williams enters the game for J. Valanciunas
6:47.0,T. Zeller makes free throw 2 of 2,1,62-49,,
6:32.0,,,62-49,,Shooting foul by T. Zeller (drawn by T. Ross)
6:32.0,,,62-49,,T. Ross misses free throw 1 of 2
6:32.0,,,62-49,,Offensive rebound by Team
6:32.0,,,62-50,1,T. Ross makes free throw 2 of 2
6:24.0,Turnover by M. Smart (lost ball; steal by T. Hansbrough),,62-50,,
6:20.0,,,62-52,2,T. Hansbrough makes 2-pt shot at rim
6:02.0,T. Zeller makes 2-pt shot from 2 ft,2,64-52,,
5:52.0,,,64-54,2,D. DeRozan makes 2-pt shot from 2 ft
5:41.0,Turnover by E. Turner (bad pass; steal by L. Williams),,64-54,,
5:36.0,,,64-56,2,L. Williams makes 2-pt shot from 2 ft
5:36.0,Boston full timeout,,64-56,,
5:36.0,K. Olynyk enters the game for B. Bass,,64-56,,
5:36.0,I. Thomas enters the game for M. Smart,,64-56,,
5:21.0,E. Turner makes 2-pt shot from 12 ft (assist by I. Thomas),2,66-56,,
5:02.0,,,66-56,,D. DeRozan misses 2-pt shot from 7 ft
5:01.0,,,66-56,,Offensive rebound by T. Hansbrough
5:01.0,,,66-56,,Shooting foul by A. Bradley (drawn by T. Hansbrough)
5:01.0,,,66-57,1,T. Hansbrough makes free throw 1 of 2
5:01.0,,,66-58,1,T. Hansbrough makes free throw 2 of 2
4:45.0,I. Thomas misses 3-pt shot from 24 ft,,66-58,,
4:44.0,,,66-58,,Defensive rebound by P. Patterson
4:35.0,,,66-58,,P. Patterson misses 3-pt shot from 24 ft
4:34.0,Defensive rebound by T. Zeller,,66-58,,
4:24.0,I. Thomas makes 3-pt shot from 25 ft (assist by E. Turner),3,69-58,,
4:05.0,,,69-58,,Turnover by D. DeRozan (lost ball; steal by K. Olynyk)
4:00.0,I. Thomas misses 2-pt shot from 2 ft,,69-58,,
3:57.0,Offensive rebound by E. Turner,,69-58,,
3:55.0,E. Turner makes 2-pt shot from 1 ft,2,71-58,,
3:44.0,Personal block foul by K. Olynyk (drawn by L. Williams),,71-58,,
3:44.0,,,71-58,,L. Williams misses free throw 1 of 2
3:44.0,,,71-58,,Offensive rebound by Team
3:44.0,,,71-59,1,L. Williams makes free throw 2 of 2
3:28.0,A. Bradley misses 3-pt shot from 22 ft,,71-59,,
3:27.0,Offensive rebound by Team,,71-59,,
3:27.0,,,71-59,,Loose ball foul by T. Hansbrough (drawn by T. Zeller)
3:24.0,I. Thomas makes 2-pt shot from 14 ft,2,73-59,,
3:12.0,,,73-62,3,L. Williams makes 3-pt shot from 25 ft
2:55.0,Shooting foul by P. Patterson (drawn by K. Olynyk),,73-62,,
2:55.0,K. Olynyk makes free throw 1 of 2,1,74-62,,
2:55.0,K. Olynyk makes free throw 2 of 2,1,75-62,,
2:40.0,,,75-64,2,L. Williams makes 2-pt shot from 2 ft (assist by P. Patterson)
2:25.0,T. Zeller makes 2-pt shot at rim (assist by E. Turner),2,77-64,,
2:19.0,,,77-64,,Shooting foul by T. Zeller (drawn by L. Williams)
2:19.0,,,77-65,1,L. Williams makes free throw 1 of 2
2:19.0,J. Sullinger enters the game for T. Zeller,,77-65,,
2:19.0,J. Crowder enters the game for E. Turner,,77-65,,
2:19.0,,,77-66,1,L. Williams makes free throw 2 of 2
2:09.0,K. Olynyk misses 3-pt shot from 23 ft,,77-66,,
2:07.0,,,77-66,,Defensive rebound by L. Williams
2:01.0,,,77-66,,P. Patterson misses 3-pt shot from 23 ft
2:00.0,Defensive rebound by J. Sullinger,,77-66,,
1:54.0,I. Thomas misses 3-pt shot from 25 ft,,77-66,,
1:51.0,Offensive rebound by J. Sullinger,,77-66,,
1:42.0,I. Thomas makes 2-pt shot from 2 ft,2,79-66,,
1:24.0,,,79-68,2,T. Hansbrough makes 2-pt shot from 2 ft (assist by L. Williams)
1:10.0,K. Olynyk misses 2-pt shot from 11 ft,,79-68,,
1:08.0,,,79-68,,Defensive rebound by T. Ross
1:01.0,,,79-68,,Turnover by D. DeRozan (lost ball; steal by J. Sullinger)
0:55.0,Turnover by I. Thomas (bad pass; steal by P. Patterson),,79-68,,
0:46.0,,,79-68,,Offensive charge foul by D. DeRozan
0:46.0,,,79-68,,Turnover by D. DeRozan (offensive foul)
0:30.0,K. Olynyk makes 2-pt shot from 2 ft (assist by J. Crowder),2,81-68,,
0:08.0,,,81-68,,L. Williams misses 3-pt shot from 25 ft (block by J. Sullinger)
0:07.0,,,81-68,,Offensive rebound by L. Williams
0:07.0,,,81-70,2,L. Williams makes 2-pt shot from 18 ft
0:01.0,A. Bradley misses 2-pt shot from 21 ft,,81-70,,
0:00.0,,,81-70,,Defensive rebound by T. Hansbrough
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,81-70,,L. Williams misses 3-pt shot from 25 ft
11:47.0,Defensive rebound by I. Thomas,,81-70,,
11:40.0,J. Sullinger misses 3-pt shot from 24 ft,,81-70,,
11:38.0,,,81-70,,Defensive rebound by G. Vasquez
11:28.0,,,81-70,,Offensive foul by G. Vasquez
11:28.0,,,81-70,,Turnover by G. Vasquez (offensive foul)
11:05.0,J. Crowder misses 2-pt shot from 15 ft,,81-70,,
11:04.0,,,81-70,,Defensive rebound by J. Valanciunas
10:50.0,,,81-72,2,J. Valanciunas makes 2-pt shot from 12 ft (assist by L. Williams)
10:33.0,K. Olynyk misses 3-pt shot from 24 ft,,81-72,,
10:32.0,,,81-72,,Defensive rebound by J. Valanciunas
10:13.0,,,81-72,,P. Patterson misses 2-pt shot from 8 ft
10:10.0,,,81-72,,Offensive rebound by Team
9:59.0,,,81-74,2,J. Johnson makes 2-pt shot from 1 ft
9:44.0,M. Smart misses 3-pt shot from 22 ft,,81-74,,
9:42.0,,,81-74,,Defensive rebound by J. Valanciunas
9:35.0,,,81-74,,Shooting foul by J. Crowder (drawn by L. Williams)
9:35.0,,,81-74,,L. Williams misses free throw 1 of 2
9:35.0,,,81-74,,Offensive rebound by Team
9:35.0,J. Jerebko enters the game for K. Olynyk,,81-74,,
9:35.0,E. Turner enters the game for I. Thomas,,81-74,,
9:35.0,,,81-75,1,L. Williams makes free throw 2 of 2
9:16.0,Shooting foul by L. Williams (drawn by M. Smart),,81-75,,
9:16.0,M. Smart makes free throw 1 of 3,1,82-75,,
9:16.0,M. Smart misses free throw 2 of 3,,82-75,,
9:16.0,Offensive rebound by Team,,82-75,,
9:16.0,M. Smart misses free throw 3 of 3,,82-75,,
9:15.0,,,82-75,,Defensive rebound by J. Valanciunas
8:54.0,,,82-77,2,J. Valanciunas makes 2-pt shot at rim (assist by P. Patterson)
8:39.0,,,82-77,,Personal foul by G. Vasquez (drawn by E. Turner)
8:39.0,Official timeout,,82-77,,
8:34.0,J. Jerebko makes 2-pt shot at rim,2,84-77,,
8:17.0,,,84-79,2,J. Johnson makes 2-pt shot from 2 ft (assist by G. Vasquez)
8:17.0,,,84-79,,Shooting foul by E. Turner (drawn by J. Johnson)
8:17.0,T. Zeller enters the game for J. Sullinger,,84-79,,
8:17.0,,,84-80,1,J. Johnson makes free throw 1 of 1
8:03.0,M. Smart makes 2-pt shot from 6 ft,2,86-80,,
7:52.0,,,86-80,,J. Valanciunas misses 2-pt shot from 18 ft
7:51.0,Defensive rebound by J. Jerebko,,86-80,,
7:36.0,T. Zeller makes 2-pt shot from 6 ft (assist by J. Crowder),2,88-80,,
7:13.0,,,88-83,3,G. Vasquez makes 3-pt shot from 24 ft (assist by J. Valanciunas)
6:58.0,,,88-83,,Personal foul by J. Valanciunas (drawn by T. Zeller)
6:58.0,,,88-83,,D. DeRozan enters the game for L. Williams
6:52.0,T. Zeller misses 2-pt shot from 5 ft,,88-83,,
6:51.0,Offensive rebound by T. Zeller,,88-83,,
6:49.0,T. Zeller makes 2-pt shot from 2 ft,2,90-83,,
6:35.0,,,90-83,,Turnover by G. Vasquez (bad pass; steal by E. Turner)
6:21.0,Turnover by E. Turner (bad pass; steal by P. Patterson),,90-83,,
6:14.0,Personal foul by E. Turner (drawn by J. Valanciunas),,90-83,,
6:00.0,,,90-83,,Shooting foul by J. Crowder (drawn by J. Johnson)
6:00.0,,,90-84,1,J. Johnson makes free throw 1 of 2
6:00.0,,,90-85,1,J. Johnson makes free throw 2 of 2
5:49.0,Shooting foul by J. Johnson (drawn by T. Zeller),,90-85,,
5:49.0,,,90-85,,Toronto full timeout
5:49.0,T. Zeller makes free throw 1 of 2,1,91-85,,
5:49.0,T. Zeller misses free throw 2 of 2,,91-85,,
5:48.0,Offensive rebound by J. Jerebko,,91-85,,
5:30.0,M. Smart misses 3-pt shot from 25 ft,,91-85,,
5:29.0,,,91-85,,Defensive rebound by J. Valanciunas
5:15.0,,,91-87,2,D. DeRozan makes 2-pt shot from 12 ft
4:49.0,J. Jerebko misses 2-pt shot from 3 ft,,91-87,,
4:49.0,Offensive rebound by Team,,91-87,,
4:49.0,I. Thomas enters the game for M. Smart,,91-87,,
4:49.0,A. Bradley enters the game for J. Jerebko,,91-87,,
4:49.0,,,91-87,,L. Williams enters the game for J. Johnson
4:35.0,I. Thomas makes 3-pt shot from 23 ft,3,94-87,,
4:21.0,,,94-89,2,D. DeRozan makes 2-pt shot from 12 ft
4:21.0,Loose ball foul by E. Turner (drawn by J. Valanciunas),,94-89,,
4:21.0,,,94-90,1,J. Valanciunas makes free throw 1 of 1
4:05.0,I. Thomas makes 2-pt shot from 2 ft (assist by T. Zeller),2,96-90,,
3:40.0,,,96-92,2,J. Valanciunas makes 2-pt shot from 5 ft
3:23.0,I. Thomas misses 3-pt shot from 24 ft,,96-92,,
3:22.0,,,96-92,,Defensive rebound by G. Vasquez
3:14.0,Shooting block foul by J. Crowder (drawn by L. Williams),,96-92,,
3:14.0,,,96-93,1,L. Williams makes free throw 1 of 2
3:14.0,B. Bass enters the game for J. Crowder,,96-93,,
