time,Charlotte,pts.away,score,pts.home,Indiana
0:30.0,P. Hairston misses 3-pt shot from 27 ft,,25-19,,
0:29.0,,,25-19,,Defensive rebound by D. Rudez
0:16.0,,,25-22,3,C. Watson makes 3-pt shot from 26 ft
0:04.0,M. Williams misses 2-pt shot from 17 ft,,25-22,,
0:03.0,,,25-22,,Defensive rebound by I. Mahinmi
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,M. Williams misses 2-pt shot from 16 ft,,25-22,,
11:36.0,Offensive rebound by B. Biyombo,,25-22,,
11:35.0,Shooting foul by I. Mahinmi (drawn by B. Biyombo),,25-22,,
11:35.0,B. Biyombo misses free throw 1 of 2,,25-22,,
11:35.0,Offensive rebound by Team,,25-22,,
11:35.0,B. Biyombo makes free throw 2 of 2,1,26-22,,
11:14.0,,,26-22,,Shooting foul by J. Maxiell (drawn by L. Scola)
11:14.0,,,26-22,,L. Scola misses free throw 1 of 2
11:14.0,,,26-22,,Offensive rebound by Team
11:14.0,,,26-23,1,L. Scola makes free throw 2 of 2
10:53.0,G. Henderson makes 2-pt shot from 16 ft (assist by J. Maxiell),2,28-23,,
10:38.0,Shooting block foul by J. Maxiell (drawn by L. Scola),,28-23,,
10:38.0,,,28-24,1,L. Scola makes free throw 1 of 2
10:38.0,,,28-25,1,L. Scola makes free throw 2 of 2
10:19.0,Turnover by M. Williams (bad pass; steal by D. Rudez),,28-25,,
10:09.0,,,28-28,3,D. Rudez makes 3-pt shot from 27 ft (assist by C. Watson)
9:52.0,B. Biyombo misses 2-pt shot from 5 ft,,28-28,,
9:51.0,,,28-28,,Defensive rebound by L. Scola
9:44.0,,,28-28,,C. Watson misses 2-pt shot from 17 ft
9:43.0,Defensive rebound by G. Henderson,,28-28,,
9:29.0,M. Williams misses 3-pt shot from 28 ft,,28-28,,
9:28.0,,,28-28,,Defensive rebound by L. Scola
9:15.0,,,28-28,,L. Scola misses 2-pt shot from 1 ft (block by B. Biyombo)
9:14.0,,,28-28,,Offensive rebound by Team
9:07.0,,,28-28,,R. Stuckey misses 2-pt shot from 20 ft
9:07.0,Defensive rebound by B. Biyombo,,28-28,,
8:53.0,P. Hairston misses 2-pt shot from 1 ft (block by I. Mahinmi),,28-28,,
8:51.0,Offensive rebound by P. Hairston,,28-28,,
8:51.0,P. Hairston misses 2-pt shot at rim,,28-28,,
8:50.0,,,28-28,,Defensive rebound by L. Scola
8:42.0,,,28-30,2,R. Stuckey makes 2-pt shot from 1 ft
8:23.0,B. Biyombo misses 2-pt shot from 1 ft (block by I. Mahinmi),,28-30,,
8:21.0,Offensive rebound by B. Biyombo,,28-30,,
8:13.0,M. Williams makes 3-pt shot from 26 ft (assist by P. Hairston),3,31-30,,
8:00.0,,,31-32,2,C. Watson makes 2-pt shot from 11 ft
7:45.0,B. Biyombo makes 2-pt shot at rim (assist by G. Henderson),2,33-32,,
7:27.0,,,33-32,,L. Scola misses 2-pt shot from 19 ft
7:26.0,Defensive rebound by G. Henderson,,33-32,,
7:17.0,Turnover by G. Henderson (bad pass; steal by C. Watson),,33-32,,
7:13.0,,,33-34,2,C. Watson makes 2-pt shot from 1 ft
7:00.0,M. Williams misses 3-pt shot from 26 ft,,33-34,,
6:59.0,,,33-34,,Defensive rebound by L. Scola
6:51.0,,,33-36,2,R. Stuckey makes 2-pt shot from 1 ft
6:43.0,Charlotte full timeout,,33-36,,
6:43.0,,,33-36,,L. Allen enters the game for I. Mahinmi
6:43.0,M. Williams enters the game for P. Hairston,,33-36,,
6:43.0,K. Walker enters the game for J. Maxiell,,33-36,,
6:35.0,G. Henderson misses 2-pt shot from 22 ft,,33-36,,
6:34.0,,,33-36,,Defensive rebound by L. Scola
6:20.0,A. Jefferson enters the game for B. Biyombo,,33-36,,
6:20.0,,,33-36,,G. Hill enters the game for D. Rudez
6:10.0,,,33-36,,C. Watson misses 2-pt shot from 18 ft
6:08.0,,,33-36,,Offensive rebound by R. Stuckey
6:05.0,,,33-39,3,R. Stuckey makes 3-pt shot from 26 ft
5:51.0,Turnover by G. Henderson (lost ball),,33-39,,
5:51.0,Official timeout,,33-39,,
5:38.0,,,33-39,,R. Stuckey misses 2-pt shot from 1 ft
5:37.0,,,33-39,,Offensive rebound by L. Scola
5:37.0,,,33-39,,L. Scola misses 2-pt shot from 1 ft
5:35.0,,,33-39,,Offensive rebound by L. Scola
5:35.0,,,33-39,,L. Scola misses 2-pt shot from 1 ft
5:34.0,,,33-39,,Offensive rebound by L. Allen
5:27.0,,,33-39,,Shooting foul by M. Williams (drawn by C. Watson)
5:27.0,,,33-39,,C. Watson misses free throw 1 of 3
5:27.0,,,33-39,,Offensive rebound by Team
5:27.0,,,33-40,1,C. Watson makes free throw 2 of 3
5:27.0,,,33-41,1,C. Watson makes free throw 3 of 3
5:14.0,G. Henderson misses 2-pt shot from 8 ft,,33-41,,
5:13.0,,,33-41,,Defensive rebound by L. Allen
5:03.0,,,33-41,,Offensive charge foul by R. Stuckey
5:03.0,,,33-41,,Turnover by R. Stuckey (offensive foul)
5:03.0,,,33-41,,C. Miles enters the game for R. Stuckey
4:45.0,A. Jefferson misses 2-pt shot from 6 ft,,33-41,,
4:44.0,,,33-41,,Defensive rebound by L. Allen
4:34.0,,,33-41,,L. Allen misses 2-pt shot from 19 ft
4:34.0,Defensive rebound by G. Henderson,,33-41,,
4:24.0,M. Williams misses 2-pt shot from 22 ft,,33-41,,
4:23.0,,,33-41,,Defensive rebound by G. Hill
4:03.0,,,33-41,,Shooting foul by G. Henderson (drawn by C. Miles)
4:03.0,,,33-42,1,C. Miles makes free throw 1 of 2
4:03.0,,,33-43,1,C. Miles makes free throw 2 of 2
3:52.0,Turnover by K. Walker (bad pass; steal by C. Watson),,33-43,,
3:47.0,,,33-43,,Turnover by L. Scola (lost ball; steal by M. Williams)
3:41.0,G. Henderson makes 2-pt shot at rim (assist by M. Williams),2,35-43,,
3:20.0,,,35-43,,C. Miles misses 3-pt shot from 28 ft
3:19.0,,,35-43,,Offensive rebound by L. Allen
3:19.0,Loose ball foul by K. Walker (drawn by L. Allen),,35-43,,
3:19.0,,,35-44,1,L. Allen makes free throw 1 of 2
3:19.0,,,35-45,1,L. Allen makes free throw 2 of 2
3:04.0,K. Walker misses 3-pt shot from 25 ft,,35-45,,
3:04.0,,,35-45,,Defensive rebound by Team
2:51.0,,,35-45,,G. Hill misses 2-pt shot from 10 ft
2:51.0,,,35-45,,Offensive rebound by L. Allen
2:49.0,,,35-47,2,L. Allen makes 2-pt shot from 1 ft
2:40.0,Charlotte full timeout,,35-47,,
2:40.0,B. Biyombo enters the game for A. Jefferson,,35-47,,
2:22.0,B. Biyombo makes 2-pt shot at rim (assist by M. Williams),2,37-47,,
2:03.0,,,37-47,,C. Watson misses 3-pt shot from 22 ft
2:02.0,Defensive rebound by B. Biyombo,,37-47,,
1:49.0,Turnover by B. Biyombo (lost ball; steal by C. Watson),,37-47,,
1:49.0,,,37-47,,Indiana full timeout
1:31.0,,,37-47,,L. Scola misses 2-pt shot from 5 ft (block by B. Biyombo)
1:30.0,,,37-47,,Offensive rebound by C. Miles
1:26.0,,,37-47,,C. Miles misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by M. Williams,,37-47,,
1:16.0,Shooting foul by G. Hill (drawn by K. Walker),,37-47,,
1:16.0,K. Walker misses free throw 1 of 2,,37-47,,
1:16.0,Offensive rebound by Team,,37-47,,
1:16.0,K. Walker makes free throw 2 of 2,1,38-47,,
0:56.0,,,38-47,,C. Miles misses 2-pt shot at rim (block by B. Biyombo)
0:54.0,Defensive rebound by K. Walker,,38-47,,
0:36.0,K. Walker misses 2-pt shot from 1 ft (block by C. Miles),,38-47,,
0:33.0,,,38-47,,Defensive rebound by G. Hill
0:13.0,,,38-49,2,L. Allen makes 2-pt shot from 21 ft (assist by G. Hill)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,M. Williams misses 2-pt shot from 13 ft,,38-49,,
11:35.0,Offensive rebound by Team,,38-49,,
11:32.0,G. Henderson misses 2-pt shot from 15 ft,,38-49,,
11:31.0,,,38-49,,Defensive rebound by D. West
11:15.0,,,38-49,,C. Miles misses 2-pt shot from 15 ft
11:14.0,,,38-49,,Offensive rebound by S. Hill
11:12.0,,,38-51,2,S. Hill makes 2-pt shot at rim
10:53.0,Turnover by K. Walker (bad pass; steal by G. Hill),,38-51,,
10:49.0,,,38-51,,G. Hill misses 2-pt shot from 1 ft
10:49.0,Defensive rebound by B. Biyombo,,38-51,,
10:36.0,M. Williams misses 3-pt shot from 26 ft,,38-51,,
10:35.0,,,38-51,,Defensive rebound by R. Hibbert
10:23.0,,,38-51,,Turnover by S. Hill (traveling)
10:05.0,Shooting foul by G. Hill (drawn by K. Walker),,38-51,,
10:05.0,K. Walker misses free throw 1 of 2,,38-51,,
10:05.0,Offensive rebound by Team,,38-51,,
10:05.0,K. Walker makes free throw 2 of 2,1,39-51,,
9:44.0,,,39-54,3,S. Hill makes 3-pt shot from 27 ft (assist by G. Hill)
9:20.0,G. Henderson misses 2-pt shot from 2 ft,,39-54,,
9:18.0,,,39-54,,Defensive rebound by G. Hill
9:06.0,,,39-54,,Turnover by G. Hill (bad pass; steal by M. Williams)
9:03.0,G. Henderson makes 2-pt shot at rim (assist by M. Williams),2,41-54,,
9:02.0,Technical foul by G. Henderson,,41-54,,
9:02.0,,,41-55,1,C. Miles makes technical free throw
8:48.0,,,41-55,,G. Hill misses 2-pt shot from 10 ft
8:47.0,Defensive rebound by B. Biyombo,,41-55,,
8:38.0,K. Walker makes 2-pt shot from 16 ft,2,43-55,,
8:25.0,Personal foul by K. Walker (drawn by G. Hill),,43-55,,
8:15.0,,,43-55,,Turnover by D. West (traveling)
8:05.0,K. Walker misses 2-pt shot from 10 ft,,43-55,,
8:05.0,Offensive rebound by Team,,43-55,,
8:05.0,,,43-55,,Loose ball foul by C. Miles (drawn by B. Biyombo)
7:54.0,G. Henderson misses 2-pt shot from 18 ft,,43-55,,
7:53.0,,,43-55,,Defensive rebound by C. Miles
7:39.0,,,43-55,,R. Hibbert misses 2-pt shot from 10 ft
7:38.0,Defensive rebound by G. Henderson,,43-55,,
7:29.0,J. Taylor misses 2-pt shot from 7 ft,,43-55,,
7:28.0,Offensive rebound by B. Biyombo,,43-55,,
7:27.0,Shooting foul by R. Hibbert (drawn by B. Biyombo),,43-55,,
7:27.0,B. Biyombo makes free throw 1 of 2,1,44-55,,
7:27.0,B. Biyombo misses free throw 2 of 2,,44-55,,
7:27.0,,,44-55,,Defensive rebound by R. Hibbert
7:09.0,,,44-57,2,D. West makes 2-pt shot from 19 ft (assist by G. Hill)
6:51.0,Turnover by G. Henderson (bad pass; steal by R. Hibbert),,44-57,,
6:39.0,,,44-59,2,R. Hibbert makes 2-pt shot at rim (assist by D. West)
6:29.0,Charlotte full timeout,,44-59,,
6:21.0,Turnover by K. Walker (lost ball; steal by G. Hill),,44-59,,
6:18.0,,,44-59,,S. Hill misses 2-pt shot at rim (block by M. Williams)
6:17.0,,,44-59,,Offensive rebound by R. Hibbert
6:15.0,,,44-59,,Turnover by R. Hibbert (bad pass)
6:03.0,K. Walker misses 2-pt shot from 8 ft,,44-59,,
6:01.0,Offensive rebound by B. Biyombo,,44-59,,
6:01.0,B. Biyombo misses 2-pt shot at rim,,44-59,,
6:00.0,,,44-59,,Defensive rebound by R. Hibbert
5:45.0,,,44-59,,C. Miles misses 2-pt shot from 16 ft
5:44.0,Defensive rebound by M. Williams,,44-59,,
5:21.0,Shooting foul by S. Hill (drawn by G. Henderson),,44-59,,
5:21.0,G. Henderson misses free throw 1 of 2,,44-59,,
5:21.0,Offensive rebound by Team,,44-59,,
5:21.0,M. Williams enters the game for J. Taylor,,44-59,,
5:21.0,G. Henderson makes free throw 2 of 2,1,45-59,,
4:58.0,,,45-59,,G. Hill misses 2-pt shot from 22 ft
4:57.0,Defensive rebound by G. Henderson,,45-59,,
4:35.0,G. Henderson misses 2-pt shot from 16 ft,,45-59,,
4:34.0,,,45-59,,Defensive rebound by G. Hill
4:24.0,,,45-59,,Turnover by R. Hibbert (lost ball; steal by K. Walker)
4:15.0,Shooting foul by G. Hill (drawn by K. Walker),,45-59,,
4:15.0,K. Walker makes free throw 1 of 2,1,46-59,,
4:15.0,P. Hairston enters the game for G. Henderson,,46-59,,
4:15.0,,,46-59,,Indiana full timeout
4:15.0,,,46-59,,I. Mahinmi enters the game for R. Hibbert
4:15.0,,,46-59,,R. Stuckey enters the game for S. Hill
4:15.0,K. Walker makes free throw 2 of 2,1,47-59,,
4:05.0,,,47-61,2,G. Hill makes 2-pt shot from 12 ft
3:48.0,Turnover by B. Biyombo (offensive foul),,47-61,,
3:48.0,Offensive foul by B. Biyombo,,47-61,,
3:48.0,J. Maxiell enters the game for B. Biyombo,,47-61,,
3:35.0,,,47-63,2,D. West makes 2-pt shot from 19 ft (assist by G. Hill)
3:17.0,K. Walker misses 2-pt shot from 17 ft,,47-63,,
3:15.0,Offensive rebound by J. Maxiell,,47-63,,
3:15.0,J. Maxiell misses 2-pt shot from 1 ft,,47-63,,
3:14.0,,,47-63,,Defensive rebound by C. Miles
2:56.0,,,47-63,,R. Stuckey misses 2-pt shot from 8 ft
2:56.0,,,47-63,,Offensive rebound by I. Mahinmi
2:56.0,,,47-65,2,I. Mahinmi makes 2-pt shot from 3 ft
2:56.0,,,47-65,,Shooting foul by K. Walker (drawn by I. Mahinmi)
2:56.0,,,47-65,,I. Mahinmi misses free throw 1 of 1
2:56.0,Defensive rebound by J. Maxiell,,47-65,,
2:43.0,M. Williams misses 3-pt shot from 27 ft,,47-65,,
2:41.0,Offensive rebound by J. Maxiell,,47-65,,
2:38.0,P. Hairston misses 3-pt shot from 25 ft,,47-65,,
2:36.0,Offensive rebound by P. Hairston,,47-65,,
2:34.0,P. Hairston misses 2-pt shot from 2 ft,,47-65,,
2:33.0,Offensive rebound by J. Maxiell,,47-65,,
2:32.0,Turnover by J. Maxiell (lost ball),,47-65,,
2:19.0,,,47-68,3,R. Stuckey makes 3-pt shot from 23 ft (assist by G. Hill)
2:18.0,Charlotte full timeout,,47-68,,
2:18.0,L. Stephenson enters the game for P. Hairston,,47-68,,
1:59.0,L. Stephenson misses 2-pt shot from 1 ft,,47-68,,
1:59.0,,,47-68,,Defensive rebound by I. Mahinmi
1:46.0,,,47-68,,C. Miles misses 2-pt shot from 18 ft
1:45.0,Defensive rebound by M. Williams,,47-68,,
1:36.0,Turnover by M. Williams (lost ball; steal by D. West),,47-68,,
1:20.0,,,47-68,,R. Stuckey misses 3-pt shot from 25 ft
1:19.0,Defensive rebound by M. Williams,,47-68,,
1:08.0,K. Walker misses 2-pt shot from 6 ft,,47-68,,
1:07.0,,,47-68,,Defensive rebound by G. Hill
0:54.0,,,47-70,2,I. Mahinmi makes 2-pt shot at rim (assist by R. Stuckey)
0:38.0,M. Williams misses 3-pt shot from 27 ft,,47-70,,
0:37.0,,,47-70,,Defensive rebound by C. Miles
0:13.0,,,47-70,,G. Hill misses 2-pt shot from 15 ft
0:12.0,Defensive rebound by M. Williams,,47-70,,
0:00.0,M. Williams misses 3-pt shot from 30 ft,,47-70,,
0:00.0,Offensive rebound by Team,,47-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,47-70,,Shooting foul by M. Williams (drawn by R. Stuckey)
11:49.0,,,47-71,1,R. Stuckey makes free throw 1 of 2
11:49.0,,,47-71,,R. Stuckey misses free throw 2 of 2
11:49.0,,,47-71,,Offensive rebound by L. Scola
11:40.0,,,47-71,,S. Hill misses 3-pt shot from 26 ft
11:39.0,Defensive rebound by J. Maxiell,,47-71,,
11:26.0,L. Stephenson misses 2-pt shot from 19 ft,,47-71,,
11:25.0,,,47-71,,Defensive rebound by I. Mahinmi
11:10.0,,,47-71,,Turnover by C. Watson (bad pass)
11:00.0,L. Stephenson makes 2-pt shot from 1 ft,2,49-71,,
10:46.0,,,49-73,2,C. Watson makes 2-pt shot from 9 ft
10:36.0,B. Roberts misses 3-pt shot from 26 ft,,49-73,,
10:35.0,,,49-73,,Defensive rebound by S. Hill
10:29.0,,,49-73,,Turnover by S. Hill (discontinued dribble)
10:20.0,Turnover by L. Stephenson (bad pass; steal by S. Hill),,49-73,,
10:17.0,Personal take foul by L. Stephenson (drawn by S. Hill),,49-73,,
9:58.0,,,49-73,,L. Scola misses 2-pt shot from 1 ft
9:57.0,Defensive rebound by N. Vonleh,,49-73,,
9:42.0,L. Stephenson misses 2-pt shot from 18 ft,,49-73,,
9:41.0,,,49-73,,Defensive rebound by I. Mahinmi
9:34.0,,,49-75,2,R. Stuckey makes 2-pt shot at rim
9:16.0,N. Vonleh makes 2-pt shot from 1 ft (assist by M. Williams),2,51-75,,
8:58.0,,,51-75,,Turnover by R. Stuckey (bad pass; steal by J. Maxiell)
8:45.0,N. Vonleh makes 2-pt shot from 1 ft,2,53-75,,
8:23.0,,,53-75,,I. Mahinmi misses 2-pt shot from 19 ft
8:21.0,Defensive rebound by B. Roberts,,53-75,,
8:10.0,M. Williams misses 2-pt shot from 17 ft,,53-75,,
8:09.0,,,53-75,,Defensive rebound by L. Scola
7:56.0,,,53-75,,Shooting foul by J. Maxiell (drawn by L. Scola)
7:56.0,Official timeout,,53-75,,
7:56.0,T. Daniels enters the game for M. Williams,,53-75,,
7:56.0,,,53-76,1,L. Scola makes free throw 1 of 2
7:56.0,,,53-77,1,L. Scola makes free throw 2 of 2
7:45.0,,,53-77,,Personal foul by S. Hill (drawn by J. Maxiell)
7:38.0,Turnover by L. Stephenson (dbl dribble),,53-77,,
7:26.0,,,53-77,,R. Stuckey misses 2-pt shot from 10 ft
7:25.0,Defensive rebound by N. Vonleh,,53-77,,
7:12.0,J. Maxiell misses 2-pt shot at rim,,53-77,,
7:11.0,,,53-77,,Defensive rebound by L. Scola
7:05.0,,,53-77,,Turnover by R. Stuckey (step out of bounds)
6:47.0,Turnover by B. Roberts (bad pass; steal by C. Watson),,53-77,,
6:42.0,,,53-79,2,L. Scola makes 2-pt shot from 1 ft (assist by C. Watson)
6:31.0,B. Roberts makes 2-pt shot from 19 ft,2,55-79,,
6:15.0,,,55-79,,S. Hill misses 2-pt shot from 15 ft
6:14.0,,,55-79,,Offensive rebound by I. Mahinmi
6:11.0,,,55-79,,S. Hill misses 3-pt shot from 26 ft
6:09.0,Defensive rebound by J. Maxiell,,55-79,,
6:02.0,Turnover by B. Roberts (bad pass; steal by S. Hill),,55-79,,
5:57.0,,,55-79,,R. Stuckey misses 2-pt shot from 1 ft
5:56.0,,,55-79,,Offensive rebound by C. Watson
5:56.0,,,55-81,2,C. Watson makes 2-pt shot at rim
5:56.0,Charlotte full timeout,,55-81,,
5:56.0,,,55-81,,D. Sloan enters the game for R. Stuckey
5:56.0,,,55-81,,L. Allen enters the game for I. Mahinmi
5:56.0,,,55-81,,D. Rudez enters the game for C. Watson
5:40.0,B. Roberts misses 3-pt shot from 26 ft,,55-81,,
5:38.0,Offensive rebound by J. Maxiell,,55-81,,
5:33.0,T. Daniels misses 3-pt shot from 27 ft,,55-81,,
5:31.0,,,55-81,,Defensive rebound by L. Scola
5:14.0,,,55-83,2,L. Scola makes 2-pt shot from 1 ft (assist by L. Allen)
4:53.0,L. Stephenson makes 2-pt shot from 16 ft,2,57-83,,
4:40.0,,,57-83,,L. Allen misses 2-pt shot from 19 ft
4:39.0,Defensive rebound by B. Roberts,,57-83,,
4:29.0,T. Daniels misses 3-pt shot from 24 ft,,57-83,,
4:28.0,,,57-83,,Defensive rebound by D. Sloan
4:10.0,,,57-85,2,D. Sloan makes 2-pt shot from 21 ft
3:50.0,L. Stephenson makes 2-pt shot at rim (assist by J. Maxiell),2,59-85,,
3:50.0,Shooting foul by L. Scola (drawn by L. Stephenson),,59-85,,
3:50.0,,,59-85,,C. Copeland enters the game for L. Scola
3:50.0,B. Biyombo enters the game for J. Maxiell,,59-85,,
3:50.0,L. Stephenson makes free throw 1 of 1,1,60-85,,
3:29.0,,,60-88,3,D. Rudez makes 3-pt shot from 26 ft (assist by C. Copeland)
3:12.0,T. Daniels makes 2-pt shot from 1 ft,2,62-88,,
3:00.0,,,62-90,2,D. Sloan makes 2-pt shot at rim
2:51.0,,,62-90,,Personal foul by D. Rudez (drawn by T. Daniels)
2:51.0,,,62-90,,Indiana full timeout
2:38.0,B. Biyombo makes 2-pt shot at rim,2,64-90,,
2:38.0,Shooting foul by S. Hill (drawn by B. Biyombo),,64-90,,
2:38.0,B. Biyombo misses free throw 1 of 1,,64-90,,
2:38.0,,,64-90,,Defensive rebound by C. Copeland
2:28.0,,,64-90,,Turnover by S. Hill (bad pass; steal by B. Roberts)
2:22.0,B. Roberts makes 3-pt shot from 25 ft,3,67-90,,
2:06.0,,,67-90,,Offensive foul by L. Allen
2:06.0,,,67-90,,Turnover by L. Allen (offensive foul)
1:57.0,T. Daniels misses 2-pt shot from 17 ft,,67-90,,
1:56.0,,,67-90,,Defensive rebound by D. Rudez
1:42.0,,,67-90,,Turnover by D. Rudez (bad pass; steal by L. Stephenson)
