time,Houston,pts.away,score,pts.home,Golden State
1:12.0,T. Ariza makes free throw 2 of 2,1,93-102,,
0:56.0,,,93-105,3,S. Curry makes 3-pt shot from 27 ft
0:49.0,T. Daniels misses 3-pt shot from 24 ft,,93-105,,
0:48.0,Offensive rebound by Team,,93-105,,
0:46.0,J. Dorsey enters the game for T. Ariza,,93-105,,
0:36.0,N. Johnson misses 2-pt shot from 12 ft (block by K. Thompson),,93-105,,
0:33.0,,,93-105,,Defensive rebound by S. Curry
0:18.0,,,93-105,,S. Curry misses 2-pt shot from 2 ft
0:17.0,Defensive rebound by N. Johnson,,93-105,,
0:12.0,C. Capela misses 2-pt shot from 2 ft,,93-105,,
0:11.0,,,93-105,,Defensive rebound by D. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
