time,LA Lakers,pts.away,score,pts.home,Oklahoma City
8:01.0,J. Lin makes 2-pt shot from 1 ft,2,10-12,,
7:49.0,,,10-15,3,D. Waiters makes 3-pt shot from 22 ft (assist by R. Westbrook)
7:23.0,R. Kelly makes 2-pt shot at rim,2,12-15,,
7:10.0,,,12-15,,E. Kanter misses 2-pt shot from 1 ft (block by J. Clarkson)
7:10.0,Defensive rebound by R. Kelly,,12-15,,
6:58.0,J. Clarkson misses 2-pt shot from 17 ft,,12-15,,
6:57.0,,,12-15,,Defensive rebound by S. Adams
6:53.0,,,12-17,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
6:31.0,Shooting foul by D. Waiters (drawn by J. Clarkson),,12-17,,
6:31.0,J. Clarkson makes free throw 1 of 2,1,13-17,,
6:31.0,J. Clarkson makes free throw 2 of 2,1,14-17,,
6:17.0,,,14-19,2,R. Westbrook makes 2-pt shot from 1 ft
5:55.0,R. Kelly misses 3-pt shot from 24 ft,,14-19,,
5:54.0,,,14-19,,Defensive rebound by E. Kanter
5:41.0,,,14-21,2,K. Singler makes 2-pt shot from 3 ft (assist by E. Kanter)
5:28.0,W. Johnson misses 2-pt shot from 15 ft,,14-21,,
5:27.0,,,14-21,,Defensive rebound by R. Westbrook
5:20.0,,,14-21,,R. Westbrook misses 2-pt shot at rim
5:19.0,,,14-21,,Offensive rebound by E. Kanter
5:18.0,,,14-23,2,E. Kanter makes 2-pt shot at rim
5:09.0,LA Lakers full timeout,,14-23,,
4:51.0,Shooting foul by S. Adams (drawn by R. Kelly),,14-23,,
4:51.0,R. Kelly makes free throw 1 of 2,1,15-23,,
4:51.0,J. Brown enters the game for W. Johnson,,15-23,,
4:51.0,W. Ellington enters the game for J. Clarkson,,15-23,,
4:51.0,,,15-23,,M. McGary enters the game for S. Adams
4:51.0,R. Kelly makes free throw 2 of 2,1,16-23,,
4:41.0,,,16-25,2,M. McGary makes 2-pt shot from 1 ft (assist by K. Singler)
4:24.0,T. Black misses 2-pt shot at rim,,16-25,,
4:23.0,,,16-25,,Defensive rebound by D. Waiters
4:14.0,,,16-25,,M. McGary misses 2-pt shot from 11 ft
4:13.0,,,16-25,,Offensive rebound by E. Kanter
4:13.0,,,16-27,2,E. Kanter makes 2-pt shot from 2 ft
4:02.0,J. Lin misses 2-pt shot from 1 ft,,16-27,,
4:01.0,Offensive rebound by T. Black,,16-27,,
4:01.0,T. Black misses 2-pt shot from 2 ft,,16-27,,
3:58.0,,,16-27,,Defensive rebound by E. Kanter
3:56.0,,,16-27,,Shooting foul by R. Kelly (drawn by E. Kanter)
3:56.0,,,16-28,1,E. Kanter makes free throw 1 of 2
3:56.0,R. Sacre enters the game for R. Kelly,,16-28,,
3:56.0,,,16-28,,A. Morrow enters the game for K. Singler
3:56.0,,,16-29,1,E. Kanter makes free throw 2 of 2
3:48.0,J. Lin makes 2-pt shot at rim,2,18-29,,
3:34.0,,,18-31,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
3:18.0,T. Black makes 2-pt shot at rim (assist by J. Lin),2,20-31,,
3:18.0,Violation by Team (delay of game),,20-31,,
3:03.0,,,20-31,,A. Morrow misses 3-pt shot from 22 ft
3:02.0,,,20-31,,Offensive rebound by M. McGary
2:53.0,,,20-31,,Turnover by M. McGary (lost ball; steal by W. Ellington)
2:45.0,W. Ellington misses 3-pt shot from 24 ft,,20-31,,
2:44.0,Offensive rebound by T. Black,,20-31,,
2:44.0,T. Black makes 2-pt shot at rim,2,22-31,,
2:36.0,,,22-31,,Oklahoma City full timeout
2:35.0,,,22-31,,D. Augustin enters the game for R. Westbrook
2:35.0,E. Davis enters the game for T. Black,,22-31,,
2:22.0,Personal foul by J. Brown (drawn by M. McGary),,22-31,,
2:22.0,,,22-31,,M. McGary misses free throw 1 of 2
2:22.0,,,22-31,,Offensive rebound by Team
2:22.0,,,22-32,1,M. McGary makes free throw 2 of 2
2:09.0,J. Lin misses 2-pt shot from 9 ft,,22-32,,
2:08.0,,,22-32,,Defensive rebound by M. McGary
1:52.0,,,22-32,,A. Morrow misses 2-pt shot from 3 ft
1:52.0,,,22-32,,Offensive rebound by E. Kanter
1:52.0,,,22-34,2,E. Kanter makes 2-pt shot from 1 ft
1:30.0,W. Ellington misses 2-pt shot from 12 ft,,22-34,,
1:29.0,,,22-34,,Defensive rebound by E. Kanter
1:17.0,,,22-36,2,D. Waiters makes 2-pt shot from 1 ft
0:56.0,J. Lin makes 2-pt shot at rim,2,24-36,,
0:38.0,,,24-36,,M. McGary misses 2-pt shot from 14 ft
0:37.0,Defensive rebound by E. Davis,,24-36,,
0:32.0,W. Ellington makes 3-pt shot from 22 ft (assist by J. Lin),3,27-36,,
0:14.0,,,27-36,,Shooting foul by R. Sacre (drawn by D. Waiters)
0:14.0,,,27-36,,D. Waiters misses free throw 1 of 2
0:14.0,,,27-36,,Offensive rebound by Team
0:14.0,,,27-36,,S. Adams enters the game for E. Kanter
0:14.0,,,27-37,1,D. Waiters makes free throw 2 of 2
0:01.0,,,27-37,,Personal foul by D. Augustin (drawn by J. Lin)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,W. Ellington makes 3-pt shot from 23 ft (assist by J. Clarkson),3,30-37,,
11:23.0,,,30-39,2,M. McGary makes 2-pt shot from 2 ft (assist by D. Augustin)
11:03.0,W. Ellington misses 3-pt shot from 25 ft,,30-39,,
11:02.0,,,30-39,,Defensive rebound by M. McGary
10:56.0,,,30-39,,A. Morrow misses 3-pt shot from 23 ft
10:55.0,,,30-39,,Offensive rebound by M. McGary
10:38.0,,,30-39,,Turnover by S. Adams (lost ball)
10:18.0,J. Brown misses 2-pt shot from 19 ft,,30-39,,
10:17.0,,,30-39,,Defensive rebound by D. Augustin
10:13.0,,,30-41,2,M. McGary makes 2-pt shot at rim (assist by D. Augustin)
9:45.0,R. Sacre misses 2-pt shot from 9 ft,,30-41,,
9:44.0,Offensive rebound by J. Clarkson,,30-41,,
9:44.0,J. Clarkson makes 2-pt shot from 1 ft,2,32-41,,
9:19.0,,,32-41,,J. Lamb misses 3-pt shot from 28 ft
9:18.0,,,32-41,,Offensive rebound by Team
9:18.0,,,32-41,,Turnover by Team (shot clock)
9:03.0,J. Clarkson misses 3-pt shot from 26 ft,,32-41,,
9:02.0,,,32-41,,Defensive rebound by S. Adams
8:52.0,,,32-43,2,S. Adams makes 2-pt shot at rim (assist by M. McGary)
8:32.0,E. Davis makes 2-pt shot from 9 ft,2,34-43,,
8:32.0,Shooting foul by M. McGary (drawn by E. Davis),,34-43,,
8:32.0,Official timeout,,34-43,,
8:32.0,,,34-43,,R. Westbrook enters the game for A. Morrow
8:32.0,E. Davis misses free throw 1 of 1,,34-43,,
8:31.0,,,34-43,,Defensive rebound by S. Adams
8:16.0,,,34-43,,J. Lamb misses 3-pt shot from 22 ft
8:15.0,Defensive rebound by E. Davis,,34-43,,
8:03.0,J. Clarkson makes 2-pt shot from 7 ft,2,36-43,,
7:53.0,,,36-45,2,R. Westbrook makes 2-pt shot from 1 ft
7:33.0,W. Ellington misses 3-pt shot from 24 ft,,36-45,,
7:32.0,,,36-45,,Defensive rebound by M. McGary
7:12.0,,,36-45,,S. Adams misses 2-pt shot from 4 ft
7:11.0,Defensive rebound by W. Ellington,,36-45,,
7:06.0,J. Brown misses 3-pt shot from 24 ft,,36-45,,
7:05.0,,,36-45,,Defensive rebound by J. Lamb
6:47.0,,,36-47,2,S. Adams makes 2-pt shot at rim (assist by D. Augustin)
6:29.0,Turnover by R. Sacre (lost ball; steal by D. Augustin),,36-47,,
6:26.0,,,36-49,2,R. Westbrook makes 2-pt shot at rim (assist by D. Augustin)
6:15.0,LA Lakers full timeout,,36-49,,
6:15.0,,,36-49,,D. Waiters enters the game for M. McGary
6:15.0,,,36-49,,E. Kanter enters the game for J. Lamb
6:06.0,Turnover by J. Clarkson (lost ball; steal by R. Westbrook),,36-49,,
6:01.0,,,36-49,,R. Westbrook misses 2-pt shot at rim
6:01.0,,,36-49,,Offensive rebound by Team
6:01.0,Loose ball foul by E. Davis (drawn by E. Kanter),,36-49,,
6:01.0,J. Lin enters the game for J. Brown,,36-49,,
6:01.0,W. Johnson enters the game for W. Ellington,,36-49,,
5:50.0,,,36-49,,Shooting foul by E. Davis (drawn by S. Adams)
5:50.0,,,36-50,1,S. Adams makes free throw 1 of 2
5:50.0,T. Black enters the game for E. Davis,,36-50,,
5:50.0,,,36-51,1,S. Adams makes free throw 2 of 2
5:29.0,T. Black misses 2-pt shot at rim,,36-51,,
5:29.0,Offensive rebound by Team,,36-51,,
5:27.0,Turnover by W. Johnson (bad pass; steal by D. Augustin),,36-51,,
5:17.0,,,36-51,,Turnover by R. Westbrook (bad pass; steal by R. Sacre)
5:12.0,,,36-51,,Violation by R. Westbrook (def goaltending)
5:12.0,J. Clarkson makes 2-pt shot from 1 ft (assist by J. Lin),2,38-51,,
4:59.0,,,38-51,,D. Waiters misses 2-pt shot from 22 ft
4:58.0,,,38-51,,Offensive rebound by Team
4:58.0,Loose ball foul by T. Black (drawn by E. Kanter),,38-51,,
4:49.0,,,38-51,,R. Westbrook misses 3-pt shot from 25 ft
4:48.0,Defensive rebound by Team,,38-51,,
4:30.0,W. Johnson misses 2-pt shot from 14 ft,,38-51,,
4:28.0,,,38-51,,Defensive rebound by E. Kanter
4:22.0,,,38-51,,Shooting foul by R. Sacre (drawn by R. Westbrook)
4:22.0,,,38-52,1,R. Westbrook makes free throw 1 of 2
4:22.0,,,38-52,,A. Morrow enters the game for D. Augustin
4:22.0,R. Kelly enters the game for R. Sacre,,38-52,,
4:22.0,,,38-53,1,R. Westbrook makes free throw 2 of 2
4:03.0,Turnover by W. Johnson (bad pass; steal by E. Kanter),,38-53,,
3:58.0,,,38-55,2,D. Waiters makes 2-pt shot from 1 ft (assist by E. Kanter)
3:38.0,J. Clarkson makes 2-pt shot at rim,2,40-55,,
3:23.0,,,40-55,,E. Kanter misses 2-pt shot from 17 ft
3:23.0,,,40-55,,Offensive rebound by Team
3:23.0,Loose ball foul by T. Black (drawn by S. Adams),,40-55,,
3:23.0,,,40-56,1,S. Adams makes free throw 1 of 2
3:23.0,,,40-56,,S. Novak enters the game for E. Kanter
3:23.0,,,40-57,1,S. Adams makes free throw 2 of 2
3:08.0,J. Lin misses 2-pt shot from 9 ft,,40-57,,
3:07.0,Offensive rebound by T. Black,,40-57,,
3:07.0,T. Black misses 2-pt shot from 1 ft (block by R. Westbrook),,40-57,,
3:05.0,Offensive rebound by J. Lin,,40-57,,
2:58.0,J. Clarkson misses 2-pt shot from 4 ft,,40-57,,
2:57.0,,,40-57,,Defensive rebound by S. Adams
2:52.0,,,40-57,,R. Westbrook misses 2-pt shot from 1 ft
2:51.0,Defensive rebound by J. Clarkson,,40-57,,
2:45.0,J. Lin makes 3-pt shot from 24 ft (assist by J. Clarkson),3,43-57,,
2:38.0,,,43-57,,Oklahoma City full timeout
2:22.0,,,43-59,2,S. Adams makes 2-pt shot from 3 ft (assist by R. Westbrook)
2:02.0,R. Kelly makes 3-pt shot from 22 ft (assist by J. Lin),3,46-59,,
1:45.0,,,46-61,2,S. Novak makes 2-pt shot from 23 ft (assist by R. Westbrook)
1:28.0,Shooting foul by S. Adams (drawn by T. Black),,46-61,,
1:28.0,T. Black makes free throw 1 of 2,1,47-61,,
1:28.0,,,47-61,,E. Kanter enters the game for S. Adams
1:28.0,T. Black misses free throw 2 of 2,,47-61,,
1:28.0,,,47-61,,Defensive rebound by S. Novak
1:13.0,,,47-61,,S. Novak misses 3-pt shot from 24 ft
1:12.0,,,47-61,,Offensive rebound by E. Kanter
1:10.0,,,47-61,,E. Kanter misses 2-pt shot from 2 ft (block by J. Clarkson)
1:08.0,Defensive rebound by T. Black,,47-61,,
1:04.0,Shooting foul by R. Westbrook (drawn by J. Lin),,47-61,,
1:04.0,J. Lin makes free throw 1 of 2,1,48-61,,
1:04.0,J. Lin makes free throw 2 of 2,1,49-61,,
0:55.0,,,49-63,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
0:42.0,J. Lin makes 2-pt shot at rim,2,51-63,,
0:34.0,Personal foul by J. Lin (drawn by R. Westbrook),,51-63,,
0:34.0,,,51-64,1,R. Westbrook makes free throw 1 of 2
0:34.0,,,51-64,,M. McGary enters the game for E. Kanter
0:34.0,,,51-65,1,R. Westbrook makes free throw 2 of 2
0:21.0,J. Clarkson makes 2-pt shot from 9 ft,2,53-65,,
0:01.0,,,53-68,3,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,W. Johnson misses 2-pt shot from 15 ft,,53-68,,
11:36.0,,,53-68,,Defensive rebound by E. Kanter
11:17.0,,,53-68,,Turnover by E. Kanter (bad pass)
11:08.0,,,53-68,,Personal foul by R. Westbrook (drawn by J. Lin)
10:57.0,J. Clarkson makes 2-pt shot from 18 ft,2,55-68,,
10:35.0,,,55-68,,Turnover by K. Singler (bad pass; steal by W. Johnson)
10:27.0,R. Kelly makes 2-pt shot from 1 ft (assist by J. Clarkson),2,57-68,,
10:15.0,,,57-68,,Shooting foul by R. Kelly (drawn by S. Adams)
10:15.0,,,57-69,1,S. Adams makes free throw 1 of 2
10:15.0,,,57-70,1,S. Adams makes free throw 2 of 2
9:59.0,Shooting foul by R. Westbrook (drawn by J. Lin),,57-70,,
9:59.0,J. Lin makes free throw 1 of 2,1,58-70,,
9:59.0,,,58-70,,D. Waiters enters the game for A. Morrow
9:59.0,J. Lin makes free throw 2 of 2,1,59-70,,
9:48.0,,,59-70,,Turnover by E. Kanter (lost ball; steal by R. Kelly)
9:43.0,J. Clarkson makes 2-pt shot at rim (assist by R. Kelly),2,61-70,,
9:42.0,,,61-70,,Oklahoma City full timeout
9:28.0,,,61-70,,R. Westbrook misses 2-pt shot from 2 ft (block by J. Clarkson)
9:26.0,Defensive rebound by J. Clarkson,,61-70,,
9:22.0,J. Clarkson misses 2-pt shot from 4 ft,,61-70,,
9:21.0,,,61-70,,Defensive rebound by S. Adams
9:18.0,,,61-72,2,R. Westbrook makes 2-pt shot from 1 ft (assist by S. Adams)
8:59.0,Shooting foul by D. Waiters (drawn by J. Clarkson),,61-72,,
8:59.0,J. Clarkson makes free throw 1 of 2,1,62-72,,
8:59.0,J. Clarkson misses free throw 2 of 2,,62-72,,
8:59.0,,,62-72,,Defensive rebound by E. Kanter
8:42.0,,,62-72,,K. Singler misses 2-pt shot from 4 ft
8:40.0,Defensive rebound by T. Black,,62-72,,
8:24.0,J. Clarkson makes 3-pt shot from 24 ft,3,65-72,,
8:01.0,,,65-75,3,R. Westbrook makes 3-pt shot from 24 ft (assist by E. Kanter)
7:51.0,,,65-75,,Personal block foul by S. Adams (drawn by J. Lin)
7:45.0,R. Kelly misses 3-pt shot from 24 ft,,65-75,,
7:44.0,,,65-75,,Defensive rebound by D. Waiters
7:34.0,,,65-77,2,D. Waiters makes 2-pt shot from 1 ft
7:22.0,T. Black makes 2-pt shot at rim (assist by J. Clarkson),2,67-77,,
7:04.0,,,67-79,2,D. Waiters makes 2-pt shot from 17 ft
6:42.0,W. Johnson misses 3-pt shot from 24 ft,,67-79,,
6:41.0,,,67-79,,Defensive rebound by R. Westbrook
6:36.0,,,67-81,2,R. Westbrook makes 2-pt shot from 2 ft
6:28.0,Turnover by J. Clarkson (bad pass; steal by R. Westbrook),,67-81,,
6:24.0,,,67-83,2,R. Westbrook makes 2-pt shot at rim
6:19.0,LA Lakers full timeout,,67-83,,
6:19.0,W. Ellington enters the game for J. Lin,,67-83,,
6:19.0,,,67-83,,M. McGary enters the game for S. Adams
5:59.0,W. Ellington misses 2-pt shot from 17 ft,,67-83,,
5:58.0,,,67-83,,Defensive rebound by M. McGary
5:41.0,,,67-85,2,E. Kanter makes 2-pt shot from 4 ft (assist by R. Westbrook)
5:25.0,,,67-85,,Violation by M. McGary (def goaltending)
5:25.0,R. Kelly makes 2-pt shot from 1 ft (assist by J. Clarkson),2,69-85,,
5:08.0,,,69-85,,Turnover by E. Kanter (lost ball; steal by R. Kelly)
5:05.0,W. Ellington misses 2-pt shot from 1 ft,,69-85,,
5:03.0,,,69-85,,Defensive rebound by K. Singler
4:57.0,,,69-87,2,D. Waiters makes 2-pt shot from 1 ft
4:38.0,J. Clarkson misses 2-pt shot from 17 ft,,69-87,,
4:37.0,,,69-87,,Defensive rebound by E. Kanter
4:28.0,,,69-87,,Shooting foul by W. Johnson (drawn by E. Kanter)
4:28.0,,,69-88,1,E. Kanter makes free throw 1 of 2
4:28.0,R. Sacre enters the game for R. Kelly,,69-88,,
4:28.0,J. Brown enters the game for W. Johnson,,69-88,,
4:28.0,E. Davis enters the game for T. Black,,69-88,,
4:28.0,,,69-89,1,E. Kanter makes free throw 2 of 2
4:18.0,J. Brown makes 2-pt shot from 23 ft (assist by J. Clarkson),2,71-89,,
3:55.0,,,71-89,,K. Singler misses 2-pt shot from 1 ft (block by E. Davis)
3:52.0,Defensive rebound by J. Clarkson,,71-89,,
3:48.0,W. Ellington misses 2-pt shot from 6 ft,,71-89,,
3:47.0,Offensive rebound by E. Davis,,71-89,,
3:47.0,,,71-89,,Personal foul by K. Singler (drawn by E. Davis)
3:47.0,,,71-89,,A. Morrow enters the game for K. Singler
3:47.0,E. Davis makes free throw 1 of 2,1,72-89,,
3:47.0,E. Davis makes free throw 2 of 2,1,73-89,,
3:33.0,,,73-89,,Turnover by R. Westbrook (bad pass; steal by R. Sacre)
3:29.0,J. Clarkson makes 2-pt shot from 1 ft (assist by W. Ellington),2,75-89,,
3:29.0,Shooting foul by A. Morrow (drawn by J. Clarkson),,75-89,,
3:29.0,J. Clarkson misses free throw 1 of 1,,75-89,,
3:28.0,,,75-89,,Defensive rebound by E. Kanter
3:23.0,,,75-89,,Shooting foul by E. Davis (drawn by R. Westbrook)
3:23.0,,,75-90,1,R. Westbrook makes free throw 1 of 2
3:23.0,,,75-91,1,R. Westbrook makes free throw 2 of 2
3:14.0,E. Davis makes 2-pt shot from 6 ft,2,77-91,,
3:14.0,Shooting foul by M. McGary (drawn by E. Davis),,77-91,,
3:14.0,E. Davis misses free throw 1 of 1,,77-91,,
3:14.0,,,77-91,,Defensive rebound by M. McGary
3:01.0,,,77-91,,Turnover by E. Kanter (bad pass; steal by E. Davis)
2:56.0,W. Ellington makes 2-pt shot at rim,2,79-91,,
2:40.0,,,79-93,2,D. Waiters makes 2-pt shot from 1 ft
2:24.0,Turnover by R. Sacre (offensive foul),,79-93,,
2:24.0,Offensive foul by R. Sacre,,79-93,,
2:13.0,,,79-95,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
1:55.0,E. Davis makes 2-pt shot at rim (assist by W. Ellington),2,81-95,,
1:39.0,,,81-95,,M. McGary misses 2-pt shot from 2 ft
1:38.0,Defensive rebound by W. Ellington,,81-95,,
1:29.0,R. Sacre misses 2-pt shot from 17 ft,,81-95,,
1:29.0,Offensive rebound by R. Sacre,,81-95,,
1:24.0,E. Davis makes 2-pt shot at rim (assist by R. Sacre),2,83-95,,
1:09.0,,,83-97,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
0:43.0,W. Ellington makes 2-pt shot from 1 ft (assist by R. Sacre),2,85-97,,
0:28.0,,,85-100,3,R. Westbrook makes 3-pt shot from 24 ft (assist by D. Waiters)
0:09.0,J. Clarkson makes 2-pt shot from 1 ft,2,87-100,,
0:09.0,Shooting foul by E. Kanter (drawn by J. Clarkson),,87-100,,
0:09.0,J. Clarkson makes free throw 1 of 1,1,88-100,,
0:02.0,,,88-100,,R. Westbrook misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by R. Sacre,,88-100,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,88-102,2,S. Adams makes 2-pt shot at rim
11:31.0,J. Brown misses 2-pt shot from 17 ft,,88-102,,
11:30.0,,,88-102,,Defensive rebound by S. Adams
11:14.0,,,88-102,,D. Waiters misses 2-pt shot at rim
11:13.0,,,88-102,,Offensive rebound by S. Adams
11:13.0,,,88-104,2,S. Adams makes 2-pt shot from 1 ft
10:58.0,R. Sacre misses 2-pt shot from 1 ft,,88-104,,
10:57.0,,,88-104,,Defensive rebound by M. McGary
10:33.0,,,88-104,,D. Augustin misses 2-pt shot from 3 ft
10:32.0,Defensive rebound by W. Ellington,,88-104,,
10:19.0,W. Ellington makes 3-pt shot from 24 ft,3,91-104,,
10:03.0,,,91-107,3,A. Morrow makes 3-pt shot from 24 ft (assist by D. Waiters)
9:45.0,E. Davis makes 2-pt shot from 1 ft (assist by J. Lin),2,93-107,,
9:21.0,,,93-109,2,D. Augustin makes 2-pt shot from 17 ft (assist by S. Adams)
9:09.0,Shooting foul by S. Adams (drawn by J. Lin),,93-109,,
9:09.0,J. Lin misses free throw 1 of 2,,93-109,,
9:09.0,Offensive rebound by Team,,93-109,,
9:09.0,W. Johnson enters the game for E. Davis,,93-109,,
9:09.0,R. Kelly enters the game for R. Sacre,,93-109,,
9:09.0,J. Lin makes free throw 2 of 2,1,94-109,,
8:57.0,,,94-109,,Turnover by M. McGary (offensive goaltending)
8:57.0,Official timeout,,94-109,,
8:57.0,,,94-109,,K. Singler enters the game for M. McGary
8:48.0,J. Lin misses 2-pt shot from 3 ft,,94-109,,
8:47.0,,,94-109,,Defensive rebound by S. Adams
8:26.0,,,94-111,2,D. Waiters makes 2-pt shot from 2 ft
8:14.0,W. Ellington misses 2-pt shot from 1 ft,,94-111,,
8:13.0,,,94-111,,Defensive rebound by D. Waiters
8:06.0,,,94-114,3,D. Augustin makes 3-pt shot from 23 ft (assist by D. Waiters)
7:49.0,J. Brown makes 2-pt shot from 1 ft,2,96-114,,
7:49.0,Shooting foul by K. Singler (drawn by J. Brown),,96-114,,
7:49.0,J. Brown makes free throw 1 of 1,1,97-114,,
7:40.0,Personal block foul by R. Kelly (drawn by D. Waiters),,97-114,,
7:28.0,,,97-114,,A. Morrow misses 2-pt shot from 2 ft (block by R. Kelly)
7:26.0,Defensive rebound by J. Lin,,97-114,,
7:22.0,W. Ellington makes 2-pt shot at rim (assist by J. Lin),2,99-114,,
7:04.0,,,99-114,,D. Waiters misses 2-pt shot from 19 ft
7:03.0,Defensive rebound by W. Johnson,,99-114,,
6:57.0,J. Lin misses 2-pt shot from 1 ft (block by K. Singler),,99-114,,
6:57.0,Offensive rebound by Team,,99-114,,
6:55.0,W. Johnson makes 2-pt shot from 14 ft (assist by J. Brown),2,101-114,,
6:32.0,,,101-116,2,D. Waiters makes 2-pt shot at rim
6:16.0,Shooting foul by K. Singler (drawn by W. Johnson),,101-116,,
6:16.0,W. Johnson makes free throw 1 of 2,1,102-116,,
6:16.0,W. Johnson makes free throw 2 of 2,1,103-116,,
6:02.0,,,103-116,,D. Waiters misses 2-pt shot from 16 ft
6:01.0,,,103-116,,Offensive rebound by S. Adams
5:57.0,,,103-119,3,A. Morrow makes 3-pt shot from 24 ft (assist by S. Adams)
5:38.0,W. Johnson misses 3-pt shot from 25 ft,,103-119,,
5:37.0,,,103-119,,Defensive rebound by D. Waiters
5:26.0,,,103-122,3,K. Singler makes 3-pt shot from 22 ft (assist by D. Waiters)
5:14.0,,,103-122,,Personal foul by S. Adams (drawn by J. Lin)
5:14.0,,,103-122,,Oklahoma City full timeout
5:14.0,T. Black enters the game for J. Lin,,103-122,,
5:14.0,J. Clarkson enters the game for W. Ellington,,103-122,,
5:14.0,,,103-122,,J. Lamb enters the game for S. Adams
5:14.0,,,103-122,,M. McGary enters the game for D. Waiters
4:58.0,W. Johnson makes 2-pt shot from 17 ft,2,105-122,,
4:38.0,,,105-122,,Turnover by K. Singler (lost ball)
4:17.0,T. Black makes 2-pt shot from 4 ft,2,107-122,,
3:53.0,,,107-124,2,D. Augustin makes 2-pt shot from 2 ft
3:33.0,J. Clarkson makes 3-pt shot from 25 ft (assist by W. Johnson),3,110-124,,
3:15.0,,,110-124,,D. Augustin misses 3-pt shot from 24 ft
3:14.0,Defensive rebound by W. Johnson,,110-124,,
3:06.0,Shooting foul by A. Morrow (drawn by R. Kelly),,110-124,,
3:06.0,R. Kelly makes free throw 1 of 2,1,111-124,,
3:06.0,R. Kelly makes free throw 2 of 2,1,112-124,,
2:47.0,,,112-124,,Turnover by A. Morrow (bad pass; steal by J. Clarkson)
2:42.0,Turnover by J. Clarkson (lost ball),,112-124,,
2:42.0,LA Lakers full timeout,,112-124,,
2:31.0,,,112-124,,J. Lamb misses 3-pt shot from 23 ft
2:30.0,,,112-124,,Offensive rebound by M. McGary
2:26.0,,,112-124,,Turnover by M. McGary (traveling)
2:11.0,W. Johnson misses 2-pt shot from 17 ft,,112-124,,
