time,Washington,pts.away,score,pts.home,Atlanta
4:10.0,,,34-41,,Defensive rebound by D. Carroll
4:08.0,,,34-43,2,J. Teague makes 2-pt shot at rim (assist by D. Carroll)
3:51.0,P. Pierce makes 3-pt shot from 25 ft (assist by R. Sessions),3,37-43,,
3:43.0,,,37-43,,K. Korver misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by P. Pierce,,37-43,,
3:32.0,M. Gortat misses 2-pt shot from 6 ft,,37-43,,
3:31.0,,,37-43,,Defensive rebound by Team
3:31.0,,,37-43,,A. Horford enters the game for P. Antic
3:15.0,,,37-43,,A. Horford misses 2-pt shot from 16 ft
3:13.0,Defensive rebound by M. Gortat,,37-43,,
3:03.0,M. Gortat misses 2-pt shot from 2 ft,,37-43,,
3:02.0,Offensive rebound by M. Gortat,,37-43,,
3:02.0,M. Gortat makes 2-pt shot from 2 ft,2,39-43,,
2:55.0,,,39-45,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
2:37.0,Turnover by P. Pierce (lost ball; steal by P. Millsap),,39-45,,
2:37.0,Personal foul by P. Pierce (drawn by P. Millsap),,39-45,,
2:37.0,Washington full timeout,,39-45,,
2:37.0,,,39-46,1,P. Millsap makes free throw 1 of 2
2:37.0,,,39-47,1,P. Millsap makes free throw 2 of 2
2:24.0,O. Porter makes 3-pt shot from 24 ft (assist by B. Beal),3,42-47,,
2:09.0,,,42-47,,Turnover by J. Teague (bad pass; steal by O. Porter)
2:04.0,R. Sessions makes 2-pt shot from 2 ft,2,44-47,,
1:48.0,,,44-47,,D. Carroll misses 3-pt shot from 25 ft
1:46.0,,,44-47,,Offensive rebound by A. Horford
1:43.0,,,44-49,2,D. Carroll makes 2-pt shot from 9 ft (assist by A. Horford)
1:31.0,B. Beal makes 2-pt shot from 19 ft,2,46-49,,
1:09.0,,,46-49,,Turnover by D. Carroll (bad pass; steal by O. Porter)
1:00.0,P. Pierce misses 3-pt shot from 25 ft,,46-49,,
0:59.0,,,46-49,,Defensive rebound by Team
0:59.0,Loose ball foul by M. Gortat (drawn by P. Millsap),,46-49,,
0:59.0,,,46-50,1,P. Millsap makes free throw 1 of 2
0:59.0,K. Seraphin enters the game for M. Gortat,,46-50,,
0:59.0,,,46-51,1,P. Millsap makes free throw 2 of 2
0:50.0,Turnover by K. Seraphin (lost ball; steal by P. Millsap),,46-51,,
0:42.0,,,46-51,,D. Carroll misses 2-pt shot from 5 ft
0:38.0,Defensive rebound by K. Seraphin,,46-51,,
0:33.0,B. Beal misses 2-pt shot from 20 ft,,46-51,,
0:32.0,,,46-51,,Defensive rebound by J. Teague
0:32.0,Personal foul by P. Pierce (drawn by J. Teague),,46-51,,
0:32.0,,,46-52,1,J. Teague makes free throw 1 of 2
0:32.0,D. Gooden enters the game for P. Pierce,,46-52,,
0:32.0,,,46-53,1,J. Teague makes free throw 2 of 2
0:10.0,K. Seraphin misses 2-pt shot from 14 ft,,46-53,,
0:08.0,,,46-53,,Defensive rebound by J. Teague
0:02.0,,,46-53,,K. Korver misses 3-pt shot from 25 ft
0:01.0,,,46-53,,Offensive rebound by J. Teague
0:01.0,,,46-53,,J. Teague misses 2-pt shot from 1 ft
0:00.0,,,46-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,46-53,,P. Millsap misses 2-pt shot from 19 ft
11:34.0,Defensive rebound by R. Sessions,,46-53,,
11:17.0,R. Sessions makes 3-pt shot from 26 ft (assist by B. Beal),3,49-53,,
10:52.0,,,49-53,,P. Millsap misses 3-pt shot from 25 ft
10:50.0,Defensive rebound by B. Beal,,49-53,,
10:42.0,R. Sessions makes 3-pt shot from 24 ft (assist by B. Beal),3,52-53,,
10:23.0,,,52-56,3,K. Korver makes 3-pt shot from 25 ft (assist by D. Carroll)
10:07.0,Offensive charge foul by N. Hilario,,52-56,,
10:07.0,Turnover by N. Hilario (offensive foul),,52-56,,
9:49.0,,,52-56,,A. Horford misses 2-pt shot from 3 ft
9:48.0,,,52-56,,Offensive rebound by P. Millsap
9:48.0,,,52-56,,P. Millsap misses 2-pt shot at rim
9:46.0,Defensive rebound by R. Sessions,,52-56,,
9:32.0,R. Sessions makes 2-pt shot from 9 ft,2,54-56,,
9:13.0,,,54-59,3,D. Carroll makes 3-pt shot from 25 ft (assist by P. Millsap)
8:56.0,R. Sessions makes 2-pt shot from 4 ft,2,56-59,,
8:47.0,,,56-59,,Shooting foul by P. Pierce (drawn by D. Carroll)
8:47.0,,,56-60,1,D. Carroll makes free throw 1 of 3
8:47.0,,,56-61,1,D. Carroll makes free throw 2 of 3
8:47.0,,,56-62,1,D. Carroll makes free throw 3 of 3
8:33.0,P. Pierce misses 2-pt shot from 19 ft,,56-62,,
8:32.0,,,56-62,,Defensive rebound by P. Millsap
8:26.0,,,56-62,,P. Millsap misses 2-pt shot from 1 ft
8:24.0,Defensive rebound by M. Gortat,,56-62,,
8:10.0,B. Beal makes 3-pt shot from 23 ft (assist by M. Gortat),3,59-62,,
7:51.0,,,59-62,,A. Horford misses 2-pt shot from 19 ft
7:50.0,Defensive rebound by B. Beal,,59-62,,
7:42.0,,,59-62,,Personal foul by K. Korver (drawn by B. Beal)
7:29.0,R. Sessions misses 3-pt shot from 23 ft,,59-62,,
7:28.0,,,59-62,,Defensive rebound by K. Korver
7:18.0,,,59-65,3,K. Korver makes 3-pt shot from 25 ft (assist by J. Teague)
7:01.0,B. Beal misses 3-pt shot from 25 ft,,59-65,,
6:59.0,,,59-65,,Defensive rebound by P. Millsap
6:47.0,,,59-65,,J. Teague misses 2-pt shot from 20 ft
6:45.0,Defensive rebound by M. Gortat,,59-65,,
6:39.0,Washington full timeout,,59-65,,
6:23.0,M. Gortat makes 2-pt shot from 17 ft (assist by R. Sessions),2,61-65,,
6:08.0,,,61-65,,A. Horford misses 2-pt shot from 18 ft
6:07.0,Defensive rebound by M. Gortat,,61-65,,
5:59.0,,,61-65,,Personal foul by K. Korver (drawn by B. Beal)
5:59.0,,,61-65,,P. Antic enters the game for A. Horford
5:59.0,,,61-65,,K. Bazemore enters the game for K. Korver
5:59.0,D. Gooden enters the game for N. Hilario,,61-65,,
5:43.0,B. Beal misses 2-pt shot from 22 ft,,61-65,,
5:40.0,,,61-65,,Defensive rebound by J. Teague
5:35.0,,,61-65,,D. Carroll misses 3-pt shot from 25 ft
5:33.0,Jump ball: B. Beal vs. P. Millsap (K. Bazemore gains possession),,,,Jump ball: B. Beal vs. P. Millsap (K. Bazemore gains possession)
5:33.0,,,61-65,,Offensive rebound by Team
5:20.0,,,61-65,,J. Teague misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by P. Pierce,,61-65,,
5:14.0,B. Beal makes 2-pt shot from 2 ft (assist by P. Pierce),2,63-65,,
4:55.0,,,63-65,,P. Antic misses 3-pt shot from 25 ft
4:54.0,Defensive rebound by D. Gooden,,63-65,,
4:43.0,P. Pierce misses 2-pt shot from 17 ft,,63-65,,
4:40.0,,,63-65,,Defensive rebound by P. Antic
4:32.0,,,63-68,3,K. Bazemore makes 3-pt shot from 22 ft (assist by J. Teague)
4:08.0,D. Gooden misses 2-pt shot from 8 ft,,63-68,,
4:06.0,,,63-68,,Defensive rebound by D. Carroll
4:05.0,Personal foul by R. Sessions (drawn by J. Teague),,63-68,,
4:05.0,O. Porter enters the game for P. Pierce,,63-68,,
3:55.0,,,63-68,,Turnover by K. Bazemore (lost ball; steal by B. Beal)
3:52.0,B. Beal makes 2-pt shot from 1 ft (assist by R. Sessions),2,65-68,,
3:52.0,Shooting foul by J. Teague (drawn by B. Beal),,65-68,,
3:52.0,,,65-68,,D. Schroder enters the game for J. Teague
3:52.0,B. Beal makes free throw 1 of 1,1,66-68,,
3:42.0,,,66-68,,Shooting foul by M. Gortat (drawn by P. Millsap)
3:42.0,,,66-68,,P. Millsap misses free throw 1 of 2
3:42.0,,,66-68,,Offensive rebound by Team
3:42.0,,,66-69,1,P. Millsap makes free throw 2 of 2
3:21.0,B. Beal misses 2-pt shot from 2 ft,,66-69,,
3:19.0,Offensive rebound by D. Gooden,,66-69,,
3:19.0,D. Gooden makes 2-pt shot at rim,2,68-69,,
3:14.0,,,68-69,,Atlanta full timeout
3:14.0,,,68-69,,K. Korver enters the game for K. Bazemore
2:54.0,,,68-69,,P. Millsap misses 3-pt shot from 24 ft
2:52.0,,,68-69,,Offensive rebound by D. Carroll
2:51.0,,,68-71,2,D. Carroll makes 2-pt shot at rim
2:18.0,O. Porter makes 3-pt shot from 22 ft (assist by B. Beal),3,71-71,,
2:06.0,,,71-71,,Shooting foul by M. Gortat (drawn by D. Schroder)
2:06.0,,,71-72,1,D. Schroder makes free throw 1 of 2
2:06.0,,,71-72,,K. Bazemore enters the game for D. Carroll
2:06.0,G. Temple enters the game for B. Beal,,71-72,,
2:06.0,N. Hilario enters the game for M. Gortat,,71-72,,
2:06.0,,,71-73,1,D. Schroder makes free throw 2 of 2
1:52.0,D. Gooden makes 2-pt shot from 19 ft (assist by O. Porter),2,73-73,,
1:37.0,,,73-76,3,K. Bazemore makes 3-pt shot from 23 ft (assist by D. Schroder)
1:11.0,G. Temple misses 2-pt shot from 22 ft,,73-76,,
1:10.0,,,73-76,,Defensive rebound by D. Schroder
1:05.0,,,73-76,,A. Horford enters the game for P. Millsap
0:47.0,,,73-78,2,A. Horford makes 2-pt shot from 16 ft
0:37.0,,,73-78,,Personal foul by P. Antic (drawn by N. Hilario)
0:28.0,O. Porter makes 2-pt shot from 20 ft (assist by N. Hilario),2,75-78,,
0:08.0,,,75-80,2,D. Schroder makes 2-pt shot from 1 ft
0:02.0,R. Sessions misses 3-pt shot from 25 ft,,75-80,,
0:01.0,,,75-80,,Defensive rebound by P. Antic
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,O. Porter misses 3-pt shot from 25 ft,,75-80,,
11:40.0,,,75-80,,Defensive rebound by K. Korver
11:37.0,,,75-80,,Turnover by K. Bazemore (bad pass; steal by D. Gooden)
11:24.0,Turnover by D. Gooden (bad pass; steal by A. Horford),,75-80,,
11:20.0,Shooting block foul by D. Gooden (drawn by K. Bazemore),,75-80,,
11:20.0,,,75-81,1,K. Bazemore makes free throw 1 of 2
11:20.0,,,75-82,1,K. Bazemore makes free throw 2 of 2
11:02.0,O. Porter misses 2-pt shot from 11 ft (block by K. Bazemore),,75-82,,
11:02.0,Offensive rebound by Team,,75-82,,
10:59.0,B. Beal misses 2-pt shot from 17 ft,,75-82,,
10:56.0,,,75-82,,Defensive rebound by D. Schroder
10:52.0,,,75-82,,P. Antic misses 2-pt shot from 2 ft (block by D. Gooden)
10:50.0,,,75-82,,Offensive rebound by A. Horford
10:39.0,,,75-82,,D. Schroder misses 2-pt shot from 1 ft
10:38.0,Defensive rebound by O. Porter,,75-82,,
10:19.0,B. Beal misses 2-pt shot from 7 ft,,75-82,,
10:19.0,,,75-82,,Defensive rebound by Team
9:55.0,,,75-84,2,A. Horford makes 2-pt shot from 1 ft (assist by D. Schroder)
9:55.0,Washington full timeout,,75-84,,
9:55.0,P. Pierce enters the game for N. Hilario,,75-84,,
9:55.0,R. Sessions enters the game for D. Gooden,,75-84,,
9:55.0,M. Gortat enters the game for G. Temple,,75-84,,
9:43.0,O. Porter misses 2-pt shot from 16 ft,,75-84,,
9:42.0,,,75-84,,Defensive rebound by D. Schroder
9:34.0,Personal foul by O. Porter (drawn by K. Bazemore),,75-84,,
9:29.0,,,75-84,,A. Horford misses 2-pt shot from 19 ft
9:27.0,Defensive rebound by O. Porter,,75-84,,
9:19.0,R. Sessions makes 2-pt shot from 2 ft,2,77-84,,
9:19.0,Shooting foul by D. Schroder (drawn by R. Sessions),,77-84,,
9:19.0,,,77-84,,P. Millsap enters the game for K. Korver
9:19.0,,,77-84,,D. Carroll enters the game for P. Antic
9:19.0,R. Sessions makes free throw 1 of 1,1,78-84,,
9:02.0,Personal block foul by B. Beal (drawn by D. Carroll),,78-84,,
8:54.0,,,78-84,,D. Schroder misses 2-pt shot from 19 ft
8:52.0,Defensive rebound by O. Porter,,78-84,,
8:44.0,P. Pierce makes 3-pt shot from 25 ft (assist by B. Beal),3,81-84,,
8:17.0,,,81-86,2,A. Horford makes 2-pt shot from 2 ft (assist by P. Millsap)
8:00.0,,,81-86,,Personal foul by D. Schroder (drawn by P. Pierce)
8:00.0,,,81-86,,J. Teague enters the game for D. Schroder
8:00.0,,,81-86,,K. Korver enters the game for K. Bazemore
7:49.0,B. Beal misses 2-pt shot from 17 ft,,81-86,,
7:48.0,,,81-86,,Defensive rebound by P. Millsap
7:29.0,,,81-88,2,A. Horford makes 2-pt shot from 19 ft (assist by D. Carroll)
7:11.0,Turnover by R. Sessions (bad pass; steal by A. Horford),,81-88,,
7:10.0,Personal foul by R. Sessions (drawn by D. Carroll),,81-88,,
6:54.0,,,81-88,,Turnover by J. Teague (bad pass; steal by O. Porter)
6:52.0,Shooting foul by A. Horford (drawn by O. Porter),,81-88,,
6:52.0,O. Porter misses free throw 1 of 2,,81-88,,
6:52.0,Offensive rebound by Team,,81-88,,
6:52.0,O. Porter makes free throw 2 of 2,1,82-88,,
6:42.0,,,82-88,,K. Korver misses 3-pt shot from 25 ft
6:41.0,Defensive rebound by M. Gortat,,82-88,,
6:36.0,,,82-88,,Personal foul by J. Teague (drawn by B. Beal)
6:36.0,,,82-88,,P. Antic enters the game for A. Horford
6:23.0,Offensive foul by M. Gortat,,82-88,,
6:23.0,Turnover by M. Gortat (offensive foul),,82-88,,
6:10.0,,,82-88,,P. Antic misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by O. Porter,,82-88,,
6:01.0,Shooting foul by K. Korver (drawn by R. Sessions),,82-88,,
6:01.0,R. Sessions makes free throw 1 of 2,1,83-88,,
6:01.0,R. Sessions misses free throw 2 of 2,,83-88,,
6:00.0,,,83-88,,Defensive rebound by P. Millsap
5:56.0,,,83-88,,Atlanta full timeout
5:44.0,,,83-88,,D. Carroll misses 3-pt shot from 23 ft
5:42.0,,,83-88,,Offensive rebound by P. Millsap
5:39.0,,,83-90,2,P. Millsap makes 2-pt shot from 8 ft
5:19.0,M. Gortat misses 2-pt shot from 1 ft,,83-90,,
5:16.0,,,83-90,,Defensive rebound by K. Korver
5:01.0,,,83-93,3,P. Antic makes 3-pt shot from 23 ft (assist by J. Teague)
4:38.0,M. Gortat misses 2-pt shot from 6 ft,,83-93,,
4:37.0,,,83-93,,Defensive rebound by P. Antic
4:27.0,,,83-93,,J. Teague misses 3-pt shot from 25 ft
4:26.0,,,83-93,,Offensive rebound by Team
4:26.0,Loose ball foul by M. Gortat (drawn by P. Antic),,83-93,,
4:26.0,N. Hilario enters the game for M. Gortat,,83-93,,
4:26.0,,,83-94,1,P. Antic makes free throw 1 of 2
4:26.0,,,83-95,1,P. Antic makes free throw 2 of 2
4:13.0,Turnover by N. Hilario (bad pass; steal by P. Millsap),,83-95,,
3:54.0,,,83-95,,J. Teague misses 2-pt shot from 1 ft
3:51.0,Defensive rebound by N. Hilario,,83-95,,
3:47.0,P. Pierce makes 3-pt shot from 24 ft (assist by O. Porter),3,86-95,,
3:22.0,,,86-95,,P. Millsap misses 2-pt shot from 1 ft
3:21.0,,,86-95,,Offensive rebound by P. Millsap
3:21.0,,,86-95,,P. Millsap misses 2-pt shot from 1 ft
3:20.0,Defensive rebound by R. Sessions,,86-95,,
3:16.0,B. Beal makes 2-pt shot from 22 ft (assist by R. Sessions),2,88-95,,
2:53.0,,,88-98,3,K. Korver makes 3-pt shot from 23 ft (assist by P. Millsap)
2:50.0,Washington full timeout,,88-98,,
2:50.0,Official timeout,,88-98,,
2:50.0,,,88-98,,A. Horford enters the game for P. Antic
2:35.0,N. Hilario misses 2-pt shot from 2 ft,,88-98,,
2:33.0,Offensive rebound by N. Hilario,,88-98,,
2:33.0,N. Hilario misses 2-pt shot from 1 ft,,88-98,,
2:33.0,Offensive rebound by Team,,88-98,,
2:29.0,Offensive foul by N. Hilario,,88-98,,
2:29.0,Turnover by N. Hilario (offensive foul),,88-98,,
2:11.0,,,88-98,,P. Millsap misses 2-pt shot from 6 ft
