time,Minnesota,pts.away,score,pts.home,Houston
9:20.0,,,29-32,,P. Prigioni misses 3-pt shot from 25 ft
9:19.0,Defensive rebound by C. Budinger,,29-32,,
9:13.0,,,29-32,,Shooting block foul by T. Ariza (drawn by K. Martin)
9:13.0,K. Martin makes free throw 1 of 2,1,30-32,,
9:13.0,,,30-32,,D. Motiejunas enters the game for J. Dorsey
9:13.0,K. Martin makes free throw 2 of 2,1,31-32,,
8:54.0,,,31-32,,T. Ariza misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by Z. LaVine,,31-32,,
8:37.0,K. Martin makes 3-pt shot from 24 ft (assist by N. Pekovic),3,34-32,,
8:28.0,,,34-34,2,J. Smith makes 2-pt shot from 2 ft
8:28.0,,,34-34,,Shooting foul by G. Robinson (drawn by J. Smith)
8:28.0,Official timeout,,34-34,,
8:28.0,,,34-34,,J. Terry enters the game for P. Prigioni
8:28.0,,,34-35,1,J. Smith makes free throw 1 of 1
8:13.0,N. Pekovic makes 2-pt shot from 1 ft (assist by Z. LaVine),2,36-35,,
7:54.0,,,36-35,,T. Ariza misses 3-pt shot from 22 ft
7:52.0,Defensive rebound by N. Pekovic,,36-35,,
7:46.0,,,36-35,,Personal foul by C. Brewer (drawn by K. Martin)
7:46.0,,,36-35,,J. Harden enters the game for T. Ariza
7:46.0,A. Wiggins enters the game for C. Budinger,,36-35,,
7:36.0,Turnover by N. Pekovic (traveling),,36-35,,
7:29.0,,,36-35,,C. Brewer misses 2-pt shot from 19 ft
7:28.0,,,36-35,,Offensive rebound by J. Smith
7:27.0,,,36-37,2,J. Smith makes 2-pt shot from 2 ft
7:08.0,Turnover by K. Martin (bad pass; steal by J. Smith),,36-37,,
7:04.0,,,36-37,,Shooting foul by G. Robinson (drawn by C. Brewer)
7:04.0,,,36-38,1,C. Brewer makes free throw 1 of 2
7:04.0,G. Dieng enters the game for G. Robinson,,36-38,,
7:04.0,R. Rubio enters the game for Z. LaVine,,36-38,,
7:04.0,,,36-38,,T. Jones enters the game for J. Smith
7:04.0,,,36-39,1,C. Brewer makes free throw 2 of 2
6:41.0,R. Rubio misses 2-pt shot from 19 ft,,36-39,,
6:39.0,,,36-39,,Defensive rebound by J. Harden
6:34.0,,,36-39,,J. Terry misses 3-pt shot from 24 ft
6:32.0,Defensive rebound by R. Rubio,,36-39,,
6:11.0,K. Martin misses 2-pt shot from 5 ft,,36-39,,
6:09.0,Offensive rebound by G. Dieng,,36-39,,
6:09.0,G. Dieng makes 2-pt shot from 5 ft,2,38-39,,
5:53.0,,,38-39,,J. Terry misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by R. Rubio,,38-39,,
5:40.0,N. Pekovic misses 2-pt shot from 4 ft,,38-39,,
5:38.0,,,38-39,,Defensive rebound by T. Jones
5:33.0,,,38-39,,Shooting foul by K. Martin (drawn by D. Motiejunas)
5:33.0,,,38-39,,Houston full timeout
5:33.0,,,38-39,,D. Motiejunas misses free throw 1 of 2
5:33.0,,,38-39,,Offensive rebound by Team
5:33.0,,,38-39,,D. Motiejunas misses free throw 2 of 2
5:33.0,Defensive rebound by G. Dieng,,38-39,,
5:12.0,A. Wiggins misses 2-pt shot from 2 ft (block by J. Harden),,38-39,,
5:12.0,Offensive rebound by Team,,38-39,,
5:09.0,K. Martin makes 2-pt shot at rim (assist by N. Pekovic),2,40-39,,
4:45.0,,,40-39,,J. Harden misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by G. Dieng,,40-39,,
4:39.0,Turnover by A. Wiggins (lost ball),,40-39,,
4:29.0,,,40-39,,Turnover by J. Terry (bad pass; steal by R. Rubio)
4:24.0,A. Wiggins makes 2-pt shot at rim (assist by G. Dieng),2,42-39,,
4:05.0,,,42-42,3,J. Terry makes 3-pt shot from 22 ft (assist by J. Harden)
3:50.0,N. Pekovic makes 2-pt shot from 9 ft (assist by K. Martin),2,44-42,,
3:33.0,,,44-44,2,J. Harden makes 2-pt shot from 4 ft
3:33.0,,,44-44,,Shooting foul by A. Wiggins (drawn by J. Harden)
3:33.0,,,44-44,,T. Ariza enters the game for C. Brewer
3:33.0,,,44-44,,J. Smith enters the game for D. Motiejunas
3:33.0,Minnesota full timeout,,44-44,,
3:33.0,,,44-45,1,J. Harden makes free throw 1 of 1
3:13.0,Turnover by N. Pekovic (bad pass),,44-45,,
3:04.0,,,44-45,,Shooting foul by N. Pekovic (drawn by J. Harden)
3:04.0,,,44-46,1,J. Harden makes free throw 1 of 2
3:04.0,,,44-46,,J. Harden misses free throw 2 of 2
3:04.0,Defensive rebound by G. Dieng,,44-46,,
2:50.0,K. Martin misses 2-pt shot from 19 ft,,44-46,,
2:48.0,Offensive rebound by N. Pekovic,,44-46,,
2:45.0,N. Pekovic misses 2-pt shot at rim,,44-46,,
2:44.0,Offensive rebound by N. Pekovic,,44-46,,
2:44.0,N. Pekovic misses 2-pt shot at rim (block by J. Smith),,44-46,,
2:43.0,Offensive rebound by G. Dieng,,44-46,,
2:43.0,G. Dieng misses 2-pt shot from 1 ft,,44-46,,
2:40.0,Offensive rebound by G. Dieng,,44-46,,
2:32.0,A. Wiggins makes 2-pt shot from 21 ft (assist by G. Dieng),2,46-46,,
2:25.0,,,46-49,3,J. Smith makes 3-pt shot from 24 ft (assist by J. Harden)
2:10.0,Turnover by K. Martin (bad pass; steal by T. Ariza),,46-49,,
2:05.0,,,46-51,2,T. Ariza makes 2-pt shot at rim (assist by J. Terry)
1:50.0,A. Wiggins makes 2-pt shot from 2 ft (assist by R. Rubio),2,48-51,,
1:36.0,,,48-51,,J. Smith misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by Team,,48-51,,
1:26.0,,,48-51,,Personal foul by J. Terry (drawn by R. Rubio)
1:21.0,R. Rubio makes 2-pt shot from 15 ft,2,50-51,,
1:02.0,,,50-51,,J. Smith misses 2-pt shot from 2 ft
1:01.0,Defensive rebound by G. Dieng,,50-51,,
0:57.0,Turnover by R. Rubio (bad pass; steal by T. Jones),,50-51,,
0:48.0,,,50-51,,Turnover by J. Harden (bad pass; steal by K. Martin)
0:46.0,K. Martin makes 2-pt shot from 1 ft,2,52-51,,
0:46.0,Shooting foul by J. Terry (drawn by K. Martin),,52-51,,
0:46.0,,,52-51,,Technical foul by J. Terry (drawn by K. Martin)
0:46.0,K. Martin makes technical free throw,1,53-51,,
0:46.0,,,53-51,,C. Brewer enters the game for T. Ariza
0:46.0,,,53-51,,P. Prigioni enters the game for J. Terry
0:46.0,A. Payne enters the game for A. Wiggins,,53-51,,
0:46.0,C. Budinger enters the game for G. Dieng,,53-51,,
0:46.0,K. Martin makes free throw 1 of 1,1,54-51,,
0:34.0,,,54-53,2,J. Harden makes 2-pt shot from 1 ft
0:15.0,Shooting foul by P. Prigioni (drawn by R. Rubio),,54-53,,
0:15.0,R. Rubio makes free throw 1 of 2,1,55-53,,
0:15.0,R. Rubio makes free throw 2 of 2,1,56-53,,
0:00.0,,,56-56,3,J. Harden makes 3-pt shot from 25 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,56-58,2,D. Motiejunas makes 2-pt shot from 2 ft (assist by J. Harden)
11:27.0,A. Payne misses 2-pt shot from 10 ft,,56-58,,
11:25.0,Offensive rebound by A. Payne,,56-58,,
11:16.0,A. Wiggins misses 2-pt shot from 22 ft,,56-58,,
11:14.0,,,56-58,,Defensive rebound by T. Ariza
11:04.0,,,56-58,,D. Motiejunas misses 2-pt shot from 2 ft
11:02.0,Defensive rebound by A. Payne,,56-58,,
10:53.0,A. Payne misses 2-pt shot from 8 ft,,56-58,,
10:52.0,,,56-58,,Defensive rebound by J. Harden
10:38.0,,,56-60,2,D. Motiejunas makes 2-pt shot from 11 ft (assist by T. Ariza)
10:19.0,K. Martin misses 3-pt shot from 22 ft,,56-60,,
10:17.0,Offensive rebound by N. Pekovic,,56-60,,
10:13.0,K. Martin makes 3-pt shot from 22 ft (assist by R. Rubio),3,59-60,,
9:58.0,,,59-60,,Shooting foul by K. Martin (drawn by T. Jones)
9:58.0,,,59-60,,T. Jones misses free throw 1 of 2
9:58.0,,,59-60,,Offensive rebound by Team
9:58.0,G. Dieng enters the game for A. Payne,,59-60,,
9:58.0,,,59-60,,T. Jones misses free throw 2 of 2
9:58.0,Defensive rebound by N. Pekovic,,59-60,,
9:41.0,A. Wiggins misses 3-pt shot from 25 ft,,59-60,,
9:40.0,Offensive rebound by Team,,59-60,,
9:29.0,N. Pekovic misses 2-pt shot from 4 ft,,59-60,,
9:24.0,Offensive rebound by N. Pekovic,,59-60,,
9:22.0,N. Pekovic misses 2-pt shot at rim (block by J. Harden),,59-60,,
9:19.0,,,59-60,,Defensive rebound by J. Terry
9:16.0,,,59-60,,J. Harden misses 2-pt shot from 1 ft
9:13.0,Defensive rebound by N. Pekovic,,59-60,,
9:10.0,Turnover by A. Wiggins (traveling),,59-60,,
8:52.0,,,59-60,,D. Motiejunas misses 2-pt shot from 8 ft
8:51.0,Defensive rebound by N. Pekovic,,59-60,,
8:40.0,Shooting foul by J. Harden (drawn by N. Pekovic),,59-60,,
8:40.0,N. Pekovic makes 2-pt shot at rim (assist by G. Dieng),2,61-60,,
8:40.0,,,61-60,,Houston full timeout
8:40.0,N. Pekovic makes free throw 1 of 1,1,62-60,,
8:28.0,,,62-60,,Turnover by D. Motiejunas (bad pass)
8:14.0,N. Pekovic misses 2-pt shot from 4 ft,,62-60,,
8:12.0,,,62-60,,Defensive rebound by D. Motiejunas
8:09.0,,,62-62,2,T. Jones makes 2-pt shot from 2 ft (assist by J. Harden)
8:09.0,,,62-62,,Shooting foul by R. Rubio (drawn by T. Jones)
8:09.0,,,62-63,1,T. Jones makes free throw 1 of 1
7:54.0,A. Wiggins misses 2-pt shot from 1 ft,,62-63,,
7:53.0,Offensive rebound by A. Wiggins,,62-63,,
7:53.0,A. Wiggins misses 2-pt shot from 1 ft,,62-63,,
7:52.0,,,62-63,,Defensive rebound by T. Ariza
7:46.0,,,62-63,,Shooting foul by K. Martin (drawn by J. Harden)
7:46.0,,,62-63,,J. Harden misses free throw 1 of 2
7:46.0,,,62-63,,Offensive rebound by Team
7:46.0,,,62-64,1,J. Harden makes free throw 2 of 2
7:26.0,R. Rubio misses 3-pt shot from 24 ft,,62-64,,
7:25.0,Offensive rebound by N. Pekovic,,62-64,,
7:18.0,R. Rubio misses 3-pt shot from 22 ft,,62-64,,
7:17.0,,,62-64,,Defensive rebound by T. Jones
7:11.0,,,62-67,3,J. Terry makes 3-pt shot from 25 ft (assist by J. Harden)
6:48.0,N. Pekovic misses 2-pt shot from 10 ft,,62-67,,
6:46.0,,,62-67,,Defensive rebound by J. Terry
6:41.0,,,62-67,,Turnover by J. Harden (lost ball)
6:24.0,G. Dieng misses 2-pt shot from 16 ft,,62-67,,
6:23.0,,,62-67,,Defensive rebound by D. Motiejunas
6:18.0,,,62-67,,Turnover by T. Jones (bad pass; steal by G. Dieng)
6:12.0,K. Martin misses 3-pt shot from 24 ft,,62-67,,
6:10.0,Offensive rebound by G. Dieng,,62-67,,
6:10.0,Shooting foul by J. Terry (drawn by G. Dieng),,62-67,,
6:10.0,G. Dieng makes free throw 1 of 2,1,63-67,,
6:10.0,,,63-67,,J. Smith enters the game for D. Motiejunas
6:10.0,,,63-67,,P. Prigioni enters the game for J. Terry
6:10.0,A. Payne enters the game for N. Pekovic,,63-67,,
6:10.0,G. Dieng misses free throw 2 of 2,,63-67,,
6:10.0,,,63-67,,Defensive rebound by J. Harden
6:00.0,,,63-69,2,J. Smith makes 2-pt shot from 7 ft (assist by J. Harden)
5:45.0,Offensive charge foul by A. Wiggins,,63-69,,
5:45.0,Turnover by A. Wiggins (offensive foul),,63-69,,
5:45.0,Minnesota full timeout,,63-69,,
5:34.0,,,63-69,,P. Prigioni misses 3-pt shot from 25 ft
5:32.0,Defensive rebound by A. Wiggins,,63-69,,
5:18.0,K. Martin misses 2-pt shot from 20 ft,,63-69,,
5:17.0,,,63-69,,Defensive rebound by T. Jones
5:11.0,,,63-69,,J. Harden misses 2-pt shot from 1 ft
5:09.0,Defensive rebound by G. Dieng,,63-69,,
5:02.0,A. Wiggins misses 2-pt shot from 2 ft,,63-69,,
5:01.0,,,63-69,,Defensive rebound by J. Harden
4:43.0,,,63-72,3,J. Harden makes 3-pt shot from 25 ft
4:22.0,,,63-72,,Personal foul by J. Smith (drawn by K. Martin)
4:13.0,A. Wiggins misses 2-pt shot from 21 ft,,63-72,,
4:13.0,Offensive rebound by Team,,63-72,,
4:13.0,,,63-72,,Loose ball foul by J. Harden (drawn by A. Payne)
4:04.0,Shooting foul by T. Jones (drawn by G. Dieng),,63-72,,
4:04.0,G. Dieng makes free throw 1 of 2,1,64-72,,
4:04.0,Z. LaVine enters the game for K. Martin,,64-72,,
4:04.0,G. Dieng makes free throw 2 of 2,1,65-72,,
3:56.0,,,65-72,,T. Ariza misses 3-pt shot from 25 ft
3:54.0,Defensive rebound by G. Dieng,,65-72,,
3:46.0,A. Payne misses 2-pt shot from 4 ft,,65-72,,
3:45.0,,,65-72,,Defensive rebound by J. Harden
3:45.0,Personal foul by G. Dieng (drawn by J. Harden),,65-72,,
3:45.0,,,65-72,,C. Brewer enters the game for T. Ariza
3:45.0,,,65-72,,D. Motiejunas enters the game for T. Jones
3:28.0,,,65-72,,C. Brewer misses 2-pt shot from 11 ft
3:25.0,,,65-72,,Offensive rebound by J. Harden
3:21.0,,,65-72,,Turnover by D. Motiejunas (lost ball; steal by R. Rubio)
3:17.0,Turnover by R. Rubio (bad pass; steal by J. Smith),,65-72,,
3:12.0,,,65-72,,P. Prigioni misses 3-pt shot from 26 ft
3:09.0,,,65-72,,Offensive rebound by P. Prigioni
3:05.0,,,65-72,,J. Smith misses 3-pt shot from 24 ft
3:04.0,,,65-72,,Offensive rebound by C. Brewer
3:00.0,,,65-75,3,J. Harden makes 3-pt shot from 26 ft (assist by C. Brewer)
2:38.0,A. Payne makes 3-pt shot from 24 ft (assist by R. Rubio),3,68-75,,
2:24.0,,,68-75,,Turnover by C. Brewer (bad pass; steal by A. Wiggins)
2:20.0,A. Wiggins makes 2-pt shot from 1 ft,2,70-75,,
2:05.0,Shooting block foul by G. Dieng (drawn by D. Motiejunas),,70-75,,
2:05.0,,,70-76,1,D. Motiejunas makes free throw 1 of 2
2:05.0,N. Pekovic enters the game for G. Dieng,,70-76,,
2:05.0,,,70-76,,D. Motiejunas misses free throw 2 of 2
2:05.0,Defensive rebound by R. Rubio,,70-76,,
2:04.0,,,70-76,,Personal foul by C. Brewer (drawn by R. Rubio)
2:04.0,R. Rubio makes free throw 1 of 2,1,71-76,,
2:04.0,R. Rubio makes free throw 2 of 2,1,72-76,,
1:52.0,,,72-76,,C. Brewer misses 2-pt shot from 2 ft
1:51.0,,,72-76,,Offensive rebound by C. Brewer
1:51.0,,,72-76,,Shooting foul by N. Pekovic (drawn by C. Brewer)
1:51.0,,,72-77,1,C. Brewer makes free throw 1 of 2
1:51.0,,,72-78,1,C. Brewer makes free throw 2 of 2
1:36.0,A. Payne misses 3-pt shot from 24 ft,,72-78,,
1:34.0,Offensive rebound by A. Wiggins,,72-78,,
1:29.0,Turnover by A. Wiggins (lost ball; steal by J. Harden),,72-78,,
1:25.0,,,72-78,,J. Smith misses 2-pt shot from 2 ft
1:23.0,Defensive rebound by Z. LaVine,,72-78,,
1:16.0,N. Pekovic misses 2-pt shot from 4 ft,,72-78,,
1:15.0,Offensive rebound by A. Payne,,72-78,,
1:15.0,A. Payne misses 2-pt shot from 1 ft,,72-78,,
1:12.0,Offensive rebound by A. Wiggins,,72-78,,
1:12.0,A. Wiggins misses 2-pt shot from 2 ft,,72-78,,
1:12.0,Offensive rebound by A. Payne,,72-78,,
1:12.0,Shooting foul by J. Smith (drawn by A. Payne),,72-78,,
1:12.0,A. Payne misses free throw 1 of 2,,72-78,,
1:12.0,Offensive rebound by Team,,72-78,,
1:12.0,Technical foul by A. Wiggins,,72-78,,
1:12.0,,,72-79,1,J. Harden makes technical free throw
1:12.0,A. Payne makes free throw 2 of 2,1,73-79,,
1:04.0,,,73-79,,J. Harden misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by Z. LaVine,,73-79,,
0:42.0,Z. LaVine misses 2-pt shot from 19 ft,,73-79,,
0:41.0,Offensive rebound by N. Pekovic,,73-79,,
0:38.0,N. Pekovic misses 2-pt shot from 1 ft,,73-79,,
0:36.0,,,73-79,,Defensive rebound by C. Brewer
0:34.0,,,73-81,2,C. Brewer makes 2-pt shot from 1 ft
0:27.0,,,73-81,,Personal foul by P. Prigioni (drawn by R. Rubio)
0:27.0,R. Rubio makes free throw 1 of 2,1,74-81,,
0:27.0,C. Budinger enters the game for A. Wiggins,,74-81,,
0:27.0,R. Rubio makes free throw 2 of 2,1,75-81,,
0:04.0,,,75-84,3,J. Harden makes 3-pt shot from 24 ft
0:00.0,Z. LaVine misses 3-pt shot from 41 ft,,75-84,,
0:00.0,Offensive rebound by Team,,75-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,K. Martin misses 2-pt shot from 22 ft,,75-84,,
11:35.0,,,75-84,,Defensive rebound by T. Ariza
11:23.0,,,75-86,2,J. Smith makes 2-pt shot from 4 ft (assist by T. Ariza)
11:08.0,,,75-86,,Personal block foul by J. Smith (drawn by K. Martin)
10:59.0,N. Pekovic makes 2-pt shot from 3 ft,2,77-86,,
10:59.0,Shooting foul by D. Motiejunas (drawn by N. Pekovic),,77-86,,
