time,Minnesota,pts.away,score,pts.home,Sacramento
6:32.0,,,35-40,,Offensive rebound by Team
6:32.0,,,35-40,,D. Williams misses free throw 2 of 2
6:29.0,Defensive rebound by J. Hamilton,,35-40,,
6:21.0,A. Wiggins makes 2-pt shot from 5 ft,2,37-40,,
6:03.0,,,37-42,2,D. Williams makes 2-pt shot from 21 ft (assist by B. McLemore)
5:48.0,Shooting foul by B. McLemore (drawn by A. Wiggins),,37-42,,
5:48.0,A. Wiggins misses free throw 1 of 2,,37-42,,
5:48.0,Offensive rebound by Team,,37-42,,
5:48.0,,,37-42,,R. McCallum enters the game for A. Miller
5:48.0,,,37-42,,N. Stauskas enters the game for B. McLemore
5:48.0,A. Wiggins makes free throw 2 of 2,1,38-42,,
5:22.0,,,38-42,,O. Casspi misses 3-pt shot from 25 ft
5:22.0,Defensive rebound by Z. LaVine,,38-42,,
5:09.0,K. Martin makes 2-pt shot from 14 ft (assist by Z. LaVine),2,40-42,,
4:53.0,,,40-42,,N. Stauskas misses 3-pt shot from 23 ft
4:50.0,,,40-42,,Offensive rebound by D. Williams
4:50.0,,,40-44,2,D. Williams makes 2-pt shot at rim
4:34.0,K. Martin makes 2-pt shot from 16 ft,2,42-44,,
4:34.0,Shooting foul by N. Stauskas (drawn by K. Martin),,42-44,,
4:34.0,,,42-44,,R. Gay enters the game for J. Thompson
4:34.0,,,42-44,,R. Evans enters the game for D. Williams
4:34.0,K. Martin makes free throw 1 of 1,1,43-44,,
4:24.0,,,43-44,,R. Gay misses 3-pt shot from 24 ft
4:23.0,Defensive rebound by A. Wiggins,,43-44,,
4:07.0,Turnover by J. Hamilton (lost ball),,43-44,,
3:49.0,,,43-44,,O. Casspi misses 2-pt shot from 6 ft
3:48.0,Defensive rebound by Z. LaVine,,43-44,,
3:39.0,Z. LaVine makes 2-pt shot from 3 ft,2,45-44,,
3:20.0,,,45-47,3,R. McCallum makes 3-pt shot from 23 ft (assist by N. Stauskas)
3:00.0,K. Martin misses 3-pt shot from 24 ft,,45-47,,
3:00.0,,,45-47,,Defensive rebound by R. Evans
2:47.0,Official timeout,,45-47,,
2:38.0,,,45-49,2,R. McCallum makes 2-pt shot from 4 ft
2:19.0,A. Wiggins misses 2-pt shot from 14 ft (block by R. Gay),,45-49,,
2:18.0,,,45-49,,Defensive rebound by R. McCallum
2:15.0,,,45-49,,R. Gay misses 2-pt shot from 1 ft
2:13.0,,,45-49,,Offensive rebound by R. Evans
2:11.0,,,45-51,2,R. Evans makes 2-pt shot from 2 ft
1:53.0,A. Wiggins makes 2-pt shot from 14 ft (assist by K. Martin),2,47-51,,
1:30.0,,,47-51,,R. Gay misses 2-pt shot from 16 ft
1:30.0,Defensive rebound by Team,,47-51,,
1:30.0,,,47-51,,Loose ball foul by R. Evans (drawn by R. Hummel)
1:15.0,A. Wiggins misses 3-pt shot from 25 ft,,47-51,,
1:14.0,,,47-51,,Defensive rebound by R. McCallum
1:12.0,,,47-53,2,R. Evans makes 2-pt shot at rim (assist by R. McCallum)
0:57.0,J. Hamilton makes 2-pt shot at rim (assist by K. Martin),2,49-53,,
0:46.0,,,49-53,,Turnover by R. McCallum (bad pass; steal by J. Hamilton)
0:39.0,K. Martin misses 3-pt shot from 22 ft,,49-53,,
0:37.0,,,49-53,,Defensive rebound by R. Gay
0:22.0,,,49-53,,Shooting foul by Z. LaVine (drawn by R. Gay)
0:22.0,,,49-53,,R. Gay misses free throw 1 of 2
0:22.0,,,49-53,,Offensive rebound by Team
0:22.0,,,49-53,,D. Williams enters the game for O. Casspi
0:22.0,,,49-54,1,R. Gay makes free throw 2 of 2
0:02.0,Z. LaVine misses 2-pt shot from 6 ft,,49-54,,
0:01.0,,,49-54,,Defensive rebound by R. Evans
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,A. Wiggins makes 2-pt shot from 5 ft,2,51-54,,
11:28.0,,,51-54,,Shooting foul by A. Wiggins (drawn by R. Gay)
11:28.0,,,51-55,1,R. Gay makes free throw 1 of 2
11:28.0,,,51-56,1,R. Gay makes free throw 2 of 2
11:09.0,A. Payne misses 2-pt shot from 15 ft,,51-56,,
11:07.0,,,51-56,,Defensive rebound by R. McCallum
11:01.0,,,51-56,,B. McLemore misses 3-pt shot from 25 ft
11:00.0,Defensive rebound by A. Wiggins,,51-56,,
10:55.0,Z. LaVine misses 2-pt shot from 4 ft,,51-56,,
10:53.0,,,51-56,,Defensive rebound by B. McLemore
10:43.0,,,51-59,3,B. McLemore makes 3-pt shot from 23 ft (assist by R. Gay)
10:28.0,Shooting foul by B. McLemore (drawn by K. Martin),,51-59,,
10:28.0,K. Martin misses free throw 1 of 2,,51-59,,
10:28.0,Offensive rebound by Team,,51-59,,
10:28.0,K. Martin makes free throw 2 of 2,1,52-59,,
10:05.0,,,52-59,,R. Gay misses 2-pt shot from 6 ft
10:04.0,,,52-59,,Offensive rebound by R. Evans
9:59.0,,,52-62,3,O. Casspi makes 3-pt shot from 25 ft (assist by R. Evans)
9:41.0,K. Martin misses 2-pt shot from 15 ft,,52-62,,
9:39.0,Offensive rebound by K. Martin,,52-62,,
9:37.0,K. Martin makes 2-pt shot from 1 ft,2,54-62,,
9:19.0,,,54-62,,O. Casspi misses 2-pt shot from 5 ft
9:18.0,,,54-62,,Offensive rebound by R. Evans
9:16.0,,,54-62,,R. Evans misses 2-pt shot from 3 ft (block by J. Hamilton)
9:15.0,Defensive rebound by A. Payne,,54-62,,
9:06.0,Z. LaVine makes 2-pt shot from 5 ft,2,56-62,,
8:51.0,,,56-62,,B. McLemore misses 3-pt shot from 23 ft
8:51.0,Defensive rebound by J. Hamilton,,56-62,,
8:43.0,A. Payne misses 2-pt shot from 2 ft (block by R. Evans),,56-62,,
8:43.0,Offensive rebound by Team,,56-62,,
8:43.0,,,56-62,,D. Williams enters the game for B. McLemore
8:37.0,K. Martin misses 2-pt shot from 17 ft,,56-62,,
8:36.0,,,56-62,,Defensive rebound by O. Casspi
8:24.0,,,56-62,,R. McCallum misses 2-pt shot from 16 ft
8:24.0,Defensive rebound by Z. LaVine,,56-62,,
8:14.0,Turnover by A. Wiggins (bad pass; steal by R. McCallum),,56-62,,
8:10.0,,,56-64,2,O. Casspi makes 2-pt shot at rim (assist by R. McCallum)
8:05.0,Minnesota full timeout,,56-64,,
8:05.0,C. Budinger enters the game for A. Payne,,56-64,,
7:48.0,J. Hamilton misses 2-pt shot from 2 ft,,56-64,,
7:48.0,,,56-64,,Defensive rebound by R. Evans
7:35.0,,,56-67,3,R. McCallum makes 3-pt shot from 25 ft
7:10.0,Z. LaVine makes 2-pt shot from 20 ft (assist by K. Martin),2,58-67,,
6:59.0,Personal foul by J. Hamilton (drawn by R. Evans),,58-67,,
6:59.0,A. Payne enters the game for A. Wiggins,,58-67,,
6:59.0,R. Hummel enters the game for J. Hamilton,,58-67,,
6:47.0,,,58-67,,R. Gay misses 2-pt shot from 11 ft
6:47.0,Defensive rebound by Team,,58-67,,
6:47.0,,,58-67,,Loose ball foul by R. Evans (drawn by C. Budinger)
6:36.0,Turnover by C. Budinger (bad pass; steal by R. Gay),,58-67,,
6:25.0,,,58-69,2,O. Casspi makes 2-pt shot from 4 ft
6:10.0,Turnover by Z. LaVine (bad pass; steal by O. Casspi),,58-69,,
6:06.0,,,58-71,2,D. Williams makes 2-pt shot at rim (assist by R. Evans)
5:42.0,C. Budinger makes 2-pt shot from 16 ft (assist by Z. LaVine),2,60-71,,
5:29.0,,,60-71,,Shooting foul by Z. LaVine (drawn by R. Gay)
5:29.0,,,60-72,1,R. Gay makes free throw 1 of 2
5:29.0,,,60-73,1,R. Gay makes free throw 2 of 2
5:14.0,K. Martin misses 2-pt shot from 15 ft,,60-73,,
5:12.0,,,60-73,,Defensive rebound by R. Evans
4:57.0,,,60-73,,R. McCallum misses 3-pt shot from 23 ft
4:56.0,,,60-73,,Offensive rebound by R. Gay
4:55.0,,,60-75,2,R. Gay makes 2-pt shot from 2 ft
4:38.0,K. Martin misses 3-pt shot from 24 ft,,60-75,,
4:34.0,Offensive rebound by Z. LaVine,,60-75,,
4:29.0,K. Martin makes 2-pt shot at rim (assist by Z. LaVine),2,62-75,,
4:15.0,,,62-75,,Shooting foul by R. Hummel (drawn by O. Casspi)
4:15.0,,,62-75,,O. Casspi misses free throw 1 of 2
4:15.0,,,62-75,,Offensive rebound by Team
4:15.0,,,62-75,,A. Miller enters the game for R. Gay
4:15.0,,,62-75,,J. Thompson enters the game for R. Evans
4:15.0,,,62-76,1,O. Casspi makes free throw 2 of 2
4:00.0,Z. LaVine misses 3-pt shot from 27 ft,,62-76,,
3:59.0,,,62-76,,Defensive rebound by J. Thompson
3:53.0,,,62-78,2,O. Casspi makes 2-pt shot from 1 ft (assist by A. Miller)
3:38.0,C. Budinger makes 2-pt shot at rim (assist by A. Payne),2,64-78,,
3:38.0,Shooting foul by O. Casspi (drawn by C. Budinger),,64-78,,
3:38.0,A. Onuaku enters the game for A. Payne,,64-78,,
3:38.0,C. Budinger makes free throw 1 of 1,1,65-78,,
3:21.0,,,65-78,,J. Thompson misses 2-pt shot from 13 ft
3:21.0,,,65-78,,Offensive rebound by D. Williams
3:13.0,,,65-80,2,D. Williams makes 2-pt shot at rim (assist by A. Miller)
2:52.0,R. Hummel makes 2-pt shot from 18 ft (assist by Z. LaVine),2,67-80,,
2:39.0,,,67-83,3,O. Casspi makes 3-pt shot from 25 ft (assist by A. Miller)
2:23.0,Z. LaVine misses 2-pt shot from 21 ft,,67-83,,
2:22.0,Offensive rebound by Team,,67-83,,
2:22.0,,,67-83,,Sacramento full timeout
2:21.0,Jump ball: A. Onuaku vs. J. Thompson (Z. LaVine gains possession),,,,Jump ball: A. Onuaku vs. J. Thompson (Z. LaVine gains possession)
2:06.0,K. Martin misses 3-pt shot from 24 ft,,67-83,,
2:05.0,,,67-83,,Defensive rebound by R. McCallum
1:54.0,,,67-83,,Shooting foul by R. Hummel (drawn by D. Williams)
1:54.0,,,67-84,1,D. Williams makes free throw 1 of 2
1:54.0,A. Wiggins enters the game for R. Hummel,,67-84,,
1:54.0,,,67-85,1,D. Williams makes free throw 2 of 2
1:34.0,K. Martin makes 2-pt shot from 14 ft,2,69-85,,
1:20.0,,,69-88,3,O. Casspi makes 3-pt shot from 25 ft
1:05.0,A. Onuaku makes 2-pt shot from 3 ft (assist by Z. LaVine),2,71-88,,
0:51.0,,,71-88,,D. Williams misses 2-pt shot from 5 ft (block by C. Budinger)
0:49.0,Defensive rebound by C. Budinger,,71-88,,
0:48.0,Shooting foul by A. Miller (drawn by Z. LaVine),,71-88,,
0:48.0,Z. LaVine makes free throw 1 of 2,1,72-88,,
0:48.0,Z. LaVine misses free throw 2 of 2,,72-88,,
0:46.0,,,72-88,,Defensive rebound by D. Williams
0:28.0,,,72-88,,R. McCallum misses 2-pt shot from 12 ft
0:27.0,Defensive rebound by A. Onuaku,,72-88,,
0:20.0,K. Martin misses 3-pt shot from 25 ft,,72-88,,
0:19.0,,,72-88,,Defensive rebound by O. Casspi
0:14.0,,,72-88,,O. Casspi misses 2-pt shot from 6 ft
0:13.0,,,72-88,,Offensive rebound by D. Williams
0:10.0,,,72-88,,R. McCallum misses 2-pt shot from 4 ft
0:10.0,,,72-88,,Offensive rebound by R. McCallum
0:10.0,,,72-90,2,R. McCallum makes 2-pt shot from 4 ft
0:03.0,Z. LaVine misses 3-pt shot from 23 ft,,72-90,,
0:02.0,Offensive rebound by K. Martin,,72-90,,
0:01.0,K. Martin misses 2-pt shot from 2 ft,,72-90,,
0:01.0,Offensive rebound by A. Wiggins,,72-90,,
0:01.0,Shooting foul by D. Williams (drawn by A. Wiggins),,72-90,,
0:01.0,A. Wiggins makes free throw 1 of 2,1,73-90,,
0:01.0,A. Wiggins makes free throw 2 of 2,1,74-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,74-93,3,R. Gay makes 3-pt shot from 25 ft (assist by A. Miller)
11:17.0,C. Budinger makes 3-pt shot from 26 ft (assist by K. Martin),3,77-93,,
11:03.0,,,77-93,,Turnover by B. McLemore (lost ball; steal by Z. LaVine)
10:53.0,Z. LaVine makes 2-pt shot from 7 ft,2,79-93,,
10:36.0,,,79-93,,B. McLemore misses 3-pt shot from 24 ft
10:36.0,Defensive rebound by C. Budinger,,79-93,,
10:26.0,K. Martin misses 2-pt shot from 9 ft,,79-93,,
10:26.0,Offensive rebound by A. Wiggins,,79-93,,
10:26.0,A. Wiggins makes 2-pt shot at rim,2,81-93,,
10:26.0,Shooting foul by J. Thompson (drawn by A. Wiggins),,81-93,,
10:26.0,L. Brown enters the game for Z. LaVine,,81-93,,
10:26.0,A. Wiggins makes free throw 1 of 1,1,82-93,,
10:13.0,Personal foul by K. Martin (drawn by B. McLemore),,82-93,,
10:06.0,,,82-93,,Turnover by R. Gay (bad pass; steal by K. Martin)
10:04.0,K. Martin makes 2-pt shot from 3 ft,2,84-93,,
10:04.0,Shooting foul by B. McLemore (drawn by K. Martin),,84-93,,
10:04.0,,,84-93,,R. McCallum enters the game for B. McLemore
10:04.0,K. Martin makes free throw 1 of 1,1,85-93,,
9:48.0,,,85-93,,D. Williams misses 2-pt shot from 17 ft
9:48.0,Defensive rebound by A. Wiggins,,85-93,,
9:35.0,A. Wiggins makes 2-pt shot from 3 ft (assist by A. Onuaku),2,87-93,,
9:32.0,,,87-93,,Sacramento full timeout
9:15.0,,,87-93,,Shooting foul by K. Martin (drawn by J. Thompson)
9:15.0,,,87-94,1,J. Thompson makes free throw 1 of 2
9:15.0,,,87-94,,J. Thompson misses free throw 2 of 2
9:14.0,Defensive rebound by A. Onuaku,,87-94,,
8:56.0,A. Wiggins misses 2-pt shot from 16 ft,,87-94,,
8:55.0,,,87-94,,Defensive rebound by A. Miller
8:41.0,,,87-94,,R. McCallum misses 3-pt shot from 26 ft
8:39.0,,,87-94,,Offensive rebound by Team
8:39.0,Loose ball foul by A. Wiggins (drawn by R. McCallum),,87-94,,
8:30.0,,,87-96,2,R. Gay makes 2-pt shot from 9 ft
8:19.0,Shooting foul by R. McCallum (drawn by K. Martin),,87-96,,
8:19.0,K. Martin misses free throw 1 of 2,,87-96,,
8:19.0,Offensive rebound by Team,,87-96,,
8:19.0,K. Martin makes free throw 2 of 2,1,88-96,,
8:00.0,,,88-98,2,R. McCallum makes 2-pt shot from 4 ft (assist by A. Miller)
7:37.0,K. Martin makes 3-pt shot from 24 ft (assist by L. Brown),3,91-98,,
7:23.0,,,91-100,2,R. Gay makes 2-pt shot from 9 ft
6:58.0,L. Brown misses 2-pt shot from 22 ft,,91-100,,
6:58.0,,,91-100,,Defensive rebound by A. Miller
6:42.0,,,91-102,2,D. Williams makes 2-pt shot from 17 ft
6:41.0,Minnesota full timeout,,91-102,,
6:41.0,Z. LaVine enters the game for K. Martin,,91-102,,
6:41.0,,,91-102,,O. Casspi enters the game for D. Williams
6:28.0,Z. LaVine makes 2-pt shot from 2 ft (assist by L. Brown),2,93-102,,
6:07.0,,,93-102,,R. McCallum misses 3-pt shot from 23 ft
6:06.0,Defensive rebound by A. Onuaku,,93-102,,
6:02.0,Turnover by A. Wiggins (bad pass),,93-102,,
5:55.0,,,93-102,,A. Miller misses 3-pt shot from 22 ft
5:54.0,,,93-102,,Offensive rebound by R. McCallum
5:54.0,,,93-102,,R. McCallum misses 2-pt shot from 2 ft
5:53.0,Defensive rebound by L. Brown,,93-102,,
5:45.0,Turnover by C. Budinger (back court),,93-102,,
5:32.0,,,93-102,,O. Casspi misses 2-pt shot from 3 ft (block by A. Onuaku)
5:31.0,Defensive rebound by L. Brown,,93-102,,
5:26.0,Z. LaVine makes 2-pt shot from 2 ft (assist by L. Brown),2,95-102,,
5:05.0,,,95-102,,Shooting foul by L. Brown (drawn by A. Miller)
5:05.0,,,95-103,1,A. Miller makes free throw 1 of 2
5:05.0,,,95-104,1,A. Miller makes free throw 2 of 2
4:51.0,Turnover by A. Onuaku (offensive foul),,95-104,,
4:51.0,Offensive foul by A. Onuaku,,95-104,,
4:51.0,,,95-104,,B. McLemore enters the game for A. Miller
4:39.0,,,95-106,2,R. Gay makes 2-pt shot from 5 ft
4:33.0,Minnesota full timeout,,95-106,,
4:33.0,K. Martin enters the game for L. Brown,,95-106,,
4:25.0,,,95-106,,Violation by R. Gay (kicked ball)
4:22.0,K. Martin makes 2-pt shot from 15 ft (assist by Z. LaVine),2,97-106,,
4:22.0,Shooting foul by B. McLemore (drawn by K. Martin),,97-106,,
4:22.0,,,97-106,,D. Williams enters the game for B. McLemore
4:22.0,K. Martin makes free throw 1 of 1,1,98-106,,
3:57.0,,,98-106,,R. Gay misses 2-pt shot from 20 ft
3:57.0,Defensive rebound by A. Onuaku,,98-106,,
