time,LA Lakers,pts.away,score,pts.home,Sacramento
0:02.0,R. Kelly misses 3-pt shot from 29 ft,,24-24,,
0:01.0,,,24-24,,Defensive rebound by R. Hollins
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,24-24,,Shooting foul by J. Clarkson (drawn by D. Williams)
11:47.0,,,24-24,,D. Williams misses free throw 1 of 2
11:47.0,,,24-24,,Offensive rebound by Team
11:47.0,,,24-25,1,D. Williams makes free throw 2 of 2
11:31.0,V. Blue misses 3-pt shot from 22 ft (block by N. Stauskas),,24-25,,
11:28.0,Offensive rebound by C. Boozer,,24-25,,
11:23.0,J. Clarkson misses 3-pt shot from 24 ft,,24-25,,
11:22.0,,,24-25,,Defensive rebound by D. Williams
11:09.0,,,24-25,,N. Stauskas misses 3-pt shot from 23 ft
11:08.0,Defensive rebound by C. Boozer,,24-25,,
10:58.0,C. Boozer makes 2-pt shot from 17 ft (assist by J. Clarkson),2,26-25,,
10:35.0,,,26-27,2,A. Miller makes 2-pt shot from 13 ft
10:13.0,,,26-27,,Shooting block foul by R. Hollins (drawn by V. Blue)
10:13.0,V. Blue misses free throw 1 of 2,,26-27,,
10:13.0,Offensive rebound by Team,,26-27,,
10:13.0,V. Blue misses free throw 2 of 2,,26-27,,
10:12.0,Offensive rebound by C. Boozer,,26-27,,
9:57.0,C. Boozer misses 2-pt shot from 17 ft,,26-27,,
9:55.0,Offensive rebound by E. Davis,,26-27,,
9:55.0,E. Davis misses 2-pt shot at rim,,26-27,,
9:54.0,,,26-27,,Defensive rebound by B. McLemore
9:50.0,,,26-27,,Shooting foul by J. Brown (drawn by B. McLemore)
9:50.0,,,26-28,1,B. McLemore makes free throw 1 of 2
9:50.0,,,26-29,1,B. McLemore makes free throw 2 of 2
9:34.0,V. Blue makes 2-pt shot from 2 ft,2,28-29,,
9:12.0,,,28-31,2,D. Williams makes 2-pt shot from 4 ft (assist by N. Stauskas)
9:00.0,Turnover by C. Boozer (bad pass),,28-31,,
8:45.0,,,28-31,,B. McLemore misses 2-pt shot from 8 ft
8:45.0,Defensive rebound by E. Davis,,28-31,,
8:36.0,J. Clarkson makes 2-pt shot from 7 ft,2,30-31,,
8:22.0,,,30-31,,A. Miller misses 2-pt shot from 14 ft
8:21.0,Defensive rebound by J. Clarkson,,30-31,,
8:16.0,J. Brown misses 2-pt shot from 3 ft,,30-31,,
8:15.0,Offensive rebound by E. Davis,,30-31,,
8:15.0,E. Davis misses 2-pt shot from 2 ft,,30-31,,
8:14.0,,,30-31,,Defensive rebound by R. Hollins
8:09.0,,,30-31,,D. Williams misses 2-pt shot from 3 ft
8:07.0,Defensive rebound by C. Boozer,,30-31,,
8:02.0,E. Davis misses 2-pt shot from 3 ft (block by A. Miller),,30-31,,
7:56.0,,,30-31,,Defensive rebound by B. McLemore
7:53.0,,,30-31,,Turnover by B. McLemore (bad pass; steal by V. Blue)
7:45.0,C. Boozer makes 2-pt shot from 6 ft (assist by J. Clarkson),2,32-31,,
7:40.0,,,32-31,,Sacramento full timeout
7:40.0,,,32-31,,J. Thompson enters the game for R. Hollins
7:31.0,,,32-31,,Shooting foul by C. Boozer (drawn by D. Williams)
7:31.0,,,32-32,1,D. Williams makes free throw 1 of 2
7:31.0,,,32-33,1,D. Williams makes free throw 2 of 2
7:16.0,J. Brown misses 3-pt shot from 25 ft,,32-33,,
7:15.0,,,32-33,,Defensive rebound by J. Thompson
6:59.0,,,32-33,,Shooting foul by V. Blue (drawn by B. McLemore)
6:59.0,,,32-34,1,B. McLemore makes free throw 1 of 2
6:59.0,,,32-34,,O. Casspi enters the game for N. Stauskas
6:59.0,J. Hill enters the game for C. Boozer,,32-34,,
6:59.0,T. Black enters the game for E. Davis,,32-34,,
6:59.0,,,32-34,,B. McLemore misses free throw 2 of 2
6:57.0,Defensive rebound by J. Hill,,32-34,,
6:35.0,J. Clarkson makes 2-pt shot from 19 ft,2,34-34,,
6:28.0,,,34-34,,D. Williams misses 2-pt shot from 16 ft
6:28.0,Defensive rebound by J. Hill,,34-34,,
6:13.0,J. Hill makes 2-pt shot from 17 ft,2,36-34,,
6:01.0,,,36-34,,B. McLemore misses 3-pt shot from 23 ft
6:00.0,Defensive rebound by T. Black,,36-34,,
5:54.0,Turnover by J. Clarkson (bad pass; steal by B. McLemore),,36-34,,
5:49.0,,,36-34,,A. Miller misses 2-pt shot from 2 ft
5:48.0,Defensive rebound by T. Black,,36-34,,
5:33.0,J. Hill misses 2-pt shot from 18 ft,,36-34,,
5:32.0,Offensive rebound by T. Black,,36-34,,
5:30.0,T. Black misses 2-pt shot from 2 ft,,36-34,,
5:29.0,Offensive rebound by T. Black,,36-34,,
5:28.0,T. Black makes 2-pt shot from 5 ft,2,38-34,,
5:12.0,,,38-36,2,O. Casspi makes 2-pt shot from 9 ft
4:47.0,J. Hill makes 2-pt shot from 8 ft (assist by J. Brown),2,40-36,,
4:39.0,,,40-38,2,D. Williams makes 2-pt shot from 2 ft (assist by A. Miller)
4:30.0,LA Lakers full timeout,,40-38,,
4:30.0,,,40-38,,R. McCallum enters the game for D. Williams
4:30.0,,,40-38,,C. Landry enters the game for A. Miller
4:15.0,V. Blue misses 2-pt shot from 3 ft,,40-38,,
4:14.0,,,40-38,,Defensive rebound by J. Thompson
4:06.0,,,40-38,,B. McLemore misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by T. Black,,40-38,,
3:41.0,J. Clarkson makes 2-pt shot from 2 ft,2,42-38,,
3:34.0,Personal take foul by V. Blue (drawn by R. McCallum),,42-38,,
3:34.0,,,42-39,1,O. Casspi makes free throw 1 of 2
3:34.0,,,42-39,,N. Stauskas enters the game for B. McLemore
3:34.0,,,42-40,1,O. Casspi makes free throw 2 of 2
3:21.0,J. Brown misses 2-pt shot from 9 ft (block by J. Thompson),,42-40,,
3:21.0,Offensive rebound by Team,,42-40,,
3:18.0,,,42-40,,Personal foul by O. Casspi (drawn by J. Brown)
3:08.0,J. Hill misses 2-pt shot from 20 ft,,42-40,,
3:07.0,,,42-40,,Defensive rebound by O. Casspi
2:59.0,,,42-42,2,C. Landry makes 2-pt shot from 17 ft
2:59.0,,,42-42,,Shooting foul by J. Hill (drawn by C. Landry)
2:59.0,Official timeout,,42-42,,
2:59.0,,,42-43,1,C. Landry makes free throw 1 of 1
2:45.0,T. Black misses 2-pt shot from 2 ft (block by J. Thompson),,42-43,,
2:42.0,Offensive rebound by T. Black,,42-43,,
2:41.0,,,42-43,,Shooting block foul by C. Landry (drawn by J. Brown)
2:41.0,J. Brown makes free throw 1 of 2,1,43-43,,
2:41.0,J. Brown makes free throw 2 of 2,1,44-43,,
2:27.0,,,44-43,,O. Casspi misses 2-pt shot from 2 ft
2:27.0,Defensive rebound by J. Hill,,44-43,,
2:10.0,V. Blue misses 2-pt shot from 19 ft,,44-43,,
2:09.0,,,44-43,,Defensive rebound by R. McCallum
2:04.0,,,44-45,2,R. McCallum makes 2-pt shot from 2 ft
1:58.0,T. Black makes 2-pt shot at rim (assist by J. Clarkson),2,46-45,,
1:46.0,,,46-45,,Turnover by O. Casspi (bad pass; steal by V. Blue)
1:42.0,V. Blue makes 2-pt shot at rim,2,48-45,,
1:26.0,,,48-47,2,C. Landry makes 2-pt shot from 4 ft (assist by J. Thompson)
1:11.0,J. Hill misses 2-pt shot from 4 ft,,48-47,,
1:10.0,,,48-47,,Defensive rebound by J. Thompson
0:55.0,Violation by T. Black (def goaltending),,48-47,,
0:55.0,,,48-49,2,R. McCallum makes 2-pt shot from 3 ft (assist by O. Casspi)
0:42.0,,,48-49,,Shooting block foul by N. Stauskas (drawn by J. Brown)
0:42.0,J. Brown makes free throw 1 of 2,1,49-49,,
0:42.0,J. Brown misses free throw 2 of 2,,49-49,,
0:41.0,,,49-49,,Defensive rebound by J. Thompson
0:29.0,,,49-51,2,C. Landry makes 2-pt shot from 18 ft (assist by O. Casspi)
0:09.0,T. Black makes 2-pt shot from 1 ft (assist by J. Clarkson),2,51-51,,
0:01.0,,,51-51,,R. McCallum misses 2-pt shot from 4 ft
0:00.0,,,51-51,,Offensive rebound by J. Thompson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,51-51,,J. Thompson misses 2-pt shot from 17 ft
11:41.0,Defensive rebound by J. Clarkson,,51-51,,
11:20.0,J. Clarkson misses 2-pt shot from 21 ft,,51-51,,
11:20.0,,,51-51,,Defensive rebound by R. McCallum
11:07.0,,,51-53,2,C. Landry makes 2-pt shot from 15 ft
10:46.0,J. Hill misses 2-pt shot from 20 ft,,51-53,,
10:45.0,,,51-53,,Defensive rebound by O. Casspi
10:37.0,,,51-53,,Shooting foul by J. Hill (drawn by O. Casspi)
10:37.0,,,51-53,,O. Casspi misses free throw 1 of 2
10:37.0,,,51-53,,Offensive rebound by Team
10:37.0,,,51-53,,O. Casspi misses free throw 2 of 2
10:36.0,Defensive rebound by J. Hill,,51-53,,
10:25.0,,,51-53,,Personal foul by C. Landry (drawn by T. Black)
10:10.0,J. Brown makes 2-pt shot from 19 ft (assist by J. Hill),2,53-53,,
9:58.0,,,53-55,2,J. Thompson makes 2-pt shot from 20 ft (assist by R. McCallum)
9:36.0,J. Hill misses 2-pt shot from 7 ft,,53-55,,
9:36.0,,,53-55,,Defensive rebound by O. Casspi
9:24.0,,,53-55,,Shooting foul by J. Brown (drawn by O. Casspi)
9:24.0,,,53-56,1,O. Casspi makes free throw 1 of 2
9:24.0,,,53-57,1,O. Casspi makes free throw 2 of 2
9:12.0,Offensive foul by R. Kelly,,53-57,,
9:12.0,Turnover by R. Kelly (offensive foul),,53-57,,
9:00.0,,,53-57,,Shooting foul by T. Black (drawn by C. Landry)
9:00.0,,,53-58,1,C. Landry makes free throw 1 of 2
9:00.0,,,53-59,1,C. Landry makes free throw 2 of 2
8:46.0,R. Kelly makes 2-pt shot at rim (assist by J. Hill),2,55-59,,
8:28.0,,,55-59,,O. Casspi misses 2-pt shot from 4 ft
8:27.0,,,55-59,,Offensive rebound by J. Thompson
8:27.0,,,55-59,,J. Thompson misses 2-pt shot at rim
8:26.0,Defensive rebound by J. Hill,,55-59,,
8:17.0,LA Lakers full timeout,,55-59,,
8:07.0,J. Hill makes 2-pt shot from 6 ft,2,57-59,,
7:36.0,,,57-59,,Turnover by J. Thompson (lost ball; steal by R. Kelly)
7:36.0,,,57-59,,Personal foul by O. Casspi (drawn by J. Clarkson)
7:26.0,J. Hill misses 2-pt shot from 10 ft,,57-59,,
7:24.0,,,57-59,,Defensive rebound by J. Thompson
7:12.0,,,57-59,,Turnover by R. McCallum (bad pass; steal by J. Clarkson)
7:08.0,J. Clarkson makes 2-pt shot from 2 ft,2,59-59,,
7:03.0,,,59-61,2,R. McCallum makes 2-pt shot at rim (assist by J. Thompson)
6:37.0,J. Hill makes 2-pt shot from 18 ft,2,61-61,,
6:22.0,,,61-61,,C. Landry misses 2-pt shot from 20 ft
6:22.0,Defensive rebound by J. Hill,,61-61,,
6:02.0,J. Brown misses 2-pt shot from 21 ft,,61-61,,
6:01.0,,,61-61,,Defensive rebound by J. Thompson
5:43.0,,,61-61,,O. Casspi misses 2-pt shot from 2 ft
5:43.0,Defensive rebound by R. Kelly,,61-61,,
5:38.0,,,61-61,,A. Miller enters the game for R. McCallum
5:23.0,J. Clarkson makes 2-pt shot from 1 ft (assist by J. Hill),2,63-61,,
5:12.0,Personal foul by J. Brown (drawn by B. McLemore),,63-61,,
5:12.0,,,63-61,,D. Williams enters the game for C. Landry
5:06.0,,,63-63,2,J. Thompson makes 2-pt shot at rim (assist by B. McLemore)
4:39.0,R. Kelly misses 2-pt shot from 20 ft,,63-63,,
4:39.0,Offensive rebound by Team,,63-63,,
4:36.0,J. Clarkson makes 3-pt shot from 25 ft (assist by R. Kelly),3,66-63,,
4:19.0,,,66-63,,O. Casspi misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by J. Clarkson,,66-63,,
4:07.0,J. Hill misses 2-pt shot from 14 ft,,66-63,,
4:06.0,,,66-63,,Defensive rebound by O. Casspi
3:55.0,,,66-63,,D. Williams misses 3-pt shot from 24 ft
3:54.0,Defensive rebound by Team,,66-63,,
3:54.0,,,66-63,,N. Stauskas enters the game for B. McLemore
3:36.0,Offensive foul by T. Black,,66-63,,
3:36.0,Turnover by T. Black (offensive foul),,66-63,,
3:36.0,E. Davis enters the game for T. Black,,66-63,,
3:22.0,,,66-63,,Shooting foul by E. Davis (drawn by D. Williams)
3:22.0,,,66-63,,D. Williams misses free throw 1 of 2
3:22.0,,,66-63,,Offensive rebound by Team
3:22.0,,,66-64,1,D. Williams makes free throw 2 of 2
3:05.0,J. Hill misses 2-pt shot from 16 ft,,66-64,,
3:04.0,,,66-64,,Defensive rebound by O. Casspi
2:56.0,,,66-64,,Shooting foul by R. Kelly (drawn by O. Casspi)
2:56.0,,,66-64,,Sacramento full timeout
2:56.0,C. Boozer enters the game for J. Hill,,66-64,,
2:56.0,,,66-65,1,O. Casspi makes free throw 1 of 2
2:56.0,,,66-66,1,O. Casspi makes free throw 2 of 2
2:39.0,,,66-66,,Personal block foul by A. Miller (drawn by J. Clarkson)
2:33.0,J. Clarkson misses 2-pt shot from 9 ft,,66-66,,
2:31.0,Offensive rebound by Team,,66-66,,
2:25.0,,,66-66,,Def 3 sec tech foul by J. Thompson
2:25.0,R. Kelly makes technical free throw,1,67-66,,
2:09.0,J. Clarkson misses 3-pt shot from 25 ft,,67-66,,
2:08.0,,,67-66,,Defensive rebound by J. Thompson
1:56.0,,,67-68,2,D. Williams makes 2-pt shot from 2 ft (assist by A. Miller)
1:35.0,J. Clarkson makes 2-pt shot from 2 ft,2,69-68,,
1:14.0,,,69-71,3,O. Casspi makes 3-pt shot from 24 ft (assist by A. Miller)
1:00.0,J. Brown makes 3-pt shot from 25 ft (assist by J. Clarkson),3,72-71,,
0:49.0,,,72-74,3,D. Williams makes 3-pt shot from 23 ft (assist by A. Miller)
0:37.0,E. Davis misses 2-pt shot from 4 ft,,72-74,,
0:36.0,,,72-74,,Defensive rebound by O. Casspi
0:28.0,,,72-74,,Shooting foul by J. Brown (drawn by O. Casspi)
0:28.0,,,72-75,1,O. Casspi makes free throw 1 of 2
0:28.0,,,72-75,,R. Hollins enters the game for J. Thompson
0:28.0,,,72-75,,O. Casspi misses free throw 2 of 2
0:28.0,Defensive rebound by R. Kelly,,72-75,,
0:12.0,,,72-75,,Personal take foul by N. Stauskas (drawn by J. Clarkson)
0:01.0,J. Clarkson misses 2-pt shot from 8 ft,,72-75,,
0:00.0,Offensive rebound by C. Boozer,,72-75,,
0:00.0,C. Boozer makes 2-pt shot from 1 ft,2,74-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,C. Boozer misses 2-pt shot from 16 ft,,74-75,,
11:37.0,,,74-75,,Defensive rebound by B. McLemore
11:28.0,,,74-75,,N. Stauskas misses 2-pt shot from 2 ft
11:27.0,Defensive rebound by C. Boozer,,74-75,,
11:05.0,J. Brown misses 2-pt shot from 15 ft,,74-75,,
11:04.0,,,74-75,,Defensive rebound by R. Hollins
10:59.0,,,74-77,2,D. Williams makes 2-pt shot at rim (assist by A. Miller)
10:31.0,J. Brown misses 3-pt shot from 24 ft,,74-77,,
10:31.0,Offensive rebound by E. Davis,,74-77,,
10:28.0,E. Davis misses 2-pt shot from 7 ft,,74-77,,
10:27.0,Offensive rebound by C. Boozer,,74-77,,
10:27.0,C. Boozer misses 2-pt shot from 1 ft,,74-77,,
10:25.0,Offensive rebound by C. Boozer,,74-77,,
10:25.0,C. Boozer makes 2-pt shot from 2 ft,2,76-77,,
10:11.0,,,76-79,2,D. Williams makes 2-pt shot from 4 ft (assist by A. Miller)
10:11.0,,,76-79,,Shooting foul by J. Clarkson (drawn by D. Williams)
10:11.0,,,76-80,1,D. Williams makes free throw 1 of 1
9:58.0,J. Clarkson makes 2-pt shot from 19 ft (assist by C. Boozer),2,78-80,,
9:45.0,,,78-80,,Shooting foul by E. Davis (drawn by D. Williams)
9:45.0,,,78-81,1,D. Williams makes free throw 1 of 2
9:45.0,,,78-82,1,D. Williams makes free throw 2 of 2
9:30.0,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Brown),3,81-82,,
9:05.0,,,81-82,,Turnover by B. McLemore (bad pass; steal by J. Clarkson)
8:56.0,Offensive charge foul by J. Brown,,81-82,,
8:56.0,Turnover by J. Brown (offensive foul),,81-82,,
8:56.0,Official timeout,,81-82,,
8:36.0,,,81-84,2,A. Miller makes 2-pt shot from 15 ft
8:25.0,Turnover by J. Clarkson (bad pass; steal by D. Williams),,81-84,,
8:18.0,,,81-84,,Turnover by D. Williams (bad pass; steal by J. Clarkson)
8:11.0,Turnover by J. Clarkson (lost ball; steal by R. Hollins),,81-84,,
8:03.0,,,81-84,,D. Williams misses 3-pt shot from 24 ft
8:02.0,Defensive rebound by E. Davis,,81-84,,
7:48.0,C. Boozer misses 2-pt shot from 16 ft,,81-84,,
7:48.0,Offensive rebound by E. Davis,,81-84,,
7:46.0,E. Davis makes 2-pt shot from 2 ft,2,83-84,,
7:30.0,,,83-84,,D. Williams misses 3-pt shot from 23 ft
7:30.0,Defensive rebound by J. Clarkson,,83-84,,
7:17.0,J. Clarkson misses 2-pt shot from 3 ft (block by A. Miller),,83-84,,
7:17.0,,,83-84,,Defensive rebound by Team
7:17.0,,,83-84,,R. McCallum enters the game for N. Stauskas
7:01.0,,,83-87,3,B. McLemore makes 3-pt shot from 24 ft (assist by D. Williams)
6:39.0,V. Blue misses 2-pt shot from 2 ft,,83-87,,
6:38.0,Offensive rebound by E. Davis,,83-87,,
6:38.0,E. Davis makes 2-pt shot from 2 ft,2,85-87,,
6:29.0,,,85-89,2,A. Miller makes 2-pt shot from 1 ft
6:10.0,Offensive charge foul by C. Boozer,,85-89,,
6:10.0,Turnover by C. Boozer (offensive foul),,85-89,,
6:10.0,,,85-89,,J. Thompson enters the game for R. Hollins
5:53.0,,,85-89,,B. McLemore misses 2-pt shot from 8 ft
5:53.0,Defensive rebound by C. Boozer,,85-89,,
5:48.0,J. Brown misses 2-pt shot from 5 ft,,85-89,,
5:47.0,Offensive rebound by E. Davis,,85-89,,
5:46.0,E. Davis misses 2-pt shot from 3 ft (block by J. Thompson),,85-89,,
5:46.0,,,85-89,,Defensive rebound by Team
5:46.0,,,85-89,,Sacramento full timeout
5:46.0,,,85-89,,O. Casspi enters the game for B. McLemore
5:27.0,,,85-89,,R. McCallum misses 2-pt shot from 16 ft
5:27.0,Defensive rebound by E. Davis,,85-89,,
5:07.0,Turnover by V. Blue (step out of bounds),,85-89,,
4:47.0,,,85-89,,J. Thompson misses 2-pt shot from 3 ft (block by C. Boozer)
4:46.0,Defensive rebound by E. Davis,,85-89,,
4:28.0,V. Blue makes 3-pt shot from 25 ft (assist by J. Brown),3,88-89,,
4:15.0,,,88-89,,Shooting foul by C. Boozer (drawn by O. Casspi)
4:15.0,,,88-90,1,O. Casspi makes free throw 1 of 2
4:15.0,,,88-91,1,O. Casspi makes free throw 2 of 2
3:53.0,J. Brown misses 3-pt shot from 24 ft,,88-91,,
3:53.0,,,88-91,,Defensive rebound by R. McCallum
3:48.0,,,88-91,,R. McCallum misses 2-pt shot from 5 ft (block by J. Clarkson)
3:48.0,,,88-91,,Offensive rebound by R. McCallum
3:48.0,,,88-91,,Shooting foul by C. Boozer (drawn by R. McCallum)
3:48.0,,,88-92,1,R. McCallum makes free throw 1 of 2
3:48.0,J. Hill enters the game for C. Boozer,,88-92,,
3:48.0,,,88-93,1,R. McCallum makes free throw 2 of 2
3:33.0,J. Hill misses 2-pt shot from 17 ft,,88-93,,
3:32.0,Offensive rebound by E. Davis,,88-93,,
3:32.0,E. Davis misses 2-pt shot from 2 ft,,88-93,,
3:32.0,Offensive rebound by E. Davis,,88-93,,
3:32.0,Shooting foul by D. Williams (drawn by E. Davis),,88-93,,
3:32.0,E. Davis misses free throw 1 of 2,,88-93,,
3:32.0,Offensive rebound by Team,,88-93,,
3:32.0,E. Davis makes free throw 2 of 2,1,89-93,,
3:13.0,,,89-95,2,A. Miller makes 2-pt shot from 2 ft (assist by R. McCallum)
2:59.0,Turnover by J. Hill (lost ball; steal by R. McCallum),,89-95,,
2:39.0,,,89-95,,Shooting foul by E. Davis (drawn by J. Thompson)
2:39.0,LA Lakers full timeout,,89-95,,
2:39.0,R. Kelly enters the game for E. Davis,,89-95,,
2:39.0,,,89-96,1,J. Thompson makes free throw 1 of 2
2:39.0,,,89-97,1,J. Thompson makes free throw 2 of 2
2:16.0,J. Brown misses 3-pt shot from 24 ft,,89-97,,
2:16.0,,,89-97,,Defensive rebound by R. McCallum
1:52.0,,,89-99,2,O. Casspi makes 2-pt shot from 4 ft
1:40.0,Shooting foul by R. McCallum (drawn by J. Clarkson),,89-99,,
1:40.0,J. Clarkson misses free throw 1 of 2,,89-99,,
1:40.0,Offensive rebound by Team,,89-99,,
1:40.0,J. Clarkson makes free throw 2 of 2,1,90-99,,
1:27.0,,,90-99,,O. Casspi misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by V. Blue,,90-99,,
