time,Chicago,pts.away,score,pts.home,Cleveland
10:17.0,,,23-40,,Defensive rebound by K. Perkins
10:11.0,,,23-40,,K. Irving misses 3-pt shot from 27 ft
10:10.0,Defensive rebound by M. Dunleavy,,23-40,,
10:01.0,T. Gibson makes 2-pt shot at rim (assist by D. Rose),2,25-40,,
9:36.0,,,25-43,3,J. Jones makes 3-pt shot from 26 ft (assist by M. Dellavedova)
9:21.0,D. Rose makes 2-pt shot from 8 ft,2,27-43,,
9:05.0,,,27-43,,Shooting foul by D. Rose (drawn by K. Irving)
9:05.0,,,27-44,1,K. Irving makes free throw 1 of 2
9:05.0,J. Butler enters the game for A. Brooks,,27-44,,
9:05.0,,,27-44,,T. Thompson enters the game for K. Perkins
9:05.0,,,27-44,,T. Mozgov enters the game for J. Jones
9:05.0,,,27-45,1,K. Irving makes free throw 2 of 2
8:54.0,Turnover by J. Butler (lost ball; steal by I. Shumpert),,27-45,,
8:50.0,,,27-45,,T. Mozgov misses 2-pt shot at rim
8:47.0,,,27-45,,Offensive rebound by I. Shumpert
8:32.0,,,27-48,3,M. Dellavedova makes 3-pt shot from 27 ft (assist by K. Irving)
8:13.0,J. Butler misses 2-pt shot from 6 ft (block by T. Mozgov),,27-48,,
8:11.0,Offensive rebound by J. Noah,,27-48,,
8:11.0,J. Noah makes 2-pt shot from 1 ft,2,29-48,,
7:51.0,,,29-48,,I. Shumpert misses 2-pt shot from 20 ft
7:50.0,Defensive rebound by J. Noah,,29-48,,
7:43.0,D. Rose misses 2-pt shot from 18 ft,,29-48,,
7:42.0,,,29-48,,Defensive rebound by T. Mozgov
7:34.0,,,29-48,,K. Irving misses 3-pt shot from 26 ft
7:33.0,Defensive rebound by D. Rose,,29-48,,
7:32.0,Shooting foul by K. Irving (drawn by J. Butler),,29-48,,
7:32.0,J. Butler makes 2-pt shot from 1 ft (assist by D. Rose),2,31-48,,
7:32.0,Official timeout,,31-48,,
7:32.0,,,31-48,,L. James enters the game for K. Irving
7:32.0,J. Butler makes free throw 1 of 1,1,32-48,,
7:16.0,Jump ball: T. Gibson vs. L. James,,,,Jump ball: T. Gibson vs. L. James
7:11.0,,,32-48,,I. Shumpert misses 3-pt shot from 25 ft
7:11.0,Defensive rebound by Team,,32-48,,
7:11.0,,,32-48,,Loose ball foul by T. Mozgov (drawn by J. Noah)
6:58.0,D. Rose misses 3-pt shot from 25 ft,,32-48,,
6:57.0,Offensive rebound by J. Noah,,32-48,,
6:52.0,D. Rose misses 2-pt shot from 11 ft,,32-48,,
6:50.0,Offensive rebound by J. Noah,,32-48,,
6:50.0,J. Noah misses 2-pt shot from 1 ft,,32-48,,
6:49.0,,,32-48,,Defensive rebound by L. James
6:41.0,,,32-50,2,L. James makes 2-pt shot from 1 ft
6:21.0,J. Butler makes 3-pt shot from 25 ft (assist by J. Noah),3,35-50,,
6:03.0,,,35-53,3,I. Shumpert makes 3-pt shot from 25 ft (assist by M. Dellavedova)
5:34.0,M. Dunleavy makes 2-pt shot at rim (assist by J. Noah),2,37-53,,
5:14.0,,,37-53,,T. Mozgov misses 2-pt shot from 17 ft
5:13.0,,,37-53,,Offensive rebound by T. Thompson
5:13.0,Personal foul by T. Gibson (drawn by T. Thompson),,37-53,,
5:13.0,,,37-53,,Cleveland full timeout
5:00.0,,,37-53,,L. James misses 2-pt shot from 15 ft
4:58.0,,,37-53,,Offensive rebound by I. Shumpert
4:51.0,,,37-56,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by I. Shumpert)
4:36.0,Shooting foul by T. Mozgov (drawn by J. Butler),,37-56,,
4:36.0,J. Butler makes free throw 1 of 2,1,38-56,,
4:36.0,P. Gasol enters the game for J. Noah,,38-56,,
4:36.0,,,38-56,,K. Irving enters the game for T. Mozgov
4:36.0,J. Butler makes free throw 2 of 2,1,39-56,,
4:13.0,,,39-56,,L. James misses 2-pt shot from 19 ft
4:12.0,Defensive rebound by M. Dunleavy,,39-56,,
4:04.0,D. Rose misses 2-pt shot from 6 ft,,39-56,,
4:02.0,,,39-56,,Defensive rebound by T. Thompson
3:56.0,,,39-58,2,L. James makes 2-pt shot from 1 ft
3:42.0,Offensive foul by P. Gasol,,39-58,,
3:42.0,Turnover by P. Gasol (offensive foul),,39-58,,
3:23.0,,,39-60,2,L. James makes 2-pt shot at rim
3:16.0,Chicago full timeout,,39-60,,
3:06.0,M. Dunleavy misses 2-pt shot from 16 ft,,39-60,,
3:06.0,,,39-60,,Defensive rebound by Team
2:54.0,,,39-60,,L. James misses 2-pt shot from 19 ft
2:52.0,,,39-60,,Offensive rebound by T. Thompson
2:52.0,,,39-60,,T. Thompson misses 2-pt shot from 2 ft (block by T. Gibson)
2:49.0,Defensive rebound by D. Rose,,39-60,,
2:44.0,D. Rose misses 2-pt shot from 1 ft (block by L. James),,39-60,,
2:42.0,,,39-60,,Defensive rebound by T. Thompson
2:31.0,,,39-60,,L. James misses 2-pt shot from 1 ft
2:29.0,Defensive rebound by M. Dunleavy,,39-60,,
2:24.0,J. Butler misses 3-pt shot from 24 ft,,39-60,,
2:21.0,,,39-60,,Defensive rebound by L. James
2:10.0,,,39-60,,L. James misses 2-pt shot from 7 ft (block by D. Rose)
2:08.0,Defensive rebound by M. Dunleavy,,39-60,,
2:02.0,Turnover by D. Rose (bad pass; steal by K. Irving),,39-60,,
1:56.0,,,39-60,,L. James misses 2-pt shot from 3 ft
1:54.0,,,39-60,,Offensive rebound by L. James
1:54.0,,,39-62,2,L. James makes 2-pt shot from 1 ft
1:50.0,,,39-62,,Personal foul by I. Shumpert (drawn by D. Rose)
1:50.0,,,39-62,,K. Perkins enters the game for L. James
1:50.0,,,39-62,,J. Jones enters the game for T. Thompson
1:50.0,T. Snell enters the game for T. Gibson,,39-62,,
1:34.0,P. Gasol makes 2-pt shot from 8 ft,2,41-62,,
1:18.0,,,41-64,2,K. Irving makes 2-pt shot from 21 ft
1:11.0,Shooting foul by K. Perkins (drawn by P. Gasol),,41-64,,
1:11.0,,,41-64,,Technical foul by K. Perkins (drawn by P. Gasol)
1:11.0,M. Dunleavy makes technical free throw,1,42-64,,
1:11.0,P. Gasol makes free throw 1 of 2,1,43-64,,
1:11.0,N. Mirotic enters the game for J. Butler,,43-64,,
1:11.0,P. Gasol misses free throw 2 of 2,,43-64,,
1:09.0,,,43-64,,Defensive rebound by I. Shumpert
0:57.0,,,43-64,,J. Jones misses 3-pt shot from 27 ft
0:55.0,Defensive rebound by P. Gasol,,43-64,,
0:47.0,,,43-64,,Shooting block foul by M. Dellavedova (drawn by P. Gasol)
0:47.0,P. Gasol makes free throw 1 of 2,1,44-64,,
0:47.0,P. Gasol makes free throw 2 of 2,1,45-64,,
0:47.0,,,45-64,,Cleveland full timeout
0:47.0,,,45-64,,L. James enters the game for K. Perkins
0:25.0,,,45-64,,I. Shumpert misses 2-pt shot at rim
0:23.0,,,45-64,,Offensive rebound by L. James
0:00.0,,,45-64,,L. James misses 2-pt shot from 20 ft
0:00.0,,,45-64,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,45-64,,L. James misses 2-pt shot from 19 ft
11:36.0,Defensive rebound by J. Noah,,45-64,,
11:28.0,,,45-64,,Personal foul by I. Shumpert (drawn by P. Gasol)
11:18.0,D. Rose makes 2-pt shot from 18 ft,2,47-64,,
10:59.0,,,47-64,,I. Shumpert misses 3-pt shot from 24 ft
10:58.0,,,47-64,,Offensive rebound by Team
10:48.0,,,47-66,2,T. Mozgov makes 2-pt shot from 1 ft
10:26.0,J. Butler misses 3-pt shot from 27 ft,,47-66,,
10:25.0,,,47-66,,Defensive rebound by L. James
10:10.0,,,47-66,,T. Thompson misses 2-pt shot from 7 ft
10:09.0,,,47-66,,Offensive rebound by T. Mozgov
10:05.0,,,47-68,2,I. Shumpert makes 2-pt shot at rim (assist by L. James)
9:42.0,D. Rose misses 2-pt shot from 2 ft,,47-68,,
9:40.0,,,47-68,,Defensive rebound by T. Mozgov
9:30.0,Personal foul by M. Dunleavy (drawn by I. Shumpert),,47-68,,
9:17.0,,,47-68,,Shooting foul by D. Rose (drawn by K. Irving)
9:17.0,,,47-69,1,K. Irving makes free throw 1 of 3
9:17.0,,,47-70,1,K. Irving makes free throw 2 of 3
9:17.0,,,47-70,,M. Dellavedova enters the game for I. Shumpert
9:17.0,,,47-70,,K. Irving misses free throw 3 of 3
9:16.0,Defensive rebound by P. Gasol,,47-70,,
9:05.0,J. Butler misses 2-pt shot at rim,,47-70,,
9:04.0,,,47-70,,Defensive rebound by T. Thompson
8:56.0,,,47-72,2,K. Irving makes 2-pt shot from 9 ft
8:40.0,P. Gasol makes 2-pt shot from 7 ft (assist by D. Rose),2,49-72,,
8:30.0,,,49-72,,Turnover by K. Irving (bad pass; steal by J. Butler)
8:25.0,J. Butler makes 2-pt shot at rim (assist by D. Rose),2,51-72,,
8:05.0,,,51-72,,M. Dellavedova misses 2-pt shot from 23 ft
8:04.0,Defensive rebound by J. Noah,,51-72,,
7:58.0,D. Rose makes 2-pt shot from 8 ft,2,53-72,,
7:58.0,,,53-72,,Cleveland full timeout
7:45.0,,,53-72,,Turnover by T. Mozgov (lost ball; steal by M. Dunleavy)
7:39.0,D. Rose makes 3-pt shot from 26 ft,3,56-72,,
7:15.0,Personal foul by J. Noah (drawn by T. Mozgov),,56-72,,
7:07.0,,,56-72,,Turnover by K. Irving (bad pass; steal by J. Butler)
6:47.0,D. Rose misses 3-pt shot from 24 ft,,56-72,,
6:46.0,Offensive rebound by D. Rose,,56-72,,
6:42.0,P. Gasol makes 2-pt shot from 17 ft (assist by D. Rose),2,58-72,,
6:19.0,,,58-72,,T. Mozgov misses 2-pt shot at rim
6:18.0,Defensive rebound by Team,,58-72,,
6:03.0,J. Butler makes 3-pt shot from 26 ft (assist by D. Rose),3,61-72,,
5:34.0,,,61-72,,L. James misses 2-pt shot from 6 ft
5:34.0,,,61-72,,Offensive rebound by Team
5:34.0,,,61-72,,Turnover by Team (shot clock)
5:34.0,,,61-72,,J. Jones enters the game for T. Mozgov
5:21.0,P. Gasol misses 2-pt shot from 7 ft,,61-72,,
5:20.0,,,61-72,,Defensive rebound by T. Thompson
5:13.0,,,61-74,2,L. James makes 2-pt shot at rim
4:55.0,J. Butler makes 2-pt shot from 1 ft (assist by J. Noah),2,63-74,,
4:36.0,,,63-77,3,J. Jones makes 3-pt shot from 24 ft (assist by M. Dellavedova)
4:14.0,J. Noah makes 2-pt shot from 6 ft (assist by D. Rose),2,65-77,,
3:54.0,,,65-77,,J. Jones misses 3-pt shot from 25 ft
3:53.0,,,65-77,,Offensive rebound by T. Thompson
3:37.0,,,65-80,3,J. Jones makes 3-pt shot from 24 ft (assist by L. James)
3:15.0,T. Gibson enters the game for J. Noah,,65-80,,
3:10.0,T. Gibson makes 2-pt shot from 18 ft (assist by D. Rose),2,67-80,,
2:47.0,,,67-82,2,L. James makes 2-pt shot from 7 ft
2:34.0,D. Rose misses 2-pt shot from 18 ft,,67-82,,
2:32.0,Offensive rebound by P. Gasol,,67-82,,
2:31.0,Shooting foul by J. Jones (drawn by P. Gasol),,67-82,,
2:31.0,Chicago full timeout,,67-82,,
2:31.0,P. Gasol makes free throw 1 of 2,1,68-82,,
2:31.0,A. Brooks enters the game for M. Dunleavy,,68-82,,
2:31.0,P. Gasol makes free throw 2 of 2,1,69-82,,
2:13.0,,,69-82,,L. James misses 2-pt shot from 7 ft
2:12.0,,,69-82,,Offensive rebound by L. James
2:10.0,,,69-84,2,L. James makes 2-pt shot from 1 ft
1:57.0,J. Butler misses 2-pt shot from 16 ft,,69-84,,
1:56.0,,,69-84,,Defensive rebound by Team
1:55.0,Loose ball foul by P. Gasol (drawn by L. James),,69-84,,
1:42.0,,,69-84,,L. James misses 3-pt shot from 25 ft
1:42.0,,,69-84,,Offensive rebound by Team
1:42.0,Loose ball foul by P. Gasol (drawn by T. Thompson),,69-84,,
1:42.0,,,69-84,,T. Thompson misses free throw 1 of 2
1:42.0,,,69-84,,Offensive rebound by Team
1:42.0,,,69-84,,M. Miller enters the game for K. Irving
1:42.0,,,69-85,1,T. Thompson makes free throw 2 of 2
1:29.0,A. Brooks misses 3-pt shot from 25 ft,,69-85,,
1:29.0,,,69-85,,Defensive rebound by Team
1:10.0,,,69-87,2,L. James makes 2-pt shot from 1 ft
0:56.0,K. Hinrich enters the game for D. Rose,,69-87,,
0:50.0,K. Hinrich makes 2-pt shot from 6 ft (assist by A. Brooks),2,71-87,,
0:25.0,,,71-87,,L. James misses 2-pt shot from 7 ft
0:24.0,,,71-87,,Offensive rebound by T. Thompson
0:04.0,,,71-87,,Turnover by L. James (lost ball; steal by A. Brooks)
0:02.0,,,71-87,,Personal foul by M. Miller (drawn by J. Butler)
0:00.0,A. Brooks misses 3-pt shot from 26 ft,,71-87,,
0:00.0,Offensive rebound by Team,,71-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,A. Brooks misses 2-pt shot from 7 ft,,71-87,,
11:44.0,,,71-87,,Defensive rebound by M. Miller
11:33.0,,,71-89,2,K. Irving makes 2-pt shot from 1 ft
11:10.0,T. Snell misses 2-pt shot from 7 ft,,71-89,,
11:07.0,,,71-89,,Defensive rebound by J. Jones
10:58.0,,,71-89,,K. Irving misses 2-pt shot at rim
10:55.0,Defensive rebound by T. Gibson,,71-89,,
10:53.0,,,71-89,,Personal foul by M. Dellavedova (drawn by K. Hinrich)
10:53.0,D. Rose enters the game for T. Gibson,,71-89,,
10:48.0,D. Rose misses 2-pt shot from 17 ft,,71-89,,
10:47.0,,,71-89,,Defensive rebound by M. Miller
10:25.0,,,71-89,,M. Dellavedova misses 3-pt shot from 28 ft
10:24.0,Defensive rebound by D. Rose,,71-89,,
10:14.0,T. Snell makes 3-pt shot from 23 ft (assist by K. Hinrich),3,74-89,,
9:55.0,,,74-89,,Shooting foul by D. Rose (drawn by K. Irving)
9:55.0,,,74-90,1,K. Irving makes free throw 1 of 3
9:55.0,,,74-90,,K. Irving misses free throw 2 of 3
9:55.0,,,74-90,,Offensive rebound by Team
9:55.0,,,74-90,,L. James enters the game for J. Jones
9:55.0,J. Butler enters the game for K. Hinrich,,74-90,,
9:55.0,,,74-91,1,K. Irving makes free throw 3 of 3
9:35.0,A. Brooks misses 2-pt shot from 6 ft,,74-91,,
9:34.0,,,74-91,,Defensive rebound by T. Thompson
9:14.0,,,74-91,,L. James misses 2-pt shot from 18 ft
9:12.0,Defensive rebound by A. Brooks,,74-91,,
9:07.0,,,74-91,,Personal foul by L. James (drawn by A. Brooks)
8:55.0,J. Butler misses 3-pt shot from 25 ft,,74-91,,
8:52.0,,,74-91,,Defensive rebound by L. James
8:47.0,,,74-91,,Shooting foul by J. Noah (drawn by L. James)
8:47.0,Official timeout,,74-91,,
8:47.0,,,74-91,,I. Shumpert enters the game for K. Irving
8:47.0,,,74-91,,L. James misses free throw 1 of 2
8:47.0,,,74-91,,Offensive rebound by Team
8:47.0,,,74-92,1,L. James makes free throw 2 of 2
8:27.0,Turnover by A. Brooks (bad pass; steal by L. James),,74-92,,
8:22.0,,,74-92,,L. James misses 2-pt shot from 2 ft (block by T. Snell)
8:21.0,Defensive rebound by Team,,74-92,,
8:11.0,D. Rose misses 3-pt shot from 25 ft,,74-92,,
8:10.0,,,74-92,,Defensive rebound by M. Miller
7:45.0,,,74-92,,M. Dellavedova misses 2-pt shot from 21 ft
7:45.0,,,74-92,,Offensive rebound by Team
7:45.0,,,74-92,,Turnover by Team (shot clock)
7:45.0,,,74-92,,K. Irving enters the game for M. Dellavedova
7:39.0,,,74-92,,Personal foul by I. Shumpert (drawn by J. Noah)
7:33.0,J. Noah misses 2-pt shot from 1 ft,,74-92,,
7:32.0,,,74-92,,Defensive rebound by M. Miller
7:08.0,,,74-92,,I. Shumpert misses 3-pt shot from 22 ft
7:07.0,,,74-92,,Offensive rebound by T. Thompson
7:05.0,,,74-92,,Shooting foul by J. Butler (drawn by K. Irving)
7:05.0,,,74-93,1,K. Irving makes free throw 1 of 2
7:05.0,,,74-94,1,K. Irving makes free throw 2 of 2
6:47.0,,,74-94,,Personal foul by T. Thompson (drawn by J. Butler)
6:39.0,A. Brooks makes 2-pt shot from 1 ft,2,76-94,,
6:21.0,,,76-96,2,T. Thompson makes 2-pt shot from 7 ft (assist by K. Irving)
6:02.0,A. Brooks misses 3-pt shot from 25 ft,,76-96,,
6:01.0,Offensive rebound by J. Butler,,76-96,,
5:57.0,J. Butler misses 3-pt shot from 24 ft,,76-96,,
5:56.0,,,76-96,,Defensive rebound by I. Shumpert
5:52.0,,,76-96,,Cleveland full timeout
5:52.0,N. Mirotic enters the game for J. Butler,,76-96,,
5:52.0,K. Hinrich enters the game for D. Rose,,76-96,,
5:37.0,,,76-96,,Shooting foul by T. Snell (drawn by L. James)
5:37.0,,,76-97,1,L. James makes free throw 1 of 2
5:37.0,,,76-97,,M. Dellavedova enters the game for K. Irving
5:37.0,,,76-98,1,L. James makes free throw 2 of 2
5:21.0,Turnover by N. Mirotic (bad pass; steal by L. James),,76-98,,
4:57.0,,,76-98,,M. Dellavedova misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by A. Brooks,,76-98,,
4:43.0,T. Snell misses 3-pt shot from 24 ft,,76-98,,
4:42.0,,,76-98,,Defensive rebound by M. Dellavedova
4:36.0,,,76-98,,Cleveland full timeout
4:36.0,N. Mohammed enters the game for J. Noah,,76-98,,
4:36.0,,,76-98,,J. Jones enters the game for L. James
4:36.0,,,76-98,,S. Marion enters the game for I. Shumpert
4:23.0,,,76-100,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
4:03.0,N. Mirotic makes 2-pt shot from 1 ft (assist by T. Snell),2,78-100,,
3:36.0,,,78-100,,M. Dellavedova misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by N. Mohammed,,78-100,,
3:30.0,Shooting foul by T. Thompson (drawn by A. Brooks),,78-100,,
3:30.0,A. Brooks makes free throw 1 of 2,1,79-100,,
3:30.0,,,79-100,,K. Perkins enters the game for T. Thompson
3:30.0,A. Brooks makes free throw 2 of 2,1,80-100,,
3:13.0,,,80-100,,S. Marion misses 2-pt shot from 7 ft
3:12.0,,,80-100,,Offensive rebound by S. Marion
3:09.0,,,80-100,,S. Marion misses 2-pt shot from 13 ft
3:06.0,Defensive rebound by K. Hinrich,,80-100,,
2:56.0,K. Hinrich makes 3-pt shot from 26 ft,3,83-100,,
2:45.0,Personal foul by K. Hinrich (drawn by M. Dellavedova),,83-100,,
2:45.0,,,83-101,1,M. Dellavedova makes free throw 1 of 2
