time,Milwaukee,pts.away,score,pts.home,Chicago
7:21.0,Z. Pachulia misses 2-pt shot from 2 ft (block by J. Noah),,5-10,,
7:21.0,Offensive rebound by Team,,5-10,,
7:15.0,J. O'Bryant makes 2-pt shot from 17 ft (assist by K. Middleton),2,7-10,,
7:00.0,,,7-10,,Shooting foul by Z. Pachulia (drawn by P. Gasol)
7:00.0,,,7-12,2,P. Gasol makes 2-pt shot from 9 ft (assist by T. Snell)
7:00.0,J. Henson enters the game for Z. Pachulia,,7-12,,
7:00.0,,,7-13,1,P. Gasol makes free throw 1 of 1
6:45.0,G. Antetokounmpo misses 2-pt shot from 4 ft,,7-13,,
6:43.0,,,7-13,,Defensive rebound by P. Gasol
6:34.0,Personal foul by G. Antetokounmpo (drawn by K. Hinrich),,7-13,,
6:20.0,,,7-13,,Shooting foul by B. Knight (drawn by J. Butler)
6:20.0,,,7-13,,J. Butler misses free throw 1 of 2
6:20.0,,,7-13,,Offensive rebound by Team
6:20.0,,,7-14,1,J. Butler makes free throw 2 of 2
6:07.0,K. Middleton misses 2-pt shot from 19 ft,,7-14,,
6:06.0,,,7-14,,Defensive rebound by P. Gasol
5:56.0,,,7-16,2,P. Gasol makes 2-pt shot from 18 ft (assist by J. Butler)
5:43.0,J. Henson misses 2-pt shot from 10 ft,,7-16,,
5:42.0,,,7-16,,Defensive rebound by P. Gasol
5:33.0,,,7-16,,K. Hinrich misses 3-pt shot from 24 ft
5:32.0,,,7-16,,Offensive rebound by T. Snell
5:22.0,,,7-19,3,K. Hinrich makes 3-pt shot from 24 ft (assist by J. Butler)
5:20.0,Milwaukee full timeout,,7-19,,
5:20.0,O. Mayo enters the game for G. Antetokounmpo,,7-19,,
5:20.0,J. Dudley enters the game for J. O'Bryant,,7-19,,
5:02.0,B. Knight misses 2-pt shot from 22 ft,,7-19,,
5:00.0,Offensive rebound by J. Henson,,7-19,,
4:54.0,O. Mayo misses 2-pt shot from 4 ft (block by K. Hinrich),,7-19,,
4:52.0,Offensive rebound by K. Middleton,,7-19,,
4:48.0,O. Mayo misses 3-pt shot from 22 ft (block by J. Butler),,7-19,,
4:47.0,,,7-19,,Defensive rebound by P. Gasol
4:35.0,,,7-19,,Turnover by P. Gasol (bad pass; steal by K. Middleton)
4:27.0,Turnover by J. Dudley (back court),,7-19,,
4:14.0,,,7-19,,K. Hinrich misses 2-pt shot from 20 ft
4:13.0,,,7-19,,Offensive rebound by T. Snell
4:12.0,,,7-19,,T. Snell misses 2-pt shot from 16 ft
4:09.0,Defensive rebound by J. Henson,,7-19,,
4:02.0,B. Knight makes 2-pt shot from 12 ft,2,9-19,,
3:43.0,,,9-21,2,P. Gasol makes 2-pt shot from 21 ft (assist by J. Butler)
3:32.0,J. Dudley makes 2-pt shot from 2 ft (assist by B. Knight),2,11-21,,
3:32.0,,,11-21,,Loose ball foul by P. Gasol (drawn by J. Henson)
3:32.0,,,11-21,,T. Gibson enters the game for J. Noah
3:32.0,J. Henson makes free throw 1 of 1,1,12-21,,
3:24.0,Personal foul by J. Henson (drawn by P. Gasol),,12-21,,
3:24.0,,,12-22,1,P. Gasol makes free throw 1 of 2
3:24.0,,,12-22,,A. Brooks enters the game for K. Hinrich
3:24.0,,,12-23,1,P. Gasol makes free throw 2 of 2
3:12.0,,,12-23,,Personal foul by A. Brooks (drawn by O. Mayo)
3:04.0,K. Middleton misses 2-pt shot from 16 ft,,12-23,,
3:03.0,,,12-23,,Defensive rebound by T. Snell
2:54.0,,,12-23,,T. Gibson misses 2-pt shot at rim
2:53.0,Defensive rebound by J. Dudley,,12-23,,
2:53.0,,,12-23,,Personal foul by J. Butler (drawn by J. Dudley)
2:53.0,,,12-23,,Chicago full timeout
2:53.0,J. Dudley makes free throw 1 of 2,1,13-23,,
2:53.0,J. Dudley makes free throw 2 of 2,1,14-23,,
2:40.0,,,14-23,,A. Brooks misses 2-pt shot from 2 ft
2:37.0,,,14-23,,Offensive rebound by P. Gasol
2:37.0,,,14-23,,P. Gasol misses 2-pt shot from 1 ft
2:35.0,Defensive rebound by J. Henson,,14-23,,
2:31.0,B. Knight misses 2-pt shot from 2 ft (block by T. Snell),,14-23,,
2:29.0,,,14-23,,Defensive rebound by J. Butler
2:24.0,,,14-23,,T. Gibson misses 2-pt shot from 1 ft
2:22.0,,,14-23,,Offensive rebound by T. Gibson
2:22.0,,,14-23,,T. Gibson misses 2-pt shot at rim
2:21.0,Defensive rebound by B. Knight,,14-23,,
2:13.0,,,14-23,,Violation by P. Gasol (def goaltending)
2:13.0,K. Middleton makes 3-pt shot from 25 ft (assist by J. Dudley),3,17-23,,
1:50.0,,,17-25,2,P. Gasol makes 2-pt shot from 7 ft (assist by J. Butler)
1:38.0,O. Mayo misses 2-pt shot from 18 ft,,17-25,,
1:36.0,Offensive rebound by J. Henson,,17-25,,
1:34.0,J. Henson misses 2-pt shot from 4 ft,,17-25,,
1:33.0,,,17-25,,Defensive rebound by Team
1:08.0,,,17-25,,T. Snell misses 3-pt shot from 23 ft
1:08.0,,,17-25,,Offensive rebound by Team
1:08.0,,,17-25,,Turnover by Team (shot clock)
1:00.0,Turnover by J. Henson (traveling),,17-25,,
0:52.0,Personal foul by J. Henson (drawn by P. Gasol),,17-25,,
0:52.0,,,17-26,1,P. Gasol makes free throw 1 of 2
0:52.0,K. Martin enters the game for J. Henson,,17-26,,
0:52.0,,,17-27,1,P. Gasol makes free throw 2 of 2
0:34.0,Turnover by J. Dudley (bad pass; steal by J. Butler),,17-27,,
0:33.0,Personal foul by K. Martin (drawn by J. Butler),,17-27,,
0:33.0,,,17-28,1,J. Butler makes free throw 1 of 2
0:33.0,,,17-29,1,J. Butler makes free throw 2 of 2
0:18.0,J. Dudley makes 2-pt shot from 19 ft (assist by B. Knight),2,19-29,,
0:01.0,,,19-29,,J. Butler misses 2-pt shot from 13 ft
0:00.0,,,19-29,,Offensive rebound by T. Snell
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,K. Martin misses 2-pt shot from 2 ft,,19-29,,
11:36.0,,,19-29,,Defensive rebound by N. Mirotic
11:14.0,,,19-29,,T. Gibson misses 2-pt shot from 15 ft
11:13.0,Defensive rebound by G. Antetokounmpo,,19-29,,
10:51.0,J. Bayless misses 2-pt shot from 21 ft,,19-29,,
10:51.0,,,19-29,,Defensive rebound by Team
10:32.0,,,19-29,,Turnover by N. Mirotic (lost ball; steal by J. Dudley)
10:32.0,,,19-29,,Personal foul by N. Mirotic (drawn by J. Bayless)
10:06.0,G. Antetokounmpo misses 2-pt shot from 5 ft,,19-29,,
10:05.0,,,19-29,,Defensive rebound by J. Butler
9:47.0,,,19-32,3,A. Brooks makes 3-pt shot from 26 ft (assist by J. Butler)
9:27.0,O. Mayo makes 2-pt shot from 16 ft (assist by K. Martin),2,21-32,,
9:03.0,,,21-34,2,T. Gibson makes 2-pt shot from 6 ft (assist by A. Brooks)
8:53.0,Shooting foul by T. Gibson (drawn by J. Dudley),,21-34,,
8:53.0,Milwaukee full timeout,,21-34,,
8:53.0,,,21-34,,K. Hinrich enters the game for J. Butler
8:53.0,J. Dudley makes free throw 1 of 2,1,22-34,,
8:53.0,J. Dudley makes free throw 2 of 2,1,23-34,,
8:34.0,,,23-34,,A. Brooks misses 2-pt shot from 2 ft
8:32.0,Defensive rebound by J. Bayless,,23-34,,
8:28.0,O. Mayo makes 2-pt shot from 2 ft (assist by J. Bayless),2,25-34,,
8:06.0,,,25-34,,Turnover by T. Gibson (traveling)
7:49.0,O. Mayo makes 2-pt shot from 2 ft (assist by J. Dudley),2,27-34,,
7:32.0,,,27-34,,Shooting foul by K. Martin (drawn by N. Mirotic)
7:32.0,,,27-35,1,N. Mirotic makes free throw 1 of 2
7:32.0,,,27-36,1,N. Mirotic makes free throw 2 of 2
7:22.0,Offensive foul by G. Antetokounmpo,,27-36,,
7:22.0,Turnover by G. Antetokounmpo (offensive foul),,27-36,,
7:22.0,,,27-36,,P. Gasol enters the game for E. Moore
7:22.0,Z. Pachulia enters the game for K. Martin,,27-36,,
7:03.0,,,27-36,,A. Brooks misses 2-pt shot from 2 ft
7:02.0,Defensive rebound by G. Antetokounmpo,,27-36,,
6:50.0,G. Antetokounmpo misses 2-pt shot from 15 ft,,27-36,,
6:48.0,Offensive rebound by G. Antetokounmpo,,27-36,,
6:38.0,Z. Pachulia makes 2-pt shot from 17 ft (assist by G. Antetokounmpo),2,29-36,,
6:18.0,,,29-36,,N. Mirotic misses 3-pt shot from 25 ft
6:17.0,Defensive rebound by O. Mayo,,29-36,,
6:13.0,Shooting foul by A. Brooks (drawn by G. Antetokounmpo),,29-36,,
6:13.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by O. Mayo),2,31-36,,
6:13.0,,,31-36,,J. Noah enters the game for T. Gibson
6:13.0,G. Antetokounmpo misses free throw 1 of 1,,31-36,,
6:11.0,,,31-36,,Defensive rebound by N. Mirotic
5:58.0,,,31-36,,P. Gasol misses 2-pt shot from 19 ft
5:56.0,,,31-36,,Offensive rebound by Team
5:56.0,,,31-36,,Chicago full timeout
5:56.0,,,31-36,,J. Butler enters the game for A. Brooks
5:46.0,,,31-38,2,J. Butler makes 2-pt shot at rim (assist by J. Noah)
5:28.0,J. Dudley misses 3-pt shot from 22 ft,,31-38,,
5:26.0,Offensive rebound by J. Bayless,,31-38,,
5:20.0,Z. Pachulia misses 2-pt shot from 17 ft,,31-38,,
5:19.0,,,31-38,,Defensive rebound by N. Mirotic
4:55.0,,,31-38,,P. Gasol misses 2-pt shot from 13 ft
4:55.0,,,31-38,,Offensive rebound by Team
4:55.0,,,31-38,,Turnover by Team (shot clock)
4:55.0,K. Middleton enters the game for O. Mayo,,31-38,,
4:55.0,B. Knight enters the game for J. Bayless,,31-38,,
4:38.0,B. Knight misses 2-pt shot from 20 ft,,31-38,,
4:37.0,,,31-38,,Defensive rebound by N. Mirotic
4:35.0,Personal foul by G. Antetokounmpo (drawn by K. Hinrich),,31-38,,
4:16.0,,,31-40,2,P. Gasol makes 2-pt shot from 20 ft (assist by J. Butler)
4:05.0,Turnover by Z. Pachulia (bad pass; steal by P. Gasol),,31-40,,
3:55.0,,,31-40,,N. Mirotic misses 3-pt shot from 22 ft
3:54.0,Defensive rebound by K. Middleton,,31-40,,
3:46.0,B. Knight makes 2-pt shot from 13 ft,2,33-40,,
3:46.0,Shooting foul by K. Hinrich (drawn by B. Knight),,33-40,,
3:46.0,J. Bayless enters the game for G. Antetokounmpo,,33-40,,
3:46.0,,,33-40,,T. Snell enters the game for N. Mirotic
3:46.0,B. Knight makes free throw 1 of 1,1,34-40,,
3:25.0,,,34-40,,P. Gasol misses 2-pt shot from 2 ft (block by Z. Pachulia)
3:25.0,,,34-40,,Offensive rebound by P. Gasol
3:25.0,,,34-42,2,P. Gasol makes 2-pt shot from 2 ft
3:25.0,,,34-42,,Shooting foul by J. Bayless (drawn by P. Gasol)
3:25.0,,,34-42,,P. Gasol misses free throw 1 of 1
3:24.0,Defensive rebound by K. Middleton,,34-42,,
3:11.0,J. Dudley makes 2-pt shot from 11 ft,2,36-42,,
2:54.0,,,36-42,,Turnover by P. Gasol (traveling)
2:54.0,Milwaukee full timeout,,36-42,,
2:42.0,B. Knight misses 2-pt shot from 22 ft,,36-42,,
2:41.0,Offensive rebound by Z. Pachulia,,36-42,,
2:40.0,Turnover by Z. Pachulia (lost ball; steal by K. Hinrich),,36-42,,
2:32.0,,,36-42,,P. Gasol misses 2-pt shot at rim
2:31.0,,,36-42,,Offensive rebound by P. Gasol
2:31.0,,,36-44,2,P. Gasol makes 2-pt shot at rim
2:18.0,J. Dudley misses 3-pt shot from 25 ft,,36-44,,
2:17.0,,,36-44,,Defensive rebound by J. Butler
2:08.0,,,36-46,2,P. Gasol makes 2-pt shot from 20 ft (assist by J. Noah)
1:41.0,J. Bayless misses 2-pt shot from 17 ft,,36-46,,
1:40.0,,,36-46,,Defensive rebound by P. Gasol
1:30.0,,,36-46,,Turnover by K. Hinrich (lost ball; steal by J. Bayless)
1:26.0,J. Bayless makes 2-pt shot from 1 ft,2,38-46,,
0:57.0,,,38-48,2,J. Noah makes 2-pt shot from 1 ft (assist by T. Snell)
0:46.0,Z. Pachulia misses 2-pt shot from 15 ft,,38-48,,
0:44.0,,,38-48,,Defensive rebound by J. Noah
0:33.0,,,38-48,,Offensive foul by J. Noah
0:33.0,,,38-48,,Turnover by J. Noah (offensive foul)
0:15.0,Shooting foul by J. Noah (drawn by J. Dudley),,38-48,,
0:15.0,J. Dudley misses free throw 1 of 2,,38-48,,
0:15.0,Offensive rebound by Team,,38-48,,
0:15.0,J. Dudley makes free throw 2 of 2,1,39-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,G. Antetokounmpo makes 2-pt shot from 19 ft,2,41-48,,
11:21.0,,,41-48,,K. Hinrich misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by G. Antetokounmpo,,41-48,,
11:20.0,,,41-48,,Personal foul by J. Noah (drawn by Z. Pachulia)
11:06.0,B. Knight makes 2-pt shot from 21 ft,2,43-48,,
10:46.0,,,43-50,2,K. Hinrich makes 2-pt shot from 21 ft (assist by J. Butler)
10:46.0,Milwaukee full timeout,,43-50,,
10:46.0,J. Dudley enters the game for J. O'Bryant,,43-50,,
10:33.0,J. Dudley makes 2-pt shot from 21 ft (assist by G. Antetokounmpo),2,45-50,,
10:13.0,,,45-50,,Turnover by P. Gasol (bad pass; steal by G. Antetokounmpo)
10:07.0,B. Knight makes 2-pt shot from 20 ft,2,47-50,,
9:42.0,,,47-50,,P. Gasol misses 2-pt shot from 4 ft
9:41.0,,,47-50,,Offensive rebound by J. Noah
9:41.0,,,47-50,,J. Noah misses 2-pt shot at rim
9:40.0,Defensive rebound by G. Antetokounmpo,,47-50,,
9:33.0,K. Middleton makes 2-pt shot from 8 ft,2,49-50,,
9:33.0,,,49-50,,Chicago full timeout
9:18.0,,,49-50,,Turnover by T. Snell (bad pass; steal by K. Middleton)
9:16.0,,,49-50,,Violation by T. Snell (def goaltending)
9:16.0,K. Middleton makes 2-pt shot from 2 ft,2,51-50,,
8:53.0,,,51-50,,T. Snell misses 3-pt shot from 25 ft
8:51.0,,,51-50,,Offensive rebound by P. Gasol
8:50.0,,,51-52,2,P. Gasol makes 2-pt shot from 2 ft
8:28.0,B. Knight misses 3-pt shot from 25 ft,,51-52,,
8:27.0,Offensive rebound by J. Dudley,,51-52,,
8:11.0,Z. Pachulia misses 2-pt shot from 18 ft,,51-52,,
8:10.0,,,51-52,,Defensive rebound by P. Gasol
8:04.0,,,51-54,2,K. Hinrich makes 2-pt shot from 17 ft (assist by P. Gasol)
7:40.0,J. Dudley misses 3-pt shot from 26 ft,,51-54,,
7:40.0,,,51-54,,Defensive rebound by Team
7:27.0,,,51-54,,K. Hinrich misses 2-pt shot from 22 ft
7:26.0,Defensive rebound by G. Antetokounmpo,,51-54,,
7:19.0,K. Middleton misses 2-pt shot from 18 ft,,51-54,,
7:19.0,,,51-54,,Defensive rebound by Team
7:05.0,Personal foul by G. Antetokounmpo (drawn by P. Gasol),,51-54,,
6:53.0,,,51-54,,J. Butler misses 3-pt shot from 24 ft
6:52.0,,,51-54,,Offensive rebound by Team
6:43.0,,,51-56,2,K. Hinrich makes 2-pt shot from 6 ft
6:31.0,Z. Pachulia misses 2-pt shot from 20 ft,,51-56,,
6:29.0,,,51-56,,Defensive rebound by T. Snell
6:08.0,,,51-56,,P. Gasol misses 2-pt shot from 8 ft
6:06.0,,,51-56,,Offensive rebound by P. Gasol
6:01.0,Personal foul by G. Antetokounmpo (drawn by J. Noah),,51-56,,
6:01.0,O. Mayo enters the game for G. Antetokounmpo,,51-56,,
6:01.0,J. Henson enters the game for Z. Pachulia,,51-56,,
5:50.0,,,51-56,,T. Snell misses 3-pt shot from 22 ft
5:48.0,Defensive rebound by J. Henson,,51-56,,
5:37.0,B. Knight misses 2-pt shot from 14 ft,,51-56,,
5:36.0,,,51-56,,Defensive rebound by J. Noah
5:26.0,,,51-58,2,P. Gasol makes 2-pt shot from 6 ft (assist by K. Hinrich)
5:06.0,K. Middleton misses 2-pt shot from 22 ft,,51-58,,
5:04.0,,,51-58,,Defensive rebound by P. Gasol
4:43.0,,,51-58,,Shooting foul by K. Middleton (drawn by J. Butler)
4:43.0,,,51-59,1,J. Butler makes free throw 1 of 3
4:43.0,,,51-59,,J. Butler misses free throw 2 of 3
4:43.0,,,51-59,,Offensive rebound by Team
4:43.0,,,51-60,1,J. Butler makes free throw 3 of 3
4:32.0,Shooting foul by J. Noah (drawn by J. Henson),,51-60,,
4:32.0,J. Henson misses free throw 1 of 2,,51-60,,
4:32.0,Offensive rebound by Team,,51-60,,
4:32.0,,,51-60,,T. Gibson enters the game for J. Noah
4:32.0,J. Henson makes free throw 2 of 2,1,52-60,,
4:11.0,,,52-60,,J. Butler misses 2-pt shot from 3 ft (block by J. Henson)
4:09.0,,,52-60,,Offensive rebound by Team
4:03.0,,,52-60,,T. Gibson misses 2-pt shot at rim (block by J. Henson)
4:01.0,,,52-60,,Offensive rebound by T. Gibson
4:00.0,,,52-60,,T. Gibson misses 2-pt shot from 2 ft (block by J. Henson)
3:58.0,,,52-60,,Offensive rebound by J. Butler
3:56.0,,,52-60,,J. Butler misses 3-pt shot from 24 ft
3:53.0,,,52-60,,Offensive rebound by T. Gibson
3:52.0,,,52-60,,T. Gibson misses 2-pt shot from 1 ft
3:51.0,,,52-60,,Offensive rebound by P. Gasol
3:51.0,,,52-60,,P. Gasol misses 2-pt shot at rim
3:50.0,Defensive rebound by O. Mayo,,52-60,,
3:43.0,B. Knight makes 2-pt shot from 5 ft,2,54-60,,
3:43.0,Shooting foul by K. Hinrich (drawn by B. Knight),,54-60,,
3:43.0,,,54-60,,Violation by J. Butler (def goaltending)
3:43.0,B. Knight makes free throw 1 of 1,1,55-60,,
3:34.0,Personal foul by B. Knight (drawn by K. Hinrich),,55-60,,
3:28.0,,,55-62,2,P. Gasol makes 2-pt shot from 1 ft (assist by K. Hinrich)
3:08.0,J. Henson misses 2-pt shot from 1 ft,,55-62,,
3:07.0,Offensive rebound by Team,,55-62,,
2:55.0,B. Knight misses 2-pt shot from 1 ft (block by T. Gibson),,55-62,,
2:53.0,,,55-62,,Defensive rebound by T. Snell
2:35.0,,,55-62,,K. Hinrich misses 3-pt shot from 25 ft
2:35.0,,,55-62,,Offensive rebound by Team
2:35.0,Milwaukee full timeout,,55-62,,
2:35.0,J. Bayless enters the game for J. Dudley,,55-62,,
2:27.0,,,55-62,,P. Gasol misses 2-pt shot from 2 ft (block by O. Mayo)
2:25.0,Defensive rebound by B. Knight,,55-62,,
2:12.0,B. Knight misses 2-pt shot from 21 ft,,55-62,,
2:11.0,,,55-62,,Defensive rebound by P. Gasol
2:03.0,Personal foul by J. Henson (drawn by P. Gasol),,55-62,,
2:03.0,,,55-63,1,P. Gasol makes free throw 1 of 2
2:03.0,,,55-63,,A. Brooks enters the game for K. Hinrich
2:03.0,,,55-64,1,P. Gasol makes free throw 2 of 2
1:41.0,K. Middleton makes 2-pt shot from 11 ft,2,57-64,,
1:15.0,,,57-64,,T. Gibson misses 2-pt shot from 2 ft
1:14.0,,,57-64,,Offensive rebound by P. Gasol
1:14.0,,,57-66,2,P. Gasol makes 2-pt shot from 1 ft
1:00.0,K. Middleton misses 3-pt shot from 24 ft,,57-66,,
0:59.0,Offensive rebound by J. Henson,,57-66,,
0:56.0,O. Mayo makes 3-pt shot from 22 ft (assist by B. Knight),3,60-66,,
0:42.0,,,60-68,2,P. Gasol makes 2-pt shot from 2 ft (assist by A. Brooks)
0:29.0,B. Knight misses 3-pt shot from 25 ft,,60-68,,
0:28.0,Offensive rebound by J. Henson,,60-68,,
0:27.0,B. Knight makes 2-pt shot from 2 ft (assist by J. Henson),2,62-68,,
0:06.0,,,62-68,,A. Brooks misses 2-pt shot from 1 ft
0:05.0,,,62-68,,Offensive rebound by T. Gibson
0:05.0,,,62-68,,T. Gibson misses 2-pt shot from 1 ft (block by O. Mayo)
0:02.0,,,62-68,,Offensive rebound by J. Butler
0:01.0,,,62-68,,J. Butler misses 2-pt shot from 3 ft
0:00.0,Defensive rebound by B. Knight,,62-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,62-68,,N. Mirotic misses 2-pt shot from 15 ft
11:39.0,Defensive rebound by J. Bayless,,62-68,,
11:26.0,K. Marshall makes 2-pt shot from 11 ft,2,64-68,,
11:04.0,,,64-70,2,T. Snell makes 2-pt shot from 3 ft
10:46.0,,,64-70,,Personal foul by E. Moore (drawn by K. Marshall)
10:32.0,J. Henson makes 2-pt shot from 2 ft (assist by J. Dudley),2,66-70,,
10:15.0,,,66-70,,N. Mirotic misses 3-pt shot from 25 ft
10:14.0,Defensive rebound by J. Bayless,,66-70,,
9:59.0,J. Dudley misses 2-pt shot from 14 ft,,66-70,,
9:57.0,,,66-70,,Defensive rebound by T. Gibson
9:43.0,,,66-73,3,N. Mirotic makes 3-pt shot from 22 ft (assist by T. Gibson)
9:28.0,O. Mayo makes 3-pt shot from 25 ft (assist by J. Dudley),3,69-73,,
9:04.0,,,69-75,2,E. Moore makes 2-pt shot from 2 ft
8:43.0,J. Henson misses 2-pt shot at rim,,69-75,,
8:42.0,,,69-75,,Defensive rebound by N. Mirotic
8:33.0,,,69-75,,Chicago full timeout
8:28.0,,,69-77,2,N. Mirotic makes 2-pt shot from 8 ft (assist by A. Brooks)
8:22.0,,,69-77,,Personal foul by A. Brooks (drawn by J. Bayless)
8:15.0,Turnover by K. Marshall (3 sec),,69-77,,
8:15.0,,,69-77,,J. Butler enters the game for T. Snell
8:00.0,,,69-77,,Turnover by T. Gibson (bad pass; steal by O. Mayo)
7:59.0,Turnover by K. Marshall (bad pass; steal by A. Brooks),,69-77,,
7:45.0,,,69-77,,Shooting foul by J. Henson (drawn by A. Brooks)
7:45.0,,,69-78,1,A. Brooks makes free throw 1 of 2
7:45.0,,,69-79,1,A. Brooks makes free throw 2 of 2
7:32.0,J. Dudley misses 2-pt shot from 17 ft,,69-79,,
7:31.0,,,69-79,,Defensive rebound by J. Butler
7:20.0,,,69-79,,E. Moore misses 2-pt shot from 20 ft
7:19.0,Defensive rebound by J. Dudley,,69-79,,
7:13.0,,,69-79,,Personal foul by J. Butler (drawn by O. Mayo)
7:13.0,,,69-79,,P. Gasol enters the game for N. Mirotic
7:13.0,,,69-79,,K. Hinrich enters the game for E. Moore
6:57.0,J. Henson makes 2-pt shot from 1 ft,2,71-79,,
6:42.0,,,71-79,,A. Brooks misses 2-pt shot from 2 ft (block by J. Henson)
6:41.0,,,71-79,,Offensive rebound by P. Gasol
6:41.0,Personal foul by J. Dudley (drawn by P. Gasol),,71-79,,
6:26.0,,,71-81,2,T. Gibson makes 2-pt shot from 8 ft (assist by K. Hinrich)
6:18.0,Offensive foul by J. Henson,,71-81,,
6:18.0,Turnover by J. Henson (offensive foul),,71-81,,
6:18.0,Z. Pachulia enters the game for J. Henson,,71-81,,
5:56.0,,,71-81,,J. Butler misses 3-pt shot from 24 ft
5:55.0,,,71-81,,Offensive rebound by K. Hinrich
5:55.0,,,71-83,2,K. Hinrich makes 2-pt shot from 2 ft
5:39.0,J. Dudley makes 2-pt shot from 2 ft (assist by K. Marshall),2,73-83,,
5:20.0,,,73-85,2,K. Hinrich makes 2-pt shot from 20 ft (assist by J. Butler)
5:19.0,Milwaukee full timeout,,73-85,,
5:19.0,K. Middleton enters the game for J. Dudley,,73-85,,
5:19.0,G. Antetokounmpo enters the game for O. Mayo,,73-85,,
5:19.0,B. Knight enters the game for K. Marshall,,73-85,,
5:04.0,B. Knight makes 2-pt shot from 20 ft,2,75-85,,
4:47.0,,,75-85,,Turnover by J. Butler (bad pass; steal by B. Knight)
4:41.0,J. Bayless misses 3-pt shot from 23 ft,,75-85,,
4:40.0,,,75-85,,Defensive rebound by P. Gasol
4:22.0,,,75-85,,P. Gasol misses 2-pt shot from 20 ft
4:21.0,,,75-85,,Offensive rebound by T. Gibson
4:01.0,,,75-87,2,P. Gasol makes 2-pt shot from 1 ft (assist by J. Butler)
3:43.0,J. Bayless makes 2-pt shot from 17 ft (assist by Z. Pachulia),2,77-87,,
3:20.0,Personal foul by K. Middleton (drawn by P. Gasol),,77-87,,
3:08.0,,,77-89,2,T. Gibson makes 2-pt shot from 2 ft (assist by P. Gasol)
3:00.0,Z. Pachulia misses 2-pt shot from 1 ft,,77-89,,
2:57.0,Offensive rebound by J. Bayless,,77-89,,
2:55.0,Shooting foul by P. Gasol (drawn by Z. Pachulia),,77-89,,
2:55.0,,,77-89,,Chicago full timeout
2:55.0,J. Bayless makes free throw 1 of 2,1,78-89,,
2:55.0,J. Bayless makes free throw 2 of 2,1,79-89,,
2:38.0,,,79-89,,Shooting foul by J. Bayless (drawn by P. Gasol)
