time,LA Clippers,pts.away,score,pts.home,San Antonio
2:53.0,,,13-22,,B. Diaw misses 3-pt shot from 24 ft
2:52.0,,,13-22,,Offensive rebound by K. Leonard
2:36.0,,,13-22,,D. Green misses 3-pt shot from 25 ft
2:35.0,Defensive rebound by B. Griffin,,13-22,,
2:29.0,Turnover by C. Paul (bad pass; steal by K. Leonard),,13-22,,
2:05.0,,,13-25,3,K. Leonard makes 3-pt shot from 25 ft (assist by T. Duncan)
2:05.0,LA Clippers full timeout,,13-25,,
2:05.0,,,13-25,,P. Mills enters the game for T. Parker
2:05.0,,,13-25,,M. Ginobili enters the game for D. Green
2:05.0,H. Turkoglu enters the game for M. Barnes,,13-25,,
2:05.0,A. Rivers enters the game for B. Griffin,,13-25,,
2:05.0,J. Crawford enters the game for J. Redick,,13-25,,
1:50.0,J. Crawford misses 3-pt shot from 26 ft,,13-25,,
1:48.0,Offensive rebound by H. Turkoglu,,13-25,,
1:35.0,J. Crawford misses 2-pt shot from 6 ft (block by B. Diaw),,13-25,,
1:35.0,Offensive rebound by Team,,13-25,,
1:32.0,H. Turkoglu misses 3-pt shot from 25 ft,,13-25,,
1:30.0,,,13-25,,Defensive rebound by M. Ginobili
1:12.0,,,13-25,,T. Duncan misses 2-pt shot from 6 ft
1:10.0,Defensive rebound by H. Turkoglu,,13-25,,
0:53.0,H. Turkoglu misses 3-pt shot from 25 ft,,13-25,,
0:52.0,Offensive rebound by D. Jordan,,13-25,,
0:52.0,D. Jordan makes 2-pt shot from 2 ft,2,15-25,,
0:32.0,,,15-25,,K. Leonard misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by C. Paul,,15-25,,
0:09.0,Shooting foul by M. Ginobili (drawn by A. Rivers),,15-25,,
0:09.0,A. Rivers makes free throw 1 of 2,1,16-25,,
0:09.0,,,16-25,,T. Splitter enters the game for T. Duncan
0:09.0,D. Jones enters the game for C. Paul,,16-25,,
0:09.0,,,16-25,,M. Belinelli enters the game for K. Leonard
0:09.0,A. Rivers misses free throw 2 of 2,,16-25,,
0:07.0,Offensive rebound by A. Rivers,,16-25,,
0:01.0,J. Crawford misses 2-pt shot from 8 ft,,16-25,,
0:00.0,Offensive rebound by Team,,16-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,A. Rivers misses 2-pt shot from 7 ft,,16-25,,
11:46.0,Offensive rebound by Team,,16-25,,
11:43.0,J. Redick misses 2-pt shot from 17 ft,,16-25,,
11:42.0,,,16-25,,Defensive rebound by M. Ginobili
11:36.0,,,16-25,,Turnover by M. Ginobili (bad pass)
11:15.0,A. Rivers makes 3-pt shot from 24 ft (assist by J. Crawford),3,19-25,,
10:58.0,,,19-28,3,M. Bonner makes 3-pt shot from 25 ft (assist by M. Ginobili)
10:39.0,G. Davis misses 2-pt shot from 1 ft,,19-28,,
10:38.0,,,19-28,,Defensive rebound by P. Mills
10:33.0,,,19-31,3,P. Mills makes 3-pt shot from 25 ft
10:33.0,LA Clippers full timeout,,19-31,,
10:33.0,B. Griffin enters the game for H. Turkoglu,,19-31,,
10:22.0,,,19-31,,Personal foul by M. Belinelli (drawn by B. Griffin)
10:14.0,B. Griffin makes 2-pt shot from 17 ft (assist by A. Rivers),2,21-31,,
9:53.0,,,21-31,,T. Splitter misses 2-pt shot from 9 ft
9:51.0,Defensive rebound by B. Griffin,,21-31,,
9:40.0,J. Crawford misses 2-pt shot from 20 ft,,21-31,,
9:39.0,,,21-31,,Defensive rebound by M. Belinelli
9:27.0,,,21-31,,M. Bonner misses 3-pt shot from 24 ft
9:26.0,Defensive rebound by A. Rivers,,21-31,,
9:17.0,B. Griffin misses 2-pt shot from 18 ft,,21-31,,
9:16.0,,,21-31,,Defensive rebound by M. Ginobili
9:05.0,,,21-31,,P. Mills misses 3-pt shot from 24 ft
9:03.0,Defensive rebound by G. Davis,,21-31,,
8:46.0,A. Rivers misses 2-pt shot from 2 ft,,21-31,,
8:45.0,,,21-31,,Defensive rebound by M. Bonner
8:35.0,,,21-31,,Turnover by M. Ginobili (lost ball; steal by G. Davis)
8:29.0,A. Rivers misses 3-pt shot from 26 ft,,21-31,,
8:28.0,,,21-31,,Defensive rebound by T. Splitter
8:26.0,,,21-31,,Turnover by T. Splitter (bad pass; steal by J. Redick)
8:20.0,J. Crawford misses 3-pt shot from 25 ft,,21-31,,
8:18.0,,,21-31,,Defensive rebound by P. Mills
8:01.0,,,21-31,,M. Bonner misses 3-pt shot from 24 ft
8:00.0,Defensive rebound by B. Griffin,,21-31,,
7:49.0,Shooting foul by P. Mills (drawn by J. Crawford),,21-31,,
7:49.0,J. Crawford makes free throw 1 of 3,1,22-31,,
7:49.0,J. Crawford makes free throw 2 of 3,1,23-31,,
7:49.0,,,23-31,,T. Parker enters the game for P. Mills
7:49.0,,,23-31,,B. Diaw enters the game for M. Bonner
7:49.0,,,23-31,,T. Duncan enters the game for T. Splitter
7:49.0,D. Jordan enters the game for G. Davis,,23-31,,
7:49.0,C. Paul enters the game for A. Rivers,,23-31,,
7:49.0,J. Crawford makes free throw 3 of 3,1,24-31,,
7:37.0,,,24-33,2,M. Belinelli makes 2-pt shot from 1 ft (assist by T. Duncan)
7:28.0,Offensive foul by C. Paul,,24-33,,
7:28.0,Turnover by C. Paul (offensive foul),,24-33,,
7:11.0,,,24-33,,Turnover by T. Duncan (3 sec)
6:53.0,B. Griffin misses 2-pt shot from 10 ft,,24-33,,
6:51.0,,,24-33,,Defensive rebound by M. Ginobili
6:35.0,,,24-33,,Shooting foul by D. Jordan (drawn by B. Diaw)
6:35.0,,,24-34,1,B. Diaw makes free throw 1 of 2
6:35.0,,,24-34,,K. Leonard enters the game for M. Ginobili
6:35.0,,,24-35,1,B. Diaw makes free throw 2 of 2
6:11.0,C. Paul makes 3-pt shot from 25 ft,3,27-35,,
5:57.0,,,27-35,,T. Parker misses 2-pt shot from 23 ft
5:55.0,Defensive rebound by J. Redick,,27-35,,
5:45.0,D. Jordan makes 2-pt shot from 1 ft (assist by B. Griffin),2,29-35,,
5:45.0,,,29-35,,San Antonio full timeout
5:45.0,M. Barnes enters the game for J. Crawford,,29-35,,
5:45.0,,,29-35,,D. Green enters the game for M. Belinelli
5:23.0,,,29-35,,T. Duncan misses 2-pt shot from 2 ft
5:21.0,Defensive rebound by D. Jordan,,29-35,,
5:01.0,B. Griffin misses 2-pt shot from 5 ft (block by T. Duncan),,29-35,,
4:59.0,Offensive rebound by B. Griffin,,29-35,,
4:59.0,B. Griffin misses 2-pt shot from 2 ft,,29-35,,
4:57.0,Offensive rebound by D. Jordan,,29-35,,
4:57.0,D. Jordan misses 2-pt shot from 2 ft,,29-35,,
4:55.0,,,29-35,,Defensive rebound by B. Diaw
4:42.0,,,29-35,,K. Leonard misses 2-pt shot from 20 ft
4:42.0,,,29-35,,Offensive rebound by Team
4:41.0,Loose ball foul by D. Jordan (drawn by T. Duncan),,29-35,,
4:34.0,,,29-35,,T. Parker misses 2-pt shot from 18 ft
4:32.0,Defensive rebound by D. Jordan,,29-35,,
4:14.0,J. Redick misses 2-pt shot from 16 ft,,29-35,,
4:13.0,,,29-35,,Defensive rebound by B. Diaw
4:02.0,,,29-35,,K. Leonard misses 2-pt shot from 12 ft
3:59.0,,,29-35,,Offensive rebound by K. Leonard
3:49.0,,,29-35,,B. Diaw misses 2-pt shot from 19 ft
3:48.0,Defensive rebound by C. Paul,,29-35,,
3:44.0,B. Griffin makes 2-pt shot from 2 ft,2,31-35,,
3:44.0,Shooting foul by B. Diaw (drawn by B. Griffin),,31-35,,
3:44.0,B. Griffin misses free throw 1 of 1,,31-35,,
3:43.0,,,31-35,,Defensive rebound by B. Diaw
3:27.0,Shooting block foul by M. Barnes (drawn by K. Leonard),,31-35,,
3:27.0,,,31-36,1,K. Leonard makes free throw 1 of 2
3:27.0,,,31-37,1,K. Leonard makes free throw 2 of 2
3:11.0,B. Griffin makes 2-pt shot from 3 ft,2,33-37,,
3:01.0,,,33-39,2,B. Diaw makes 2-pt shot from 2 ft (assist by T. Parker)
2:35.0,M. Barnes misses 2-pt shot from 1 ft (block by T. Duncan),,33-39,,
2:34.0,,,33-39,,Defensive rebound by T. Parker
2:28.0,,,33-41,2,K. Leonard makes 2-pt shot at rim (assist by D. Green)
2:14.0,Turnover by C. Paul (lost ball; steal by D. Green),,33-41,,
2:11.0,Official timeout,,33-41,,
2:08.0,Jump ball: D. Green vs. C. Paul (T. Duncan gains possession),,,,Jump ball: D. Green vs. C. Paul (T. Duncan gains possession)
1:56.0,,,33-44,3,D. Green makes 3-pt shot from 24 ft (assist by T. Duncan)
1:40.0,Turnover by J. Redick (bad pass; steal by K. Leonard),,33-44,,
1:35.0,,,33-46,2,K. Leonard makes 2-pt shot from 1 ft (assist by T. Parker)
1:32.0,,,33-46,,Personal block foul by T. Parker (drawn by C. Paul)
1:32.0,J. Crawford enters the game for M. Barnes,,33-46,,
1:32.0,G. Davis enters the game for D. Jordan,,33-46,,
1:28.0,Shooting foul by T. Duncan (drawn by G. Davis),,33-46,,
1:28.0,G. Davis misses free throw 1 of 2,,33-46,,
1:28.0,Offensive rebound by Team,,33-46,,
1:28.0,G. Davis makes free throw 2 of 2,1,34-46,,
1:09.0,,,34-46,,T. Duncan misses 2-pt shot from 3 ft (block by G. Davis)
1:07.0,Defensive rebound by G. Davis,,34-46,,
1:00.0,G. Davis misses 2-pt shot from 1 ft (block by K. Leonard),,34-46,,
0:59.0,,,34-46,,Defensive rebound by K. Leonard
0:56.0,,,34-46,,Turnover by K. Leonard (lost ball; steal by C. Paul)
0:50.0,B. Griffin makes 2-pt shot from 2 ft,2,36-46,,
0:31.0,,,36-46,,K. Leonard misses 3-pt shot from 23 ft
0:30.0,,,36-46,,Offensive rebound by T. Duncan
0:30.0,Loose ball foul by J. Redick (drawn by T. Duncan),,36-46,,
0:18.0,,,36-46,,B. Diaw misses 2-pt shot from 1 ft (block by B. Griffin)
0:16.0,Defensive rebound by C. Paul,,36-46,,
0:11.0,LA Clippers full timeout,,36-46,,
0:00.0,B. Griffin makes 2-pt shot from 22 ft (assist by C. Paul),2,38-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,B. Griffin misses 2-pt shot from 4 ft,,38-46,,
11:47.0,,,38-46,,Defensive rebound by D. Green
11:26.0,,,38-46,,T. Parker misses 2-pt shot from 10 ft
11:24.0,Defensive rebound by B. Griffin,,38-46,,
11:14.0,Turnover by J. Redick (bad pass; steal by T. Splitter),,38-46,,
11:09.0,,,38-48,2,K. Leonard makes 2-pt shot at rim
11:06.0,Turnover by M. Barnes (bad pass; steal by D. Green),,38-48,,
10:55.0,,,38-48,,Turnover by T. Parker (bad pass; steal by M. Barnes)
10:47.0,C. Paul makes 2-pt shot from 3 ft,2,40-48,,
10:30.0,,,40-50,2,K. Leonard makes 2-pt shot from 12 ft
10:10.0,Offensive foul by B. Griffin,,40-50,,
10:10.0,Turnover by B. Griffin (offensive foul),,40-50,,
9:45.0,,,40-52,2,T. Splitter makes 2-pt shot at rim (assist by T. Duncan)
9:33.0,C. Paul misses 2-pt shot from 1 ft,,40-52,,
9:32.0,,,40-52,,Defensive rebound by T. Duncan
9:14.0,,,40-52,,T. Parker misses 3-pt shot from 24 ft
9:12.0,Defensive rebound by D. Jordan,,40-52,,
9:08.0,,,40-52,,Personal foul by T. Splitter (drawn by B. Griffin)
8:53.0,C. Paul misses 2-pt shot from 19 ft,,40-52,,
8:52.0,,,40-52,,Defensive rebound by T. Parker
8:32.0,,,40-54,2,K. Leonard makes 2-pt shot at rim
8:23.0,J. Redick misses 3-pt shot from 24 ft,,40-54,,
8:21.0,,,40-54,,Defensive rebound by T. Duncan
8:13.0,,,40-56,2,K. Leonard makes 2-pt shot from 13 ft
8:13.0,LA Clippers full timeout,,40-56,,
7:46.0,M. Barnes makes 3-pt shot from 23 ft (assist by B. Griffin),3,43-56,,
7:30.0,Personal foul by C. Paul (drawn by T. Splitter),,43-56,,
7:23.0,,,43-59,3,K. Leonard makes 3-pt shot from 25 ft (assist by T. Parker)
7:06.0,,,43-59,,Personal foul by T. Splitter (drawn by B. Griffin)
7:00.0,J. Redick misses 3-pt shot from 25 ft,,43-59,,
6:59.0,,,43-59,,Defensive rebound by D. Green
6:40.0,,,43-59,,Turnover by T. Splitter (traveling)
6:40.0,,,43-59,,M. Ginobili enters the game for D. Green
6:24.0,C. Paul misses 2-pt shot from 17 ft,,43-59,,
6:23.0,Offensive rebound by B. Griffin,,43-59,,
6:23.0,B. Griffin misses 2-pt shot from 3 ft,,43-59,,
6:21.0,,,43-59,,Defensive rebound by M. Ginobili
6:08.0,,,43-59,,K. Leonard misses 2-pt shot from 20 ft
6:07.0,Defensive rebound by B. Griffin,,43-59,,
6:00.0,Turnover by C. Paul (bad pass),,43-59,,
6:00.0,,,43-59,,San Antonio full timeout
6:00.0,J. Crawford enters the game for M. Barnes,,43-59,,
5:42.0,,,43-59,,T. Parker misses 3-pt shot from 23 ft
5:41.0,Defensive rebound by J. Crawford,,43-59,,
5:35.0,B. Griffin misses 2-pt shot from 1 ft (block by M. Ginobili),,43-59,,
5:35.0,Offensive rebound by Team,,43-59,,
5:24.0,B. Griffin makes 2-pt shot from 7 ft (assist by C. Paul),2,45-59,,
5:09.0,Personal foul by J. Crawford (drawn by M. Ginobili),,45-59,,
5:09.0,,,45-59,,B. Diaw enters the game for T. Splitter
4:58.0,,,45-61,2,K. Leonard makes 2-pt shot from 14 ft (assist by M. Ginobili)
4:48.0,C. Paul misses 2-pt shot from 8 ft (block by K. Leonard),,45-61,,
4:48.0,Offensive rebound by Team,,45-61,,
4:42.0,Turnover by D. Jordan (offensive goaltending),,45-61,,
4:23.0,,,45-63,2,T. Parker makes 2-pt shot from 14 ft (assist by K. Leonard)
4:02.0,,,45-63,,P. Mills enters the game for T. Parker
4:02.0,A. Rivers enters the game for J. Redick,,45-63,,
4:02.0,G. Davis enters the game for D. Jordan,,45-63,,
3:55.0,J. Crawford misses 3-pt shot from 25 ft,,45-63,,
3:54.0,,,45-63,,Defensive rebound by B. Diaw
3:48.0,Shooting block foul by G. Davis (drawn by B. Diaw),,45-63,,
3:48.0,,,45-63,,B. Diaw misses free throw 1 of 2
3:48.0,,,45-63,,Offensive rebound by Team
3:48.0,,,45-63,,D. Green enters the game for K. Leonard
3:48.0,,,45-64,1,B. Diaw makes free throw 2 of 2
3:39.0,A. Rivers misses 2-pt shot from 8 ft (block by T. Duncan),,45-64,,
3:38.0,Offensive rebound by A. Rivers,,45-64,,
3:23.0,C. Paul misses 3-pt shot from 25 ft,,45-64,,
3:21.0,Offensive rebound by G. Davis,,45-64,,
3:21.0,G. Davis makes 2-pt shot from 1 ft,2,47-64,,
2:54.0,,,47-66,2,T. Duncan makes 2-pt shot from 13 ft
2:31.0,G. Davis misses 2-pt shot from 2 ft (block by M. Ginobili),,47-66,,
2:30.0,,,47-66,,Defensive rebound by T. Duncan
2:29.0,Personal foul by C. Paul (drawn by M. Ginobili),,47-66,,
2:29.0,H. Turkoglu enters the game for C. Paul,,47-66,,
2:16.0,,,47-66,,D. Green misses 2-pt shot from 1 ft
2:15.0,Defensive rebound by G. Davis,,47-66,,
2:14.0,Jump ball: G. Davis vs. T. Duncan (M. Ginobili gains possession),,,,Jump ball: G. Davis vs. T. Duncan (M. Ginobili gains possession)
2:14.0,Turnover by G. Davis (lost ball; steal by T. Duncan),,47-66,,
1:56.0,,,47-68,2,B. Diaw makes 2-pt shot from 4 ft (assist by M. Ginobili)
1:38.0,J. Crawford misses 2-pt shot from 12 ft,,47-68,,
1:38.0,,,47-68,,Defensive rebound by Team
1:38.0,Loose ball foul by G. Davis (drawn by T. Duncan),,47-68,,
1:38.0,,,47-68,,T. Duncan misses free throw 1 of 2
1:38.0,,,47-68,,Offensive rebound by Team
1:38.0,,,47-68,,T. Duncan misses free throw 2 of 2
1:37.0,Defensive rebound by B. Griffin,,47-68,,
1:14.0,J. Crawford misses 2-pt shot from 19 ft,,47-68,,
1:13.0,,,47-68,,Defensive rebound by D. Green
1:01.0,,,47-68,,Turnover by B. Diaw (bad pass; steal by H. Turkoglu)
1:01.0,,,47-68,,Personal foul by M. Ginobili (drawn by H. Turkoglu)
1:01.0,,,47-68,,M. Bonner enters the game for T. Duncan
0:56.0,,,47-68,,Personal foul by B. Diaw (drawn by B. Griffin)
0:56.0,B. Griffin makes free throw 1 of 2,1,48-68,,
0:56.0,B. Griffin makes free throw 2 of 2,1,49-68,,
0:34.0,,,49-68,,P. Mills misses 2-pt shot from 4 ft
0:33.0,,,49-68,,Offensive rebound by P. Mills
0:15.0,,,49-70,2,M. Ginobili makes 2-pt shot from 1 ft
0:01.0,J. Crawford misses 2-pt shot from 8 ft,,49-70,,
0:00.0,,,49-70,,Defensive rebound by D. Green
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,49-70,,M. Ginobili misses 2-pt shot from 5 ft
11:41.0,Defensive rebound by J. Crawford,,49-70,,
11:27.0,,,49-70,,Personal foul by B. Diaw (drawn by J. Crawford)
11:16.0,J. Crawford makes 2-pt shot from 9 ft,2,51-70,,
10:56.0,,,51-72,2,B. Diaw makes 2-pt shot from 1 ft (assist by M. Ginobili)
10:44.0,H. Turkoglu misses 2-pt shot from 1 ft,,51-72,,
10:43.0,,,51-72,,Defensive rebound by M. Bonner
10:31.0,,,51-75,3,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili)
10:14.0,J. Crawford misses 2-pt shot from 24 ft,,51-75,,
10:13.0,,,51-75,,Defensive rebound by M. Ginobili
10:01.0,,,51-75,,Turnover by D. Green (lost ball; steal by C. Paul)
9:52.0,C. Paul misses 3-pt shot from 24 ft,,51-75,,
9:50.0,,,51-75,,Defensive rebound by B. Diaw
9:35.0,,,51-75,,M. Bonner misses 3-pt shot from 25 ft
9:34.0,Defensive rebound by D. Jordan,,51-75,,
9:26.0,Turnover by C. Paul (bad pass; steal by B. Diaw),,51-75,,
9:21.0,,,51-75,,P. Mills misses 3-pt shot from 25 ft
9:18.0,,,51-75,,Offensive rebound by D. Green
9:13.0,,,51-78,3,D. Green makes 3-pt shot from 25 ft (assist by M. Ginobili)
9:13.0,LA Clippers full timeout,,51-78,,
9:13.0,J. Redick enters the game for H. Turkoglu,,51-78,,
9:13.0,,,51-78,,M. Belinelli enters the game for M. Bonner
9:11.0,,,51-78,,K. Leonard enters the game for M. Ginobili
9:03.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,53-78,,
8:44.0,,,53-80,2,M. Belinelli makes 2-pt shot from 1 ft (assist by B. Diaw)
8:27.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,55-80,,
8:05.0,,,55-80,,Shooting foul by C. Paul (drawn by B. Diaw)
8:05.0,,,55-81,1,B. Diaw makes free throw 1 of 2
8:05.0,,,55-82,1,B. Diaw makes free throw 2 of 2
7:55.0,,,55-82,,Personal foul by D. Green (drawn by C. Paul)
7:55.0,L. Hudson enters the game for C. Paul,,55-82,,
7:55.0,,,55-82,,J. Ayres enters the game for B. Diaw
7:55.0,S. Hawes enters the game for D. Jordan,,55-82,,
7:46.0,A. Rivers misses 3-pt shot from 26 ft,,55-82,,
7:45.0,,,55-82,,Defensive rebound by D. Green
7:39.0,,,55-84,2,K. Leonard makes 2-pt shot from 19 ft
7:39.0,,,55-84,,Shooting foul by L. Hudson (drawn by K. Leonard)
7:39.0,,,55-84,,C. Joseph enters the game for P. Mills
7:39.0,G. Davis enters the game for J. Redick,,55-84,,
7:39.0,,,55-84,,M. Bonner enters the game for D. Green
7:39.0,,,55-85,1,K. Leonard makes free throw 1 of 1
7:25.0,S. Hawes misses 3-pt shot from 25 ft,,55-85,,
7:24.0,,,55-85,,Defensive rebound by K. Leonard
7:19.0,,,55-85,,San Antonio full timeout
7:19.0,,,55-85,,A. Baynes enters the game for K. Leonard
7:11.0,,,55-87,2,C. Joseph makes 2-pt shot from 17 ft
6:54.0,S. Hawes misses 2-pt shot from 12 ft,,55-87,,
6:51.0,,,55-87,,Defensive rebound by A. Baynes
6:37.0,,,55-87,,A. Baynes misses 2-pt shot from 14 ft
6:35.0,Defensive rebound by S. Hawes,,55-87,,
6:21.0,G. Davis misses 2-pt shot from 5 ft,,55-87,,
6:18.0,,,55-87,,Defensive rebound by J. Ayres
5:58.0,,,55-89,2,M. Belinelli makes 2-pt shot from 16 ft (assist by J. Ayres)
5:58.0,LA Clippers full timeout,,55-89,,
5:49.0,A. Rivers misses 2-pt shot from 22 ft,,55-89,,
5:48.0,,,55-89,,Defensive rebound by J. Ayres
5:29.0,,,55-92,3,M. Belinelli makes 3-pt shot from 26 ft (assist by M. Bonner)
5:09.0,S. Hawes misses 2-pt shot from 1 ft,,55-92,,
5:07.0,Offensive rebound by G. Davis,,55-92,,
5:07.0,G. Davis makes 2-pt shot at rim,2,57-92,,
4:49.0,,,57-92,,Turnover by A. Baynes (3 sec)
4:49.0,E. Udoh enters the game for J. Crawford,,57-92,,
4:49.0,D. Jones enters the game for G. Davis,,57-92,,
4:36.0,A. Rivers makes 2-pt shot from 1 ft,2,59-92,,
4:21.0,,,59-92,,M. Bonner misses 3-pt shot from 25 ft
4:20.0,Defensive rebound by A. Rivers,,59-92,,
3:57.0,A. Rivers makes 2-pt shot from 7 ft,2,61-92,,
3:37.0,,,61-94,2,C. Joseph makes 2-pt shot from 7 ft (assist by M. Belinelli)
3:28.0,L. Hudson makes 3-pt shot from 25 ft,3,64-94,,
3:08.0,,,64-96,2,A. Baynes makes 2-pt shot from 19 ft (assist by J. Ayres)
2:54.0,A. Rivers makes 3-pt shot from 24 ft,3,67-96,,
2:39.0,,,67-96,,J. Ayres misses 2-pt shot at rim (block by S. Hawes)
2:36.0,Defensive rebound by S. Hawes,,67-96,,
2:26.0,S. Hawes misses 2-pt shot from 5 ft,,67-96,,
2:25.0,Offensive rebound by Team,,67-96,,
2:25.0,Official timeout,,67-96,,
2:18.0,A. Rivers misses 2-pt shot from 7 ft,,67-96,,
2:16.0,,,67-96,,Defensive rebound by A. Baynes
1:59.0,,,67-98,2,C. Joseph makes 2-pt shot from 19 ft
1:47.0,S. Hawes misses 2-pt shot from 8 ft,,67-98,,
1:44.0,,,67-98,,Defensive rebound by A. Baynes
1:37.0,,,67-98,,Shooting foul by D. Jones (drawn by A. Baynes)
1:37.0,,,67-99,1,A. Baynes makes free throw 1 of 2
1:37.0,,,67-100,1,A. Baynes makes free throw 2 of 2
1:25.0,L. Hudson makes 2-pt shot at rim,2,69-100,,
1:11.0,,,69-100,,M. Belinelli misses 2-pt shot from 22 ft
1:10.0,Defensive rebound by L. Hudson,,69-100,,
1:03.0,S. Hawes makes 2-pt shot at rim (assist by L. Hudson),2,71-100,,
0:51.0,,,71-100,,Turnover by C. Joseph (lost ball; steal by D. Jones)
0:48.0,D. Jones makes 2-pt shot at rim (assist by L. Hudson),2,73-100,,
0:27.0,,,73-100,,Offensive foul by M. Bonner
0:27.0,,,73-100,,Turnover by M. Bonner (offensive foul)
0:12.0,L. Hudson misses 3-pt shot from 25 ft,,73-100,,
0:11.0,,,73-100,,Defensive rebound by J. Ayres
0:00.0,End of 4th quarter,,,,End of 4th quarter
