time,Cleveland,pts.away,score,pts.home,Toronto
5:10.0,Shooting foul by J. Valanciunas (drawn by L. James),,13-12,,
5:10.0,,,13-12,,Toronto full timeout
5:10.0,L. James misses free throw 1 of 2,,13-12,,
5:10.0,Offensive rebound by Team,,13-12,,
5:10.0,L. James makes free throw 2 of 2,1,14-12,,
4:50.0,,,14-12,,J. Valanciunas misses 2-pt shot from 17 ft
4:49.0,Defensive rebound by K. Love,,14-12,,
4:36.0,L. James makes 3-pt shot from 23 ft,3,17-12,,
4:22.0,,,17-15,3,J. Johnson makes 3-pt shot from 24 ft (assist by G. Vasquez)
3:58.0,T. Mozgov misses 2-pt shot from 2 ft,,17-15,,
3:57.0,,,17-15,,Defensive rebound by A. Johnson
3:47.0,,,17-15,,Shooting foul by L. James (drawn by A. Johnson)
3:47.0,,,17-16,1,A. Johnson makes free throw 1 of 2
3:47.0,I. Shumpert enters the game for L. James,,17-16,,
3:47.0,T. Thompson enters the game for T. Mozgov,,17-16,,
3:47.0,,,17-16,,L. Williams enters the game for G. Vasquez
3:47.0,,,17-16,,T. Ross enters the game for J. Johnson
3:47.0,,,17-17,1,A. Johnson makes free throw 2 of 2
3:33.0,K. Irving makes 2-pt shot from 16 ft (assist by I. Shumpert),2,19-17,,
3:18.0,,,19-19,2,D. DeRozan makes 2-pt shot from 2 ft (assist by A. Johnson)
3:11.0,Shooting foul by L. Williams (drawn by K. Irving),,19-19,,
3:11.0,K. Irving makes free throw 1 of 2,1,20-19,,
3:11.0,K. Irving makes free throw 2 of 2,1,21-19,,
2:57.0,,,21-21,2,D. DeRozan makes 2-pt shot from 17 ft (assist by L. Williams)
2:34.0,K. Irving makes 2-pt shot from 16 ft,2,23-21,,
2:19.0,,,23-21,,D. DeRozan misses 2-pt shot from 16 ft
2:18.0,,,23-21,,Offensive rebound by A. Johnson
2:13.0,,,23-21,,D. DeRozan misses 2-pt shot at rim
2:11.0,Defensive rebound by K. Irving,,23-21,,
2:07.0,K. Irving misses 2-pt shot from 1 ft,,23-21,,
2:06.0,Offensive rebound by I. Shumpert,,23-21,,
2:04.0,I. Shumpert misses 2-pt shot at rim,,23-21,,
2:03.0,Offensive rebound by I. Shumpert,,23-21,,
1:53.0,I. Shumpert makes 2-pt shot from 2 ft,2,25-21,,
1:38.0,,,25-21,,T. Ross misses 3-pt shot from 23 ft
1:37.0,Defensive rebound by J. Smith,,25-21,,
1:29.0,J. Smith misses 2-pt shot from 6 ft,,25-21,,
1:28.0,,,25-21,,Defensive rebound by A. Johnson
1:18.0,,,25-23,2,D. DeRozan makes 2-pt shot from 1 ft (assist by A. Johnson)
1:02.0,Turnover by T. Thompson (3 sec),,25-23,,
1:02.0,Cleveland full timeout,,25-23,,
1:02.0,,,25-23,,T. Hansbrough enters the game for A. Johnson
1:02.0,,,25-23,,P. Patterson enters the game for J. Valanciunas
1:02.0,L. James enters the game for K. Love,,25-23,,
1:02.0,M. Dellavedova enters the game for J. Smith,,25-23,,
1:02.0,J. Jones enters the game for K. Irving,,25-23,,
0:51.0,,,25-25,2,D. DeRozan makes 2-pt shot from 2 ft
0:39.0,Shooting foul by P. Patterson (drawn by J. Jones),,25-25,,
0:39.0,J. Jones makes free throw 1 of 3,1,26-25,,
0:39.0,J. Jones makes free throw 2 of 3,1,27-25,,
0:39.0,J. Jones misses free throw 3 of 3,,27-25,,
0:39.0,,,27-25,,Defensive rebound by P. Patterson
0:26.0,,,27-25,,D. DeRozan misses 3-pt shot from 26 ft
0:25.0,Defensive rebound by Team,,27-25,,
0:04.0,,,27-25,,Def 3 sec tech foul by P. Patterson
0:04.0,L. James makes technical free throw,1,28-25,,
0:01.0,L. James misses 3-pt shot from 27 ft,,28-25,,
0:00.0,Offensive rebound by Team,,28-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,28-25,,Personal foul by J. Johnson (drawn by L. James)
11:46.0,,,28-25,,Personal block foul by J. Johnson (drawn by L. James)
11:36.0,Turnover by L. James (bad pass; steal by T. Ross),,28-25,,
11:21.0,,,28-25,,T. Ross misses 3-pt shot from 25 ft
11:20.0,,,28-25,,Offensive rebound by T. Hansbrough
11:18.0,,,28-27,2,T. Hansbrough makes 2-pt shot from 1 ft
10:59.0,T. Thompson misses 2-pt shot from 3 ft,,28-27,,
10:58.0,,,28-27,,Defensive rebound by J. Johnson
10:54.0,Personal foul by T. Thompson (drawn by J. Johnson),,28-27,,
10:41.0,,,28-27,,T. Ross misses 2-pt shot from 17 ft
10:40.0,Defensive rebound by T. Thompson,,28-27,,
10:29.0,J. Jones misses 3-pt shot from 26 ft,,28-27,,
10:28.0,,,28-27,,Defensive rebound by T. Ross
10:20.0,,,28-27,,Turnover by T. Ross (bad pass; steal by T. Thompson)
10:15.0,L. James makes 2-pt shot from 2 ft (assist by T. Thompson),2,30-27,,
9:57.0,Violation by M. Dellavedova (kicked ball),,30-27,,
9:46.0,,,30-27,,P. Patterson misses 3-pt shot from 24 ft
9:45.0,Defensive rebound by Team,,30-27,,
9:23.0,J. Jones makes 3-pt shot from 26 ft (assist by L. James),3,33-27,,
9:06.0,,,33-29,2,J. Johnson makes 2-pt shot from 4 ft
8:46.0,J. Jones makes 3-pt shot from 26 ft (assist by L. James),3,36-29,,
8:38.0,,,36-29,,Toronto full timeout
8:38.0,,,36-29,,G. Vasquez enters the game for J. Johnson
8:24.0,,,36-32,3,L. Williams makes 3-pt shot from 23 ft (assist by T. Ross)
7:55.0,I. Shumpert misses 3-pt shot from 24 ft,,36-32,,
7:55.0,Offensive rebound by Team,,36-32,,
7:55.0,,,36-32,,Loose ball foul by T. Ross (drawn by T. Thompson)
7:55.0,K. Irving enters the game for M. Dellavedova,,36-32,,
7:40.0,I. Shumpert misses 3-pt shot from 23 ft,,36-32,,
7:39.0,,,36-32,,Defensive rebound by T. Ross
7:27.0,,,36-34,2,T. Ross makes 2-pt shot at rim (assist by L. Williams)
7:01.0,J. Jones misses 3-pt shot from 24 ft,,36-34,,
7:00.0,,,36-34,,Defensive rebound by T. Hansbrough
6:52.0,,,36-34,,Turnover by L. Williams (bad pass; steal by T. Thompson)
6:49.0,,,36-34,,Personal block foul by G. Vasquez (drawn by L. James)
6:49.0,K. Love enters the game for J. Jones,,36-34,,
6:49.0,,,36-34,,A. Johnson enters the game for T. Hansbrough
6:49.0,J. Smith enters the game for I. Shumpert,,36-34,,
6:44.0,J. Smith misses 3-pt shot from 25 ft,,36-34,,
6:42.0,Offensive rebound by Team,,36-34,,
6:42.0,,,36-34,,D. DeRozan enters the game for L. Williams
6:30.0,Turnover by T. Thompson (lost ball; steal by D. DeRozan),,36-34,,
6:22.0,,,36-34,,T. Ross misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by L. James,,36-34,,
6:12.0,L. James misses 2-pt shot from 7 ft,,36-34,,
6:11.0,Offensive rebound by L. James,,36-34,,
6:08.0,L. James makes 2-pt shot from 1 ft,2,38-34,,
5:54.0,,,38-34,,D. DeRozan misses 2-pt shot from 15 ft
5:53.0,Defensive rebound by L. James,,38-34,,
5:41.0,K. Love makes 3-pt shot from 26 ft (assist by L. James),3,41-34,,
5:20.0,,,41-36,2,T. Ross makes 2-pt shot from 12 ft (assist by G. Vasquez)
5:13.0,Cleveland full timeout,,41-36,,
5:13.0,I. Shumpert enters the game for L. James,,41-36,,
5:13.0,T. Mozgov enters the game for T. Thompson,,41-36,,
5:05.0,K. Irving misses 3-pt shot from 26 ft,,41-36,,
5:04.0,,,41-36,,Defensive rebound by D. DeRozan
4:47.0,,,41-36,,A. Johnson misses 2-pt shot from 5 ft
4:46.0,Defensive rebound by K. Love,,41-36,,
4:39.0,K. Irving makes 2-pt shot from 1 ft,2,43-36,,
4:11.0,,,43-36,,A. Johnson misses 3-pt shot from 26 ft
4:10.0,Defensive rebound by J. Smith,,43-36,,
3:58.0,K. Love makes 3-pt shot from 23 ft (assist by J. Smith),3,46-36,,
3:45.0,,,46-36,,A. Johnson misses 2-pt shot from 5 ft
3:44.0,Defensive rebound by K. Love,,46-36,,
3:31.0,K. Irving makes 2-pt shot from 3 ft,2,48-36,,
3:25.0,,,48-36,,Toronto full timeout
3:25.0,,,48-36,,L. Williams enters the game for T. Ross
3:25.0,,,48-36,,J. Valanciunas enters the game for P. Patterson
3:18.0,Personal foul by I. Shumpert (drawn by D. DeRozan),,48-36,,
3:06.0,,,48-38,2,D. DeRozan makes 2-pt shot from 13 ft
3:06.0,,,48-38,,Shooting foul by I. Shumpert (drawn by D. DeRozan)
3:06.0,,,48-39,1,D. DeRozan makes free throw 1 of 1
2:52.0,K. Love makes 2-pt shot from 21 ft (assist by K. Irving),2,50-39,,
2:30.0,,,50-39,,G. Vasquez misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by J. Smith,,50-39,,
2:11.0,K. Love makes 3-pt shot from 23 ft (assist by K. Irving),3,53-39,,
1:44.0,,,53-39,,Turnover by Team (shot clock)
1:43.0,Official timeout,,53-39,,
1:33.0,Offensive foul by T. Mozgov,,53-39,,
1:33.0,Turnover by T. Mozgov (offensive foul),,53-39,,
1:20.0,,,53-41,2,J. Valanciunas makes 2-pt shot from 4 ft
0:58.0,J. Smith misses 3-pt shot from 23 ft,,53-41,,
0:56.0,Offensive rebound by T. Mozgov,,53-41,,
0:53.0,T. Mozgov makes 2-pt shot at rim (assist by K. Irving),2,55-41,,
0:41.0,Personal foul by K. Love (drawn by J. Valanciunas),,55-41,,
0:41.0,L. James enters the game for I. Shumpert,,55-41,,
0:30.0,,,55-43,2,J. Valanciunas makes 2-pt shot from 13 ft
0:10.0,K. Irving makes 2-pt shot from 1 ft,2,57-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Shooting foul by A. Johnson (drawn by K. Love),,57-43,,
11:45.0,K. Love makes free throw 1 of 3,1,58-43,,
11:45.0,K. Love makes free throw 2 of 3,1,59-43,,
11:45.0,K. Love makes free throw 3 of 3,1,60-43,,
11:31.0,Personal foul by L. James (drawn by J. Johnson),,60-43,,
11:20.0,,,60-45,2,J. Johnson makes 2-pt shot from 19 ft
11:06.0,Turnover by K. Irving (bad pass; steal by G. Vasquez),,60-45,,
11:03.0,,,60-47,2,J. Johnson makes 2-pt shot at rim (assist by G. Vasquez)
10:38.0,Shooting foul by J. Johnson (drawn by T. Mozgov),,60-47,,
10:38.0,T. Mozgov makes free throw 1 of 2,1,61-47,,
10:38.0,T. Mozgov makes free throw 2 of 2,1,62-47,,
10:28.0,Personal foul by J. Smith (drawn by D. DeRozan),,62-47,,
10:15.0,,,62-47,,J. Johnson misses 3-pt shot from 25 ft
10:14.0,Defensive rebound by L. James,,62-47,,
10:10.0,K. Irving makes 2-pt shot from 1 ft (assist by L. James),2,64-47,,
9:50.0,,,64-49,2,J. Valanciunas makes 2-pt shot from 4 ft
9:28.0,T. Mozgov misses 2-pt shot from 3 ft (block by J. Valanciunas),,64-49,,
9:27.0,,,64-49,,Defensive rebound by J. Valanciunas
9:16.0,,,64-51,2,J. Valanciunas makes 2-pt shot from 19 ft (assist by G. Vasquez)
9:00.0,K. Love makes 3-pt shot from 26 ft (assist by L. James),3,67-51,,
8:44.0,,,67-51,,Turnover by D. DeRozan (bad pass; steal by T. Mozgov)
8:38.0,K. Irving makes 3-pt shot from 26 ft (assist by L. James),3,70-51,,
8:38.0,,,70-51,,Toronto full timeout
8:19.0,,,70-51,,Turnover by J. Valanciunas (bad pass; steal by J. Smith)
8:11.0,K. Irving misses 3-pt shot from 26 ft,,70-51,,
8:10.0,,,70-51,,Defensive rebound by J. Johnson
8:05.0,,,70-53,2,J. Johnson makes 2-pt shot at rim
7:51.0,L. James misses 3-pt shot from 22 ft,,70-53,,
7:50.0,,,70-53,,Defensive rebound by J. Valanciunas
7:41.0,,,70-53,,G. Vasquez misses 2-pt shot from 6 ft
7:40.0,,,70-53,,Offensive rebound by J. Valanciunas
7:37.0,,,70-53,,J. Valanciunas misses 2-pt shot at rim (block by J. Smith)
7:36.0,Defensive rebound by L. James,,70-53,,
7:16.0,Turnover by L. James (palming),,70-53,,
7:01.0,,,70-53,,J. Johnson misses 2-pt shot from 4 ft
7:00.0,Defensive rebound by T. Mozgov,,70-53,,
6:45.0,K. Love misses 3-pt shot from 27 ft,,70-53,,
6:44.0,,,70-53,,Defensive rebound by G. Vasquez
6:30.0,,,70-53,,Turnover by D. DeRozan (lost ball; steal by K. Love)
6:28.0,,,70-53,,Personal foul by G. Vasquez (drawn by K. Irving)
6:17.0,K. Irving misses 2-pt shot from 14 ft,,70-53,,
6:16.0,Offensive rebound by J. Smith,,70-53,,
6:13.0,J. Smith makes 2-pt shot from 1 ft,2,72-53,,
6:05.0,Personal foul by J. Smith (drawn by D. DeRozan),,72-53,,
6:05.0,,,72-53,,P. Patterson enters the game for A. Johnson
5:56.0,,,72-53,,D. DeRozan misses 2-pt shot from 5 ft
5:55.0,,,72-53,,Offensive rebound by J. Valanciunas
5:52.0,,,72-55,2,J. Valanciunas makes 2-pt shot at rim
5:39.0,Shooting foul by P. Patterson (drawn by K. Love),,72-55,,
5:39.0,K. Love misses free throw 1 of 2,,72-55,,
5:39.0,Offensive rebound by Team,,72-55,,
5:39.0,K. Love makes free throw 2 of 2,1,73-55,,
5:30.0,,,73-55,,D. DeRozan misses 2-pt shot from 18 ft
5:28.0,Defensive rebound by K. Irving,,73-55,,
5:20.0,Turnover by L. James (lost ball; steal by G. Vasquez),,73-55,,
5:14.0,,,73-57,2,D. DeRozan makes 2-pt shot at rim (assist by G. Vasquez)
4:56.0,T. Mozgov misses 2-pt shot from 16 ft,,73-57,,
4:55.0,Offensive rebound by K. Love,,73-57,,
4:55.0,,,73-57,,Personal foul by J. Johnson (drawn by K. Love)
4:55.0,K. Love makes free throw 1 of 2,1,74-57,,
4:55.0,,,74-57,,L. Williams enters the game for J. Johnson
4:55.0,I. Shumpert enters the game for J. Smith,,74-57,,
4:55.0,K. Love misses free throw 2 of 2,,74-57,,
4:55.0,,,74-57,,Defensive rebound by J. Valanciunas
4:42.0,,,74-57,,P. Patterson misses 3-pt shot from 25 ft
4:41.0,,,74-57,,Offensive rebound by J. Valanciunas
4:34.0,,,74-60,3,G. Vasquez makes 3-pt shot from 24 ft (assist by J. Valanciunas)
4:20.0,K. Irving misses 3-pt shot from 27 ft,,74-60,,
4:19.0,Offensive rebound by K. Love,,74-60,,
4:14.0,,,74-60,,Personal foul by D. DeRozan (drawn by L. James)
4:14.0,L. James misses free throw 1 of 2,,74-60,,
4:14.0,Offensive rebound by Team,,74-60,,
4:14.0,L. James makes free throw 2 of 2,1,75-60,,
4:01.0,,,75-63,3,D. DeRozan makes 3-pt shot from 23 ft (assist by L. Williams)
3:42.0,K. Irving makes 2-pt shot from 3 ft (assist by K. Love),2,77-63,,
3:42.0,Shooting foul by J. Valanciunas (drawn by K. Irving),,77-63,,
3:42.0,K. Irving makes free throw 1 of 1,1,78-63,,
3:26.0,,,78-66,3,D. DeRozan makes 3-pt shot from 23 ft (assist by G. Vasquez)
3:07.0,K. Love misses 3-pt shot from 26 ft,,78-66,,
3:06.0,,,78-66,,Defensive rebound by L. Williams
3:01.0,,,78-66,,P. Patterson misses 3-pt shot from 23 ft
3:00.0,Defensive rebound by K. Love,,78-66,,
2:39.0,Turnover by T. Mozgov (traveling),,78-66,,
2:39.0,Cleveland full timeout,,78-66,,
2:39.0,M. Dellavedova enters the game for K. Love,,78-66,,
2:39.0,T. Thompson enters the game for T. Mozgov,,78-66,,
2:39.0,J. Jones enters the game for K. Irving,,78-66,,
2:30.0,,,78-66,,Shooting foul by T. Thompson (drawn by D. DeRozan)
2:30.0,,,78-67,1,D. DeRozan makes free throw 1 of 2
2:30.0,,,78-68,1,D. DeRozan makes free throw 2 of 2
2:08.0,M. Dellavedova misses 3-pt shot from 23 ft,,78-68,,
2:07.0,,,78-68,,Defensive rebound by P. Patterson
2:03.0,,,78-68,,Turnover by P. Patterson (lost ball; steal by I. Shumpert)
1:58.0,L. James misses 3-pt shot from 23 ft,,78-68,,
1:57.0,,,78-68,,Defensive rebound by L. Williams
1:54.0,,,78-68,,Shooting foul by I. Shumpert (drawn by L. Williams)
1:54.0,,,78-69,1,L. Williams makes free throw 1 of 2
1:54.0,,,78-70,1,L. Williams makes free throw 2 of 2
1:29.0,L. James makes 2-pt shot from 14 ft,2,80-70,,
1:13.0,Personal foul by T. Thompson (drawn by J. Valanciunas),,80-70,,
1:13.0,,,80-71,1,J. Valanciunas makes free throw 1 of 2
1:13.0,,,80-71,,T. Ross enters the game for G. Vasquez
1:13.0,,,80-72,1,J. Valanciunas makes free throw 2 of 2
0:50.0,M. Dellavedova makes 2-pt shot from 18 ft (assist by L. James),2,82-72,,
0:35.0,,,82-74,2,J. Valanciunas makes 2-pt shot at rim (assist by L. Williams)
0:19.0,L. James misses flagrant free throw 1 of 2,,82-74,,
0:19.0,Offensive rebound by Team,,82-74,,
0:19.0,L. James misses flagrant free throw 2 of 2,,82-74,,
0:19.0,Offensive rebound by Team,,82-74,,
0:19.0,K. Love enters the game for T. Thompson,,82-74,,
0:19.0,K. Irving enters the game for M. Dellavedova,,82-74,,
0:00.0,L. James makes 2-pt shot from 2 ft,2,84-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,84-77,3,L. Williams makes 3-pt shot from 26 ft
11:19.0,K. Irving misses 2-pt shot from 3 ft,,84-77,,
11:18.0,,,84-77,,Defensive rebound by G. Vasquez
11:13.0,,,84-77,,Shooting foul by J. Jones (drawn by L. Williams)
11:13.0,,,84-78,1,L. Williams makes free throw 1 of 3
11:13.0,,,84-79,1,L. Williams makes free throw 2 of 3
11:13.0,,,84-80,1,L. Williams makes free throw 3 of 3
11:01.0,,,84-80,,Personal foul by P. Patterson (drawn by J. Jones)
10:45.0,K. Irving makes 2-pt shot from 20 ft,2,86-80,,
10:31.0,,,86-82,2,L. Williams makes 2-pt shot from 3 ft (assist by G. Vasquez)
10:19.0,J. Smith makes 2-pt shot at rim (assist by K. Irving),2,88-82,,
10:02.0,,,88-84,2,A. Johnson makes 2-pt shot from 5 ft (assist by L. Williams)
9:47.0,,,88-84,,Personal foul by A. Johnson (drawn by K. Love)
9:47.0,M. Dellavedova enters the game for I. Shumpert,,88-84,,
9:39.0,J. Jones makes 3-pt shot from 25 ft (assist by K. Irving),3,91-84,,
9:22.0,,,91-84,,Shooting foul by M. Dellavedova (drawn by L. Williams)
9:22.0,,,91-85,1,L. Williams makes free throw 1 of 3
9:22.0,,,91-86,1,L. Williams makes free throw 2 of 3
9:22.0,,,91-87,1,L. Williams makes free throw 3 of 3
9:02.0,K. Irving misses 3-pt shot from 25 ft,,91-87,,
9:01.0,,,91-87,,Defensive rebound by A. Johnson
8:50.0,,,91-90,3,T. Ross makes 3-pt shot from 24 ft (assist by G. Vasquez)
8:44.0,Cleveland full timeout,,91-90,,
8:44.0,,,91-90,,D. DeRozan enters the game for P. Patterson
8:44.0,L. James enters the game for M. Dellavedova,,91-90,,
8:31.0,J. Smith misses 3-pt shot from 23 ft,,91-90,,
8:30.0,,,91-90,,Defensive rebound by T. Ross
8:16.0,,,91-93,3,L. Williams makes 3-pt shot from 25 ft
7:52.0,J. Smith makes 3-pt shot from 23 ft (assist by L. James),3,94-93,,
7:33.0,,,94-93,,D. DeRozan misses 2-pt shot from 16 ft
7:32.0,Defensive rebound by J. Smith,,94-93,,
7:15.0,K. Love misses 2-pt shot from 20 ft,,94-93,,
7:14.0,Offensive rebound by J. Smith,,94-93,,
7:08.0,Shooting foul by D. DeRozan (drawn by K. Love),,94-93,,
7:08.0,K. Love misses free throw 1 of 2,,94-93,,
7:08.0,Offensive rebound by Team,,94-93,,
7:08.0,K. Love makes free throw 2 of 2,1,95-93,,
6:53.0,,,95-93,,L. Williams misses 2-pt shot from 17 ft
6:52.0,Defensive rebound by J. Smith,,95-93,,
6:50.0,,,95-93,,Personal foul by G. Vasquez (drawn by L. James)
6:39.0,L. James misses 2-pt shot at rim,,95-93,,
6:38.0,,,95-93,,Defensive rebound by A. Johnson
6:14.0,,,95-96,3,T. Ross makes 3-pt shot from 27 ft
5:54.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,97-96,,
5:51.0,,,97-96,,Toronto full timeout
5:51.0,T. Thompson enters the game for K. Love,,97-96,,
5:51.0,Inbound foul by J. Smith,,97-96,,
5:51.0,,,97-96,,G. Vasquez misses free throw 1 of 2
5:51.0,,,97-96,,Offensive rebound by Team
5:51.0,,,97-97,1,G. Vasquez makes free throw 2 of 2
5:34.0,J. Jones makes 3-pt shot from 26 ft (assist by L. James),3,100-97,,
5:15.0,,,100-97,,G. Vasquez misses 3-pt shot from 26 ft
5:14.0,Defensive rebound by J. Jones,,100-97,,
4:55.0,Shooting foul by A. Johnson (drawn by L. James),,100-97,,
4:55.0,L. James makes free throw 1 of 2,1,101-97,,
4:55.0,,,101-97,,J. Valanciunas enters the game for A. Johnson
4:55.0,L. James makes free throw 2 of 2,1,102-97,,
4:45.0,Personal foul by T. Thompson (drawn by L. Williams),,102-97,,
4:39.0,,,102-99,2,L. Williams makes 2-pt shot from 6 ft
4:08.0,L. James makes 3-pt shot from 25 ft,3,105-99,,
3:52.0,,,105-101,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by L. Williams)
3:26.0,L. James makes 3-pt shot from 24 ft (assist by T. Thompson),3,108-101,,
3:26.0,,,108-101,,Toronto full timeout
3:16.0,,,108-104,3,L. Williams makes 3-pt shot from 26 ft
2:45.0,J. Jones misses 3-pt shot from 26 ft,,108-104,,
2:44.0,,,108-104,,Defensive rebound by J. Valanciunas
2:29.0,,,108-104,,J. Valanciunas misses 2-pt shot from 1 ft
2:28.0,,,108-104,,Offensive rebound by J. Valanciunas
2:25.0,,,108-106,2,J. Valanciunas makes 2-pt shot from 2 ft
2:07.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,111-106,,
1:51.0,,,111-106,,Turnover by L. Williams (bad pass; steal by J. Jones)
1:30.0,,,111-106,,Personal foul by L. Williams (drawn by K. Irving)
1:30.0,Official timeout,,111-106,,
1:30.0,K. Irving makes free throw 1 of 2,1,112-106,,
1:30.0,K. Irving makes free throw 2 of 2,1,113-106,,
1:20.0,,,113-106,,D. DeRozan misses 2-pt shot from 13 ft
1:18.0,Defensive rebound by Team,,113-106,,
0:56.0,L. James makes 2-pt shot from 2 ft,2,115-106,,
0:41.0,,,115-108,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by G. Vasquez)
0:30.0,Cleveland full timeout,,115-108,,
0:30.0,,,115-108,,P. Patterson enters the game for J. Valanciunas
0:30.0,,,115-108,,A. Johnson enters the game for G. Vasquez
0:30.0,,,115-108,,Personal foul by L. Williams (drawn by L. James)
0:30.0,L. James makes free throw 1 of 2,1,116-108,,
0:30.0,L. James makes free throw 2 of 2,1,117-108,,
0:30.0,,,117-108,,Toronto full timeout
0:30.0,,,117-108,,G. Vasquez enters the game for P. Patterson
0:28.0,,,117-110,2,T. Ross makes 2-pt shot from 2 ft (assist by G. Vasquez)
0:26.0,,,117-110,,Personal foul by G. Vasquez (drawn by K. Irving)
0:26.0,K. Irving makes free throw 1 of 2,1,118-110,,
0:26.0,K. Irving makes free throw 2 of 2,1,119-110,,
0:22.0,,,119-112,2,L. Williams makes 2-pt shot from 2 ft
0:21.0,,,119-112,,Personal foul by L. Williams (drawn by L. James)
0:21.0,L. James misses free throw 1 of 2,,119-112,,
0:21.0,Offensive rebound by Team,,119-112,,
0:21.0,L. James makes free throw 2 of 2,1,120-112,,
0:12.0,,,120-112,,G. Vasquez misses 2-pt shot from 4 ft
0:11.0,,,120-112,,Offensive rebound by A. Johnson
0:08.0,,,120-112,,A. Johnson misses 2-pt shot at rim
0:06.0,Defensive rebound by J. Smith,,120-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
