time,Philadelphia,pts.away,score,pts.home,Toronto
6:45.0,,,8-13,2,J. Valanciunas makes 2-pt shot from 2 ft
6:34.0,H. Sims misses 2-pt shot from 15 ft,,8-13,,
6:33.0,,,8-13,,Defensive rebound by D. DeRozan
6:22.0,,,8-13,,Turnover by J. Valanciunas (traveling)
6:22.0,Philadelphia full timeout,,8-13,,
6:10.0,T. Wroten misses 2-pt shot from 2 ft,,8-13,,
6:09.0,Offensive rebound by H. Sims,,8-13,,
6:06.0,H. Sims makes 2-pt shot from 1 ft,2,10-13,,
5:48.0,,,10-13,,D. DeRozan misses 2-pt shot from 3 ft (block by K. McDaniels)
5:48.0,,,10-13,,Offensive rebound by Team
5:48.0,B. Davies enters the game for H. Sims,,10-13,,
5:44.0,,,10-15,2,D. DeRozan makes 2-pt shot from 11 ft (assist by K. Lowry)
5:25.0,K. McDaniels makes 2-pt shot from 6 ft,2,12-15,,
5:09.0,,,12-17,2,A. Johnson makes 2-pt shot from 6 ft (assist by K. Lowry)
4:57.0,T. Wroten makes 3-pt shot from 24 ft (assist by K. McDaniels),3,15-17,,
4:44.0,,,15-19,2,K. Lowry makes 2-pt shot from 21 ft
4:27.0,K. McDaniels misses 3-pt shot from 24 ft,,15-19,,
4:25.0,,,15-19,,Defensive rebound by J. Valanciunas
4:20.0,,,15-19,,Turnover by K. Lowry (lost ball)
4:20.0,C. Johnson enters the game for H. Thompson,,15-19,,
4:20.0,,,15-19,,T. Hansbrough enters the game for J. Valanciunas
4:20.0,,,15-19,,P. Patterson enters the game for A. Johnson
4:07.0,C. Johnson misses 3-pt shot from 24 ft,,15-19,,
4:06.0,Offensive rebound by Team,,15-19,,
4:06.0,,,15-19,,Personal foul by T. Hansbrough (drawn by B. Davies)
4:06.0,J. Sampson enters the game for L. Mbah a Moute,,15-19,,
3:51.0,Turnover by B. Davies (bad pass; steal by T. Ross),,15-19,,
3:35.0,,,15-22,3,T. Ross makes 3-pt shot from 24 ft
3:26.0,B. Davies makes 3-pt shot from 24 ft (assist by T. Wroten),3,18-22,,
3:07.0,Shooting block foul by B. Davies (drawn by K. Lowry),,18-22,,
3:07.0,,,18-23,1,K. Lowry makes free throw 1 of 2
3:07.0,,,18-23,,L. Williams enters the game for T. Ross
3:07.0,,,18-24,1,K. Lowry makes free throw 2 of 2
2:43.0,K. McDaniels misses 3-pt shot from 26 ft (block by D. DeRozan),,18-24,,
2:43.0,Offensive rebound by B. Davies,,18-24,,
2:43.0,B. Davies misses 2-pt shot from 10 ft,,18-24,,
2:43.0,Offensive rebound by Team,,18-24,,
2:43.0,Turnover by Team (shot clock),,18-24,,
2:43.0,,,18-24,,Toronto full timeout
2:43.0,,,18-24,,G. Vasquez enters the game for D. DeRozan
2:43.0,A. Shved enters the game for T. Wroten,,18-24,,
2:25.0,,,18-26,2,T. Hansbrough makes 2-pt shot from 3 ft (assist by G. Vasquez)
2:11.0,A. Shved makes 2-pt shot from 16 ft,2,20-26,,
1:56.0,,,20-26,,Shooting foul by C. Johnson (drawn by K. Lowry)
1:56.0,,,20-27,1,K. Lowry makes free throw 1 of 2
1:56.0,,,20-28,1,K. Lowry makes free throw 2 of 2
1:43.0,A. Shved misses 2-pt shot from 2 ft,,20-28,,
1:42.0,,,20-28,,Defensive rebound by T. Hansbrough
1:37.0,,,20-28,,Turnover by L. Williams (bad pass; steal by B. Davies)
1:34.0,,,20-28,,Personal foul by K. Lowry (drawn by J. Sampson)
1:34.0,J. Sampson misses free throw 1 of 2,,20-28,,
1:34.0,Offensive rebound by Team,,20-28,,
1:34.0,J. Sampson misses free throw 2 of 2,,20-28,,
1:32.0,,,20-28,,Defensive rebound by T. Hansbrough
1:19.0,,,20-28,,Shooting foul by B. Davies (drawn by T. Hansbrough)
1:19.0,,,20-29,1,T. Hansbrough makes free throw 1 of 2
1:19.0,,,20-29,,J. Johnson enters the game for K. Lowry
1:19.0,H. Sims enters the game for B. Davies,,20-29,,
1:19.0,,,20-30,1,T. Hansbrough makes free throw 2 of 2
1:05.0,J. Sampson misses 2-pt shot from 1 ft,,20-30,,
1:04.0,,,20-30,,Defensive rebound by T. Hansbrough
0:51.0,,,20-33,3,G. Vasquez makes 3-pt shot from 22 ft (assist by T. Hansbrough)
0:34.0,A. Shved misses 3-pt shot from 25 ft,,20-33,,
0:32.0,,,20-33,,Defensive rebound by Team
0:13.0,,,20-33,,Turnover by J. Johnson (traveling)
0:13.0,H. Thompson enters the game for H. Sims,,20-33,,
0:01.0,A. Shved misses 3-pt shot from 24 ft,,20-33,,
0:00.0,Offensive rebound by Team,,20-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,20-33,,L. Williams misses 2-pt shot from 16 ft
11:39.0,Defensive rebound by H. Sims,,20-33,,
11:25.0,K. McDaniels makes 2-pt shot from 1 ft (assist by C. Johnson),2,22-33,,
11:13.0,,,22-35,2,L. Williams makes 2-pt shot from 16 ft (assist by P. Patterson)
11:13.0,,,22-35,,Shooting foul by A. Shved (drawn by L. Williams)
11:13.0,,,22-36,1,L. Williams makes free throw 1 of 1
11:01.0,Turnover by K. McDaniels (bad pass),,22-36,,
10:50.0,Personal foul by C. Johnson (drawn by G. Vasquez),,22-36,,
10:50.0,L. Mbah a Moute enters the game for C. Johnson,,22-36,,
10:43.0,,,22-38,2,L. Williams makes 2-pt shot from 5 ft (assist by G. Vasquez)
10:27.0,Turnover by L. Mbah a Moute (lost ball; steal by P. Patterson),,22-38,,
10:24.0,Violation by H. Thompson (kicked ball),,22-38,,
10:24.0,T. Wroten enters the game for A. Shved,,22-38,,
10:17.0,,,22-38,,L. Williams misses 2-pt shot from 17 ft
10:16.0,Defensive rebound by T. Wroten,,22-38,,
10:08.0,T. Wroten makes 2-pt shot from 1 ft,2,24-38,,
9:46.0,,,24-40,2,J. Johnson makes 2-pt shot from 16 ft (assist by G. Vasquez)
9:28.0,T. Wroten makes 2-pt shot from 1 ft (assist by H. Sims),2,26-40,,
9:14.0,,,26-42,2,L. Williams makes 2-pt shot at rim
8:56.0,Turnover by K. McDaniels (bad pass; steal by L. Williams),,26-42,,
8:50.0,,,26-42,,Turnover by L. Williams (lost ball; steal by K. McDaniels)
8:46.0,Philadelphia full timeout,,26-42,,
8:46.0,,,26-42,,J. Valanciunas enters the game for T. Hansbrough
8:46.0,J. Sampson enters the game for K. McDaniels,,26-42,,
8:29.0,H. Sims makes 2-pt shot from 2 ft (assist by J. Sampson),2,28-42,,
8:11.0,,,28-42,,Shooting foul by J. Sampson (drawn by L. Williams)
8:11.0,,,28-43,1,L. Williams makes free throw 1 of 3
8:11.0,,,28-44,1,L. Williams makes free throw 2 of 3
8:11.0,C. Johnson enters the game for J. Sampson,,28-44,,
8:11.0,,,28-45,1,L. Williams makes free throw 3 of 3
7:58.0,T. Wroten misses 2-pt shot from 1 ft (block by J. Valanciunas),,28-45,,
7:56.0,,,28-45,,Defensive rebound by G. Vasquez
7:51.0,,,28-45,,P. Patterson misses 3-pt shot from 24 ft
7:50.0,Defensive rebound by H. Sims,,28-45,,
7:34.0,L. Mbah a Moute misses 3-pt shot from 22 ft,,28-45,,
7:33.0,,,28-45,,Defensive rebound by G. Vasquez
7:23.0,,,28-47,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by G. Vasquez)
7:22.0,Philadelphia full timeout,,28-47,,
7:22.0,,,28-47,,D. DeRozan enters the game for L. Williams
7:02.0,T. Wroten misses 2-pt shot from 2 ft,,28-47,,
7:01.0,Offensive rebound by L. Mbah a Moute,,28-47,,
6:58.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,30-47,,
6:42.0,,,30-47,,G. Vasquez misses 2-pt shot from 20 ft
6:40.0,,,30-47,,Offensive rebound by Team
6:40.0,Loose ball foul by H. Sims (drawn by J. Valanciunas),,30-47,,
6:40.0,,,30-47,,A. Johnson enters the game for P. Patterson
6:36.0,,,30-47,,Turnover by G. Vasquez (bad pass)
6:15.0,H. Thompson misses 3-pt shot from 24 ft,,30-47,,
6:14.0,Offensive rebound by L. Mbah a Moute,,30-47,,
6:11.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,32-47,,
5:59.0,,,32-47,,Shooting foul by T. Wroten (drawn by G. Vasquez)
5:59.0,Official timeout,,32-47,,
5:59.0,,,32-47,,T. Ross enters the game for J. Johnson
5:59.0,B. Davies enters the game for L. Mbah a Moute,,32-47,,
5:59.0,,,32-48,1,G. Vasquez makes free throw 1 of 2
5:59.0,,,32-49,1,G. Vasquez makes free throw 2 of 2
5:43.0,H. Sims misses 2-pt shot from 2 ft,,32-49,,
5:42.0,,,32-49,,Defensive rebound by T. Ross
5:36.0,,,32-49,,G. Vasquez misses 2-pt shot from 19 ft
5:33.0,Defensive rebound by B. Davies,,32-49,,
5:23.0,C. Johnson makes 3-pt shot from 22 ft (assist by B. Davies),3,35-49,,
5:05.0,,,35-51,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by G. Vasquez)
4:49.0,T. Wroten makes 2-pt shot from 2 ft (assist by H. Sims),2,37-51,,
4:30.0,,,37-54,3,A. Johnson makes 3-pt shot from 22 ft (assist by D. DeRozan)
4:06.0,C. Johnson misses 2-pt shot from 21 ft,,37-54,,
4:05.0,Offensive rebound by H. Sims,,37-54,,
4:02.0,H. Sims makes 2-pt shot from 1 ft,2,39-54,,
3:45.0,,,39-54,,D. DeRozan misses 2-pt shot from 12 ft
3:42.0,Defensive rebound by T. Wroten,,39-54,,
3:39.0,,,39-54,,Personal foul by J. Valanciunas (drawn by H. Sims)
3:39.0,K. McDaniels enters the game for H. Thompson,,39-54,,
3:39.0,,,39-54,,K. Lowry enters the game for G. Vasquez
3:22.0,T. Wroten misses 3-pt shot from 24 ft,,39-54,,
3:19.0,,,39-54,,Defensive rebound by D. DeRozan
3:06.0,,,39-54,,Turnover by J. Valanciunas (3 sec)
2:54.0,B. Davies misses 2-pt shot from 2 ft (block by T. Ross),,39-54,,
2:52.0,,,39-54,,Defensive rebound by A. Johnson
2:39.0,,,39-54,,J. Valanciunas misses 2-pt shot from 5 ft
2:38.0,Defensive rebound by B. Davies,,39-54,,
2:30.0,B. Davies misses 3-pt shot from 24 ft,,39-54,,
2:30.0,,,39-54,,Defensive rebound by Team
2:30.0,,,39-54,,Toronto full timeout
2:30.0,L. Mbah a Moute enters the game for H. Sims,,39-54,,
2:19.0,,,39-54,,Turnover by T. Ross (lost ball; steal by C. Johnson)
2:15.0,C. Johnson misses 2-pt shot from 1 ft (block by T. Ross),,39-54,,
2:15.0,Offensive rebound by Team,,39-54,,
2:04.0,Turnover by B. Davies (bad pass; steal by J. Valanciunas),,39-54,,
1:59.0,,,39-54,,Turnover by K. Lowry (lost ball; steal by K. McDaniels)
1:54.0,Turnover by K. McDaniels (bad pass),,39-54,,
1:43.0,,,39-56,2,D. DeRozan makes 2-pt shot from 12 ft
1:24.0,T. Wroten misses 2-pt shot from 1 ft,,39-56,,
1:23.0,,,39-56,,Defensive rebound by A. Johnson
1:06.0,Personal foul by L. Mbah a Moute (drawn by J. Valanciunas),,39-56,,
1:06.0,,,39-57,1,J. Valanciunas makes free throw 1 of 2
1:06.0,,,39-58,1,J. Valanciunas makes free throw 2 of 2
0:49.0,C. Johnson makes 3-pt shot from 24 ft (assist by T. Wroten),3,42-58,,
0:38.0,,,42-58,,Offensive foul by A. Johnson
0:38.0,,,42-58,,Turnover by A. Johnson (offensive foul)
0:27.0,C. Johnson makes 3-pt shot from 24 ft (assist by T. Wroten),3,45-58,,
0:04.0,,,45-60,2,K. Lowry makes 2-pt shot from 2 ft
0:01.0,Turnover by T. Wroten (lost ball; steal by K. Lowry),,45-60,,
0:00.0,,,45-60,,K. Lowry misses 3-pt shot from 29 ft
0:00.0,,,45-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,45-60,,K. Lowry misses 3-pt shot from 24 ft
11:38.0,Defensive rebound by H. Sims,,45-60,,
11:23.0,Turnover by B. Davies (bad pass; steal by T. Ross),,45-60,,
11:19.0,Shooting block foul by T. Wroten (drawn by D. DeRozan),,45-60,,
11:19.0,,,45-61,1,D. DeRozan makes free throw 1 of 2
11:19.0,,,45-62,1,D. DeRozan makes free throw 2 of 2
11:04.0,Turnover by H. Sims (bad pass; steal by D. DeRozan),,45-62,,
11:00.0,,,45-62,,Turnover by D. DeRozan (bad pass)
10:46.0,Turnover by B. Davies (step out of bounds),,45-62,,
10:37.0,,,45-64,2,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry)
10:37.0,Philadelphia full timeout,,45-64,,
10:27.0,T. Wroten misses 2-pt shot from 2 ft (block by J. Valanciunas),,45-64,,
10:27.0,Offensive rebound by Team,,45-64,,
10:21.0,Shooting foul by J. Valanciunas (drawn by H. Sims),,45-64,,
10:21.0,H. Sims makes free throw 1 of 2,1,46-64,,
10:21.0,H. Sims makes free throw 2 of 2,1,47-64,,
10:07.0,,,47-64,,K. Lowry misses 3-pt shot from 23 ft
10:06.0,Defensive rebound by H. Thompson,,47-64,,
10:00.0,Shooting foul by A. Johnson (drawn by T. Wroten),,47-64,,
10:00.0,T. Wroten misses free throw 1 of 2,,47-64,,
10:00.0,Offensive rebound by Team,,47-64,,
10:00.0,T. Wroten makes free throw 2 of 2,1,48-64,,
9:57.0,,,48-64,,Offensive foul by J. Valanciunas
9:57.0,,,48-64,,Turnover by J. Valanciunas (offensive foul)
9:41.0,H. Sims misses 2-pt shot from 2 ft,,48-64,,
9:40.0,,,48-64,,Defensive rebound by K. Lowry
9:26.0,,,48-64,,Turnover by J. Valanciunas (lost ball; steal by H. Thompson)
9:20.0,T. Wroten misses 3-pt shot from 24 ft,,48-64,,
9:20.0,,,48-64,,Defensive rebound by Team
9:01.0,,,48-64,,T. Ross misses 2-pt shot from 16 ft
9:00.0,Defensive rebound by L. Mbah a Moute,,48-64,,
8:51.0,L. Mbah a Moute misses 2-pt shot from 22 ft,,48-64,,
8:50.0,,,48-64,,Defensive rebound by D. DeRozan
8:45.0,,,48-66,2,D. DeRozan makes 2-pt shot from 3 ft
8:45.0,,,48-66,,Shooting foul by H. Thompson (drawn by D. DeRozan)
8:45.0,,,48-67,1,D. DeRozan makes free throw 1 of 1
8:24.0,T. Wroten misses 2-pt shot at rim,,48-67,,
8:24.0,,,48-67,,Defensive rebound by Team
8:16.0,Personal foul by T. Wroten (drawn by K. Lowry),,48-67,,
8:16.0,C. Johnson enters the game for H. Thompson,,48-67,,
8:04.0,,,48-67,,A. Johnson misses 2-pt shot from 9 ft
8:03.0,Defensive rebound by Team,,48-67,,
7:53.0,Shooting foul by A. Johnson (drawn by T. Wroten),,48-67,,
7:53.0,T. Wroten makes free throw 1 of 2,1,49-67,,
7:53.0,,,49-67,,P. Patterson enters the game for A. Johnson
7:53.0,T. Wroten makes free throw 2 of 2,1,50-67,,
7:39.0,,,50-69,2,T. Ross makes 2-pt shot from 1 ft (assist by D. DeRozan)
7:23.0,Turnover by T. Wroten (bad pass),,50-69,,
7:14.0,,,50-69,,T. Ross misses 3-pt shot from 22 ft
7:12.0,,,50-69,,Offensive rebound by J. Valanciunas
7:08.0,,,50-69,,J. Valanciunas misses 2-pt shot from 4 ft
7:07.0,,,50-69,,Offensive rebound by K. Lowry
7:04.0,,,50-71,2,K. Lowry makes 2-pt shot at rim
6:39.0,C. Johnson misses 3-pt shot from 24 ft,,50-71,,
6:38.0,,,50-71,,Defensive rebound by T. Ross
6:24.0,,,50-73,2,D. DeRozan makes 2-pt shot from 2 ft (assist by P. Patterson)
6:00.0,T. Wroten misses 2-pt shot from 2 ft,,50-73,,
5:58.0,Offensive rebound by H. Sims,,50-73,,
5:56.0,H. Sims makes 2-pt shot at rim,2,52-73,,
5:48.0,,,52-73,,Shooting foul by C. Johnson (drawn by J. Valanciunas)
5:48.0,,,52-74,1,J. Valanciunas makes free throw 1 of 2
5:48.0,H. Thompson enters the game for L. Mbah a Moute,,52-74,,
5:48.0,A. Shved enters the game for H. Sims,,52-74,,
5:48.0,J. Sampson enters the game for T. Wroten,,52-74,,
5:48.0,,,52-75,1,J. Valanciunas makes free throw 2 of 2
5:32.0,C. Johnson misses 3-pt shot from 23 ft,,52-75,,
5:31.0,,,52-75,,Defensive rebound by P. Patterson
5:25.0,,,52-75,,K. Lowry misses 2-pt shot from 2 ft (block by C. Johnson)
5:25.0,,,52-75,,Offensive rebound by Team
5:25.0,,,52-75,,T. Hansbrough enters the game for J. Valanciunas
5:23.0,,,52-75,,Turnover by K. Lowry (bad pass; steal by H. Thompson)
5:11.0,Offensive charge foul by H. Thompson,,52-75,,
5:11.0,Turnover by H. Thompson (offensive foul),,52-75,,
4:57.0,,,52-75,,Shooting foul by J. Sampson (drawn by D. DeRozan)
4:57.0,,,52-76,1,D. DeRozan makes free throw 1 of 2
4:57.0,K. McDaniels enters the game for J. Sampson,,52-76,,
4:57.0,,,52-77,1,D. DeRozan makes free throw 2 of 2
4:39.0,Turnover by B. Davies (bad pass; steal by D. DeRozan),,52-77,,
4:34.0,,,52-77,,T. Ross misses 2-pt shot at rim
4:30.0,,,52-77,,Offensive rebound by D. DeRozan
4:28.0,,,52-79,2,D. DeRozan makes 2-pt shot from 2 ft
4:20.0,A. Shved misses 3-pt shot from 24 ft,,52-79,,
4:18.0,,,52-79,,Defensive rebound by T. Ross
4:06.0,,,52-79,,L. Williams enters the game for T. Ross
4:06.0,,,52-79,,Turnover by D. DeRozan (lost ball; steal by H. Thompson)
4:06.0,Jump ball: D. DeRozan vs. H. Thompson (A. Shved gains possession),,,,Jump ball: D. DeRozan vs. H. Thompson (A. Shved gains possession)
3:52.0,K. McDaniels makes 3-pt shot from 24 ft (assist by A. Shved),3,55-79,,
3:33.0,,,55-81,2,K. Lowry makes 2-pt shot from 17 ft
3:13.0,A. Shved makes 3-pt shot from 24 ft,3,58-81,,
2:58.0,,,58-81,,Turnover by K. Lowry (lost ball; steal by C. Johnson)
2:57.0,,,58-81,,Personal foul by P. Patterson (drawn by H. Thompson)
2:57.0,,,58-81,,Toronto full timeout
2:57.0,,,58-81,,G. Vasquez enters the game for D. DeRozan
2:57.0,H. Sims enters the game for B. Davies,,58-81,,
2:35.0,K. McDaniels misses 2-pt shot from 2 ft,,58-81,,
2:34.0,Offensive rebound by K. McDaniels,,58-81,,
2:32.0,K. McDaniels misses 2-pt shot from 1 ft,,58-81,,
2:31.0,,,58-81,,Defensive rebound by T. Hansbrough
2:19.0,,,58-83,2,K. Lowry makes 2-pt shot from 18 ft
2:11.0,C. Johnson makes 3-pt shot from 24 ft (assist by A. Shved),3,61-83,,
1:53.0,,,61-83,,L. Williams misses 3-pt shot from 24 ft
1:52.0,Defensive rebound by H. Thompson,,61-83,,
1:48.0,H. Thompson makes 2-pt shot from 3 ft,2,63-83,,
1:48.0,,,63-83,,Shooting block foul by G. Vasquez (drawn by H. Thompson)
1:48.0,,,63-83,,J. Johnson enters the game for K. Lowry
1:48.0,H. Thompson misses free throw 1 of 1,,63-83,,
1:47.0,,,63-83,,Defensive rebound by J. Johnson
1:37.0,Shooting block foul by C. Johnson (drawn by L. Williams),,63-83,,
1:37.0,,,63-83,,L. Williams misses free throw 1 of 2
1:37.0,,,63-83,,Offensive rebound by Team
1:37.0,L. Mbah a Moute enters the game for C. Johnson,,63-83,,
1:37.0,,,63-84,1,L. Williams makes free throw 2 of 2
1:17.0,H. Thompson misses 3-pt shot from 24 ft (block by J. Johnson),,63-84,,
1:15.0,Offensive rebound by A. Shved,,63-84,,
1:13.0,Turnover by Team (shot clock),,63-84,,
1:02.0,,,63-86,2,G. Vasquez makes 2-pt shot from 18 ft (assist by L. Williams)
0:47.0,A. Shved misses 3-pt shot from 24 ft,,63-86,,
0:46.0,,,63-86,,Defensive rebound by P. Patterson
0:36.0,,,63-86,,G. Vasquez misses 2-pt shot from 8 ft (block by K. McDaniels)
0:36.0,,,63-86,,Offensive rebound by Team
0:33.0,,,63-86,,J. Johnson misses 3-pt shot from 24 ft
0:32.0,Defensive rebound by Team,,63-86,,
0:15.0,Turnover by A. Shved (bad pass; steal by T. Hansbrough),,63-86,,
0:00.0,,,63-88,2,L. Williams makes 2-pt shot from 19 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Turnover by K. McDaniels (bad pass; steal by L. Williams),,63-88,,
11:44.0,,,63-88,,G. Vasquez misses 2-pt shot from 1 ft (block by K. McDaniels)
11:44.0,,,63-88,,Offensive rebound by Team
11:29.0,,,63-90,2,P. Patterson makes 2-pt shot from 3 ft (assist by J. Johnson)
11:02.0,J. Sampson misses 2-pt shot at rim (block by P. Patterson),,63-90,,
11:02.0,Offensive rebound by Team,,63-90,,
11:02.0,Turnover by Team (shot clock),,63-90,,
10:51.0,,,63-90,,L. Williams misses 2-pt shot from 23 ft (block by K. McDaniels)
10:49.0,Defensive rebound by J. Sampson,,63-90,,
10:37.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,63-90,,
10:35.0,Offensive rebound by H. Sims,,63-90,,
10:21.0,K. McDaniels makes 2-pt shot from 4 ft (assist by T. Wroten),2,65-90,,
10:21.0,,,65-90,,Shooting block foul by J. Johnson (drawn by K. McDaniels)
10:21.0,K. McDaniels misses free throw 1 of 1,,65-90,,
10:20.0,,,65-90,,Defensive rebound by P. Patterson
10:04.0,,,65-93,3,L. Williams makes 3-pt shot from 23 ft (assist by P. Patterson)
10:01.0,Philadelphia full timeout,,65-93,,
9:49.0,H. Sims makes 2-pt shot from 18 ft (assist by J. Sampson),2,67-93,,
9:27.0,,,67-95,2,J. Johnson makes 2-pt shot from 2 ft
9:06.0,Turnover by T. Wroten (bad pass; steal by G. Vasquez),,67-95,,
9:02.0,,,67-95,,Shooting foul by K. McDaniels (drawn by T. Hansbrough)
9:02.0,,,67-96,1,T. Hansbrough makes free throw 1 of 2
9:02.0,B. Davies enters the game for H. Sims,,67-96,,
9:02.0,,,67-96,,T. Ross enters the game for P. Patterson
9:02.0,,,67-96,,T. Hansbrough misses free throw 2 of 2
9:01.0,Defensive rebound by B. Davies,,67-96,,
8:51.0,T. Wroten misses 3-pt shot from 25 ft,,67-96,,
8:50.0,,,67-96,,Defensive rebound by G. Vasquez
8:29.0,,,67-98,2,G. Vasquez makes 2-pt shot from 2 ft
8:21.0,J. Sampson misses 2-pt shot from 2 ft,,67-98,,
8:20.0,,,67-98,,Defensive rebound by T. Hansbrough
8:12.0,,,67-100,2,G. Vasquez makes 2-pt shot from 4 ft
8:12.0,Philadelphia full timeout,,67-100,,
8:12.0,C. Johnson enters the game for K. McDaniels,,67-100,,
7:58.0,B. Davies misses 2-pt shot from 2 ft,,67-100,,
7:58.0,,,67-100,,Defensive rebound by Team
7:58.0,Loose ball foul by J. Sampson (drawn by T. Hansbrough),,67-100,,
7:45.0,,,67-102,2,J. Johnson makes 2-pt shot from 4 ft
7:33.0,,,67-102,,Violation by J. Johnson (kicked ball)
7:33.0,H. Thompson enters the game for J. Sampson,,67-102,,
7:30.0,,,67-102,,Personal foul by T. Hansbrough (drawn by B. Davies)
7:25.0,T. Wroten makes 2-pt shot at rim,2,69-102,,
6:58.0,,,69-105,3,T. Ross makes 3-pt shot from 24 ft
6:42.0,C. Johnson misses 3-pt shot from 24 ft,,69-105,,
6:41.0,,,69-105,,Defensive rebound by T. Hansbrough
6:31.0,,,69-107,2,T. Hansbrough makes 2-pt shot from 1 ft (assist by G. Vasquez)
6:17.0,,,69-107,,Violation by J. Johnson (kicked ball)
6:17.0,A. Shved enters the game for T. Wroten,,69-107,,
6:17.0,,,69-107,,L. Fields enters the game for L. Williams
6:17.0,,,69-107,,C. Hayes enters the game for T. Hansbrough
6:17.0,J. Sampson enters the game for L. Mbah a Moute,,69-107,,
6:05.0,A. Shved misses 2-pt shot from 3 ft,,69-107,,
6:03.0,,,69-107,,Defensive rebound by J. Johnson
5:56.0,,,69-107,,C. Hayes misses 2-pt shot from 6 ft
5:55.0,Defensive rebound by B. Davies,,69-107,,
5:39.0,Official timeout,,69-107,,
5:38.0,A. Shved makes 2-pt shot from 2 ft (assist by J. Sampson),2,71-107,,
5:38.0,Shooting foul by C. Hayes (drawn by A. Shved),,71-107,,
