time,Chicago,pts.away,score,pts.home,Cleveland
0:53.0,Defensive rebound by D. Rose,,99-101,,
0:49.0,D. Rose misses 2-pt shot from 7 ft (block by L. James),,99-101,,
0:49.0,Offensive rebound by Team,,99-101,,
0:49.0,Chicago full timeout,,99-101,,
0:46.0,J. Butler misses 3-pt shot from 24 ft,,99-101,,
0:43.0,,,99-101,,Defensive rebound by L. James
0:23.0,,,99-101,,L. James misses 2-pt shot from 10 ft
0:20.0,,,99-101,,Offensive rebound by I. Shumpert
0:16.0,Personal foul by M. Dunleavy (drawn by K. Irving),,99-101,,
0:16.0,,,99-102,1,K. Irving makes free throw 1 of 2
0:16.0,,,99-103,1,K. Irving makes free throw 2 of 2
0:16.0,Chicago full timeout,,99-103,,
0:12.0,Turnover by J. Noah (bad pass; steal by K. Irving),,99-103,,
0:10.0,Personal foul by K. Hinrich (drawn by L. James),,99-103,,
0:10.0,,,99-104,1,L. James makes free throw 1 of 2
0:10.0,,,99-104,,L. James misses free throw 2 of 2
0:10.0,Defensive rebound by J. Butler,,99-104,,
0:10.0,Chicago full timeout,,99-104,,
0:10.0,N. Mirotic enters the game for K. Hinrich,,99-104,,
0:04.0,J. Butler makes 2-pt shot at rim,2,101-104,,
0:02.0,Personal foul by N. Mirotic (drawn by K. Irving),,101-104,,
0:02.0,,,101-105,1,K. Irving makes free throw 1 of 2
0:02.0,,,101-106,1,K. Irving makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
