time,Portland,pts.away,score,pts.home,Memphis
2:25.0,,,21-15,,Defensive rebound by Z. Randolph
2:15.0,,,21-15,,B. Udrih misses 2-pt shot from 16 ft
2:14.0,,,21-15,,Offensive rebound by B. Udrih
2:01.0,,,21-17,2,B. Udrih makes 2-pt shot from 1 ft
1:44.0,D. Lillard misses 2-pt shot from 21 ft,,21-17,,
1:43.0,,,21-17,,Defensive rebound by Z. Randolph
1:32.0,,,21-17,,Z. Randolph misses 2-pt shot from 4 ft
1:29.0,Defensive rebound by R. Lopez,,21-17,,
1:22.0,C. McCollum misses 2-pt shot from 20 ft,,21-17,,
1:21.0,,,21-17,,Defensive rebound by Z. Randolph
1:05.0,,,21-17,,J. Green misses 2-pt shot at rim (block by R. Lopez)
1:05.0,,,21-17,,Offensive rebound by Team
1:00.0,,,21-19,2,C. Lee makes 2-pt shot from 18 ft
0:42.0,C. McCollum misses 3-pt shot from 26 ft,,21-19,,
0:41.0,Offensive rebound by M. Leonard,,21-19,,
0:32.0,N. Batum misses 3-pt shot from 26 ft,,21-19,,
0:31.0,,,21-19,,Defensive rebound by Z. Randolph
0:12.0,,,21-19,,B. Udrih misses 3-pt shot from 26 ft
0:11.0,Defensive rebound by R. Lopez,,21-19,,
0:10.0,,,21-19,,Personal foul by K. Koufos (drawn by R. Lopez)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,L. Aldridge makes 2-pt shot from 7 ft,2,23-19,,
11:21.0,,,23-21,2,J. Green makes 2-pt shot from 19 ft
11:01.0,L. Aldridge misses 2-pt shot from 12 ft,,23-21,,
10:59.0,,,23-21,,Defensive rebound by J. Green
10:51.0,,,23-21,,K. Koufos misses 2-pt shot from 5 ft
10:50.0,,,23-21,,Offensive rebound by K. Koufos
10:50.0,,,23-23,2,K. Koufos makes 2-pt shot from 5 ft
10:30.0,M. Leonard makes 2-pt shot from 16 ft,2,25-23,,
10:12.0,,,25-23,,J. Green misses 3-pt shot from 25 ft
10:11.0,Defensive rebound by L. Aldridge,,25-23,,
10:06.0,,,25-23,,Personal foul by J. Green (drawn by M. Leonard)
10:01.0,L. Aldridge misses 2-pt shot from 1 ft,,25-23,,
10:00.0,,,25-23,,Defensive rebound by J. Green
9:48.0,,,25-23,,B. Udrih misses 2-pt shot from 2 ft (block by L. Aldridge)
9:48.0,,,25-23,,Offensive rebound by Team
9:41.0,,,25-23,,J. Green misses 2-pt shot from 11 ft
9:40.0,,,25-23,,Offensive rebound by K. Koufos
9:40.0,,,25-25,2,K. Koufos makes 2-pt shot from 2 ft
9:30.0,,,25-25,,Personal foul by B. Udrih (drawn by L. Aldridge)
9:14.0,Turnover by L. Aldridge (lost ball; steal by T. Allen),,25-25,,
9:08.0,,,25-27,2,B. Udrih makes 2-pt shot from 17 ft (assist by T. Allen)
9:07.0,Portland full timeout,,25-27,,
8:41.0,L. Aldridge misses 2-pt shot from 12 ft (block by T. Allen),,25-27,,
8:38.0,,,25-27,,Defensive rebound by T. Allen
8:33.0,,,25-27,,Turnover by J. Green (bad pass)
8:20.0,C. McCollum misses 2-pt shot from 17 ft,,25-27,,
8:17.0,,,25-27,,Defensive rebound by T. Allen
7:57.0,,,25-27,,J. Green misses 2-pt shot from 8 ft
7:56.0,,,25-27,,Offensive rebound by J. Green
7:56.0,D. Lillard enters the game for C. McCollum,,25-27,,
7:55.0,Jump ball: S. Blake vs. J. Green (T. Allen gains possession),,,,Jump ball: S. Blake vs. J. Green (T. Allen gains possession)
7:45.0,,,25-29,2,B. Udrih makes 2-pt shot from 8 ft
7:28.0,D. Lillard misses 2-pt shot from 17 ft,,25-29,,
7:27.0,Offensive rebound by M. Leonard,,25-29,,
7:24.0,Turnover by M. Leonard (lost ball; steal by V. Carter),,25-29,,
7:19.0,,,25-31,2,B. Udrih makes 2-pt shot from 1 ft
7:17.0,Portland full timeout,,25-31,,
7:17.0,N. Batum enters the game for M. Leonard,,25-31,,
7:17.0,R. Lopez enters the game for S. Blake,,25-31,,
7:17.0,,,25-31,,M. Gasol enters the game for K. Koufos
7:17.0,,,25-31,,M. Conley enters the game for B. Udrih
7:02.0,Turnover by R. Lopez (bad pass; steal by J. Green),,25-31,,
6:37.0,,,25-31,,M. Gasol misses 2-pt shot from 18 ft
6:37.0,Defensive rebound by N. Batum,,25-31,,
6:36.0,,,25-31,,Personal foul by T. Allen (drawn by N. Batum)
6:25.0,D. Lillard misses 2-pt shot from 16 ft,,25-31,,
6:23.0,,,25-31,,Defensive rebound by J. Green
6:09.0,,,25-34,3,J. Green makes 3-pt shot from 24 ft (assist by M. Gasol)
5:47.0,R. Lopez makes 2-pt shot from 17 ft (assist by N. Batum),2,27-34,,
5:34.0,,,27-34,,Shooting foul by D. Lillard (drawn by M. Conley)
5:34.0,Official timeout,,27-34,,
5:34.0,C. McCollum enters the game for A. Crabbe,,27-34,,
5:34.0,,,27-35,1,M. Conley makes free throw 1 of 2
5:34.0,,,27-36,1,M. Conley makes free throw 2 of 2
5:18.0,L. Aldridge misses 2-pt shot from 19 ft,,27-36,,
5:16.0,,,27-36,,Defensive rebound by T. Allen
5:01.0,,,27-36,,M. Conley misses 3-pt shot from 26 ft
5:01.0,,,27-36,,Offensive rebound by V. Carter
4:56.0,,,27-39,3,V. Carter makes 3-pt shot from 24 ft (assist by J. Green)
4:32.0,C. McCollum misses 2-pt shot from 1 ft,,27-39,,
4:31.0,,,27-39,,Defensive rebound by V. Carter
4:26.0,,,27-39,,T. Allen misses 2-pt shot from 1 ft
4:23.0,Defensive rebound by L. Aldridge,,27-39,,
4:22.0,Turnover by N. Batum (bad pass; steal by M. Conley),,27-39,,
4:13.0,,,27-39,,J. Green misses 2-pt shot from 10 ft
4:10.0,Defensive rebound by L. Aldridge,,27-39,,
4:02.0,D. Lillard makes 2-pt shot from 1 ft,2,29-39,,
3:48.0,,,29-41,2,M. Conley makes 2-pt shot from 1 ft
3:29.0,N. Batum makes 2-pt shot from 14 ft (assist by L. Aldridge),2,31-41,,
3:20.0,,,31-41,,Memphis full timeout
3:20.0,,,31-41,,C. Lee enters the game for J. Green
3:20.0,,,31-41,,Z. Randolph enters the game for V. Carter
3:11.0,,,31-41,,Shooting foul by C. McCollum (drawn by M. Gasol)
3:11.0,,,31-42,1,M. Gasol makes free throw 1 of 2
3:11.0,,,31-43,1,M. Gasol makes free throw 2 of 2
2:57.0,D. Lillard makes 2-pt shot at rim,2,33-43,,
2:39.0,,,33-45,2,M. Conley makes 2-pt shot from 14 ft (assist by M. Gasol)
2:21.0,D. Lillard misses 3-pt shot from 28 ft,,33-45,,
2:19.0,Offensive rebound by R. Lopez,,33-45,,
2:19.0,R. Lopez makes 2-pt shot from 1 ft,2,35-45,,
2:00.0,,,35-45,,Turnover by Z. Randolph (bad pass; steal by C. McCollum)
1:59.0,,,35-45,,Personal take foul by Z. Randolph (drawn by C. McCollum)
1:59.0,A. Crabbe enters the game for C. McCollum,,35-45,,
1:44.0,A. Crabbe misses 2-pt shot from 1 ft (block by T. Allen),,35-45,,
1:42.0,,,35-45,,Defensive rebound by T. Allen
1:27.0,,,35-45,,Z. Randolph misses 2-pt shot from 19 ft
1:26.0,Defensive rebound by L. Aldridge,,35-45,,
1:25.0,,,35-45,,Loose ball foul by T. Allen (drawn by L. Aldridge)
1:25.0,L. Aldridge makes free throw 1 of 2,1,36-45,,
1:25.0,,,36-45,,J. Green enters the game for T. Allen
1:25.0,L. Aldridge makes free throw 2 of 2,1,37-45,,
1:10.0,,,37-45,,M. Gasol misses 2-pt shot at rim (block by R. Lopez)
1:10.0,,,37-45,,Offensive rebound by Z. Randolph
1:10.0,Personal foul by L. Aldridge (drawn by Z. Randolph),,37-45,,
1:01.0,,,37-48,3,M. Conley makes 3-pt shot from 25 ft
0:40.0,Turnover by L. Aldridge (lost ball; steal by C. Lee),,37-48,,
0:36.0,,,37-50,2,C. Lee makes 2-pt shot from 1 ft
0:27.0,R. Lopez makes 2-pt shot at rim,2,39-50,,
0:07.0,,,39-50,,M. Conley misses 2-pt shot from 22 ft
0:04.0,Defensive rebound by L. Aldridge,,39-50,,
0:01.0,D. Lillard misses 3-pt shot from 32 ft,,39-50,,
0:00.0,Offensive rebound by Team,,39-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,L. Aldridge makes 2-pt shot from 18 ft,2,41-50,,
11:19.0,,,41-50,,Turnover by M. Conley (bad pass; steal by L. Aldridge)
11:15.0,N. Batum misses 2-pt shot from 1 ft (block by M. Gasol),,41-50,,
11:12.0,Offensive rebound by R. Lopez,,41-50,,
11:12.0,R. Lopez makes 2-pt shot at rim,2,43-50,,
10:43.0,,,43-52,2,Z. Randolph makes 2-pt shot from 2 ft
10:43.0,,,43-52,,Z. Randolph misses 2-pt shot from 2 ft (block by L. Aldridge)
10:43.0,,,43-52,,Offensive rebound by Z. Randolph
10:33.0,Offensive foul by R. Lopez,,43-52,,
10:33.0,Turnover by R. Lopez (offensive foul),,43-52,,
10:21.0,,,43-52,,M. Gasol misses 2-pt shot from 19 ft
10:20.0,Defensive rebound by A. Crabbe,,43-52,,
10:16.0,,,43-52,,Personal foul by T. Allen (drawn by R. Lopez)
10:09.0,N. Batum misses 3-pt shot from 26 ft,,43-52,,
10:08.0,,,43-52,,Defensive rebound by M. Gasol
9:52.0,,,43-54,2,Z. Randolph makes 2-pt shot from 11 ft (assist by M. Conley)
9:37.0,N. Batum makes 2-pt shot at rim (assist by D. Lillard),2,45-54,,
9:22.0,,,45-56,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Conley)
9:09.0,Turnover by L. Aldridge (lost ball),,45-56,,
8:59.0,Def 3 sec tech foul by R. Lopez,,45-56,,
8:59.0,,,45-56,,C. Lee misses technical free throw
8:59.0,,,45-56,,Offensive rebound by Team
8:52.0,,,45-56,,M. Conley misses 2-pt shot from 9 ft
8:50.0,Defensive rebound by A. Crabbe,,45-56,,
8:39.0,Turnover by A. Crabbe (lost ball; steal by C. Lee),,45-56,,
8:31.0,,,45-58,2,Z. Randolph makes 2-pt shot from 6 ft
8:13.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,45-58,,
8:13.0,L. Aldridge makes free throw 1 of 2,1,46-58,,
8:13.0,L. Aldridge makes free throw 2 of 2,1,47-58,,
7:49.0,,,47-58,,M. Gasol misses 2-pt shot from 7 ft
7:47.0,Defensive rebound by L. Aldridge,,47-58,,
7:35.0,D. Lillard misses 3-pt shot from 26 ft,,47-58,,
7:34.0,Offensive rebound by N. Batum,,47-58,,
7:32.0,N. Batum makes 2-pt shot from 9 ft,2,49-58,,
7:11.0,,,49-58,,T. Allen misses 2-pt shot from 2 ft
7:10.0,,,49-58,,Offensive rebound by T. Allen
7:10.0,,,49-60,2,T. Allen makes 2-pt shot from 2 ft
6:46.0,L. Aldridge misses 2-pt shot from 13 ft,,49-60,,
6:44.0,,,49-60,,Defensive rebound by T. Allen
6:42.0,Personal foul by L. Aldridge (drawn by Z. Randolph),,49-60,,
6:42.0,C. McCollum enters the game for A. Crabbe,,49-60,,
6:31.0,,,49-60,,Z. Randolph misses 2-pt shot from 3 ft
6:30.0,,,49-60,,Offensive rebound by M. Gasol
6:24.0,,,49-62,2,C. Lee makes 2-pt shot at rim (assist by M. Conley)
6:14.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,49-62,,
6:14.0,L. Aldridge makes free throw 1 of 2,1,50-62,,
6:14.0,L. Aldridge makes free throw 2 of 2,1,51-62,,
6:01.0,,,51-64,2,C. Lee makes 2-pt shot from 19 ft (assist by M. Conley)
5:59.0,Portland full timeout,,51-64,,
5:59.0,J. Freeland enters the game for R. Lopez,,51-64,,
5:43.0,L. Aldridge misses 2-pt shot from 16 ft,,51-64,,
5:41.0,,,51-64,,Defensive rebound by M. Gasol
5:24.0,,,51-66,2,M. Gasol makes 2-pt shot from 7 ft (assist by C. Lee)
5:03.0,N. Batum misses 3-pt shot from 24 ft,,51-66,,
5:01.0,Offensive rebound by L. Aldridge,,51-66,,
5:01.0,L. Aldridge makes 2-pt shot from 2 ft,2,53-66,,
4:40.0,,,53-66,,M. Gasol misses 2-pt shot from 20 ft
4:39.0,Defensive rebound by N. Batum,,53-66,,
4:37.0,,,53-66,,Personal foul by T. Allen (drawn by N. Batum)
4:37.0,,,53-66,,J. Green enters the game for T. Allen
4:28.0,Offensive foul by L. Aldridge,,53-66,,
4:28.0,Turnover by L. Aldridge (offensive foul),,53-66,,
4:05.0,,,53-66,,Z. Randolph misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by N. Batum,,53-66,,
3:55.0,L. Aldridge misses 2-pt shot from 19 ft,,53-66,,
3:54.0,,,53-66,,Defensive rebound by Z. Randolph
3:48.0,,,53-66,,Shooting foul by D. Lillard (drawn by M. Gasol)
3:48.0,,,53-67,1,M. Gasol makes free throw 1 of 2
3:48.0,,,53-67,,B. Udrih enters the game for M. Conley
3:48.0,,,53-68,1,M. Gasol makes free throw 2 of 2
3:36.0,Shooting foul by B. Udrih (drawn by D. Lillard),,53-68,,
3:36.0,D. Lillard makes free throw 1 of 2,1,54-68,,
3:36.0,D. Lillard makes free throw 2 of 2,1,55-68,,
3:22.0,,,55-68,,Z. Randolph misses 2-pt shot from 15 ft
3:21.0,Defensive rebound by J. Freeland,,55-68,,
3:13.0,D. Lillard misses 2-pt shot from 12 ft,,55-68,,
3:11.0,,,55-68,,Defensive rebound by M. Gasol
2:56.0,,,55-70,2,Z. Randolph makes 2-pt shot from 5 ft
2:30.0,C. McCollum misses 2-pt shot from 6 ft (block by M. Gasol),,55-70,,
2:30.0,Offensive rebound by L. Aldridge,,55-70,,
2:30.0,L. Aldridge misses 2-pt shot from 1 ft (block by J. Green),,55-70,,
2:30.0,Offensive rebound by Team,,55-70,,
2:30.0,Turnover by Team (shot clock),,55-70,,
2:30.0,,,55-70,,Memphis full timeout
2:30.0,R. Lopez enters the game for L. Aldridge,,55-70,,
2:30.0,M. Leonard enters the game for J. Freeland,,55-70,,
2:06.0,,,55-73,3,C. Lee makes 3-pt shot from 28 ft
1:50.0,Turnover by N. Batum (bad pass; steal by Z. Randolph),,55-73,,
1:35.0,,,55-73,,B. Udrih misses 2-pt shot from 20 ft
1:34.0,Defensive rebound by M. Leonard,,55-73,,
1:22.0,M. Leonard makes 3-pt shot from 25 ft (assist by N. Batum),3,58-73,,
1:02.0,,,58-73,,K. Koufos enters the game for Z. Randolph
0:54.0,,,58-73,,J. Green misses 3-pt shot from 24 ft
0:53.0,Defensive rebound by Team,,58-73,,
0:35.0,D. Lillard makes 2-pt shot from 1 ft,2,60-73,,
0:29.0,,,60-73,,K. Koufos misses 2-pt shot from 13 ft
0:27.0,,,60-73,,Offensive rebound by Team
0:27.0,,,60-73,,V. Carter enters the game for K. Koufos
0:08.0,,,60-73,,B. Udrih misses 2-pt shot from 20 ft
0:06.0,Defensive rebound by C. McCollum,,60-73,,
0:01.0,C. McCollum misses 2-pt shot from 13 ft,,60-73,,
0:00.0,Offensive rebound by Team,,60-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,60-73,,J. Green misses 2-pt shot from 5 ft (block by L. Aldridge)
11:44.0,Defensive rebound by C. McCollum,,60-73,,
11:33.0,C. McCollum makes 2-pt shot from 2 ft,2,62-73,,
11:20.0,,,62-75,2,J. Green makes 2-pt shot from 21 ft (assist by B. Udrih)
11:00.0,Shooting foul by K. Koufos (drawn by L. Aldridge),,62-75,,
11:00.0,L. Aldridge makes free throw 1 of 2,1,63-75,,
11:00.0,L. Aldridge makes free throw 2 of 2,1,64-75,,
10:45.0,,,64-75,,J. Green misses 2-pt shot from 19 ft
10:45.0,Defensive rebound by Team,,64-75,,
10:27.0,Shooting foul by K. Koufos (drawn by L. Aldridge),,64-75,,
10:27.0,L. Aldridge misses free throw 1 of 2,,64-75,,
10:27.0,Offensive rebound by Team,,64-75,,
10:27.0,L. Aldridge makes free throw 2 of 2,1,65-75,,
10:16.0,,,65-75,,Shooting foul by M. Leonard (drawn by B. Udrih)
10:16.0,,,65-76,1,B. Udrih makes free throw 1 of 2
10:16.0,,,65-77,1,B. Udrih makes free throw 2 of 2
9:57.0,M. Leonard makes 3-pt shot from 26 ft (assist by N. Batum),3,68-77,,
9:44.0,,,68-77,,V. Carter misses 2-pt shot from 9 ft
9:41.0,Defensive rebound by N. Batum,,68-77,,
9:31.0,C. McCollum misses 3-pt shot from 25 ft,,68-77,,
9:31.0,Offensive rebound by Team,,68-77,,
9:31.0,,,68-77,,Loose ball foul by B. Udrih (drawn by M. Leonard)
9:22.0,L. Aldridge misses 2-pt shot from 7 ft,,68-77,,
9:21.0,,,68-77,,Defensive rebound by J. Green
9:15.0,,,68-77,,Memphis full timeout
9:08.0,,,68-77,,V. Carter misses 3-pt shot from 26 ft
9:07.0,Defensive rebound by M. Leonard,,68-77,,
8:52.0,L. Aldridge misses 2-pt shot from 12 ft,,68-77,,
8:51.0,,,68-77,,Defensive rebound by V. Carter
8:42.0,,,68-80,3,V. Carter makes 3-pt shot from 23 ft (assist by J. Green)
8:30.0,M. Leonard makes 2-pt shot at rim (assist by N. Batum),2,70-80,,
8:17.0,,,70-80,,V. Carter misses 3-pt shot from 23 ft
8:16.0,Defensive rebound by Team,,70-80,,
7:59.0,,,70-80,,Violation by V. Carter (kicked ball)
7:59.0,D. Lillard enters the game for C. McCollum,,70-80,,
7:52.0,M. Leonard misses 2-pt shot from 15 ft,,70-80,,
7:49.0,,,70-80,,Defensive rebound by V. Carter
7:27.0,,,70-82,2,J. Green makes 2-pt shot from 14 ft
7:27.0,Portland full timeout,,70-82,,
7:27.0,,,70-82,,M. Gasol enters the game for K. Koufos
7:27.0,,,70-82,,Z. Randolph enters the game for V. Carter
7:27.0,R. Lopez enters the game for M. Leonard,,70-82,,
7:27.0,A. Crabbe enters the game for S. Blake,,70-82,,
7:12.0,N. Batum makes 3-pt shot from 23 ft (assist by A. Crabbe),3,73-82,,
6:53.0,,,73-82,,Shooting foul by R. Lopez (drawn by M. Gasol)
6:53.0,,,73-83,1,M. Gasol makes free throw 1 of 2
6:53.0,,,73-84,1,M. Gasol makes free throw 2 of 2
6:28.0,L. Aldridge misses 3-pt shot from 26 ft,,73-84,,
6:27.0,,,73-84,,Defensive rebound by Z. Randolph
6:06.0,,,73-86,2,M. Gasol makes 2-pt shot from 8 ft
5:48.0,,,73-86,,Personal foul by M. Gasol (drawn by R. Lopez)
5:48.0,C. McCollum enters the game for A. Crabbe,,73-86,,
5:48.0,,,73-86,,C. Lee enters the game for J. Green
5:43.0,C. McCollum makes 2-pt shot from 20 ft,2,75-86,,
5:24.0,Personal foul by R. Lopez (drawn by M. Gasol),,75-86,,
5:24.0,,,75-86,,M. Conley enters the game for B. Udrih
5:09.0,,,75-88,2,C. Lee makes 2-pt shot from 12 ft (assist by Z. Randolph)
4:57.0,D. Lillard misses 2-pt shot from 11 ft,,75-88,,
4:55.0,,,75-88,,Defensive rebound by M. Gasol
4:39.0,,,75-90,2,M. Conley makes 2-pt shot from 1 ft
4:39.0,Portland full timeout,,75-90,,
4:23.0,D. Lillard makes 3-pt shot from 24 ft (assist by N. Batum),3,78-90,,
4:04.0,,,78-90,,M. Gasol misses 2-pt shot from 17 ft
4:03.0,,,78-90,,Offensive rebound by T. Allen
3:48.0,,,78-92,2,Z. Randolph makes 2-pt shot at rim (assist by M. Gasol)
3:31.0,N. Batum misses 2-pt shot from 20 ft,,78-92,,
3:29.0,,,78-92,,Defensive rebound by T. Allen
3:05.0,,,78-92,,Z. Randolph misses 2-pt shot from 4 ft (block by L. Aldridge)
3:04.0,,,78-92,,Offensive rebound by Z. Randolph
3:04.0,,,78-92,,Turnover by Team (shot clock)
2:48.0,C. McCollum misses 3-pt shot from 25 ft,,78-92,,
2:47.0,,,78-92,,Defensive rebound by C. Lee
2:41.0,,,78-92,,Turnover by T. Allen (lost ball; steal by L. Aldridge)
2:31.0,D. Lillard misses 2-pt shot from 2 ft (block by T. Allen),,78-92,,
2:31.0,,,78-92,,Defensive rebound by Team
2:15.0,,,78-92,,C. Lee misses 3-pt shot from 23 ft
2:14.0,Defensive rebound by C. McCollum,,78-92,,
2:08.0,C. McCollum misses 2-pt shot from 3 ft (block by M. Gasol),,78-92,,
2:06.0,,,78-92,,Defensive rebound by Z. Randolph
1:50.0,,,78-92,,Shooting foul by C. McCollum (drawn by M. Conley)
1:50.0,,,78-93,1,M. Conley makes free throw 1 of 2
1:50.0,M. Leonard enters the game for R. Lopez,,78-93,,
1:50.0,,,78-94,1,M. Conley makes free throw 2 of 2
1:34.0,N. Batum misses 3-pt shot from 27 ft,,78-94,,
1:33.0,Offensive rebound by Team,,78-94,,
1:19.0,N. Batum misses 2-pt shot from 10 ft,,78-94,,
1:17.0,,,78-94,,Defensive rebound by T. Allen
0:56.0,,,78-94,,M. Conley misses 2-pt shot from 14 ft
0:55.0,Defensive rebound by L. Aldridge,,78-94,,
0:48.0,Shooting foul by Z. Randolph (drawn by D. Lillard),,78-94,,
0:48.0,D. Lillard makes free throw 1 of 2,1,79-94,,
0:48.0,J. Freeland enters the game for L. Aldridge,,79-94,,
0:48.0,A. Crabbe enters the game for N. Batum,,79-94,,
0:48.0,,,79-94,,B. Udrih enters the game for T. Allen
0:48.0,,,79-94,,V. Carter enters the game for Z. Randolph
0:48.0,,,79-94,,J. Green enters the game for M. Gasol
0:48.0,,,79-94,,N. Calathes enters the game for M. Conley
0:48.0,D. Lillard makes free throw 2 of 2,1,80-94,,
0:29.0,,,80-97,3,V. Carter makes 3-pt shot from 26 ft (assist by J. Green)
0:21.0,Shooting foul by N. Calathes (drawn by D. Lillard),,80-97,,
0:21.0,D. Lillard makes free throw 1 of 2,1,81-97,,
0:21.0,D. Lillard makes free throw 2 of 2,1,82-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
