time,Sacramento,pts.away,score,pts.home,San Antonio
1:52.0,Shooting foul by K. Leonard (drawn by D. Williams),,21-22,,
1:52.0,D. Williams makes free throw 1 of 2,1,22-22,,
1:52.0,,,22-22,,M. Belinelli enters the game for K. Leonard
1:52.0,A. Miller enters the game for R. McCallum,,22-22,,
1:52.0,J. Thompson enters the game for D. Cousins,,22-22,,
1:52.0,D. Williams makes free throw 2 of 2,1,23-22,,
1:30.0,,,23-22,,A. Baynes misses 2-pt shot from 13 ft
1:29.0,Defensive rebound by J. Thompson,,23-22,,
1:15.0,J. Thompson misses 2-pt shot from 5 ft,,23-22,,
1:14.0,,,23-22,,Defensive rebound by A. Baynes
1:13.0,,,23-22,,Turnover by A. Baynes (bad pass; steal by B. McLemore)
1:08.0,,,23-22,,Shooting block foul by A. Baynes (drawn by D. Williams)
1:08.0,D. Williams makes free throw 1 of 2,1,24-22,,
1:08.0,N. Stauskas enters the game for B. McLemore,,24-22,,
1:08.0,D. Williams makes free throw 2 of 2,1,25-22,,
1:00.0,,,25-24,2,P. Mills makes 2-pt shot from 18 ft
0:44.0,D. Williams misses 2-pt shot from 19 ft,,25-24,,
0:43.0,,,25-24,,Defensive rebound by P. Mills
0:35.0,,,25-24,,B. Diaw misses 3-pt shot from 25 ft
0:34.0,,,25-24,,Offensive rebound by P. Mills
0:14.0,,,25-24,,Turnover by M. Ginobili (lost ball; steal by J. Thompson)
0:09.0,A. Miller makes 2-pt shot at rim (assist by N. Stauskas),2,27-24,,
0:00.0,,,27-26,2,M. Belinelli makes 2-pt shot from 22 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,O. Casspi misses 2-pt shot from 9 ft,,27-26,,
11:39.0,,,27-26,,Defensive rebound by B. Diaw
11:24.0,,,27-26,,P. Mills misses 3-pt shot from 23 ft
11:22.0,Defensive rebound by A. Miller,,27-26,,
11:18.0,O. Casspi makes 2-pt shot at rim (assist by A. Miller),2,29-26,,
11:00.0,,,29-26,,Turnover by A. Baynes (lost ball; steal by A. Miller)
10:43.0,J. Thompson misses 2-pt shot from 16 ft,,29-26,,
10:42.0,,,29-26,,Defensive rebound by M. Ginobili
10:33.0,,,29-28,2,B. Diaw makes 2-pt shot from 20 ft (assist by M. Ginobili)
10:14.0,J. Thompson misses 2-pt shot from 4 ft,,29-28,,
10:14.0,Offensive rebound by Team,,29-28,,
10:14.0,,,29-28,,T. Parker enters the game for P. Mills
10:14.0,,,29-28,,D. Green enters the game for M. Ginobili
10:14.0,R. Gay enters the game for D. Williams,,29-28,,
10:14.0,,,29-28,,K. Leonard enters the game for M. Belinelli
10:06.0,R. Gay misses 3-pt shot from 22 ft,,29-28,,
10:04.0,,,29-28,,Defensive rebound by B. Diaw
9:52.0,,,29-28,,Shooting foul by N. Stauskas (drawn by D. Green)
9:52.0,,,29-29,1,D. Green makes free throw 1 of 2
9:52.0,,,29-30,1,D. Green makes free throw 2 of 2
9:42.0,A. Miller misses 2-pt shot from 15 ft,,29-30,,
9:40.0,,,29-30,,Defensive rebound by Team
9:40.0,Loose ball foul by J. Thompson (drawn by A. Baynes),,29-30,,
9:40.0,,,29-30,,M. Belinelli enters the game for B. Diaw
9:19.0,,,29-30,,M. Belinelli misses 2-pt shot from 7 ft
9:18.0,Defensive rebound by J. Thompson,,29-30,,
9:10.0,N. Stauskas misses 3-pt shot from 24 ft,,29-30,,
9:08.0,,,29-30,,Defensive rebound by K. Leonard
8:58.0,,,29-30,,K. Leonard misses 3-pt shot from 24 ft
8:53.0,Defensive rebound by Team,,29-30,,
8:53.0,Official timeout,,29-30,,
8:53.0,,,29-30,,T. Splitter enters the game for A. Baynes
8:36.0,R. Gay misses 2-pt shot from 10 ft,,29-30,,
8:34.0,,,29-30,,Defensive rebound by D. Green
8:20.0,,,29-33,3,D. Green makes 3-pt shot from 25 ft (assist by M. Belinelli)
8:05.0,J. Thompson makes 2-pt shot at rim (assist by A. Miller),2,31-33,,
7:55.0,B. McLemore enters the game for N. Stauskas,,31-33,,
7:55.0,D. Cousins enters the game for J. Thompson,,31-33,,
7:47.0,Def 3 sec tech foul by B. McLemore,,31-33,,
7:47.0,,,31-34,1,D. Green makes technical free throw
7:39.0,,,31-36,2,T. Parker makes 2-pt shot from 17 ft
7:27.0,Turnover by A. Miller (lost ball; steal by K. Leonard),,31-36,,
7:24.0,,,31-36,,Shooting foul by D. Cousins (drawn by K. Leonard)
7:24.0,,,31-36,,K. Leonard misses free throw 1 of 2
7:24.0,,,31-36,,Offensive rebound by Team
7:24.0,,,31-37,1,K. Leonard makes free throw 2 of 2
7:13.0,,,31-37,,Personal foul by T. Splitter (drawn by D. Cousins)
7:13.0,R. McCallum enters the game for A. Miller,,31-37,,
7:04.0,R. Gay makes 2-pt shot from 6 ft,2,33-37,,
6:48.0,,,33-37,,M. Belinelli misses 3-pt shot from 26 ft
6:45.0,Defensive rebound by R. McCallum,,33-37,,
6:39.0,Offensive foul by D. Cousins,,33-37,,
6:39.0,Turnover by D. Cousins (offensive foul),,33-37,,
6:39.0,Violation by Team (delay of game),,33-37,,
6:39.0,,,33-37,,T. Duncan enters the game for T. Splitter
6:39.0,J. Thompson enters the game for D. Cousins,,33-37,,
6:29.0,,,33-37,,T. Duncan misses 2-pt shot at rim
6:28.0,Defensive rebound by J. Thompson,,33-37,,
6:18.0,R. Gay misses 2-pt shot from 9 ft (block by K. Leonard),,33-37,,
6:16.0,,,33-37,,Defensive rebound by K. Leonard
6:11.0,,,33-37,,M. Belinelli misses 3-pt shot from 22 ft
6:10.0,,,33-37,,Offensive rebound by K. Leonard
6:09.0,,,33-39,2,K. Leonard makes 2-pt shot at rim
6:09.0,Technical foul by J. Thompson,,33-39,,
6:09.0,,,33-40,1,D. Green makes technical free throw
6:00.0,Shooting foul by M. Belinelli (drawn by O. Casspi),,33-40,,
6:00.0,O. Casspi misses free throw 1 of 2,,33-40,,
6:00.0,Offensive rebound by Team,,33-40,,
6:00.0,,,33-40,,M. Ginobili enters the game for M. Belinelli
6:00.0,O. Casspi makes free throw 2 of 2,1,34-40,,
5:49.0,,,34-40,,Turnover by T. Parker (lost ball)
5:49.0,,,34-40,,San Antonio full timeout
5:49.0,D. Williams enters the game for O. Casspi,,34-40,,
5:34.0,Turnover by D. Williams (bad pass),,34-40,,
5:17.0,,,34-42,2,K. Leonard makes 2-pt shot from 12 ft
5:06.0,Shooting foul by T. Duncan (drawn by R. Gay),,34-42,,
5:06.0,R. Gay misses free throw 1 of 2,,34-42,,
5:06.0,Offensive rebound by Team,,34-42,,
5:06.0,R. Gay misses free throw 2 of 2,,34-42,,
5:05.0,,,34-42,,Defensive rebound by M. Ginobili
4:52.0,,,34-42,,Turnover by M. Ginobili (bad pass; steal by J. Thompson)
4:46.0,Turnover by B. McLemore (lost ball; steal by D. Green),,34-42,,
4:38.0,Personal block foul by R. Gay (drawn by M. Ginobili),,34-42,,
4:26.0,,,34-42,,Turnover by M. Ginobili (bad pass; steal by R. Gay)
4:22.0,R. Gay makes 2-pt shot at rim,2,36-42,,
4:04.0,,,36-42,,Shooting foul by B. McLemore (drawn by T. Duncan)
4:04.0,,,36-42,,T. Duncan misses free throw 1 of 2
4:04.0,,,36-42,,Offensive rebound by Team
4:04.0,,,36-43,1,T. Duncan makes free throw 2 of 2
3:49.0,B. McLemore misses 2-pt shot from 3 ft (block by T. Duncan),,36-43,,
3:46.0,,,36-43,,Defensive rebound by T. Duncan
3:37.0,,,36-43,,Turnover by M. Ginobili (bad pass; steal by R. McCallum)
3:32.0,D. Williams misses 2-pt shot from 2 ft (block by T. Duncan),,36-43,,
3:31.0,,,36-43,,Defensive rebound by M. Ginobili
3:21.0,,,36-45,2,T. Parker makes 2-pt shot from 1 ft
3:14.0,Sacramento full timeout,,36-45,,
2:56.0,Turnover by J. Thompson (lost ball; steal by K. Leonard),,36-45,,
2:53.0,,,36-45,,Shooting foul by D. Williams (drawn by K. Leonard)
2:53.0,,,36-45,,K. Leonard misses free throw 1 of 2
2:53.0,,,36-45,,Offensive rebound by Team
2:53.0,,,36-45,,M. Belinelli enters the game for D. Green
2:53.0,,,36-45,,K. Leonard misses free throw 2 of 2
2:52.0,Defensive rebound by R. Gay,,36-45,,
2:32.0,R. Gay misses 2-pt shot from 6 ft,,36-45,,
2:29.0,,,36-45,,Defensive rebound by T. Duncan
2:11.0,,,36-45,,M. Ginobili misses 2-pt shot from 1 ft
2:09.0,Defensive rebound by R. Gay,,36-45,,
2:04.0,R. McCallum misses 2-pt shot from 1 ft,,36-45,,
2:02.0,,,36-45,,Defensive rebound by T. Duncan
1:59.0,,,36-45,,Shooting foul by J. Thompson (drawn by M. Ginobili)
1:59.0,,,36-47,2,M. Ginobili makes 2-pt shot from 1 ft (assist by T. Duncan)
1:59.0,O. Casspi enters the game for D. Williams,,36-47,,
1:59.0,A. Miller enters the game for R. McCallum,,36-47,,
1:59.0,,,36-48,1,M. Ginobili makes free throw 1 of 1
1:35.0,O. Casspi misses 2-pt shot from 3 ft,,36-48,,
1:31.0,,,36-48,,Defensive rebound by M. Ginobili
1:26.0,Violation by J. Thompson (def goaltending),,36-48,,
1:26.0,,,36-50,2,T. Duncan makes 2-pt shot at rim (assist by M. Belinelli)
1:11.0,Shooting foul by M. Ginobili (drawn by R. Gay),,36-50,,
1:11.0,R. Gay makes free throw 1 of 2,1,37-50,,
1:11.0,,,37-50,,D. Green enters the game for M. Belinelli
1:11.0,R. Gay makes free throw 2 of 2,1,38-50,,
1:02.0,,,38-50,,Turnover by M. Ginobili (bad pass; steal by B. McLemore)
0:58.0,R. Gay misses 2-pt shot at rim (block by D. Green),,38-50,,
0:57.0,,,38-50,,Defensive rebound by Team
0:40.0,,,38-53,3,K. Leonard makes 3-pt shot from 23 ft (assist by T. Parker)
0:22.0,R. Gay misses 2-pt shot from 3 ft,,38-53,,
0:20.0,,,38-53,,Defensive rebound by K. Leonard
0:17.0,Technical foul by R. Gay,,38-53,,
0:17.0,,,38-54,1,D. Green makes technical free throw
0:03.0,,,38-54,,D. Green misses 2-pt shot from 1 ft (block by B. McLemore)
0:02.0,Defensive rebound by J. Thompson,,38-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,38-54,,Personal foul by T. Parker (drawn by R. McCallum)
11:25.0,B. McLemore misses 3-pt shot from 23 ft,,38-54,,
11:23.0,Offensive rebound by Team,,38-54,,
11:02.0,R. Gay misses 2-pt shot from 22 ft,,38-54,,
11:00.0,,,38-54,,Defensive rebound by D. Green
10:54.0,,,38-54,,Turnover by T. Splitter (bad pass; steal by R. McCallum)
10:50.0,R. McCallum makes 2-pt shot from 1 ft,2,40-54,,
10:33.0,,,40-56,2,T. Parker makes 2-pt shot from 18 ft
10:33.0,,,40-56,,Shooting foul by R. McCallum (drawn by T. Parker)
10:33.0,,,40-57,1,T. Parker makes free throw 1 of 1
10:17.0,J. Thompson makes 2-pt shot from 12 ft,2,42-57,,
10:07.0,,,42-59,2,T. Splitter makes 2-pt shot from 2 ft (assist by T. Duncan)
9:55.0,,,42-59,,Personal foul by T. Splitter (drawn by R. Gay)
9:52.0,Shooting foul by T. Duncan (drawn by D. Cousins),,42-59,,
9:52.0,D. Cousins makes free throw 1 of 2,1,43-59,,
9:52.0,D. Cousins makes free throw 2 of 2,1,44-59,,
9:40.0,,,44-61,2,T. Parker makes 2-pt shot from 9 ft
9:26.0,Turnover by J. Thompson (lost ball; steal by T. Parker),,44-61,,
9:19.0,,,44-63,2,D. Green makes 2-pt shot at rim (assist by T. Parker)
9:07.0,R. Gay misses 2-pt shot from 4 ft,,44-63,,
9:05.0,,,44-63,,Defensive rebound by T. Parker
8:58.0,,,44-65,2,T. Parker makes 2-pt shot from 1 ft
8:55.0,Sacramento full timeout,,44-65,,
8:45.0,Turnover by D. Cousins (traveling),,44-65,,
8:19.0,,,44-65,,T. Splitter misses 2-pt shot from 8 ft
8:17.0,Defensive rebound by J. Thompson,,44-65,,
8:14.0,R. McCallum misses 2-pt shot from 13 ft,,44-65,,
8:10.0,,,44-65,,Defensive rebound by T. Duncan
8:05.0,,,44-67,2,T. Parker makes 2-pt shot from 5 ft
7:47.0,,,44-67,,Personal foul by T. Splitter (drawn by D. Cousins)
7:47.0,A. Miller enters the game for R. McCallum,,44-67,,
7:39.0,R. Gay makes 2-pt shot at rim (assist by A. Miller),2,46-67,,
7:26.0,,,46-67,,T. Parker misses 2-pt shot from 19 ft
7:24.0,Defensive rebound by D. Cousins,,46-67,,
7:11.0,B. McLemore makes 2-pt shot at rim (assist by R. Gay),2,48-67,,
7:11.0,,,48-67,,San Antonio full timeout
6:58.0,,,48-67,,K. Leonard misses 3-pt shot from 26 ft
6:54.0,Defensive rebound by A. Miller,,48-67,,
6:45.0,R. Gay misses 2-pt shot from 2 ft,,48-67,,
6:44.0,,,48-67,,Defensive rebound by T. Splitter
6:36.0,,,48-67,,T. Splitter misses 2-pt shot at rim (block by D. Cousins)
6:33.0,Defensive rebound by A. Miller,,48-67,,
6:17.0,Shooting foul by T. Duncan (drawn by D. Cousins),,48-67,,
6:17.0,D. Cousins misses free throw 1 of 2,,48-67,,
6:17.0,Offensive rebound by Team,,48-67,,
6:17.0,D. Williams enters the game for J. Thompson,,48-67,,
6:17.0,D. Cousins makes free throw 2 of 2,1,49-67,,
6:06.0,,,49-70,3,D. Green makes 3-pt shot from 23 ft (assist by T. Duncan)
5:48.0,,,49-70,,Personal foul by T. Duncan (drawn by D. Cousins)
5:48.0,D. Cousins misses free throw 1 of 2,,49-70,,
5:48.0,Offensive rebound by Team,,49-70,,
5:48.0,,,49-70,,M. Ginobili enters the game for T. Duncan
5:48.0,D. Cousins misses free throw 2 of 2,,49-70,,
5:47.0,,,49-70,,Defensive rebound by K. Leonard
5:39.0,,,49-70,,T. Parker misses 2-pt shot from 16 ft
5:37.0,Defensive rebound by R. Gay,,49-70,,
5:31.0,D. Cousins makes 2-pt shot from 1 ft (assist by A. Miller),2,51-70,,
5:12.0,,,51-70,,Shooting foul by D. Williams (drawn by T. Parker)
5:12.0,,,51-71,1,T. Parker makes free throw 1 of 2
5:12.0,,,51-72,1,T. Parker makes free throw 2 of 2
4:53.0,D. Cousins makes 2-pt shot from 1 ft,2,53-72,,
4:34.0,,,53-72,,T. Parker misses 3-pt shot from 23 ft
4:32.0,,,53-72,,Offensive rebound by T. Splitter
4:31.0,,,53-74,2,T. Splitter makes 2-pt shot at rim
4:17.0,Shooting foul by D. Green (drawn by B. McLemore),,53-74,,
4:17.0,B. McLemore misses free throw 1 of 2,,53-74,,
4:17.0,Offensive rebound by Team,,53-74,,
4:17.0,,,53-74,,P. Mills enters the game for T. Parker
4:17.0,,,53-74,,A. Baynes enters the game for T. Splitter
4:17.0,,,53-74,,M. Belinelli enters the game for D. Green
4:17.0,O. Casspi enters the game for R. Gay,,53-74,,
4:17.0,B. McLemore misses free throw 2 of 2,,53-74,,
4:16.0,,,53-74,,Defensive rebound by A. Baynes
4:15.0,Personal foul by D. Cousins (drawn by A. Baynes),,53-74,,
4:05.0,,,53-76,2,K. Leonard makes 2-pt shot at rim
3:45.0,D. Cousins misses 2-pt shot from 2 ft,,53-76,,
3:43.0,Offensive rebound by Team,,53-76,,
3:32.0,Shooting foul by M. Ginobili (drawn by D. Williams),,53-76,,
3:32.0,D. Williams makes free throw 1 of 2,1,54-76,,
3:32.0,,,54-76,,B. Diaw enters the game for K. Leonard
3:32.0,D. Williams makes free throw 2 of 2,1,55-76,,
3:17.0,,,55-78,2,M. Ginobili makes 2-pt shot from 19 ft
2:55.0,Shooting foul by M. Belinelli (drawn by B. McLemore),,55-78,,
2:55.0,B. McLemore makes free throw 1 of 2,1,56-78,,
2:55.0,B. McLemore makes free throw 2 of 2,1,57-78,,
2:43.0,,,57-78,,Turnover by M. Ginobili (bad pass; steal by D. Cousins)
2:37.0,Turnover by O. Casspi (lost ball),,57-78,,
2:26.0,,,57-78,,M. Ginobili misses 2-pt shot from 1 ft
2:24.0,,,57-78,,Offensive rebound by A. Baynes
2:05.0,,,57-78,,A. Baynes misses 2-pt shot from 7 ft
2:02.0,Defensive rebound by Team,,57-78,,
1:46.0,D. Cousins misses 2-pt shot from 9 ft,,57-78,,
1:44.0,Offensive rebound by B. McLemore,,57-78,,
1:43.0,Turnover by B. McLemore (bad pass; steal by M. Ginobili),,57-78,,
1:40.0,,,57-81,3,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili)
1:21.0,,,57-81,,Shooting block foul by A. Baynes (drawn by D. Williams)
1:21.0,D. Williams makes free throw 1 of 2,1,58-81,,
1:21.0,R. Hollins enters the game for D. Cousins,,58-81,,
1:21.0,N. Stauskas enters the game for B. McLemore,,58-81,,
1:21.0,D. Williams makes free throw 2 of 2,1,59-81,,
1:15.0,,,59-81,,P. Mills misses 2-pt shot from 15 ft
1:13.0,Defensive rebound by D. Williams,,59-81,,
0:52.0,,,59-81,,Personal block foul by P. Mills (drawn by A. Miller)
0:52.0,A. Miller makes free throw 1 of 2,1,60-81,,
0:52.0,A. Miller makes free throw 2 of 2,1,61-81,,
0:34.0,,,61-83,2,A. Baynes makes 2-pt shot at rim (assist by M. Ginobili)
0:15.0,Turnover by A. Miller (bad pass; steal by B. Diaw),,61-83,,
0:02.0,Violation by R. Hollins (def goaltending),,61-83,,
0:02.0,,,61-85,2,M. Ginobili makes 2-pt shot from 1 ft (assist by M. Belinelli)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,61-85,,P. Mills misses 2-pt shot from 19 ft
11:48.0,,,61-85,,Offensive rebound by A. Baynes
11:46.0,,,61-88,3,M. Ginobili makes 3-pt shot from 24 ft (assist by A. Baynes)
11:25.0,Turnover by R. Hollins (bad pass; steal by M. Belinelli),,61-88,,
11:17.0,,,61-91,3,M. Belinelli makes 3-pt shot from 24 ft (assist by P. Mills)
10:58.0,D. Williams misses 2-pt shot from 20 ft,,61-91,,
10:55.0,,,61-91,,Defensive rebound by M. Ginobili
10:45.0,,,61-91,,A. Baynes misses 2-pt shot from 1 ft
10:43.0,Defensive rebound by R. Hollins,,61-91,,
10:18.0,A. Miller misses 3-pt shot from 29 ft,,61-91,,
10:17.0,Offensive rebound by R. Hollins,,61-91,,
10:16.0,Shooting foul by B. Diaw (drawn by R. Hollins),,61-91,,
10:16.0,R. Hollins makes free throw 1 of 2,1,62-91,,
10:16.0,,,62-91,,C. Joseph enters the game for M. Ginobili
10:16.0,,,62-91,,J. Ayres enters the game for A. Baynes
10:16.0,R. McCallum enters the game for A. Miller,,62-91,,
10:16.0,R. Hollins misses free throw 2 of 2,,62-91,,
10:15.0,,,62-91,,Defensive rebound by J. Ayres
10:00.0,,,62-91,,B. Diaw misses 2-pt shot from 7 ft
9:59.0,Defensive rebound by R. Hollins,,62-91,,
9:47.0,N. Stauskas misses 3-pt shot from 25 ft,,62-91,,
9:46.0,,,62-91,,Defensive rebound by B. Diaw
9:37.0,,,62-93,2,J. Ayres makes 2-pt shot at rim (assist by B. Diaw)
9:37.0,,,62-93,,Shooting foul by R. Hollins (drawn by J. Ayres)
9:37.0,B. McLemore enters the game for D. Williams,,62-93,,
9:37.0,,,62-94,1,J. Ayres makes free throw 1 of 1
9:21.0,O. Casspi misses 2-pt shot from 5 ft,,62-94,,
9:19.0,,,62-94,,Defensive rebound by B. Diaw
9:09.0,,,62-94,,P. Mills misses 3-pt shot from 24 ft
9:07.0,Defensive rebound by O. Casspi,,62-94,,
8:58.0,R. Hollins misses 2-pt shot from 4 ft (block by M. Belinelli),,62-94,,
8:57.0,Offensive rebound by Team,,62-94,,
8:57.0,Official timeout,,62-94,,
8:46.0,O. Casspi makes 2-pt shot from 1 ft,2,64-94,,
8:30.0,,,64-96,2,C. Joseph makes 2-pt shot from 11 ft
8:13.0,O. Casspi misses 2-pt shot from 3 ft,,64-96,,
8:11.0,,,64-96,,Defensive rebound by J. Ayres
7:58.0,,,64-96,,M. Belinelli misses 2-pt shot from 17 ft
7:57.0,,,64-96,,Offensive rebound by B. Diaw
7:55.0,,,64-98,2,B. Diaw makes 2-pt shot from 4 ft
7:44.0,R. McCallum makes 2-pt shot from 1 ft,2,66-98,,
7:28.0,,,66-100,2,B. Diaw makes 2-pt shot from 3 ft
7:17.0,B. McLemore misses 2-pt shot from 21 ft,,66-100,,
7:15.0,,,66-100,,Defensive rebound by J. Ayres
7:03.0,,,66-103,3,M. Belinelli makes 3-pt shot from 24 ft (assist by B. Diaw)
6:44.0,Shooting foul by M. Belinelli (drawn by R. Hollins),,66-103,,
6:44.0,R. Hollins makes free throw 1 of 2,1,67-103,,
6:44.0,C. Landry enters the game for O. Casspi,,67-103,,
6:44.0,,,67-103,,M. Bonner enters the game for P. Mills
6:44.0,R. Hollins makes free throw 2 of 2,1,68-103,,
6:27.0,,,68-105,2,B. Diaw makes 2-pt shot from 21 ft (assist by C. Joseph)
6:12.0,N. Stauskas makes 2-pt shot from 11 ft,2,70-105,,
5:55.0,,,70-105,,M. Belinelli misses 2-pt shot from 21 ft
5:52.0,Defensive rebound by R. McCallum,,70-105,,
