time,Phoenix,pts.away,score,pts.home,Utah
11:03.0,G. Green makes 2-pt shot from 19 ft,2,24-35,,
10:53.0,,,24-35,,Turnover by T. Booker (bad pass)
10:53.0,,,24-35,,Personal foul by G. Hayward (drawn by A. Goodwin)
10:53.0,,,24-35,,J. Ingles enters the game for R. Hood
10:38.0,I. Thomas makes 3-pt shot from 25 ft (assist by A. Goodwin),3,27-35,,
10:22.0,,,27-35,,R. Gobert misses 2-pt shot from 6 ft
10:20.0,Defensive rebound by Team,,27-35,,
10:08.0,G. Green misses 2-pt shot from 17 ft,,27-35,,
10:06.0,,,27-35,,Defensive rebound by R. Gobert
9:49.0,,,27-35,,T. Booker misses 3-pt shot from 23 ft
9:47.0,,,27-35,,Offensive rebound by R. Gobert
9:43.0,,,27-38,3,D. Exum makes 3-pt shot from 24 ft (assist by G. Hayward)
9:26.0,I. Thomas misses 3-pt shot from 24 ft (block by D. Exum),,27-38,,
9:24.0,,,27-38,,Defensive rebound by R. Gobert
9:20.0,,,27-40,2,T. Booker makes 2-pt shot at rim (assist by D. Exum)
9:07.0,,,27-40,,Personal foul by R. Gobert (drawn by I. Thomas)
9:07.0,,,27-40,,E. Kanter enters the game for T. Booker
9:03.0,G. Green misses 3-pt shot from 25 ft,,27-40,,
9:00.0,,,27-40,,Defensive rebound by J. Ingles
8:54.0,,,27-42,2,E. Kanter makes 2-pt shot at rim (assist by J. Ingles)
8:54.0,,,27-42,,Shooting foul by M. Plumlee (drawn by E. Kanter)
8:54.0,Official timeout,,27-42,,
8:54.0,E. Bledsoe enters the game for A. Goodwin,,27-42,,
8:54.0,,,27-43,1,E. Kanter makes free throw 1 of 1
8:41.0,M. Morris misses 2-pt shot from 5 ft,,27-43,,
8:39.0,,,27-43,,Defensive rebound by D. Exum
8:27.0,Personal foul by E. Bledsoe (drawn by G. Hayward),,27-43,,
8:16.0,M. Morris makes 2-pt shot from 12 ft,2,29-43,,
7:57.0,,,29-46,3,D. Exum makes 3-pt shot from 22 ft (assist by J. Ingles)
7:44.0,M. Plumlee makes 2-pt shot from 3 ft (assist by I. Thomas),2,31-46,,
7:35.0,,,31-49,3,G. Hayward makes 3-pt shot from 24 ft
7:15.0,M. Morris misses 2-pt shot from 5 ft,,31-49,,
7:13.0,Offensive rebound by Team,,31-49,,
7:13.0,G. Dragic enters the game for I. Thomas,,31-49,,
7:13.0,,,31-49,,D. Favors enters the game for R. Gobert
7:13.0,,,31-49,,T. Burke enters the game for D. Exum
7:04.0,Turnover by M. Morris (bad pass; steal by J. Ingles),,31-49,,
6:59.0,,,31-49,,T. Burke misses 2-pt shot from 3 ft (block by E. Bledsoe)
6:54.0,Defensive rebound by G. Dragic,,31-49,,
6:54.0,Shooting foul by E. Kanter (drawn by E. Bledsoe),,31-49,,
6:54.0,E. Bledsoe makes free throw 1 of 2,1,32-49,,
6:54.0,E. Bledsoe makes free throw 2 of 2,1,33-49,,
6:42.0,,,33-49,,J. Ingles misses 2-pt shot from 4 ft
6:41.0,Defensive rebound by G. Dragic,,33-49,,
6:35.0,G. Green misses 3-pt shot from 25 ft,,33-49,,
6:33.0,,,33-49,,Defensive rebound by G. Hayward
6:08.0,,,33-49,,G. Hayward misses 2-pt shot from 10 ft
6:07.0,Defensive rebound by M. Morris,,33-49,,
6:02.0,G. Green makes 3-pt shot from 24 ft (assist by G. Dragic),3,36-49,,
5:55.0,,,36-49,,Utah full timeout
5:55.0,,,36-49,,A. Burks enters the game for J. Ingles
5:50.0,,,36-49,,Turnover by G. Hayward (lost ball)
5:36.0,G. Green misses 3-pt shot from 24 ft,,36-49,,
5:34.0,,,36-49,,Defensive rebound by E. Kanter
5:28.0,,,36-51,2,D. Favors makes 2-pt shot from 1 ft (assist by T. Burke)
5:15.0,M. Morris makes 2-pt shot from 7 ft,2,38-51,,
5:01.0,,,38-51,,T. Burke misses 2-pt shot from 22 ft
5:00.0,,,38-51,,Offensive rebound by G. Hayward
4:59.0,A. Len enters the game for M. Plumlee,,38-51,,
4:58.0,,,38-51,,Turnover by A. Burks (bad pass; steal by G. Green)
4:52.0,G. Dragic makes 2-pt shot from 1 ft (assist by A. Len),2,40-51,,
4:39.0,,,40-51,,D. Favors misses 2-pt shot from 11 ft
4:38.0,Defensive rebound by M. Morris,,40-51,,
4:33.0,Shooting foul by E. Kanter (drawn by M. Morris),,40-51,,
4:33.0,M. Morris makes free throw 1 of 2,1,41-51,,
4:33.0,,,41-51,,T. Booker enters the game for E. Kanter
4:33.0,M. Morris misses free throw 2 of 2,,41-51,,
4:31.0,Offensive rebound by A. Len,,41-51,,
4:26.0,G. Green makes 3-pt shot from 24 ft,3,44-51,,
4:06.0,,,44-51,,D. Favors misses 2-pt shot from 6 ft (block by A. Len)
4:04.0,,,44-51,,Offensive rebound by D. Favors
4:02.0,,,44-51,,D. Favors misses 2-pt shot from 7 ft (block by A. Len)
4:00.0,Defensive rebound by G. Green,,44-51,,
3:58.0,G. Dragic makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,46-51,,
3:51.0,,,46-51,,Turnover by A. Burks (lost ball; steal by G. Green)
3:49.0,Shooting foul by A. Burks (drawn by G. Green),,46-51,,
3:49.0,G. Green makes free throw 1 of 2,1,47-51,,
3:49.0,,,47-51,,R. Hood enters the game for G. Hayward
3:49.0,G. Green makes free throw 2 of 2,1,48-51,,
3:34.0,,,48-51,,A. Burks misses 3-pt shot from 22 ft
3:33.0,Defensive rebound by G. Green,,48-51,,
3:18.0,E. Bledsoe misses 3-pt shot from 24 ft,,48-51,,
3:16.0,Offensive rebound by Team,,48-51,,
3:06.0,M. Morris makes 2-pt shot from 16 ft,2,50-51,,
2:46.0,,,50-51,,D. Favors misses 2-pt shot from 4 ft (block by A. Len)
2:45.0,Defensive rebound by M. Morris,,50-51,,
2:38.0,Turnover by G. Dragic (bad pass; steal by T. Booker),,50-51,,
2:26.0,,,50-53,2,D. Favors makes 2-pt shot from 2 ft
2:26.0,,,50-53,,Shooting foul by M. Morris (drawn by D. Favors)
2:26.0,Phoenix full timeout,,50-53,,
2:26.0,,,50-53,,G. Hayward enters the game for R. Hood
2:26.0,,,50-54,1,D. Favors makes free throw 1 of 1
2:12.0,G. Green misses 2-pt shot from 12 ft,,50-54,,
2:11.0,,,50-54,,Defensive rebound by D. Favors
1:50.0,,,50-56,2,D. Favors makes 2-pt shot at rim (assist by A. Burks)
1:36.0,E. Bledsoe makes 2-pt shot from 18 ft,2,52-56,,
1:11.0,,,52-56,,G. Hayward misses 3-pt shot from 24 ft
1:08.0,,,52-56,,Offensive rebound by T. Booker
1:08.0,,,52-56,,Shooting foul by A. Len (drawn by D. Favors)
1:08.0,,,52-57,1,D. Favors makes free throw 1 of 2
1:08.0,,,52-57,,D. Favors misses free throw 2 of 2
1:07.0,Defensive rebound by G. Green,,52-57,,
0:50.0,E. Bledsoe misses 2-pt shot from 2 ft (block by D. Favors),,52-57,,
0:50.0,,,52-57,,Defensive rebound by Team
0:50.0,Loose ball foul by E. Bledsoe (drawn by D. Favors),,52-57,,
0:50.0,,,52-58,1,D. Favors makes free throw 1 of 2
0:50.0,,,52-59,1,D. Favors makes free throw 2 of 2
0:35.0,E. Bledsoe makes 2-pt shot from 2 ft,2,54-59,,
0:35.0,Shooting foul by D. Favors (drawn by E. Bledsoe),,54-59,,
0:35.0,E. Bledsoe makes free throw 1 of 1,1,55-59,,
0:17.0,,,55-59,,T. Burke misses 2-pt shot from 18 ft
0:15.0,,,55-59,,Offensive rebound by D. Favors
0:00.0,,,55-59,,T. Burke misses 3-pt shot from 23 ft
0:00.0,,,55-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,55-59,,Turnover by E. Kanter (offensive foul)
11:41.0,,,55-59,,Offensive foul by E. Kanter
11:41.0,,,55-59,,T. Booker enters the game for E. Kanter
11:30.0,M. Morris makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,58-59,,
11:12.0,,,58-59,,T. Burke misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by M. Morris,,58-59,,
10:58.0,M. Plumlee makes 2-pt shot from 1 ft,2,60-59,,
10:43.0,,,60-59,,A. Burks misses 2-pt shot from 19 ft
10:40.0,,,60-59,,Offensive rebound by T. Booker
10:40.0,,,60-61,2,T. Booker makes 2-pt shot from 1 ft
10:21.0,M. Plumlee misses 2-pt shot from 6 ft,,60-61,,
10:20.0,,,60-61,,Defensive rebound by T. Booker
9:58.0,,,60-61,,A. Burks misses 2-pt shot from 5 ft
9:56.0,Defensive rebound by M. Morris,,60-61,,
9:50.0,E. Bledsoe misses 3-pt shot from 25 ft,,60-61,,
9:48.0,,,60-61,,Defensive rebound by T. Booker
9:43.0,,,60-63,2,G. Hayward makes 2-pt shot from 2 ft (assist by T. Booker)
9:23.0,Turnover by E. Bledsoe (bad pass; steal by D. Favors),,60-63,,
9:12.0,,,60-65,2,T. Booker makes 2-pt shot at rim (assist by T. Burke)
9:12.0,Phoenix full timeout,,60-65,,
8:56.0,M. Morris misses 2-pt shot from 15 ft,,60-65,,
8:54.0,,,60-65,,Defensive rebound by T. Burke
8:39.0,,,60-65,,D. Favors misses 2-pt shot from 3 ft
8:38.0,Defensive rebound by M. Plumlee,,60-65,,
8:31.0,E. Bledsoe misses 2-pt shot from 19 ft,,60-65,,
8:29.0,,,60-65,,Defensive rebound by A. Burks
8:16.0,,,60-68,3,G. Hayward makes 3-pt shot from 24 ft (assist by T. Burke)
8:12.0,Turnover by M. Morris (bad pass; steal by G. Hayward),,60-68,,
8:04.0,,,60-70,2,G. Hayward makes 2-pt shot from 5 ft
7:45.0,M. Plumlee makes 2-pt shot from 1 ft,2,62-70,,
7:21.0,,,62-70,,Shooting foul by M. Morris (drawn by T. Burke)
7:21.0,,,62-70,,T. Burke misses free throw 1 of 2
7:21.0,,,62-70,,Offensive rebound by Team
7:21.0,,,62-71,1,T. Burke makes free throw 2 of 2
7:02.0,G. Dragic makes 2-pt shot from 15 ft,2,64-71,,
6:42.0,,,64-73,2,G. Hayward makes 2-pt shot at rim
6:16.0,Turnover by Team (shot clock),,64-73,,
6:16.0,A. Len enters the game for M. Plumlee,,64-73,,
5:53.0,,,64-73,,D. Favors misses 2-pt shot from 3 ft
5:51.0,Defensive rebound by M. Morris,,64-73,,
5:45.0,G. Dragic misses 3-pt shot from 25 ft,,64-73,,
5:44.0,,,64-73,,Defensive rebound by G. Hayward
5:40.0,,,64-73,,Shooting foul by E. Bledsoe (drawn by D. Favors)
5:40.0,,,64-74,1,D. Favors makes free throw 1 of 2
5:40.0,I. Thomas enters the game for M. Morris,,64-74,,
5:40.0,G. Green enters the game for E. Bledsoe,,64-74,,
5:40.0,,,64-74,,R. Hood enters the game for A. Burks
5:40.0,,,64-75,1,D. Favors makes free throw 2 of 2
5:14.0,M. Morris misses 3-pt shot from 25 ft,,64-75,,
5:12.0,,,64-75,,Defensive rebound by R. Hood
4:59.0,,,64-75,,D. Favors misses 2-pt shot from 1 ft
4:58.0,,,64-75,,Offensive rebound by D. Favors
4:58.0,,,64-77,2,D. Favors makes 2-pt shot from 1 ft
4:58.0,,,64-77,,Shooting foul by G. Green (drawn by D. Favors)
4:58.0,,,64-77,,J. Ingles enters the game for T. Booker
4:58.0,,,64-78,1,D. Favors makes free throw 1 of 1
4:41.0,I. Thomas makes 3-pt shot from 24 ft,3,67-78,,
4:25.0,,,67-78,,R. Hood misses 3-pt shot from 22 ft
4:24.0,Defensive rebound by M. Morris,,67-78,,
4:15.0,G. Green misses 2-pt shot from 9 ft,,67-78,,
4:14.0,,,67-78,,Defensive rebound by D. Favors
4:10.0,,,67-78,,Turnover by T. Burke (traveling)
3:58.0,I. Thomas misses 3-pt shot from 24 ft,,67-78,,
3:57.0,,,67-78,,Defensive rebound by G. Hayward
3:48.0,,,67-78,,R. Hood misses 3-pt shot from 24 ft
3:47.0,Defensive rebound by A. Len,,67-78,,
3:35.0,I. Thomas misses 3-pt shot from 24 ft,,67-78,,
3:35.0,Offensive rebound by Team,,67-78,,
3:35.0,E. Bledsoe enters the game for G. Green,,67-78,,
3:35.0,,,67-78,,R. Gobert enters the game for D. Favors
3:35.0,,,67-78,,D. Exum enters the game for T. Burke
3:30.0,I. Thomas misses 2-pt shot from 2 ft,,67-78,,
3:29.0,Offensive rebound by I. Thomas,,67-78,,
3:16.0,M. Morris makes 2-pt shot from 16 ft,2,69-78,,
2:57.0,,,69-78,,Shooting foul by A. Len (drawn by G. Hayward)
2:57.0,,,69-78,,Utah full timeout
2:57.0,,,69-79,1,G. Hayward makes free throw 1 of 2
2:57.0,,,69-80,1,G. Hayward makes free throw 2 of 2
2:40.0,E. Bledsoe misses 3-pt shot from 24 ft,,69-80,,
2:39.0,,,69-80,,Defensive rebound by R. Gobert
2:23.0,,,69-83,3,G. Hayward makes 3-pt shot from 24 ft (assist by J. Ingles)
2:09.0,,,69-83,,Personal foul by D. Exum (drawn by I. Thomas)
2:09.0,G. Green enters the game for G. Dragic,,69-83,,
2:05.0,Shooting foul by D. Exum (drawn by I. Thomas),,69-83,,
2:05.0,I. Thomas makes free throw 1 of 2,1,70-83,,
2:05.0,I. Thomas makes free throw 2 of 2,1,71-83,,
1:58.0,,,71-83,,Shooting foul by A. Len (drawn by D. Exum)
1:58.0,,,71-83,,D. Exum misses free throw 1 of 2
1:58.0,,,71-83,,Offensive rebound by Team
1:58.0,,,71-84,1,D. Exum makes free throw 2 of 2
1:39.0,A. Len makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,73-84,,
1:23.0,,,73-84,,G. Hayward misses 2-pt shot from 15 ft
1:22.0,,,73-84,,Offensive rebound by R. Gobert
1:22.0,,,73-84,,Shooting foul by A. Len (drawn by R. Gobert)
1:22.0,,,73-85,1,R. Gobert makes free throw 1 of 2
1:22.0,,,73-86,1,R. Gobert makes free throw 2 of 2
1:07.0,E. Bledsoe makes 2-pt shot from 3 ft,2,75-86,,
0:48.0,,,75-86,,J. Ingles misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by I. Thomas,,75-86,,
0:42.0,G. Green misses 3-pt shot from 25 ft,,75-86,,
0:40.0,,,75-86,,Defensive rebound by R. Hood
0:34.0,,,75-88,2,R. Hood makes 2-pt shot from 5 ft
0:34.0,,,75-88,,Shooting foul by A. Len (drawn by R. Hood)
0:34.0,,,75-89,1,R. Hood makes free throw 1 of 1
0:12.0,E. Bledsoe misses 2-pt shot from 14 ft,,75-89,,
0:11.0,,,75-89,,Defensive rebound by G. Hayward
0:02.0,,,75-89,,G. Hayward misses 2-pt shot from 3 ft (block by A. Len)
0:01.0,Defensive rebound by A. Len,,75-89,,
0:00.0,G. Green misses 3-pt shot from 48 ft,,75-89,,
0:00.0,Offensive rebound by Team,,75-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,G. Green misses 2-pt shot from 17 ft,,75-89,,
11:38.0,,,75-89,,Defensive rebound by A. Burks
11:24.0,,,75-89,,Shooting foul by E. Bledsoe (drawn by R. Gobert)
11:24.0,,,75-90,1,R. Gobert makes free throw 1 of 2
11:24.0,G. Dragic enters the game for E. Bledsoe,,75-90,,
11:24.0,,,75-91,1,R. Gobert makes free throw 2 of 2
11:04.0,I. Thomas makes 2-pt shot from 6 ft,2,77-91,,
10:43.0,Personal foul by I. Thomas (drawn by D. Exum),,77-91,,
10:33.0,,,77-91,,Turnover by D. Exum (bad pass; steal by M. Morris)
10:30.0,,,77-91,,Personal foul by D. Exum (drawn by I. Thomas)
10:17.0,I. Thomas misses 2-pt shot from 20 ft,,77-91,,
10:15.0,Offensive rebound by M. Morris,,77-91,,
10:11.0,I. Thomas misses 2-pt shot from 8 ft,,77-91,,
10:10.0,,,77-91,,Defensive rebound by R. Gobert
9:50.0,,,77-91,,A. Burks misses 3-pt shot from 24 ft
9:49.0,Defensive rebound by G. Dragic,,77-91,,
9:42.0,G. Dragic makes 2-pt shot from 1 ft,2,79-91,,
9:36.0,,,79-94,3,D. Exum makes 3-pt shot from 23 ft (assist by A. Burks)
9:19.0,,,79-94,,Personal foul by E. Kanter (drawn by M. Morris)
9:19.0,,,79-94,,T. Booker enters the game for E. Kanter
9:14.0,Turnover by G. Dragic (bad pass; steal by D. Exum),,79-94,,
9:10.0,,,79-94,,D. Exum misses flagrant free throw 1 of 2
9:10.0,,,79-94,,Offensive rebound by Team
9:10.0,,,79-94,,D. Exum misses flagrant free throw 2 of 2
9:10.0,,,79-94,,Offensive rebound by Team
9:02.0,,,79-94,,T. Booker misses 3-pt shot from 24 ft
9:02.0,Defensive rebound by Team,,79-94,,
8:45.0,M. Morris misses 2-pt shot from 14 ft,,79-94,,
8:43.0,,,79-94,,Defensive rebound by A. Burks
8:35.0,,,79-94,,J. Ingles misses 3-pt shot from 24 ft
8:33.0,,,79-94,,Offensive rebound by T. Booker
8:33.0,,,79-96,2,T. Booker makes 2-pt shot from 2 ft
8:25.0,G. Dragic misses 2-pt shot from 1 ft,,79-96,,
8:23.0,,,79-96,,Defensive rebound by T. Booker
8:17.0,,,79-96,,Turnover by T. Booker (bad pass; steal by G. Green)
8:12.0,G. Dragic makes 2-pt shot from 1 ft,2,81-96,,
8:03.0,,,81-98,2,R. Gobert makes 2-pt shot at rim (assist by A. Burks)
7:47.0,G. Dragic misses 3-pt shot from 24 ft,,81-98,,
7:45.0,Offensive rebound by S. Randolph,,81-98,,
7:45.0,S. Randolph misses 2-pt shot at rim,,81-98,,
7:39.0,,,81-98,,Defensive rebound by J. Ingles
7:21.0,,,81-98,,D. Exum misses 3-pt shot from 25 ft
7:16.0,,,81-98,,Offensive rebound by R. Gobert
7:16.0,Personal foul by G. Dragic (drawn by A. Burks),,81-98,,
7:16.0,Official timeout,,81-98,,
7:16.0,E. Bledsoe enters the game for G. Dragic,,81-98,,
7:16.0,G. Dragic enters the game for G. Green,,81-98,,
7:16.0,M. Morris enters the game for S. Randolph,,81-98,,
7:16.0,,,81-98,,T. Burke enters the game for D. Exum
7:16.0,,,81-98,,D. Favors enters the game for R. Gobert
7:16.0,,,81-98,,G. Hayward enters the game for J. Ingles
6:57.0,,,81-100,2,T. Booker makes 2-pt shot at rim
6:41.0,M. Morris misses 3-pt shot from 25 ft,,81-100,,
6:40.0,,,81-100,,Defensive rebound by T. Booker
6:18.0,,,81-102,2,T. Burke makes 2-pt shot from 18 ft
6:06.0,I. Thomas misses 2-pt shot from 5 ft,,81-102,,
6:05.0,,,81-102,,Defensive rebound by D. Favors
6:02.0,,,81-104,2,G. Hayward makes 2-pt shot from 2 ft (assist by D. Favors)
6:02.0,,,81-104,,Shooting foul by M. Morris (drawn by G. Hayward)
6:02.0,A. Goodwin enters the game for G. Dragic,,81-104,,
6:02.0,A. Tolliver enters the game for M. Morris,,81-104,,
6:02.0,,,81-105,1,G. Hayward makes free throw 1 of 1
5:51.0,M. Morris misses 3-pt shot from 24 ft,,81-105,,
5:50.0,,,81-105,,Defensive rebound by A. Burks
5:33.0,,,81-105,,Turnover by T. Burke (lost ball; steal by E. Bledsoe)
5:24.0,A. Tolliver makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,84-105,,
5:19.0,,,84-105,,Utah full timeout
5:19.0,G. Green enters the game for M. Morris,,84-105,,
5:19.0,M. Plumlee enters the game for E. Bledsoe,,84-105,,
5:19.0,T. Ennis enters the game for I. Thomas,,84-105,,
5:05.0,,,84-107,2,D. Favors makes 2-pt shot from 2 ft (assist by G. Hayward)
4:55.0,Turnover by T. Ennis (bad pass; steal by T. Booker),,84-107,,
4:51.0,,,84-109,2,T. Booker makes 2-pt shot at rim
4:30.0,T. Ennis misses 2-pt shot from 13 ft,,84-109,,
4:29.0,,,84-109,,Defensive rebound by T. Booker
4:05.0,,,84-111,2,D. Favors makes 2-pt shot from 2 ft
