time,Boston,pts.away,score,pts.home,New York
3:25.0,L. Datome enters the game for B. Bass,,11-16,,
3:19.0,,,11-16,,Turnover by Team (shot clock)
3:10.0,Shooting foul by L. Amundson (drawn by I. Thomas),,11-16,,
3:10.0,I. Thomas makes free throw 1 of 2,1,12-16,,
3:10.0,,,12-16,,J. Smith enters the game for L. Amundson
3:10.0,I. Thomas makes free throw 2 of 2,1,13-16,,
2:46.0,,,13-18,2,R. Ledo makes 2-pt shot from 1 ft (assist by A. Bargnani)
2:34.0,I. Thomas misses 3-pt shot from 24 ft,,13-18,,
2:32.0,,,13-18,,Defensive rebound by R. Ledo
2:21.0,,,13-18,,A. Bargnani misses 2-pt shot from 6 ft
2:20.0,Defensive rebound by L. Datome,,13-18,,
2:12.0,J. Crowder makes 2-pt shot from 1 ft (assist by I. Thomas),2,15-18,,
2:10.0,,,15-18,,New York full timeout
1:55.0,,,15-20,2,A. Bargnani makes 2-pt shot from 5 ft
1:33.0,I. Thomas misses 2-pt shot from 18 ft,,15-20,,
1:31.0,Offensive rebound by K. Olynyk,,15-20,,
1:30.0,K. Olynyk makes 2-pt shot from 1 ft,2,17-20,,
1:11.0,,,17-20,,A. Bargnani misses 2-pt shot from 17 ft
1:09.0,Defensive rebound by A. Bradley,,17-20,,
0:59.0,I. Thomas makes 3-pt shot from 24 ft (assist by A. Bradley),3,20-20,,
0:59.0,Shooting foul by S. Larkin (drawn by I. Thomas),,20-20,,
0:59.0,,,20-20,,Q. Acy enters the game for A. Bargnani
0:59.0,I. Thomas makes free throw 1 of 1,1,21-20,,
0:42.0,,,21-20,,S. Larkin misses 2-pt shot from 3 ft
0:40.0,Defensive rebound by L. Datome,,21-20,,
0:32.0,Offensive foul by K. Olynyk,,21-20,,
0:32.0,Turnover by K. Olynyk (offensive foul),,21-20,,
0:21.0,,,21-22,2,J. Smith makes 2-pt shot from 15 ft (assist by S. Larkin)
0:00.0,A. Bradley misses 3-pt shot from 24 ft,,21-22,,
0:00.0,Offensive rebound by Team,,21-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,I. Thomas misses 3-pt shot from 24 ft,,21-22,,
11:45.0,,,21-22,,Defensive rebound by Q. Acy
11:35.0,,,21-22,,Turnover by R. Ledo (traveling)
11:22.0,,,21-22,,Personal foul by J. Smith (drawn by I. Thomas)
11:15.0,L. Datome misses 2-pt shot from 21 ft,,21-22,,
11:13.0,,,21-22,,Defensive rebound by J. Smith
11:02.0,,,21-24,2,J. Smith makes 2-pt shot from 4 ft (assist by L. Galloway)
10:46.0,Shooting foul by J. Smith (drawn by J. Crowder),,21-24,,
10:46.0,J. Crowder makes free throw 1 of 2,1,22-24,,
10:46.0,M. Smart enters the game for L. Datome,,22-24,,
10:46.0,J. Crowder makes free throw 2 of 2,1,23-24,,
10:32.0,,,23-24,,R. Ledo misses 2-pt shot from 3 ft (block by K. Olynyk)
10:30.0,,,23-24,,Offensive rebound by R. Ledo
10:27.0,,,23-24,,R. Ledo misses 2-pt shot from 3 ft
10:25.0,Defensive rebound by J. Crowder,,23-24,,
10:13.0,K. Olynyk misses 2-pt shot from 1 ft,,23-24,,
10:12.0,,,23-24,,Defensive rebound by J. Smith
9:55.0,,,23-24,,Q. Acy misses 3-pt shot from 23 ft
9:53.0,Defensive rebound by J. Jerebko,,23-24,,
9:43.0,J. Jerebko makes 3-pt shot from 25 ft (assist by I. Thomas),3,26-24,,
9:30.0,Personal foul by K. Olynyk (drawn by Q. Acy),,26-24,,
9:18.0,,,26-24,,J. Smith misses 2-pt shot from 7 ft
9:17.0,Defensive rebound by J. Crowder,,26-24,,
9:13.0,Turnover by J. Crowder (lost ball; steal by L. Galloway),,26-24,,
9:08.0,,,26-24,,L. Galloway misses 2-pt shot from 6 ft
9:07.0,Defensive rebound by Team,,26-24,,
8:54.0,,,26-24,,Personal foul by L. Galloway (drawn by I. Thomas)
8:54.0,Official timeout,,26-24,,
8:54.0,E. Turner enters the game for J. Crowder,,26-24,,
8:54.0,,,26-24,,A. Bargnani enters the game for L. Galloway
8:54.0,,,26-24,,S. Larkin enters the game for J. Smith
8:48.0,J. Jerebko makes 2-pt shot from 1 ft (assist by K. Olynyk),2,28-24,,
8:29.0,,,28-24,,A. Bargnani misses 2-pt shot from 4 ft
8:28.0,,,28-24,,Offensive rebound by Team
8:28.0,Loose ball foul by K. Olynyk (drawn by Q. Acy),,28-24,,
8:28.0,B. Bass enters the game for K. Olynyk,,28-24,,
8:15.0,,,28-26,2,Q. Acy makes 2-pt shot from 6 ft
7:53.0,I. Thomas misses 3-pt shot from 24 ft,,28-26,,
7:52.0,,,28-26,,Defensive rebound by Team
7:52.0,Loose ball foul by B. Bass (drawn by R. Ledo),,28-26,,
7:30.0,,,28-26,,C. Early misses 3-pt shot from 25 ft
7:28.0,Defensive rebound by B. Bass,,28-26,,
7:19.0,E. Turner makes 2-pt shot from 9 ft (assist by I. Thomas),2,30-26,,
7:19.0,Shooting foul by S. Larkin (drawn by E. Turner),,30-26,,
7:19.0,J. Crowder enters the game for I. Thomas,,30-26,,
7:19.0,E. Turner makes free throw 1 of 1,1,31-26,,
7:06.0,,,31-26,,C. Early misses 2-pt shot from 5 ft
7:04.0,Defensive rebound by J. Crowder,,31-26,,
6:54.0,J. Jerebko misses 3-pt shot from 24 ft,,31-26,,
6:52.0,,,31-26,,Defensive rebound by R. Ledo
6:39.0,,,31-26,,Turnover by R. Ledo (bad pass; steal by M. Smart)
6:28.0,E. Turner misses 2-pt shot from 6 ft,,31-26,,
6:27.0,,,31-26,,Defensive rebound by Team
6:14.0,,,31-26,,S. Larkin misses 2-pt shot from 15 ft
6:13.0,Defensive rebound by J. Jerebko,,31-26,,
5:57.0,Shooting foul by C. Early (drawn by B. Bass),,31-26,,
5:57.0,,,31-26,,New York full timeout
5:57.0,,,31-26,,L. Amundson enters the game for C. Early
5:57.0,,,31-26,,L. Thomas enters the game for Q. Acy
5:57.0,B. Bass makes free throw 1 of 2,1,32-26,,
5:57.0,B. Bass makes free throw 2 of 2,1,33-26,,
5:39.0,,,33-26,,Turnover by A. Bargnani (bad pass; steal by J. Jerebko)
5:35.0,B. Bass misses 2-pt shot from 2 ft,,33-26,,
5:33.0,Offensive rebound by B. Bass,,33-26,,
5:30.0,J. Crowder misses 3-pt shot from 23 ft,,33-26,,
5:28.0,,,33-26,,Defensive rebound by L. Amundson
5:24.0,Personal foul by J. Crowder (drawn by R. Ledo),,33-26,,
5:16.0,,,33-28,2,R. Ledo makes 2-pt shot from 2 ft (assist by A. Bargnani)
5:03.0,M. Smart misses 2-pt shot from 13 ft,,33-28,,
5:01.0,Offensive rebound by M. Smart,,33-28,,
4:54.0,J. Crowder makes 2-pt shot from 14 ft,2,35-28,,
4:38.0,,,35-28,,R. Ledo misses 3-pt shot from 26 ft
4:36.0,Defensive rebound by J. Crowder,,35-28,,
4:31.0,Shooting foul by L. Amundson (drawn by B. Bass),,35-28,,
4:31.0,B. Bass makes free throw 1 of 2,1,36-28,,
4:31.0,A. Bradley enters the game for J. Jerebko,,36-28,,
4:31.0,B. Bass makes free throw 2 of 2,1,37-28,,
4:17.0,,,37-28,,L. Galloway enters the game for R. Ledo
4:17.0,,,37-28,,C. Early enters the game for L. Amundson
4:14.0,,,37-28,,L. Galloway misses 2-pt shot from 18 ft
4:12.0,Defensive rebound by B. Bass,,37-28,,
4:07.0,Turnover by B. Bass (step out of bounds),,37-28,,
3:51.0,,,37-30,2,C. Early makes 2-pt shot at rim (assist by A. Bargnani)
3:30.0,J. Crowder makes 2-pt shot from 2 ft (assist by E. Turner),2,39-30,,
3:13.0,,,39-30,,S. Larkin misses 2-pt shot from 3 ft
3:11.0,Defensive rebound by E. Turner,,39-30,,
3:07.0,A. Bradley makes 2-pt shot from 1 ft (assist by E. Turner),2,41-30,,
2:56.0,,,41-30,,New York full timeout
2:56.0,Boston full timeout,,41-30,,
2:48.0,Personal foul by A. Bradley (drawn by L. Galloway),,41-30,,
2:48.0,,,41-31,1,L. Galloway makes free throw 1 of 2
2:48.0,,,41-32,1,L. Galloway makes free throw 2 of 2
2:36.0,A. Bradley makes 2-pt shot from 17 ft (assist by B. Bass),2,43-32,,
2:16.0,,,43-32,,C. Early misses 3-pt shot from 23 ft
2:15.0,,,43-32,,Offensive rebound by Team
2:04.0,,,43-34,2,C. Early makes 2-pt shot from 1 ft (assist by S. Larkin)
1:50.0,A. Bradley misses 2-pt shot from 17 ft,,43-34,,
1:49.0,,,43-34,,Defensive rebound by C. Early
1:37.0,,,43-34,,Turnover by C. Early (bad pass; steal by J. Crowder)
1:32.0,B. Bass makes 2-pt shot from 1 ft,2,45-34,,
1:06.0,,,45-36,2,A. Bargnani makes 2-pt shot from 8 ft (assist by L. Thomas)
0:49.0,E. Turner makes 2-pt shot from 6 ft (assist by A. Bradley),2,47-36,,
0:27.0,,,47-39,3,A. Bargnani makes 3-pt shot from 26 ft (assist by L. Galloway)
0:24.0,Boston full timeout,,47-39,,
0:24.0,J. Jerebko enters the game for B. Bass,,47-39,,
0:24.0,I. Thomas enters the game for M. Smart,,47-39,,
0:24.0,,,47-39,,R. Ledo enters the game for A. Bargnani
0:24.0,,,47-39,,Q. Acy enters the game for S. Larkin
0:06.0,J. Jerebko misses 3-pt shot from 24 ft,,47-39,,
0:04.0,,,47-39,,Defensive rebound by L. Thomas
0:01.0,,,47-39,,C. Early misses 3-pt shot from 40 ft
0:00.0,,,47-39,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,T. Zeller misses 2-pt shot from 6 ft,,47-39,,
11:44.0,,,47-39,,Defensive rebound by S. Larkin
11:37.0,,,47-39,,L. Thomas misses 2-pt shot from 4 ft
11:35.0,Defensive rebound by E. Turner,,47-39,,
11:24.0,B. Bass makes 2-pt shot from 11 ft (assist by E. Turner),2,49-39,,
10:56.0,,,49-39,,L. Amundson misses 2-pt shot from 10 ft
10:55.0,Defensive rebound by E. Turner,,49-39,,
10:47.0,Turnover by E. Turner (lost ball; steal by L. Amundson),,49-39,,
10:41.0,,,49-39,,L. Galloway misses 2-pt shot from 1 ft
10:40.0,,,49-39,,Offensive rebound by A. Bargnani
10:39.0,,,49-41,2,A. Bargnani makes 2-pt shot from 2 ft
10:24.0,Turnover by E. Turner (bad pass; steal by S. Larkin),,49-41,,
10:20.0,J. Crowder enters the game for E. Turner,,49-41,,
10:06.0,,,49-41,,S. Larkin misses 2-pt shot from 4 ft
10:04.0,,,49-41,,Offensive rebound by L. Amundson
10:04.0,,,49-41,,L. Amundson misses 2-pt shot from 2 ft
10:03.0,,,49-41,,Offensive rebound by A. Bargnani
10:03.0,,,49-43,2,A. Bargnani makes 2-pt shot from 1 ft
9:49.0,A. Bradley makes 2-pt shot from 17 ft,2,51-43,,
9:35.0,,,51-43,,Shooting foul by A. Bradley (drawn by L. Galloway)
9:35.0,,,51-44,1,L. Galloway makes free throw 1 of 2
9:35.0,,,51-45,1,L. Galloway makes free throw 2 of 2
9:23.0,Turnover by T. Zeller (bad pass; steal by L. Thomas),,51-45,,
9:06.0,,,51-45,,A. Bargnani misses 3-pt shot from 25 ft
9:04.0,Defensive rebound by J. Crowder,,51-45,,
8:53.0,J. Crowder misses 2-pt shot from 1 ft (block by A. Bargnani),,51-45,,
8:51.0,Offensive rebound by A. Bradley,,51-45,,
8:46.0,J. Crowder misses 3-pt shot from 23 ft,,51-45,,
8:45.0,Offensive rebound by B. Bass,,51-45,,
8:44.0,Shooting foul by L. Galloway (drawn by B. Bass),,51-45,,
8:44.0,B. Bass misses free throw 1 of 2,,51-45,,
8:44.0,Offensive rebound by Team,,51-45,,
8:44.0,,,51-45,,R. Ledo enters the game for L. Galloway
8:44.0,B. Bass misses free throw 2 of 2,,51-45,,
8:43.0,,,51-45,,Defensive rebound by L. Amundson
8:30.0,,,51-48,3,R. Ledo makes 3-pt shot from 25 ft (assist by S. Larkin)
8:15.0,J. Crowder misses 2-pt shot from 16 ft,,51-48,,
8:13.0,,,51-48,,Defensive rebound by A. Bargnani
7:55.0,,,51-50,2,L. Thomas makes 2-pt shot from 14 ft
7:37.0,Turnover by B. Bass (bad pass),,51-50,,
7:14.0,E. Turner enters the game for M. Smart,,51-50,,
7:14.0,I. Thomas enters the game for T. Zeller,,51-50,,
7:13.0,,,51-50,,Turnover by Team (shot clock)
7:01.0,Shooting foul by L. Thomas (drawn by J. Crowder),,51-50,,
7:01.0,J. Crowder makes free throw 1 of 2,1,52-50,,
7:01.0,J. Crowder makes free throw 2 of 2,1,53-50,,
6:47.0,Personal foul by B. Bass (drawn by A. Bargnani),,53-50,,
6:39.0,,,53-50,,L. Thomas misses 3-pt shot from 23 ft
6:37.0,,,53-50,,Offensive rebound by L. Amundson
6:25.0,,,53-50,,L. Thomas misses 2-pt shot from 15 ft
6:23.0,Defensive rebound by J. Crowder,,53-50,,
6:13.0,Turnover by I. Thomas (traveling),,53-50,,
5:54.0,,,53-50,,L. Amundson misses 2-pt shot from 4 ft
5:53.0,,,53-50,,Offensive rebound by Team
5:53.0,Loose ball foul by E. Turner (drawn by R. Ledo),,53-50,,
5:53.0,,,53-50,,New York full timeout
5:41.0,,,53-52,2,S. Larkin makes 2-pt shot from 1 ft
5:23.0,J. Crowder makes 2-pt shot from 15 ft (assist by I. Thomas),2,55-52,,
5:02.0,,,55-52,,Turnover by L. Amundson (lost ball)
4:56.0,Shooting foul by R. Ledo (drawn by I. Thomas),,55-52,,
4:56.0,I. Thomas makes free throw 1 of 2,1,56-52,,
4:56.0,,,56-52,,C. Early enters the game for L. Amundson
4:56.0,I. Thomas makes free throw 2 of 2,1,57-52,,
4:38.0,,,57-54,2,A. Bargnani makes 2-pt shot from 20 ft (assist by S. Larkin)
4:22.0,J. Crowder makes 2-pt shot from 17 ft (assist by I. Thomas),2,59-54,,
4:10.0,,,59-54,,Offensive foul by R. Ledo
4:10.0,,,59-54,,Turnover by R. Ledo (offensive foul)
3:58.0,J. Crowder misses 2-pt shot from 15 ft,,59-54,,
3:56.0,Offensive rebound by B. Bass,,59-54,,
3:55.0,Shooting foul by A. Bargnani (drawn by B. Bass),,59-54,,
3:55.0,B. Bass makes free throw 1 of 2,1,60-54,,
3:55.0,B. Bass makes free throw 2 of 2,1,61-54,,
3:42.0,,,61-54,,Shooting foul by J. Crowder (drawn by A. Bargnani)
3:42.0,,,61-55,1,A. Bargnani makes free throw 1 of 2
3:42.0,,,61-55,,A. Bargnani misses free throw 2 of 2
3:41.0,Defensive rebound by J. Crowder,,61-55,,
3:26.0,A. Bradley misses 2-pt shot from 19 ft,,61-55,,
3:24.0,,,61-55,,Defensive rebound by L. Thomas
3:05.0,,,61-58,3,A. Bargnani makes 3-pt shot from 24 ft (assist by R. Ledo)
2:51.0,I. Thomas misses 2-pt shot from 2 ft (block by A. Bargnani),,61-58,,
2:49.0,Offensive rebound by I. Thomas,,61-58,,
2:46.0,Shooting foul by S. Larkin (drawn by I. Thomas),,61-58,,
2:46.0,Boston full timeout,,61-58,,
2:46.0,M. Smart enters the game for A. Bradley,,61-58,,
2:46.0,I. Thomas makes free throw 1 of 2,1,62-58,,
2:46.0,I. Thomas makes free throw 2 of 2,1,63-58,,
2:27.0,,,63-58,,R. Ledo misses 2-pt shot from 19 ft
2:25.0,Defensive rebound by J. Crowder,,63-58,,
2:20.0,I. Thomas misses 3-pt shot from 25 ft,,63-58,,
2:18.0,,,63-58,,Defensive rebound by C. Early
2:11.0,,,63-60,2,S. Larkin makes 2-pt shot from 12 ft
1:47.0,J. Crowder misses 2-pt shot from 17 ft,,63-60,,
1:45.0,,,63-60,,Defensive rebound by A. Bargnani
1:36.0,,,63-60,,S. Larkin misses 2-pt shot from 17 ft
1:34.0,Defensive rebound by E. Turner,,63-60,,
1:25.0,B. Bass makes 2-pt shot at rim (assist by E. Turner),2,65-60,,
1:09.0,,,65-60,,C. Early misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by B. Bass,,65-60,,
1:03.0,I. Thomas makes 2-pt shot from 8 ft,2,67-60,,
0:44.0,,,67-60,,Offensive foul by L. Thomas
0:44.0,,,67-60,,Turnover by L. Thomas (offensive foul)
0:44.0,,,67-60,,L. Galloway enters the game for A. Bargnani
0:44.0,,,67-60,,J. Smith enters the game for S. Larkin
0:44.0,J. Jerebko enters the game for J. Crowder,,67-60,,
0:36.0,I. Thomas makes 3-pt shot from 24 ft (assist by J. Jerebko),3,70-60,,
0:14.0,,,70-60,,L. Thomas misses 2-pt shot from 18 ft
0:13.0,,,70-60,,Offensive rebound by C. Early
0:00.0,,,70-63,3,J. Smith makes 3-pt shot from 22 ft (assist by C. Early)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,70-63,,C. Early misses 2-pt shot from 2 ft
11:38.0,Defensive rebound by K. Olynyk,,70-63,,
11:28.0,I. Thomas misses 2-pt shot from 15 ft,,70-63,,
11:27.0,Offensive rebound by Team,,70-63,,
11:27.0,,,70-63,,Loose ball foul by S. Larkin (drawn by K. Olynyk)
11:12.0,M. Smart makes 2-pt shot from 2 ft (assist by E. Turner),2,72-63,,
10:49.0,,,72-63,,J. Smith misses 2-pt shot from 5 ft
10:48.0,Defensive rebound by E. Turner,,72-63,,
10:42.0,E. Turner misses 2-pt shot from 7 ft,,72-63,,
10:40.0,,,72-63,,Defensive rebound by J. Smith
10:23.0,,,72-66,3,L. Galloway makes 3-pt shot from 26 ft (assist by J. Smith)
10:10.0,K. Olynyk misses 3-pt shot from 26 ft,,72-66,,
10:09.0,,,72-66,,Defensive rebound by L. Galloway
10:05.0,,,72-66,,Shooting foul by K. Olynyk (drawn by C. Early)
10:05.0,,,72-67,1,C. Early makes free throw 1 of 2
10:05.0,,,72-67,,Turnover by J. Smith (lane violation.)
9:44.0,I. Thomas makes 2-pt shot from 4 ft,2,74-67,,
9:31.0,,,74-67,,L. Galloway misses 3-pt shot from 24 ft
9:29.0,,,74-67,,Offensive rebound by Q. Acy
9:26.0,,,74-67,,S. Larkin misses 3-pt shot from 26 ft
9:25.0,Defensive rebound by Team,,74-67,,
9:12.0,Turnover by J. Jerebko (bad pass; steal by C. Early),,74-67,,
9:07.0,,,74-69,2,Q. Acy makes 2-pt shot at rim (assist by S. Larkin)
8:51.0,I. Thomas misses 3-pt shot from 25 ft,,74-69,,
8:50.0,Offensive rebound by Team,,74-69,,
8:50.0,,,74-69,,Loose ball foul by C. Early (drawn by K. Olynyk)
8:50.0,Official timeout,,74-69,,
8:45.0,J. Jerebko misses 2-pt shot from 3 ft,,74-69,,
8:43.0,Offensive rebound by K. Olynyk,,74-69,,
8:42.0,K. Olynyk makes 2-pt shot at rim,2,76-69,,
8:28.0,,,76-71,2,L. Galloway makes 2-pt shot from 1 ft
8:20.0,Shooting foul by Q. Acy (drawn by E. Turner),,76-71,,
8:20.0,E. Turner misses free throw 1 of 2,,76-71,,
8:20.0,Offensive rebound by Team,,76-71,,
8:20.0,A. Bradley enters the game for I. Thomas,,76-71,,
8:20.0,E. Turner makes free throw 2 of 2,1,77-71,,
8:06.0,,,77-71,,Turnover by S. Larkin (bad pass; steal by A. Bradley)
8:01.0,K. Olynyk misses 3-pt shot from 24 ft,,77-71,,
8:00.0,Offensive rebound by Team,,77-71,,
8:00.0,,,77-71,,Loose ball foul by C. Early (drawn by J. Jerebko)
8:00.0,,,77-71,,A. Bargnani enters the game for J. Smith
7:54.0,A. Bradley misses 2-pt shot from 16 ft,,77-71,,
7:52.0,,,77-71,,Defensive rebound by A. Bargnani
7:33.0,,,77-71,,Q. Acy misses 3-pt shot from 22 ft
7:31.0,Defensive rebound by J. Jerebko,,77-71,,
7:21.0,Turnover by J. Jerebko (bad pass),,77-71,,
7:04.0,Personal foul by J. Jerebko (drawn by A. Bargnani),,77-71,,
7:04.0,B. Bass enters the game for J. Jerebko,,77-71,,
6:59.0,,,77-73,2,C. Early makes 2-pt shot from 1 ft (assist by Q. Acy)
6:42.0,,,77-73,,Personal foul by Q. Acy (drawn by K. Olynyk)
6:42.0,,,77-73,,Technical foul by Q. Acy (drawn by K. Olynyk)
6:42.0,A. Bradley makes technical free throw,1,78-73,,
6:42.0,K. Olynyk makes free throw 1 of 2,1,79-73,,
6:42.0,,,79-73,,L. Amundson enters the game for Q. Acy
6:42.0,K. Olynyk makes free throw 2 of 2,1,80-73,,
6:25.0,,,80-75,2,C. Early makes 2-pt shot from 17 ft (assist by L. Amundson)
6:14.0,Shooting foul by L. Amundson (drawn by E. Turner),,80-75,,
6:14.0,E. Turner misses free throw 1 of 2,,80-75,,
6:14.0,Offensive rebound by Team,,80-75,,
6:14.0,E. Turner makes free throw 2 of 2,1,81-75,,
6:00.0,,,81-75,,A. Bargnani misses 2-pt shot from 14 ft
5:58.0,Defensive rebound by M. Smart,,81-75,,
5:54.0,Turnover by K. Olynyk (lost ball; steal by C. Early),,81-75,,
5:43.0,,,81-75,,L. Galloway misses 3-pt shot from 25 ft
5:41.0,Defensive rebound by B. Bass,,81-75,,
5:28.0,E. Turner makes 2-pt shot from 9 ft,2,83-75,,
5:14.0,,,83-75,,C. Early misses 2-pt shot from 7 ft
5:13.0,Defensive rebound by K. Olynyk,,83-75,,
5:12.0,,,83-75,,Personal foul by L. Amundson (drawn by K. Olynyk)
5:12.0,,,83-75,,New York full timeout
5:12.0,,,83-75,,L. Thomas enters the game for C. Early
5:12.0,K. Olynyk misses free throw 1 of 2,,83-75,,
5:12.0,Offensive rebound by Team,,83-75,,
5:12.0,K. Olynyk makes free throw 2 of 2,1,84-75,,
4:49.0,,,84-75,,L. Amundson misses 2-pt shot from 12 ft
4:47.0,Defensive rebound by A. Bradley,,84-75,,
4:35.0,Turnover by E. Turner (bad pass),,84-75,,
4:15.0,,,84-75,,A. Bargnani misses 2-pt shot from 6 ft
4:13.0,Defensive rebound by E. Turner,,84-75,,
4:09.0,E. Turner makes 2-pt shot from 1 ft,2,86-75,,
3:48.0,,,86-77,2,L. Amundson makes 2-pt shot from 3 ft (assist by L. Thomas)
3:31.0,B. Bass misses 3-pt shot from 23 ft,,86-77,,
3:29.0,,,86-77,,Defensive rebound by L. Amundson
3:11.0,J. Crowder enters the game for K. Olynyk,,86-77,,
3:11.0,,,86-77,,New York full timeout
3:11.0,,,86-77,,C. Early enters the game for L. Amundson
3:11.0,,,86-77,,J. Smith enters the game for L. Thomas
3:07.0,,,86-79,2,A. Bargnani makes 2-pt shot from 20 ft (assist by L. Galloway)
2:54.0,Boston full timeout,,86-79,,
2:54.0,,,86-79,,L. Thomas enters the game for J. Smith
2:54.0,I. Thomas enters the game for M. Smart,,86-79,,
2:52.0,Turnover by E. Turner (bad pass; steal by C. Early),,86-79,,
2:32.0,,,86-79,,L. Galloway misses 3-pt shot from 25 ft
2:30.0,Defensive rebound by J. Crowder,,86-79,,
2:12.0,I. Thomas misses 2-pt shot from 1 ft,,86-79,,
2:10.0,,,86-79,,Defensive rebound by L. Galloway
2:00.0,,,86-81,2,A. Bargnani makes 2-pt shot from 4 ft (assist by L. Galloway)
1:47.0,Shooting foul by L. Thomas (drawn by J. Crowder),,86-81,,
1:47.0,J. Crowder makes free throw 1 of 2,1,87-81,,
1:47.0,J. Crowder makes free throw 2 of 2,1,88-81,,
1:27.0,,,88-81,,C. Early misses 3-pt shot from 24 ft
