time,Chicago,pts.away,score,pts.home,New York
6:42.0,,,8-10,2,A. Stoudemire makes 2-pt shot at rim (assist by S. Dalembert)
6:29.0,P. Gasol misses 2-pt shot from 14 ft,,8-10,,
6:28.0,,,8-10,,Defensive rebound by A. Stoudemire
6:13.0,,,8-12,2,S. Dalembert makes 2-pt shot from 18 ft (assist by P. Prigioni)
5:57.0,J. Noah misses 2-pt shot from 1 ft (block by S. Dalembert),,8-12,,
5:56.0,Offensive rebound by Team,,8-12,,
5:56.0,,,8-12,,J. Smith enters the game for S. Larkin
5:42.0,K. Hinrich misses 3-pt shot from 25 ft,,8-12,,
5:41.0,,,8-12,,Defensive rebound by S. Dalembert
5:22.0,,,8-12,,Turnover by C. Anthony (bad pass; steal by D. Rose)
5:20.0,Turnover by D. Rose (bad pass; steal by P. Prigioni),,8-12,,
5:09.0,,,8-12,,Turnover by A. Stoudemire (bad pass)
4:58.0,K. Hinrich misses 3-pt shot from 26 ft,,8-12,,
4:57.0,Offensive rebound by P. Gasol,,8-12,,
4:46.0,P. Gasol misses 2-pt shot at rim (block by S. Dalembert),,8-12,,
4:45.0,Offensive rebound by P. Gasol,,8-12,,
4:41.0,P. Gasol makes 2-pt shot from 3 ft,2,10-12,,
4:41.0,,,10-12,,Shooting block foul by S. Dalembert (drawn by P. Gasol)
4:41.0,A. Brooks enters the game for D. Rose,,10-12,,
4:41.0,T. Gibson enters the game for J. Noah,,10-12,,
4:41.0,,,10-12,,J. Smith enters the game for S. Dalembert
4:41.0,P. Gasol makes free throw 1 of 1,1,11-12,,
4:22.0,,,11-14,2,A. Stoudemire makes 2-pt shot from 19 ft
4:05.0,Turnover by K. Hinrich (bad pass),,11-14,,
3:56.0,Personal foul by A. Brooks (drawn by P. Prigioni),,11-14,,
3:49.0,,,11-14,,Shooting foul by K. Hinrich (drawn by J. Smith)
3:49.0,,,11-15,1,J. Smith makes free throw 1 of 2
3:49.0,,,11-16,1,J. Smith makes free throw 2 of 2
3:38.0,K. Hinrich misses 3-pt shot from 22 ft,,11-16,,
3:37.0,,,11-16,,Defensive rebound by J. Smith
3:14.0,,,11-16,,P. Prigioni misses 3-pt shot from 24 ft
3:12.0,Defensive rebound by Team,,11-16,,
3:12.0,D. McDermott enters the game for K. Hinrich,,11-16,,
2:59.0,Shooting foul by J. Smith (drawn by P. Gasol),,11-16,,
2:59.0,,,11-16,,New York full timeout
2:59.0,,,11-16,,Q. Acy enters the game for A. Stoudemire
2:59.0,P. Gasol makes free throw 1 of 2,1,12-16,,
2:59.0,P. Gasol makes free throw 2 of 2,1,13-16,,
2:35.0,,,13-18,2,J. Smith makes 2-pt shot from 20 ft
2:13.0,Shooting foul by Q. Acy (drawn by T. Gibson),,13-18,,
2:13.0,T. Gibson makes free throw 1 of 2,1,14-18,,
2:13.0,,,14-18,,T. Hardaway enters the game for C. Anthony
2:13.0,T. Gibson misses free throw 2 of 2,,14-18,,
2:12.0,,,14-18,,Defensive rebound by P. Prigioni
1:56.0,,,14-18,,J. Smith misses 2-pt shot from 19 ft
1:55.0,Defensive rebound by T. Gibson,,14-18,,
1:42.0,T. Gibson makes 2-pt shot from 13 ft (assist by M. Dunleavy),2,16-18,,
1:22.0,,,16-20,2,Q. Acy makes 2-pt shot from 18 ft (assist by T. Hardaway)
1:08.0,A. Brooks makes 2-pt shot from 2 ft,2,18-20,,
0:54.0,,,18-20,,T. Hardaway misses 2-pt shot from 19 ft
0:53.0,Defensive rebound by D. McDermott,,18-20,,
0:44.0,A. Brooks makes 3-pt shot from 25 ft (assist by D. McDermott),3,21-20,,
0:32.0,,,21-20,,Q. Acy misses 2-pt shot from 16 ft
0:31.0,Defensive rebound by D. McDermott,,21-20,,
0:18.0,T. Gibson misses 2-pt shot from 2 ft,,21-20,,
0:17.0,Offensive rebound by P. Gasol,,21-20,,
0:16.0,P. Gasol makes 2-pt shot from 2 ft,2,23-20,,
0:16.0,Shooting foul by J. Smith (drawn by P. Gasol),,23-20,,
0:16.0,P. Gasol makes free throw 1 of 1,1,24-20,,
0:03.0,Personal foul by D. McDermott (drawn by J. Smith),,24-20,,
0:00.0,,,24-20,,J. Smith misses 3-pt shot from 25 ft
0:00.0,,,24-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,T. Gibson makes 2-pt shot from 12 ft,2,26-20,,
11:14.0,,,26-22,2,J. Smith makes 2-pt shot from 21 ft
10:55.0,D. McDermott makes 2-pt shot from 2 ft (assist by A. Brooks),2,28-22,,
10:48.0,,,28-22,,T. Hardaway misses 3-pt shot from 22 ft
10:47.0,Defensive rebound by N. Mirotic,,28-22,,
10:39.0,D. McDermott misses 3-pt shot from 27 ft,,28-22,,
10:38.0,,,28-22,,Defensive rebound by Q. Acy
10:29.0,,,28-22,,J. Smith misses 2-pt shot from 19 ft
10:28.0,Defensive rebound by T. Gibson,,28-22,,
10:18.0,A. Brooks makes 2-pt shot from 4 ft,2,30-22,,
10:06.0,,,30-22,,T. Hardaway misses 2-pt shot from 21 ft
10:05.0,,,30-22,,Offensive rebound by Q. Acy
10:03.0,,,30-22,,New York full timeout
9:56.0,,,30-22,,J. Smith misses 2-pt shot from 19 ft
9:55.0,,,30-22,,Offensive rebound by Q. Acy
9:41.0,,,30-24,2,J. Smith makes 2-pt shot at rim (assist by J. Smith)
9:14.0,N. Mirotic makes 3-pt shot from 25 ft (assist by A. Brooks),3,33-24,,
9:05.0,Personal foul by N. Mirotic (drawn by J. Smith),,33-24,,
9:05.0,,,33-24,,S. Larkin enters the game for P. Prigioni
8:52.0,,,33-26,2,J. Smith makes 2-pt shot from 14 ft (assist by J. Smith)
8:35.0,A. Brooks misses 2-pt shot from 6 ft,,33-26,,
8:34.0,Offensive rebound by T. Gibson,,33-26,,
8:33.0,T. Gibson makes 2-pt shot at rim,2,35-26,,
8:10.0,,,35-26,,J. Smith misses 2-pt shot from 16 ft
8:08.0,Defensive rebound by D. McDermott,,35-26,,
7:54.0,A. Brooks makes 2-pt shot at rim,2,37-26,,
7:34.0,,,37-28,2,T. Hardaway makes 2-pt shot from 2 ft
7:14.0,T. Gibson makes 2-pt shot from 1 ft,2,39-28,,
7:01.0,Personal foul by D. McDermott (drawn by J. Smith),,39-28,,
7:01.0,,,39-28,,C. Anthony enters the game for J. Smith
7:01.0,,,39-28,,A. Stoudemire enters the game for J. Smith
7:01.0,D. Rose enters the game for A. Brooks,,39-28,,
7:01.0,M. Dunleavy enters the game for T. Snell,,39-28,,
6:51.0,,,39-28,,S. Larkin misses 3-pt shot from 24 ft
6:50.0,,,39-28,,Offensive rebound by C. Anthony
6:48.0,,,39-30,2,C. Anthony makes 2-pt shot from 8 ft
6:35.0,D. McDermott makes 3-pt shot from 24 ft (assist by D. Rose),3,42-30,,
6:27.0,Personal foul by M. Dunleavy (drawn by C. Anthony),,42-30,,
6:12.0,,,42-32,2,C. Anthony makes 2-pt shot from 1 ft (assist by S. Larkin)
5:50.0,T. Gibson makes 2-pt shot from 9 ft (assist by M. Dunleavy),2,44-32,,
5:33.0,,,44-32,,A. Stoudemire misses 2-pt shot from 4 ft (block by T. Gibson)
5:32.0,Defensive rebound by N. Mirotic,,44-32,,
5:31.0,,,44-32,,Personal foul by Q. Acy (drawn by N. Mirotic)
5:31.0,Official timeout,,44-32,,
5:31.0,J. Noah enters the game for N. Mirotic,,44-32,,
5:31.0,,,44-32,,S. Dalembert enters the game for Q. Acy
5:31.0,,,44-32,,J. Smith enters the game for T. Hardaway
5:15.0,M. Dunleavy misses 3-pt shot from 25 ft,,44-32,,
5:14.0,,,44-32,,Defensive rebound by A. Stoudemire
4:57.0,,,44-32,,Shooting foul by J. Noah (drawn by S. Dalembert)
4:57.0,,,44-33,1,S. Dalembert makes free throw 1 of 2
4:57.0,K. Hinrich enters the game for D. McDermott,,44-33,,
4:57.0,,,44-34,1,S. Dalembert makes free throw 2 of 2
4:51.0,,,44-34,,Personal foul by C. Anthony (drawn by M. Dunleavy)
4:35.0,D. Rose makes 2-pt shot from 2 ft (assist by J. Noah),2,46-34,,
4:24.0,,,46-34,,J. Smith misses 2-pt shot from 21 ft
4:23.0,Defensive rebound by D. Rose,,46-34,,
4:18.0,Shooting foul by S. Larkin (drawn by D. Rose),,46-34,,
4:18.0,D. Rose misses free throw 1 of 2,,46-34,,
4:18.0,Offensive rebound by Team,,46-34,,
4:18.0,,,46-34,,I. Shumpert enters the game for J. Smith
4:18.0,D. Rose makes free throw 2 of 2,1,47-34,,
4:03.0,,,47-34,,S. Dalembert misses 2-pt shot from 2 ft (block by J. Noah)
4:01.0,Defensive rebound by M. Dunleavy,,47-34,,
3:54.0,D. Rose misses 3-pt shot from 23 ft,,47-34,,
3:53.0,,,47-34,,Defensive rebound by A. Stoudemire
3:40.0,,,47-34,,C. Anthony misses 2-pt shot from 17 ft
3:39.0,Defensive rebound by T. Gibson,,47-34,,
3:30.0,T. Gibson makes 2-pt shot from 17 ft (assist by D. Rose),2,49-34,,
3:02.0,,,49-34,,C. Anthony misses 3-pt shot from 23 ft
3:00.0,Defensive rebound by J. Noah,,49-34,,
2:44.0,K. Hinrich misses 3-pt shot from 22 ft,,49-34,,
2:43.0,Offensive rebound by T. Gibson,,49-34,,
2:41.0,T. Gibson misses 2-pt shot from 4 ft (block by S. Dalembert),,49-34,,
2:40.0,,,49-34,,Defensive rebound by A. Stoudemire
2:30.0,,,49-37,3,I. Shumpert makes 3-pt shot from 24 ft (assist by S. Larkin)
2:13.0,D. Rose misses 3-pt shot from 25 ft,,49-37,,
2:12.0,Offensive rebound by J. Noah,,49-37,,
2:11.0,J. Noah misses 2-pt shot from 2 ft,,49-37,,
2:10.0,,,49-37,,Defensive rebound by A. Stoudemire
2:02.0,,,49-39,2,S. Dalembert makes 2-pt shot at rim (assist by C. Anthony)
1:58.0,Shooting foul by A. Stoudemire (drawn by D. Rose),,49-39,,
1:58.0,Chicago full timeout,,49-39,,
1:58.0,P. Gasol enters the game for T. Gibson,,49-39,,
1:58.0,D. Rose makes free throw 1 of 2,1,50-39,,
1:58.0,D. Rose makes free throw 2 of 2,1,51-39,,
1:48.0,,,51-39,,Shooting foul by D. Rose (drawn by S. Larkin)
1:48.0,,,51-40,1,S. Larkin makes free throw 1 of 2
1:48.0,,,51-41,1,S. Larkin makes free throw 2 of 2
1:26.0,M. Dunleavy misses 3-pt shot from 25 ft,,51-41,,
1:25.0,,,51-41,,Defensive rebound by C. Anthony
1:08.0,,,51-41,,I. Shumpert misses 2-pt shot from 18 ft
1:07.0,Defensive rebound by D. Rose,,51-41,,
1:01.0,D. Rose misses 2-pt shot from 1 ft,,51-41,,
1:00.0,,,51-41,,Defensive rebound by S. Larkin
0:44.0,,,51-41,,I. Shumpert misses 2-pt shot from 5 ft
0:43.0,,,51-41,,Offensive rebound by S. Dalembert
0:42.0,,,51-41,,Shooting foul by J. Noah (drawn by C. Anthony)
0:42.0,,,51-42,1,C. Anthony makes free throw 1 of 2
0:42.0,,,51-42,,T. Hardaway enters the game for I. Shumpert
0:42.0,,,51-43,1,C. Anthony makes free throw 2 of 2
0:33.0,P. Gasol misses 2-pt shot from 7 ft (block by A. Stoudemire),,51-43,,
0:32.0,,,51-43,,Defensive rebound by S. Larkin
0:26.0,,,51-43,,Turnover by C. Anthony (lost ball; steal by K. Hinrich)
0:04.0,K. Hinrich misses 2-pt shot from 3 ft,,51-43,,
0:03.0,Offensive rebound by J. Noah,,51-43,,
0:03.0,J. Noah misses 2-pt shot from 2 ft,,51-43,,
0:02.0,Offensive rebound by P. Gasol,,51-43,,
0:00.0,P. Gasol makes 2-pt shot from 10 ft,2,53-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Shooting foul by A. Stoudemire (drawn by J. Noah),,53-43,,
11:47.0,J. Noah misses free throw 1 of 2,,53-43,,
11:47.0,Offensive rebound by Team,,53-43,,
11:47.0,J. Noah makes free throw 2 of 2,1,54-43,,
11:29.0,,,54-45,2,C. Anthony makes 2-pt shot from 16 ft (assist by S. Larkin)
11:11.0,Shooting foul by S. Dalembert (drawn by P. Gasol),,54-45,,
11:11.0,P. Gasol misses free throw 1 of 2,,54-45,,
11:11.0,Offensive rebound by Team,,54-45,,
11:11.0,P. Gasol makes free throw 2 of 2,1,55-45,,
10:51.0,,,55-47,2,S. Larkin makes 2-pt shot from 1 ft (assist by S. Dalembert)
10:46.0,K. Hinrich makes 3-pt shot from 22 ft (assist by D. Rose),3,58-47,,
10:46.0,Shooting foul by S. Larkin (drawn by K. Hinrich),,58-47,,
10:46.0,K. Hinrich makes free throw 1 of 1,1,59-47,,
10:28.0,,,59-47,,S. Larkin misses 2-pt shot from 1 ft
10:27.0,Defensive rebound by P. Gasol,,59-47,,
10:22.0,M. Dunleavy misses 3-pt shot from 23 ft,,59-47,,
10:20.0,,,59-47,,Defensive rebound by Team
9:58.0,,,59-47,,Shooting foul by P. Gasol (drawn by A. Stoudemire)
9:58.0,,,59-48,1,A. Stoudemire makes free throw 1 of 2
9:58.0,,,59-49,1,A. Stoudemire makes free throw 2 of 2
9:48.0,K. Hinrich misses 2-pt shot from 20 ft,,59-49,,
9:46.0,,,59-49,,Defensive rebound by Team
9:27.0,,,59-49,,I. Shumpert misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by M. Dunleavy,,59-49,,
9:15.0,P. Gasol makes 2-pt shot from 18 ft (assist by D. Rose),2,61-49,,
8:50.0,,,61-49,,I. Shumpert misses 2-pt shot from 1 ft
8:49.0,Defensive rebound by P. Gasol,,61-49,,
8:48.0,,,61-49,,Loose ball foul by A. Stoudemire (drawn by P. Gasol)
8:27.0,D. Rose makes 2-pt shot from 14 ft,2,63-49,,
8:26.0,,,63-49,,New York full timeout
8:04.0,,,63-49,,I. Shumpert misses 2-pt shot from 6 ft
8:03.0,Defensive rebound by J. Noah,,63-49,,
7:56.0,Turnover by M. Dunleavy (lost ball; steal by I. Shumpert),,63-49,,
7:40.0,,,63-49,,C. Anthony misses 2-pt shot from 14 ft
7:39.0,,,63-49,,Offensive rebound by C. Anthony
7:32.0,,,63-49,,C. Anthony misses 2-pt shot from 15 ft
7:31.0,,,63-49,,Offensive rebound by A. Stoudemire
7:30.0,,,63-49,,A. Stoudemire misses 2-pt shot from 2 ft
7:29.0,,,63-49,,Offensive rebound by A. Stoudemire
7:28.0,,,63-49,,A. Stoudemire misses 2-pt shot at rim
7:27.0,Defensive rebound by P. Gasol,,63-49,,
7:16.0,D. Rose makes 2-pt shot from 6 ft,2,65-49,,
7:03.0,,,65-49,,Turnover by C. Anthony (bad pass; steal by M. Dunleavy)
6:58.0,M. Dunleavy misses 2-pt shot from 2 ft,,65-49,,
6:57.0,,,65-49,,Defensive rebound by S. Dalembert
6:34.0,,,65-49,,A. Stoudemire misses 2-pt shot from 10 ft
6:33.0,,,65-49,,Offensive rebound by Team
6:33.0,,,65-49,,Turnover by Team (shot clock)
6:33.0,,,65-49,,J. Smith enters the game for I. Shumpert
6:18.0,Turnover by K. Hinrich (bad pass; steal by A. Stoudemire),,65-49,,
6:11.0,,,65-52,3,C. Anthony makes 3-pt shot from 25 ft (assist by J. Smith)
5:50.0,P. Gasol makes 2-pt shot from 3 ft,2,67-52,,
5:33.0,,,67-54,2,A. Stoudemire makes 2-pt shot from 17 ft (assist by C. Anthony)
5:19.0,K. Hinrich makes 3-pt shot from 25 ft (assist by J. Noah),3,70-54,,
4:59.0,Personal block foul by K. Hinrich (drawn by J. Smith),,70-54,,
4:59.0,T. Gibson enters the game for J. Noah,,70-54,,
4:59.0,A. Brooks enters the game for D. Rose,,70-54,,
4:59.0,,,70-54,,C. Aldrich enters the game for S. Dalembert
4:49.0,,,70-54,,C. Anthony misses 3-pt shot from 24 ft
4:48.0,Defensive rebound by A. Brooks,,70-54,,
4:38.0,P. Gasol makes 2-pt shot at rim (assist by T. Gibson),2,72-54,,
4:22.0,,,72-54,,J. Smith misses 2-pt shot from 17 ft
4:21.0,Defensive rebound by A. Brooks,,72-54,,
4:08.0,T. Gibson makes 2-pt shot at rim (assist by A. Brooks),2,74-54,,
4:07.0,,,74-54,,New York full timeout
4:07.0,,,74-54,,P. Prigioni enters the game for A. Stoudemire
4:07.0,,,74-54,,J. Smith enters the game for S. Larkin
3:50.0,,,74-56,2,J. Smith makes 2-pt shot from 17 ft (assist by P. Prigioni)
3:27.0,T. Gibson makes 2-pt shot from 11 ft (assist by A. Brooks),2,76-56,,
3:03.0,,,76-56,,Shooting foul by T. Gibson (drawn by C. Anthony)
3:03.0,,,76-57,1,C. Anthony makes free throw 1 of 2
3:03.0,,,76-57,,C. Anthony misses free throw 2 of 2
3:02.0,Defensive rebound by P. Gasol,,76-57,,
2:47.0,Shooting foul by C. Aldrich (drawn by P. Gasol),,76-57,,
2:47.0,P. Gasol makes free throw 1 of 2,1,77-57,,
2:47.0,P. Gasol makes free throw 2 of 2,1,78-57,,
2:28.0,,,78-57,,C. Anthony misses 2-pt shot from 10 ft
2:26.0,Defensive rebound by K. Hinrich,,78-57,,
2:18.0,K. Hinrich makes 3-pt shot from 25 ft (assist by M. Dunleavy),3,81-57,,
2:03.0,,,81-57,,Shooting foul by A. Brooks (drawn by P. Prigioni)
2:03.0,,,81-58,1,P. Prigioni makes free throw 1 of 2
2:03.0,D. McDermott enters the game for K. Hinrich,,81-58,,
2:03.0,,,81-58,,P. Prigioni misses free throw 2 of 2
2:02.0,Defensive rebound by P. Gasol,,81-58,,
1:46.0,Turnover by P. Gasol (lost ball),,81-58,,
1:35.0,,,81-58,,P. Prigioni misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by M. Dunleavy,,81-58,,
1:26.0,M. Dunleavy misses 3-pt shot from 24 ft,,81-58,,
1:25.0,,,81-58,,Defensive rebound by P. Prigioni
1:16.0,,,81-60,2,J. Smith makes 2-pt shot from 13 ft
0:57.0,D. McDermott misses 3-pt shot from 23 ft,,81-60,,
0:56.0,Offensive rebound by T. Gibson,,81-60,,
0:44.0,P. Gasol makes 2-pt shot from 3 ft,2,83-60,,
0:23.0,,,83-60,,J. Smith misses 2-pt shot from 15 ft
0:22.0,,,83-60,,Offensive rebound by C. Aldrich
0:18.0,,,83-60,,P. Prigioni misses 3-pt shot from 23 ft
0:17.0,Defensive rebound by T. Gibson,,83-60,,
0:16.0,,,83-60,,Personal foul by J. Smith (drawn by T. Gibson)
0:16.0,T. Gibson makes free throw 1 of 2,1,84-60,,
0:16.0,T. Gibson misses free throw 2 of 2,,84-60,,
0:15.0,,,84-60,,Defensive rebound by J. Smith
0:00.0,,,84-60,,J. Smith misses 2-pt shot from 5 ft
0:00.0,,,84-60,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,84-60,,T. Hardaway misses 3-pt shot from 26 ft
11:38.0,,,84-60,,Offensive rebound by C. Aldrich
11:27.0,,,84-60,,Turnover by C. Early (bad pass; steal by T. Gibson)
11:21.0,T. Snell misses 2-pt shot from 2 ft (block by Q. Acy),,84-60,,
11:20.0,Offensive rebound by D. McDermott,,84-60,,
11:18.0,Turnover by D. McDermott (lost ball; steal by P. Prigioni),,84-60,,
11:04.0,,,84-60,,Turnover by C. Aldrich (bad pass; steal by D. McDermott)
11:00.0,,,84-60,,Personal foul by T. Hardaway (drawn by D. McDermott)
10:42.0,P. Gasol misses 2-pt shot from 13 ft,,84-60,,
10:41.0,,,84-60,,Defensive rebound by Q. Acy
10:33.0,Technical foul by Team,,84-60,,
10:33.0,,,84-61,1,P. Prigioni makes technical free throw
10:26.0,,,84-63,2,Q. Acy makes 2-pt shot from 17 ft (assist by P. Prigioni)
10:09.0,T. Gibson makes 2-pt shot from 19 ft (assist by D. McDermott),2,86-63,,
9:56.0,,,86-63,,Turnover by Q. Acy (lost ball)
9:44.0,Turnover by A. Brooks (lost ball; steal by P. Prigioni),,86-63,,
9:40.0,,,86-65,2,P. Prigioni makes 2-pt shot at rim
9:16.0,T. Snell misses 3-pt shot from 25 ft,,86-65,,
9:15.0,,,86-65,,Defensive rebound by C. Aldrich
8:57.0,,,86-65,,T. Hardaway misses 3-pt shot from 24 ft
8:56.0,Defensive rebound by P. Gasol,,86-65,,
8:48.0,Shooting foul by P. Prigioni (drawn by A. Brooks),,86-65,,
8:48.0,,,86-65,,Technical foul by P. Prigioni (drawn by A. Brooks)
8:48.0,Technical foul by A. Brooks,,86-65,,
8:48.0,Official timeout,,86-65,,
8:48.0,,,86-65,,T. Wear enters the game for P. Prigioni
8:48.0,,,86-65,,S. Larkin enters the game for C. Early
8:48.0,N. Mirotic enters the game for P. Gasol,,86-65,,
8:48.0,A. Brooks makes free throw 1 of 2,1,87-65,,
8:48.0,A. Brooks makes free throw 2 of 2,1,88-65,,
8:36.0,,,88-65,,Turnover by T. Wear (bad pass; steal by T. Snell)
8:33.0,,,88-65,,Personal foul by T. Hardaway (drawn by T. Snell)
8:21.0,T. Snell makes 2-pt shot from 1 ft (assist by A. Brooks),2,90-65,,
8:21.0,Shooting foul by C. Aldrich (drawn by T. Snell),,90-65,,
8:21.0,T. Snell makes free throw 1 of 1,1,91-65,,
8:06.0,,,91-65,,Turnover by T. Wear (lost ball; steal by N. Mirotic)
7:59.0,D. McDermott makes 2-pt shot at rim (assist by N. Mirotic),2,93-65,,
7:40.0,,,93-65,,T. Hardaway misses 2-pt shot from 12 ft
7:39.0,Defensive rebound by N. Mirotic,,93-65,,
7:33.0,Turnover by N. Mirotic (traveling),,93-65,,
7:19.0,,,93-65,,T. Wear misses 2-pt shot from 21 ft
7:18.0,Defensive rebound by T. Snell,,93-65,,
7:00.0,T. Gibson makes 2-pt shot from 4 ft (assist by A. Brooks),2,95-65,,
6:32.0,,,95-65,,Q. Acy misses 2-pt shot from 11 ft
6:31.0,Defensive rebound by D. McDermott,,95-65,,
6:27.0,D. McDermott makes 3-pt shot from 22 ft,3,98-65,,
6:26.0,,,98-65,,New York full timeout
6:26.0,,,98-65,,J. Smith enters the game for T. Hardaway
6:15.0,,,98-65,,I. Shumpert enters the game for S. Larkin
6:12.0,,,98-65,,Turnover by Q. Acy (lost ball; steal by A. Brooks)
6:11.0,,,98-65,,Personal foul by Q. Acy (drawn by A. Brooks)
6:11.0,A. Brooks makes free throw 1 of 2,1,99-65,,
6:11.0,A. Brooks makes free throw 2 of 2,1,100-65,,
5:55.0,,,100-65,,Q. Acy misses 2-pt shot from 19 ft
5:54.0,Defensive rebound by N. Mirotic,,100-65,,
5:31.0,N. Mirotic misses 3-pt shot from 25 ft,,100-65,,
5:30.0,,,100-65,,Defensive rebound by I. Shumpert
5:22.0,,,100-65,,J. Smith misses 2-pt shot from 11 ft
5:20.0,Defensive rebound by T. Gibson,,100-65,,
5:09.0,Turnover by T. Snell (lost ball; steal by I. Shumpert),,100-65,,
5:04.0,,,100-67,2,Q. Acy makes 2-pt shot from 1 ft (assist by I. Shumpert)
4:50.0,Shooting foul by Q. Acy (drawn by N. Mirotic),,100-67,,
4:50.0,N. Mirotic makes free throw 1 of 2,1,101-67,,
4:50.0,N. Mirotic makes free throw 2 of 2,1,102-67,,
4:31.0,,,102-69,2,C. Aldrich makes 2-pt shot at rim (assist by Q. Acy)
4:16.0,D. McDermott misses 3-pt shot from 23 ft,,102-69,,
4:15.0,,,102-69,,Defensive rebound by Q. Acy
4:10.0,,,102-69,,T. Wear misses 2-pt shot from 11 ft
4:09.0,,,102-69,,Offensive rebound by C. Aldrich
4:05.0,,,102-69,,C. Aldrich misses 2-pt shot from 3 ft
4:04.0,Defensive rebound by N. Mirotic,,102-69,,
3:46.0,Turnover by N. Mirotic (lost ball; steal by I. Shumpert),,102-69,,
3:39.0,,,102-69,,J. Smith misses 2-pt shot from 19 ft
3:38.0,,,102-69,,Offensive rebound by C. Aldrich
3:32.0,,,102-71,2,I. Shumpert makes 2-pt shot from 1 ft (assist by C. Aldrich)
3:31.0,Chicago full timeout,,102-71,,
3:31.0,C. Bairstow enters the game for T. Gibson,,102-71,,
3:31.0,,,102-71,,C. Early enters the game for J. Smith
3:31.0,,,102-71,,T. Hardaway enters the game for T. Wear
3:20.0,Turnover by C. Bairstow (traveling),,102-71,,
3:10.0,Personal foul by A. Brooks (drawn by T. Hardaway),,102-71,,
3:00.0,,,102-71,,Shooting foul by N. Mirotic (drawn by T. Hardaway)
3:00.0,,,102-72,1,T. Hardaway makes free throw 1 of 2
3:00.0,E. Moore enters the game for A. Brooks,,102-72,,
3:00.0,,,102-73,1,T. Hardaway makes free throw 2 of 2
2:46.0,T. Snell misses 2-pt shot from 17 ft,,102-73,,
2:45.0,,,102-73,,Defensive rebound by C. Aldrich
2:27.0,,,102-73,,T. Hardaway misses 3-pt shot from 28 ft
2:26.0,,,102-73,,Offensive rebound by I. Shumpert
