time,Cleveland,pts.away,score,pts.home,Philadelphia
0:29.0,,,18-19,,Personal foul by R. Covington (drawn by M. Dellavedova)
0:29.0,,,18-19,,K. McDaniels enters the game for R. Covington
0:10.0,S. Marion makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,20-19,,
0:02.0,,,20-19,,T. Wroten misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by S. Marion,,20-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by A. Price (bad pass; steal by J. Grant),,20-19,,
11:24.0,,,20-21,2,K. McDaniels makes 2-pt shot from 9 ft (assist by J. Grant)
11:06.0,J. Jones misses 3-pt shot from 29 ft,,20-21,,
11:04.0,,,20-21,,Defensive rebound by F. Aldemir
10:55.0,,,20-24,3,K. McDaniels makes 3-pt shot from 26 ft (assist by F. Aldemir)
10:35.0,M. Dellavedova misses 2-pt shot from 21 ft,,20-24,,
10:33.0,,,20-24,,Defensive rebound by F. Aldemir
10:26.0,,,20-24,,N. Noel misses 2-pt shot from 8 ft (block by S. Marion)
10:24.0,Defensive rebound by S. Marion,,20-24,,
10:21.0,S. Marion misses 2-pt shot from 2 ft (block by N. Noel),,20-24,,
10:17.0,Offensive rebound by A. Price,,20-24,,
10:04.0,,,20-24,,M. Thomas enters the game for F. Aldemir
10:02.0,Turnover by Team (shot clock),,20-24,,
9:54.0,,,20-24,,Offensive foul by K. McDaniels
9:54.0,,,20-24,,Turnover by K. McDaniels (offensive foul)
9:54.0,J. Harris enters the game for B. Haywood,,20-24,,
9:54.0,K. Love enters the game for A. Price,,20-24,,
9:38.0,J. Jones makes 3-pt shot from 26 ft (assist by J. Harris),3,23-24,,
9:33.0,,,23-24,,Shooting foul by S. Marion (drawn by T. Wroten)
9:33.0,,,23-24,,T. Wroten misses free throw 1 of 2
9:33.0,,,23-24,,Offensive rebound by Team
9:33.0,,,23-25,1,T. Wroten makes free throw 2 of 2
9:18.0,J. Harris makes 3-pt shot from 24 ft (assist by M. Dellavedova),3,26-25,,
8:49.0,,,26-28,3,K. McDaniels makes 3-pt shot from 25 ft (assist by T. Wroten)
8:37.0,,,26-28,,Personal foul by K. McDaniels (drawn by J. Jones)
8:37.0,Official timeout,,26-28,,
8:37.0,,,26-28,,R. Covington enters the game for K. McDaniels
8:28.0,J. Jones makes 3-pt shot from 25 ft (assist by S. Marion),3,29-28,,
8:15.0,,,29-31,3,R. Covington makes 3-pt shot from 23 ft (assist by T. Wroten)
8:05.0,K. Love makes 2-pt shot at rim (assist by J. Jones),2,31-31,,
7:59.0,,,31-33,2,T. Wroten makes 2-pt shot from 2 ft
7:41.0,J. Harris misses 2-pt shot from 1 ft,,31-33,,
7:40.0,Offensive rebound by S. Marion,,31-33,,
7:40.0,S. Marion misses 2-pt shot at rim,,31-33,,
7:40.0,Offensive rebound by K. Love,,31-33,,
7:40.0,Shooting foul by J. Grant (drawn by K. Love),,31-33,,
7:40.0,K. Love makes free throw 1 of 2,1,32-33,,
7:40.0,,,32-33,,M. Carter-Williams enters the game for T. Wroten
7:40.0,T. Thompson enters the game for S. Marion,,32-33,,
7:40.0,K. Love makes free throw 2 of 2,1,33-33,,
7:20.0,,,33-33,,R. Covington misses 2-pt shot from 20 ft
7:19.0,Defensive rebound by K. Love,,33-33,,
7:00.0,Turnover by J. Harris (bad pass; steal by M. Carter-Williams),,33-33,,
6:53.0,M. Miller enters the game for J. Jones,,33-33,,
6:53.0,Jump ball: J. Grant vs. K. Love (T. Thompson gains possession),,,,Jump ball: J. Grant vs. K. Love (T. Thompson gains possession)
6:53.0,,,33-33,,Turnover by J. Grant (lost ball; steal by K. Love)
6:36.0,T. Thompson makes 2-pt shot from 3 ft (assist by M. Miller),2,35-33,,
6:27.0,,,35-33,,Philadelphia full timeout
6:14.0,,,35-33,,N. Noel misses 2-pt shot from 18 ft
6:13.0,Defensive rebound by K. Love,,35-33,,
5:51.0,M. Miller misses 2-pt shot from 16 ft (block by J. Grant),,35-33,,
5:49.0,,,35-33,,Defensive rebound by M. Carter-Williams
5:43.0,,,35-33,,M. Carter-Williams misses 2-pt shot from 19 ft
5:40.0,Defensive rebound by K. Love,,35-33,,
5:31.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,37-33,,
5:15.0,,,37-33,,N. Noel misses 2-pt shot from 4 ft
5:14.0,Defensive rebound by T. Thompson,,37-33,,
5:05.0,K. Love misses 3-pt shot from 24 ft,,37-33,,
5:03.0,,,37-33,,Defensive rebound by R. Covington
4:54.0,,,37-33,,M. Thomas misses 3-pt shot from 26 ft
4:52.0,Defensive rebound by M. Miller,,37-33,,
4:46.0,J. Harris misses 3-pt shot from 25 ft,,37-33,,
4:44.0,Offensive rebound by T. Thompson,,37-33,,
4:44.0,T. Thompson makes 2-pt shot at rim,2,39-33,,
4:26.0,,,39-33,,R. Covington misses 3-pt shot from 25 ft
4:24.0,Defensive rebound by J. Harris,,39-33,,
4:20.0,Turnover by K. Love (traveling),,39-33,,
4:20.0,,,39-33,,H. Sims enters the game for N. Noel
4:20.0,,,39-33,,T. Wroten enters the game for J. Grant
4:20.0,S. Marion enters the game for K. Love,,39-33,,
4:05.0,,,39-33,,Turnover by H. Sims (bad pass)
4:05.0,,,39-33,,F. Aldemir enters the game for M. Thomas
4:05.0,J. Jones enters the game for J. Harris,,39-33,,
3:57.0,,,39-33,,Personal foul by M. Carter-Williams (drawn by M. Dellavedova)
3:49.0,Shooting foul by F. Aldemir (drawn by T. Thompson),,39-33,,
3:49.0,T. Thompson makes free throw 1 of 2,1,40-33,,
3:49.0,T. Thompson misses free throw 2 of 2,,40-33,,
3:46.0,,,40-33,,Defensive rebound by F. Aldemir
3:34.0,,,40-33,,T. Wroten misses 2-pt shot at rim
3:32.0,Defensive rebound by J. Jones,,40-33,,
3:25.0,M. Miller makes 3-pt shot from 26 ft (assist by M. Dellavedova),3,43-33,,
3:05.0,,,43-33,,Turnover by T. Wroten (bad pass; steal by T. Thompson)
2:48.0,S. Marion misses 2-pt shot from 3 ft,,43-33,,
2:45.0,Offensive rebound by T. Thompson,,43-33,,
2:45.0,T. Thompson misses 2-pt shot from 3 ft,,43-33,,
2:39.0,Offensive rebound by T. Thompson,,43-33,,
2:39.0,T. Thompson makes 2-pt shot from 1 ft,2,45-33,,
2:28.0,,,45-33,,H. Sims misses 2-pt shot from 1 ft
2:27.0,,,45-33,,Offensive rebound by F. Aldemir
2:17.0,,,45-33,,Turnover by T. Wroten (lost ball; steal by M. Miller)
2:13.0,Turnover by T. Thompson (bad pass),,45-33,,
2:13.0,Cleveland full timeout,,45-33,,
1:52.0,,,45-35,2,H. Sims makes 2-pt shot from 18 ft (assist by M. Carter-Williams)
1:36.0,T. Thompson makes 2-pt shot from 2 ft,2,47-35,,
1:36.0,Shooting foul by H. Sims (drawn by T. Thompson),,47-35,,
1:36.0,,,47-35,,K. McDaniels enters the game for H. Sims
1:36.0,T. Thompson misses free throw 1 of 1,,47-35,,
1:34.0,,,47-35,,Defensive rebound by R. Covington
1:23.0,,,47-35,,M. Carter-Williams misses 2-pt shot from 4 ft
1:22.0,Defensive rebound by T. Thompson,,47-35,,
1:14.0,M. Miller misses 3-pt shot from 26 ft,,47-35,,
1:12.0,,,47-35,,Defensive rebound by M. Carter-Williams
1:04.0,,,47-35,,T. Wroten misses 2-pt shot from 1 ft
1:03.0,Defensive rebound by T. Thompson,,47-35,,
0:43.0,S. Marion misses 3-pt shot from 24 ft,,47-35,,
0:42.0,,,47-35,,Defensive rebound by F. Aldemir
0:26.0,,,47-37,2,T. Wroten makes 2-pt shot from 1 ft (assist by R. Covington)
0:21.0,Cleveland full timeout,,47-37,,
0:21.0,,,47-37,,J. Sampson enters the game for K. McDaniels
0:21.0,,,47-37,,J. Grant enters the game for F. Aldemir
0:05.0,J. Jones misses 3-pt shot from 26 ft,,47-37,,
0:03.0,Offensive rebound by M. Dellavedova,,47-37,,
0:01.0,M. Miller makes 3-pt shot from 24 ft (assist by M. Dellavedova),3,50-37,,
0:01.0,,,50-37,,T. Wroten misses 3-pt shot from 55 ft
0:00.0,,,50-37,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,T. Thompson misses 2-pt shot from 14 ft,,50-37,,
11:36.0,,,50-37,,Defensive rebound by H. Sims
11:22.0,,,50-37,,N. Noel misses 2-pt shot from 7 ft
11:21.0,Defensive rebound by K. Love,,50-37,,
11:12.0,M. Dellavedova misses 2-pt shot from 10 ft (block by M. Carter-Williams),,50-37,,
11:10.0,Offensive rebound by T. Thompson,,50-37,,
11:10.0,T. Thompson misses 2-pt shot from 4 ft (block by K. McDaniels),,50-37,,
11:09.0,Jump ball: M. Carter-Williams vs. T. Thompson (N. Noel gains possession),,,,Jump ball: M. Carter-Williams vs. T. Thompson (N. Noel gains possession)
11:09.0,,,50-37,,Offensive rebound by Team
10:59.0,,,50-37,,Turnover by N. Noel (lost ball; steal by T. Thompson)
10:55.0,T. Thompson makes 2-pt shot at rim,2,52-37,,
10:28.0,,,52-37,,M. Carter-Williams misses 3-pt shot from 27 ft
10:27.0,Defensive rebound by M. Dellavedova,,52-37,,
10:23.0,K. Love misses 3-pt shot from 23 ft,,52-37,,
10:21.0,,,52-37,,Defensive rebound by N. Noel
10:11.0,,,52-37,,Turnover by H. Sims (bad pass; steal by K. Love)
9:47.0,K. Love misses 2-pt shot from 11 ft,,52-37,,
9:46.0,,,52-37,,Defensive rebound by H. Sims
9:37.0,,,52-37,,K. McDaniels misses 3-pt shot from 23 ft
9:36.0,Defensive rebound by Team,,52-37,,
9:23.0,,,52-37,,Personal foul by R. Covington (drawn by T. Thompson)
9:15.0,Turnover by M. Dellavedova (lost ball),,52-37,,
9:03.0,,,52-37,,M. Carter-Williams misses 2-pt shot from 3 ft
9:02.0,Defensive rebound by K. Love,,52-37,,
8:53.0,K. Love makes 2-pt shot from 7 ft (assist by M. Dellavedova),2,54-37,,
8:53.0,Shooting foul by R. Covington (drawn by K. Love),,54-37,,
8:53.0,K. Love misses free throw 1 of 1,,54-37,,
8:52.0,,,54-37,,Defensive rebound by H. Sims
8:42.0,,,54-39,2,H. Sims makes 2-pt shot from 18 ft (assist by M. Carter-Williams)
8:25.0,Turnover by K. Love (traveling),,54-39,,
8:15.0,,,54-39,,N. Noel misses 2-pt shot from 4 ft
8:14.0,,,54-39,,Offensive rebound by N. Noel
8:12.0,,,54-39,,Shooting foul by K. Love (drawn by N. Noel)
8:12.0,,,54-40,1,N. Noel makes free throw 1 of 2
8:12.0,,,54-41,1,N. Noel makes free throw 2 of 2
8:06.0,T. Thompson makes 2-pt shot at rim (assist by J. Harris),2,56-41,,
7:51.0,,,56-43,2,H. Sims makes 2-pt shot from 18 ft (assist by M. Carter-Williams)
7:30.0,J. Harris makes 3-pt shot from 25 ft (assist by K. Love),3,59-43,,
7:28.0,,,59-43,,Philadelphia full timeout
7:28.0,S. Marion enters the game for M. Miller,,59-43,,
7:28.0,,,59-43,,F. Aldemir enters the game for N. Noel
7:15.0,,,59-45,2,M. Carter-Williams makes 2-pt shot from 19 ft (assist by H. Sims)
6:49.0,M. Dellavedova makes 3-pt shot from 25 ft,3,62-45,,
6:27.0,,,62-45,,M. Carter-Williams misses 3-pt shot from 24 ft
6:26.0,Defensive rebound by S. Marion,,62-45,,
6:13.0,T. Thompson misses 2-pt shot from 7 ft,,62-45,,
6:11.0,Offensive rebound by T. Thompson,,62-45,,
6:08.0,M. Dellavedova misses 3-pt shot from 25 ft,,62-45,,
6:06.0,,,62-45,,Defensive rebound by R. Covington
5:43.0,,,62-45,,Offensive charge foul by K. McDaniels
5:43.0,,,62-45,,Turnover by K. McDaniels (offensive foul)
5:43.0,,,62-45,,T. Wroten enters the game for K. McDaniels
5:43.0,,,62-45,,J. Grant enters the game for H. Sims
5:32.0,Offensive foul by T. Thompson,,62-45,,
5:32.0,Turnover by T. Thompson (offensive foul),,62-45,,
5:18.0,,,62-45,,M. Carter-Williams misses 3-pt shot from 25 ft
5:16.0,,,62-45,,Offensive rebound by M. Carter-Williams
5:09.0,,,62-48,3,R. Covington makes 3-pt shot from 25 ft (assist by T. Wroten)
4:47.0,T. Thompson misses 2-pt shot from 2 ft (block by J. Grant),,62-48,,
4:45.0,,,62-48,,Defensive rebound by F. Aldemir
4:39.0,,,62-48,,T. Wroten misses 2-pt shot at rim
4:38.0,,,62-48,,Offensive rebound by T. Wroten
4:38.0,,,62-48,,Shooting foul by J. Harris (drawn by T. Wroten)
4:38.0,,,62-49,1,T. Wroten makes free throw 1 of 2
4:38.0,J. Jones enters the game for T. Thompson,,62-49,,
4:38.0,,,62-49,,K. McDaniels enters the game for M. Carter-Williams
4:38.0,,,62-50,1,T. Wroten makes free throw 2 of 2
4:24.0,K. Love misses 3-pt shot from 25 ft,,62-50,,
4:21.0,,,62-50,,Defensive rebound by K. McDaniels
4:15.0,,,62-53,3,R. Covington makes 3-pt shot from 25 ft (assist by T. Wroten)
4:13.0,Cleveland full timeout,,62-53,,
4:07.0,,,62-53,,Personal foul by T. Wroten (drawn by M. Dellavedova)
4:06.0,,,62-53,,Personal foul by K. McDaniels (drawn by K. Love)
3:55.0,J. Harris misses 3-pt shot from 22 ft,,62-53,,
3:53.0,,,62-53,,Defensive rebound by F. Aldemir
3:45.0,,,62-53,,Turnover by J. Grant (lost ball; steal by M. Dellavedova)
3:33.0,S. Marion misses 2-pt shot from 4 ft (block by K. McDaniels),,62-53,,
3:31.0,Offensive rebound by K. Love,,62-53,,
3:30.0,K. Love misses 2-pt shot from 2 ft (block by F. Aldemir),,62-53,,
3:29.0,,,62-53,,Defensive rebound by F. Aldemir
3:23.0,,,62-55,2,T. Wroten makes 2-pt shot at rim
3:12.0,,,62-55,,Personal foul by F. Aldemir (drawn by K. Love)
3:12.0,K. Love makes free throw 1 of 2,1,63-55,,
3:12.0,,,63-55,,M. Carter-Williams enters the game for K. McDaniels
3:12.0,M. Miller enters the game for J. Harris,,63-55,,
3:12.0,K. Love makes free throw 2 of 2,1,64-55,,
2:56.0,,,64-55,,T. Wroten misses 3-pt shot from 25 ft
2:54.0,Defensive rebound by K. Love,,64-55,,
2:38.0,,,64-55,,Personal foul by F. Aldemir (drawn by K. Love)
2:38.0,K. Love makes free throw 1 of 2,1,65-55,,
2:38.0,K. Love misses free throw 2 of 2,,65-55,,
2:37.0,,,65-55,,Defensive rebound by F. Aldemir
2:19.0,,,65-55,,T. Wroten misses 3-pt shot from 25 ft
2:16.0,,,65-55,,Offensive rebound by M. Carter-Williams
2:16.0,Personal foul by M. Dellavedova (drawn by M. Carter-Williams),,65-55,,
2:16.0,T. Thompson enters the game for K. Love,,65-55,,
2:09.0,,,65-57,2,J. Grant makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
2:09.0,,,65-57,,Shooting foul by T. Thompson (drawn by J. Grant)
2:09.0,A. Price enters the game for M. Dellavedova,,65-57,,
2:09.0,,,65-58,1,J. Grant makes free throw 1 of 1
1:48.0,J. Jones misses 3-pt shot from 26 ft,,65-58,,
1:47.0,,,65-58,,Defensive rebound by J. Grant
1:44.0,,,65-58,,Turnover by T. Wroten (lost ball)
1:26.0,Shooting foul by J. Grant (drawn by S. Marion),,65-58,,
1:26.0,S. Marion makes free throw 1 of 2,1,66-58,,
1:26.0,,,66-58,,J. Sampson enters the game for R. Covington
1:26.0,S. Marion makes free throw 2 of 2,1,67-58,,
1:07.0,,,67-60,2,J. Sampson makes 2-pt shot from 2 ft (assist by J. Grant)
0:51.0,T. Thompson misses 2-pt shot from 11 ft,,67-60,,
0:48.0,,,67-60,,Defensive rebound by J. Sampson
0:28.0,,,67-60,,Turnover by T. Wroten (bad pass; steal by S. Marion)
0:09.0,A. Price misses 2-pt shot from 14 ft,,67-60,,
0:08.0,Offensive rebound by Team,,67-60,,
0:08.0,,,67-60,,Loose ball foul by J. Sampson (drawn by T. Thompson)
0:08.0,T. Thompson misses free throw 1 of 2,,67-60,,
0:08.0,Offensive rebound by Team,,67-60,,
0:08.0,,,67-60,,R. Covington enters the game for J. Sampson
0:08.0,T. Thompson makes free throw 2 of 2,1,68-60,,
0:02.0,,,68-60,,Turnover by M. Carter-Williams (lost ball)
0:01.0,A. Price misses 3-pt shot from 27 ft,,68-60,,
0:00.0,Offensive rebound by Team,,68-60,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,68-62,2,K. McDaniels makes 2-pt shot at rim (assist by T. Wroten)
11:25.0,A. Price makes 2-pt shot from 7 ft,2,70-62,,
11:01.0,,,70-64,2,M. Carter-Williams makes 2-pt shot from 2 ft (assist by K. McDaniels)
10:50.0,J. Harris enters the game for M. Miller,,70-64,,
10:45.0,J. Harris makes 2-pt shot from 15 ft (assist by A. Price),2,72-64,,
10:36.0,,,72-66,2,J. Grant makes 2-pt shot from 1 ft (assist by T. Wroten)
10:21.0,J. Jones makes 3-pt shot from 22 ft (assist by J. Harris),3,75-66,,
10:00.0,,,75-66,,T. Wroten misses 3-pt shot from 24 ft
9:58.0,Defensive rebound by A. Price,,75-66,,
9:50.0,A. Price misses 2-pt shot from 12 ft,,75-66,,
9:49.0,Offensive rebound by Team,,75-66,,
9:49.0,,,75-66,,N. Noel enters the game for F. Aldemir
9:47.0,J. Harris makes 2-pt shot from 1 ft (assist by A. Price),2,77-66,,
9:32.0,,,77-68,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by K. McDaniels)
9:32.0,,,77-68,,Shooting foul by J. Jones (drawn by M. Carter-Williams)
9:32.0,,,77-69,1,M. Carter-Williams makes free throw 1 of 1
9:12.0,T. Thompson makes 2-pt shot at rim (assist by A. Price),2,79-69,,
8:57.0,,,79-71,2,J. Grant makes 2-pt shot from 12 ft (assist by M. Carter-Williams)
8:33.0,Shooting foul by J. Grant (drawn by K. Love),,79-71,,
8:33.0,Official timeout,,79-71,,
8:33.0,M. Dellavedova enters the game for A. Price,,79-71,,
8:33.0,,,79-71,,R. Covington enters the game for T. Wroten
8:33.0,K. Love makes free throw 1 of 2,1,80-71,,
8:33.0,K. Love makes free throw 2 of 2,1,81-71,,
8:22.0,,,81-74,3,R. Covington makes 3-pt shot from 26 ft
8:00.0,J. Harris makes 3-pt shot from 23 ft (assist by M. Dellavedova),3,84-74,,
7:42.0,,,84-74,,M. Carter-Williams misses 2-pt shot from 3 ft
7:42.0,Defensive rebound by K. Love,,84-74,,
7:42.0,,,84-74,,Loose ball foul by N. Noel (drawn by K. Love)
7:42.0,,,84-74,,H. Sims enters the game for J. Grant
7:29.0,J. Harris misses 2-pt shot from 2 ft,,84-74,,
7:28.0,,,84-74,,Defensive rebound by N. Noel
7:22.0,,,84-74,,K. McDaniels misses 2-pt shot from 2 ft
7:21.0,Defensive rebound by J. Jones,,84-74,,
7:20.0,Turnover by J. Jones (bad pass; steal by R. Covington),,84-74,,
7:19.0,Personal foul by J. Harris (drawn by R. Covington),,84-74,,
7:08.0,,,84-76,2,M. Carter-Williams makes 2-pt shot from 16 ft
6:42.0,J. Harris misses 3-pt shot from 23 ft,,84-76,,
6:40.0,,,84-76,,Defensive rebound by H. Sims
6:17.0,,,84-76,,N. Noel misses 2-pt shot from 10 ft
6:16.0,Defensive rebound by K. Love,,84-76,,
6:07.0,Shooting foul by H. Sims (drawn by K. Love),,84-76,,
6:07.0,K. Love makes free throw 1 of 2,1,85-76,,
6:07.0,K. Love makes free throw 2 of 2,1,86-76,,
5:52.0,,,86-78,2,H. Sims makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
5:35.0,T. Thompson misses 2-pt shot from 11 ft,,86-78,,
5:33.0,,,86-78,,Defensive rebound by N. Noel
5:26.0,,,86-78,,R. Covington misses 3-pt shot from 25 ft
5:24.0,Defensive rebound by K. Love,,86-78,,
5:06.0,J. Jones misses 2-pt shot from 17 ft,,86-78,,
5:04.0,,,86-78,,Defensive rebound by N. Noel
4:48.0,,,86-80,2,M. Carter-Williams makes 2-pt shot from 20 ft (assist by H. Sims)
4:45.0,Cleveland full timeout,,86-80,,
4:45.0,A. Price enters the game for J. Jones,,86-80,,
4:45.0,,,86-80,,T. Wroten enters the game for N. Noel
4:36.0,M. Dellavedova misses 2-pt shot from 3 ft,,86-80,,
4:34.0,,,86-80,,Defensive rebound by H. Sims
4:28.0,,,86-82,2,H. Sims makes 2-pt shot from 20 ft (assist by T. Wroten)
4:07.0,A. Price makes 2-pt shot from 16 ft (assist by T. Thompson),2,88-82,,
3:48.0,,,88-84,2,T. Wroten makes 2-pt shot from 1 ft
3:23.0,A. Price misses 3-pt shot from 25 ft,,88-84,,
3:22.0,Offensive rebound by Team,,88-84,,
3:22.0,,,88-84,,Loose ball foul by K. McDaniels (drawn by K. Love)
3:03.0,A. Price misses 2-pt shot from 15 ft,,88-84,,
3:02.0,,,88-84,,Defensive rebound by H. Sims
2:53.0,,,88-86,2,T. Wroten makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
2:50.0,,,88-86,,Violation by Team (jump ball)
2:30.0,Turnover by T. Thompson (traveling),,88-86,,
2:30.0,,,88-86,,Philadelphia full timeout
2:30.0,J. Jones enters the game for A. Price,,88-86,,
