time,Milwaukee,pts.away,score,pts.home,Chicago
8:56.0,K. Middleton makes 2-pt shot from 1 ft,2,2-4,,
8:31.0,,,2-4,,P. Gasol misses 2-pt shot from 17 ft
8:30.0,Defensive rebound by Z. Pachulia,,2-4,,
8:22.0,K. Middleton misses 2-pt shot from 10 ft,,2-4,,
8:21.0,,,2-4,,Defensive rebound by P. Gasol
8:05.0,,,2-4,,D. Rose misses 3-pt shot from 27 ft
8:01.0,Defensive rebound by K. Middleton,,2-4,,
7:46.0,K. Middleton makes 3-pt shot from 27 ft (assist by Z. Pachulia),3,5-4,,
7:20.0,,,5-4,,Turnover by Team (shot clock)
7:08.0,E. Ilyasova misses 2-pt shot from 14 ft,,5-4,,
7:07.0,,,5-4,,Defensive rebound by J. Butler
6:56.0,,,5-4,,P. Gasol misses 2-pt shot from 3 ft (block by G. Antetokounmpo)
6:55.0,Defensive rebound by G. Antetokounmpo,,5-4,,
6:55.0,,,5-4,,Personal foul by J. Butler (drawn by G. Antetokounmpo)
6:42.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by Z. Pachulia),2,7-4,,
6:16.0,,,7-4,,M. Dunleavy misses 2-pt shot from 21 ft
6:14.0,Defensive rebound by Z. Pachulia,,7-4,,
5:57.0,K. Middleton misses 3-pt shot from 26 ft,,7-4,,
5:55.0,,,7-4,,Defensive rebound by J. Butler
5:50.0,,,7-4,,Turnover by P. Gasol (lost ball; steal by G. Antetokounmpo)
5:45.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,7-4,,
5:43.0,,,7-4,,Defensive rebound by D. Rose
5:31.0,,,7-4,,D. Rose misses 3-pt shot from 25 ft
5:29.0,Defensive rebound by E. Ilyasova,,7-4,,
5:28.0,Milwaukee full timeout,,7-4,,
5:28.0,J. Henson enters the game for Z. Pachulia,,7-4,,
5:18.0,K. Middleton misses 2-pt shot from 2 ft,,7-4,,
5:17.0,,,7-4,,Defensive rebound by P. Gasol
5:12.0,,,7-4,,Turnover by D. Rose (lost ball; steal by M. Carter-Williams)
4:56.0,E. Ilyasova misses 2-pt shot from 2 ft,,7-4,,
4:55.0,,,7-4,,Defensive rebound by D. Rose
4:36.0,,,7-6,2,J. Noah makes 2-pt shot from 6 ft (assist by M. Dunleavy)
4:20.0,Shooting foul by P. Gasol (drawn by J. Henson),,7-6,,
4:20.0,J. Henson makes 2-pt shot from 3 ft (assist by M. Carter-Williams),2,9-6,,
4:20.0,J. Dudley enters the game for E. Ilyasova,,9-6,,
4:20.0,,,9-6,,T. Gibson enters the game for J. Noah
4:20.0,J. Henson misses free throw 1 of 1,,9-6,,
4:16.0,Offensive rebound by J. Dudley,,9-6,,
4:13.0,Shooting foul by T. Gibson (drawn by G. Antetokounmpo),,9-6,,
4:13.0,G. Antetokounmpo makes free throw 1 of 2,1,10-6,,
4:13.0,G. Antetokounmpo makes free throw 2 of 2,1,11-6,,
3:58.0,,,11-6,,Turnover by T. Gibson (lost ball; steal by J. Dudley)
3:48.0,J. Henson makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,13-6,,
3:29.0,,,13-6,,J. Butler misses 3-pt shot from 27 ft
3:28.0,,,13-6,,Offensive rebound by D. Rose
3:24.0,,,13-9,3,M. Dunleavy makes 3-pt shot from 26 ft (assist by D. Rose)
3:06.0,J. Henson misses 2-pt shot from 11 ft,,13-9,,
3:05.0,,,13-9,,Defensive rebound by P. Gasol
2:46.0,,,13-9,,M. Dunleavy misses 3-pt shot from 25 ft
2:44.0,,,13-9,,Offensive rebound by T. Gibson
2:41.0,,,13-9,,M. Dunleavy misses 3-pt shot from 26 ft
2:40.0,Defensive rebound by K. Middleton,,13-9,,
2:31.0,G. Antetokounmpo misses 2-pt shot from 3 ft (block by T. Gibson),,13-9,,
2:29.0,,,13-9,,Defensive rebound by P. Gasol
2:25.0,,,13-9,,M. Dunleavy misses 2-pt shot from 2 ft
2:24.0,Defensive rebound by J. Dudley,,13-9,,
2:07.0,M. Carter-Williams misses 3-pt shot from 23 ft,,13-9,,
2:05.0,Offensive rebound by J. Henson,,13-9,,
1:43.0,M. Carter-Williams misses 2-pt shot from 17 ft,,13-9,,
1:41.0,,,13-9,,Defensive rebound by P. Gasol
1:28.0,,,13-9,,J. Butler misses 3-pt shot from 23 ft
1:26.0,,,13-9,,Offensive rebound by D. Rose
1:24.0,,,13-9,,D. Rose misses 2-pt shot from 13 ft
1:23.0,,,13-9,,Offensive rebound by P. Gasol
1:20.0,,,13-9,,P. Gasol misses 2-pt shot from 1 ft
1:20.0,,,13-9,,Offensive rebound by P. Gasol
1:20.0,,,13-9,,Shooting foul by G. Antetokounmpo (drawn by P. Gasol)
1:20.0,,,13-9,,Chicago full timeout
1:20.0,,,13-9,,T. Snell enters the game for M. Dunleavy
1:20.0,,,13-9,,N. Mirotic enters the game for J. Butler
1:20.0,J. Bayless enters the game for K. Middleton,,13-9,,
1:20.0,O. Mayo enters the game for M. Carter-Williams,,13-9,,
1:20.0,,,13-9,,P. Gasol misses free throw 1 of 2
1:20.0,,,13-9,,Offensive rebound by Team
1:20.0,,,13-9,,P. Gasol misses free throw 2 of 2
1:19.0,Defensive rebound by J. Henson,,13-9,,
1:10.0,,,13-9,,Personal foul by T. Gibson (drawn by O. Mayo)
1:00.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,13-9,,
1:00.0,Offensive rebound by J. Henson,,13-9,,
0:53.0,J. Dudley misses 2-pt shot from 12 ft (block by T. Gibson),,13-9,,
0:51.0,,,13-9,,Defensive rebound by N. Mirotic
0:29.0,,,13-11,2,P. Gasol makes 2-pt shot from 1 ft (assist by D. Rose)
0:06.0,J. Dudley makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,16-11,,
0:03.0,,,16-11,,Turnover by D. Rose (lost ball; steal by J. Henson)
0:00.0,J. Henson misses 3-pt shot from 41 ft,,16-11,,
0:00.0,Offensive rebound by Team,,16-11,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,16-11,,Violation by N. Mirotic (kicked ball)
11:34.0,J. Bayless makes 2-pt shot from 15 ft,2,18-11,,
11:20.0,,,18-11,,Offensive foul by T. Gibson
11:20.0,,,18-11,,Turnover by T. Gibson (offensive foul)
11:20.0,,,18-11,,J. Butler enters the game for T. Gibson
11:12.0,J. Bayless makes 2-pt shot from 8 ft,2,20-11,,
10:48.0,,,20-11,,J. Butler misses 2-pt shot from 16 ft
10:46.0,Defensive rebound by J. Henson,,20-11,,
10:41.0,O. Mayo misses 2-pt shot from 20 ft,,20-11,,
10:40.0,,,20-11,,Defensive rebound by J. Noah
10:30.0,,,20-13,2,A. Brooks makes 2-pt shot from 14 ft
10:13.0,J. Bayless misses 2-pt shot from 2 ft,,20-13,,
10:12.0,,,20-13,,Defensive rebound by J. Noah
10:04.0,,,20-15,2,J. Butler makes 2-pt shot from 3 ft (assist by J. Noah)
10:04.0,,,20-15,,Shooting foul by J. Dudley (drawn by J. Butler)
10:04.0,K. Middleton enters the game for G. Antetokounmpo,,20-15,,
10:04.0,,,20-16,1,J. Butler makes free throw 1 of 1
9:41.0,O. Mayo misses 3-pt shot from 26 ft,,20-16,,
9:39.0,,,20-16,,Defensive rebound by J. Noah
9:33.0,,,20-16,,Turnover by J. Noah (bad pass; steal by J. Dudley)
9:31.0,,,20-16,,Personal foul by J. Noah (drawn by J. Dudley)
9:31.0,E. Ilyasova enters the game for J. Dudley,,20-16,,
9:18.0,E. Ilyasova misses 2-pt shot from 16 ft,,20-16,,
9:17.0,,,20-16,,Defensive rebound by T. Snell
9:02.0,Personal foul by J. Henson (drawn by N. Mirotic),,20-16,,
8:55.0,,,20-18,2,J. Noah makes 2-pt shot from 2 ft (assist by A. Brooks)
8:53.0,Milwaukee full timeout,,20-18,,
8:53.0,,,20-18,,Personal foul by A. Brooks (drawn by J. Henson)
8:53.0,,,20-18,,Technical foul by J. Butler
8:53.0,Technical foul by O. Mayo,,20-18,,
8:53.0,,,20-18,,Technical foul by J. Noah
8:53.0,Technical foul by J. Henson,,20-18,,
8:53.0,Z. Pachulia enters the game for J. Henson,,20-18,,
8:43.0,K. Middleton misses 2-pt shot from 15 ft (block by J. Butler),,20-18,,
8:41.0,,,20-18,,Defensive rebound by J. Butler
8:23.0,,,20-20,2,J. Butler makes 2-pt shot from 3 ft (assist by A. Brooks)
8:08.0,Shooting foul by N. Mirotic (drawn by Z. Pachulia),,20-20,,
8:08.0,Z. Pachulia makes free throw 1 of 2,1,21-20,,
8:08.0,M. Carter-Williams enters the game for J. Bayless,,21-20,,
8:08.0,Z. Pachulia misses free throw 2 of 2,,21-20,,
8:06.0,,,21-20,,Defensive rebound by T. Snell
7:55.0,Personal foul by M. Carter-Williams (drawn by A. Brooks),,21-20,,
7:55.0,,,21-20,,D. Rose enters the game for A. Brooks
7:42.0,,,21-20,,D. Rose misses 2-pt shot from 2 ft (block by Z. Pachulia)
7:41.0,Defensive rebound by Team,,21-20,,
7:22.0,Z. Pachulia makes 2-pt shot from 13 ft,2,23-20,,
7:02.0,,,23-20,,Shooting foul by K. Middleton (drawn by J. Butler)
7:02.0,,,23-21,1,J. Butler makes free throw 1 of 2
7:02.0,,,23-22,1,J. Butler makes free throw 2 of 2
6:52.0,M. Carter-Williams makes 2-pt shot from 10 ft,2,25-22,,
6:33.0,,,25-24,2,J. Noah makes 2-pt shot from 4 ft (assist by T. Snell)
6:14.0,Z. Pachulia misses 2-pt shot from 18 ft,,25-24,,
6:13.0,,,25-24,,Defensive rebound by N. Mirotic
6:04.0,,,25-24,,N. Mirotic misses 2-pt shot from 6 ft (block by Z. Pachulia)
6:02.0,Defensive rebound by E. Ilyasova,,25-24,,
5:55.0,E. Ilyasova makes 2-pt shot from 3 ft (assist by O. Mayo),2,27-24,,
5:50.0,,,27-24,,Chicago full timeout
5:37.0,,,27-24,,D. Rose misses 3-pt shot from 26 ft
5:34.0,,,27-24,,Offensive rebound by N. Mirotic
5:32.0,,,27-24,,Offensive charge foul by T. Snell
5:32.0,,,27-24,,Turnover by T. Snell (offensive foul)
5:32.0,,,27-24,,M. Dunleavy enters the game for T. Snell
5:17.0,E. Ilyasova makes 2-pt shot from 2 ft (assist by O. Mayo),2,29-24,,
4:58.0,,,29-24,,Shooting foul by Z. Pachulia (drawn by N. Mirotic)
4:58.0,,,29-24,,N. Mirotic misses free throw 1 of 2
4:58.0,,,29-24,,Offensive rebound by Team
4:58.0,,,29-24,,P. Gasol enters the game for J. Noah
4:58.0,,,29-25,1,N. Mirotic makes free throw 2 of 2
4:47.0,K. Middleton misses 2-pt shot from 17 ft,,29-25,,
4:46.0,,,29-25,,Defensive rebound by P. Gasol
4:26.0,,,29-25,,N. Mirotic misses 2-pt shot from 20 ft
4:24.0,Defensive rebound by M. Carter-Williams,,29-25,,
4:12.0,Z. Pachulia misses 2-pt shot from 16 ft (block by P. Gasol),,29-25,,
4:10.0,,,29-25,,Defensive rebound by N. Mirotic
4:02.0,,,29-28,3,M. Dunleavy makes 3-pt shot from 26 ft (assist by N. Mirotic)
3:48.0,Shooting foul by D. Rose (drawn by M. Carter-Williams),,29-28,,
3:48.0,M. Carter-Williams makes free throw 1 of 2,1,30-28,,
3:48.0,J. Henson enters the game for Z. Pachulia,,30-28,,
3:48.0,M. Carter-Williams makes free throw 2 of 2,1,31-28,,
3:32.0,J. Bayless enters the game for M. Carter-Williams,,31-28,,
3:29.0,,,31-31,3,M. Dunleavy makes 3-pt shot from 24 ft (assist by D. Rose)
3:12.0,E. Ilyasova misses 3-pt shot from 26 ft,,31-31,,
3:10.0,,,31-31,,Defensive rebound by M. Dunleavy
2:52.0,,,31-31,,Shooting foul by J. Bayless (drawn by J. Butler)
2:52.0,Milwaukee full timeout,,31-31,,
2:52.0,J. Dudley enters the game for E. Ilyasova,,31-31,,
2:52.0,G. Antetokounmpo enters the game for O. Mayo,,31-31,,
2:52.0,,,31-32,1,J. Butler makes free throw 1 of 2
2:52.0,,,31-32,,J. Butler misses free throw 2 of 2
2:44.0,Defensive rebound by K. Middleton,,31-32,,
2:34.0,,,31-32,,Personal foul by M. Dunleavy (drawn by K. Middleton)
2:34.0,K. Middleton makes free throw 1 of 2,1,32-32,,
2:34.0,K. Middleton makes free throw 2 of 2,1,33-32,,
2:14.0,,,33-32,,J. Butler misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by G. Antetokounmpo,,33-32,,
2:06.0,J. Dudley misses 2-pt shot from 21 ft,,33-32,,
2:04.0,,,33-32,,Defensive rebound by M. Dunleavy
1:56.0,,,33-32,,Turnover by D. Rose (bad pass; steal by J. Dudley)
1:46.0,K. Middleton makes 3-pt shot from 26 ft (assist by J. Bayless),3,36-32,,
1:31.0,,,36-35,3,N. Mirotic makes 3-pt shot from 25 ft (assist by D. Rose)
1:15.0,Turnover by G. Antetokounmpo (bad pass; steal by N. Mirotic),,36-35,,
1:11.0,,,36-37,2,N. Mirotic makes 2-pt shot from 2 ft
0:49.0,K. Middleton makes 2-pt shot from 4 ft,2,38-37,,
0:25.0,,,38-37,,N. Mirotic misses 3-pt shot from 25 ft
0:24.0,,,38-37,,Offensive rebound by Team
0:01.0,,,38-39,2,N. Mirotic makes 2-pt shot from 2 ft (assist by D. Rose)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,38-39,,
11:34.0,,,38-39,,Defensive rebound by J. Noah
11:30.0,,,38-41,2,P. Gasol makes 2-pt shot from 6 ft (assist by J. Noah)
11:05.0,K. Middleton makes 2-pt shot from 15 ft,2,40-41,,
10:46.0,,,40-43,2,J. Butler makes 2-pt shot from 17 ft
10:34.0,M. Carter-Williams makes 2-pt shot from 2 ft,2,42-43,,
10:34.0,Shooting foul by D. Rose (drawn by M. Carter-Williams),,42-43,,
10:34.0,M. Carter-Williams misses free throw 1 of 1,,42-43,,
10:33.0,,,42-43,,Defensive rebound by J. Noah
10:18.0,,,42-43,,M. Dunleavy misses 3-pt shot from 26 ft (block by E. Ilyasova)
10:16.0,,,42-43,,Offensive rebound by M. Dunleavy
10:13.0,,,42-46,3,D. Rose makes 3-pt shot from 26 ft (assist by M. Dunleavy)
10:00.0,E. Ilyasova misses 3-pt shot from 24 ft,,42-46,,
10:00.0,,,42-46,,Defensive rebound by P. Gasol
9:54.0,Shooting block foul by K. Middleton (drawn by D. Rose),,42-46,,
9:54.0,,,42-47,1,D. Rose makes free throw 1 of 2
9:54.0,,,42-48,1,D. Rose makes free throw 2 of 2
9:37.0,G. Antetokounmpo makes 2-pt shot from 21 ft,2,44-48,,
9:22.0,,,44-48,,P. Gasol misses 2-pt shot from 13 ft
9:20.0,,,44-48,,Offensive rebound by D. Rose
9:18.0,,,44-48,,D. Rose misses 2-pt shot from 1 ft
9:17.0,Defensive rebound by E. Ilyasova,,44-48,,
9:09.0,M. Carter-Williams makes 2-pt shot from 4 ft,2,46-48,,
9:00.0,,,46-48,,J. Butler misses 3-pt shot from 26 ft
8:57.0,Defensive rebound by M. Carter-Williams,,46-48,,
8:46.0,Turnover by G. Antetokounmpo (offensive foul),,46-48,,
8:46.0,Offensive charge foul by G. Antetokounmpo,,46-48,,
8:32.0,,,46-48,,M. Dunleavy misses 3-pt shot from 27 ft
8:30.0,Defensive rebound by K. Middleton,,46-48,,
8:24.0,Shooting foul by J. Noah (drawn by E. Ilyasova),,46-48,,
8:24.0,E. Ilyasova makes free throw 1 of 2,1,47-48,,
8:24.0,E. Ilyasova makes free throw 2 of 2,1,48-48,,
8:10.0,,,48-48,,D. Rose misses 3-pt shot from 27 ft
8:09.0,Defensive rebound by G. Antetokounmpo,,48-48,,
7:46.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,48-48,,
7:45.0,,,48-48,,Defensive rebound by J. Butler
7:30.0,,,48-50,2,P. Gasol makes 2-pt shot from 16 ft (assist by M. Dunleavy)
7:16.0,,,48-50,,Personal foul by D. Rose (drawn by M. Carter-Williams)
7:10.0,Z. Pachulia makes 2-pt shot from 15 ft,2,50-50,,
6:52.0,,,50-50,,P. Gasol misses 2-pt shot from 6 ft (block by M. Carter-Williams)
6:48.0,Defensive rebound by G. Antetokounmpo,,50-50,,
6:46.0,M. Carter-Williams misses 2-pt shot from 2 ft,,50-50,,
6:45.0,Offensive rebound by E. Ilyasova,,50-50,,
6:42.0,E. Ilyasova misses 2-pt shot from 2 ft,,50-50,,
6:41.0,,,50-50,,Defensive rebound by Team
6:25.0,,,50-52,2,D. Rose makes 2-pt shot from 2 ft (assist by J. Butler)
6:12.0,K. Middleton makes 2-pt shot from 17 ft (assist by Z. Pachulia),2,52-52,,
6:12.0,Shooting foul by J. Butler (drawn by K. Middleton),,52-52,,
6:12.0,K. Middleton makes free throw 1 of 1,1,53-52,,
5:57.0,,,53-52,,J. Butler misses 3-pt shot from 24 ft
5:56.0,Defensive rebound by E. Ilyasova,,53-52,,
5:45.0,K. Middleton misses 2-pt shot from 7 ft,,53-52,,
5:44.0,,,53-52,,Defensive rebound by P. Gasol
5:31.0,,,53-54,2,J. Butler makes 2-pt shot from 1 ft (assist by J. Noah)
5:31.0,,,53-54,,Shooting foul by G. Antetokounmpo (drawn by J. Butler)
5:31.0,,,53-54,,Chicago full timeout
5:31.0,O. Mayo enters the game for G. Antetokounmpo,,53-54,,
5:31.0,J. Henson enters the game for Z. Pachulia,,53-54,,
5:31.0,,,53-55,1,J. Butler makes free throw 1 of 1
5:19.0,M. Carter-Williams makes 2-pt shot from 6 ft,2,55-55,,
5:04.0,,,55-55,,M. Dunleavy misses 3-pt shot from 27 ft
5:03.0,Defensive rebound by E. Ilyasova,,55-55,,
4:55.0,M. Carter-Williams misses 2-pt shot from 2 ft (block by P. Gasol),,55-55,,
4:51.0,Offensive rebound by K. Middleton,,55-55,,
4:47.0,K. Middleton makes 3-pt shot from 24 ft,3,58-55,,
4:38.0,Personal foul by E. Ilyasova (drawn by D. Rose),,58-55,,
4:34.0,,,58-55,,Shooting foul by M. Carter-Williams (drawn by D. Rose)
4:34.0,,,58-56,1,D. Rose makes free throw 1 of 2
4:34.0,,,58-56,,T. Gibson enters the game for J. Noah
4:34.0,,,58-57,1,D. Rose makes free throw 2 of 2
4:24.0,Turnover by M. Carter-Williams (bad pass),,58-57,,
4:20.0,,,58-57,,Shooting foul by O. Mayo (drawn by J. Butler)
4:20.0,,,58-57,,J. Butler misses free throw 1 of 2
4:20.0,,,58-57,,Offensive rebound by Team
4:20.0,,,58-57,,J. Butler misses free throw 2 of 2
4:18.0,,,58-57,,Offensive rebound by J. Butler
4:05.0,,,58-60,3,D. Rose makes 3-pt shot from 27 ft (assist by J. Butler)
3:47.0,J. Henson makes 2-pt shot from 6 ft (assist by M. Carter-Williams),2,60-60,,
3:30.0,,,60-63,3,M. Dunleavy makes 3-pt shot from 24 ft (assist by P. Gasol)
3:12.0,E. Ilyasova makes 2-pt shot from 2 ft (assist by O. Mayo),2,62-63,,
2:53.0,,,62-65,2,J. Butler makes 2-pt shot from 2 ft (assist by D. Rose)
2:37.0,M. Carter-Williams misses 2-pt shot from 2 ft (block by T. Gibson),,62-65,,
2:35.0,,,62-65,,Defensive rebound by P. Gasol
2:35.0,Personal foul by J. Henson (drawn by P. Gasol),,62-65,,
2:35.0,Milwaukee full timeout,,62-65,,
2:35.0,J. Dudley enters the game for E. Ilyasova,,62-65,,
2:35.0,G. Antetokounmpo enters the game for K. Middleton,,62-65,,
2:35.0,J. Bayless enters the game for M. Carter-Williams,,62-65,,
2:35.0,,,62-66,1,P. Gasol makes free throw 1 of 2
2:35.0,,,62-67,1,P. Gasol makes free throw 2 of 2
2:20.0,J. Henson misses 2-pt shot from 2 ft (block by P. Gasol),,62-67,,
2:17.0,Offensive rebound by J. Henson,,62-67,,
2:15.0,J. Henson makes 2-pt shot from 2 ft,2,64-67,,
2:00.0,Personal foul by J. Henson (drawn by P. Gasol),,64-67,,
2:00.0,,,64-68,1,P. Gasol makes free throw 1 of 2
2:00.0,,,64-68,,A. Brooks enters the game for D. Rose
2:00.0,,,64-68,,P. Gasol misses free throw 2 of 2
1:59.0,Defensive rebound by O. Mayo,,64-68,,
1:43.0,J. Henson misses 2-pt shot from 3 ft,,64-68,,
1:42.0,,,64-68,,Defensive rebound by M. Dunleavy
1:31.0,,,64-68,,Turnover by P. Gasol (bad pass; steal by G. Antetokounmpo)
1:24.0,O. Mayo misses 3-pt shot from 25 ft,,64-68,,
1:20.0,,,64-68,,Defensive rebound by P. Gasol
1:16.0,,,64-68,,J. Butler misses 2-pt shot from 20 ft
1:13.0,Defensive rebound by J. Dudley,,64-68,,
1:00.0,O. Mayo makes 2-pt shot from 21 ft,2,66-68,,
0:41.0,,,66-71,3,A. Brooks makes 3-pt shot from 26 ft (assist by P. Gasol)
0:33.0,J. Bayless makes 2-pt shot from 5 ft,2,68-71,,
0:16.0,,,68-71,,P. Gasol misses 2-pt shot from 5 ft
0:14.0,Defensive rebound by J. Bayless,,68-71,,
0:01.0,J. Bayless misses 2-pt shot from 21 ft,,68-71,,
0:00.0,,,68-71,,Defensive rebound by P. Gasol
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Personal foul by G. Antetokounmpo (drawn by J. Butler),,68-71,,
11:49.0,,,68-71,,N. Mirotic enters the game for T. Snell
11:38.0,Personal foul by J. Bayless (drawn by A. Brooks),,68-71,,
11:22.0,,,68-71,,N. Mirotic misses 2-pt shot from 6 ft
11:19.0,,,68-71,,Offensive rebound by J. Noah
11:19.0,,,68-71,,J. Noah misses 2-pt shot from 2 ft
11:18.0,,,68-71,,Offensive rebound by J. Noah
11:18.0,,,68-71,,J. Noah misses 2-pt shot from 2 ft
11:16.0,Defensive rebound by O. Mayo,,68-71,,
10:57.0,Shooting foul by T. Gibson (drawn by J. Bayless),,68-71,,
10:57.0,J. Bayless makes free throw 1 of 2,1,69-71,,
10:57.0,J. Bayless makes free throw 2 of 2,1,70-71,,
10:42.0,,,70-71,,Turnover by T. Gibson (bad pass; steal by J. Dudley)
10:34.0,O. Mayo makes 2-pt shot from 2 ft,2,72-71,,
10:34.0,,,72-71,,Chicago full timeout
10:34.0,,,72-71,,M. Dunleavy enters the game for T. Gibson
10:15.0,,,72-71,,N. Mirotic misses 2-pt shot from 15 ft (block by J. Henson)
10:13.0,,,72-71,,Offensive rebound by J. Butler
10:09.0,,,72-71,,A. Brooks misses 3-pt shot from 27 ft
10:09.0,,,72-71,,Offensive rebound by Team
10:09.0,,,72-71,,Turnover by Team (shot clock)
9:53.0,O. Mayo makes 2-pt shot from 15 ft,2,74-71,,
9:36.0,,,74-71,,M. Dunleavy misses 2-pt shot from 20 ft
9:35.0,Defensive rebound by J. Bayless,,74-71,,
9:15.0,G. Antetokounmpo misses 2-pt shot from 14 ft,,74-71,,
9:14.0,,,74-71,,Defensive rebound by J. Noah
9:02.0,,,74-74,3,J. Butler makes 3-pt shot from 26 ft
8:44.0,J. Dudley misses 3-pt shot from 27 ft,,74-74,,
8:43.0,,,74-74,,Defensive rebound by M. Dunleavy
8:30.0,,,74-74,,J. Noah misses 2-pt shot from 1 ft (block by J. Henson)
8:28.0,Defensive rebound by J. Henson,,74-74,,
8:20.0,J. Bayless misses 2-pt shot from 21 ft,,74-74,,
8:19.0,,,74-74,,Defensive rebound by J. Noah
8:10.0,,,74-74,,Shooting foul by J. Henson (drawn by J. Butler)
8:10.0,,,74-74,,D. Rose enters the game for M. Dunleavy
8:10.0,,,74-74,,J. Butler misses free throw 1 of 2
8:10.0,,,74-74,,Offensive rebound by Team
8:10.0,M. Carter-Williams enters the game for J. Bayless,,74-74,,
8:10.0,K. Middleton enters the game for O. Mayo,,74-74,,
8:10.0,,,74-74,,T. Snell enters the game for A. Brooks
8:10.0,,,74-75,1,J. Butler makes free throw 2 of 2
7:56.0,M. Carter-Williams misses 2-pt shot from 2 ft,,74-75,,
7:55.0,,,74-75,,Defensive rebound by J. Butler
7:44.0,,,74-78,3,T. Snell makes 3-pt shot from 26 ft (assist by J. Noah)
7:19.0,K. Middleton misses 3-pt shot from 27 ft,,74-78,,
7:18.0,,,74-78,,Defensive rebound by J. Noah
7:14.0,Personal foul by M. Carter-Williams (drawn by D. Rose),,74-78,,
7:14.0,Milwaukee full timeout,,74-78,,
7:14.0,Z. Pachulia enters the game for J. Henson,,74-78,,
7:14.0,O. Mayo enters the game for J. Dudley,,74-78,,
7:07.0,,,74-80,2,J. Butler makes 2-pt shot at rim (assist by D. Rose)
7:07.0,,,74-80,,Shooting foul by Z. Pachulia (drawn by J. Butler)
7:07.0,,,74-81,1,J. Butler makes free throw 1 of 1
6:58.0,K. Middleton misses 2-pt shot from 18 ft,,74-81,,
6:57.0,,,74-81,,Defensive rebound by J. Noah
6:39.0,,,74-81,,D. Rose misses 2-pt shot from 17 ft
6:36.0,,,74-81,,Offensive rebound by J. Noah
6:36.0,,,74-81,,J. Noah misses 2-pt shot from 1 ft
6:35.0,Defensive rebound by O. Mayo,,74-81,,
6:31.0,O. Mayo misses 2-pt shot from 2 ft,,74-81,,
6:28.0,Offensive rebound by G. Antetokounmpo,,74-81,,
6:28.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,74-81,,
6:25.0,Offensive rebound by G. Antetokounmpo,,74-81,,
6:21.0,M. Carter-Williams misses 2-pt shot from 15 ft,,74-81,,
6:20.0,,,74-81,,Defensive rebound by J. Noah
6:01.0,,,74-84,3,J. Butler makes 3-pt shot from 25 ft (assist by D. Rose)
