time,Golden State,pts.away,score,pts.home,Oklahoma City
7:12.0,,,11-12,,R. Westbrook misses free throw 1 of 2
7:12.0,,,11-12,,Offensive rebound by Team
7:12.0,,,11-13,1,R. Westbrook makes free throw 2 of 2
6:57.0,K. Thompson makes 2-pt shot from 13 ft,2,13-13,,
6:43.0,,,13-16,3,K. Durant makes 3-pt shot from 23 ft
6:28.0,K. Thompson makes 2-pt shot from 1 ft,2,15-16,,
6:11.0,,,15-18,2,S. Ibaka makes 2-pt shot from 3 ft (assist by K. Durant)
6:01.0,D. Green makes 2-pt shot from 20 ft (assist by S. Curry),2,17-18,,
5:36.0,,,17-18,,Offensive charge foul by A. Roberson
5:36.0,,,17-18,,Turnover by A. Roberson (offensive foul)
5:36.0,,,17-18,,Oklahoma City full timeout
5:36.0,,,17-18,,D. Waiters enters the game for K. Durant
5:36.0,D. Lee enters the game for M. Speights,,17-18,,
5:15.0,H. Barnes makes 3-pt shot from 24 ft (assist by D. Green),3,20-18,,
4:56.0,,,20-18,,S. Ibaka misses 3-pt shot from 24 ft
4:55.0,,,20-18,,Offensive rebound by A. Roberson
4:55.0,,,20-18,,A. Roberson misses 2-pt shot at rim
4:53.0,Defensive rebound by H. Barnes,,20-18,,
4:47.0,K. Thompson makes 2-pt shot from 2 ft,2,22-18,,
4:47.0,Shooting foul by A. Roberson (drawn by K. Thompson),,22-18,,
4:47.0,,,22-18,,A. Morrow enters the game for A. Roberson
4:47.0,K. Thompson makes free throw 1 of 1,1,23-18,,
4:39.0,Personal foul by S. Curry (drawn by R. Westbrook),,23-18,,
4:39.0,S. Livingston enters the game for H. Barnes,,23-18,,
4:31.0,L. Barbosa enters the game for S. Curry,,23-18,,
4:28.0,,,23-20,2,A. Morrow makes 2-pt shot from 16 ft (assist by D. Waiters)
4:10.0,,,23-20,,Personal block foul by R. Westbrook (drawn by K. Thompson)
4:03.0,Turnover by K. Thompson (bad pass; steal by D. Waiters),,23-20,,
3:55.0,,,23-20,,D. Waiters misses 2-pt shot from 1 ft
3:54.0,Defensive rebound by D. Green,,23-20,,
3:49.0,,,23-20,,Personal foul by S. Adams (drawn by L. Barbosa)
3:49.0,L. Barbosa makes free throw 1 of 2,1,24-20,,
3:49.0,,,24-20,,K. Perkins enters the game for S. Adams
3:49.0,L. Barbosa makes free throw 2 of 2,1,25-20,,
3:44.0,,,25-20,,R. Westbrook misses 2-pt shot from 1 ft
3:43.0,,,25-20,,Offensive rebound by S. Ibaka
3:41.0,,,25-22,2,S. Ibaka makes 2-pt shot from 1 ft
3:30.0,Offensive foul by D. Lee,,25-22,,
3:30.0,Turnover by D. Lee (offensive foul),,25-22,,
3:30.0,,,25-22,,Technical foul by K. Perkins
3:30.0,K. Thompson makes technical free throw,1,26-22,,
3:12.0,,,26-25,3,R. Westbrook makes 3-pt shot from 24 ft
3:00.0,K. Thompson misses 2-pt shot from 22 ft,,26-25,,
2:59.0,,,26-25,,Defensive rebound by S. Ibaka
2:48.0,,,26-27,2,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:41.0,Golden State full timeout,,26-27,,
2:41.0,,,26-27,,K. Durant enters the game for S. Ibaka
2:41.0,H. Barnes enters the game for D. Green,,26-27,,
2:41.0,,,26-27,,R. Jackson enters the game for R. Westbrook
2:33.0,K. Thompson misses 2-pt shot from 18 ft,,26-27,,
2:32.0,,,26-27,,Defensive rebound by K. Perkins
2:20.0,,,26-29,2,D. Waiters makes 2-pt shot at rim
2:05.0,Shooting foul by K. Perkins (drawn by D. Lee),,26-29,,
2:05.0,D. Lee misses free throw 1 of 2,,26-29,,
2:05.0,Offensive rebound by Team,,26-29,,
2:05.0,J. Holiday enters the game for K. Thompson,,26-29,,
2:05.0,D. Lee makes free throw 2 of 2,1,27-29,,
1:51.0,,,27-31,2,D. Waiters makes 2-pt shot from 20 ft
1:31.0,D. Lee makes 2-pt shot from 18 ft (assist by S. Livingston),2,29-31,,
1:07.0,,,29-31,,R. Jackson misses 2-pt shot from 18 ft
1:06.0,Defensive rebound by L. Barbosa,,29-31,,
1:00.0,D. Lee makes 2-pt shot from 1 ft (assist by L. Barbosa),2,31-31,,
0:42.0,,,31-31,,K. Durant misses 2-pt shot from 1 ft
0:41.0,Defensive rebound by D. Lee,,31-31,,
0:36.0,L. Barbosa makes 2-pt shot at rim (assist by H. Barnes),2,33-31,,
0:24.0,,,33-31,,Shooting foul by D. Lee (drawn by D. Waiters)
0:24.0,,,33-32,1,D. Waiters makes free throw 1 of 2
0:24.0,,,33-32,,A. Roberson enters the game for R. Jackson
0:24.0,M. Speights enters the game for D. Lee,,33-32,,
0:24.0,,,33-33,1,D. Waiters makes free throw 2 of 2
0:04.0,M. Speights makes 2-pt shot from 3 ft,2,35-33,,
0:02.0,,,35-33,,Turnover by K. Perkins (bad pass; steal by J. Holiday)
0:00.0,J. Holiday misses 3-pt shot from 24 ft,,35-33,,
0:00.0,,,35-33,,Defensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Turnover by M. Speights (traveling),,35-33,,
11:25.0,,,35-33,,R. Jackson misses 2-pt shot from 14 ft
11:24.0,Defensive rebound by J. Holiday,,35-33,,
11:15.0,M. Speights makes 2-pt shot from 19 ft (assist by S. Livingston),2,37-33,,
10:49.0,,,37-33,,D. Waiters misses 2-pt shot from 19 ft
10:48.0,,,37-33,,Offensive rebound by K. Perkins
10:42.0,,,37-33,,R. Jackson misses 3-pt shot from 24 ft
10:41.0,Defensive rebound by M. Speights,,37-33,,
10:36.0,Shooting foul by R. Jackson (drawn by L. Barbosa),,37-33,,
10:36.0,L. Barbosa makes free throw 1 of 2,1,38-33,,
10:36.0,L. Barbosa makes free throw 2 of 2,1,39-33,,
10:17.0,,,39-35,2,A. Morrow makes 2-pt shot from 10 ft (assist by R. Jackson)
10:08.0,M. Speights makes 2-pt shot from 20 ft (assist by S. Livingston),2,41-35,,
9:49.0,,,41-35,,R. Jackson misses 2-pt shot from 5 ft
9:48.0,Defensive rebound by J. Holiday,,41-35,,
9:41.0,M. Speights misses 2-pt shot from 20 ft,,41-35,,
9:41.0,,,41-35,,Defensive rebound by K. Perkins
9:26.0,,,41-35,,A. Morrow misses 2-pt shot from 14 ft
9:25.0,Defensive rebound by H. Barnes,,41-35,,
9:14.0,H. Barnes misses 3-pt shot from 24 ft,,41-35,,
9:13.0,,,41-35,,Defensive rebound by K. Durant
9:06.0,,,41-37,2,K. Durant makes 2-pt shot from 1 ft
8:52.0,J. Holiday misses 3-pt shot from 24 ft,,41-37,,
8:50.0,,,41-37,,Defensive rebound by K. Perkins
8:43.0,,,41-39,2,K. Durant makes 2-pt shot at rim
8:37.0,Golden State full timeout,,41-39,,
8:37.0,,,41-39,,S. Ibaka enters the game for K. Perkins
8:37.0,S. Curry enters the game for S. Livingston,,41-39,,
8:29.0,H. Barnes makes 3-pt shot from 22 ft (assist by S. Curry),3,44-39,,
8:11.0,,,44-41,2,S. Ibaka makes 2-pt shot at rim (assist by R. Jackson)
7:54.0,S. Curry misses 2-pt shot from 2 ft,,44-41,,
7:53.0,Offensive rebound by M. Speights,,44-41,,
7:52.0,Shooting foul by S. Ibaka (drawn by M. Speights),,44-41,,
7:52.0,M. Speights makes free throw 1 of 2,1,45-41,,
7:52.0,,,45-41,,R. Westbrook enters the game for A. Morrow
7:52.0,M. Speights makes free throw 2 of 2,1,46-41,,
7:40.0,,,46-41,,R. Jackson misses 2-pt shot from 3 ft
7:39.0,,,46-41,,Offensive rebound by S. Ibaka
7:38.0,,,46-43,2,S. Ibaka makes 2-pt shot at rim
7:29.0,J. Holiday misses 2-pt shot from 15 ft,,46-43,,
7:28.0,Offensive rebound by L. Barbosa,,46-43,,
7:27.0,L. Barbosa misses 2-pt shot from 6 ft,,46-43,,
7:25.0,,,46-43,,Defensive rebound by S. Ibaka
7:18.0,,,46-46,3,D. Waiters makes 3-pt shot from 22 ft (assist by R. Westbrook)
7:00.0,H. Barnes makes 2-pt shot from 1 ft (assist by M. Speights),2,48-46,,
6:49.0,,,48-46,,R. Westbrook misses 2-pt shot from 4 ft
6:48.0,,,48-46,,Offensive rebound by S. Ibaka
6:46.0,,,48-46,,Shooting foul by M. Speights (drawn by S. Ibaka)
6:46.0,,,48-47,1,S. Ibaka makes free throw 1 of 2
6:46.0,D. Lee enters the game for M. Speights,,48-47,,
6:46.0,K. Thompson enters the game for J. Holiday,,48-47,,
6:46.0,,,48-47,,S. Ibaka misses free throw 2 of 2
6:45.0,Defensive rebound by L. Barbosa,,48-47,,
6:31.0,H. Barnes makes 3-pt shot from 22 ft (assist by D. Lee),3,51-47,,
6:18.0,,,51-47,,Turnover by R. Westbrook (bad pass)
6:14.0,Turnover by S. Curry (bad pass; steal by R. Westbrook),,51-47,,
6:09.0,,,51-49,2,K. Durant makes 2-pt shot from 14 ft
5:50.0,H. Barnes misses 2-pt shot from 5 ft,,51-49,,
5:48.0,,,51-49,,Defensive rebound by R. Westbrook
5:38.0,,,51-49,,R. Westbrook misses 3-pt shot from 25 ft
5:37.0,,,51-49,,Offensive rebound by R. Jackson
5:33.0,,,51-51,2,R. Jackson makes 2-pt shot at rim
5:32.0,Golden State full timeout,,51-51,,
5:32.0,Official timeout,,51-51,,
5:32.0,D. Green enters the game for L. Barbosa,,51-51,,
5:19.0,D. Lee misses 2-pt shot from 1 ft,,51-51,,
5:18.0,,,51-51,,Defensive rebound by K. Durant
5:09.0,,,51-53,2,R. Westbrook makes 2-pt shot at rim (assist by K. Durant)
5:04.0,Turnover by S. Curry (bad pass; steal by K. Durant),,51-53,,
4:56.0,,,51-56,3,R. Jackson makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:46.0,S. Curry misses 3-pt shot from 25 ft,,51-56,,
4:45.0,,,51-56,,Defensive rebound by K. Durant
4:27.0,,,51-58,2,K. Durant makes 2-pt shot from 13 ft
4:10.0,K. Thompson misses 2-pt shot from 1 ft,,51-58,,
4:08.0,Offensive rebound by K. Thompson,,51-58,,
4:08.0,K. Thompson makes 2-pt shot at rim,2,53-58,,
3:46.0,,,53-60,2,K. Durant makes 2-pt shot at rim
3:31.0,K. Thompson misses 3-pt shot from 24 ft,,53-60,,
3:30.0,Offensive rebound by D. Green,,53-60,,
3:30.0,D. Green misses 2-pt shot from 1 ft,,53-60,,
3:29.0,,,53-60,,Defensive rebound by R. Westbrook
3:25.0,,,53-60,,Offensive charge foul by R. Westbrook
3:25.0,,,53-60,,Turnover by R. Westbrook (offensive foul)
3:15.0,,,53-60,,Personal foul by S. Ibaka (drawn by D. Lee)
3:03.0,D. Lee misses 2-pt shot from 2 ft,,53-60,,
3:02.0,Offensive rebound by Team,,53-60,,
3:02.0,,,53-60,,S. Adams enters the game for S. Ibaka
2:59.0,D. Green misses 2-pt shot at rim,,53-60,,
2:58.0,Offensive rebound by D. Green,,53-60,,
2:56.0,D. Green misses 2-pt shot at rim,,53-60,,
2:55.0,,,53-60,,Defensive rebound by R. Westbrook
2:48.0,,,53-60,,D. Waiters misses 2-pt shot from 18 ft
2:46.0,Defensive rebound by D. Green,,53-60,,
2:41.0,H. Barnes misses 3-pt shot from 24 ft,,53-60,,
2:40.0,,,53-60,,Defensive rebound by R. Westbrook
2:31.0,,,53-60,,R. Jackson misses 3-pt shot from 23 ft
2:30.0,Defensive rebound by Team,,53-60,,
2:29.0,,,53-60,,Oklahoma City full timeout
2:10.0,S. Curry misses 3-pt shot from 23 ft,,53-60,,
2:09.0,,,53-60,,Defensive rebound by R. Jackson
1:51.0,,,53-60,,R. Westbrook misses 2-pt shot from 23 ft
1:50.0,Defensive rebound by K. Thompson,,53-60,,
1:42.0,Turnover by K. Thompson (bad pass; steal by R. Westbrook),,53-60,,
1:39.0,,,53-62,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
1:19.0,D. Lee misses 2-pt shot from 3 ft,,53-62,,
1:19.0,Offensive rebound by D. Green,,53-62,,
1:19.0,Shooting foul by R. Jackson (drawn by D. Green),,53-62,,
1:19.0,D. Green makes 2-pt shot from 1 ft,2,55-62,,
1:19.0,D. Green misses free throw 1 of 1,,55-62,,
1:18.0,,,55-62,,Defensive rebound by R. Westbrook
1:04.0,,,55-62,,Shooting foul by S. Curry (drawn by R. Jackson)
1:04.0,,,55-63,1,R. Jackson makes free throw 1 of 2
1:04.0,,,55-64,1,R. Jackson makes free throw 2 of 2
0:53.0,S. Curry misses 3-pt shot from 24 ft,,55-64,,
0:52.0,Offensive rebound by D. Green,,55-64,,
0:46.0,Shooting foul by S. Adams (drawn by K. Thompson),,55-64,,
0:46.0,K. Thompson makes free throw 1 of 2,1,56-64,,
0:46.0,K. Thompson makes free throw 2 of 2,1,57-64,,
0:33.0,,,57-64,,K. Durant misses 2-pt shot from 18 ft
0:32.0,Defensive rebound by D. Lee,,57-64,,
0:26.0,Turnover by S. Curry (lost ball; steal by R. Westbrook),,57-64,,
0:22.0,,,57-66,2,R. Jackson makes 2-pt shot at rim (assist by R. Westbrook)
0:06.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Curry),3,60-66,,
0:01.0,,,60-66,,Oklahoma City full timeout
0:01.0,M. Speights enters the game for S. Curry,,60-66,,
0:01.0,J. Holiday enters the game for D. Lee,,60-66,,
0:00.0,Personal foul by J. Holiday (drawn by S. Adams),,60-66,,
0:00.0,,,60-67,1,S. Adams makes free throw 1 of 2
0:00.0,,,60-67,,S. Adams misses free throw 2 of 2
0:00.0,,,60-67,,Offensive rebound by R. Westbrook
0:00.0,,,60-69,2,R. Westbrook makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,Technical foul by Team,,60-69,,
12:00.0,,,60-70,1,K. Durant makes technical free throw
11:44.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,63-70,,
11:14.0,,,63-70,,S. Ibaka misses 2-pt shot from 18 ft
11:13.0,Defensive rebound by M. Speights,,63-70,,
11:03.0,H. Barnes misses 3-pt shot from 24 ft,,63-70,,
11:02.0,,,63-70,,Defensive rebound by R. Westbrook
10:51.0,,,63-73,3,K. Durant makes 3-pt shot from 24 ft
10:38.0,M. Speights makes 2-pt shot at rim,2,65-73,,
10:25.0,,,65-73,,S. Adams misses 2-pt shot from 2 ft (block by D. Green)
10:25.0,Defensive rebound by Team,,65-73,,
10:16.0,K. Thompson misses 3-pt shot from 24 ft,,65-73,,
10:15.0,,,65-73,,Defensive rebound by S. Ibaka
9:58.0,,,65-75,2,S. Ibaka makes 2-pt shot from 14 ft (assist by R. Westbrook)
9:49.0,S. Curry makes 3-pt shot from 24 ft,3,68-75,,
9:31.0,,,68-75,,Turnover by S. Adams (lost ball; steal by S. Curry)
9:27.0,,,68-75,,Personal foul by R. Westbrook (drawn by S. Curry)
9:27.0,S. Curry makes free throw 1 of 2,1,69-75,,
9:27.0,S. Curry makes free throw 2 of 2,1,70-75,,
9:07.0,,,70-75,,R. Westbrook misses 3-pt shot from 24 ft
9:06.0,,,70-75,,Offensive rebound by S. Adams
9:05.0,Personal foul by M. Speights (drawn by S. Adams),,70-75,,
9:01.0,,,70-77,2,K. Durant makes 2-pt shot from 16 ft (assist by S. Adams)
8:52.0,S. Curry misses 2-pt shot from 19 ft,,70-77,,
8:51.0,,,70-77,,Defensive rebound by S. Adams
8:40.0,,,70-77,,S. Ibaka misses 2-pt shot from 10 ft
8:39.0,Defensive rebound by M. Speights,,70-77,,
8:28.0,M. Speights makes 2-pt shot from 20 ft (assist by K. Thompson),2,72-77,,
8:09.0,,,72-79,2,K. Durant makes 2-pt shot from 11 ft
7:58.0,M. Speights makes 2-pt shot at rim (assist by H. Barnes),2,74-79,,
7:39.0,,,74-79,,Turnover by R. Westbrook (bad pass; steal by D. Green)
7:35.0,Turnover by D. Green (bad pass),,74-79,,
7:17.0,,,74-79,,R. Westbrook misses 2-pt shot from 15 ft
7:16.0,,,74-79,,Offensive rebound by S. Ibaka
7:09.0,,,74-79,,S. Ibaka misses 2-pt shot from 4 ft
7:07.0,Defensive rebound by M. Speights,,74-79,,
7:00.0,S. Curry makes 3-pt shot from 23 ft (assist by M. Speights),3,77-79,,
6:59.0,,,77-79,,Oklahoma City full timeout
6:59.0,,,77-79,,D. Waiters enters the game for A. Roberson
6:45.0,,,77-81,2,S. Adams makes 2-pt shot from 2 ft (assist by K. Durant)
6:31.0,M. Speights misses 2-pt shot from 15 ft,,77-81,,
6:31.0,,,77-81,,Defensive rebound by K. Durant
6:23.0,,,77-81,,D. Waiters misses 2-pt shot from 7 ft
6:22.0,Defensive rebound by S. Curry,,77-81,,
6:17.0,H. Barnes misses 2-pt shot from 2 ft,,77-81,,
6:16.0,,,77-81,,Defensive rebound by K. Durant
6:11.0,,,77-81,,R. Westbrook misses 2-pt shot from 13 ft
6:10.0,Defensive rebound by D. Green,,77-81,,
6:01.0,M. Speights makes 2-pt shot from 2 ft (assist by K. Thompson),2,79-81,,
5:48.0,,,79-84,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
5:33.0,M. Speights makes 2-pt shot from 17 ft (assist by S. Curry),2,81-84,,
5:15.0,,,81-86,2,R. Westbrook makes 2-pt shot at rim
5:09.0,K. Thompson misses 3-pt shot from 24 ft,,81-86,,
5:07.0,,,81-86,,Defensive rebound by S. Adams
4:55.0,,,81-86,,Turnover by S. Adams (lost ball; steal by D. Green)
4:48.0,H. Barnes makes 3-pt shot from 22 ft (assist by K. Thompson),3,84-86,,
4:28.0,,,84-89,3,D. Waiters makes 3-pt shot from 22 ft (assist by R. Westbrook)
4:15.0,Turnover by S. Curry (lost ball; steal by D. Waiters),,84-89,,
4:11.0,,,84-91,2,D. Waiters makes 2-pt shot at rim
4:03.0,Golden State full timeout,,84-91,,
4:03.0,,,84-91,,A. Morrow enters the game for S. Adams
4:03.0,D. Lee enters the game for H. Barnes,,84-91,,
4:03.0,S. Livingston enters the game for M. Speights,,84-91,,
3:48.0,Shooting foul by A. Morrow (drawn by D. Lee),,84-91,,
3:48.0,D. Lee misses free throw 1 of 2,,84-91,,
3:48.0,Offensive rebound by Team,,84-91,,
3:48.0,D. Lee misses free throw 2 of 2,,84-91,,
3:48.0,,,84-91,,Defensive rebound by K. Durant
3:34.0,,,84-93,2,R. Westbrook makes 2-pt shot at rim
3:22.0,K. Thompson makes 2-pt shot at rim,2,86-93,,
3:04.0,,,86-93,,S. Ibaka misses 2-pt shot from 2 ft
3:03.0,Defensive rebound by S. Curry,,86-93,,
2:54.0,K. Thompson misses 2-pt shot from 9 ft,,86-93,,
2:53.0,,,86-93,,Defensive rebound by K. Durant
2:42.0,,,86-93,,Turnover by K. Durant (bad pass; steal by S. Curry)
2:37.0,S. Curry makes 2-pt shot from 1 ft,2,88-93,,
2:24.0,,,88-93,,S. Adams enters the game for S. Ibaka
2:21.0,Violation by S. Livingston (kicked ball),,88-93,,
2:12.0,,,88-93,,R. Westbrook misses 2-pt shot from 2 ft
2:11.0,,,88-93,,Offensive rebound by R. Westbrook
2:06.0,,,88-93,,A. Morrow misses 3-pt shot from 22 ft
2:06.0,Defensive rebound by D. Lee,,88-93,,
1:58.0,,,88-93,,Personal foul by A. Morrow (drawn by D. Green)
1:58.0,,,88-93,,R. Jackson enters the game for R. Westbrook
1:58.0,L. Barbosa enters the game for S. Curry,,88-93,,
1:48.0,Turnover by D. Lee (traveling),,88-93,,
1:38.0,,,88-93,,D. Waiters misses 2-pt shot from 2 ft
1:37.0,,,88-93,,Offensive rebound by D. Waiters
1:36.0,,,88-93,,Turnover by D. Waiters (bad pass; steal by D. Green)
1:36.0,,,88-93,,Personal foul by D. Waiters (drawn by D. Green)
1:36.0,D. Green makes free throw 1 of 2,1,89-93,,
1:36.0,D. Green misses free throw 2 of 2,,89-93,,
1:35.0,,,89-93,,Defensive rebound by A. Morrow
1:16.0,,,89-93,,D. Waiters misses 2-pt shot from 2 ft (block by D. Lee)
1:14.0,Defensive rebound by D. Green,,89-93,,
1:06.0,L. Barbosa misses 3-pt shot from 24 ft,,89-93,,
1:05.0,,,89-93,,Defensive rebound by D. Waiters
1:01.0,,,89-93,,D. Waiters misses 2-pt shot from 1 ft
1:00.0,,,89-93,,Offensive rebound by A. Morrow
1:00.0,,,89-95,2,A. Morrow makes 2-pt shot at rim
0:48.0,K. Thompson misses 2-pt shot from 2 ft (block by D. Waiters),,89-95,,
0:48.0,,,89-95,,Defensive rebound by D. Waiters
0:31.0,H. Barnes enters the game for D. Green,,89-95,,
0:31.0,J. Holiday enters the game for K. Thompson,,89-95,,
0:29.0,,,89-95,,K. Durant misses 3-pt shot from 23 ft
0:27.0,Defensive rebound by D. Lee,,89-95,,
0:04.0,S. Livingston makes 2-pt shot from 6 ft,2,91-95,,
0:00.0,,,91-98,3,A. Morrow makes 3-pt shot from 24 ft (assist by K. Durant)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,91-98,,S. Adams misses 2-pt shot at rim
11:37.0,,,91-98,,Offensive rebound by S. Adams
11:27.0,,,91-98,,R. Jackson misses 2-pt shot from 20 ft
11:25.0,,,91-98,,Offensive rebound by D. Waiters
11:20.0,,,91-101,3,A. Morrow makes 3-pt shot from 24 ft (assist by D. Waiters)
11:02.0,L. Barbosa misses 2-pt shot from 2 ft,,91-101,,
11:01.0,Offensive rebound by D. Lee,,91-101,,
11:01.0,D. Lee misses 2-pt shot from 1 ft,,91-101,,
11:00.0,Offensive rebound by Team,,91-101,,
10:56.0,J. Holiday misses 3-pt shot from 24 ft,,91-101,,
10:55.0,,,91-101,,Defensive rebound by S. Adams
10:47.0,,,91-101,,R. Jackson misses 2-pt shot from 6 ft
10:46.0,,,91-101,,Offensive rebound by S. Ibaka
10:34.0,,,91-101,,D. Waiters misses 2-pt shot from 18 ft
10:32.0,Defensive rebound by J. Holiday,,91-101,,
10:23.0,D. Lee makes 2-pt shot from 19 ft (assist by S. Livingston),2,93-101,,
9:57.0,,,93-101,,Turnover by R. Jackson (bad pass; steal by J. Holiday)
9:57.0,,,93-101,,Loose ball foul by S. Adams (drawn by J. Holiday)
9:57.0,,,93-101,,R. Westbrook enters the game for R. Jackson
9:43.0,Shooting foul by S. Adams (drawn by D. Lee),,93-101,,
9:43.0,D. Lee makes free throw 1 of 2,1,94-101,,
9:43.0,M. Speights enters the game for J. Holiday,,94-101,,
9:43.0,D. Lee makes free throw 2 of 2,1,95-101,,
9:25.0,,,95-101,,R. Westbrook misses 2-pt shot from 15 ft
9:24.0,Defensive rebound by D. Lee,,95-101,,
9:12.0,S. Livingston makes 2-pt shot from 13 ft (assist by M. Speights),2,97-101,,
9:12.0,,,97-101,,Oklahoma City full timeout
8:58.0,,,97-103,2,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook)
8:37.0,M. Speights misses 2-pt shot from 19 ft,,97-103,,
8:36.0,,,97-103,,Defensive rebound by R. Westbrook
8:18.0,,,97-105,2,S. Ibaka makes 2-pt shot from 17 ft (assist by R. Westbrook)
8:04.0,L. Barbosa misses 2-pt shot from 3 ft,,97-105,,
8:03.0,Offensive rebound by M. Speights,,97-105,,
8:01.0,M. Speights misses 2-pt shot from 2 ft,,97-105,,
8:00.0,,,97-105,,Defensive rebound by S. Adams
7:49.0,,,97-105,,S. Ibaka misses 2-pt shot from 17 ft
7:48.0,Defensive rebound by M. Speights,,97-105,,
7:28.0,S. Livingston makes 2-pt shot from 5 ft (assist by M. Speights),2,99-105,,
7:06.0,,,99-107,2,D. Waiters makes 2-pt shot from 18 ft
6:50.0,Turnover by M. Speights (bad pass; steal by D. Waiters),,99-107,,
6:49.0,,,99-107,,Turnover by D. Waiters (step out of bounds)
6:49.0,,,99-107,,K. Durant enters the game for S. Adams
6:49.0,K. Thompson enters the game for H. Barnes,,99-107,,
6:49.0,S. Curry enters the game for L. Barbosa,,99-107,,
6:41.0,K. Thompson makes 2-pt shot from 11 ft (assist by S. Curry),2,101-107,,
6:25.0,,,101-109,2,K. Durant makes 2-pt shot from 13 ft (assist by R. Westbrook)
6:13.0,K. Thompson misses 2-pt shot from 2 ft,,101-109,,
6:12.0,Offensive rebound by K. Thompson,,101-109,,
6:12.0,K. Thompson makes 2-pt shot from 2 ft,2,103-109,,
5:57.0,,,103-111,2,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook)
5:43.0,Turnover by S. Curry (bad pass),,103-111,,
5:43.0,Official timeout,,103-111,,
5:43.0,D. Green enters the game for D. Lee,,103-111,,
5:30.0,,,103-114,3,S. Ibaka makes 3-pt shot from 24 ft (assist by R. Westbrook)
5:08.0,Shooting foul by S. Ibaka (drawn by K. Thompson),,103-114,,
5:08.0,K. Thompson makes free throw 1 of 2,1,104-114,,
5:08.0,K. Thompson misses free throw 2 of 2,,104-114,,
5:08.0,,,104-114,,Defensive rebound by R. Westbrook
4:46.0,,,104-114,,R. Westbrook misses 3-pt shot from 23 ft
4:45.0,Defensive rebound by S. Livingston,,104-114,,
4:34.0,S. Curry misses 2-pt shot from 22 ft,,104-114,,
4:33.0,,,104-114,,Defensive rebound by R. Westbrook
4:28.0,Personal foul by D. Green (drawn by R. Westbrook),,104-114,,
