time,Cleveland,pts.away,score,pts.home,Charlotte
7:58.0,,,6-7,,G. Henderson misses 2-pt shot from 5 ft
7:56.0,Defensive rebound by T. Thompson,,6-7,,
7:41.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by K. Irving),3,9-7,,
7:28.0,Personal foul by M. Miller (drawn by G. Henderson),,9-7,,
7:18.0,,,9-7,,G. Henderson misses 2-pt shot from 1 ft
7:18.0,,,9-7,,Offensive rebound by Team
7:18.0,Loose ball foul by M. Miller (drawn by C. Zeller),,9-7,,
7:18.0,D. Waiters enters the game for M. Miller,,9-7,,
7:03.0,,,9-7,,Turnover by B. Biyombo (3 sec)
6:54.0,K. Irving makes 2-pt shot from 1 ft,2,11-7,,
6:43.0,,,11-9,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
6:31.0,K. Irving misses 2-pt shot from 11 ft,,11-9,,
6:29.0,Offensive rebound by D. Waiters,,11-9,,
6:17.0,T. Thompson misses 2-pt shot from 6 ft,,11-9,,
6:16.0,,,11-9,,Defensive rebound by M. Kidd-Gilchrist
6:05.0,,,11-11,2,C. Zeller makes 2-pt shot from 18 ft (assist by G. Henderson)
5:38.0,T. Thompson misses 2-pt shot at rim,,11-11,,
5:36.0,Offensive rebound by Team,,11-11,,
5:36.0,,,11-11,,Charlotte full timeout
5:36.0,Jump ball: T. Thompson vs. C. Zeller (K. Irving gains possession),,,,Jump ball: T. Thompson vs. C. Zeller (K. Irving gains possession)
5:20.0,K. Love misses 3-pt shot from 26 ft,,11-11,,
5:19.0,,,11-11,,Defensive rebound by B. Biyombo
5:05.0,,,11-13,2,G. Henderson makes 2-pt shot from 6 ft
4:50.0,,,11-13,,Personal foul by C. Zeller (drawn by K. Love)
4:50.0,S. Marion enters the game for M. Dellavedova,,11-13,,
4:36.0,K. Irving makes 2-pt shot from 19 ft,2,13-13,,
4:19.0,,,13-15,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by C. Zeller)
4:02.0,D. Waiters misses 3-pt shot from 26 ft,,13-15,,
4:01.0,,,13-15,,Defensive rebound by B. Biyombo
3:52.0,,,13-15,,Offensive foul by G. Henderson
3:52.0,,,13-15,,Turnover by G. Henderson (offensive foul)
3:52.0,,,13-15,,G. Neal enters the game for G. Henderson
3:52.0,B. Haywood enters the game for T. Thompson,,13-15,,
3:36.0,K. Irving makes 2-pt shot from 20 ft (assist by D. Waiters),2,15-15,,
3:25.0,,,15-15,,K. Walker misses 2-pt shot from 19 ft
3:22.0,,,15-15,,Offensive rebound by C. Zeller
3:21.0,,,15-15,,J. Maxiell enters the game for B. Biyombo
3:21.0,,,15-15,,M. Williams enters the game for C. Zeller
3:07.0,,,15-15,,Shooting foul by D. Waiters (drawn by J. Maxiell)
3:07.0,,,15-16,1,J. Maxiell makes free throw 1 of 2
3:07.0,J. Jones enters the game for K. Love,,15-16,,
3:07.0,,,15-17,1,J. Maxiell makes free throw 2 of 2
2:51.0,K. Irving misses 3-pt shot from 25 ft,,15-17,,
2:50.0,,,15-17,,Defensive rebound by J. Maxiell
2:33.0,,,15-19,2,K. Walker makes 2-pt shot at rim
2:09.0,Shooting foul by M. Kidd-Gilchrist (drawn by S. Marion),,15-19,,
2:09.0,Cleveland full timeout,,15-19,,
2:09.0,,,15-19,,P. Hairston enters the game for M. Kidd-Gilchrist
2:09.0,S. Marion makes free throw 1 of 2,1,16-19,,
2:09.0,S. Marion misses free throw 2 of 2,,16-19,,
2:07.0,,,16-19,,Defensive rebound by M. Williams
1:54.0,,,16-19,,Shooting foul by B. Haywood (drawn by J. Maxiell)
1:54.0,,,16-19,,J. Maxiell misses free throw 1 of 2
1:54.0,,,16-19,,Offensive rebound by Team
1:54.0,,,16-19,,J. Maxiell misses free throw 2 of 2
1:53.0,Defensive rebound by S. Marion,,16-19,,
1:40.0,J. Jones misses 2-pt shot from 11 ft,,16-19,,
1:39.0,,,16-19,,Defensive rebound by J. Maxiell
1:22.0,,,16-19,,J. Maxiell misses 2-pt shot from 6 ft
1:21.0,Defensive rebound by S. Marion,,16-19,,
1:08.0,J. Jones misses 3-pt shot from 23 ft,,16-19,,
1:07.0,,,16-19,,Defensive rebound by Team
1:07.0,Loose ball foul by B. Haywood (drawn by J. Maxiell),,16-19,,
1:07.0,,,16-20,1,J. Maxiell makes free throw 1 of 2
1:07.0,M. Dellavedova enters the game for K. Irving,,16-20,,
1:07.0,T. Thompson enters the game for B. Haywood,,16-20,,
1:07.0,,,16-20,,J. Maxiell misses free throw 2 of 2
1:06.0,Defensive rebound by S. Marion,,16-20,,
0:55.0,Turnover by D. Waiters (lost ball; steal by M. Williams),,16-20,,
0:50.0,,,16-23,3,P. Hairston makes 3-pt shot from 25 ft (assist by G. Neal)
0:37.0,,,16-23,,Personal foul by K. Walker (drawn by M. Dellavedova)
0:31.0,D. Waiters misses 2-pt shot from 17 ft,,16-23,,
0:30.0,,,16-23,,Defensive rebound by M. Williams
0:08.0,,,16-25,2,P. Hairston makes 2-pt shot from 2 ft (assist by G. Neal)
0:01.0,S. Marion misses 2-pt shot from 1 ft,,16-25,,
0:00.0,,,16-25,,Defensive rebound by K. Walker
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Shooting foul by M. Williams (drawn by K. Love),,16-25,,
11:47.0,K. Love misses free throw 1 of 2,,16-25,,
11:47.0,Offensive rebound by Team,,16-25,,
11:47.0,K. Love makes free throw 2 of 2,1,17-25,,
11:33.0,,,17-25,,G. Neal misses 2-pt shot from 17 ft
11:32.0,Defensive rebound by S. Marion,,17-25,,
11:11.0,Shooting foul by P. Hairston (drawn by K. Love),,17-25,,
11:11.0,K. Love makes free throw 1 of 2,1,18-25,,
11:11.0,K. Love misses free throw 2 of 2,,18-25,,
11:10.0,,,18-25,,Defensive rebound by J. Maxiell
10:56.0,,,18-25,,P. Hairston misses 3-pt shot from 25 ft
10:53.0,,,18-25,,Offensive rebound by Team
10:53.0,K. Irving enters the game for D. Waiters,,18-25,,
10:37.0,,,18-25,,M. Williams misses 3-pt shot from 26 ft
10:35.0,,,18-25,,Offensive rebound by J. Maxiell
10:25.0,,,18-25,,M. Williams misses 3-pt shot from 23 ft
10:23.0,,,18-25,,Offensive rebound by M. Williams
10:19.0,,,18-25,,J. Maxiell misses 2-pt shot from 7 ft
10:18.0,Defensive rebound by S. Marion,,18-25,,
10:10.0,Shooting foul by P. Hairston (drawn by S. Marion),,18-25,,
10:10.0,S. Marion makes free throw 1 of 2,1,19-25,,
10:10.0,S. Marion makes free throw 2 of 2,1,20-25,,
9:53.0,,,20-25,,M. Williams misses 3-pt shot from 25 ft
9:52.0,Defensive rebound by M. Dellavedova,,20-25,,
9:39.0,K. Irving misses 2-pt shot at rim,,20-25,,
9:37.0,Offensive rebound by T. Thompson,,20-25,,
9:36.0,T. Thompson makes 2-pt shot at rim,2,22-25,,
9:18.0,,,22-28,3,M. Williams makes 3-pt shot from 25 ft (assist by G. Neal)
9:06.0,T. Thompson misses 2-pt shot from 16 ft,,22-28,,
9:04.0,,,22-28,,Defensive rebound by B. Roberts
8:56.0,,,22-28,,G. Neal misses 3-pt shot from 25 ft
8:55.0,Defensive rebound by K. Love,,22-28,,
8:45.0,K. Irving makes 2-pt shot from 10 ft,2,24-28,,
8:31.0,,,24-28,,B. Roberts misses 3-pt shot from 26 ft
8:30.0,Defensive rebound by Team,,24-28,,
8:30.0,,,24-28,,Loose ball foul by J. Maxiell (drawn by T. Thompson)
8:30.0,Official timeout,,24-28,,
8:30.0,M. Miller enters the game for S. Marion,,24-28,,
8:13.0,K. Love makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,26-28,,
7:55.0,,,26-28,,G. Neal misses 2-pt shot from 1 ft (block by T. Thompson)
7:55.0,,,26-28,,Offensive rebound by Team
7:55.0,,,26-28,,B. Biyombo enters the game for J. Maxiell
7:55.0,,,26-28,,C. Zeller enters the game for M. Williams
7:52.0,,,26-28,,C. Zeller misses 2-pt shot from 16 ft
7:52.0,Defensive rebound by Team,,26-28,,
7:52.0,,,26-28,,Loose ball foul by B. Biyombo (drawn by T. Thompson)
7:52.0,T. Thompson makes free throw 1 of 2,1,27-28,,
7:52.0,T. Thompson makes free throw 2 of 2,1,28-28,,
7:39.0,,,28-28,,C. Zeller misses 2-pt shot from 1 ft
7:37.0,,,28-28,,Offensive rebound by B. Biyombo
7:32.0,,,28-28,,G. Neal misses 3-pt shot from 25 ft
7:31.0,Defensive rebound by M. Dellavedova,,28-28,,
7:24.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,30-28,,
7:10.0,,,30-28,,C. Zeller misses 2-pt shot from 2 ft (block by T. Thompson)
7:09.0,Defensive rebound by Team,,30-28,,
6:56.0,M. Dellavedova misses 3-pt shot from 23 ft,,30-28,,
6:55.0,,,30-28,,Defensive rebound by C. Zeller
6:48.0,,,30-31,3,P. Hairston makes 3-pt shot from 25 ft (assist by B. Roberts)
6:35.0,Shooting foul by P. Hairston (drawn by T. Thompson),,30-31,,
6:35.0,T. Thompson makes free throw 1 of 2,1,31-31,,
6:35.0,,,31-31,,G. Henderson enters the game for G. Neal
6:35.0,,,31-31,,M. Kidd-Gilchrist enters the game for P. Hairston
6:35.0,T. Thompson misses free throw 2 of 2,,31-31,,
6:34.0,,,31-31,,Defensive rebound by B. Biyombo
6:23.0,,,31-33,2,B. Roberts makes 2-pt shot from 16 ft
6:08.0,K. Irving misses 2-pt shot from 13 ft,,31-33,,
6:06.0,,,31-33,,Defensive rebound by G. Henderson
5:56.0,,,31-35,2,M. Kidd-Gilchrist makes 2-pt shot from 7 ft
5:44.0,K. Love misses 2-pt shot from 18 ft,,31-35,,
5:43.0,,,31-35,,Defensive rebound by G. Henderson
5:35.0,,,31-35,,G. Henderson misses 2-pt shot from 16 ft
5:34.0,,,31-35,,Offensive rebound by Team
5:34.0,Personal foul by M. Miller (drawn by B. Biyombo),,31-35,,
5:34.0,,,31-35,,Charlotte full timeout
5:34.0,D. Waiters enters the game for M. Miller,,31-35,,
5:34.0,S. Marion enters the game for M. Dellavedova,,31-35,,
5:21.0,,,31-35,,M. Kidd-Gilchrist misses 2-pt shot from 7 ft (block by K. Love)
5:19.0,,,31-35,,Offensive rebound by M. Kidd-Gilchrist
5:16.0,,,31-37,2,B. Roberts makes 2-pt shot from 17 ft (assist by M. Kidd-Gilchrist)
4:55.0,S. Marion misses 3-pt shot from 23 ft,,31-37,,
4:54.0,,,31-37,,Defensive rebound by G. Henderson
4:45.0,,,31-37,,G. Henderson misses 2-pt shot from 2 ft
4:43.0,Defensive rebound by T. Thompson,,31-37,,
4:30.0,S. Marion misses 2-pt shot from 8 ft,,31-37,,
4:27.0,,,31-37,,Defensive rebound by Team
4:27.0,Loose ball foul by K. Love (drawn by M. Kidd-Gilchrist),,31-37,,
4:27.0,,,31-37,,K. Walker enters the game for B. Roberts
4:08.0,,,31-37,,G. Henderson misses 2-pt shot from 1 ft
4:05.0,,,31-37,,Offensive rebound by M. Kidd-Gilchrist
4:05.0,,,31-39,2,M. Kidd-Gilchrist makes 2-pt shot at rim
3:45.0,D. Waiters misses 2-pt shot from 1 ft,,31-39,,
3:44.0,Offensive rebound by T. Thompson,,31-39,,
3:42.0,T. Thompson misses 2-pt shot from 1 ft (block by C. Zeller),,31-39,,
3:40.0,,,31-39,,Defensive rebound by C. Zeller
3:29.0,,,31-39,,Turnover by G. Henderson (lost ball)
3:25.0,Shooting foul by B. Biyombo (drawn by D. Waiters),,31-39,,
3:25.0,D. Waiters misses free throw 1 of 2,,31-39,,
3:25.0,Offensive rebound by Team,,31-39,,
3:25.0,,,31-39,,M. Williams enters the game for B. Biyombo
3:25.0,D. Waiters makes free throw 2 of 2,1,32-39,,
3:05.0,,,32-39,,Shooting foul by S. Marion (drawn by G. Henderson)
3:05.0,,,32-40,1,G. Henderson makes free throw 1 of 2
3:05.0,,,32-41,1,G. Henderson makes free throw 2 of 2
2:52.0,T. Thompson misses 2-pt shot from 3 ft (block by C. Zeller),,32-41,,
2:50.0,,,32-41,,Defensive rebound by M. Kidd-Gilchrist
2:43.0,,,32-41,,M. Kidd-Gilchrist misses 2-pt shot from 3 ft (block by S. Marion)
2:41.0,,,32-41,,Offensive rebound by G. Henderson
2:35.0,,,32-41,,M. Williams misses 3-pt shot from 22 ft
2:34.0,Defensive rebound by D. Waiters,,32-41,,
2:23.0,K. Irving misses 3-pt shot from 24 ft,,32-41,,
2:20.0,,,32-41,,Defensive rebound by M. Kidd-Gilchrist
2:15.0,,,32-43,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
2:09.0,Cleveland full timeout,,32-43,,
2:07.0,,,32-43,,B. Roberts enters the game for M. Kidd-Gilchrist
2:07.0,,,32-43,,G. Neal enters the game for G. Henderson
1:51.0,K. Irving misses 2-pt shot from 19 ft,,32-43,,
1:49.0,Offensive rebound by T. Thompson,,32-43,,
1:39.0,D. Waiters makes 2-pt shot from 18 ft,2,34-43,,
1:19.0,,,34-43,,Turnover by M. Williams (bad pass; steal by D. Waiters)
1:14.0,D. Waiters makes 2-pt shot from 9 ft,2,36-43,,
0:59.0,,,36-43,,Turnover by B. Roberts (lost ball; steal by D. Waiters)
0:53.0,D. Waiters makes 2-pt shot from 1 ft (assist by K. Irving),2,38-43,,
0:41.0,,,38-43,,K. Walker misses 2-pt shot at rim
0:39.0,Defensive rebound by K. Love,,38-43,,
0:32.0,K. Love makes 2-pt shot from 1 ft (assist by S. Marion),2,40-43,,
0:18.0,,,40-46,3,G. Neal makes 3-pt shot from 26 ft (assist by K. Walker)
0:01.0,K. Irving misses 2-pt shot from 1 ft,,40-46,,
0:00.0,,,40-46,,Defensive rebound by K. Walker
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,K. Irving makes 2-pt shot from 11 ft (assist by K. Love),2,42-46,,
11:28.0,,,42-46,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
11:25.0,Jump ball: M. Dellavedova vs. M. Kidd-Gilchrist (G. Henderson gains possession),,,,Jump ball: M. Dellavedova vs. M. Kidd-Gilchrist (G. Henderson gains possession)
11:25.0,,,42-46,,Offensive rebound by Team
11:16.0,,,42-46,,G. Henderson misses 2-pt shot from 2 ft
11:15.0,Defensive rebound by T. Thompson,,42-46,,
11:08.0,K. Irving misses 2-pt shot at rim,,42-46,,
11:07.0,Offensive rebound by Team,,42-46,,
10:53.0,Turnover by K. Love (bad pass; steal by K. Walker),,42-46,,
10:48.0,,,42-48,2,G. Henderson makes 2-pt shot at rim (assist by K. Walker)
10:37.0,Cleveland full timeout,,42-48,,
10:27.0,K. Love makes 3-pt shot from 25 ft (assist by M. Miller),3,45-48,,
10:10.0,,,45-50,2,K. Walker makes 2-pt shot from 19 ft (assist by G. Henderson)
9:53.0,K. Love makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,48-50,,
9:34.0,,,48-50,,K. Walker misses 3-pt shot from 25 ft
9:32.0,Defensive rebound by K. Irving,,48-50,,
9:27.0,,,48-50,,Personal foul by B. Biyombo (drawn by T. Thompson)
9:15.0,K. Love makes 3-pt shot from 25 ft (assist by M. Miller),3,51-50,,
8:55.0,,,51-50,,Turnover by M. Kidd-Gilchrist (lost ball; steal by K. Irving)
8:52.0,Shooting foul by K. Walker (drawn by K. Irving),,51-50,,
8:52.0,K. Irving makes free throw 1 of 2,1,52-50,,
8:52.0,,,52-50,,M. Williams enters the game for C. Zeller
8:52.0,K. Irving makes free throw 2 of 2,1,53-50,,
8:33.0,,,53-52,2,G. Henderson makes 2-pt shot from 10 ft
8:18.0,Turnover by K. Irving (bad pass; steal by B. Biyombo),,53-52,,
8:12.0,Personal foul by M. Dellavedova (drawn by G. Henderson),,53-52,,
8:12.0,D. Waiters enters the game for M. Dellavedova,,53-52,,
8:04.0,,,53-52,,Turnover by B. Biyombo (lost ball; steal by K. Irving)
7:51.0,D. Waiters misses 2-pt shot from 1 ft,,53-52,,
7:50.0,Offensive rebound by T. Thompson,,53-52,,
7:50.0,T. Thompson makes 2-pt shot at rim,2,55-52,,
7:39.0,,,55-52,,G. Henderson misses 2-pt shot from 18 ft
7:37.0,Defensive rebound by K. Love,,55-52,,
7:27.0,K. Irving makes 2-pt shot from 14 ft,2,57-52,,
7:26.0,,,57-52,,Charlotte full timeout
7:16.0,,,57-52,,K. Walker misses 2-pt shot from 10 ft
7:15.0,Defensive rebound by K. Irving,,57-52,,
7:12.0,Shooting foul by M. Williams (drawn by T. Thompson),,57-52,,
7:12.0,T. Thompson misses free throw 1 of 2,,57-52,,
7:12.0,Offensive rebound by Team,,57-52,,
7:12.0,T. Thompson makes free throw 2 of 2,1,58-52,,
6:50.0,,,58-52,,K. Walker misses 2-pt shot from 17 ft
6:47.0,,,58-52,,Offensive rebound by M. Kidd-Gilchrist
6:41.0,,,58-52,,G. Henderson misses 2-pt shot from 14 ft
6:39.0,Defensive rebound by T. Thompson,,58-52,,
6:36.0,Turnover by T. Thompson (bad pass; steal by K. Walker),,58-52,,
6:36.0,,,58-52,,Turnover by K. Walker (bad pass)
6:25.0,K. Irving misses 2-pt shot from 19 ft,,58-52,,
6:24.0,,,58-52,,Defensive rebound by M. Kidd-Gilchrist
6:16.0,,,58-52,,Shooting foul by M. Miller (drawn by M. Kidd-Gilchrist)
6:16.0,,,58-52,,M. Kidd-Gilchrist misses free throw 1 of 2
6:16.0,,,58-52,,Offensive rebound by Team
6:16.0,S. Marion enters the game for M. Miller,,58-52,,
6:16.0,M. Dellavedova enters the game for K. Love,,58-52,,
6:16.0,,,58-53,1,M. Kidd-Gilchrist makes free throw 2 of 2
5:52.0,D. Waiters misses 2-pt shot from 19 ft,,58-53,,
5:51.0,,,58-53,,Defensive rebound by B. Biyombo
5:42.0,,,58-53,,M. Kidd-Gilchrist misses 2-pt shot from 17 ft
5:40.0,Defensive rebound by S. Marion,,58-53,,
5:31.0,S. Marion makes 2-pt shot from 5 ft (assist by M. Dellavedova),2,60-53,,
5:11.0,,,60-55,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by G. Henderson)
5:01.0,D. Waiters makes 2-pt shot from 1 ft,2,62-55,,
4:44.0,,,62-55,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by T. Thompson)
4:44.0,Defensive rebound by Team,,62-55,,
4:33.0,K. Irving misses 2-pt shot from 15 ft,,62-55,,
4:31.0,,,62-55,,Defensive rebound by M. Kidd-Gilchrist
4:19.0,,,62-55,,K. Walker misses 3-pt shot from 25 ft
4:17.0,,,62-55,,Offensive rebound by M. Williams
4:15.0,,,62-57,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by M. Williams)
4:15.0,,,62-57,,Shooting foul by S. Marion (drawn by M. Kidd-Gilchrist)
4:15.0,,,62-57,,G. Neal enters the game for G. Henderson
4:15.0,,,62-57,,J. Maxiell enters the game for B. Biyombo
4:15.0,M. Miller enters the game for K. Irving,,62-57,,
4:15.0,,,62-57,,M. Kidd-Gilchrist misses free throw 1 of 1
4:13.0,Defensive rebound by S. Marion,,62-57,,
3:59.0,D. Waiters makes 2-pt shot from 1 ft,2,64-57,,
3:45.0,,,64-57,,Turnover by M. Kidd-Gilchrist (lost ball; steal by D. Waiters)
3:38.0,D. Waiters misses 3-pt shot from 25 ft,,64-57,,
3:37.0,Offensive rebound by T. Thompson,,64-57,,
3:30.0,D. Waiters makes 2-pt shot from 1 ft,2,66-57,,
3:15.0,Personal foul by M. Dellavedova (drawn by K. Walker),,66-57,,
3:15.0,,,66-57,,P. Hairston enters the game for M. Kidd-Gilchrist
3:15.0,K. Love enters the game for T. Thompson,,66-57,,
3:02.0,,,66-57,,Shooting foul by D. Waiters (drawn by J. Maxiell)
3:02.0,,,66-58,1,J. Maxiell makes free throw 1 of 2
3:02.0,,,66-59,1,J. Maxiell makes free throw 2 of 2
2:51.0,K. Love misses 2-pt shot from 16 ft,,66-59,,
2:48.0,Offensive rebound by D. Waiters,,66-59,,
2:48.0,D. Waiters misses 2-pt shot from 1 ft,,66-59,,
2:46.0,,,66-59,,Defensive rebound by P. Hairston
2:44.0,,,66-59,,Shooting foul by M. Dellavedova (drawn by K. Walker)
2:44.0,,,66-60,1,K. Walker makes free throw 1 of 2
2:44.0,,,66-60,,K. Walker misses free throw 2 of 2
2:42.0,Defensive rebound by K. Love,,66-60,,
2:24.0,Shooting foul by P. Hairston (drawn by K. Love),,66-60,,
2:24.0,K. Love misses free throw 1 of 2,,66-60,,
2:24.0,Offensive rebound by Team,,66-60,,
2:24.0,K. Love misses free throw 2 of 2,,66-60,,
2:22.0,,,66-60,,Defensive rebound by M. Williams
2:11.0,,,66-60,,Turnover by G. Neal (lost ball; steal by D. Waiters)
2:05.0,D. Waiters makes 2-pt shot at rim,2,68-60,,
1:41.0,,,68-62,2,J. Maxiell makes 2-pt shot from 7 ft (assist by M. Williams)
1:27.0,,,68-62,,Personal foul by J. Maxiell (drawn by K. Love)
1:27.0,K. Love makes free throw 1 of 2,1,69-62,,
1:27.0,K. Love makes free throw 2 of 2,1,70-62,,
1:08.0,,,70-62,,P. Hairston misses 3-pt shot from 26 ft
1:07.0,Defensive rebound by M. Dellavedova,,70-62,,
0:59.0,M. Dellavedova misses 2-pt shot from 2 ft,,70-62,,
0:56.0,,,70-62,,Defensive rebound by G. Neal
0:51.0,,,70-64,2,G. Neal makes 2-pt shot from 19 ft
0:42.0,Turnover by M. Miller (lost ball),,70-64,,
0:42.0,T. Thompson enters the game for K. Love,,70-64,,
0:31.0,,,70-64,,G. Neal misses 3-pt shot from 26 ft
0:30.0,Defensive rebound by S. Marion,,70-64,,
0:10.0,D. Waiters misses 2-pt shot from 1 ft,,70-64,,
0:09.0,Offensive rebound by T. Thompson,,70-64,,
0:09.0,T. Thompson makes 2-pt shot at rim,2,72-64,,
0:02.0,,,72-64,,K. Walker misses 3-pt shot from 27 ft
0:00.0,,,72-64,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,72-64,,G. Neal misses 2-pt shot from 1 ft
11:39.0,Defensive rebound by T. Thompson,,72-64,,
11:30.0,,,72-64,,Personal foul by M. Williams (drawn by D. Waiters)
11:19.0,D. Waiters misses 2-pt shot from 19 ft,,72-64,,
11:17.0,Offensive rebound by S. Marion,,72-64,,
11:17.0,T. Thompson makes 2-pt shot at rim (assist by S. Marion),2,74-64,,
10:52.0,,,74-66,2,G. Neal makes 2-pt shot from 15 ft
10:30.0,Turnover by M. Miller (bad pass; steal by P. Hairston),,74-66,,
10:16.0,,,74-68,2,G. Neal makes 2-pt shot from 1 ft (assist by P. Hairston)
9:54.0,K. Irving misses 2-pt shot from 14 ft,,74-68,,
9:50.0,Offensive rebound by D. Waiters,,74-68,,
9:38.0,S. Marion misses 2-pt shot from 1 ft,,74-68,,
9:37.0,Offensive rebound by S. Marion,,74-68,,
9:37.0,S. Marion makes 2-pt shot from 1 ft,2,76-68,,
9:22.0,,,76-68,,J. Maxiell misses 2-pt shot from 6 ft
9:20.0,Defensive rebound by M. Miller,,76-68,,
9:05.0,S. Marion misses 3-pt shot from 25 ft,,76-68,,
9:05.0,,,76-68,,Defensive rebound by Team
9:05.0,,,76-68,,M. Kidd-Gilchrist enters the game for M. Williams
8:58.0,,,76-68,,Shooting foul by S. Marion (drawn by J. Maxiell)
8:58.0,Official timeout,,76-68,,
8:58.0,K. Love enters the game for M. Miller,,76-68,,
8:58.0,M. Dellavedova enters the game for S. Marion,,76-68,,
8:58.0,,,76-69,1,J. Maxiell makes free throw 1 of 2
8:58.0,,,76-69,,J. Maxiell misses free throw 2 of 2
8:57.0,Defensive rebound by T. Thompson,,76-69,,
8:35.0,D. Waiters makes 2-pt shot from 17 ft,2,78-69,,
8:21.0,,,78-71,2,G. Neal makes 2-pt shot from 10 ft
8:05.0,K. Irving makes 2-pt shot from 16 ft (assist by D. Waiters),2,80-71,,
7:48.0,,,80-71,,G. Neal misses 3-pt shot from 27 ft
7:45.0,Defensive rebound by K. Irving,,80-71,,
7:42.0,K. Love makes 2-pt shot from 1 ft (assist by K. Irving),2,82-71,,
7:42.0,,,82-71,,Charlotte full timeout
7:17.0,,,82-71,,P. Hairston misses 2-pt shot from 2 ft
7:16.0,,,82-71,,Offensive rebound by P. Hairston
7:12.0,,,82-71,,K. Walker misses 3-pt shot from 25 ft
7:11.0,Defensive rebound by K. Love,,82-71,,
6:53.0,D. Waiters misses 2-pt shot from 17 ft,,82-71,,
6:52.0,,,82-71,,Defensive rebound by J. Maxiell
6:40.0,,,82-71,,G. Neal misses 2-pt shot from 1 ft
6:39.0,Defensive rebound by M. Dellavedova,,82-71,,
6:23.0,K. Irving misses 2-pt shot at rim (block by J. Maxiell),,82-71,,
6:23.0,,,82-71,,Defensive rebound by Team
6:23.0,,,82-71,,B. Biyombo enters the game for J. Maxiell
6:12.0,,,82-71,,Offensive charge foul by M. Kidd-Gilchrist
6:12.0,,,82-71,,Turnover by M. Kidd-Gilchrist (offensive foul)
6:12.0,,,82-71,,G. Henderson enters the game for G. Neal
5:59.0,K. Love misses 2-pt shot from 5 ft,,82-71,,
5:58.0,,,82-71,,Defensive rebound by G. Henderson
5:53.0,,,82-73,2,K. Walker makes 2-pt shot from 1 ft
5:53.0,,,82-73,,Shooting foul by K. Love (drawn by K. Walker)
5:53.0,,,82-73,,M. Williams enters the game for P. Hairston
