time,Milwaukee,pts.away,score,pts.home,Chicago
7:59.0,,,9-0,,Chicago full timeout
7:43.0,,,9-0,,D. Rose misses 2-pt shot from 2 ft (block by E. Ilyasova)
7:41.0,Defensive rebound by M. Carter-Williams,,9-0,,
7:37.0,K. Middleton misses 3-pt shot from 25 ft,,9-0,,
7:36.0,Offensive rebound by Team,,9-0,,
7:31.0,,,9-0,,Personal foul by M. Dunleavy (drawn by K. Middleton)
7:19.0,Turnover by E. Ilyasova (bad pass; steal by P. Gasol),,9-0,,
7:09.0,,,9-2,2,J. Noah makes 2-pt shot from 1 ft (assist by J. Butler)
6:50.0,E. Ilyasova misses 3-pt shot from 24 ft,,9-2,,
6:49.0,,,9-2,,Defensive rebound by P. Gasol
6:40.0,,,9-4,2,P. Gasol makes 2-pt shot from 16 ft (assist by D. Rose)
6:23.0,Turnover by M. Carter-Williams (lost ball; steal by D. Rose),,9-4,,
6:19.0,,,9-4,,Shooting foul by Z. Pachulia (drawn by D. Rose)
6:19.0,,,9-5,1,D. Rose makes free throw 1 of 2
6:19.0,,,9-6,1,D. Rose makes free throw 2 of 2
6:00.0,G. Antetokounmpo misses 2-pt shot from 10 ft,,9-6,,
6:00.0,,,9-6,,Defensive rebound by Team
5:46.0,,,9-8,2,D. Rose makes 2-pt shot from 1 ft (assist by J. Noah)
5:34.0,M. Carter-Williams misses 2-pt shot from 2 ft (block by P. Gasol),,9-8,,
5:32.0,,,9-8,,Defensive rebound by P. Gasol
5:31.0,,,9-8,,Chicago full timeout
5:19.0,,,9-8,,J. Butler misses 2-pt shot from 4 ft (block by G. Antetokounmpo)
5:18.0,,,9-8,,Offensive rebound by J. Butler
5:18.0,Personal foul by M. Carter-Williams (drawn by J. Butler),,9-8,,
5:04.0,,,9-11,3,J. Butler makes 3-pt shot from 25 ft (assist by J. Noah)
4:45.0,M. Carter-Williams makes 2-pt shot from 4 ft,2,11-11,,
4:19.0,,,11-11,,J. Butler misses 2-pt shot from 19 ft
4:18.0,Defensive rebound by M. Carter-Williams,,11-11,,
4:11.0,E. Ilyasova misses 2-pt shot from 2 ft,,11-11,,
4:10.0,,,11-11,,Defensive rebound by J. Noah
4:03.0,,,11-13,2,P. Gasol makes 2-pt shot from 1 ft (assist by J. Butler)
3:49.0,M. Carter-Williams misses 2-pt shot from 18 ft,,11-13,,
3:48.0,,,11-13,,Defensive rebound by P. Gasol
3:39.0,,,11-13,,Turnover by D. Rose (lost ball; steal by K. Middleton)
3:35.0,K. Middleton misses 2-pt shot from 2 ft (block by J. Butler),,11-13,,
3:33.0,Offensive rebound by K. Middleton,,11-13,,
3:26.0,Z. Pachulia makes 2-pt shot from 14 ft (assist by K. Middleton),2,13-13,,
3:06.0,,,13-15,2,J. Butler makes 2-pt shot from 2 ft (assist by J. Noah)
2:53.0,Z. Pachulia misses 2-pt shot from 13 ft,,13-15,,
2:52.0,,,13-15,,Defensive rebound by P. Gasol
2:43.0,,,13-15,,Shooting foul by E. Ilyasova (drawn by J. Butler)
2:43.0,Milwaukee full timeout,,13-15,,
2:43.0,,,13-15,,T. Gibson enters the game for J. Noah
2:43.0,J. Dudley enters the game for E. Ilyasova,,13-15,,
2:43.0,J. Henson enters the game for Z. Pachulia,,13-15,,
2:43.0,,,13-16,1,J. Butler makes free throw 1 of 2
2:43.0,,,13-16,,J. Butler misses free throw 2 of 2
2:40.0,Defensive rebound by J. Henson,,13-16,,
2:23.0,Turnover by G. Antetokounmpo (lost ball),,13-16,,
2:07.0,,,13-18,2,T. Gibson makes 2-pt shot from 5 ft (assist by P. Gasol)
1:59.0,Offensive foul by G. Antetokounmpo,,13-18,,
1:59.0,Turnover by G. Antetokounmpo (offensive foul),,13-18,,
1:42.0,,,13-20,2,T. Gibson makes 2-pt shot from 4 ft (assist by P. Gasol)
1:42.0,,,13-20,,Shooting foul by J. Dudley (drawn by T. Gibson)
1:42.0,O. Mayo enters the game for G. Antetokounmpo,,13-20,,
1:42.0,,,13-21,1,T. Gibson makes free throw 1 of 1
1:32.0,,,13-21,,Personal foul by P. Gasol (drawn by M. Carter-Williams)
1:32.0,,,13-21,,K. Hinrich enters the game for J. Butler
1:31.0,,,13-21,,Violation by P. Gasol (kicked ball)
1:22.0,J. Henson misses 2-pt shot from 3 ft,,13-21,,
1:21.0,Offensive rebound by J. Henson,,13-21,,
1:14.0,O. Mayo misses 3-pt shot from 25 ft,,13-21,,
1:14.0,Offensive rebound by Team,,13-21,,
1:13.0,K. Middleton makes 2-pt shot from 2 ft (assist by M. Carter-Williams),2,15-21,,
1:13.0,Shooting foul by M. Dunleavy (drawn by K. Middleton),,15-21,,
1:13.0,K. Middleton makes free throw 1 of 1,1,16-21,,
1:01.0,,,16-21,,Shooting foul by J. Dudley (drawn by T. Gibson)
1:01.0,,,16-22,1,T. Gibson makes free throw 1 of 2
1:01.0,E. Ilyasova enters the game for J. Dudley,,16-22,,
1:01.0,,,16-22,,N. Mirotic enters the game for M. Dunleavy
1:01.0,,,16-22,,T. Gibson misses free throw 2 of 2
1:00.0,Defensive rebound by O. Mayo,,16-22,,
0:52.0,O. Mayo misses 2-pt shot from 1 ft,,16-22,,
0:52.0,Offensive rebound by J. Henson,,16-22,,
0:52.0,J. Henson makes 2-pt shot from 1 ft,2,18-22,,
0:41.0,,,18-22,,Turnover by D. Rose (lost ball; steal by J. Henson)
0:35.0,K. Middleton makes 3-pt shot from 24 ft (assist by M. Carter-Williams),3,21-22,,
0:24.0,,,21-22,,Turnover by P. Gasol (lost ball; steal by K. Middleton)
0:20.0,K. Middleton makes 2-pt shot from 1 ft (assist by O. Mayo),2,23-22,,
0:03.0,,,23-22,,K. Hinrich misses 2-pt shot from 5 ft
0:01.0,,,23-22,,Offensive rebound by T. Gibson
0:01.0,,,23-22,,T. Gibson misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by E. Ilyasova,,23-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,J. Henson makes 2-pt shot at rim (assist by O. Mayo),2,25-22,,
11:18.0,,,25-22,,T. Gibson misses 2-pt shot from 17 ft
11:17.0,,,25-22,,Offensive rebound by J. Noah
11:13.0,,,25-24,2,A. Brooks makes 2-pt shot from 18 ft (assist by J. Noah)
10:57.0,J. Henson misses 2-pt shot from 2 ft (block by J. Noah),,25-24,,
10:57.0,Offensive rebound by Team,,25-24,,
10:47.0,K. Middleton makes 2-pt shot from 21 ft,2,27-24,,
10:46.0,Violation by Team (delay of game),,27-24,,
10:37.0,Personal foul by O. Mayo (drawn by J. Butler),,27-24,,
10:29.0,,,27-24,,Turnover by J. Butler (bad pass)
10:20.0,,,27-24,,Personal foul by N. Mirotic (drawn by O. Mayo)
10:20.0,,,27-24,,T. Snell enters the game for T. Gibson
10:07.0,K. Middleton misses 2-pt shot from 17 ft,,27-24,,
10:06.0,Offensive rebound by K. Middleton,,27-24,,
10:03.0,Turnover by K. Middleton (lost ball; steal by J. Butler),,27-24,,
9:59.0,,,27-24,,J. Butler misses 2-pt shot from 1 ft
9:59.0,,,27-24,,Offensive rebound by J. Butler
9:59.0,,,27-24,,Shooting foul by J. Bayless (drawn by J. Butler)
9:59.0,,,27-25,1,J. Butler makes free throw 1 of 2
9:59.0,,,27-26,1,J. Butler makes free throw 2 of 2
9:46.0,Shooting foul by A. Brooks (drawn by J. Bayless),,27-26,,
9:46.0,J. Bayless makes free throw 1 of 2,1,28-26,,
9:46.0,G. Antetokounmpo enters the game for K. Middleton,,28-26,,
9:46.0,J. Bayless makes free throw 2 of 2,1,29-26,,
9:33.0,,,29-29,3,A. Brooks makes 3-pt shot from 25 ft
9:23.0,,,29-29,,Personal foul by A. Brooks (drawn by J. Bayless)
9:15.0,Turnover by J. Bayless (lost ball),,29-29,,
8:58.0,,,29-29,,J. Butler misses 2-pt shot from 4 ft
8:57.0,,,29-29,,Offensive rebound by J. Noah
8:57.0,,,29-31,2,J. Noah makes 2-pt shot from 2 ft
8:44.0,J. Bayless misses 2-pt shot from 18 ft,,29-31,,
8:43.0,,,29-31,,Defensive rebound by A. Brooks
8:24.0,,,29-31,,A. Brooks misses 2-pt shot from 7 ft
8:21.0,Defensive rebound by J. Bayless,,29-31,,
8:08.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by J. Henson),3,32-31,,
7:48.0,,,32-33,2,J. Noah makes 2-pt shot from 2 ft
7:24.0,E. Ilyasova misses 3-pt shot from 23 ft,,32-33,,
7:23.0,,,32-33,,Defensive rebound by T. Snell
7:11.0,,,32-33,,A. Brooks misses 3-pt shot from 27 ft
7:10.0,Defensive rebound by J. Henson,,32-33,,
7:05.0,Offensive foul by J. Bayless,,32-33,,
7:05.0,Turnover by J. Bayless (offensive foul),,32-33,,
7:05.0,,,32-33,,Chicago full timeout
7:05.0,Z. Pachulia enters the game for J. Henson,,32-33,,
7:05.0,M. Carter-Williams enters the game for J. Bayless,,32-33,,
7:05.0,,,32-33,,D. Rose enters the game for A. Brooks
6:49.0,,,32-35,2,J. Noah makes 2-pt shot from 4 ft
6:34.0,G. Antetokounmpo makes 2-pt shot from 9 ft (assist by M. Carter-Williams),2,34-35,,
6:24.0,,,34-37,2,J. Butler makes 2-pt shot from 18 ft (assist by D. Rose)
6:18.0,O. Mayo makes 2-pt shot from 3 ft (assist by M. Carter-Williams),2,36-37,,
6:18.0,Shooting foul by J. Butler (drawn by O. Mayo),,36-37,,
6:18.0,,,36-37,,Technical foul by J. Butler (drawn by O. Mayo)
6:18.0,Technical foul by O. Mayo,,36-37,,
6:18.0,O. Mayo makes free throw 1 of 1,1,37-37,,
6:06.0,,,37-37,,N. Mirotic misses 3-pt shot from 25 ft
6:05.0,Defensive rebound by E. Ilyasova,,37-37,,
5:56.0,G. Antetokounmpo misses 2-pt shot from 11 ft,,37-37,,
5:56.0,,,37-37,,Defensive rebound by Team
5:56.0,,,37-37,,Chicago full timeout
5:56.0,,,37-37,,M. Dunleavy enters the game for T. Snell
5:37.0,Violation by Z. Pachulia (kicked ball),,37-37,,
5:23.0,,,37-37,,N. Mirotic misses 3-pt shot from 24 ft
5:23.0,,,37-37,,Offensive rebound by Team
5:23.0,,,37-37,,Turnover by Team (shot clock)
5:07.0,G. Antetokounmpo makes 2-pt shot from 8 ft,2,39-37,,
4:46.0,,,39-37,,D. Rose misses 3-pt shot from 26 ft
4:45.0,,,39-37,,Offensive rebound by J. Noah
4:42.0,,,39-39,2,D. Rose makes 2-pt shot from 2 ft (assist by N. Mirotic)
4:25.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by J. Noah),,39-39,,
4:24.0,,,39-39,,Defensive rebound by N. Mirotic
4:17.0,,,39-39,,J. Butler misses 3-pt shot from 22 ft
4:15.0,,,39-39,,Offensive rebound by J. Noah
4:12.0,,,39-42,3,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Noah)
3:55.0,O. Mayo makes 3-pt shot from 24 ft (assist by M. Carter-Williams),3,42-42,,
3:41.0,Personal foul by O. Mayo (drawn by J. Noah),,42-42,,
3:41.0,,,42-42,,P. Gasol enters the game for J. Noah
3:39.0,,,42-42,,Turnover by M. Dunleavy (bad pass; steal by Z. Pachulia)
3:33.0,M. Carter-Williams makes 2-pt shot from 13 ft,2,44-42,,
3:14.0,,,44-44,2,P. Gasol makes 2-pt shot from 2 ft (assist by N. Mirotic)
3:04.0,,,44-44,,Personal foul by N. Mirotic (drawn by M. Carter-Williams)
3:04.0,M. Carter-Williams makes free throw 1 of 2,1,45-44,,
3:04.0,M. Carter-Williams makes free throw 2 of 2,1,46-44,,
2:57.0,,,46-44,,Turnover by D. Rose (bad pass)
2:57.0,Milwaukee full timeout,,46-44,,
2:57.0,K. Middleton enters the game for O. Mayo,,46-44,,
2:46.0,M. Carter-Williams makes 2-pt shot from 2 ft,2,48-44,,
2:29.0,,,48-44,,N. Mirotic misses 3-pt shot from 25 ft
2:28.0,Defensive rebound by M. Carter-Williams,,48-44,,
2:20.0,E. Ilyasova misses 2-pt shot from 19 ft,,48-44,,
2:19.0,,,48-44,,Defensive rebound by J. Butler
2:14.0,,,48-44,,Shooting foul by M. Carter-Williams (drawn by D. Rose)
2:14.0,,,48-44,,D. Rose misses free throw 1 of 2
2:14.0,,,48-44,,Offensive rebound by Team
2:14.0,,,48-44,,T. Gibson enters the game for N. Mirotic
2:14.0,,,48-45,1,D. Rose makes free throw 2 of 2
2:00.0,Turnover by M. Carter-Williams (back court),,48-45,,
1:51.0,,,48-47,2,T. Gibson makes 2-pt shot from 3 ft (assist by J. Butler)
1:32.0,Z. Pachulia misses 2-pt shot from 2 ft (block by T. Gibson),,48-47,,
1:30.0,,,48-47,,Defensive rebound by T. Gibson
1:27.0,,,48-47,,Turnover by D. Rose (bad pass; steal by K. Middleton)
1:14.0,Z. Pachulia makes 2-pt shot from 16 ft (assist by G. Antetokounmpo),2,50-47,,
1:04.0,,,50-49,2,P. Gasol makes 2-pt shot from 18 ft (assist by J. Butler)
0:48.0,G. Antetokounmpo misses 2-pt shot from 8 ft,,50-49,,
0:47.0,Offensive rebound by Z. Pachulia,,50-49,,
0:42.0,M. Carter-Williams makes 2-pt shot from 8 ft,2,52-49,,
0:27.0,,,52-49,,P. Gasol misses 2-pt shot from 4 ft
0:24.0,Defensive rebound by M. Carter-Williams,,52-49,,
0:03.0,K. Middleton misses 3-pt shot from 24 ft,,52-49,,
0:01.0,,,52-49,,Defensive rebound by D. Rose
0:00.0,,,52-49,,D. Rose misses 3-pt shot from 49 ft
0:00.0,,,52-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,52-49,,
11:41.0,,,52-49,,Defensive rebound by P. Gasol
11:25.0,,,52-49,,J. Butler misses 3-pt shot from 25 ft
11:24.0,Defensive rebound by M. Carter-Williams,,52-49,,
11:12.0,E. Ilyasova misses 2-pt shot from 15 ft,,52-49,,
11:11.0,,,52-49,,Defensive rebound by P. Gasol
11:00.0,,,52-49,,M. Dunleavy misses 3-pt shot from 25 ft
10:59.0,Defensive rebound by Z. Pachulia,,52-49,,
10:45.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,52-49,,
10:44.0,,,52-49,,Defensive rebound by P. Gasol
10:39.0,,,52-49,,J. Butler misses 2-pt shot from 2 ft
10:38.0,Defensive rebound by E. Ilyasova,,52-49,,
10:19.0,K. Middleton misses 2-pt shot from 16 ft,,52-49,,
10:18.0,,,52-49,,Defensive rebound by P. Gasol
10:05.0,,,52-49,,D. Rose misses 2-pt shot from 5 ft (block by M. Carter-Williams)
10:02.0,Jump ball: M. Carter-Williams vs. D. Rose (G. Antetokounmpo gains possession),,,,Jump ball: M. Carter-Williams vs. D. Rose (G. Antetokounmpo gains possession)
10:02.0,Defensive rebound by Team,,52-49,,
9:53.0,,,52-49,,Personal foul by M. Dunleavy (drawn by G. Antetokounmpo)
9:49.0,K. Middleton misses 2-pt shot at rim,,52-49,,
9:43.0,Offensive rebound by K. Middleton,,52-49,,
9:42.0,Turnover by K. Middleton (offensive goaltending),,52-49,,
9:27.0,,,52-49,,D. Rose misses 2-pt shot from 3 ft
9:25.0,,,52-49,,Offensive rebound by P. Gasol
9:25.0,,,52-49,,P. Gasol misses 2-pt shot from 1 ft
9:23.0,Defensive rebound by Z. Pachulia,,52-49,,
9:19.0,E. Ilyasova misses 2-pt shot from 3 ft,,52-49,,
9:17.0,Offensive rebound by G. Antetokounmpo,,52-49,,
9:17.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,54-49,,
9:17.0,Shooting foul by J. Butler (drawn by G. Antetokounmpo),,54-49,,
9:17.0,G. Antetokounmpo makes free throw 1 of 1,1,55-49,,
9:02.0,Personal foul by E. Ilyasova (drawn by J. Noah),,55-49,,
8:59.0,Personal foul by Z. Pachulia (drawn by J. Noah),,55-49,,
8:46.0,,,55-52,3,J. Butler makes 3-pt shot from 25 ft (assist by P. Gasol)
8:25.0,M. Carter-Williams misses 2-pt shot from 15 ft (block by P. Gasol),,55-52,,
8:23.0,,,55-52,,Defensive rebound by J. Noah
8:19.0,,,55-52,,Chicago full timeout
8:19.0,J. Bayless enters the game for M. Carter-Williams,,55-52,,
8:02.0,,,55-54,2,P. Gasol makes 2-pt shot from 18 ft (assist by J. Butler)
7:54.0,,,55-54,,Personal foul by M. Dunleavy (drawn by K. Middleton)
7:54.0,,,55-54,,T. Snell enters the game for M. Dunleavy
7:39.0,E. Ilyasova misses 3-pt shot from 23 ft,,55-54,,
7:38.0,Offensive rebound by G. Antetokounmpo,,55-54,,
7:27.0,Z. Pachulia makes 2-pt shot from 13 ft,2,57-54,,
7:27.0,Shooting foul by J. Butler (drawn by Z. Pachulia),,57-54,,
7:27.0,Z. Pachulia makes free throw 1 of 1,1,58-54,,
7:14.0,,,58-54,,Turnover by P. Gasol (bad pass; steal by K. Middleton)
7:10.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by K. Middleton),2,60-54,,
6:51.0,Personal foul by Z. Pachulia (drawn by P. Gasol),,60-54,,
6:47.0,,,60-54,,Turnover by D. Rose (bad pass; steal by Z. Pachulia)
6:34.0,Turnover by K. Middleton (bad pass; steal by J. Butler),,60-54,,
6:32.0,,,60-54,,Shooting foul by G. Antetokounmpo (drawn by J. Butler)
6:32.0,,,60-55,1,J. Butler makes free throw 1 of 2
6:32.0,,,60-56,1,J. Butler makes free throw 2 of 2
6:13.0,Z. Pachulia makes 2-pt shot from 17 ft (assist by G. Antetokounmpo),2,62-56,,
5:58.0,,,62-56,,J. Butler misses 2-pt shot from 2 ft
5:58.0,,,62-56,,Offensive rebound by J. Noah
5:58.0,Personal foul by K. Middleton (drawn by J. Noah),,62-56,,
5:58.0,,,62-56,,Chicago full timeout
5:58.0,,,62-56,,J. Noah misses free throw 1 of 2
5:58.0,,,62-56,,Offensive rebound by Team
5:58.0,,,62-56,,J. Noah misses free throw 2 of 2
5:55.0,Defensive rebound by Z. Pachulia,,62-56,,
5:33.0,K. Middleton makes 2-pt shot from 19 ft (assist by Z. Pachulia),2,64-56,,
5:08.0,,,64-56,,D. Rose misses 3-pt shot from 27 ft
5:07.0,,,64-56,,Offensive rebound by J. Noah
5:05.0,,,64-58,2,P. Gasol makes 2-pt shot at rim (assist by J. Noah)
4:52.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,67-58,,
4:35.0,Violation by E. Ilyasova (kicked ball),,67-58,,
4:35.0,,,67-58,,T. Gibson enters the game for J. Noah
4:21.0,,,67-58,,D. Rose misses 2-pt shot from 14 ft
4:20.0,Defensive rebound by J. Bayless,,67-58,,
4:04.0,E. Ilyasova misses 3-pt shot from 24 ft,,67-58,,
4:03.0,,,67-58,,Defensive rebound by T. Snell
3:55.0,Personal foul by E. Ilyasova (drawn by T. Gibson),,67-58,,
3:55.0,,,67-59,1,T. Gibson makes free throw 1 of 2
3:55.0,J. Dudley enters the game for E. Ilyasova,,67-59,,
3:55.0,,,67-60,1,T. Gibson makes free throw 2 of 2
3:32.0,J. Dudley misses 2-pt shot from 20 ft,,67-60,,
3:31.0,,,67-60,,Defensive rebound by D. Rose
3:30.0,Personal foul by G. Antetokounmpo (drawn by J. Butler),,67-60,,
3:30.0,,,67-61,1,J. Butler makes free throw 1 of 2
3:30.0,,,67-61,,A. Brooks enters the game for D. Rose
3:30.0,J. Henson enters the game for Z. Pachulia,,67-61,,
3:30.0,,,67-62,1,J. Butler makes free throw 2 of 2
3:15.0,Turnover by J. Dudley (bad pass; steal by J. Butler),,67-62,,
3:09.0,,,67-62,,Turnover by J. Butler (bad pass; steal by J. Dudley)
2:54.0,J. Bayless misses 2-pt shot from 7 ft (block by T. Gibson),,67-62,,
2:54.0,,,67-62,,Defensive rebound by Team
2:54.0,Loose ball foul by J. Bayless (drawn by P. Gasol),,67-62,,
2:54.0,Milwaukee full timeout,,67-62,,
2:54.0,O. Mayo enters the game for G. Antetokounmpo,,67-62,,
2:54.0,M. Carter-Williams enters the game for J. Bayless,,67-62,,
2:54.0,,,67-63,1,P. Gasol makes free throw 1 of 2
2:54.0,,,67-63,,D. Rose enters the game for A. Brooks
2:54.0,,,67-63,,P. Gasol misses free throw 2 of 2
2:50.0,Defensive rebound by O. Mayo,,67-63,,
2:34.0,J. Henson misses 2-pt shot from 2 ft,,67-63,,
2:33.0,,,67-63,,Defensive rebound by J. Butler
2:14.0,,,67-63,,Turnover by D. Rose (bad pass; steal by J. Dudley)
2:05.0,K. Middleton makes 2-pt shot from 2 ft (assist by M. Carter-Williams),2,69-63,,
1:48.0,,,69-65,2,T. Gibson makes 2-pt shot at rim (assist by P. Gasol)
1:40.0,,,69-65,,Personal foul by T. Snell (drawn by O. Mayo)
1:40.0,O. Mayo makes free throw 1 of 2,1,70-65,,
1:40.0,O. Mayo makes free throw 2 of 2,1,71-65,,
1:27.0,,,71-67,2,P. Gasol makes 2-pt shot from 1 ft (assist by T. Snell)
1:27.0,,,71-67,,Shooting foul by J. Dudley (drawn by P. Gasol)
1:27.0,,,71-68,1,P. Gasol makes free throw 1 of 1
1:11.0,,,71-68,,Personal foul by D. Rose (drawn by J. Dudley)
1:11.0,J. Dudley makes free throw 1 of 2,1,72-68,,
1:11.0,J. Dudley makes free throw 2 of 2,1,73-68,,
0:59.0,,,73-68,,Turnover by P. Gasol (bad pass; steal by M. Carter-Williams)
0:46.0,O. Mayo misses 3-pt shot from 26 ft,,73-68,,
0:45.0,,,73-68,,Defensive rebound by T. Gibson
0:29.0,,,73-68,,D. Rose misses 3-pt shot from 26 ft
0:28.0,,,73-68,,Offensive rebound by Team
0:28.0,Loose ball foul by J. Dudley (drawn by P. Gasol),,73-68,,
0:28.0,,,73-69,1,P. Gasol makes free throw 1 of 2
0:28.0,,,73-70,1,P. Gasol makes free throw 2 of 2
0:08.0,J. Dudley makes 3-pt shot from 25 ft (assist by O. Mayo),3,76-70,,
0:02.0,,,76-70,,J. Butler misses 2-pt shot from 10 ft
0:01.0,,,76-70,,Offensive rebound by P. Gasol
0:01.0,,,76-70,,P. Gasol misses 2-pt shot from 1 ft
0:00.0,,,76-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,76-70,,T. Snell misses 3-pt shot from 24 ft
11:33.0,Defensive rebound by J. Henson,,76-70,,
11:19.0,M. Carter-Williams makes 2-pt shot from 4 ft,2,78-70,,
11:06.0,,,78-72,2,D. Rose makes 2-pt shot from 2 ft
10:53.0,Turnover by O. Mayo (bad pass; steal by T. Gibson),,78-72,,
10:38.0,,,78-72,,T. Gibson misses 2-pt shot from 1 ft
10:37.0,,,78-72,,Offensive rebound by J. Noah
10:37.0,,,78-72,,J. Noah misses 2-pt shot from 3 ft
10:36.0,Defensive rebound by J. Henson,,78-72,,
10:25.0,J. Dudley misses 3-pt shot from 24 ft,,78-72,,
10:22.0,,,78-72,,Defensive rebound by J. Noah
10:18.0,,,78-72,,D. Rose misses 2-pt shot from 2 ft (block by O. Mayo)
10:18.0,,,78-72,,Offensive rebound by Team
10:06.0,,,78-72,,D. Rose misses 2-pt shot from 4 ft (block by M. Carter-Williams)
10:06.0,,,78-72,,Offensive rebound by Team
10:02.0,,,78-72,,T. Gibson misses 2-pt shot from 19 ft
10:01.0,Defensive rebound by J. Dudley,,78-72,,
9:49.0,M. Carter-Williams makes 2-pt shot from 2 ft,2,80-72,,
9:37.0,,,80-72,,D. Rose misses 2-pt shot from 1 ft (block by J. Henson)
9:35.0,Defensive rebound by K. Middleton,,80-72,,
9:16.0,Turnover by J. Henson (bad pass; steal by J. Noah),,80-72,,
9:08.0,,,80-74,2,J. Butler makes 2-pt shot from 20 ft
9:08.0,,,80-74,,Shooting foul by M. Carter-Williams (drawn by J. Butler)
9:08.0,,,80-75,1,J. Butler makes free throw 1 of 1
8:49.0,O. Mayo misses 2-pt shot from 4 ft,,80-75,,
8:48.0,Offensive rebound by J. Henson,,80-75,,
8:48.0,J. Henson misses 2-pt shot at rim,,80-75,,
8:47.0,,,80-75,,Defensive rebound by D. Rose
8:37.0,,,80-75,,J. Butler misses 2-pt shot from 3 ft
8:36.0,,,80-75,,Offensive rebound by J. Butler
8:36.0,,,80-75,,J. Butler misses 2-pt shot from 3 ft
8:35.0,,,80-75,,Offensive rebound by J. Noah
8:35.0,,,80-77,2,J. Noah makes 2-pt shot from 1 ft
8:32.0,Milwaukee full timeout,,80-77,,
8:32.0,,,80-77,,N. Mirotic enters the game for T. Gibson
8:32.0,G. Antetokounmpo enters the game for K. Middleton,,80-77,,
8:14.0,M. Carter-Williams makes 2-pt shot from 2 ft,2,82-77,,
7:49.0,,,82-77,,D. Rose misses 3-pt shot from 24 ft
7:48.0,,,82-77,,Offensive rebound by J. Noah
7:48.0,,,82-77,,J. Noah misses 2-pt shot from 2 ft
7:48.0,Defensive rebound by J. Henson,,82-77,,
7:45.0,Shooting foul by T. Snell (drawn by O. Mayo),,82-77,,
7:45.0,O. Mayo makes free throw 1 of 2,1,83-77,,
7:45.0,O. Mayo makes free throw 2 of 2,1,84-77,,
7:32.0,,,84-77,,J. Noah misses 2-pt shot from 1 ft
7:31.0,Defensive rebound by J. Henson,,84-77,,
7:25.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by M. Carter-Williams),2,86-77,,
7:19.0,,,86-77,,Chicago full timeout
6:59.0,,,86-79,2,D. Rose makes 2-pt shot from 19 ft
6:44.0,G. Antetokounmpo misses 2-pt shot from 5 ft (block by N. Mirotic),,86-79,,
