time,Atlanta,pts.away,score,pts.home,Washington
7:59.0,M. Muscala misses 3-pt shot from 26 ft,,26-26,,
7:58.0,,,26-26,,Defensive rebound by R. Sessions
7:54.0,,,26-26,,D. Gooden misses 3-pt shot from 27 ft
7:52.0,,,26-26,,Offensive rebound by O. Porter
7:39.0,,,26-26,,D. Gooden misses 2-pt shot from 20 ft
7:38.0,,,26-26,,Offensive rebound by O. Porter
7:30.0,,,26-26,,R. Sessions misses 3-pt shot from 27 ft
7:29.0,,,26-26,,Offensive rebound by O. Porter
7:14.0,,,26-26,,B. Beal misses 2-pt shot from 6 ft
7:13.0,,,26-26,,Offensive rebound by K. Seraphin
7:11.0,,,26-28,2,K. Seraphin makes 2-pt shot from 4 ft
6:58.0,M. Muscala misses 2-pt shot from 18 ft,,26-28,,
6:57.0,,,26-28,,Defensive rebound by D. Gooden
6:52.0,,,26-28,,Turnover by R. Sessions (bad pass)
6:52.0,A. Horford enters the game for P. Millsap,,26-28,,
6:52.0,K. Korver enters the game for J. Teague,,26-28,,
6:35.0,A. Horford makes 2-pt shot at rim (assist by D. Schroder),2,28-28,,
6:15.0,,,28-28,,K. Seraphin misses 2-pt shot from 6 ft
6:14.0,Defensive rebound by K. Korver,,28-28,,
6:10.0,Turnover by D. Schroder (bad pass),,28-28,,
6:10.0,,,28-28,,P. Pierce enters the game for D. Gooden
5:56.0,,,28-30,2,K. Seraphin makes 2-pt shot at rim (assist by B. Beal)
5:38.0,M. Muscala makes 2-pt shot from 7 ft (assist by A. Horford),2,30-30,,
5:13.0,,,30-30,,P. Pierce misses 2-pt shot from 21 ft
5:12.0,Defensive rebound by Team,,30-30,,
5:12.0,Official timeout,,30-30,,
5:12.0,,,30-30,,J. Wall enters the game for R. Sessions
5:12.0,J. Teague enters the game for D. Schroder,,30-30,,
5:12.0,P. Millsap enters the game for M. Muscala,,30-30,,
4:58.0,P. Millsap misses 3-pt shot from 26 ft,,30-30,,
4:57.0,,,30-30,,Defensive rebound by B. Beal
4:49.0,,,30-30,,K. Seraphin misses 2-pt shot from 1 ft (block by P. Millsap)
4:47.0,,,30-30,,Offensive rebound by O. Porter
4:45.0,,,30-30,,O. Porter misses 2-pt shot from 8 ft
4:44.0,,,30-30,,Offensive rebound by B. Beal
4:42.0,,,30-30,,B. Beal misses 3-pt shot from 28 ft
4:41.0,,,30-30,,Offensive rebound by O. Porter
4:39.0,Personal foul by K. Korver (drawn by J. Wall),,30-30,,
4:27.0,,,30-32,2,J. Wall makes 2-pt shot from 15 ft
4:21.0,,,30-32,,Personal foul by P. Pierce (drawn by P. Millsap)
4:15.0,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague),2,32-32,,
3:56.0,,,32-34,2,B. Beal makes 2-pt shot from 21 ft
3:38.0,P. Millsap makes 2-pt shot from 13 ft,2,34-34,,
3:25.0,,,34-34,,J. Wall misses 2-pt shot from 16 ft
3:24.0,Defensive rebound by J. Teague,,34-34,,
3:15.0,P. Millsap makes 3-pt shot from 26 ft (assist by A. Horford),3,37-34,,
2:53.0,,,37-34,,Turnover by P. Pierce (bad pass; steal by D. Carroll)
2:45.0,D. Carroll misses 3-pt shot from 26 ft,,37-34,,
2:44.0,,,37-34,,Defensive rebound by K. Seraphin
2:39.0,,,37-36,2,J. Wall makes 2-pt shot from 1 ft
2:39.0,,,37-36,,Shooting foul by D. Carroll (drawn by J. Wall)
2:39.0,Atlanta full timeout,,37-36,,
2:39.0,,,37-36,,N. Hilario enters the game for P. Pierce
2:39.0,,,37-37,1,J. Wall makes free throw 1 of 1
2:22.0,P. Millsap misses 2-pt shot from 6 ft,,37-37,,
2:20.0,,,37-37,,Defensive rebound by N. Hilario
2:11.0,,,37-37,,O. Porter misses 2-pt shot from 2 ft (block by K. Korver)
2:09.0,Defensive rebound by J. Teague,,37-37,,
1:49.0,J. Teague makes 2-pt shot from 5 ft,2,39-37,,
1:32.0,,,39-39,2,J. Wall makes 2-pt shot from 8 ft
1:14.0,P. Millsap misses 2-pt shot from 2 ft (block by N. Hilario),,39-39,,
1:12.0,Offensive rebound by P. Millsap,,39-39,,
1:07.0,P. Millsap misses 2-pt shot from 15 ft,,39-39,,
1:06.0,Offensive rebound by D. Carroll,,39-39,,
1:06.0,D. Carroll makes 2-pt shot from 1 ft,2,41-39,,
0:49.0,,,41-39,,K. Seraphin misses 2-pt shot from 17 ft
0:48.0,,,41-39,,Offensive rebound by N. Hilario
0:43.0,,,41-39,,B. Beal misses 2-pt shot from 10 ft
0:42.0,Defensive rebound by P. Millsap,,41-39,,
0:35.0,J. Teague misses 2-pt shot at rim,,41-39,,
0:34.0,Offensive rebound by D. Carroll,,41-39,,
0:33.0,A. Horford makes 2-pt shot from 3 ft (assist by D. Carroll),2,43-39,,
0:16.0,,,43-39,,J. Wall misses 2-pt shot from 19 ft
0:15.0,Defensive rebound by P. Millsap,,43-39,,
0:04.0,,,43-39,,Personal take foul by J. Wall (drawn by J. Teague)
0:04.0,Atlanta full timeout,,43-39,,
0:04.0,,,43-39,,D. Gooden enters the game for N. Hilario
0:04.0,D. Schroder enters the game for D. Carroll,,43-39,,
0:01.0,P. Millsap makes 2-pt shot from 5 ft,2,45-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,45-39,,Personal foul by B. Beal (drawn by K. Korver)
11:32.0,A. Horford makes 2-pt shot from 4 ft (assist by J. Teague),2,47-39,,
11:10.0,,,47-39,,J. Wall misses 2-pt shot from 13 ft
11:09.0,Defensive rebound by P. Millsap,,47-39,,
10:56.0,D. Carroll makes 2-pt shot from 5 ft (assist by K. Korver),2,49-39,,
10:30.0,,,49-41,2,B. Beal makes 2-pt shot from 20 ft
10:11.0,K. Korver misses 3-pt shot from 26 ft,,49-41,,
10:10.0,,,49-41,,Defensive rebound by N. Hilario
9:56.0,,,49-41,,J. Wall misses 2-pt shot from 1 ft
9:56.0,,,49-41,,Offensive rebound by Team
9:48.0,,,49-41,,Turnover by J. Wall (bad pass)
9:36.0,D. Carroll makes 2-pt shot from 2 ft,2,51-41,,
9:36.0,Shooting foul by P. Pierce (drawn by D. Carroll),,51-41,,
9:36.0,D. Carroll makes free throw 1 of 1,1,52-41,,
9:20.0,,,52-41,,P. Pierce misses 2-pt shot from 3 ft (block by P. Millsap)
9:19.0,Defensive rebound by D. Carroll,,52-41,,
9:05.0,K. Korver misses 3-pt shot from 24 ft,,52-41,,
9:04.0,,,52-41,,Defensive rebound by N. Hilario
8:58.0,,,52-41,,B. Beal misses 3-pt shot from 24 ft
8:57.0,Defensive rebound by Team,,52-41,,
8:37.0,J. Teague misses 3-pt shot from 27 ft,,52-41,,
8:36.0,,,52-41,,Defensive rebound by P. Pierce
8:29.0,,,52-43,2,P. Pierce makes 2-pt shot at rim (assist by J. Wall)
8:12.0,D. Carroll makes 3-pt shot from 24 ft (assist by P. Millsap),3,55-43,,
7:58.0,,,55-43,,M. Gortat misses 2-pt shot from 4 ft
7:57.0,Defensive rebound by J. Teague,,55-43,,
7:52.0,J. Teague makes 2-pt shot from 1 ft,2,57-43,,
7:50.0,,,57-43,,Washington full timeout
7:50.0,,,57-43,,K. Seraphin enters the game for M. Gortat
7:33.0,,,57-43,,Shooting foul by P. Millsap (drawn by P. Pierce)
7:33.0,,,57-44,1,P. Pierce makes free throw 1 of 2
7:33.0,,,57-45,1,P. Pierce makes free throw 2 of 2
7:23.0,Turnover by P. Millsap (bad pass; steal by P. Pierce),,57-45,,
7:15.0,,,57-47,2,K. Seraphin makes 2-pt shot from 1 ft (assist by J. Wall)
6:53.0,P. Millsap misses 3-pt shot from 24 ft,,57-47,,
6:52.0,,,57-47,,Defensive rebound by P. Pierce
6:46.0,,,57-47,,J. Wall misses 2-pt shot from 1 ft
6:43.0,Defensive rebound by K. Korver,,57-47,,
6:26.0,J. Teague makes 2-pt shot from 7 ft,2,59-47,,
6:21.0,,,59-47,,Turnover by J. Wall (bad pass; steal by K. Korver)
6:15.0,J. Teague makes 3-pt shot from 26 ft,3,62-47,,
5:56.0,,,62-50,3,B. Beal makes 3-pt shot from 28 ft (assist by J. Wall)
5:41.0,,,62-50,,O. Porter enters the game for P. Pierce
5:41.0,P. Antic enters the game for P. Millsap,,62-50,,
5:41.0,D. Schroder enters the game for J. Teague,,62-50,,
5:41.0,K. Bazemore enters the game for K. Korver,,62-50,,
5:41.0,Jump ball: A. Horford vs. K. Seraphin (J. Wall gains possession),,,,Jump ball: A. Horford vs. K. Seraphin (J. Wall gains possession)
5:41.0,Turnover by A. Horford (lost ball; steal by K. Seraphin),,62-50,,
5:32.0,,,62-50,,Turnover by J. Wall (lost ball; steal by K. Bazemore)
5:28.0,Shooting foul by B. Beal (drawn by D. Carroll),,62-50,,
5:28.0,D. Carroll makes free throw 1 of 2,1,63-50,,
5:28.0,D. Carroll makes free throw 2 of 2,1,64-50,,
5:17.0,Personal foul by D. Schroder (drawn by N. Hilario),,64-50,,
5:17.0,Violation by Team (delay of game),,64-50,,
5:09.0,,,64-52,2,J. Wall makes 2-pt shot at rim
4:58.0,D. Schroder misses 3-pt shot from 26 ft,,64-52,,
4:57.0,,,64-52,,Defensive rebound by B. Beal
4:49.0,,,64-52,,Shooting foul by P. Antic (drawn by N. Hilario)
4:49.0,,,64-53,1,N. Hilario makes free throw 1 of 2
4:49.0,P. Millsap enters the game for A. Horford,,64-53,,
4:49.0,,,64-53,,N. Hilario misses free throw 2 of 2
4:48.0,,,64-53,,Offensive rebound by K. Seraphin
4:37.0,,,64-55,2,J. Wall makes 2-pt shot from 2 ft
4:24.0,P. Millsap misses 2-pt shot from 6 ft,,64-55,,
4:23.0,,,64-55,,Defensive rebound by B. Beal
4:19.0,,,64-57,2,O. Porter makes 2-pt shot at rim (assist by J. Wall)
4:18.0,Atlanta full timeout,,64-57,,
4:18.0,M. Muscala enters the game for P. Antic,,64-57,,
3:56.0,D. Carroll makes 3-pt shot from 27 ft (assist by D. Schroder),3,67-57,,
3:37.0,,,67-57,,O. Porter misses 3-pt shot from 26 ft
3:36.0,Defensive rebound by P. Millsap,,67-57,,
3:25.0,D. Schroder misses 2-pt shot from 5 ft,,67-57,,
3:24.0,,,67-57,,Defensive rebound by N. Hilario
3:21.0,,,67-57,,Shooting foul by P. Millsap (drawn by J. Wall)
3:21.0,,,67-58,1,J. Wall makes free throw 1 of 2
3:21.0,,,67-58,,D. Gooden enters the game for N. Hilario
3:21.0,,,67-59,1,J. Wall makes free throw 2 of 2
2:59.0,D. Schroder misses 2-pt shot from 1 ft,,67-59,,
2:58.0,,,67-59,,Defensive rebound by K. Seraphin
2:52.0,,,67-59,,B. Beal misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by P. Millsap,,67-59,,
2:40.0,D. Carroll misses 2-pt shot from 6 ft,,67-59,,
2:39.0,,,67-59,,Defensive rebound by D. Gooden
2:25.0,,,67-59,,J. Wall misses 2-pt shot from 13 ft
2:24.0,Defensive rebound by K. Bazemore,,67-59,,
2:15.0,P. Millsap misses 3-pt shot from 28 ft,,67-59,,
2:14.0,,,67-59,,Defensive rebound by D. Gooden
2:14.0,Personal foul by M. Muscala (drawn by D. Gooden),,67-59,,
2:14.0,K. Korver enters the game for D. Carroll,,67-59,,
2:14.0,,,67-60,1,D. Gooden makes free throw 1 of 2
2:14.0,A. Horford enters the game for P. Millsap,,67-60,,
2:14.0,J. Teague enters the game for K. Bazemore,,67-60,,
2:14.0,,,67-61,1,D. Gooden makes free throw 2 of 2
1:42.0,M. Muscala makes 3-pt shot from 24 ft (assist by J. Teague),3,70-61,,
1:31.0,,,70-63,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
1:18.0,Shooting foul by K. Seraphin (drawn by D. Schroder),,70-63,,
1:18.0,D. Schroder makes free throw 1 of 2,1,71-63,,
1:18.0,,,71-63,,R. Sessions enters the game for B. Beal
1:18.0,D. Schroder makes free throw 2 of 2,1,72-63,,
1:07.0,,,72-63,,J. Wall misses 2-pt shot from 6 ft
1:06.0,,,72-63,,Offensive rebound by Team
0:57.0,,,72-63,,R. Sessions misses 3-pt shot from 27 ft
0:56.0,,,72-63,,Offensive rebound by Team
0:56.0,Loose ball foul by M. Muscala (drawn by K. Seraphin),,72-63,,
0:56.0,,,72-64,1,K. Seraphin makes free throw 1 of 2
0:56.0,,,72-64,,K. Seraphin misses free throw 2 of 2
0:55.0,Defensive rebound by A. Horford,,72-64,,
0:40.0,D. Schroder misses 2-pt shot from 3 ft,,72-64,,
0:39.0,,,72-64,,Defensive rebound by K. Seraphin
0:32.0,,,72-64,,O. Porter misses 3-pt shot from 26 ft
0:31.0,Defensive rebound by K. Korver,,72-64,,
0:06.0,J. Teague misses 3-pt shot from 26 ft,,72-64,,
0:05.0,,,72-64,,Defensive rebound by J. Wall
0:01.0,,,72-64,,J. Wall misses 2-pt shot from 20 ft
0:00.0,,,72-64,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,72-64,,B. Beal misses 2-pt shot from 14 ft
11:36.0,Defensive rebound by J. Teague,,72-64,,
11:23.0,Shooting foul by O. Porter (drawn by P. Millsap),,72-64,,
11:23.0,P. Millsap makes free throw 1 of 2,1,73-64,,
11:23.0,P. Millsap misses free throw 2 of 2,,73-64,,
11:21.0,,,73-64,,Defensive rebound by K. Seraphin
11:00.0,,,73-67,3,B. Beal makes 3-pt shot from 26 ft (assist by D. Gooden)
10:52.0,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague),2,75-67,,
10:35.0,,,75-67,,B. Beal misses 2-pt shot from 18 ft
10:34.0,Defensive rebound by Team,,75-67,,
10:34.0,,,75-67,,Loose ball foul by O. Porter (drawn by A. Horford)
10:21.0,J. Teague makes 2-pt shot from 1 ft,2,77-67,,
10:05.0,,,77-67,,D. Gooden misses 3-pt shot from 26 ft
10:05.0,,,77-67,,Offensive rebound by Team
10:05.0,Loose ball foul by K. Korver (drawn by B. Beal),,77-67,,
10:05.0,D. Carroll enters the game for D. Schroder,,77-67,,
9:55.0,,,77-69,2,J. Wall makes 2-pt shot from 20 ft
9:44.0,J. Teague makes 2-pt shot from 1 ft,2,79-69,,
9:22.0,,,79-71,2,O. Porter makes 2-pt shot from 11 ft (assist by J. Wall)
9:03.0,A. Horford makes 2-pt shot from 1 ft (assist by K. Korver),2,81-71,,
8:55.0,,,81-71,,Washington full timeout
8:45.0,,,81-73,2,D. Gooden makes 2-pt shot from 8 ft
8:24.0,D. Carroll misses 2-pt shot from 13 ft (block by J. Wall),,81-73,,
8:22.0,,,81-73,,Defensive rebound by J. Wall
8:13.0,,,81-75,2,K. Seraphin makes 2-pt shot from 2 ft (assist by O. Porter)
7:58.0,Shooting foul by D. Gooden (drawn by J. Teague),,81-75,,
7:58.0,J. Teague makes free throw 1 of 2,1,82-75,,
7:58.0,D. Schroder enters the game for K. Korver,,82-75,,
7:58.0,J. Teague makes free throw 2 of 2,1,83-75,,
7:43.0,,,83-75,,K. Seraphin misses 2-pt shot from 4 ft
7:42.0,Defensive rebound by D. Carroll,,83-75,,
7:38.0,,,83-75,,Personal foul by K. Seraphin (drawn by A. Horford)
7:27.0,P. Millsap misses 3-pt shot from 27 ft,,83-75,,
7:26.0,,,83-75,,Defensive rebound by O. Porter
7:18.0,Personal foul by D. Schroder (drawn by O. Porter),,83-75,,
7:18.0,,,83-75,,N. Hilario enters the game for K. Seraphin
7:17.0,,,83-75,,Shooting foul by D. Schroder (drawn by O. Porter)
7:17.0,,,83-76,1,B. Beal makes free throw 1 of 2
7:17.0,M. Muscala enters the game for A. Horford,,83-76,,
7:17.0,K. Korver enters the game for J. Teague,,83-76,,
7:17.0,,,83-77,1,B. Beal makes free throw 2 of 2
7:07.0,D. Schroder makes 2-pt shot from 1 ft,2,85-77,,
6:58.0,Personal foul by M. Muscala (drawn by N. Hilario),,85-77,,
6:58.0,,,85-77,,P. Pierce enters the game for D. Gooden
6:53.0,,,85-79,2,B. Beal makes 2-pt shot from 17 ft
6:39.0,Shooting foul by P. Pierce (drawn by P. Millsap),,85-79,,
6:39.0,P. Millsap makes free throw 1 of 2,1,86-79,,
6:39.0,P. Millsap makes free throw 2 of 2,1,87-79,,
6:29.0,,,87-79,,B. Beal misses 3-pt shot from 23 ft
6:28.0,Defensive rebound by P. Millsap,,87-79,,
6:09.0,Turnover by K. Korver (bad pass; steal by O. Porter),,87-79,,
6:09.0,Personal foul by M. Muscala (drawn by O. Porter),,87-79,,
6:09.0,,,87-79,,O. Porter misses free throw 1 of 2
6:09.0,,,87-79,,Offensive rebound by Team
6:09.0,A. Horford enters the game for M. Muscala,,87-79,,
6:09.0,,,87-80,1,O. Porter makes free throw 2 of 2
5:54.0,Turnover by P. Millsap (lost ball),,87-80,,
5:54.0,Official timeout,,87-80,,
5:48.0,,,87-82,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall)
5:32.0,D. Schroder misses 2-pt shot from 4 ft,,87-82,,
5:32.0,,,87-82,,Defensive rebound by N. Hilario
5:27.0,,,87-82,,Turnover by J. Wall (bad pass; steal by D. Schroder)
5:13.0,K. Korver misses 3-pt shot from 26 ft,,87-82,,
5:13.0,,,87-82,,Defensive rebound by N. Hilario
5:07.0,Personal foul by D. Schroder (drawn by B. Beal),,87-82,,
5:07.0,,,87-83,1,B. Beal makes free throw 1 of 2
5:07.0,J. Teague enters the game for D. Schroder,,87-83,,
5:07.0,,,87-84,1,B. Beal makes free throw 2 of 2
5:07.0,Turnover by K. Korver (inbound),,87-84,,
5:01.0,,,87-84,,N. Hilario misses 2-pt shot from 7 ft (block by A. Horford)
5:01.0,,,87-84,,Offensive rebound by Team
4:58.0,,,87-84,,B. Beal misses 2-pt shot from 17 ft
4:57.0,Defensive rebound by D. Carroll,,87-84,,
4:37.0,Turnover by D. Carroll (lost ball; steal by J. Wall),,87-84,,
